"time","clutch.phi_rel","clutch.w_rel","damper.phi_rel","damper.w_rel","elastoBacklash.phi_rel","elastoBacklash.w_rel","inertia5.phi","inertia5.w","oneWayClutch.phi_rel","oneWayClutch.w_rel","springDamper.phi_rel","springDamper.w_rel","bearingFriction.mode","bearingFriction.startBackward","bearingFriction.startForward","brake.mode","brake.startBackward","brake.startForward","clutch.mode","clutch.startBackward","clutch.startForward","lossyGear.mode","oneWayClutch.startForward","oneWayClutch.stuck"
0.00020000000000000001,-8.5038080273132722e-22,-4.2508424308266274e-18,4.9715436580151112e-10,6.2755346211155239e-06,-3.6981585580580302e-13,-5.1465952557268432e-09,-8.5038080270080895e-22,-4.2508424306732872e-18,-3.0518128791907699e-32,-1.5334013739799524e-28,-4.9678454994571122e-10,-6.2703880258598471e-06,0,0,0,0,0,0,0,0,0,0,0,1
0.00025000000000000001,-1.0629229242726587e-21,-4.2508424308266274e-18,9.5789234523717511e-10,9.8026404052841515e-06,-8.6854702497170619e-13,-9.9874310739170056e-09,-1.0629229242344734e-21,-4.2508424306732872e-18,-3.8185135661807456e-32,-1.5334013739799524e-28,-9.5702379821221148e-10,-9.7926529742102879e-06,0,0,0,0,0,0,0,0,0,0,0,1
0.00030000000000000003,-1.2754650458139899e-21,-4.2508424308266274e-18,1.5824224750129029e-09,1.4112565307407373e-05,-1.5888403811544838e-12,-1.6569284164567013e-08,-1.2754650457681376e-21,-4.2508424306732872e-18,-4.5852142531707224e-32,-1.5334013739799524e-28,-1.5808336346317594e-09,-1.4095996023242859e-05,0,0,0,0,0,0,0,0,0,0,0,1
0.00035,-1.4880071673553214e-21,-4.2508424308266274e-18,2.4792584131088274e-09,1.9203511143761458e-05,-2.8450154528069677e-12,-2.6119604018118969e-08,-1.488007167301802e-21,-4.2508424306732872e-18,-5.3519149401606987e-32,-1.5334013739799524e-28,-2.476413397656034e-09,-1.9177391539743389e-05,0,0,0,0,0,0,0,0,0,0,0,1
0.00040000000000000002,-1.7005492888966527e-21,-4.2508424308266274e-18,3.6150598070163412e-09,2.5076028865984278e-05,-4.5435172287627744e-12,-3.8262526259869137e-08,-1.7005492888354664e-21,-4.2508424306732872e-18,-6.1186156271506755e-32,-1.5334013739799524e-28,-3.6105162897875948e-09,-2.5037766339724464e-05,0,0,0,0,0,0,0,0,0,0,0,1
0.00045000000000000004,-1.9130914104379841e-21,-4.2508424308266274e-18,5.1004806033069229e-09,3.1728226677381406e-05,-7.1193823793694629e-12,-5.4297674376246049e-08,-1.913091410369131e-21,-4.2508424306732872e-18,-6.8853163141406523e-32,-1.5334013739799524e-28,-5.0933612209275734e-09,-3.1673929003005206e-05,0,0,0,0,0,0,0,0,0,0,0,1
0.00050000000000000001,-2.1256335319793159e-21,-4.2508424308266274e-18,6.9007927806869053e-09,3.9160696101592835e-05,-1.0440601982764464e-11,-7.3818976541705019e-08,-2.1256335319027956e-21,-4.2508424306732872e-18,-7.6520170011306291e-32,-1.5334013739799524e-28,-6.8903521787042556e-09,-3.9086877125051855e-05,0,0,0,0,0,0,0,0,0,0,0,1
0.00055000000000000003,-2.3381756535206474e-21,-4.2508424308266274e-18,9.1032585755884925e-09,4.7371873276829726e-05,-1.499798681484197e-11,-9.7910311439599536e-08,-2.3381756534364598e-21,-4.2508424306732872e-18,-8.4187176881206048e-32,-1.5334013739799524e-28,-9.0882605887768949e-09,-4.7273962965414493e-05,0,0,0,0,0,0,0,0,0,0,0,1
0.00060000000000000006,-2.5507177750619788e-21,-4.2508424308266274e-18,1.1725862275350449e-08,5.6361435899413873e-05,-2.0892690391527526e-11,-1.267950607580317e-07,-2.5507177749701244e-21,-4.2508424306732872e-18,-9.1854183751105816e-32,-1.5334013739799524e-28,-1.1704969584968934e-08,-5.6234640838731389e-05,0,0,0,0,0,0,0,0,0,0,0,1
0.00065000000000000008,-2.7632598966033103e-21,-4.2508424308266274e-18,1.4804128108439434e-08,6.6128747325296862e-05,-2.832452049737535e-11,-1.6091446867720897e-07,-2.7632598965037886e-21,-4.2508424306732872e-18,-9.9521190621005595e-32,-1.5334013739799524e-28,-1.4775803587963686e-08,-6.5967832856782998e-05,0,0,0,0,0,0,0,0,0,0,0,1
0.00069999999999999999,-2.975802018144641e-21,-4.2508424308266274e-18,1.837512954032038e-08,7.667313489181155e-05,-3.7520381421277461e-11,-2.0073586482673056e-07,-2.9758020180374525e-21,-4.2508424306732872e-18,-1.0718819749090534e-31,-1.5334013739799524e-28,-1.8337609158937361e-08,-7.6472399027270653e-05,0,0,0,0,0,0,0,0,0,0,0,1
0.00075000000000000002,-3.1883441396859724e-21,-4.2508424308266274e-18,2.2497156189104939e-08,8.7993432676374475e-05,-4.9078252744585322e-11,-2.4708380815409568e-07,-3.1883441395711171e-21,-4.2508424306732872e-18,-1.1485520436080509e-31,-1.5334013739799524e-28,-2.2448077936406482e-08,-8.7746348868510953e-05,0,0,0,0,0,0,0,0,0,0,0,1
0.00080000000000000004,-3.4008862612273039e-21,-4.2508424308266274e-18,2.7200064229281124e-08,0.00010008913581301581,-6.3098806710040829e-11,-3.0030410635343765e-07,-3.4008862611047816e-21,-4.2508424306732872e-18,-1.2252221123070488e-31,-1.5334013739799524e-28,-2.7136965422621238e-08,-9.9788831706889205e-05,0,0,0,0,0,0,0,0,0,0,0,1
0.00085000000000000006,-3.6134283827686361e-21,-4.2508424308266274e-18,3.2523621388865423e-08,0.00011295950899944931,-7.9856070865919241e-11,-3.6090945399820614e-07,-3.6134283826384462e-21,-4.2508424306732872e-18,-1.3018921810060465e-31,-1.5334013739799524e-28,-3.2443765318048256e-08,-0.00011259859954552469,0,0,0,0,0,0,0,0,0,0,0,1
0.00090000000000000008,-3.8259705043099675e-21,-4.2508424308266274e-18,3.8507581359638409e-08,0.00012660378942957836,-9.9687474271586695e-11,-4.2943547355079572e-07,-3.8259705041721108e-21,-4.2508424306732872e-18,-1.3785622497050439e-31,-1.5334013739799524e-28,-3.8407893885407568e-08,-0.00012617435395585947,0,0,0,0,0,0,0,0,0,0,0,1
0.00095,-4.0385126258512982e-21,-4.2508424308266274e-18,4.51915757800058e-08,0.0001410209751354045,-1.2348175963165547e-10,-5.0661715903138345e-07,-4.0385126257057747e-21,-4.2508424306732872e-18,-1.4552323184040414e-31,-1.5334013739799524e-28,-4.5068094020402688e-08,-0.00014051435797606874,0,0,0,0,0,0,0,0,0,0,0,1
0.001,-4.2510547473926297e-21,-4.2508424308266274e-18,5.2615417439461223e-08,0.00015621041911198348,-1.5130941233718825e-10,-5.9289359806153677e-07,-4.2510547472394393e-21,-4.2508424306732872e-18,-1.5319023871030391e-31,-1.5334013739799524e-28,-5.2464108027133272e-08,-0.00015561752551349441,0,0,0,0,0,0,0,0,0,0,0,1
0.0010500000000000002,-4.4635968689339612e-21,-4.2508424308266274e-18,6.0818853422526444e-08,0.00017217134560638619,-1.8353770635729656e-10,-6.8881120591859142e-07,-4.4635968687731039e-21,-4.2508424306732872e-18,-1.6085724558020367e-31,-1.5334013739799524e-28,-6.0635315716150969e-08,-0.00017148253439994168,0,0,0,0,0,0,0,0,0,0,0,1
0.0011000000000000001,-4.6761389904752926e-21,-4.2508424308266274e-18,6.984060262014548e-08,0.0001889029257817816,-2.2070983100067433e-10,-7.9496280824853089e-07,-4.6761389903067685e-21,-4.2508424306732872e-18,-1.6852425245010346e-31,-1.5334013739799524e-28,-6.9619892789091291e-08,-0.00018810796297293462,0,0,0,0,0,0,0,0,0,0,0,1
0.00115,-4.8886811120166241e-21,-4.2508424308266274e-18,7.9712989105072882e-08,0.0002064040006476507,-2.6446307559559194e-10,-9.1222987855128418e-07,-4.8886811118404323e-21,-4.2508424306732872e-18,-1.7619125932000323e-31,-1.5334013739799524e-28,-7.9448526029387715e-08,-0.00020549177076839101,0,0,0,0,0,0,0,0,0,0,0,1
0.0012000000000000001,-5.1012232335579563e-21,-4.2508424308266274e-18,9.0478222600388556e-08,0.0002246739215929438,-3.1474337720762339e-10,-1.0410476740831494e-06,-5.1012232333740977e-21,-4.2508424306732872e-18,-1.8385826618990298e-31,-1.5334013739799524e-28,-9.0163479223050895e-08,-0.00022363287391804115,0,0,0,0,0,0,0,0,0,0,0,1
0.00125,-5.313765355099287e-21,-4.2508424308266274e-18,1.0217488142659779e-07,0.00024371185252341487,-3.7211797557430476e-10,-1.1820153655267133e-06,-5.3137653549077615e-21,-4.2508424306732872e-18,-1.9152527305980275e-31,-1.5334013739799524e-28,-1.0180276345084883e-07,-0.00024252983715695631,0,0,0,0,0,0,0,0,0,0,0,1
0.0013000000000000002,-5.5263074766406192e-21,-4.2508424308266274e-18,1.1484154390420594e-07,0.00026351695734481826,-4.3715411043317318e-10,-1.3357321235645639e-06,-5.5263074764414261e-21,-4.2508424306732872e-18,-1.9919227992970249e-31,-1.5334013739799524e-28,-1.1440438979354974e-07,-0.00026218122522020777,0,0,0,0,0,0,0,0,0,0,0,1
0.0013500000000000001,-5.7388495981819499e-21,-4.2508424308266274e-18,1.2851678835371827e-07,0.00028408839996290779,-5.1041902152176444e-10,-1.5027971188792871e-06,-5.7388495979750907e-21,-4.2508424306732872e-18,-2.0685928679960226e-31,-1.5334013739799524e-28,-1.2800636933192159e-07,-0.00028258560284286679,0,0,0,0,0,0,0,0,0,0,0,1
0.0014,-5.9513917197232813e-21,-4.2508424308266274e-18,1.4323919309564015e-07,0.00030542534428343776,-5.9247994857761516e-10,-1.6838095221534708e-06,-5.9513917195087545e-21,-4.2508424306732872e-18,-2.1452629366950203e-31,-1.5334013739799524e-28,-1.4264671314673253e-07,-0.00030374153476000462,0,0,0,0,0,0,0,0,0,0,0,1
0.0014500000000000001,-6.1639338412646128e-21,-4.2508424308266274e-18,1.5904733645047696e-07,0.00032752695421216238,-6.8390413133826251e-10,-1.8793685040697035e-06,-6.1639338410424191e-21,-4.2508424306732872e-18,-2.221933005394018e-31,-1.5334013739799524e-28,-1.5836343231875076e-07,-0.00032564758570669271,0,0,0,0,0,0,0,0,0,0,0,1
0.0015,-6.3764759628059435e-21,-4.2508424308266274e-18,1.7597969694579993e-07,0.00035039229147122681,-7.8556574139623275e-10,-2.0901576869063159e-06,-6.3764759625760822e-21,-4.2508424306732872e-18,-2.2986030740930152e-31,-1.5334013739799524e-28,-1.7519413120395412e-07,-0.00034830213378280421,0,0,0,0,0,0,0,0,0,0,0,1
0.0015500000000000002,-6.5890180843472749e-21,-4.2508424308266274e-18,1.9407449677292317e-07,0.00037402015530563719,-8.9912736050469298e-10,-2.3170776221885929e-06,-6.5890180841097476e-21,-4.2508424306732872e-18,-2.3752731427920133e-31,-1.5334013739799524e-28,-1.9317536941190007e-07,-0.00037170307768184379,0,0,0,0,0,0,0,0,0,0,0,1
0.0016000000000000001,-6.8015602058886064e-21,-4.2508424308266274e-18,2.1337056118163127e-07,0.00039840996246595217,-1.0243967511629877e-09,-2.5605185121794034e-06,-6.8015602056434114e-21,-4.2508424306732872e-18,-2.4519432114910106e-31,-1.5334013739799524e-28,-2.1234616442987682e-07,-0.00039584944395209013,0,0,0,0,0,0,0,0,0,0,0,1
0.00165,-7.0141023274299378e-21,-4.2508424308266274e-18,2.3390644182277026e-07,0.00042356084954935867,-1.1620231806401387e-09,-2.8211020972484401e-06,-7.0141023271770753e-21,-4.2508424306732872e-18,-2.5286132801900078e-31,-1.5334013739799524e-28,-2.3274441864146135e-07,-0.00042073974745036213,0,0,0,0,0,0,0,0,0,0,0,1
0.0017000000000000001,-7.2266444489712693e-21,-4.2508424308266274e-18,2.5572069034718624e-07,0.00044947195315304386,-1.3126559162051691e-09,-3.0994501177653933e-06,-7.2266444487107406e-21,-4.2508424306732872e-18,-2.6052833488890059e-31,-1.5334013739799524e-28,-2.5440803443023088e-07,-0.00044637250303347881,0,0,0,0,0,0,0,0,0,0,0,1
0.00175,-7.4391865705126007e-21,-4.2508424308266274e-18,2.7885185840572492e-07,0.00047614240987419435,-1.4769442251270988e-09,-3.3961843140999497e-06,-7.4391865702444044e-21,-4.2508424306732872e-18,-2.6819534175880032e-31,-1.5334013739799524e-28,-2.7737491417976203e-07,-0.00047274622555825861,0,0,0,0,0,0,0,0,0,0,0,1
0.0018000000000000002,-7.6517286920539322e-21,-4.2508424308266274e-18,3.0333849764923245e-07,0.00050357135630999742,-1.6555373746749509e-09,-3.7119264266218034e-06,-7.6517286917780698e-21,-4.2508424306732872e-18,-2.7586234862870013e-31,-1.5334013739799524e-28,-3.0168296027363185e-07,-0.00049985942988152075,0,0,0,0,0,0,0,0,0,0,0,1
0.0018500000000000001,-7.8642708135952636e-21,-4.2508424308266274e-18,3.2921333641514075e-07,0.0005317571281887001,-1.8516862967619623e-09,-4.0479720590456538e-06,-7.8642708133117321e-21,-4.2508424306732872e-18,-2.8352935549859985e-31,-1.5334013739799524e-28,-3.2736165011736228e-07,-0.00052770915612777804,0,0,0,0,0,0,0,0,0,0,0,1
0.0019,-8.0768129351365936e-21,-4.2508424308266274e-18,3.565140575897873e-07,0.00056069874262800097,-2.0664283940271548e-09,-4.4050434836061788e-06,-8.076812934845396e-21,-4.2508424306732872e-18,-2.9119636236849958e-31,-1.5334013739799524e-28,-3.5444762919465217e-07,-0.00055629369914249284,0,0,0,0,0,0,0,0,0,0,0,1
0.0019500000000000001,-8.2893550566779265e-21,-4.2508424308266274e-18,3.8528149343374718e-07,0.00059039564987289591,-2.299394032423737e-09,-4.7834985326208e-06,-8.2893550563790613e-21,-4.2508424306732872e-18,-2.9886336923839939e-31,-1.5334013739799524e-28,-3.8298209940012237e-07,-0.00058561215133835364,0,0,0,0,0,0,0,0,0,0,0,1
0.002,-8.501897178219258e-21,-4.2508424308266274e-18,4.1555368681897134e-07,0.00062084691654920262,-2.5514597848744526e-09,-5.1840178214369978e-06,-8.5018971779127252e-21,-4.2508424306732872e-18,-3.0653037610829911e-31,-1.5334013739799524e-28,-4.1300222703280118e-07,-0.00061566289872582998,0,0,0,0,0,0,0,0,0,0,0,1
0.0020500000000000002,-8.7144392997605894e-21,-4.2508424308266274e-18,4.473686806174112e-07,0.00065205160928273891,-2.8235022243020497e-09,-5.6072819654022621e-06,-8.7144392994463905e-21,-4.2508424306732872e-18,-3.1419738297819888e-31,-1.5334013739799524e-28,-4.4454517839171766e-07,-0.00064644432731539173,0,0,0,0,0,0,0,0,0,0,0,1
0.0021000000000000003,-8.9269814213019209e-21,-4.2508424308266274e-18,4.8076451770101765e-07,0.00068400879469932192,-3.1163979236292723e-09,-6.0539715798640773e-06,-8.9269814209800559e-21,-4.2508424306732872e-18,-3.2186438984809869e-31,-1.5334013739799524e-28,-4.7764811977590023e-07,-0.00067795482311750876,0,0,0,0,0,0,0,0,0,0,0,1
0.00215,-9.1395235428432508e-21,-4.2508424308266274e-18,5.157790799848338e-07,0.00071671751041013523,-3.4311251635306139e-09,-6.524791481551413e-06,-9.1395235425137182e-21,-4.2508424306732872e-18,-3.2953139671799837e-31,-1.5334013739799524e-28,-5.1234795481971745e-07,-0.00071019271892663503,0,0,0,0,0,0,0,0,0,0,0,1
0.0022000000000000001,-9.3520656643845838e-21,-4.2508424308266274e-18,5.5244325416789494e-07,0.00075017553304519019,-3.7730824617650179e-09,-7.0214982835620354e-06,-9.3520656640473835e-21,-4.2508424306732872e-18,-3.3719840358789819e-31,-1.5334013739799524e-28,-5.4867017170444568e-07,-0.00074315403475967842,0,0,0,0,0,0,0,0,0,0,0,1
0.0022500000000000003,-9.5646077859259152e-21,-4.2508424308266274e-18,5.9079926264000888e-07,0.00078438268264425484,-4.1405053777677302e-09,-7.5441441715137557e-06,-9.5646077855810474e-21,-4.2508424306732872e-18,-3.44865410457798e-31,-1.5334013739799524e-28,-5.866587572604579e-07,-0.00077683853847079201,0,0,0,0,0,0,0,0,0,0,0,1
0.0023,-9.7771499074672452e-21,-4.2508424308266274e-18,6.308847368846487e-07,0.00081933795167487536,-4.5345304384933781e-09,-8.0934716168720781e-06,-9.7771499071147112e-21,-4.2508424306732872e-18,-3.5253241732769772e-31,-1.5334013739799524e-28,-6.2635020644427286e-07,-0.00081124448005605592,0,0,0,0,0,0,0,0,0,0,0,1
0.0023500000000000001,-9.9896920290085766e-21,-4.2508424308266274e-18,6.7273730838528845e-07,0.00085504033260459897,-4.9562941708966073e-09,-8.6702230911025253e-06,-9.9896920286483751e-21,-4.2508424306732872e-18,-3.6019942419759749e-31,-1.5334013739799524e-28,-6.6778101421241017e-07,-0.00084637010951155102,0,0,0,0,0,0,0,0,0,0,0,1
0.0024000000000000002,-1.0202234150549908e-20,-4.2508424308266274e-18,7.1639460862540102e-07,0.00089148881790097163,-5.406933101932046e-09,-9.2751410656705974e-06,-1.020223415018204e-20,-4.2508424306732872e-18,-3.6786643106749721e-31,-1.5334013739799524e-28,-7.1098767552138872e-07,-0.00088221367683335745,0,0,0,0,0,0,0,0,0,0,0,1
0.0024499999999999999,-1.041477627209124e-20,-4.2508424308266274e-18,7.6189426908845981e-07,0.00092868240003153937,-5.8875837585543239e-09,-9.9089680120418001e-06,-1.0414776271715704e-20,-4.2508424306732872e-18,-3.7553343793739694e-31,-1.5334013739799524e-28,-7.5600668532772673e-07,-0.0009187734320175552,0,0,0,0,0,0,0,0,0,0,0,1
0.0025000000000000001,-1.0627318393632569e-20,-4.2508424308266274e-18,8.0927168306912171e-07,0.00096661962471409409,-6.4011181381555795e-09,-1.0572816809536495e-05,-1.0627318393249368e-20,-4.2508424306732872e-18,-3.8320044480729675e-31,-1.5334013739799524e-28,-8.0287056492868896e-07,-0.00095604680790261688,0,0,0,0,0,0,0,0,0,0,0,1
0.0025500000000000002,-1.0839860515173901e-20,-4.2508424308266274e-18,8.5856202045157836e-07,0.0010052989930729719,-6.9505814684890363e-09,-1.1267837310669773e-05,-1.0839860514783032e-20,-4.2508424306732872e-18,-3.9086745167719656e-31,-1.5334013739799524e-28,-8.5161143898071276e-07,-0.0009940311557603658,0,0,0,0,0,0,0,0,0,0,0,1
0.0026000000000000003,-1.1052402636715234e-20,-4.2508424308266274e-18,9.0980497414698986e-07,0.0010447199090433794,-7.5355118649802388e-09,-1.1994430832040512e-05,-1.1052402636316697e-20,-4.2508424306732872e-18,-3.9853445854709633e-31,-1.5334013739799524e-28,-9.0226946227953411e-07,-0.0010327254782094065,0,0,0,0,0,0,0,0,0,0,0,1
0.00265,-1.1264944758256564e-20,-4.2508424308266274e-18,9.6303784694415353e-07,0.0010848812994843381,-8.1573007213258095e-09,-1.2753394242262747e-05,-1.1264944757850361e-20,-4.2508424306732872e-18,-4.0620146541699605e-31,-1.5334013739799524e-28,-9.5488054622025345e-07,-0.0010721279052401467,0,0,0,0,0,0,0,0,0,0,0,1
0.0027000000000000001,-1.1477486879797897e-20,-4.2508424308266274e-18,1.0182979416318691e-06,0.0011257820912548711,-8.81733943122239e-09,-1.3545524409950546e-05,-1.1477486879384025e-20,-4.2508424306732872e-18,-4.1386847228689587e-31,-1.5334013739799524e-28,-1.009480602197974e-06,-0.0011122365668429944,0,0,0,0,0,0,0,0,0,0,0,1
0.0027500000000000003,-1.1690029001339228e-20,-4.2508424308266274e-18,1.0756225609989339e-06,0.0011674212112139993,-9.5170193883665994e-09,-1.4371618203717948e-05,-1.169002900091769e-20,-4.2508424306732872e-18,-4.2153547915679559e-31,-1.5334013739799524e-28,-1.0661055416077971e-06,-0.0011530495930083572,0,0,0,0,0,0,0,0,0,0,0,1
0.0028,-1.1902571122880557e-20,-4.2508424308266274e-18,1.1350490078341461e-06,0.0012097975862207448,-1.0257731986455064e-08,-1.5232472492178991e-05,-1.1902571122451354e-20,-4.2508424306732872e-18,-4.2920248602669532e-31,-1.5334013739799524e-28,-1.1247912758448233e-06,-0.0011945651137266419,0,0,0,0,0,0,0,0,0,0,0,1
0.0028500000000000001,-1.2115113244421888e-20,-4.2508424308266274e-18,1.1966096392349113e-06,0.0012529092371216376,-1.1044744929646183e-08,-1.6129633106073684e-05,-1.2115113243985018e-20,-4.2508424306732872e-18,-4.3686949289659513e-31,-1.5334013739799524e-28,-1.1855648943023e-06,-0.0012367796040136418,0,0,0,0,0,0,0,0,0,0,0,1
0.0029000000000000002,-1.2327655365963223e-20,-4.2508424308266274e-18,1.2603433103860541e-06,0.0012967553751626699,-1.187823288206739e-08,-1.7063661823361213e-05,-1.2327655365518683e-20,-4.2508424306732872e-18,-4.4453649976649494e-31,-1.5334013739799524e-28,-1.2484650775009237e-06,-0.0012796917133373886,0,0,0,0,0,0,0,0,0,0,0,1
0.0029499999999999999,-1.2540197487504551e-20,-4.2508424308266274e-18,1.3262878133623516e-06,0.0013413350168362784,-1.275920374717878e-08,-1.8035281416510425e-05,-1.2540197487052346e-20,-4.2508424306732872e-18,-4.5220350663639466e-31,-1.5334013739799524e-28,-1.3135286096120126e-06,-0.0013232997354178499,0,0,0,0,0,0,0,0,0,0,0,1
0.0030000000000000001,-1.2752739609045882e-20,-4.2508424308266274e-18,1.3944801063317826e-06,0.0013866470258696115,-1.3689319023944154e-08,-1.9045340942580329e-05,-1.2752739608586011e-20,-4.2508424306732872e-18,-4.5987051350629448e-31,-1.5334013739799524e-28,-1.3807907873045807e-06,-0.0013676016849251142,0,0,0,0,0,0,0,0,0,0,0,1
0.0030500000000000002,-1.2965281730587217e-20,-4.2508424308266274e-18,1.4649571474623223e-06,0.0014326902659898158,-1.4670240211327299e-08,-2.0094689458629902e-05,-1.2965281730119675e-20,-4.2508424306732872e-18,-4.675375203761942e-31,-1.5334013739799524e-28,-1.4502869072476404e-06,-0.0014125955765292699,0,0,0,0,0,0,0,0,0,0,0,1
0.0031000000000000003,-1.3177823852128548e-20,-4.2508424308266274e-18,1.5377558949219484e-06,0.0014794636009240389,-1.5703628808292003e-08,-2.1184176021718139e-05,-1.317782385165334e-20,-4.2508424306732872e-18,-4.7520452724609392e-31,-1.5334013739799524e-28,-1.522052266110205e-06,-0.0014582794249004048,0,0,0,0,0,0,0,0,0,0,0,1
0.00315,-1.339036597366988e-20,-4.2508424308266274e-18,1.6129123252232131e-06,0.0015269657419022934,-1.6791891043567574e-08,-2.231477523374993e-05,-1.3390365973187004e-20,-4.2508424306732872e-18,-4.8287153411599365e-31,-1.5334013739799524e-28,-1.5961204341760974e-06,-0.0015046509666666271,0,0,0,0,0,0,0,0,0,0,0,1
0.0032000000000000002,-1.360290809521121e-20,-4.2508424308266274e-18,1.6904594656996272e-06,0.0015751949420087503,-1.7939670531183276e-08,-2.3487838869942762e-05,-1.3602908094720669e-20,-4.2508424306732872e-18,-4.9053854098589346e-31,-1.5334013739799524e-28,-1.6725197951647998e-06,-0.0015517071031368906,0,0,0,0,0,0,0,0,0,0,0,1
0.0032500000000000003,-1.3815450216752543e-20,-4.2508424308266274e-18,1.7704361885811737e-06,0.0016241503623141698,-1.9147176673050169e-08,-2.4703971196145268e-05,-1.3815450216254335e-20,-4.2508424306732872e-18,-4.9820554785579327e-31,-1.5334013739799524e-28,-1.7512890119043831e-06,-0.0015994463911161057,0,0,0,0,0,0,0,0,0,0,0,1
0.0033,-1.4027992338293873e-20,-4.2508424308266274e-18,1.8528787931382022e-06,0.0016738307641879899,-2.041657083871995e-08,-2.5964105536460441e-05,-1.4027992337787997e-20,-4.2508424306732872e-18,-5.05872554725693e-31,-1.5334013739799524e-28,-1.8324622222956465e-06,-0.0016478666586496092,0,0,0,0,0,0,0,0,0,0,0,1
0.0033500000000000001,-1.4240534459835206e-20,-4.2508424308266274e-18,1.9378235219696435e-06,0.0017242349001959202,-2.1750057391339589e-08,-2.7269182462753558e-05,-1.4240534459321662e-20,-4.2508424306732872e-18,-5.1353956159559272e-31,-1.5334013739799524e-28,-1.9160734645743718e-06,-0.0016969657177312439,0,0,0,0,0,0,0,0,0,0,0,1
