"Time","loadInertia.phi","multiSensor.i[2]","multiSensor.v[2]","loadInertia.w","multiSensor.i[3]","currentQuasiRMSSensor.i[2]","rootMeanSquare.mean.x","multiSensor.v[1]","currentQuasiRMSSensor.i[1]","harmonic.mean1.x","rootMeanSquare.y","multiSensor.i[1]","multiSensor.v[3]","multiSensor.power[1]","harmonic.mean2.x","multiSensor.powerTotal","multiSensor.power[3]","voltageSensor.v[1]","voltageSensor.v[3]","voltageSensor.v[2]","currentQuasiRMSSensor.i[3]","softStartControl.vRef","multiSensor.power[2]"
2.5272,91.058014,-534.91846,13.621961,111.5658,-0.0022410529,-534.91846,21.947325,62.906796,534.92065,0.016434718,51.052845,534.92065,35.523888,33650.145,0.26845792,26363.428,-0.079610914,62.912144,-76.528755,13.616611,-0.0022410529,0.65457886,-7286.6377
2.5274,91.08033,-530.99048,18.65008,111.58406,-0.0022570966,-530.99048,22.697361,59.514729,530.99274,0.0049873013,51.052845,530.99274,34.690022,31601.889,0.28145006,21698.795,-0.078298725,59.520039,-78.16481,18.64477,-0.0022570966,0.65461385,-9903.0146
2.5276,91.102646,-523.30133,23.60458,111.60142,-0.0022642564,-523.30133,23.363905,55.887806,523.30359,-0.0065510934,51.052845,523.30359,33.720428,29246.289,0.29299602,16893.904,-0.076351695,55.893036,-79.492386,23.599348,-0.0022642564,0.6546489,-12352.309
2.5278001,91.124969,-511.9017,28.465908,111.61741,-0.002262448,-511.9017,23.94696,52.040333,511.90399,-0.017998438,51.052845,511.90399,32.616158,26639.652,0.30309579,12067.832,-0.073792353,52.045452,-80.506241,28.460789,-0.002262448,0.65468389,-14571.747
2.5279579,91.142593,-500.32715,32.224201,111.62877,-0.0022547604,-500.32715,24.348993,48.858025,500.32941,-0.026850052,51.052845,500.32941,31.65579,24445.107,0.31005991,8322.3926,-0.071376227,48.863029,-81.08223,32.2192,-0.0022547604,0.65471148,-16122.644
2.5279579,91.142593,-500.32715,32.224201,111.62877,-0.0022547604,-500.32715,24.348993,48.858025,500.32941,-0.026850052,51.052845,500.32941,-81.08223,24445.107,0.31005991,8322.6475,0.18282099,48.863029,-81.08223,32.2192,-0.0022547604,0.65471148,-16122.644
2.5279865,91.145805,-492.8931,32.900932,111.63072,-10.167237,-492.8931,24.416845,48.26474,503.06033,-0.028438382,51.052845,503.06033,-81.165672,24280.076,0.31123525,8888.6641,825.23065,48.269768,-81.165771,32.896004,-10.167237,0.65471655,-16216.643
2.5280001,91.147293,-489.41681,33.214802,111.63162,-14.881783,-489.41681,24.447842,47.987423,504.29858,-0.02917413,51.052845,504.29858,-81.202225,24199.988,0.3117722,9152.541,1208.4338,47.992466,-81.20237,33.209908,-14.881783,0.65471888,-16255.882
2.5281999,91.169624,-436.13031,37.832325,111.64506,-84.249634,-436.13031,24.869167,43.744869,520.37994,-0.039901737,51.052845,520.37994,-81.577194,22763.953,0.31907055,13136.979,6872.8486,43.750076,-81.578041,37.827961,-84.249634,0.65475386,-16499.822
2.5283999,91.191956,-380.50497,42.300533,111.65836,-151.42165,-380.50497,25.214788,39.329704,531.92664,-0.050012499,51.052845,531.92664,-81.630234,20920.516,0.32505769,17185.537,12360.585,39.335022,-81.631752,42.29673,-151.42165,0.65478885,-16095.563
2.5284944,91.202484,-353.53683,44.350399,111.66463,-182.26698,-353.53683,25.352892,37.193062,535.80383,-0.054519575,51.052845,535.80383,-81.543457,19928.184,0.32745001,19111.363,14862.681,37.198418,-81.54528,44.346867,-182.26698,0.65480536,-15679.5
2.5286,91.214287,-322.78693,46.601795,111.67167,-216.17522,-322.78693,25.489777,34.759342,538.96216,-0.059346724,51.052845,538.96216,-81.361137,18733.971,0.32982129,21279.781,17588.262,34.764732,-81.363304,46.598568,-216.17522,0.6548239,-15042.451
2.5288,91.236626,-263.22806,50.719135,111.68511,-278.29837,-263.22806,25.700308,30.051828,541.52643,-0.067757204,51.052845,541.52643,-80.770966,16273.86,0.33346841,25401.588,22478.428,30.057243,-80.77375,50.716503,-278.29837,0.65485889,-13350.7
2.529,91.258965,-202.08511,54.636307,111.69882,-337.59021,-202.08511,25.853577,25.225735,539.67535,-0.075111263,51.052845,539.67535,-79.862038,13613.707,0.33612362,29533.166,26960.643,25.231133,-79.865417,54.634285,-337.59021,0.65489388,-11041.185
2.5292001,91.281303,-139.61879,58.337845,111.7129,-393.86154,-139.61879,25.95768,20.30011,533.48029,-0.08129292,51.052845,533.48029,-78.637955,10829.709,0.33792716,33657.117,30972.465,20.305445,-78.641891,58.336449,-393.86154,0.65492886,-8145.0591
2.5294001,91.30365,-76.092781,61.809147,111.72747,-446.93552,-76.092781,26.021486,15.29439,523.02832,-0.0862047,51.052845,523.02832,-77.103539,7999.3989,0.33903265,37756.48,34460.309,15.299621,-77.108009,61.808388,-446.93552,0.65496385,-4703.23
2.5295999,91.325996,-11.772825,65.036514,111.74263,-496.64838,-11.772825,26.054506,10.228332,508.4212,-0.089769125,51.052845,508.4212,-75.264847,5200.3003,0.33960479,41814.801,37380.16,10.233416,-75.269814,65.036392,-496.64838,0.6549989,-765.66351
2.5296364,91.330063,4.0922563e-07,65.596741,111.74546,-505.3241,4.0922563e-07,26.057981,9.301218,505.3241,-0.090268262,51.052845,505.3241,-74.897957,4700.1294,0.339665,42547.871,37847.742,9.3062716,-74.903008,65.596741,-505.3241,0.65500528,2.6843867e-05
2.5296364,91.330063,4.0922563e-07,65.576279,111.74546,-505.3241,4.0922563e-07,26.057981,9.301218,505.3241,-0.090268262,51.052845,505.3241,-74.897957,4700.1294,0.339665,42547.871,37847.742,9.3062716,-74.903008,65.596741,-505.3241,0.65500528,2.6835494e-05
2.5297999,91.348343,0.0021065359,-37.319065,111.75877,-516.30829,0.0021065359,26.066723,5.1216612,516.30621,-0.091928922,51.052845,516.30621,-73.129395,2644.3455,0.33981654,40401.582,37757.316,5.1268244,-73.13456,68.007736,-516.30829,0.65503389,-0.078613959
2.53,91.370697,0.0021526192,-36.920288,111.77625,-526.28174,0.0021526192,26.06847,-0.0052627963,526.2796,-0.092652112,51.052845,526.2796,-70.705414,-2.7697024,0.33984685,37208.121,37210.973,-9.3633946e-12,-70.710678,70.710678,-526.28174,0.65506887,-0.079475321
2.53,91.370697,0.0021526192,-36.920288,111.77625,-526.28174,0.0021526192,26.06847,-0.0052627963,526.2796,-0.092652112,51.052845,526.2796,-70.705414,-2.7697024,0.33984685,37208.121,37210.973,-9.3633946e-12,-70.710678,70.710678,-526.28174,0.65506887,-0.079475321
2.5302,91.393051,0.0021942607,-36.578476,111.7946,-532.42865,0.0021942607,26.070259,-5.1321487,532.42645,-0.091923311,51.052845,532.42645,-68.002411,-2732.4917,0.33987775,33473.859,36206.43,-5.1268244,-68.007736,73.13456,-532.42865,0.65510386,-0.080262721
2.5304,91.415413,0.0022264195,-36.051167,111.81333,-534.76086,0.0022264195,26.082514,-10.238763,534.75861,-0.089759588,51.052845,534.75861,-65.031052,-5475.2666,0.34008989,29300.711,34776.059,-10.233416,-65.036392,75.269814,-534.76086,0.65513885,-0.080265015
2.5306001,91.437782,0.0022462928,-35.206627,111.83194,-533.28296,0.0022462928,26.115589,-15.304953,533.2807,-0.086192228,51.052845,533.2807,-61.803055,-8161.8359,0.34066254,24796.6,32958.516,-15.299621,-61.808388,77.108009,-533.28296,0.6551739,-0.079084389
2.5308001,91.460144,0.0022589427,-34.305237,111.84995,-528.02167,0.0022589427,26.179472,-20.310724,528.01941,-0.081277505,51.052845,528.01941,-58.331169,-10724.457,0.34176868,20075.588,30800.121,-20.305445,-58.336449,78.641891,-528.02167,0.65520889,-0.077493563
2.5309999,91.482521,0.0022628596,-33.277561,111.86688,-519.01837,0.0022628596,26.283669,-25.236322,519.01611,-0.075092949,51.052845,519.01611,-54.629093,-13098.058,0.34357303,15255.37,28353.502,-25.231133,-54.634285,79.865417,-519.01837,0.65524387,-0.075302452
2.5311999,91.50489,0.0022579564,-32.124069,111.88227,-506.32867,0.0022579564,26.437056,-30.062307,506.32642,-0.067736089,51.052845,506.32642,-50.711441,-15221.34,0.34622926,10455.243,25676.656,-30.057243,-50.716503,80.77375,-506.32867,0.65527886,-0.07253474
2.5312877,91.514694,0.0022531147,-31.584431,111.88842,-499.62878,0.0022531147,26.521809,-32.13932,499.62653,-0.064174563,51.052845,499.62653,-48.931988,-16057.656,0.34769699,8390.1025,24447.83,-32.134323,-48.936985,81.071304,-499.62878,0.65529418,-0.071163349
2.5312877,91.514694,0.0022531147,81.071304,111.88842,-499.62878,0.0022531147,26.521809,-32.13932,499.62653,-0.064174563,51.052845,499.62653,-48.931988,-16057.656,0.34769699,8390.3564,24447.83,-32.134323,-48.936985,81.071304,-499.62878,0.65529418,0.18266296
2.5314,91.527275,39.456268,81.362907,111.89601,-509.75046,39.456268,26.647736,-34.769436,470.29419,-0.059323203,51.052845,470.29419,-46.593472,-16351.863,0.34987777,10609.455,23751.043,-34.764732,-46.598568,81.363304,-509.75046,0.65531385,3210.2769
2.5314481,91.532646,56.121696,81.456589,111.89923,-513.63831,56.121696,26.707701,-35.88036,457.51663,-0.057159521,51.052845,457.51663,-45.576229,-16415.861,0.35091627,11565.318,23409.697,-35.875786,-45.581364,81.457153,-513.63831,0.65532231,4571.4819
2.5316,91.549652,108.02097,81.630669,111.90936,-524.21289,108.02097,26.922878,-39.339184,416.19193,-0.04998678,51.052845,416.19193,-42.291485,-16372.651,0.35464284,14614.916,22169.742,-39.335022,-42.29673,81.631752,-524.21289,0.6553489,8817.8242
2.5316894,91.559654,137.94171,81.646202,111.9153,-529.2121,137.94171,27.06835,-41.33234,391.27036,-0.045553803,51.052845,391.27036,-40.313862,-16172.119,0.35716224,16424.879,21334.582,-41.328426,-40.319153,81.647575,-529.2121,0.65536451,11262.416
2.5318,91.572037,174.31133,81.576294,111.92264,-534.15045,174.31133,27.26865,-43.753674,359.83914,-0.039873786,51.052845,359.83914,-37.82262,-15744.284,0.3606312,18678.359,20202.971,-43.750076,-37.827961,81.578041,-534.15045,0.65538388,14219.672
2.5320001,91.594421,238.10835,81.199989,111.93597,-539.59241,238.10835,27.690123,-47.99548,301.48407,-0.029143911,51.052845,301.48407,-33.204514,-14469.872,0.3679308,22781.426,17916.902,-47.992466,-33.209908,81.20237,-539.59241,0.65541887,19334.396
2.5322001,91.616814,299.2041,80.50325,111.94948,-540.58435,299.2041,28.191158,-52.047863,241.38025,-0.017966395,51.052845,241.38025,-28.455383,-12563.326,0.37660855,26906.111,15382.535,-52.045452,-28.460789,80.506241,-540.58435,0.65545386,24086.902
2.5323999,91.639198,357.40198,79.488808,111.96329,-537.18781,357.40198,28.77437,-55.894836,179.78581,-0.0065175034,51.052845,179.78581,-23.593975,-10049.099,0.38670966,31034.756,12674.396,-55.893036,-23.599348,79.492386,-537.18781,0.65548885,28409.459
2.5325999,91.661598,412.51724,78.160683,111.97753,-529.47974,412.51724,29.441071,-59.52121,116.96248,0.0050222068,51.052845,116.96248,-18.639475,-6961.748,0.39825696,35150.105,9869.2246,-59.520039,-18.64477,78.16481,-529.47974,0.6555239,32242.631
2.5328,91.68399,464.37784,76.524109,111.99229,-517.55243,464.37784,30.191259,-62.912674,53.174576,0.016470782,51.052845,53.174576,-13.611436,-3345.355,0.41125041,39235.379,7044.6313,-62.912144,-13.616611,76.528755,-517.55243,0.65555888,35536.102
2.5329649,91.702477,504.60834,74.9459,112.00494,-504.60834,504.60834,30.872278,-65.524841,-4.7066351e-11,0.025721213,51.052845,-4.7066351e-11,-9.4210577,3.084015e-09,0.42304599,42572.27,4753.9443,-65.524841,-9.4261036,74.950943,-504.60834,0.65558773,37818.324
2.5329649,91.702477,504.60834,74.9459,112.00494,-504.60834,504.60834,30.872278,-65.524834,-4.7066351e-11,0.025721213,51.052845,-4.7066351e-11,-9.4210577,3.084015e-09,0.42304599,42572.27,4753.9443,-65.524841,-9.4261036,74.950943,-504.60834,0.65558773,37818.324
2.533,91.70639,507.16953,74.585602,112.00771,-507.16745,507.16953,30.921293,37.42664,-0.0020696521,0.024625566,51.052845,-0.0020696521,-8.5296412,-0.077460118,0.4215551,42153.422,4325.9565,-66.055962,-8.5347137,74.590675,-507.16745,0.65559387,37827.543
2.5332,91.728798,519.59064,72.35302,112.02438,-519.5885,519.59064,31.199917,37.197659,-0.0021227349,0.018692294,51.052845,-0.0021227349,-3.4139369,-0.078960769,0.41282508,39367.715,1773.8423,-68.939087,-3.4191327,72.358223,-519.5885,0.65562886,37593.953
2.5333333,91.743736,525.75751,70.705421,112.03618,-525.75537,525.75751,31.383354,36.970287,-0.0021536194,0.015069321,51.052845,-0.0021536194,0.0052575539,-0.079619922,0.40684313,37171.062,-2.7641871,-70.710678,1.0243627e-11,70.710678,-525.75537,0.65565223,37173.906
2.5333333,91.743736,525.75751,70.705421,112.03618,-525.75537,525.75751,31.383354,36.970287,-0.0021536194,0.015069321,51.052845,-0.0021536194,0.0052575539,-0.079619922,0.40684313,37171.062,-2.7641871,-70.710678,1.0243627e-11,70.710678,-525.75537,0.65565223,37173.906
2.5334001,91.751205,528.2049,69.834915,112.04223,-528.20276,528.2049,31.474134,36.863342,-0.0021682696,0.013361445,51.052845,-0.0021682696,1.7152234,-0.079929672,0.4038122,35981.082,-905.98572,-71.55014,1.7099414,69.840202,-528.20276,0.65566385,36887.145
2.5336001,91.773613,533.00012,67.041222,112.06079,-532.99792,533.00012,31.741779,36.310062,-0.0022037777,0.0086641647,51.052845,-0.0022037777,6.8375974,-0.080019303,0.39459485,32088.475,-3644.4253,-73.878822,6.8322673,67.046555,-532.99792,0.6556989,35732.98
2.5337999,91.796028,533.97876,63.982964,112.07955,-533.97656,533.97876,32.000839,35.63335,-0.0022309858,0.0046211709,51.052845,-0.0022309858,11.932969,-0.079497501,0.38525459,27793.539,-6371.9258,-75.915932,11.927629,63.988304,-533.97656,0.65573388,34165.547
2.5339999,91.818443,531.15802,60.672211,112.09802,-531.15576,531.15802,32.249409,34.835106,-0.0022497708,0.0012429855,51.052845,-0.0022497708,16.98123,-0.078371003,0.37587485,23206.773,-9019.6777,-77.653442,16.975918,60.677521,-531.15576,0.65576887,32226.529
2.5342,91.840866,524.5697,57.122028,112.11572,-524.56744,524.5697,32.485775,33.888847,-0.0022594666,-0.001470617,51.052845,-0.0022594666,21.962458,-0.076570719,0.36653969,18443.617,-11520.79,-79.08448,21.957211,57.127274,-524.56744,0.65580386,29964.484
2.5344,91.863289,514.26019,53.346428,112.13215,-514.25793,514.26019,32.70842,32.630978,-0.002256688,-0.0035303845,51.052845,-0.002256688,26.856993,-0.073637933,0.3573322,13622.449,-13811.422,-80.203415,26.851849,53.35157,-514.25793,0.65583891,27433.943
2.5346,91.885719,500.29025,49.36031,112.14689,-500.28799,500.29025,32.916046,31.602411,-0.0022521648,-0.0049574664,51.052845,-0.0022521648,31.645517,-0.071173839,0.34833351,8862.5371,-15831.873,-81.005829,31.640514,49.365311,-500.28799,0.65587389,24694.48
2.5346174,91.887657,498.91125,49.00589,112.14807,-498.90903,498.91125,32.933277,31.491838,-0.0022510425,-0.0050521842,51.052845,-0.0022510425,32.054394,-0.070889466,0.34756699,8457.293,-15992.227,-81.06028,32.049404,49.01088,-498.90903,0.65587693,24449.59
2.5346174,91.887657,498.91125,49.00589,112.14807,-498.90903,498.91125,32.933277,-81.06028,-0.0022510425,-0.0050521842,51.052845,-0.0022510425,32.054394,0.18247013,0.34756699,8457.5459,-15992.227,-81.06028,32.049404,49.01088,-498.90903,0.65587693,24449.59
2.5348001,91.90815,514.60681,45.179085,112.16035,-450.86829,514.60681,34.140678,-81.487907,-63.73851,-0.0031332241,51.052845,-63.73851,36.308819,5193.9175,0.36847994,12072.887,-16370.495,-81.488541,36.30431,45.184231,-450.86829,0.65590888,23249.465
2.5350001,91.93058,527.45374,40.819553,112.17365,-395.98087,527.45374,35.472229,-81.648346,-131.47284,-0.0024085571,51.052845,-131.47284,40.828789,10734.54,0.3915433,16097.546,-16167.42,-81.649658,40.824829,40.824829,-395.98087,0.65594387,21530.426
2.5352001,91.953018,535.78729,36.298954,112.18692,-338.93231,535.78729,36.803757,-81.486572,-196.855,-0.0031330273,51.052845,-196.855,45.187618,16041.039,0.41460648,20174.012,-15315.544,-81.488541,45.184231,36.30431,-338.93231,0.65597886,19448.518
2.5353999,91.975456,539.64282,31.635118,112.20029,-279.97244,539.64282,38.124779,-81.003227,-259.67035,-0.0052952431,51.052845,-259.67035,49.368111,21034.137,0.4374879,24284.09,-13821.711,-81.005829,49.365311,31.640514,-279.97244,0.65601391,17071.664
2.5355999,91.997902,539.07159,26.846458,112.21387,-219.35652,539.07159,39.424973,-80.200218,-319.71509,-0.0088609913,51.052845,-319.71509,53.353764,25641.221,0.46000874,28409.889,-11703.496,-80.203415,53.35157,26.851849,-219.35652,0.65604889,14472.164
2.5358,92.02034,534.14075,21.95187,112.22782,-157.34384,534.14075,40.694351,-79.080719,-376.79694,-0.013774022,51.052845,-376.79694,57.128845,29797.371,0.48199597,32533.889,-8988.8721,-79.08448,57.127274,21.957211,-157.34384,0.65608388,11725.389
2.536,92.042793,524.93274,16.970669,112.24223,-94.196983,524.93274,41.923405,-77.649132,-430.73578,-0.019956829,51.052845,-430.73578,60.678463,33446.258,0.50328493,36638.988,-5715.7285,-77.653442,60.677521,16.975918,-94.196983,0.65611887,8908.46
2.5362,92.065239,511.5451,11.922514,112.2572,-30.18082,511.5451,43.103268,-75.911118,-481.36429,-0.027311888,51.052845,-481.36429,63.988605,36540.902,0.52372199,40708.578,-1931.2286,-75.915932,63.988304,11.927629,-30.18082,0.65615386,6098.9038
2.5362935,92.075745,503.8757,9.5427713,112.26443,1.0999202e-11,503.8757,43.636189,-74.994431,-503.8757,-0.031124322,51.052845,-503.8757,65.45166,37787.871,0.53295308,42596.242,7.1991596e-10,-74.999466,65.45166,9.5478096,1.0999202e-11,0.65617025,4808.3706
2.5362935,92.075745,503.8757,9.5427713,112.26443,1.0999202e-11,503.8757,43.636189,-74.994431,-503.8757,-0.031124322,51.052845,-503.8757,65.451653,37787.871,0.53295308,42596.242,7.1991596e-10,-74.999466,65.45166,9.5478096,1.0999202e-11,0.65617025,4808.3706
2.5364001,92.087692,511.30237,6.8271542,112.27298,0.0020884732,511.30237,44.225758,-73.873703,-511.30444,-0.035724487,51.052845,-511.30444,-37.37711,37771.953,0.54316539,41262.617,-0.078061089,-73.878822,67.046555,6.8322673,0.0020884732,0.65618891,3490.74
2.5366001,92.110146,522.36755,1.7047178,112.29014,0.0021387069,522.36755,45.283875,-71.544914,-522.36969,-0.045059338,51.052845,-522.36969,-37.095142,37372.895,0.56149375,38263.305,-0.079335637,-71.55014,69.840202,1.7099414,0.0021387069,0.65622389,890.48926
2.5366666,92.117638,525.2099,-0.0052520991,112.29611,0.0021528101,525.2099,45.621155,-70.705429,-525.2121,-0.048351146,51.052845,-525.2121,-36.929825,37135.344,0.56733608,37132.508,-0.079502903,-70.710678,70.710678,-8.0903308e-14,0.0021528101,0.65623552,-2.7584548
2.5366666,92.117638,525.2099,-0.0052520991,112.29611,0.0021528101,525.2099,45.621155,-70.705429,-525.2121,-0.048351146,51.052845,-525.2121,-36.929825,37135.344,0.56733608,37132.508,-0.079502903,-70.710678,70.710678,-8.0903308e-14,0.0021528101,0.65623552,-2.7584548
2.5367999,92.132607,529.61407,-3.4244289,112.30832,0.0021799877,529.61407,46.271175,-68.933792,-529.61627,-0.055172034,51.052845,-529.61627,-36.641167,36508.457,0.57859564,34694.75,-0.079877287,-68.939087,72.358223,-3.4191327,0.0021799877,0.65625888,-1813.6259
2.5369999,92.155075,533.05243,-8.5400438,112.32703,0.002214435,533.05243,47.182953,-66.050629,-533.05463,-0.06590011,51.052845,-533.05463,-36.131077,35208.594,0.59438926,30656.225,-0.080009922,-66.055962,74.590675,-8.5347137,0.002214435,0.65629387,-4552.291
2.5372,92.177544,532.6814,-13.621938,112.34576,0.0022365677,532.6814,48.015163,-62.906815,-532.68365,-0.077076033,51.052845,-532.68365,-35.299629,33509.43,0.60880482,26253.199,-0.078950003,-62.912144,76.528755,-13.616611,0.0022365677,0.65632886,-7256.1528
2.5374,92.200012,528.52344,-18.650055,112.36401,0.002252565,528.52344,48.765202,-59.514755,-528.5257,-0.08852347,51.052845,-528.5257,-34.463444,31455.076,0.62179697,21598.006,-0.077631153,-59.520039,78.16481,-18.64477,0.002252565,0.6563639,-9856.9912
2.5376,92.222488,520.61548,-23.604553,112.38132,0.0022590989,520.61548,49.431747,-55.887833,-520.61774,-0.10006186,51.052845,-520.61774,-33.462559,29096.197,0.63334292,16807.225,-0.075595222,-55.893036,79.492386,-23.599348,0.0022590989,0.65639889,-12288.896
2.5378001,92.244965,509.00909,-28.465879,112.39721,0.0022569783,509.00909,50.014801,-52.040359,-509.01135,-0.11150916,51.052845,-509.01135,-32.342678,26489.135,0.64344269,11999.67,-0.072996721,-52.045452,80.506241,-28.460789,0.0022569783,0.65643388,-14489.391
2.5379469,92.26149,498.15424,-31.969429,112.40772,0.0022493589,498.15424,50.390934,-49.079727,-498.15649,-0.11976229,51.052845,-498.15649,-31.418793,24449.385,0.64995813,8523.6074,-0.07067214,-49.084709,81.049156,-31.964447,0.0022493589,0.65645963,-15925.706
2.5379469,92.26149,498.15424,-31.969429,112.40772,0.0022493589,498.15424,50.390934,-49.079727,-498.15649,-0.11976229,51.052845,-498.15649,81.049156,24449.385,0.64995813,8523.8604,0.18230864,-49.084709,81.049156,-31.964447,0.0022493589,0.65645963,-15925.706
2.5380001,92.267441,484.45389,-33.214752,112.4113,18.634447,484.45389,50.515682,-47.987434,-503.08832,-0.12268483,51.052845,-503.08832,81.202187,24141.918,0.6521191,9564.0605,1513.1578,-47.992466,81.20237,-33.209908,18.634447,0.65646887,-16091.016
2.5381999,92.289925,431.13068,-37.832275,112.42467,87.717224,431.13068,50.937012,-43.744884,-518.8479,-0.13341229,51.052845,-518.8479,81.577164,22696.943,0.65941751,13542.011,7155.7222,-43.750076,81.578041,-37.827961,87.717224,0.65650386,-16310.654
2.5383999,92.312416,375.48987,-42.300484,112.43792,154.5936,375.48987,51.282635,-39.329723,-530.08344,-0.1435231,51.052845,-530.08344,81.630203,20848.035,0.66540462,17584.139,12619.507,-39.335022,81.631752,-42.29673,154.5936,0.6565389,-15883.402
2.5386,92.3349,317.77771,-46.601746,112.45119,219.04179,317.77771,51.557621,-34.759365,-536.81952,-0.1528573,51.052845,-536.81952,81.361115,18659.506,0.67016828,21671.994,17821.484,-34.764732,81.363304,-46.598568,219.04179,0.65657389,-14808.996
2.5388,92.357391,258.24597,-50.719086,112.46461,280.85126,258.24597,51.768154,-30.051853,-539.09723,-0.16126779,51.052845,-539.09723,80.770943,16200.87,0.67381537,25787.49,22684.619,-30.057243,80.77375,-50.716503,280.85126,0.65660888,-13098
2.539,92.37989,197.15125,-54.636257,112.4783,339.82224,197.15125,51.921421,-25.225761,-536.97351,-0.16862187,51.052845,-536.97351,79.862022,13545.565,0.67647058,29912.85,27138.891,-25.231133,79.865417,-54.634285,339.82224,0.65664387,-10771.605
2.5392001,92.40239,134.75395,-58.337799,112.49238,395.76697,134.75395,52.025524,-20.300138,-530.52094,-0.17480353,51.052845,-530.52094,78.637939,10769.648,0.6782741,34030.699,31122.297,-20.305445,78.641891,-58.336449,395.76697,0.65667886,-7861.2485
2.5394001,92.424889,71.317429,-61.809101,112.50697,448.50995,71.317429,52.089333,-15.294422,-519.82739,-0.17971532,51.052845,-519.82739,77.103523,7950.4595,0.67937964,38124.09,34581.699,-15.299621,77.108009,-61.808388,448.50995,0.6567139,-4408.0659
2.5395999,92.447388,7.1069164,-65.036469,112.52217,497.88876,7.1069164,52.122353,-10.228366,-504.9957,-0.18327975,51.052845,-504.9957,75.264832,5165.2808,0.67995179,42176.586,37473.516,-10.233416,75.269814,-65.036392,497.88876,0.65674889,-462.20874
2.5396221,92.449867,-2.1373125e-11,-65.376404,112.52389,503.11435,-2.1373125e-11,52.124531,-9.6676464,-503.11435,-0.1835873,51.052845,-503.11435,75.044052,4863.9316,0.67998958,42619.672,37755.738,-9.672678,75.04908,-65.376404,503.11435,0.65675271,1.3972982e-09
2.5396221,92.449867,-2.1373125e-11,-65.376404,112.52389,503.11435,-2.1373125e-11,52.124531,-9.6676464,-503.11435,-0.1835873,51.052845,-503.11435,75.044052,4863.9316,0.67998958,42619.672,37755.738,-9.672678,75.04908,-65.376404,503.11435,0.65675271,1.3972981e-09
2.5397999,92.469894,-0.0021053089,37.25771,112.53843,514.94379,-0.0021053089,52.134567,-5.121675,-514.94165,-0.18543956,51.052845,-514.94165,73.12941,2637.364,0.6801635,40294.82,37657.535,-5.1268244,73.13456,-68.007736,514.94379,0.65678388,-0.07843899
2.54,92.492401,-0.0021502147,36.80006,112.55602,524.65222,-0.0021502147,52.136314,0.005246501,-524.65009,-0.18616275,51.052845,-524.65009,70.705429,-2.7525771,0.68019378,37092.93,37095.762,-7.9932946e-13,70.710678,-70.710678,524.65222,0.65681887,-0.079128027
2.54,92.492401,-0.0021502147,36.80006,112.55602,524.65222,-0.0021502147,0,0.005246501,-524.65009,0,51.056984,-524.65009,70.705429,-2.7525771,0,37092.93,37095.762,-7.9932946e-13,70.710678,-70.710678,524.65222,0.65681887,-0.079128027
2.54,92.492401,-0.0021502147,36.800064,112.55602,524.65222,-0.0021502147,4.3207763e-17,0.0052465331,-524.65009,1.0476137e-14,51.056984,-524.65009,70.705429,-2.752594,7.5221937e-20,37092.93,37095.762,3.2580747e-08,70.710678,-70.710678,524.65222,0.65681887,-0.079128042
2.54,92.492401,-0.0021502147,36.800064,112.55602,524.65222,-0.0021502147,4.3207763e-17,0.0052465331,-524.65009,1.0476137e-14,51.056984,-524.65009,70.705429,-2.752594,7.5221937e-20,37092.93,37095.762,3.2580747e-08,70.710678,-70.710678,524.65222,0.65681887,-0.079128042
2.5402,92.514915,-0.0021902809,36.379486,112.57446,530.5426,-0.0021902809,0.0017629279,5.1321297,-530.54041,0.00072863122,51.056984,-530.54041,68.002426,-2722.8022,3.0487563e-05,33355.301,36078.184,5.1268244,68.007736,-73.13456,530.5426,0.65685385,-0.0796813
2.5404,92.537437,-0.0022208011,35.770245,112.59324,532.62653,-0.0022208011,0.014017809,10.238742,-532.62433,0.0028923422,51.056984,-532.62433,65.031067,-5453.4028,0.00024260666,29183.791,34637.273,10.233416,65.036392,-75.269814,532.62653,0.6568889,-0.079438597
2.5406001,92.559952,-0.0022419346,34.988728,112.61188,530.91022,-0.0022419346,0.04708983,15.30493,-530.90796,0.0064596883,51.056984,-530.90796,61.803078,-8125.5093,0.00081519538,24686.299,32811.887,15.299621,61.808388,-77.108009,530.91022,0.65692389,-0.078442447
2.5408001,92.582481,-0.0022542262,34.06942,112.62986,525.4212,-0.0022542262,0.11097138,20.310698,-525.41895,0.011374404,51.056984,-525.41895,58.331196,-10671.626,0.0019213302,19976.744,30648.447,20.305445,58.336449,-78.641891,525.4212,0.65695888,-0.076800182
2.5409999,92.605003,-0.0022575234,33.010746,112.64672,516.2016,-0.0022575234,0.21516921,25.236294,-516.19934,0.017558953,51.056984,-516.19934,54.629124,-13026.959,0.0037256784,15172.608,28199.643,25.231133,54.634285,-79.865417,516.2016,0.65699387,-0.074522533
2.5411999,92.627541,-0.0022519545,31.823975,112.66199,503.30795,-0.0022519545,0.36855465,30.062277,-503.30569,0.024915809,51.056984,-503.30569,50.711472,-15130.516,0.0063819038,10392.899,25523.486,30.057243,50.716503,-80.77375,503.30795,0.65702885,-0.071666136
2.5412767,92.636185,-0.0022474355,31.333851,112.66734,497.39676,-0.0022474355,0.44223967,31.884422,-497.3945,0.028027497,51.056984,-497.3945,49.1535,-15859.136,0.0076579596,8589.585,24448.791,31.879448,49.158474,-81.037926,497.39676,0.65704232,-0.070420809
