"Time","rectifier.thyristor_p1.off","rectifier.thyristor_p2.off","rectifier.thyristor_n1.off","rectifier.thyristor_n2.off","meanVoltage.y","meanVoltage.x","rootMeanSquareVoltage.mean.y","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanCurrent.x","pulse2.twoPulse.timerPositive[1].entryTime","pulse2.twoPulse.timerNegative[1].entryTime","pulse2.twoPulse.filter[1].firstOrder.y","pulse2.twoPulse.filter[1].transferFunction[1].x_scaled[1]","pulse2.twoPulse.filter[1].transferFunction[2].x_scaled[1]","inductor.i","dcpm.inertiaRotor.phi","dcpm.inertiaRotor.w","lMains.i"
2.451,0,0,0,0,96.427017,-2.6559132e-05,12079.05,3.3095675e-05,99.885269,0.097704448,2.440042,2.450042,33.378376,15.831584,-15.677803,94.785599,349.68307,143.69569,-57.280231
2.4511132,0,0,0,0,96.427017,-2.6666168e-05,12079.05,3.3095777e-05,99.885269,0.1084082,2.440042,2.450042,31.084366,15.899363,-15.614954,94.124886,349.69934,143.69304,-94.124886
2.4511132,1,0,0,1,96.427017,-2.6666168e-05,12079.05,3.3095777e-05,99.885269,0.1084082,2.440042,2.450042,31.084366,15.899363,-15.614954,94.124886,349.69934,143.69304,-94.124886
2.4512,1,0,0,1,96.427017,0.0048052371,12079.05,0.26951179,99.885269,0.1165575,2.440042,2.450042,26.480907,15.940132,-15.555825,93.912476,349.71179,143.69083,-93.913635
2.4514,1,0,0,1,96.427017,0.017251344,12079.05,1.0453774,99.885269,0.13529706,2.440042,2.450042,15.99378,15.978581,-15.364325,93.501221,349.74054,143.68549,-93.502548
2.4516001,1,0,0,1,96.427017,0.031466484,12079.05,2.0569909,99.885269,0.15396516,2.440042,2.450042,5.7008753,15.941013,-15.098478,93.197426,349.76929,143.67982,-93.198936
2.4518001,1,0,0,1,96.427017,0.047394805,12079.05,3.3267279,99.885269,0.17258295,2.440042,2.450042,-4.3877258,15.829432,-14.761374,92.997665,349.798,143.67397,-92.999344
2.4519999,1,0,0,1,96.427017,0.064973712,12079.05,4.8729067,99.885269,0.1911709,2.440042,2.450042,-14.259144,15.64591,-14.356129,92.898079,349.82675,143.66797,-92.89991
2.4521999,1,0,0,1,96.427017,0.084134087,12079.05,6.7095027,99.885269,0.20974858,2.440042,2.450042,-23.89818,15.392612,-13.885908,92.894409,349.85547,143.66193,-92.8964
2.4524,1,0,0,1,96.427017,0.10480058,12079.05,8.8459215,99.885269,0.22833475,2.440042,2.450042,-33.28775,15.071799,-13.353944,92.98204,349.88422,143.65593,-92.984184
2.4526,1,0,0,1,96.427017,0.12689191,12079.05,11.286853,99.885269,0.24694715,2.440042,2.450042,-42.409279,14.685851,-12.763537,93.155998,349.91293,143.65004,-93.158272
2.4528,1,0,0,1,96.427017,0.15032117,12079.05,14.032202,99.885269,0.26560256,2.440042,2.450042,-51.24308,14.237267,-12.118072,93.41095,349.94168,143.64433,-93.413361
2.4530001,1,0,0,1,96.427017,0.17499617,12079.05,17.07708,99.885269,0.28431657,2.440042,2.450042,-59.768661,13.728673,-11.421013,93.741272,349.9704,143.63889,-93.743797
2.4532001,1,0,0,1,96.427017,0.20081981,12079.05,20.411886,99.885269,0.30310369,2.440042,2.450042,-67.965065,13.162831,-10.675916,94.141029,349.99911,143.63373,-94.143661
2.4533999,1,0,0,1,96.427017,0.22769047,12079.05,24.022465,99.885269,0.3219772,2.440042,2.450042,-75.811134,12.542636,-9.8864202,94.604012,350.02786,143.62895,-94.60675
2.4535999,1,0,0,1,96.427017,0.2555024,12079.05,27.890314,99.885269,0.34094909,2.440042,2.450042,-83.285774,11.871114,-9.0562515,95.123787,350.05658,143.62459,-95.12661
2.4538,1,0,0,1,96.427017,0.28414616,12079.05,31.992886,99.885269,0.36003006,2.440042,2.450042,-90.368195,11.151422,-8.1892147,95.693672,350.0853,143.62068,-95.696571
2.454,1,0,0,1,96.427017,0.31350896,12079.05,36.303944,99.885269,0.37922943,2.440042,2.450042,-97.038124,10.386845,-7.2891893,96.306801,350.11401,143.61729,-96.309769
2.4542,1,0,0,1,96.427017,0.34347525,12079.05,40.793964,99.885269,0.39855519,2.440042,2.450042,-103.27602,9.5807877,-6.3601251,96.956154,350.14273,143.61443,-96.959175
2.4544001,1,0,0,1,96.427017,0.37392709,12079.05,45.430614,99.885269,0.41801384,2.440042,2.450042,-109.06322,8.7367706,-5.4060302,97.634544,350.17148,143.61212,-97.637611
2.4546001,1,0,0,1,96.427017,0.4047446,12079.05,50.17926,99.885269,0.43761045,2.440042,2.450042,-114.38219,7.8584213,-4.4309635,98.334702,350.2002,143.61041,-98.337799
2.4547999,1,0,0,1,96.427017,0.43580648,12079.05,55.003494,99.885269,0.45734867,2.440042,2.450042,-119.21659,6.9494624,-3.4390252,99.049248,350.22891,143.6093,-99.052361
2.4549999,1,0,0,1,96.427017,0.46699047,12079.05,59.865715,99.885269,0.47723064,2.440042,2.450042,-123.55143,6.0137048,-2.4343443,99.77076,350.25763,143.60881,-99.77388
2.4552,1,0,0,1,96.427017,0.4981738,12079.05,64.72773,99.885269,0.49725696,2.440042,2.450042,-127.37325,5.0550351,-1.4210675,100.49181,350.28635,143.60892,-100.49492
2.4554,1,0,0,1,96.427017,0.52923375,12079.05,69.551353,99.885269,0.51742685,2.440042,2.450042,-130.67015,4.077405,-0.40334687,101.20493,350.31506,143.60963,-101.20802
2.4556,1,0,0,1,96.427017,0.5600481,12079.05,74.299004,99.885269,0.53773791,2.440042,2.450042,-133.43195,3.0848167,0.61467385,101.90273,350.34381,143.61096,-101.9058
2.4558001,1,0,0,1,96.427017,0.59049559,12079.05,78.934319,99.885269,0.55818641,2.440042,2.450042,-135.65024,2.081311,1.6288717,102.57787,350.37253,143.61285,-102.58089
2.4560001,1,0,0,1,96.427017,0.62045628,12079.05,83.422661,99.885269,0.57876706,2.440042,2.450042,-137.31845,1.0709546,2.6351583,103.2231,350.40125,143.61533,-103.22607
2.4561999,1,0,0,1,96.427017,0.64981246,12079.05,87.731743,99.885269,0.59947318,2.440042,2.450042,-138.43198,0.057824701,3.6294935,103.83128,350.42996,143.61832,-103.83418
2.4563999,1,0,0,1,96.427017,0.6784485,12079.05,91.832092,99.885269,0.62029666,2.440042,2.450042,-138.98811,-0.95400393,4.6078997,104.39543,350.45868,143.62181,-104.39825
2.4566,1,0,0,1,96.427017,0.70625174,12079.05,95.69751,99.885269,0.64122796,2.440042,2.450042,-138.98621,-1.9604745,5.5664749,104.90876,350.48743,143.62576,-104.9115
2.4568,1,0,0,1,96.427017,0.73311287,12079.05,99.305504,99.885269,0.66225636,2.440042,2.450042,-138.42757,-2.957562,6.5014071,105.36467,350.51614,143.63013,-105.3673
2.457,1,0,0,1,96.427017,0.75892621,12079.05,102.63763,99.885269,0.68336958,2.440042,2.450042,-137.3156,-3.9412878,7.4089885,105.75678,350.54486,143.63486,-105.75931
2.4572001,1,0,0,1,96.427017,0.78359026,12079.05,105.67977,99.885269,0.70455438,2.440042,2.450042,-135.65575,-4.9077349,8.2856264,106.07898,350.57361,143.63989,-106.08139
2.4574001,1,0,0,1,96.427017,0.80700803,12079.05,108.42241,99.885269,0.72579616,2.440042,2.450042,-133.45549,-5.8530617,9.1278582,106.32544,350.60233,143.64516,-106.32772
2.4576001,1,0,0,1,96.427017,0.82908756,12079.05,110.8607,99.885269,0.74707913,2.440042,2.450042,-130.7243,-6.7735162,9.9323664,106.49062,350.63104,143.6506,-106.49276
2.4577999,1,0,0,1,96.427017,0.849742,12079.05,112.99461,99.885269,0.76838666,2.440042,2.450042,-127.47372,-7.665451,10.695985,106.56933,350.65979,143.65616,-106.57132
2.4579999,1,0,0,1,96.427017,0.86889023,12079.05,114.82884,99.885269,0.78970081,2.440042,2.450042,-123.71718,-8.5253353,11.415715,106.55668,350.68851,143.66173,-106.55852
2.4582,1,0,0,1,96.427017,0.88645715,12079.05,116.37288,99.885269,0.81100291,2.440042,2.450042,-119.47009,-9.3497705,12.088737,106.44818,350.71725,143.66725,-106.44986
2.4584,1,0,0,1,96.427017,0.90237373,12079.05,117.64072,99.885269,0.83227342,2.440042,2.450042,-114.74972,-10.135501,12.712418,106.23972,350.74597,143.67265,-106.24123
2.4586,1,0,0,1,96.427017,0.91657758,12079.05,118.65071,99.885269,0.8534919,2.440042,2.450042,-109.57513,-10.879428,13.284323,105.92758,350.77472,143.67783,-105.92892
2.4588001,1,0,0,1,96.427017,0.92901301,12079.05,119.42523,99.885269,0.87463731,2.440042,2.450042,-103.96716,-11.57862,13.802225,105.50845,350.80347,143.68268,-105.5096
2.4590001,1,0,0,1,96.427017,0.93963146,12079.05,119.99037,99.885269,0.89568794,2.440042,2.450042,-97.948265,-12.230325,14.264112,104.97944,350.83218,143.68713,-104.98041
2.4591999,1,0,0,1,96.427017,0.94839132,12079.05,120.3755,99.885269,0.91662163,2.440042,2.450042,-91.542534,-12.83198,14.668195,104.3381,350.86093,143.6911,-104.33889
2.4593999,1,0,0,1,96.427017,0.95525843,12079.05,120.61278,99.885269,0.9374156,2.440042,2.450042,-84.775513,-13.381225,15.012916,103.58247,350.88968,143.69447,-103.58305
2.4596,1,0,0,1,96.427017,0.96020615,12079.05,120.73672,99.885269,0.95804685,2.440042,2.450042,-77.674156,-13.875903,15.296949,102.71097,350.9184,143.69716,-102.71136
2.4598,1,0,0,1,96.427017,0.96321535,12079.05,120.78357,99.885269,0.97849214,2.440042,2.450042,-70.266708,-14.314079,15.519216,101.72253,350.94714,143.69904,-101.72272
2.46,1,0,0,1,96.427017,0.96427464,12079.05,120.79077,99.885269,0.99872804,2.440042,2.450042,-62.582607,-14.694041,15.678876,100.61652,350.97589,143.70004,-100.61654
2.46,1,0,0,1,96.42746,0,12079.077,0,99.872803,0,2.440042,2.450042,-62.582607,-14.694041,15.678876,100.61652,350.97589,143.70004,-100.61654
2.4600084,1,0,0,1,96.42746,1.7363336e-06,12079.077,6.0141423e-07,99.872803,0.00085012562,2.440042,2.450042,-62.25227,-14.708792,15.684235,100.5672,350.97711,143.70006,-100.5672
2.4600084,1,0,0,1,96.42746,1.7363336e-06,12079.077,6.0141423e-07,99.872803,0.00085012574,2.440042,2.450042,-62.25227,-14.708792,15.684235,100.5672,350.97711,143.70006,-100.5672
2.460042,1,0,0,1,96.42746,-2.5615724e-05,12079.077,3.3081105e-05,99.872803,0.0042098826,2.440042,2.450042,-60.94088,-14.766111,15.704329,100.36995,350.9819,143.70013,-100.36992
2.460042,1,0,0,1,96.42746,-2.5615724e-05,12079.077,3.3081105e-05,99.872803,0.0042098826,2.460042,2.450042,-60.94088,-14.766111,15.704329,100.36995,350.9819,143.70013,-100.36992
2.460042,1,0,0,1,96.42746,-2.5615725e-05,12079.077,3.3081109e-05,99.872803,0.0042098826,2.460042,2.450042,-60.94088,-14.766111,15.704329,100.36995,350.9819,143.70013,-100.36992
2.460042,0,0,0,0,96.42746,-2.5615725e-05,12079.077,3.3081109e-05,99.872803,0.0042098826,2.460042,2.450042,-60.94088,-14.766111,15.704329,100.36995,350.9819,143.70013,-100.36992
2.4602001,0,0,0,0,96.42746,-2.5773688e-05,12079.077,3.3081265e-05,99.872803,0.020006081,2.460042,2.450042,-55.177807,-15.01549,15.776522,99.445465,351.00464,143.70007,-93.845352
2.4604001,0,0,0,0,96.42746,-2.5971409e-05,12079.077,3.3081462e-05,99.872803,0.039778281,2.460042,2.450042,-48.662045,-15.283961,15.818529,98.276665,351.03336,143.6991,-74.393188
2.4605999,0,0,0,0,96.42746,-2.6166794e-05,12079.077,3.3081651e-05,99.872803,0.059316795,2.460042,2.450042,-42.915657,-15.505851,15.812038,97.108582,351.0621,143.69714,-42.577312
2.4607999,0,0,0,0,96.42746,-2.6359845e-05,12079.077,3.308184e-05,99.872803,0.07862176,2.460042,2.450042,-37.847828,-15.686764,15.763307,95.941223,351.09085,143.6942,1.4005505
2.461,0,0,0,0,96.42746,-2.6550561e-05,12079.077,3.3082018e-05,99.872803,0.097693332,2.460042,2.450042,-33.378395,-15.831647,15.677851,94.774605,351.1196,143.69025,57.291168
2.4611132,0,0,0,0,96.42746,-2.6657526e-05,12079.077,3.308212e-05,99.872803,0.10838991,2.460042,2.450042,-31.085613,-15.899391,15.615039,94.114288,351.13586,143.68758,94.114288
2.4611132,0,1,1,0,96.42746,-2.6657526e-05,12079.077,3.308212e-05,99.872803,0.10838991,2.460042,2.450042,-31.085613,-15.899391,15.615039,94.114288,351.13586,143.68758,94.114288
2.4612,0,1,1,0,96.42746,0.0048086322,12079.077,0.26969391,99.872803,0.11654422,2.460042,2.450042,-26.478909,-15.940188,15.555865,93.901741,351.14832,143.68538,93.902893
2.4614,0,1,1,0,96.42746,0.017254742,12079.077,1.0455599,99.872803,0.13528162,2.460042,2.450042,-15.992016,-15.978624,15.364349,93.490524,351.17706,143.68002,93.491859
2.4616001,0,1,1,0,96.42746,0.031469882,12079.077,2.0571737,99.872803,0.15394759,2.460042,2.450042,-5.6993179,-15.941043,15.098492,93.18679,351.20578,143.67436,93.188293
2.4618001,0,1,1,0,96.42746,0.04739821,12079.077,3.3269112,99.872803,0.17256327,2.460042,2.450042,4.389101,-15.829451,14.761375,92.987076,351.23453,143.66849,92.988754
2.4619999,0,1,1,0,96.42746,0.064977117,12079.077,4.8730907,99.872803,0.1911491,2.460042,2.450042,14.260359,-15.64592,14.35612,92.887535,351.26328,143.66248,92.889374
2.4621999,0,1,1,0,96.42746,0.084137499,12079.077,6.7096872,99.872803,0.20972468,2.460042,2.450042,23.899254,-15.392613,13.885892,92.883911,351.29199,143.65643,92.88591
2.4624,0,1,1,0,96.42746,0.10480399,12079.077,8.8461056,99.872803,0.22830875,2.460042,2.450042,33.288696,-15.071794,13.35392,92.971596,351.32071,143.65042,92.97374
2.4626,0,1,1,0,96.42746,0.12689532,12079.077,11.287039,99.872803,0.24691908,2.460042,2.450042,42.410118,-14.685839,12.763508,93.145599,351.34946,143.64453,93.147881
2.4628,0,1,1,0,96.42746,0.15032458,12079.077,14.032388,99.872803,0.2655724,2.460042,2.450042,51.24382,-14.237248,12.118036,93.400604,351.37817,143.63881,93.403015
2.4630001,0,1,1,0,96.42746,0.17499958,12079.077,17.077265,99.872803,0.28428435,2.460042,2.450042,59.769314,-13.72865,11.420974,93.730972,351.40692,143.63335,93.733498
2.4632001,0,1,1,0,96.42746,0.20082323,12079.077,20.412073,99.872803,0.30306941,2.460042,2.450042,67.965645,-13.162805,10.675873,94.130775,351.43564,143.62819,94.133415
2.4633999,0,1,1,0,96.42746,0.2276939,12079.077,24.022654,99.872803,0.32194087,2.460042,2.450042,75.811646,-12.542605,9.8863735,94.593811,351.46436,143.6234,94.59655
2.4635999,0,1,1,0,96.42746,0.25550583,12079.077,27.890503,99.872803,0.34091073,2.460042,2.450042,83.286224,-11.871079,9.0562019,95.113632,351.49307,143.61902,95.116463
2.4638,0,1,1,0,96.42746,0.28414959,12079.077,31.993076,99.872803,0.35998967,2.460042,2.450042,90.368591,-11.151384,8.1891632,95.683571,351.52182,143.61511,95.68647
2.464,0,1,1,0,96.42746,0.31351238,12079.077,36.304134,99.872803,0.37918705,2.460042,2.450042,97.038475,-10.386805,7.2891359,96.296753,351.55054,143.61171,96.299721
2.4642,0,1,1,0,96.42746,0.34347871,12079.077,40.794155,99.872803,0.39851078,2.460042,2.450042,103.27633,-9.5807457,6.3600702,96.946152,351.57925,143.60884,96.949173
2.4644001,0,1,1,0,96.42746,0.37393054,12079.077,45.430805,99.872803,0.41796744,2.460042,2.450042,109.06351,-8.7367277,5.4059744,97.624596,351.60797,143.60654,97.627663
2.4646001,0,1,1,0,96.42746,0.40474805,12079.077,50.179455,99.872803,0.43756208,2.460042,2.450042,114.38245,-7.858376,4.4309068,98.324799,351.63669,143.60481,98.327896
2.4647999,0,1,1,0,96.42746,0.43580994,12079.077,55.003685,99.872803,0.45729831,2.460042,2.450042,119.2168,-6.9494157,3.4389677,99.039391,351.66541,143.6037,99.042503
2.4649999,0,1,1,0,96.42746,0.4669939,12079.077,59.86591,99.872803,0.47717831,2.460042,2.450042,123.55163,-6.0136566,2.4342864,99.760956,351.69412,143.60318,99.764076
2.4651999,0,1,1,0,96.42746,0.49817726,12079.077,64.727921,99.872803,0.49720266,2.460042,2.450042,127.37341,-5.0549865,1.4210094,100.48205,351.72287,143.60329,100.48516
2.4654,0,1,1,0,96.42746,0.52923721,12079.077,69.551544,99.872803,0.51737058,2.460042,2.450042,130.6703,-4.0773554,0.40328866,101.19522,351.75159,143.604,101.19832
2.4656,0,1,1,0,96.42746,0.56005156,12079.077,74.299202,99.872803,0.53767973,2.460042,2.450042,133.43208,-3.0847664,-0.61473197,101.89307,351.7803,143.60532,101.89614
2.4658,0,1,1,0,96.42746,0.59049904,12079.077,78.934509,99.872803,0.55812633,2.460042,2.450042,135.65034,-2.0812602,-1.6289295,102.56827,351.80902,143.60721,102.57129
2.4660001,0,1,1,0,96.42746,0.62045974,12079.077,83.422859,99.872803,0.57870507,2.460042,2.450042,137.31856,-1.0709032,-2.6352158,103.21354,351.83774,143.60966,103.21651
2.4662001,0,1,1,0,96.42746,0.64981592,12079.077,87.731941,99.872803,0.59940928,2.460042,2.450042,138.43207,-0.057772964,-3.6295507,103.82177,351.86646,143.61266,103.82467
2.4663999,0,1,1,0,96.42746,0.6784519,12079.077,91.832291,99.872803,0.62023085,2.460042,2.450042,138.9882,0.95405596,-4.6079564,104.38598,351.89517,143.61613,104.3888
2.4665999,0,1,1,0,96.42746,0.7062552,12079.077,95.697708,99.872803,0.64116031,2.460042,2.450042,138.98628,1.9605267,-5.5665307,104.89935,351.92392,143.62009,104.90209
2.4668,0,1,1,0,96.42746,0.73311633,12079.077,99.305702,99.872803,0.66218674,2.460042,2.450042,138.42763,2.9576142,-6.5014629,105.35531,351.95264,143.62444,105.35795
2.467,0,1,1,0,96.42746,0.75892967,12079.077,102.63783,99.872803,0.68329817,2.460042,2.450042,137.31566,3.9413402,-7.4090428,105.74747,351.98135,143.62915,105.74999
2.4672,0,1,1,0,96.42746,0.78359371,12079.077,105.67997,99.872803,0.70448107,2.460042,2.450042,135.65581,4.9077873,-8.2856798,106.06973,352.0101,143.63419,106.07213
2.4674001,0,1,1,0,96.42746,0.80701149,12079.077,108.42262,99.872803,0.725721,2.460042,2.450042,133.45554,5.8531141,-9.1279116,106.31623,352.03882,143.63943,106.3185
2.4676001,0,1,1,0,96.42746,0.82909101,12079.077,110.86091,99.872803,0.74700218,2.460042,2.450042,130.72435,6.7735686,-9.9324188,106.48147,352.06754,143.64488,106.4836
2.4677999,0,1,1,0,96.42746,0.84974545,12079.077,112.9948,99.872803,0.76830781,2.460042,2.450042,127.47375,7.665503,-10.696036,106.56021,352.09628,143.65042,106.56221
2.4679999,0,1,1,0,96.42746,0.86889368,12079.077,114.82905,99.872803,0.78962016,2.460042,2.450042,123.71721,8.5253878,-11.415766,106.54762,352.125,143.65599,106.54945
2.4682,0,1,1,0,96.42746,0.8864606,12079.077,116.37309,99.872803,0.81092048,2.460042,2.450042,119.47012,9.349823,-12.088787,106.43917,352.15375,143.66151,106.44085
2.4684,0,1,1,0,96.42746,0.90237719,12079.077,117.64092,99.872803,0.8321892,2.460042,2.450042,114.74975,10.135553,-12.712467,106.23077,352.18246,143.66689,106.23227
2.4686,0,1,1,0,96.42746,0.91658103,12079.077,118.65091,99.872803,0.85340589,2.460042,2.450042,109.57516,10.879479,-13.284371,105.91867,352.21121,143.67206,105.92001
2.4688001,0,1,1,0,96.42746,0.92901653,12079.077,119.42544,99.872803,0.87454951,2.460042,2.450042,103.96718,11.578671,-13.802272,105.49959,352.23993,143.67691,105.50074
2.4690001,0,1,1,0,96.42746,0.93963492,12079.077,119.99057,99.872803,0.89559841,2.460042,2.450042,97.948288,12.230375,-14.264158,104.97063,352.26868,143.68137,104.9716
2.4691999,0,1,1,0,96.42746,0.94839478,12079.077,120.37569,99.872803,0.91653025,2.460042,2.450042,91.542557,12.832031,-14.66824,104.32935,352.29739,143.68532,104.33013
2.4693999,0,1,1,0,96.42746,0.95526189,12079.077,120.61298,99.872803,0.9373225,2.460042,2.450042,84.775528,13.381275,-15.012959,103.57375,352.32614,143.68867,103.57435
2.4696,0,1,1,0,96.42746,0.96020961,12079.077,120.73692,99.872803,0.95795208,2.460042,2.450042,77.674171,13.875954,-15.296993,102.7023,352.35489,143.69135,102.70271
2.4698,0,1,1,0,96.42746,0.96321887,12079.077,120.78377,99.872803,0.97839564,2.460042,2.450042,70.266724,14.31413,-15.519258,101.71391,352.38364,143.69324,101.71412
2.47,0,1,1,0,96.42746,0.9642781,12079.077,120.79098,99.872803,0.99862981,2.460042,2.450042,62.582623,14.694091,-15.678918,100.60796,352.41235,143.69423,100.60797
2.47,0,1,1,0,96.427811,0,12079.098,0,99.862976,0,2.460042,2.450042,62.582623,14.694091,-15.678918,100.60796,352.41235,143.69423,100.60797
2.4700084,0,1,1,0,96.427811,1.7363611e-06,12079.098,6.014277e-07,99.862976,0.00085006002,2.460042,2.450042,62.252277,14.708842,-15.684276,100.55864,352.41357,143.69424,100.55864
2.470042,0,1,1,0,96.427811,-2.5609261e-05,12079.098,3.3070504e-05,99.862976,0.0042091357,2.460042,2.450042,60.941044,14.766155,-15.704368,100.36143,352.41837,143.69432,100.36139
2.470042,0,1,1,0,96.427811,-2.5609261e-05,12079.098,3.3070504e-05,99.862976,0.0042091357,2.460042,2.470042,60.941044,14.766155,-15.704368,100.36143,352.41837,143.69432,100.36139
2.470042,0,1,1,0,96.427811,-2.5609263e-05,12079.098,3.3070508e-05,99.862976,0.0042091357,2.460042,2.470042,60.941044,14.766155,-15.704368,100.36143,352.41837,143.69432,100.36139
2.470042,0,0,0,0,96.427811,-2.5609263e-05,12079.098,3.3070508e-05,99.862976,0.0042091357,2.460042,2.470042,60.941044,14.766155,-15.704368,100.36143,352.41837,143.69432,100.36139
2.4702001,0,0,0,0,96.427811,-2.5767215e-05,12079.098,3.3070664e-05,99.862976,0.020004375,2.460042,2.470042,55.177822,15.01554,-15.776563,99.436951,352.4411,143.69424,93.8368
2.4704001,0,0,0,0,96.427811,-2.5964919e-05,12079.098,3.3070861e-05,99.862976,0.039774876,2.460042,2.470042,48.66206,15.284011,-15.818569,98.268204,352.46985,143.69327,74.384689
2.4705999,0,0,0,0,96.427811,-2.6160287e-05,12079.098,3.307105e-05,99.862976,0.059311703,2.460042,2.470042,42.915668,15.5059,-15.812078,97.100174,352.49857,143.6913,42.568871
2.4707999,0,0,0,0,96.427811,-2.635332e-05,12079.098,3.3071236e-05,99.862976,0.078614995,2.460042,2.470042,37.847836,15.686813,-15.763345,95.932869,352.52731,143.68835,-1.4089373
2.471,0,0,0,0,96.427811,-2.6544019e-05,12079.098,3.3071417e-05,99.862976,0.097684897,2.460042,2.470042,33.378403,15.831697,-15.677887,94.766296,352.55606,143.6844,-57.299503
2.4711132,0,0,0,0,96.427811,-2.6650931e-05,12079.098,3.3071519e-05,99.862976,0.10837605,2.460042,2.470042,31.086554,15.899413,-15.615104,94.106285,352.57233,143.68173,-94.106285
2.4711132,1,0,0,1,96.427811,-2.6650931e-05,12079.098,3.3071519e-05,99.862976,0.10837605,2.460042,2.470042,31.086554,15.899413,-15.615104,94.106285,352.57233,143.68173,-94.106285
2.4712,1,0,0,1,96.427811,0.0048112068,12079.098,0.26983196,99.862976,0.11653414,2.460042,2.470042,26.477388,15.940232,-15.555896,93.893639,352.58478,143.67952,-93.894791
2.4714,1,0,0,1,96.427811,0.017257318,12079.098,1.0456979,99.862976,0.13526992,2.460042,2.470042,15.990675,15.978657,-15.364369,93.482475,352.61353,143.67415,-93.48381
2.4716001,1,0,0,1,96.427811,0.031472459,12079.098,2.0573118,99.862976,0.15393429,2.460042,2.470042,5.6981354,15.941067,-15.098501,93.178787,352.64227,143.66849,-93.18029
2.4718001,1,0,0,1,96.427811,0.047400784,12079.098,3.3270493,99.862976,0.17254838,2.460042,2.470042,-4.3901439,15.829466,-14.761377,92.979118,352.67099,143.6626,-92.980797
2.4719999,1,0,0,1,96.427811,0.064979695,12079.098,4.873229,99.862976,0.19113262,2.460042,2.470042,-14.261278,15.645928,-14.356114,92.879631,352.69974,143.65659,-92.88147
2.4721999,1,0,0,1,96.427811,0.08414007,12079.098,6.7098255,99.862976,0.20970662,2.460042,2.470042,-23.900064,15.392614,-13.88588,92.87606,352.72845,143.65054,-92.878052
2.4724,1,0,0,1,96.427811,0.10480657,12079.098,8.8462439,99.862976,0.22828913,2.460042,2.470042,-33.289413,15.07179,-13.353903,92.963799,352.75717,143.64453,-92.965935
2.4726,1,0,0,1,96.427811,0.1268979,12079.098,11.287177,99.862976,0.24689789,2.460042,2.470042,-42.410748,14.68583,-12.763485,93.137848,352.78592,143.63863,-93.140129
2.4728,1,0,0,1,96.427811,0.15032716,12079.098,14.032525,99.862976,0.26554966,2.460042,2.470042,-51.244373,14.237235,-12.118011,93.392906,352.81464,143.6329,-93.395309
