"Time","inverter.ac.v","inverter.ac.i","fundamentalWaveVoltage.mean1.y","fundamentalWaveVoltage.mean2.y","fundamentalWaveCurrent.mean1.y","fundamentalWaveCurrent.mean2.y"
0,49.999996,-0.49999994,0,0,0,0
9.9999997e-05,49.999996,-0.49999994,0,0,0,0
0.00019999999,49.999996,-0.49999994,0,0,0,0
0.00030000001,49.999996,-0.49999994,0,0,0,0
0.00039999999,49.999996,-0.49999994,0,0,0,0
0.00050000002,49.999996,-0.49999994,0,0,0,0
0.00050000002,49.999996,-0.49999994,0,0,0,0
0.00050000002,-49.999996,0.49999994,0,0,0,0
0.00060000003,-49.999996,0.49999994,0,0,0,0
0.00069999998,-49.999996,0.49999994,0,0,0,0
0.00079999998,-49.999996,0.49999994,0,0,0,0
0.00089999998,-49.999996,0.49999994,0,0,0,0
0.001,-49.999996,0.49999994,0,0,0,0
0.001,49.999996,-0.49999994,0.00033606045,45.015488,3.3606045e-06,0.45015487
0.0011,49.999996,-0.49999994,0.00033606045,45.015488,3.3606045e-06,0.45015487
0.0012000001,49.999996,-0.49999994,0.00033606045,45.015488,3.3606045e-06,0.45015487
0.0013,49.999996,-0.49999994,0.00033606045,45.015488,3.3606045e-06,0.45015487
0.0014,49.999996,-0.49999994,0.00033606045,45.015488,3.3606045e-06,0.45015487
0.0015,49.999996,-0.49999994,0.00033606045,45.015488,3.3606045e-06,0.45015487
0.0016,49.999996,-0.49999994,0.00033606045,45.015488,3.3606045e-06,0.45015487
0.0016545085,49.999996,-0.49999994,0.00033606045,45.015488,3.3606045e-06,0.45015487
0.0016545085,-49.999996,0.49999994,0.00033606045,45.015488,3.3606045e-06,0.45015487
0.0017,-49.999996,0.49999994,0.00033606045,45.015488,3.3606045e-06,0.45015487
0.0018,-49.999996,0.49999994,0.00033606045,45.015488,3.3606045e-06,0.45015487
0.0019,-49.999996,0.49999994,0.00033606045,45.015488,3.3606045e-06,0.45015487
0.0020000001,-49.999996,0.49999994,0.00033606045,45.015488,3.3606045e-06,0.45015487
0.0020000001,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0020999999,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0022,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0023000001,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0024000001,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0024999999,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0026,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0027000001,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0027938925,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0027938925,-49.999996,0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0027999999,-49.999996,0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0029,-49.999996,0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.003,-49.999996,0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.003,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0031000001,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0031999999,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0033,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0034,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0035000001,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0035999999,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0037,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0038000001,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0038999999,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0039045084,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0039045084,-49.999996,0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0040000002,-49.999996,0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0040000002,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0041,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0041999999,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0043000001,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0044,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0044999998,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0046000001,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0046999999,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0048000002,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0049000001,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0049755285,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0049755285,-49.999996,0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0049999999,-49.999996,0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0049999999,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0051000002,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0052,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0052999998,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0054000001,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0055,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0055999998,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0057000001,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0057999999,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0059000002,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0060000001,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0060000001,49.999996,-0.49999994,0.00023126927,-0.00017736833,2.3126927e-06,-1.7736834e-06
0.0060999999,49.999996,-0.49999994,0.00023126927,-0.00017736833,2.3126927e-06,-1.7736834e-06
0.0062000002,49.999996,-0.49999994,0.00023126927,-0.00017736833,2.3126927e-06,-1.7736834e-06
0.0063,49.999996,-0.49999994,0.00023126927,-0.00017736833,2.3126927e-06,-1.7736834e-06
0.0063999998,49.999996,-0.49999994,0.00023126927,-0.00017736833,2.3126927e-06,-1.7736834e-06
0.0065000001,49.999996,-0.49999994,0.00023126927,-0.00017736833,2.3126927e-06,-1.7736834e-06
0.0066,49.999996,-0.49999994,0.00023126927,-0.00017736833,2.3126927e-06,-1.7736834e-06
0.0066999998,49.999996,-0.49999994,0.00023126927,-0.00017736833,2.3126927e-06,-1.7736834e-06
0.0068000001,49.999996,-0.49999994,0.00023126927,-0.00017736833,2.3126927e-06,-1.7736834e-06
0.0068999999,49.999996,-0.49999994,0.00023126927,-0.00017736833,2.3126927e-06,-1.7736834e-06
0.0069755283,49.999996,-0.49999994,0.00023126927,-0.00017736833,2.3126927e-06,-1.7736834e-06
0.0069755283,-49.999996,0.49999994,0.00023126927,-0.00017736833,2.3126927e-06,-1.7736834e-06
0.0070000002,-49.999996,0.49999994,0.00023126927,-0.00017736833,2.3126927e-06,-1.7736834e-06
0.0070000002,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0071,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0071999999,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0073000002,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0074,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0074999998,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0076000001,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0077,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0077999998,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0078999996,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0079045082,49.999996,-0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0079045082,-49.999996,0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0080000004,-49.999996,0.49999994,-3.4468694,0.26535711,-0.034468692,0.0026535711
0.0080000004,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0081000002,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0082,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0082999999,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0083999997,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0085000005,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0086000003,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0087000001,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0087938923,49.999996,-0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0087938923,-49.999996,0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0088,-49.999996,0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0088999998,-49.999996,0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0089999996,-49.999996,0.49999994,-12.708371,3.931273,-0.1270837,0.039312728
0.0089999996,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0091000004,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0092000002,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0093,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0093999999,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0094999997,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0096000005,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0096545089,49.999996,-0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0096545089,-49.999996,0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0097000003,-49.999996,0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0098000001,-49.999996,0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0098999999,-49.999996,0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0099999998,-49.999996,0.49999994,-21.657011,16.378977,-0.21657012,0.16378976
0.0099999998,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0101,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0102,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0103,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0104,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0105,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0105,49.999996,-0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0105,-49.999996,0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0106,-49.999996,0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0107,-49.999996,0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0108,-49.999996,0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.0109,-49.999996,0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.011,-49.999996,0.49999994,-18.576286,35.216549,-0.18576285,0.35216549
0.011,49.999996,-0.49999994,0.00033546746,45.015484,3.3546746e-06,0.45015484
