"time","universal.phi_a","universal.phi_b","universal.w_a","universal.w_b"
0,0,0,0,0
0.00020000000000000001,8.4662148607727148e-06,1.1899170108039483e-08,0.084662145965099633,0.00011899031050158278
0.00040000000000000002,3.3864842801560684e-05,4.7586260448302594e-08,0.16932419613637315,0.00023792018183744714
0.00060000000000000006,7.6195855998896194e-05,1.0704368876772837e-07,0.25398608056007232,0.00035674544941595741
0.00080000000000000004,0.00013545910716814523,1.9017832782460928e-07,0.33864762678829979,0.00047535685765975021
0.001,0.00021165460141704998,2.969934071368794e-07,0.42330884088785509,0.00059375824986414479
0.0012000000000000001,0.00030478234817539446,4.2749488895844035e-07,0.50796973405910928,0.00071195672142324647
0.0014,0.00041484203494576922,5.814847455175781e-07,0.59263006043647104,0.00082979574667494749
0.0016000000000000001,0.00054183372042670302,7.5900017372686973e-07,0.67728986620255838,0.00094730472690634528
0.0018000000000000002,0.00068575746009835736,9.6007633103875613e-07,0.76194919500785396,0.0010645114513687846
0.002,0.00084661276174212039,1.184400479266434e-06,0.84660775367704189,0.001181228104581834
0.0022000000000000001,0.0010243996063408105,1.4319605355695603e-06,0.93126553088310626,0.0012974474301739995
0.0024000000000000002,0.001219118141445825,1.7028502488541328e-06,1.0159226145106297,0.0014132257292193506
0.0026000000000000003,0.0014307677979812016,1.9967066107837447e-06,1.1005787519587822,0.0015283994264409177
0.0028,0.0016593483853253321,2.3134080255828666e-06,1.1852338586146471,0.0016429137295359728
0.0030000000000000001,0.0019048601641592383,2.6531207792837829e-06,1.2698880501890382,0.0017568435686949816
0.0032000000000000002,0.0021673027031531519,3.0155674989137449e-06,1.3545411909311722,0.0018700990072067164
0.0034000000000000002,0.0024466754427387395,3.4003883457988889e-06,1.4391931047302275,0.0019825633692949502
0.0036000000000000003,0.0027429784238587776,3.807609648795652e-06,1.5238438044719689,0.0020942451919513552
0.0038,0.0030562114406550238,4.2370990277245211e-06,1.608493225367412,0.0022051015516067773
0.0040000000000000001,0.0033863742872692402,4.688724102405983e-06,1.6931413026275737,0.002315089524692063
0.0042000000000000006,0.0037334667578431866,5.1623524926605239e-06,1.777787971463469,0.0024241661876380593
0.0044000000000000003,0.0040974884163758503,5.6576983857248447e-06,1.8624331460153052,0.0025322709555323925
0.0045999999999999999,0.0044784385542007135,6.174294187001958e-06,1.9470767154592943,0.0026393223188893255
0.0048000000000000004,0.0048763172594308143,6.7122035023666019e-06,2.0317186419211053,0.0027452999137348388
0.0050000000000000001,0.0052911242585282625,7.2712488306776588e-06,2.1163588544153171,0.0028501556227086703
0.0052000000000000006,0.0057228592779551756,7.8512526707940266e-06,2.2009972819565111,0.0029538413284505597
0.0054000000000000003,0.0061715220441736626,8.4520375215745837e-06,2.2856338535592662,0.0030563089136002464
