"time","xIntegrated"
0,0
0.001,0.00090019000117872979
0.002,0.0018007600013385011
0.0030000000000000001,0.002701710001429419
0.0040000000000000001,0.0036030400015025993
0.0050000000000000001,0.0045047500015559525
0.0060000000000000001,0.0054068400016088151
0.0070000000000000001,0.0063093100016505428
0.0080000000000000002,0.0072121600016811331
0.0090000000000000011,0.0081153900017005894
0.01,0.0090190000017300875
0.010999999999999999,0.0099229900017590595
0.012,0.01082736000178555
0.013000000000000001,0.01173211000180956
0.014,0.012637240001831085
0.014999999999999999,0.013542750001850125
0.016,0.014448640001866684
0.017000000000000001,0.015354910001880761
0.018000000000000002,0.016261560001892356
0.019,0.017168590001908263
0.02,0.018076000001924986
0.021000000000000001,0.018983790001940948
0.021999999999999999,0.019891960001956154
0.023,0.020800510001970605
0.024,0.021709440001984302
0.025000000000000001,0.022618750001997243
0.026000000000000002,0.023528440002009425
0.027,0.024438510002020849
0.028000000000000001,0.025348960002031518
0.029000000000000001,0.026259790002041428
0.029999999999999999,0.027171000002050583
0.031,0.028082590002058982
0.032000000000000001,0.028994560002066624
0.033000000000000002,0.02990691000207351
0.034000000000000002,0.030819640002079637
0.035000000000000003,0.03173275000208501
0.036000000000000004,0.032646240002089634
0.036999999999999998,0.033560110002096688
0.037999999999999999,0.034474360002105672
0.039,0.035388990002114463
0.040000000000000001,0.036304000002123096
0.041000000000000002,0.037219390002131536
0.042000000000000003,0.038135160002139797
0.043000000000000003,0.039051310002147878
0.043999999999999997,0.039967840002155773
0.044999999999999998,0.040884750002163489
0.045999999999999999,0.041802040002171033
0.047,0.042719710002178397
0.048000000000000001,0.043637760002185576
0.049000000000000002,0.044556190002192589
0.050000000000000003,0.045475000002199402
0.051000000000000004,0.046394190002206036
0.052000000000000005,0.047313760002212504
0.052999999999999999,0.04823371000221878
0.053999999999999999,0.049154040002224883
0.055,0.0500747500022308
0.056000000000000001,0.050995840002236545
0.057000000000000002,0.051917310002242104
0.058000000000000003,0.05283916000224749
0.059000000000000004,0.05376139000225269
0.059999999999999998,0.054684000002257711
0.060999999999999999,0.055606990002262546
0.062,0.056530360002267209
0.063,0.057454110002271692
0.064000000000000001,0.05837824000227599
0.065000000000000002,0.059302750002280115
0.066000000000000003,0.060227640002284061
0.067000000000000004,0.061152910002287814
0.068000000000000005,0.062078560002291401
0.069000000000000006,0.063004590002294802
0.070000000000000007,0.063931000002298025
0.071000000000000008,0.064857790002301074
0.072000000000000008,0.065784960002303924
0.072999999999999995,0.066712510002307018
0.073999999999999996,0.067640440002311925
0.074999999999999997,0.068568750002316797
0.075999999999999998,0.069497440002321609
0.076999999999999999,0.070426510002326387
0.078,0.07135596000233109
0.079000000000000001,0.072285790002335745
0.080000000000000002,0.073216000002340367
0.081000000000000003,0.074146590002344914
0.082000000000000003,0.075077560002349414
0.083000000000000004,0.076008910002353852
0.084000000000000005,0.076940640002358257
0.085000000000000006,0.077872750002362587
0.086000000000000007,0.078805240002366911
0.087000000000000008,0.079738110002371146
0.087999999999999995,0.08067136000237532
0.088999999999999996,0.08160499000237946
0.089999999999999997,0.082539000002383553
0.090999999999999998,0.083473390002387585
0.091999999999999998,0.084408160002391555
0.092999999999999999,0.085343310002395478
0.094,0.086278840002399368
0.095000000000000001,0.087214750002403196
0.096000000000000002,0.088151040002406977
0.097000000000000003,0.089087710002410697
0.098000000000000004,0.090024760002414356
0.099000000000000005,0.090962190002417967
0.10000000000000001,0.091900000002421545
0.10100000000000001,0.092838190002425061
0.10200000000000001,0.09377676000242853
0.10300000000000001,0.094715710002431938
0.10400000000000001,0.095655040002435285
0.105,0.09659475000243857
0.106,0.097534840002441836
0.107,0.098475310002445027
0.108,0.099416160002448184
0.109,0.10035739000245127
0.11,0.10129900000245433
0.111,0.10224099000245732
0.112,0.10318336000246027
0.113,0.10412611000246315
0.114,0.10506924000246598
0.115,0.10601275000246876
0.11600000000000001,0.1069566400024715
0.11700000000000001,0.10790091000247419
0.11800000000000001,0.10884556000247682
0.11900000000000001,0.1097905900024794
0.12,0.1107360000024819
0.121,0.11168179000248439
0.122,0.1126279600024868
0.123,0.11357451000248917
0.124,0.11452144000249148
0.125,0.11546875000249375
0.126,0.11641644000249596
0.127,0.11736451000249813
0.128,0.11831296000250023
0.129,0.11926179000250228
0.13,0.12021100000250429
0.13100000000000001,0.12116059000250626
0.13200000000000001,0.12211056000250815
0.13300000000000001,0.12306091000250999
0.13400000000000001,0.1240116400025118
0.13500000000000001,0.12496275000251354
0.13600000000000001,0.12591424000251522
0.13700000000000001,0.12686611000251685
0.13800000000000001,0.12781836000251845
0.13900000000000001,0.12877099000252001
