"Time","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpm3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","vfController3.x","smpm3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpm3.is[1]","smpm3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertiaM.phi","vfController.x","smpmM.is[2]","smpm3.is[2]","smpm3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.is[3]","smpmM.is[1]","loadInertia3.w","loadInertiaM.w","smpmM.is[4]","loadInertia3.phi"
1.2214,-0.18157887,-0.016270399,-0.016270399,226.63449,-0.18157887,0.40248424,-0.4605906,58.621666,-0.4605906,112.466,226.63449,58.933376,43.634224,0.40248424,1.2498285,35.173,151.80104,151.80104,-58.160938,112.466
1.2215,-0.19410561,-0.016491709,-0.016491709,226.66591,-0.19410561,0.39651865,-0.46053752,56.5424,-0.46053752,112.48118,226.66591,59.745014,46.490726,0.39651865,2.9990091,33.925442,151.78996,151.78996,-57.891525,112.48118
1.2216001,-0.20643701,-0.01671426,-0.01671426,226.69733,-0.20643701,0.39016345,-0.46048406,54.389153,-0.46048406,112.49636,226.69733,60.515041,49.341885,0.39016345,4.7668614,32.633492,151.77902,151.77902,-57.568958,112.49636
1.2217,-0.21856095,-0.016938047,-0.016938047,226.72874,-0.21856095,0.38342503,-0.46043018,52.16296,-0.46043018,112.51154,226.72874,61.242149,52.18491,0.38342503,6.5519547,31.297775,151.76823,151.76823,-57.192822,112.51154
1.2218,-0.23046555,-0.017163064,-0.017163064,226.76016,-0.23046555,0.37631011,-0.46037593,49.86496,-0.46037593,112.52671,226.76016,61.925076,55.016987,0.37631011,8.3528261,29.918976,151.7576,151.7576,-56.762745,112.52671
1.2219,-0.24213909,-0.017389305,-0.017389305,226.79158,-0.24213909,0.36882585,-0.46032128,47.496346,-0.46032128,112.54189,226.79158,62.562614,57.835354,0.36882585,10.168013,28.497808,151.7471,151.7471,-56.278435,112.54189
1.222,-0.25357014,-0.017616764,-0.017616764,226.82298,-0.25357014,0.36097974,-0.46026623,45.058437,-0.46026623,112.55706,226.82298,63.153542,60.637131,0.36097974,11.995972,27.035063,151.73677,151.73677,-55.739624,112.55706
1.2221,-0.2647475,-0.017845437,-0.017845437,226.8544,-0.2647475,0.35277963,-0.46021083,42.552639,-0.46021083,112.57224,226.8544,63.696682,63.419437,0.35277963,13.835132,25.531584,151.72656,151.72656,-55.146103,112.57224
1.2222,-0.27566016,-0.018075315,-0.018075315,226.88582,-0.27566016,0.34423366,-0.46015501,39.980412,-0.46015501,112.58741,226.88582,64.190926,66.179436,0.34423366,15.683928,23.988247,151.71652,151.71652,-54.497726,112.58741
1.2223001,-0.28629747,-0.018306395,-0.018306395,226.91724,-0.28629747,0.33535039,-0.46009883,37.343346,-0.46009883,112.60258,226.91724,64.635155,68.9142,0.33535039,17.540718,22.406006,151.70663,151.70663,-53.794395,112.60258
1.2224,-0.29664901,-0.018538669,-0.018538669,226.94865,-0.29664901,0.32613873,-0.46004224,34.643112,-0.46004224,112.61775,226.94865,65.028297,71.620789,0.32613873,19.403833,20.785866,151.69688,151.69688,-53.036072,112.61775
1.2225,-0.30670461,-0.018772133,-0.018772133,226.98007,-0.30670461,0.31660777,-0.45998526,31.881441,-0.45998526,112.63292,226.98007,65.369354,74.296326,0.31660777,21.271616,19.128864,151.68729,151.68729,-52.222767,112.63292
1.2226,-0.31645444,-0.019006778,-0.019006778,227.01149,-0.31645444,0.30676708,-0.45992792,29.060183,-0.45992792,112.64809,227.01149,65.65731,76.937851,0.30676708,23.142342,17.43611,151.67783,151.67783,-51.354561,112.64809
1.2227,-0.32588902,-0.0192426,-0.0192426,227.04291,-0.32588902,0.29662642,-0.45987019,26.181274,-0.45987019,112.66325,227.04291,65.891235,79.542412,0.29662642,25.014259,15.708765,151.66853,151.66853,-50.431576,112.66325
1.2228,-0.33499905,-0.019479591,-0.019479591,227.07431,-0.33499905,0.2861959,-0.45981205,23.246708,-0.45981205,112.67842,227.07431,66.070236,82.107109,0.2861959,26.885628,13.948025,151.65938,151.65938,-49.454006,112.67842
1.2229,-0.34377566,-0.019717745,-0.019717745,227.10573,-0.34377566,0.27548587,-0.45975354,20.258579,-0.45975354,112.69359,227.10573,66.193451,84.628998,0.27548587,28.754656,12.155149,151.65036,151.65036,-48.4221,112.69359
1.223,-0.35221031,-0.019957056,-0.019957056,227.13715,-0.35221031,0.26450703,-0.45969465,17.219088,-0.45969465,112.70875,227.13715,66.260071,87.105125,0.26450703,30.619524,10.331452,151.64151,151.64151,-47.336166,112.70875
1.2230999,-0.36029473,-0.020197518,-0.020197518,227.16856,-0.36029473,0.25327021,-0.45963538,14.130467,-0.45963538,112.72392,227.16856,66.269341,89.5326,0.25327021,32.478424,8.478281,151.6328,151.6328,-46.196568,112.72392
1.2232,-0.36802104,-0.020439124,-0.020439124,227.19998,-0.36802104,0.24178663,-0.45957571,10.995061,-0.45957571,112.73907,227.19998,66.220543,91.908524,0.24178663,34.32951,6.5970368,151.62424,151.62424,-45.003738,112.73907
1.2233,-0.37538174,-0.020681866,-0.020681866,227.2314,-0.37538174,0.23006767,-0.45951566,7.8153043,-0.45951566,112.75424,227.2314,66.113022,94.229973,0.23006767,36.170914,4.6891828,151.61581,151.61581,-43.758171,112.75424
1.2234,-0.38236967,-0.020925738,-0.020925738,227.26282,-0.38236967,0.21812497,-0.45945525,4.5936751,-0.45945525,112.7694,227.26282,65.946175,96.494102,0.21812497,38.000774,2.7562048,151.60754,151.60754,-42.460407,112.7694
1.2235,-0.388978,-0.021170735,-0.021170735,227.29424,-0.388978,0.20597038,-0.45939443,1.3327346,-0.45939443,112.78456,227.29424,65.719452,98.698074,0.20597038,39.817215,0.79964077,151.59943,151.59943,-41.111061,112.78456
1.2236,-0.39520034,-0.021416847,-0.021416847,227.32564,-0.39520034,0.19361594,-0.45933324,-1.9648526,-0.45933324,112.79972,227.32564,65.43235,100.83904,0.19361594,41.618328,-1.1789116,151.59145,151.59145,-39.710808,112.79972
1.2237,-0.40103066,-0.02166407,-0.02166407,227.35706,-0.40103066,0.18107392,-0.45927167,-5.2963867,-0.45927167,112.81488,227.35706,65.084419,102.91424,0.18107392,43.402218,-3.1778319,151.58362,151.58362,-38.260376,112.81488
1.2237999,-0.40646333,-0.021912394,-0.021912394,227.38847,-0.40646333,0.16835675,-0.45920971,-8.6591005,-0.45920971,112.83004,227.38847,64.675301,104.92091,0.16835675,45.166992,-5.1954603,151.57593,151.57593,-36.760559,112.83004
1.2239,-0.41149303,-0.022161815,-0.022161815,227.41989,-0.41149303,0.155477,-0.45914736,-12.050122,-0.45914736,112.84519,227.41989,64.204643,106.85632,0.155477,46.910725,-7.2300735,151.56839,151.56839,-35.212219,112.84519
1.224,-0.41611499,-0.022412324,-0.022412324,227.45131,-0.41611499,0.14244746,-0.45908466,-15.46655,-0.45908466,112.86035,227.45131,63.672192,108.71781,0.14244746,48.631508,-9.2799301,151.561,151.561,-33.616268,112.86035
1.2241,-0.42032471,-0.022663914,-0.022663914,227.48273,-0.42032471,0.129281,-0.45902154,-18.90543,-0.45902154,112.8755,227.48273,63.077747,110.50275,0.129281,50.32745,-11.343258,151.55376,151.55376,-31.973673,112.8755
1.2242,-0.42411816,-0.022916578,-0.022916578,227.51414,-0.42411816,0.11599068,-0.45895806,-22.363707,-0.45895806,112.89066,227.51414,62.421165,112.20854,0.11599068,51.996624,-13.418224,151.54666,151.54666,-30.285482,112.89066
1.2243,-0.42749172,-0.023170311,-0.023170311,227.54556,-0.42749172,0.10258966,-0.45889419,-25.838295,-0.45889419,112.90582,227.54556,61.702358,113.83264,0.10258966,53.637131,-15.502976,151.5397,151.5397,-28.552788,112.90582
1.2244,-0.43044218,-0.023425102,-0.023425102,227.57697,-0.43044218,0.089091159,-0.45882997,-29.326082,-0.45882997,112.92097,227.57697,60.921314,115.3726,0.089091159,55.247093,-17.59565,151.5329,151.5329,-26.776733,112.92097
1.2244999,-0.43296674,-0.023680946,-0.023680946,227.60838,-0.43296674,0.075508565,-0.45876533,-32.823849,-0.45876533,112.93612,227.60838,60.078083,116.82599,0.075508565,56.824604,-19.694309,151.52623,151.52623,-24.958544,112.93612
1.2246,-0.435063,-0.023937834,-0.023937834,227.6398,-0.435063,0.061855283,-0.45870033,-36.328354,-0.45870033,112.95127,227.6398,59.172771,118.19041,0.061855283,58.367798,-21.797012,151.51971,151.51971,-23.099489,112.95127
1.2247,-0.43672904,-0.02419576,-0.02419576,227.67122,-0.43672904,0.048144821,-0.45863494,-39.836353,-0.45863494,112.96642,227.67122,58.205559,119.46363,0.048144821,59.874825,-23.901812,151.51334,151.51334,-21.200882,112.96642
1.2248,-0.43796334,-0.024454717,-0.024454717,227.70264,-0.43796334,0.034390721,-0.4585692,-43.344486,-0.4585692,112.98158,227.70264,57.176689,120.64339,0.034390721,61.34383,-26.006693,151.50711,151.50711,-19.264118,112.98158
1.2249,-0.43876478,-0.024714695,-0.024714695,227.73405,-0.43876478,0.020606579,-0.45850307,-46.849392,-0.45850307,112.99673,227.73405,56.086475,121.72751,0.020606579,62.772984,-28.109634,151.50102,151.50102,-17.290638,112.99673
1.225,-0.43913269,-0.024975691,-0.024975691,227.76547,-0.43913269,0.0068060025,-0.45843655,-50.34771,-0.45843655,113.01188,227.76547,54.935287,122.71394,0.0068060025,64.1605,-30.208626,151.49509,151.49509,-15.281919,113.01188
1.2251,-0.4390668,-0.025237693,-0.025237693,227.79689,-0.4390668,-0.0069973795,-0.45836964,-53.835979,-0.45836964,113.02702,227.79689,53.723576,123.60068,-0.0069973795,65.504585,-32.301586,151.48929,151.48929,-13.239516,113.02702
1.2252001,-0.43856737,-0.025500694,-0.025500694,227.82829,-0.43856737,-0.02078994,-0.45830235,-57.310738,-0.45830235,113.04218,227.82829,52.451851,124.38577,-0.02078994,66.803467,-34.386444,151.48363,151.48363,-11.165035,113.04218
1.2253,-0.43763492,-0.025764689,-0.025764689,227.85971,-0.43763492,-0.034558069,-0.4582347,-60.768551,-0.4582347,113.05732,227.85971,51.120682,125.06742,-0.034558069,68.05545,-36.461128,151.47812,151.47812,-9.0601015,113.05732
1.2254,-0.43627056,-0.026029667,-0.026029667,227.89113,-0.43627056,-0.048288181,-0.45816666,-64.205879,-0.45816666,113.07247,227.89113,49.730728,125.64384,-0.048288181,69.258812,-38.523529,151.47275,151.47275,-6.9264293,113.07247
1.2255,-0.43447572,-0.026295625,-0.026295625,227.92255,-0.43447572,-0.061966736,-0.45809823,-67.619202,-0.45809823,113.08762,227.92255,48.2827,126.11336,-0.061966736,70.411865,-40.571522,151.46751,151.46751,-4.76577,113.08762
1.2256,-0.43225232,-0.026562549,-0.026562549,227.95396,-0.43225232,-0.075580239,-0.45802945,-71.005028,-0.45802945,113.10277,227.95396,46.77737,126.47443,-0.075580239,71.513023,-42.603016,151.46243,151.46243,-2.5798934,113.10277
1.2257,-0.42960262,-0.026830437,-0.026830437,227.98538,-0.42960262,-0.089115284,-0.45796028,-74.359779,-0.45796028,113.11791,227.98538,45.215599,126.72557,-0.089115284,72.560646,-44.615868,151.45749,151.45749,-0.37065265,113.11791
1.2258,-0.42652938,-0.027099278,-0.027099278,228.0168,-0.42652938,-0.10255852,-0.45789072,-77.679909,-0.45789072,113.13306,228.0168,43.598301,126.86539,-0.10255852,73.553177,-46.607944,151.45268,151.45268,1.8600616,113.13306
1.2259001,-0.42303577,-0.027369065,-0.027369065,228.04822,-0.42303577,-0.11589669,-0.4578208,-80.961906,-0.4578208,113.1482,228.04822,41.926453,126.89261,-0.11589669,74.489113,-48.577141,151.44803,151.44803,4.110352,113.1482
1.226,-0.41912532,-0.02763979,-0.02763979,228.07962,-0.41912532,-0.12911668,-0.45775047,-84.202194,-0.45775047,113.16335,228.07962,40.201111,126.80606,-0.12911668,75.366966,-50.521317,151.44351,151.44351,6.3782382,113.16335
1.2261,-0.41480201,-0.027911445,-0.027911445,228.11104,-0.41480201,-0.14220546,-0.45767981,-87.397217,-0.45767981,113.17849,228.11104,38.423393,126.60465,-0.14220546,76.185287,-52.438328,151.43913,151.43913,8.661706,113.17849
1.2262,-0.41007024,-0.028184023,-0.028184023,228.14246,-0.41007024,-0.15515015,-0.45760873,-90.543488,-0.45760873,113.19363,228.14246,36.594471,126.28744,-0.15515015,76.942719,-54.326092,151.43489,151.43489,10.958745,113.19363
1.2263,-0.40493476,-0.028457517,-0.028457517,228.17387,-0.40493476,-0.16793798,-0.45753729,-93.637466,-0.45753729,113.20878,228.17387,34.715595,125.85355,-0.16793798,77.637894,-56.18248,151.4308,151.4308,13.267263,113.20878
1.2264,-0.39940077,-0.028731916,-0.028731916,228.20529,-0.39940077,-0.18055642,-0.45746547,-96.675629,-0.45746547,113.22392,228.20529,32.788086,125.30225,-0.18055642,78.269524,-58.005375,151.42683,151.42683,15.585142,113.22392
1.2265,-0.39347383,-0.029007213,-0.029007213,228.23671,-0.39347383,-0.19299302,-0.45739326,-99.654541,-0.45739326,113.23906,228.23671,30.813301,124.6329,-0.19299302,78.836388,-59.792725,151.42302,151.42302,17.910269,113.23906
1.2266001,-0.38715991,-0.029283402,-0.029283402,228.26813,-0.38715991,-0.20523556,-0.45732069,-102.57073,-0.45732069,113.2542,228.26813,28.792685,123.84497,-0.20523556,79.337296,-61.542439,151.41934,151.41934,20.240461,113.2542
1.2266999,-0.38046536,-0.029560475,-0.029560475,228.29955,-0.38046536,-0.21727201,-0.4572477,-105.42076,-0.4572477,113.26935,228.29955,26.727741,122.93808,-0.21727201,79.771111,-63.252457,151.4158,151.4158,22.573515,113.26935
1.2268,-0.37339684,-0.029838422,-0.029838422,228.33095,-0.37339684,-0.22909056,-0.45717439,-108.20127,-0.45717439,113.28448,228.33095,24.620016,121.91194,-0.22909056,80.136765,-64.920761,151.4124,151.4124,24.90723,113.28448
1.2269,-0.36596146,-0.030117236,-0.030117236,228.36237,-0.36596146,-0.24067956,-0.45710066,-110.9089,-0.45710066,113.29963,228.36237,22.471132,120.76638,-0.24067956,80.433258,-66.545334,151.40913,151.40913,27.239357,113.29963
1.227,-0.35816669,-0.030396909,-0.030396909,228.39378,-0.35816669,-0.25202766,-0.45702657,-113.54031,-0.45702657,113.31477,228.39378,20.282774,119.50137,-0.25202766,80.65963,-68.124184,151.40602,151.40602,29.567619,113.31477
1.2271,-0.35002026,-0.030677432,-0.030677432,228.4252,-0.35002026,-0.26312372,-0.4569521,-116.09228,-0.4569521,113.32991,228.4252,18.056662,118.11698,-0.26312372,80.814995,-69.655365,151.40303,151.40303,31.889753,113.32991
1.2272,-0.34153035,-0.0309588,-0.0309588,228.45662,-0.34153035,-0.27395684,-0.45687723,-118.56158,-0.45687723,113.34505,228.45662,15.794587,116.61342,-0.27395684,80.898544,-71.136948,151.40018,151.40018,34.203461,113.34505
1.2273,-0.33270541,-0.031241002,-0.031241002,228.48804,-0.33270541,-0.28451639,-0.45680201,-120.94504,-0.45680201,113.36019,228.48804,13.498404,114.991,-0.28451639,80.909492,-72.567024,151.39746,151.39746,36.506416,113.36019
1.2273999,-0.32355425,-0.031524029,-0.031524029,228.51945,-0.32355425,-0.29479203,-0.4567264,-123.23957,-0.4567264,113.37533,228.51945,11.169994,113.25021,-0.29479203,80.847176,-73.943741,151.3949,151.3949,38.79631,113.37533
1.2275,-0.31408599,-0.031807877,-0.031807877,228.55087,-0.31408599,-0.30477369,-0.45665041,-125.44213,-0.45665041,113.39046,228.55087,8.811305,111.39159,-0.30477369,80.710968,-75.265282,151.39246,151.39246,41.070816,113.39046
1.2276,-0.30431005,-0.032092538,-0.032092538,228.58228,-0.30431005,-0.31445161,-0.45657405,-127.54974,-0.45657405,113.40561,228.58228,6.4243445,109.41586,-0.31445161,80.500305,-76.529839,151.39015,151.39015,43.327579,113.40561
1.2277,-0.29423621,-0.032377999,-0.032377999,228.61369,-0.29423621,-0.32381627,-0.45649731,-129.55948,-0.45649731,113.42075,228.61369,4.011148,107.32386,-0.32381627,80.214714,-77.735687,151.38799,151.38799,45.564274,113.42075
1.2278,-0.28387442,-0.032664254,-0.032664254,228.64511,-0.28387442,-0.33285856,-0.45642018,-131.46855,-0.45642018,113.43588,228.64511,1.5737985,105.11653,-0.33285856,79.853798,-78.881134,151.38596,151.38596,47.778561,113.43588
1.2279,-0.27323505,-0.032951295,-0.032951295,228.67653,-0.27323505,-0.34156957,-0.4563427,-133.27417,-0.4563427,113.45103,228.67653,-0.88555503,102.79497,-0.34156957,79.417206,-79.964508,151.38405,151.38405,49.968086,113.45103
1.228,-0.26232865,-0.033239119,-0.033239119,228.70795,-0.26232865,-0.34994087,-0.45626479,-134.97368,-0.45626479,113.46616,228.70795,-3.3647418,100.36039,-0.34994087,78.904678,-80.984207,151.38229,151.38229,52.130516,113.46616
1.2280999,-0.25116608,-0.03352771,-0.03352771,228.73936,-0.25116608,-0.35796422,-0.45618656,-136.56448,-0.45618656,113.4813,228.73936,-5.861557,97.814125,-0.35796422,78.316048,-81.93869,151.38066,151.38066,54.263535,113.4813
1.2282,-0.23975839,-0.033817064,-0.033817064,228.77078,-0.23975839,-0.36563179,-0.45610791,-138.04407,-0.45610791,113.49644,228.77078,-8.3737288,95.157639,-0.36563179,77.651192,-82.826439,151.37917,151.37917,56.364803,113.49644
1.2283,-0.22811693,-0.034107175,-0.034107175,228.8022,-0.22811693,-0.37293616,-0.45602891,-139.41002,-0.45602891,113.51157,228.8022,-10.898971,92.39254,-0.37293616,76.910072,-83.646011,151.37781,151.37781,58.432011,113.51157
1.2284,-0.21625325,-0.03439803,-0.03439803,228.8336,-0.21625325,-0.37987015,-0.45594952,-140.66005,-0.45594952,113.52671,228.8336,-13.434972,89.520515,-0.37987015,76.092758,-84.396027,151.37659,151.37659,60.462883,113.52671
1.2285,-0.20417914,-0.034689624,-0.034689624,228.86502,-0.20417914,-0.38642704,-0.45586973,-141.7919,-0.45586973,113.54185,228.86502,-15.979359,86.543442,-0.38642704,75.199356,-85.075142,151.37549,151.37549,62.455116,113.54185
1.2286,-0.19190654,-0.034981947,-0.034981947,228.89644,-0.19190654,-0.39260045,-0.4557896,-142.80347,-0.4557896,113.55699,228.89644,-18.529745,83.463264,-0.39260045,74.230072,-85.682083,151.37453,151.37453,64.406456,113.55699
1.2287,-0.17944765,-0.035274994,-0.035274994,228.92786,-0.17944765,-0.39838436,-0.45570907,-143.69276,-0.45570907,113.57213,228.92786,-21.083736,80.282066,-0.39838436,73.185196,-86.21566,151.3737,151.3737,66.314674,113.57213
1.2288001,-0.1668148,-0.035568755,-0.035568755,228.95927,-0.1668148,-0.40377319,-0.45562816,-144.45786,-0.45562816,113.58727,228.95927,-23.63888,77.002075,-0.40377319,72.065086,-86.674713,151.373,151.373,68.177551,113.58727
1.2289,-0.15402052,-0.035863221,-0.035863221,228.99069,-0.15402052,-0.40876171,-0.45554689,-145.09694,-0.45554689,113.6024,228.99069,-26.192707,73.625618,-0.40876171,70.870178,-87.058167,151.37244,151.37244,69.992889,113.6024
1.229,-0.14107749,-0.036158387,-0.036158387,229.02211,-0.14107749,-0.4133451,-0.45546523,-145.60835,-0.45546523,113.61754,229.02211,-28.742764,70.155128,-0.4133451,69.601013,-87.365013,151.37201,151.37201,71.758553,113.61754
1.2291,-0.1279985,-0.036454242,-0.036454242,229.05353,-0.1279985,-0.41751894,-0.45538318,-145.99052,-0.45538318,113.63268,229.05353,-31.286531,66.593193,-0.41751894,68.258179,-87.594322,151.3717,151.3717,73.472404,113.63268
1.2292,-0.11479654,-0.036750779,-0.036750779,229.08493,-0.11479654,-0.42127922,-0.45530078,-146.242,-0.45530078,113.64781,229.08493,-33.821495,62.942486,-0.42127922,66.842369,-87.745201,151.37154,151.37154,75.132347,113.64781
1.2293,-0.10148465,-0.03704799,-0.03704799,229.11635,-0.10148465,-0.42462233,-0.45521799,-146.36147,-0.45521799,113.66295,229.11635,-36.345154,59.205788,-0.42462233,65.35434,-87.816879,151.37149,151.37149,76.736351,113.66295
1.2294,-0.088076003,-0.037345868,-0.037345868,229.14777,-0.088076003,-0.42754504,-0.45513481,-146.3477,-0.45513481,113.67809,229.14777,-38.854954,55.386024,-0.42754504,63.794937,-87.808617,151.37158,151.37158,78.282394,113.67809
1.2295001,-0.074583881,-0.037644401,-0.037644401,229.17918,-0.074583881,-0.43004462,-0.45505124,-146.19962,-0.45505124,113.69322,229.17918,-41.348343,51.486214,-0.43004462,62.165092,-87.719772,151.3718,151.3718,79.768486,113.69322
1.2296,-0.061021607,-0.037943587,-0.037943587,229.2106,-0.061021607,-0.43211865,-0.45496732,-145.91631,-0.45496732,113.70836,229.2106,-43.822807,47.509449,-0.43211865,60.465797,-87.549782,151.37215,151.37215,81.192726,113.70836
1.2297,-0.047402602,-0.038243417,-0.038243417,229.24202,-0.047402602,-0.43376526,-0.45488304,-145.49692,-0.45488304,113.7235,229.24202,-46.275784,43.458981,-0.43376526,58.698147,-87.298149,151.37262,151.37262,82.55323,113.7235
1.2298,-0.03374033,-0.038543876,-0.038543876,229.27344,-0.03374033,-0.4349829,-0.45479837,-144.94077,-0.45479837,113.73863,229.27344,-48.704704,39.338142,-0.4349829,56.8633,-86.964462,151.37321,151.37321,83.84816,113.73863
1.2299,-0.020048287,-0.038844965,-0.038844965,229.30486,-0.020048287,-0.43577048,-0.45471331,-144.24731,-0.45471331,113.75378,229.30486,-51.107067,35.150333,-0.43577048,54.96249,-86.548393,151.37395,151.37395,85.075752,113.75378
1.23,-0.0063400022,-0.039146673,-0.039146673,229.33626,-0.0063400022,-0.43612731,-0.45462787,-143.41614,-0.45462787,113.76891,229.33626,-53.480312,30.899094,-0.43612731,52.997036,-86.049683,151.3748,151.3748,86.234283,113.76891
1.2301,0.00737098,-0.039448988,-0.039448988,229.36768,0.00737098,-0.43605316,-0.45454207,-142.44695,-0.45454207,113.78405,229.36768,-55.821899,26.588057,-0.43605316,50.968342,-85.46817,151.37579,151.37579,87.322067,113.78405
1.2302001,0.021071125,-0.039751906,-0.039751906,229.39909,0.021071125,-0.43554822,-0.45445588,-141.33961,-0.45445588,113.79919,229.39909,-58.129349,22.220884,-0.43554822,48.877857,-84.803772,151.37691,151.37691,88.337524,113.79919
1.2302999,0.0347469,-0.04005542,-0.04005542,229.43051,0.0347469,-0.43461308,-0.45436934,-140.09413,-0.45436934,113.81432,229.43051,-60.400139,17.801397,-0.43461308,46.727139,-84.05648,151.37814,151.37814,89.279099,113.81432
1.2304,0.048384815,-0.040359519,-0.040359519,229.46193,0.048384815,-0.43324879,-0.4542824,-138.71062,-0.4542824,113.82946,229.46193,-62.631779,13.333485,-0.43324879,44.517807,-83.226372,151.3795,151.3795,90.145294,113.82946
1.2305,0.061971404,-0.040664196,-0.040664196,229.49335,0.061971404,-0.43145677,-0.45419511,-137.18939,-0.45419511,113.8446,229.49335,-64.821831,8.8210611,-0.43145677,42.251537,-82.313629,151.381,151.381,90.934715,113.8446
1.2306,0.075493269,-0.040969446,-0.040969446,229.52477,0.075493269,-0.42923892,-0.45410743,-135.53084,-0.45410743,113.85973,229.52477,-66.96785,4.2681804,-0.42923892,39.930099,-81.318504,151.38261,151.38261,91.646004,113.85973
1.2307,0.088937066,-0.041275259,-0.041275259,229.55617,0.088937066,-0.42659754,-0.45401937,-133.73555,-0.45401937,113.87488,229.55617,-69.067398,-0.32103661,-0.42659754,37.555328,-80.241325,151.38435,151.38435,92.277863,113.87488
1.2308,0.10228954,-0.041581627,-0.041581627,229.58759,0.10228954,-0.42353532,-0.45393094,-131.80421,-0.45393094,113.89001,229.58759,-71.118126,-4.9424543,-0.42353532,35.129108,-79.082527,151.38622,151.38622,92.829109,113.89001
1.2309,0.11553753,-0.041888539,-0.041888539,229.619,0.11553753,-0.42005542,-0.45384216,-129.73769,-0.45384216,113.90515,229.619,-73.117661,-9.5918226,-0.42005542,32.653412,-77.842613,151.38821,151.38821,93.298584,113.90515
1.2309999,0.12866798,-0.042195994,-0.042195994,229.65042,0.12866798,-0.41616136,-0.45375299,-127.53699,-0.45375299,113.92029,229.65042,-75.06369,-14.264822,-0.41616136,30.13028,-76.522194,151.39032,151.39032,93.685226,113.92029
1.2311,0.14166796,-0.042503979,-0.042503979,229.68184,0.14166796,-0.41185707,-0.45366344,-125.20323,-0.45366344,113.93543,229.68184,-76.953934,-18.957132,-0.41185707,27.56179,-75.121941,151.39255,151.39255,93.98806,113.93543
1.2312,0.15452464,-0.042812489,-0.042812489,229.71326,0.15452464,-0.40714693,-0.45357352,-122.73771,-0.45357352,113.95057,229.71326,-78.786156,-23.664339,-0.40714693,24.950106,-73.642624,151.39491,151.39491,94.206169,113.95057
1.2313,0.16722538,-0.043121513,-0.043121513,229.74467,0.16722538,-0.40203568,-0.45348325,-120.14186,-0.45348325,113.96571,229.74467,-80.558136,-28.381969,-0.40203568,22.297447,-72.085114,151.3974,151.3974,94.338722,113.96571
1.2314,0.17975767,-0.043431044,-0.043431044,229.77609,0.17975767,-0.39652845,-0.4533926,-117.41724,-0.4533926,113.98085,229.77609,-82.267746,-33.105545,-0.39652845,19.606083,-70.450348,151.39999,151.39999,94.384972,113.98085
1.2315,0.19210915,-0.043741077,-0.043741077,229.8075,0.19210915,-0.39063081,-0.45330158,-114.56557,-0.45330158,113.99599,229.8075,-83.912872,-37.83054,-0.39063081,16.878338,-68.739342,151.40273,151.40273,94.344254,113.99599
1.2316,0.20426771,-0.044051606,-0.044051606,229.83891,0.20426771,-0.38434863,-0.4532102,-111.58871,-0.4532102,114.01113,229.83891,-85.49144,-42.552357,-0.38434863,14.11661,-66.953224,151.40556,151.40556,94.215988,114.01113
1.2316999,0.21622136,-0.044362616,-0.044362616,229.87033,0.21622136,-0.37768826,-0.45311844,-108.48866,-0.45311844,114.02627,229.87033,-87.001472,-47.266407,-0.37768826,11.323325,-65.093193,151.40854,151.40854,93.999672,114.02627
1.2318,0.22795834,-0.044674102,-0.044674102,229.90175,0.22795834,-0.37065631,-0.45302629,-105.26752,-0.45302629,114.04141,229.90175,-88.44101,-51.968082,-0.37065631,8.5009642,-63.160515,151.41162,151.41162,93.694893,114.04141
1.2319,0.23946713,-0.044986062,-0.044986062,229.93317,0.23946713,-0.36325985,-0.45293382,-101.9276,-0.45293382,114.05656,229.93317,-89.808151,-56.65271,-0.36325985,5.6520734,-61.156563,151.41483,151.41483,93.301323,114.05656
1.232,0.25073642,-0.045298483,-0.045298483,229.96458,0.25073642,-0.35550627,-0.45284095,-98.471313,-0.45284095,114.07169,229.96458,-91.101082,-61.315636,-0.35550627,2.7792237,-59.082787,151.41815,151.41815,92.818733,114.07169
1.2321,0.26175508,-0.045611355,-0.045611355,229.996,0.26175508,-0.34740329,-0.45274773,-94.901176,-0.45274773,114.08684,229.996,-92.318024,-65.952209,-0.34740329,-0.11497467,-56.940704,151.4216,151.4216,92.246971,114.08684
1.2322,0.27251238,-0.045924675,-0.045924675,230.02742,0.27251238,-0.33895904,-0.45265412,-91.219887,-0.45265412,114.10198,230.02742,-93.457283,-70.557724,-0.33895904,-3.0278456,-54.73193,151.42517,151.42517,91.585968,114.10198
1.2323,0.2829977,-0.046238437,-0.046238437,230.05882,0.2829977,-0.3301819,-0.45256019,-87.430252,-0.45256019,114.11712,230.05882,-94.517204,-75.127502,-0.3301819,-5.9566956,-52.458153,151.42885,151.42885,90.83577,114.11712
