"time","axis.controller.PI.x","axis.gear.spring.phi_rel","axis.gear.spring.w_rel","axis.initializeFlange.phi_flange","axis.initializeFlange.w_flange","axis.motor.C.v","axis.motor.La.i","axis.gear.bearingFriction.mode","axis.gear.bearingFriction.startBackward","axis.gear.bearingFriction.startForward"
0,0,0,0,0,0,0,0,0,0,0
0.00032000000000000003,0.0021515476770808013,0,0,0,0,-10.332140401657957,0.097109620581971423,0,0,0
0.00064000000000000005,0.0086107758370756911,-1.3523043650525532e-25,-8.91350904358018e-22,8.9114982401807694e-31,1.3234455269081516e-26,-29.525875881755717,0.41623615700556293,0,0,0
0.00065232998341015224,0.0089459389592983201,-1.4720017518296039e-25,-9.182230888593088e-22,1.0624446240776638e-30,1.455625730459534e-26,-30.262298236106655,0.43044077135026176,0,0,0
0.00065232998341015224,0.0089459389592983201,-1.4720017518296039e-25,-9.182230888593088e-22,1.0624446240776638e-30,1.455625730459534e-26,-30.262298236106655,0.43044077135026176,1,0,0
0.00096000000000000013,0.019284408106354182,-4.9968539402085655e-06,-0.048472913515150512,4.3535011904650175e-11,5.7131413888040178e-07,-47.156595768942189,0.77996245613443249,1,0,0
0.0012800000000000001,0.033648875493411924,-4.1349978198910341e-05,-0.19334832867980398,7.780736134222401e-10,5.018393663611377e-06,-61.364596942829181,1.0927292486518252,1,0,0
0.0016000000000000001,0.051140060880571638,-0.00013713175001177434,-0.41707681097253368,4.1257007900751468e-09,1.7629002614685077e-05,-73.249812512830474,1.350777676786449,1,0,0
0.0019200000000000003,0.071292491458114365,-0.00031514821470118198,-0.70533193423021623,1.3402237821801577e-08,4.2822470705653096e-05,-83.603090517983219,1.571446559931128,1,0,0
0.0022400000000000002,0.093712147977266277,-0.00059429626100785283,-1.0475542070131547,3.3361239889862497e-08,8.5169206253751299e-05,-92.632499101225051,1.7631926623871601,1,0,0
0.0025600000000000002,0.11806030110265796,-0.00099036661960928544,-1.4346510904761032,7.0242582427523993e-08,0.00014938222005793153,-100.46336636511292,1.9293571529003188,1,0,0
0.0028800000000000002,0.14404676016562587,-0.0015163774563287456,-1.8583843915124338,1.3181122936921634e-07,0.00024027243613073193,-107.26178311969043,2.0730881454641059,1,0,0
0.0032000000000000002,0.17142418540177903,-0.0021828573521136415,-2.311442220578436,2.2738154059071211e-07,0.00036270656794468723,-113.18823532734118,2.1977076947644552,1,0,0
0.0035200000000000001,0.19998218407609458,-0.0029981411108248334,-2.7874081386651124,3.6782968527494107e-07,0.00052157446562840955,-118.37546581217299,2.3061399647197054,1,0,0
0.0038400000000000005,0.22954201457681783,-0.0039686367119527556,-3.2806323632705943,5.6559655326706898e-07,0.00072176110167049452,-122.93440300741737,2.4008234527392291,1,0,0
