"Time","smeeM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smeeM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
1.911,-0.13100654,-0.42410296
1.9119999,-0.25564882,-0.36285937
1.913,-0.3552644,-0.2660971
1.914,-0.42010248,-0.14328849
1.915,-0.44381666,-0.0064553921
1.916,-0.42408621,0.13100767
1.9170001,-0.3628431,0.25564474
1.918,-0.26608285,0.35525548
1.919,-0.1432777,0.4200896
1.92,-0.0064491178,0.44380108
1.921,0.13100883,0.42406943
1.9220001,0.25564066,0.36282679
1.923,0.35524657,0.26606861
1.924,0.4200767,0.1432669
1.925,0.44378549,0.0064428202
1.926,0.42405266,-0.13101001
1.927,0.36281046,-0.2556366
1.928,0.26605436,-0.35523766
1.929,0.1432561,-0.42006385
1.9299999,0.0064365086,-0.44376993
1.931,-0.1310112,-0.42403591
1.932,-0.25563255,-0.36279416
1.933,-0.35522878,-0.26604012
1.934,-0.42005101,-0.14324528
1.9349999,-0.44375435,-0.0064301877
1.936,-0.42401916,0.13101241
1.937,-0.36277786,0.25562853
1.938,-0.26602584,0.35521993
1.939,-0.14323445,0.42003816
1.9400001,-0.0064238482,0.44373879
1.941,0.13101363,0.42400241
1.942,0.2556245,0.36276153
1.943,0.35521108,0.26601154
1.944,0.42002532,0.14322358
1.9450001,0.44372323,0.0064174854
1.946,0.42398563,-0.13101488
1.947,0.3627452,-0.25562054
1.948,0.26599726,-0.35520223
1.949,0.14321272,-0.4200125
1.95,0.0064111091,-0.4437077
1.951,-0.13101615,-0.42396888
1.952,-0.25561655,-0.36272889
1.9529999,-0.35519344,-0.26598296
1.954,-0.41999972,-0.14320184
1.955,-0.44369215,-0.0064047235
1.956,-0.42395213,0.13101742
1.957,-0.36271256,0.25561258
1.9579999,-0.26596865,0.35518461
1.959,-0.14319097,0.4199869
1.96,-0.0063983188,0.44367662
1.961,0.13101871,0.42393538
1.962,0.25560865,0.36269623
1.9630001,0.35517582,0.26595432
1.964,0.41997412,0.14318004
1.965,0.44366109,0.0063918913
1.966,0.42391863,-0.13102004
1.967,0.36267987,-0.25560474
1.9680001,0.26594001,-0.35516703
1.969,0.14316913,-0.41996136
1.97,0.0063854498,-0.44364557
1.971,-0.13102137,-0.42390189
1.972,-0.25560084,-0.36266354
1.973,-0.3551583,-0.26592568
1.974,-0.41994861,-0.14315821
1.975,-0.44363007,-0.0063789994
1.976,-0.42388514,0.13102271
1.977,-0.36264721,0.25559694
1.978,-0.26591131,0.35514954
1.979,-0.14314726,0.41993585
1.98,-0.0063725295,0.44361457
1.9809999,0.13102408,0.42386839
1.982,0.25559306,0.36263084
1.983,0.35514081,0.26589695
1.984,0.4199231,0.14313629
1.985,0.44359905,0.0063660368
1.9859999,0.42385164,-0.13102546
1.987,0.36261448,-0.25558922
1.988,0.26588258,-0.35513207
1.989,0.14312533,-0.41991037
1.99,0.0063595306,-0.44358358
1.9910001,-0.13102686,-0.42383489
1.992,-0.25558537,-0.36259815
1.993,-0.3551234,-0.26586822
1.994,-0.41989768,-0.14311434
1.995,-0.44356808,-0.0063530146
1.9960001,-0.42381817,0.13102828
1.997,-0.36258179,0.25558156
1.998,-0.26585385,0.3551147
1.999,-0.14310336,0.41988495
2,-0.00634648,0.44355261
2.0009999,0.13102973,0.42380142
2.0020001,0.25557774,0.36256543
2.003,0.35510603,0.26583946
2.0039999,0.41987225,0.14309233
2.0050001,0.44353712,0.0063399221
2.006,0.42378467,-0.13103119
2.007,0.36254904,-0.25557396
2.0079999,0.26582503,-0.35509738
2.0090001,0.14308131,-0.41985959
2.01,0.0063333507,-0.44352168
2.0109999,-0.13103266,-0.42376795
2.0120001,-0.2555702,-0.36253268
2.013,-0.35508874,-0.26581064
2.0139999,-0.41984692,-0.14307028
2.0150001,-0.44350621,-0.0063267699
2.016,-0.42375121,0.13103414
2.017,-0.36251631,0.25556645
2.0179999,-0.26579621,0.3550801
2.0190001,-0.14305924,0.41983429
2.02,-0.0063201706,0.44349074
2.0209999,0.13103564,0.42373446
2.0220001,0.25556272,0.36249992
2.023,0.35507149,0.26578179
2.0239999,0.41982162,0.14304817
2.0250001,0.44347531,0.006313548
2.026,0.42371774,-0.13103718
2.027,0.36248353,-0.255559
2.0280001,0.26576734,-0.3550629
2.029,0.14303708,-0.41980898
2.03,0.0063069118,-0.44345987
2.0309999,-0.13103873,-0.42370102
2.0320001,-0.2555553,-0.36246714
2.033,-0.35505432,-0.26575291
2.0339999,-0.41979638,-0.14302601
2.0350001,-0.44344446,-0.0063002664
2.036,-0.4236843,0.13104028
2.0369999,-0.36245075,0.25555161
2.0380001,-0.26573846,0.35504577
2.039,-0.14301491,0.41978377
2.04,-0.0062936023,0.44342902
2.0409999,0.13104185,0.42366755
2.0420001,0.25554794,0.36243433
2.043,0.35503721,0.265724
2.0439999,0.41977116,0.14300378
2.0450001,0.44341362,0.0062869154
2.046,0.42365083,-0.13104345
2.0469999,0.36241794,-0.2555443
2.0480001,0.26570952,-0.35502866
2.049,0.14299265,-0.41975856
2.05,0.0062802145,-0.44339821
2.0510001,-0.13104506,-0.42363411
2.052,-0.25554067,-0.36240155
2.053,-0.35502017,-0.26569504
2.0539999,-0.41974601,-0.14298151
2.0550001,-0.4433828,-0.0062735048
2.056,-0.42361739,0.1310467
2.0569999,-0.36238512,0.25553706
2.0580001,-0.26568055,0.35501164
2.059,-0.14297035,0.41973343
2.0599999,-0.0062667765,0.44336739
2.0610001,0.13104834,0.42360064
2.062,0.25553346,0.3623687
2.063,0.35500315,0.26566604
2.0639999,0.41972086,0.14295918
2.0650001,0.44335201,0.0062600253
2.066,0.42358392,-0.13105001
2.0669999,0.36235228,-0.25552988
2.0680001,0.26565152,-0.35499468
2.069,0.142948,-0.41970834
2.0699999,0.0062532602,-0.44333664
2.0710001,-0.13105169,-0.42356721
2.072,-0.25552633,-0.36233589
2.073,-0.35498622,-0.26563704
2.0739999,-0.41969582,-0.14293681
2.075,-0.44332126,-0.0062464862
2.076,-0.42355052,0.13105339
2.0769999,-0.36231947,0.25552276
2.0780001,-0.2656225,0.35497779
2.079,-0.14292561,0.41968328
2.0799999,-0.0062396931,0.44330591
2.0810001,0.1310551,0.4235338
2.082,0.25551924,0.36230302
2.0829999,0.35496935,0.26560795
2.0840001,0.41967079,0.14291437
2.085,0.44329053,0.0062328773
2.086,0.42351708,-0.13105685
2.0869999,0.3622866,-0.25551572
2.0880001,0.26559341,-0.35496095
2.089,0.14290313,-0.4196583
2.0899999,0.0062260479,-0.44327518
2.0910001,-0.13105859,-0.42350036
2.092,-0.25551224,-0.36227018
2.0929999,-0.35495254,-0.26557887
2.0940001,-0.41964582,-0.1428919
2.095,-0.44325984,-0.0062192087
2.096,-0.42348367,0.13106036
2.0969999,-0.36225373,0.25550875
2.098,-0.26556429,0.35494417
2.099,-0.14288063,0.41963333
2.0999999,-0.0062123514,0.44324449
2.1010001,0.13106215,0.42346695
2.102,0.25550529,0.36223727
2.1029999,0.3549358,0.26554972
2.1040001,0.41962087,0.14286935
2.105,0.44322917,0.0062054712
2.1059999,0.42345023,-0.13106395
2.1070001,0.36222082,-0.25550187
2.108,0.26553515,-0.35492742
2.109,0.14285807,-0.41960844
2.1099999,0.0061985771,-0.44321385
2.1110001,-0.13106579,-0.42343354
2.112,-0.25549844,-0.3622044
2.1129999,-0.35491911,-0.26552057
2.1140001,-0.41959602,-0.14284678
2.115,-0.44319853,-0.0061916742
2.1159999,-0.42341685,0.13106762
2.1170001,-0.36218795,0.25549504
2.118,-0.26550597,0.35491076
2.119,-0.14283547,0.41958359
2.1199999,-0.0061847526,0.44318321
2.1210001,0.13106947,0.42340013
2.122,0.25549164,0.36217147
2.1229999,0.35490248,0.26549137
2.1240001,0.41957116,0.14282413
2.125,0.4431679,0.0061778082
2.1259999,0.42338344,-0.13107134
2.1270001,0.36215502,-0.25548828
2.128,0.26547673,-0.35489419
2.1289999,0.14281279,-0.41955876
2.1300001,0.0061708502,-0.44315264
2.131,-0.13107325,-0.42336676
2.132,-0.25548491,-0.36213857
2.1329999,-0.35488591,-0.26546213
2.1340001,-0.4195464,-0.14280145
2.135,-0.44313735,-0.006163883
2.1359999,-0.42335007,0.13107514
2.1370001,-0.36212209,0.25548157
2.138,-0.2654475,0.35487765
2.1389999,-0.14279008,0.419534
2.1400001,-0.0061568976,0.44312206
2.141,0.13107708,0.42333338
2.142,0.25547823,0.36210561
2.1429999,0.3548694,0.26543286
2.1440001,0.41952163,0.14277869
2.145,0.44310677,0.0061498894
2.1459999,0.42331666,-0.13107902
2.1470001,0.36208913,-0.25547495
2.148,0.2654182,-0.35486117
2.1489999,0.1427673,-0.41950929
2.1500001,0.0061428673,-0.44309151
2.151,-0.13108099,-0.4233
2.152,-0.25547168,-0.36207268
2.1530001,-0.35485297,-0.26540357
2.154,-0.41949695,-0.14275591
2.155,-0.44307625,-0.0061358362
2.1559999,-0.42328331,0.13108297
2.1570001,-0.3620562,0.2554684
2.158,-0.26538891,0.35484475
2.1589999,-0.1427445,0.41948462
2.1600001,-0.0061287871,0.44306099
2.161,0.13108496,0.42326662
2.1619999,0.25546512,0.36203969
2.1630001,0.35483655,0.26537421
2.164,0.41947231,0.14273305
2.165,0.44304577,0.0061217155
2.1659999,0.42324993,-0.13108698
2.1670001,0.3620232,-0.2554619
2.168,0.26535952,-0.35482839
2.1689999,0.14272161,-0.41946
2.1700001,0.0061146296,-0.44303054
2.171,-0.13108902,-0.42323327
2.1719999,-0.25545868,-0.36200672
2.1730001,-0.35482025,-0.26534483
2.174,-0.41944772,-0.14271016
2.175,-0.44301531,-0.0061075347
2.1760001,-0.42321658,0.13109106
2.177,-0.36199024,0.25545549
2.178,-0.26533014,0.35481212
2.1789999,-0.14269869,0.41943544
2.1800001,-0.0061004218,0.44300008
2.181,0.13109313,0.42319992
2.1819999,0.25545231,0.36197373
2.1830001,0.35480398,0.26531541
2.184,0.41942316,0.1426872
2.1849999,0.44298485,0.0060932855
2.1860001,0.42318323,-0.13109522
2.187,0.36195722,-0.25544915
2.188,0.26530072,-0.35479587
2.1889999,0.14267571,-0.41941091
2.1900001,0.0060861357,-0.44296965
2.191,-0.13109732,-0.42316657
2.1919999,-0.25544599,-0.36194074
2.1930001,-0.3547878,-0.265286
2.194,-0.41939867,-0.14266421
2.1949999,-0.44295448,-0.0060789771
2.1960001,-0.42314991,0.13109943
2.197,-0.36192423,0.25544286
2.198,-0.26527125,0.35477972
2.1989999,-0.14265269,0.41938645
2.2,-0.0060718004,0.44293928
2.201,0.13110156,0.42313322
2.2019999,0.25543973,0.36190769
2.2030001,0.35477164,0.26525649
2.204,0.4193742,0.14264116
2.2049999,0.44292408,0.0060646003
2.2060001,0.42311656,-0.13110372
2.207,0.36189118,-0.25543666
2.2079999,0.26524174,-0.3547636
2.2090001,0.14262961,-0.41936201
2.21,0.0060573872,-0.44290891
2.211,-0.1311059,-0.42309991
2.2119999,-0.25543356,-0.36187467
2.2130001,-0.35475558,-0.26522699
2.214,-0.41934982,-0.14261806
2.2149999,-0.44289374,-0.0060501643
2.2160001,-0.42308325,0.13110809
2.217,-0.36185816,0.25543049
2.2179999,-0.26521224,0.35474756
2.2190001,-0.14260648,0.41933763
2.22,-0.0060429242,0.44287857
2.221,0.1311103,0.42306659
2.2219999,0.25542745,0.36184162
2.223,0.35473955,0.26519746
2.224,0.41932547,0.1425949
2.2249999,0.44286343,0.0060356609
2.2260001,0.42304993,-0.13111252
2.227,0.36182511,-0.25542444
2.2279999,0.26518267,-0.35473159
2.2290001,0.1425833,-0.41931331
2.23,0.006028384,-0.44284829
2.2309999,-0.13111477,-0.4230333
2.2320001,-0.25542143,-0.36180857
2.233,-0.3547236,-0.26516789
2.234,-0.41930115,-0.1425717
2.2349999,-0.44283316,-0.0060210982
2.2360001,-0.42301664,0.13111702
2.237,-0.36179206,0.25541842
2.2379999,-0.26515308,0.35471565
2.2390001,-0.14256008,0.41928902
2.24,-0.0060137943,0.44281802
2.2409999,0.1311193,0.42300001
2.2420001,0.25541544,0.36177549
2.243,0.35470772,0.26513827
2.244,0.41927689,0.14254844
2.2449999,0.44280288,0.0060064676
2.2460001,0.42298335,-0.13112159
2.247,0.36175895,-0.25541249
2.2479999,0.26512346,-0.35469979
2.2490001,0.14253679,-0.41926479
2.25,0.0059991274,-0.44278777
2.2509999,-0.1311239,-0.42296672
2.2520001,-0.25540957,-0.36174241
2.253,-0.35469189,-0.26510864
2.2539999,-0.41925269,-0.14252514
2.2550001,-0.44277269,-0.0059917783
2.256,-0.42295009,0.13112622
2.257,-0.36172587,0.25540662
2.2579999,-0.2650938,0.354684
2.2590001,-0.14251347,0.41924059
2.26,-0.0059844116,0.44275758
2.2609999,0.13112856,0.42293343
2.2620001,0.25540373,0.36170933
2.263,0.35467613,0.26507896
2.2639999,0.41922852,0.14250177
2.2650001,0.44274247,0.005977022
2.266,0.4229168,-0.13113093
2.267,0.36169276,-0.25540084
2.2679999,0.26506409,-0.35466826
2.2690001,0.14249007,-0.41921645
2.27,0.0059696189,-0.44272739
2.2709999,-0.13113332,-0.42290017
2.2720001,-0.25539798,-0.36167622
2.273,-0.35466042,-0.26504925
2.2739999,-0.41920441,-0.14247836
2.2750001,-0.44271234,-0.0059622065
2.276,-0.42288354,0.13113572
2.277,-0.36165968,0.25539511
2.2780001,-0.26503438,0.35465261
2.279,-0.14246665,0.41919237
2.28,-0.0059547764,0.44269726
2.2809999,0.13113813,0.42286691
2.2820001,0.25539225,0.36164311
2.283,0.35464478,0.26501951
2.2839999,0.41918036,0.14245491
2.2850001,0.44268218,0.0059473231
2.286,0.42285028,-0.13114056
2.2869999,0.36162654,-0.25538945
2.2880001,0.26500461,-0.354637
2.289,0.14244315,-0.41916835
2.29,0.0059398566,-0.44266713
2.2909999,-0.13114302,-0.42283365
2.2920001,-0.25538665,-0.36160997
2.293,-0.35462922,-0.26498973
2.2939999,-0.41915634,-0.14243141
2.2950001,-0.44265211,-0.0059323809
2.296,-0.42281705,0.13114549
2.2969999,-0.3615934,0.25538388
2.2980001,-0.26497483,0.35462144
2.299,-0.14241964,0.41914436
2.3,-0.0059248875,0.44263706
2.3010001,0.13114797,0.42280042
2.302,0.25538108,0.36157683
2.303,0.35461369,0.2649599
2.3039999,0.41913238,0.14240783
2.3050001,0.44262201,0.0059173713
2.306,0.42278379,-0.13115047
2.3069999,0.36156026,-0.25537834
2.3080001,0.264945,-0.35460594
2.309,0.14239605,-0.41912043
2.3099999,0.0059098415,-0.44260702
2.3110001,-0.131153,-0.42276719
2.312,-0.25537562,-0.36154369
2.313,-0.35459825,-0.26493007
2.3139999,-0.41910848,-0.14238423
2.3150001,-0.442592,-0.0059023029
2.316,-0.42275059,0.13115554
2.3169999,-0.36152709,0.25537291
2.3180001,-0.26491514,0.35459054
2.319,-0.14237241,0.41909653
2.3199999,-0.0058947466,0.44257697
2.3210001,0.13115808,0.42273396
2.322,0.2553702,0.36151052
2.323,0.35458285,0.26490021
2.3239999,0.41908461,0.14236057
2.325,0.44256198,0.005887168
2.326,0.42271736,-0.13116066
2.3269999,0.36149392,-0.25536752
2.3280001,0.26488525,-0.35457516
2.329,0.14234872,-0.41907269
2.3299999,0.0058795754,-0.44254699
2.3310001,-0.13116325,-0.42270079
2.332,-0.25536487,-0.36147735
2.3329999,-0.35456753,-0.26487032
2.3340001,-0.4190608,-0.14233686
2.335,-0.442532,-0.0058719739
2.336,-0.42268419,0.13116586
2.3369999,-0.36146075,0.25536221
2.3380001,-0.26485536,0.35455987
2.339,-0.142325,0.41904891
2.3399999,-0.0058643548,0.44251704
2.3410001,0.13116848,0.42266759
2.342,0.25535956,0.36144415
2.3429999,0.35455224,0.26484036
2.3440001,0.41903701,0.14231311
2.345,0.44250205,0.0058567133
2.346,0.42265099,-0.13117112
2.3469999,0.36142755,-0.25535697
2.348,0.26482537,-0.35454464
2.349,0.1423012,-0.41902515
2.3499999,0.0058490583,-0.44248712
2.3510001,-0.13117379,-0.42263439
2.352,-0.25535437,-0.36141095
2.3529999,-0.35453707,-0.26481041
2.3540001,-0.41901332,-0.1422893
2.355,-0.44247216,-0.0058413944
2.3559999,-0.42261782,0.13117646
2.3570001,-0.36139435,0.25535181
2.358,-0.26479542,0.35452947
2.359,-0.14227737,0.41900146
2.3599999,-0.0058337129,0.44245723
2.3610001,0.13117915,0.42260122
2.362,0.25534922,0.36137775
2.3629999,0.3545219,0.2647804
2.3640001,0.41898963,0.14226544
2.365,0.4424423,0.005826009
2.3659999,0.42258462,-0.13118187
2.3670001,0.36136112,-0.25534669
2.368,0.26476538,-0.35451436
2.369,0.14225349,-0.41897783
2.3699999,0.0058182916,-0.44242737
2.3710001,-0.13118459,-0.42256805
2.372,-0.25534418,-0.36134452
2.3729999,-0.35450685,-0.26475036
2.3740001,-0.41896603,-0.14224154
2.375,-0.44241247,-0.0058105648
2.3759999,-0.42255148,0.13118733
2.3770001,-0.36132792,0.25534168
2.378,-0.26473534,0.35449931
2.3789999,-0.14222956,0.41895425
2.3800001,-0.0058028209,0.44239753
2.381,0.13119011,0.42253491
2.382,0.25533918,0.36131129
2.3829999,0.3544918,0.26472029
2.3840001,0.41894245,0.14221758
2.385,0.44238263,0.0057950541
2.3859999,0.42251834,-0.13119288
2.3870001,0.36129466,-0.2553367
2.388,0.26470524,-0.35448432
2.3889999,0.14220557,-0.41893071
2.3900001,0.0057872734,-0.44236773
2.391,-0.13119568,-0.42250177
2.392,-0.25533426,-0.36127806
2.3929999,-0.35447687,-0.26469022
2.3940001,-0.41891897,-0.14219357
2.395,-0.44235286,-0.0057794843
2.3959999,-0.4224852,0.1311985
2.3970001,-0.36126143,0.25533181
2.398,-0.26467514,0.35446942
2.3989999,-0.14218155,0.41890723
2.4000001,-0.0057716779,0.44233799
2.401,0.13120133,0.42246863
2.402,0.2553294,0.3612448
2.4030001,0.35446197,0.26466009
2.404,0.41889548,0.14216951
2.405,0.44232309,0.0057638488
2.4059999,0.42245209,-0.13120419
2.4070001,0.36122817,-0.25532699
2.408,0.26464501,-0.35445455
2.4089999,0.14215747,-0.41888377
2.4100001,0.0057560056,-0.44230825
2.411,-0.13120705,-0.42243552
2.4119999,-0.2553246,-0.36121154
2.4130001,-0.35444716,-0.26462993
2.414,-0.41887209,-0.14214541
2.415,-0.44229341,-0.0057481546
2.4159999,-0.42241898,0.13120994
2.4170001,-0.36119491,0.25532225
2.418,-0.26461485,0.35443977
2.4189999,-0.14213334,0.41886041
2.4200001,-0.0057402859,0.44227853
2.421,0.13121283,0.42240244
2.4219999,0.25531989,0.36117825
2.4230001,0.35443237,0.26459974
2.424,0.41884872,0.14212126
2.425,0.44226369,0.0057323943
2.4260001,0.42238587,-0.13121575
2.427,0.36116162,-0.25531754
2.428,0.26458463,-0.35442504
2.4289999,0.14210916,-0.41883704
2.4300001,0.0057244892,-0.44224888
2.431,-0.1312187,-0.42236936
2.4319999,-0.25531524,-0.36114499
2.4330001,-0.35441768,-0.26456952
2.434,-0.41882542,-0.14209706
2.4349999,-0.44223407,-0.0057165758
2.4360001,-0.42235282,0.13122165
2.437,-0.36112833,0.25531295
2.438,-0.26455441,0.35441038
2.4389999,-0.14208494,0.41881377
2.4400001,-0.0057086451,0.44221926
2.441,0.13122462,0.42233628
2.4419999,0.25531065,0.3611117
2.4430001,0.35440305,0.26453927
2.444,0.41880214,0.1420728
2.4449999,0.44220445,0.0057006921
2.4460001,0.42231974,-0.13122761
2.447,0.36109504,-0.25530839
2.448,0.26452413,-0.35439575
2.4489999,0.14206065,-0.41879052
2.45,0.0056927251,-0.44218966
2.451,-0.13123062,-0.4223032
2.4519999,-0.25530615,-0.36107838
2.4530001,-0.35438848,-0.26450899
2.454,-0.41877893,-0.14204851
2.4549999,-0.44217488,-0.0056847497
2.4560001,-0.42228669,0.13123363
2.457,-0.36106175,0.25530392
2.4579999,-0.26449385,0.35438123
2.4590001,-0.14203633,0.41876733
2.46,-0.0056767575,0.4421601
2.461,0.13123667,0.42227015
2.4619999,0.25530171,0.36104506
2.4630001,0.35437396,0.26447868
2.464,0.41875577,0.14202414
2.4649999,0.44214532,0.0056687426
2.4660001,0.42225361,-0.13123974
2.467,0.3610284,-0.25529951
2.4679999,0.26446351,-0.35436675
2.4690001,0.14201196,-0.41874421
2.47,0.0056607137,-0.44213057
2.471,-0.13124281,-0.4222371
2.4719999,-0.25529733,-0.36101177
2.473,-0.35435954,-0.26444834
2.474,-0.41873267,-0.14199975
2.4749999,-0.44211581,-0.0056526763
2.4760001,-0.42222059,0.13124591
2.477,-0.36099511,0.25529519
2.4779999,-0.26443315,0.35435233
2.4790001,-0.14198755,0.41872111
2.48,-0.0056446218,0.44210106
2.4809999,0.13124901,0.42220408
2.4820001,0.25529304,0.36097842
2.483,0.35434514,0.26441798
2.484,0.41870961,0.14197531
2.4849999,0.44208634,0.0056365444
2.4860001,0.42218757,-0.13125214
2.487,0.36096177,-0.25529093
2.4879999,0.26440278,-0.35433799
2.4890001,0.14196306,-0.4186981
2.49,0.005628454,-0.44207162
2.4909999,-0.1312553,-0.42217106
2.4920001,-0.25528881,-0.36094511
2.493,-0.35433084,-0.26438758
2.494,-0.4186866,-0.14195082
2.4949999,-0.44205689,-0.0056203548
2.4960001,-0.42215458,0.13125844
2.497,-0.36092845,0.25528672
2.4979999,-0.26437235,0.35432369
2.4990001,-0.14193855,0.41867512
2.5,-0.0056122383,0.44204217
2.5009999,0.13126163,0.42213807
2.5020001,0.25528464,0.36091176
2.503,0.35431656,0.26435712
2.5039999,0.41866365,0.14192627
2.5050001,0.44202748,0.0056040995
2.506,0.42212155,-0.13126482
2.507,0.36089507,-0.25528261
2.5079999,0.26434189,-0.35430947
2.5090001,0.14191398,-0.41865218
2.51,0.0055959472,-0.44201279
2.5109999,-0.13126804,-0.42210507
2.5120001,-0.25528055,-0.36087841
2.513,-0.35430238,-0.26432666
2.5139999,-0.41864073,-0.14190169
2.5150001,-0.44199809,-0.0055877864
2.516,-0.42208859,0.13127127
2.517,-0.36086172,0.25527856
2.5179999,-0.26431143,0.35429531
2.5190001,-0.14188938,0.41862932
2.52,-0.0055796085,0.44198343
2.5209999,0.13127452,0.42207211
2.5220001,0.25527653,0.36084503
2.523,0.35428825,0.26429617
2.5239999,0.41861787,0.14187704
2.5250001,0.44196874,0.0055714082
2.526,0.42205563,-0.13127778
2.527,0.36082834,-0.25527456
2.5280001,0.26428092,-0.35428122
2.529,0.1418647,-0.41860649
2.53,0.0055631944,-0.44195411
2.5309999,-0.13128108,-0.42203915
2.5320001,-0.2552726,-0.36081165
2.533,-0.35427421,-0.26426566
2.5339999,-0.41859511,-0.14185236
2.5350001,-0.44193944,-0.0055549722
2.536,-0.42202267,0.13128437
2.5369999,-0.36079499,0.25527063
2.5380001,-0.2642504,0.35426718
2.539,-0.14184001,0.41858369
2.54,-0.0055467333,0.44192481
2.5409999,0.13128768,0.42200619
2.5420001,0.25526869,0.36077827
2.543,0.35426021,0.26423511
2.5439999,0.41857234,0.14182763
2.5450001,0.44191015,0.005538472
2.546,0.42198974,-0.13129102
2.5469999,0.36076158,-0.25526679
2.5480001,0.26421982,-0.35425323
2.549,0.14181525,-0.41856098
2.55,0.0055301967,-0.44189554
2.5510001,-0.13129437,-0.42197326
2.552,-0.25526491,-0.36074489
2.553,-0.35424626,-0.26420453
2.5539999,-0.41854966,-0.14180285
2.5550001,-0.44188094,-0.0055219135
2.556,-0.42195681,0.13129774
2.5569999,-0.3607282,0.25526303
2.5580001,-0.26418924,0.35423931
2.559,-0.14179045,0.4185383
2.5599999,-0.0055136136,0.44186634
2.5610001,0.13130112,0.42194036
2.562,0.25526115,0.36071149
2.563,0.3542324,0.26417392
2.5639999,0.41852698,0.14177802
2.5650001,0.44185171,0.0055052913
2.566,0.42192391,-0.13130453
2.5669999,0.3606948,-0.25525931
2.5680001,0.26415861,-0.35422549
2.569,0.14176558,-0.41851568
2.5699999,0.005496955,-0.44183713
2.5710001,-0.13130796,-0.42190745
2.572,-0.25525749,-0.36067811
2.573,-0.3542186,-0.26414329
2.5739999,-0.41850442,-0.14175315
2.575,-0.44182256,-0.0054886104
2.576,-0.421891,0.13131139
2.5769999,-0.36066139,0.25525567
2.5780001,-0.26412797,0.35421172
2.579,-0.14174069,0.41849312
2.5799999,-0.0054802485,0.44180799
2.5810001,0.13131484,0.42187455
2.582,0.25525388,0.3606447
2.5829999,0.35420483,0.26411262
2.5840001,0.41848186,0.14172822
2.585,0.44179341,0.0054718647
2.586,0.4218581,-0.13131832
2.5869999,0.36062798,-0.25525212
2.5880001,0.26409727,-0.35419798
2.589,0.14171574,-0.41847062
2.5899999,0.0054634674,-0.44177887
2.5910001,-0.1313218,-0.42184168
2.592,-0.25525036,-0.36061129
2.5929999,-0.35419115,-0.26408193
2.5940001,-0.41845939,-0.14170325
2.595,-0.44176432,-0.0054550618
2.596,-0.42182526,0.13132532
2.5969999,-0.36059457,0.25524864
2.598,-0.26406658,0.35418436
2.599,-0.14169076,0.41844815
2.5999999,-0.0054466389,0.44174978
2.6010001,0.13132884,0.42180881
2.602,0.25524691,0.36057785
2.6029999,0.35417753,0.2640512
2.6040001,0.41843694,0.14167823
2.605,0.44173524,0.0054381941
2.6059999,0.42179239,-0.13133238
2.6070001,0.36056113,-0.25524518
2.608,0.26403582,-0.35417077
2.609,0.14166571,-0.41842574
2.6099999,0.0054297359,-0.44172072
2.6110001,-0.13133594,-0.42177597
2.612,-0.25524351,-0.36054441
2.6129999,-0.354164,-0.26402044
2.6140001,-0.41841456,-0.14165318
2.615,-0.44170624,-0.0054212692
2.6159999,-0.42175958,0.13133952
2.6170001,-0.36052769,0.25524184
2.618,-0.26400506,0.35415724
2.619,-0.14164063,0.41840339
2.6199999,-0.0054127858,0.44169173
2.6210001,0.1313431,0.42174315
2.622,0.25524017,0.36051098
2.6229999,0.3541505,0.26398966
2.6240001,0.41839221,0.14162806
2.625,0.44167721,0.0054042805
2.6259999,0.42172673,-0.13134672
2.6270001,0.36049426,-0.25523856
2.628,0.26397428,-0.3541438
2.6289999,0.14161548,-0.41838107
2.6300001,0.0053957612,-0.44166273
2.631,-0.13135035,-0.42171034
2.632,-0.25523695,-0.36047754
2.6329999,-0.35413709,-0.26395887
2.6340001,-0.41836995,-0.1416029
2.635,-0.44164827,-0.005387234
2.6359999,-0.42169395,0.13135399
2.6370001,-0.36046082,0.25523534
2.638,-0.26394346,0.35413042
2.6389999,-0.14159031,0.41835883
2.6400001,-0.0053786905,0.44163379
2.641,0.13135764,0.42167753
2.642,0.25523376,0.36044407
2.6429999,0.35412374,0.26392803
2.6440001,0.41834772,0.14157769
2.645,0.44161934,0.0053701242
2.6459999,0.42166114,-0.13136132
2.6470001,0.36042735,-0.25523219
2.648,0.26391259,-0.3541171
2.6489999,0.14156507,-0.41833663
2.6500001,0.0053615449,-0.44160488
2.651,-0.13136503,-0.42164475
2.652,-0.25523064,-0.3604106
2.6530001,-0.35411045,-0.26389718
2.654,-0.41832554,-0.14155245
2.655,-0.44159046,-0.0053529572
2.6559999,-0.42162836,0.13136874
2.6570001,-0.36039388,0.25522912
2.658,-0.26388174,0.35410383
2.6589999,-0.14153981,0.41831449
2.6600001,-0.0053443536,0.44157603
2.661,0.13137247,0.42161196
2.6619999,0.2552276,0.36037713
2.6630001,0.35409722,0.26386628
2.664,0.4183034,0.14152715
2.665,0.44156161,0.0053357272
2.6659999,0.4215956,-0.13137621
2.6670001,0.36036041,-0.25522611
2.668,0.26385081,-0.35409063
2.6689999,0.14151448,-0.41829237
2.6700001,0.0053270869,-0.44154719
2.671,-0.13137998,-0.42157921
2.6719999,-0.25522465,-0.36034366
2.6730001,-0.35408407,-0.26383537
