"Time","smeeM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smeeM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
16.216999,-0.35280967,0.28603461
16.218,-0.24715494,0.38106146
16.219,-0.11730561,0.43878892
16.219999,0.024028176,0.45356575
16.221001,0.16301194,0.42394492
16.222,0.28604102,0.35282522
16.223,0.38107234,0.24716774
16.224001,0.43880326,0.11731442
16.225,0.45358211,-0.024024222
16.226,0.42396167,-0.16301322
16.226999,0.35284075,-0.28604743
16.228001,0.24718054,-0.38108322
16.229,0.11732323,-0.43881753
16.23,-0.024020253,-0.45359841
16.231001,-0.16301449,-0.42397842
16.232,-0.28605381,-0.35285628
16.233,-0.3810941,-0.24719335
16.233999,-0.43883184,-0.11733206
16.235001,-0.45361474,0.024016274
16.236,-0.42399517,0.16301575
16.237,-0.35287184,0.28606018
16.238001,-0.24720617,0.38110495
16.239,-0.11734091,0.43884611
16.24,0.024012277,0.45363107
16.240999,0.16301699,0.42401192
16.242001,0.28606653,0.35288739
16.243,0.38111579,0.24721901
16.243999,0.43886042,0.11734977
16.245001,0.45364738,-0.024008254
16.246,0.42402869,-0.1630182
16.247,0.35290298,-0.28607285
16.247999,0.24723186,-0.38112661
16.249001,0.11735865,-0.43887466
16.25,-0.024004217,-0.45366368
16.250999,-0.16301939,-0.42404544
16.252001,-0.28607917,-0.35291854
16.253,-0.38113743,-0.24724472
16.254,-0.43888891,-0.11736753
16.254999,-0.45367998,0.02400017
16.256001,-0.42406219,0.16302058
16.257,-0.35293409,0.28608546
16.257999,-0.24725758,0.38114825
16.259001,-0.11737643,0.43890318
16.26,0.023996102,0.45369628
16.261,0.16302174,0.42407897
16.261999,0.28609174,0.35294968
16.263,0.38115904,0.24727046
16.264,0.43891743,0.11738536
16.264999,0.45371258,-0.023992011
16.266001,0.42409575,-0.16302289
16.267,0.3529653,-0.28609803
16.268,0.24728337,-0.38116983
16.268999,0.11739429,-0.43893164
16.27,-0.023987906,-0.45372888
16.271,-0.16302401,-0.4241125
16.271999,-0.28610426,-0.35298088
16.273001,-0.38118055,-0.24729626
16.274,-0.43894586,-0.11740324
16.275,-0.45374516,0.023983791
16.275999,-0.42412925,0.16302513
16.277,-0.35299647,0.28611049
16.278,-0.24730918,0.38119131
16.278999,-0.11741219,0.43896008
16.280001,0.023979655,0.45376146
16.281,0.16302623,0.42414603
16.282,0.28611672,0.35301208
16.283001,0.38120207,0.24732211
16.284,0.43897426,0.11742118
16.285,0.45377776,-0.023975495
16.285999,0.42416281,-0.1630273
16.287001,0.3530277,-0.28612292
16.288,0.24733505,-0.38121277
16.289,0.11743018,-0.43898845
16.290001,-0.023971323,-0.453794
16.291,-0.16302836,-0.42417955
16.292,-0.28612912,-0.35304332
16.292999,-0.38122347,-0.24734798
16.294001,-0.43900263,-0.11743918
16.295,-0.45381027,0.023967139
16.296,-0.42419633,0.1630294
16.297001,-0.35305893,0.28613529
16.298,-0.24736094,0.38123417
16.299,-0.1174482,0.43901682
16.299999,0.023962935,0.45382655
16.301001,0.16303043,0.42421311
16.302,0.28614143,0.35307458
16.302999,0.38124487,0.24737392
16.304001,0.43903098,0.11745725
16.305,0.45384282,-0.023958707
16.306,0.42422989,-0.16303143
16.306999,0.35309023,-0.28614756
16.308001,0.2473869,-0.38125554
16.309,0.1174663,-0.43904513
16.309999,-0.023954466,-0.45385906
16.311001,-0.16303241,-0.42424664
16.312,-0.28615367,-0.35310587
16.313,-0.38126618,-0.2473999
16.313999,-0.43905929,-0.11747537
16.315001,-0.45387533,0.023950215
16.316,-0.42426342,0.16303338
16.316999,-0.35312152,0.28615978
16.318001,-0.24741289,0.38127682
16.319,-0.11748445,0.43907341
16.32,0.023945943,0.45389158
16.320999,0.16303435,0.4242802
16.322001,0.28616589,0.3531372
16.323,0.38128746,0.24742591
16.323999,0.43908754,0.11749355
16.325001,0.45390782,-0.023941647
16.326,0.42429698,-0.16303527
16.327,0.35315287,-0.28617194
16.327999,0.24743894,-0.38129807
16.329,0.11750267,-0.43910167
16.33,-0.023937339,-0.45392406
16.330999,-0.1630362,-0.42431375
16.332001,-0.28617799,-0.35316852
16.333,-0.38130865,-0.24745198
16.334,-0.43911576,-0.11751179
16.334999,-0.4539403,0.023933018
16.336,-0.42433053,0.16303709
16.337,-0.35318419,0.28618404
16.337999,-0.24746501,0.38131922
16.339001,-0.11752093,0.43912986
16.34,0.02392868,0.45395651
16.341,0.16303799,0.42434731
16.341999,0.28619006,0.3531999
16.343,0.3813298,0.24747808
16.344,0.43914396,0.11753009
16.344999,0.45397276,-0.023924315
16.346001,0.42436409,-0.16303885
16.347,0.35321561,-0.28619608
16.348,0.24749117,-0.38134035
16.349001,0.11753926,-0.43915802
16.35,-0.023919938,-0.45398897
16.351,-0.16303968,-0.42438087
16.351999,-0.28620204,-0.35323128
16.353001,-0.3813509,-0.24750423
16.354,-0.43917209,-0.11754844
16.355,-0.45400518,0.02391555
16.356001,-0.42439765,0.16304052
16.357,-0.35324699,0.28620803
16.358,-0.24751733,0.38136145
16.358999,-0.11755764,0.43918616
16.360001,0.023911143,0.45402139
16.361,0.16304134,0.42441443
16.362,0.28621399,0.35326269
16.363001,0.38137197,0.24753045
16.364,0.43920022,0.11756686
16.365,0.45403764,-0.023906711
16.365999,0.4244312,-0.16304213
16.367001,0.35327843,-0.28621992
16.368,0.24754356,-0.38138247
16.368999,0.11757609,-0.43921423
16.370001,-0.023902265,-0.45405382
16.371,-0.1630429,-0.42444798
16.372,-0.28622586,-0.35329413
16.372999,-0.38139296,-0.24755667
16.374001,-0.43922827,-0.11758533
16.375,-0.45407,0.02389781
16.375999,-0.42446476,0.16304366
16.377001,-0.35330987,0.28623176
16.378,-0.24756981,0.38140342
16.379,-0.11759459,0.4392423
16.379999,0.023893334,0.45408621
16.381001,0.16304442,0.42448157
16.382,0.28623766,0.35332561
16.382999,0.38141391,0.24758296
16.384001,0.43925631,0.11760387
16.385,0.45410243,-0.023888836
16.386,0.42449835,-0.16304514
16.386999,0.35334137,-0.28624353
16.388,0.24759613,-0.38142434
16.389,0.11761316,-0.43927032
16.389999,-0.023884321,-0.45411858
16.391001,-0.16304584,-0.42451513
16.392,-0.28624937,-0.35335711
16.393,-0.38143477,-0.24760929
16.393999,-0.43928429,-0.11762246
16.395,-0.45413476,0.023879798
16.396,-0.42453191,0.16304654
16.396999,-0.35337284,0.28625521
16.398001,-0.24762246,0.3814452
16.399,-0.11763178,0.43929827
16.4,0.023875255,0.45415094
16.400999,0.16304721,0.42454872
16.402,0.28626105,0.35338861
16.403,0.3814556,0.24763566
16.403999,0.43931225,0.11764111
16.405001,0.45416713,-0.023870688
16.406,0.42456549,-0.16304787
16.407,0.3534044,-0.28626686
16.408001,0.24764886,-0.381466
16.409,0.11765046,-0.4393262
16.41,-0.023866106,-0.45418328
16.410999,-0.16304849,-0.4245823
16.412001,-0.28627264,-0.35342017
16.413,-0.38147637,-0.24766207
16.414,-0.43934014,-0.11765982
16.415001,-0.45419943,0.023861516
16.416,-0.42459908,0.16304912
16.417,-0.35343593,0.28627843
16.417999,-0.2476753,0.38148674
16.419001,-0.11766919,0.43935412
16.42,0.023856904,0.45421559
16.421,0.16304973,0.42461589
16.422001,0.28628418,0.35345173
16.423,0.38149709,0.24768853
16.424,0.43936804,0.1176786
16.424999,0.45423177,-0.02385227
16.426001,0.42463267,-0.16305031
16.427,0.35346752,-0.2862899
16.427999,0.24770178,-0.38150743
16.429001,0.117688,-0.43938196
16.43,-0.023847621,-0.45424789
16.431,-0.16305086,-0.42464945
16.431999,-0.28629562,-0.35348329
16.433001,-0.38151774,-0.24771503
16.434,-0.43939587,-0.11769742
16.434999,-0.45426404,0.023842962
16.436001,-0.42466626,0.16305143
16.437,-0.35349911,0.28630134
16.438,-0.2477283,0.38152805
16.438999,-0.11770685,0.43940979
16.440001,0.023838283,0.45428017
16.441,0.16305196,0.42468306
16.441999,0.28630704,0.35351491
16.443001,0.38153836,0.24774158
16.444,0.43942368,0.1177163
16.445,0.45429632,-0.023833582
16.445999,0.42469984,-0.16305247
16.447001,0.35353073,-0.2863127
16.448,0.24775487,-0.38154864
16.448999,0.11772577,-0.43943754
16.450001,-0.023828866,-0.45431244
16.451,-0.16305296,-0.42471662
16.452,-0.28631836,-0.35354656
16.452999,-0.3815589,-0.24776816
16.454,-0.43945143,-0.11773524
16.455,-0.45432854,0.023824139
16.455999,-0.42473343,0.16305344
16.457001,-0.35356238,0.28632402
16.458,-0.24778149,0.38156915
16.459,-0.11774474,0.43946528
16.459999,0.023819393,0.45434466
16.461,0.1630539,0.42475024
16.462,0.28632966,0.35357821
16.462999,0.3815794,0.24779481
16.464001,0.43947914,0.11775425
16.465,0.45436078,-0.023814622
16.466,0.42476702,-0.16305435
16.466999,0.35359406,-0.28633526
16.468,0.24780814,-0.38158962
16.469,0.11776377,-0.43949297
16.469999,-0.023809839,-0.45437691
16.471001,-0.16305476,-0.42478383
16.472,-0.28634083,-0.35360989
16.473,-0.38159981,-0.24782148
16.474001,-0.4395068,-0.1177733
16.475,-0.454393,0.023805045
16.476,-0.4248006,0.16305518
16.476999,-0.35362574,0.28634641
16.478001,-0.24783483,0.38161004
16.479,-0.11778285,0.43952063
16.48,0.023800232,0.45440909
16.481001,0.16305557,0.42481741
16.482,0.28635198,0.3536416
16.483,0.38162023,0.2478482
16.483999,0.43953446,0.11779243
16.485001,0.45442519,-0.023795394
16.486,0.42483422,-0.16305594
16.487,0.35365745,-0.28635752
16.488001,0.24786158,-0.38163039
16.489,0.11780201,-0.43954825
16.49,-0.023790542,-0.45444128
16.490999,-0.1630563,-0.424851
16.492001,-0.28636304,-0.35367334
16.493,-0.38164052,-0.24787495
16.493999,-0.43956205,-0.1178116
16.495001,-0.45445734,0.023785681
16.496,-0.42486781,0.16305664
16.497,-0.35368919,0.28636855
16.497999,-0.24788834,0.38165069
16.499001,-0.1178212,0.43957582
16.5,0.0237808,0.45447344
16.500999,0.16305695,0.42488462
16.502001,0.28637406,0.35370508
16.503,0.38166082,0.24790175
16.504,0.43958962,0.11783084
16.504999,0.4544895,-0.023775896
16.506001,0.42490143,-0.16305727
16.507,0.35372096,-0.28637952
16.507999,0.24791518,-0.38167092
16.509001,0.11784048,-0.43960336
16.51,-0.023770977,-0.45450556
16.511,-0.16305754,-0.4249182
16.511999,-0.28638497,-0.35373685
16.513,-0.38168103,-0.2479286
16.514,-0.43961713,-0.11785012
16.514999,-0.45452163,0.023766048
16.516001,-0.42493498,0.16305782
16.517,-0.35375276,0.28639042
16.518,-0.24794203,0.3816911
16.518999,-0.11785979,0.43963087
16.52,0.023761099,0.45453769
16.521,0.16305807,0.42495182
16.521999,0.28639585,0.35376865
16.523001,0.38170117,0.24795549
16.524,0.4396446,0.11786947
16.525,0.45455375,-0.023756128
16.525999,0.4249686,-0.1630583
16.527,0.35378456,-0.28640127
16.528,0.24796896,-0.38171124
16.528999,0.11787917,-0.43965831
16.530001,-0.023751142,-0.45456979
16.531,-0.1630585,-0.42498541
16.532,-0.28640664,-0.35380048
16.533001,-0.38172126,-0.24798241
16.534,-0.43967202,-0.11788888
16.535,-0.45458582,0.023746146
16.535999,-0.42500222,0.16305871
16.537001,-0.35381639,0.28641203
16.538,-0.2479959,0.3817313
16.539,-0.1178986,0.43968573
16.540001,0.023741132,0.45460185
16.541,0.16305889,0.42501903
16.542,0.28641739,0.3538323
16.542999,0.38174132,0.2480094
16.544001,0.43969944,0.11790834
16.545,0.45461789,-0.023736091
16.546,0.42503583,-0.16305906
16.547001,0.35384825,-0.28642273
16.548,0.2480229,-0.38175133
16.549,0.1179181,-0.43971312
16.549999,-0.023731038,-0.45463392
16.551001,-0.16305919,-0.42505261
16.552,-0.28642806,-0.35386416
16.552999,-0.38176131,-0.2480364
16.554001,-0.43972677,-0.11792786
16.555,-0.45464993,0.023725975
16.556,-0.42506942,0.16305932
16.556999,-0.35388011,0.28643337
16.558001,-0.24804991,0.3817713
16.559,-0.11793764,0.43974045
16.559999,0.023720894,0.45466596
16.561001,0.16305944,0.42508623
16.562,0.28643867,0.35389608
16.563,0.38178125,0.24806346
16.563999,0.4397541,0.11794744
16.565001,0.45468196,-0.023715787
16.566,0.42510304,-0.16305952
16.566999,0.35391203,-0.28644392
16.568001,0.24807701,-0.38179117
16.569,0.11795725,-0.43976772
16.57,-0.023710666,-0.45469797
16.570999,-0.16305959,-0.42511982
16.572001,-0.28644919,-0.35392797
16.573,-0.3818011,-0.24809055
16.573999,-0.43978137,-0.11796707
16.575001,-0.45471394,0.023705536
16.576,-0.42513663,0.16305965
16.577,-0.35394394,0.28645444
16.577999,-0.24810411,0.38181102
16.579,-0.1179769,0.43979499
16.58,0.023700386,0.45472994
16.580999,0.1630597,0.42515343
16.582001,0.28645965,0.35395992
16.583,0.38182095,0.2481177
16.584,0.43980861,0.11798676
16.584999,0.45474595,-0.023695214
16.586,0.42517024,-0.16305971
16.587,0.35397589,-0.28646487
16.587999,0.24813128,-0.38183081
16.589001,0.11799663,-0.4398222
16.59,-0.023690026,-0.45476192
16.591,-0.16305971,-0.42518702
16.591999,-0.28647006,-0.35399187
16.593,-0.38184068,-0.24814487
16.594,-0.43983579,-0.11800651
16.594999,-0.4547779,0.023684829
16.596001,-0.42520383,0.16305971
16.597,-0.35400784,0.28647524
16.598,-0.24815847,0.38185054
16.599001,-0.1180164,0.43984935
16.6,0.023679612,0.45479387
16.601,0.16305968,0.42522064
16.601999,0.2864804,0.35402384
16.603001,0.38186041,0.24817209
16.604,0.43986294,0.11802632
16.605,0.45480984,-0.023674373
16.606001,0.42523745,-0.16305962
16.607,0.35403985,-0.28648555
16.608,0.24818572,-0.38187024
16.608999,0.11803625,-0.4398765
16.610001,-0.023669118,-0.45482579
16.611,-0.16305955,-0.42525423
16.612,-0.28649065,-0.35405585
16.613001,-0.38188004,-0.24819936
16.614,-0.43989003,-0.11804618
16.615,-0.45484173,0.023663854
16.615999,-0.42527103,0.16305947
16.617001,-0.35407183,0.28649577
16.618,-0.24821299,0.38188985
16.618999,-0.11805613,0.43990359
16.620001,0.023658572,0.45485771
16.621,0.16305937,0.42528784
16.622,0.28650087,0.35408786
16.622999,0.38189965,0.24822666
16.624001,0.43991712,0.1180661
16.625,0.45487365,-0.023653265
16.625999,0.42530465,-0.16305925
16.627001,0.35410389,-0.28650594
16.628,0.24824032,-0.3819094
16.629,0.11807609,-0.43993062
16.629999,-0.023647944,-0.45488957
16.631001,-0.16305912,-0.42532143
16.632,-0.286511,-0.3541199
16.632999,-0.38191918,-0.248254
16.634001,-0.43994412,-0.11808607
16.635,-0.45490551,0.023642613
16.636,-0.42533824,0.16305897
16.636999,-0.35413593,0.28651604
16.638,-0.24826768,0.38192892
16.639,-0.11809608,0.43995762
16.639999,0.023637263,0.45492142
16.641001,0.16305879,0.42535505
16.642,0.28652108,0.35415196
16.643,0.38193864,0.24828139
16.643999,0.43997112,0.11810611
16.645,0.45493737,-0.023631889
16.646,0.42537186,-0.16305859
16.646999,0.354168,-0.28652608
16.648001,0.2482951,-0.38194835
16.649,0.11811615,-0.43998459
16.65,-0.023626501,-0.45495328
16.650999,-0.16305839,-0.42538863
16.652,-0.28653106,-0.35418403
16.653,-0.38195807,-0.24830881
16.653999,-0.43999803,-0.11812619
16.655001,-0.45496917,0.023621103
16.656,-0.42540544,0.16305816
16.657,-0.35420007,0.28653604
16.658001,-0.24832255,0.38196775
16.659,-0.11813626,0.4400115
16.66,0.023615686,0.45498508
16.660999,0.16305792,0.42542225
16.662001,0.28654099,0.35421613
16.663,0.38197744,0.24833629
16.664,0.44002494,0.11814635
16.665001,0.455001,-0.023610247
16.666,0.42543906,-0.16305767
16.667,0.35423219,-0.28654593
16.667999,0.24835004,-0.38198709
16.669001,0.11815644,-0.44003835
16.67,-0.023604792,-0.45501688
16.671,-0.16305739,-0.42545584
16.672001,-0.28655085,-0.35424826
16.673,-0.38199672,-0.24836379
16.674,-0.44005179,-0.11816654
16.674999,-0.45503277,0.023599327
16.676001,-0.42547265,0.16305709
16.677,-0.35426432,0.28655577
16.677999,-0.24837755,0.38200635
16.679001,-0.11817666,0.44006521
16.68,0.023593845,0.45504865
16.681,0.16305678,0.42548946
16.681999,0.28656065,0.35428041
16.683001,0.38201597,0.24839135
16.684,0.44007862,0.1181868
16.684999,0.45506454,-0.023588337
16.686001,0.42550626,-0.16305645
16.687,0.35429651,-0.28656554
16.688,0.24840513,-0.38202557
16.688999,0.11819695,-0.440092
16.690001,-0.023582816,-0.45508039
16.691,-0.16305609,-0.42552304
16.691999,-0.28657037,-0.35431257
16.693001,-0.38203517,-0.24841893
16.694,-0.44010535,-0.11820711
16.695,-0.45509624,0.023577286
16.695999,-0.42553982,0.16305573
16.697001,-0.35432866,0.28657523
16.698,-0.24843273,0.38204473
16.698999,-0.11821729,0.44011873
16.700001,0.023571737,0.45511213
16.701,0.16305536,0.42555663
16.702,0.28658006,0.35434476
16.702999,0.3820543,0.24844655
16.704,0.44013211,0.11822748
16.705,0.45512798,-0.023566164
16.705999,0.42557344,-0.16305494
16.707001,0.35436088,-0.28658485
16.708,0.24846038,-0.38206384
16.709,0.11823769,-0.44014543
16.709999,-0.023560576,-0.45514381
16.711,-0.16305453,-0.42559022
16.712,-0.28658965,-0.35437697
16.712999,-0.38207334,-0.24847421
16.714001,-0.44015878,-0.1182479
16.715,-0.45515966,0.023554979
16.716,-0.42560703,0.16305409
16.716999,-0.35439306,0.28659442
16.718,-0.24848805,0.38208288
16.719,-0.11825814,0.44017211
16.719999,0.023549363,0.45517549
16.721001,0.16305365,0.42562383
16.722,0.28659919,0.35440919
16.723,0.38209239,0.24850193
16.724001,0.44018543,0.11826839
16.725,0.45519131,-0.023543723
16.726,0.42564061,-0.16305317
16.726999,0.35442531,-0.28660393
16.728001,0.2485158,-0.38210186
16.729,0.11827866,-0.44019872
16.73,-0.02353807,-0.45520714
16.731001,-0.16305268,-0.42565742
16.732,-0.28660864,-0.35444143
16.733,-0.38211131,-0.24852967
16.733999,-0.44021201,-0.11828893
16.735001,-0.45522296,0.023532405
16.736,-0.4256742,0.16305217
16.737,-0.35445756,0.28661335
16.738001,-0.24854356,0.38212079
16.739,-0.11829922,0.4402253
16.74,0.023526724,0.45523876
16.740999,0.16305165,0.42569101
16.742001,0.28661802,0.35447371
16.743,0.38213024,0.24855746
16.743999,0.4402386,0.11830952
16.745001,0.45525458,-0.023521019
16.746,0.42570782,-0.16305111
16.747,0.35448983,-0.2866227
16.747999,0.24857138,-0.38213965
16.749001,0.11831984,-0.44025183
16.75,-0.023515299,-0.45527038
16.750999,-0.16305055,-0.4257246
16.752001,-0.28662735,-0.35450599
16.753,-0.38214907,-0.24858528
16.754,-0.44026509,-0.11833017
16.754999,-0.45528618,0.023509568
16.756001,-0.42574137,0.16304998
16.757,-0.35452214,0.286632
16.757999,-0.24859922,0.38215846
16.759001,-0.11834051,0.44027832
16.76,0.023503819,0.45530197
16.761,0.16304938,0.42575818
16.761999,0.28663662,0.35453829
16.763,0.38216785,0.24861316
16.764,0.44029155,0.11835087
16.764999,0.45531774,-0.023498049
16.766001,0.42577496,-0.16304877
16.767,0.35455444,-0.28664121
16.768,0.24862711,-0.3821772
16.768999,0.11836125,-0.44030476
16.77,-0.023492262,-0.4553335
16.771,-0.16304813,-0.42579174
16.771999,-0.2866458,-0.3545706
16.773001,-0.38218656,-0.24864106
16.774,-0.44031796,-0.11837163
16.775,-0.45534927,0.023486465
16.775999,-0.42580855,0.16304749
16.777,-0.35458678,0.28665036
16.778,-0.24865502,0.38219592
16.778999,-0.11838203,0.44033116
16.780001,0.023480652,0.45536506
16.781,0.16304684,0.42582533
16.782,0.28665492,0.35460296
16.783001,0.38220525,0.24866901
16.784,0.44034436,0.11839245
16.785,0.45538083,-0.023474813
16.785999,0.42584214,-0.16304615
16.787001,0.35461915,-0.28665945
16.788,0.24868299,-0.38221455
16.789,0.11840288,-0.44035754
16.790001,-0.02346896,-0.45539656
16.791,-0.16304544,-0.42585891
16.792,-0.28666398,-0.3546353
16.792999,-0.38222384,-0.24869698
16.794001,-0.44037068,-0.11841331
16.795,-0.4554123,0.023463098
16.796,-0.42587569,0.16304472
16.797001,-0.35465151,0.28666848
16.798,-0.24871099,0.38223311
16.799,-0.11842377,0.44038385
16.799999,0.023457218,0.45542803
16.801001,0.16304399,0.42589247
16.802,0.28667298,0.35466769
16.802999,0.38224238,0.24872501
16.804001,0.44039699,0.11843424
16.805,0.45544377,-0.023451315
16.806,0.42590928,-0.16304325
16.806999,0.35468391,-0.28667742
16.808001,0.24873903,-0.38225162
16.809,0.11844473,-0.44041014
16.809999,-0.023445398,-0.45545951
16.811001,-0.16304247,-0.42592606
16.812,-0.28668189,-0.35470009
16.813,-0.38226086,-0.24875307
16.813999,-0.44042325,-0.11845522
16.815001,-0.45547521,0.023439469
16.816,-0.42594284,0.16304168
16.816999,-0.3547163,0.2866863
16.818001,-0.24876711,0.3822701
16.819,-0.11846573,0.44043636
16.82,0.023433523,0.45549092
16.820999,0.16304088,0.42595962
16.822001,0.28669074,0.35473251
16.823,0.38227931,0.24878117
16.823999,0.44044945,0.11847626
16.825001,0.45550665,-0.023427553
16.826,0.4259764,-0.16304006
16.827,0.35474873,-0.28669512
16.827999,0.24879524,-0.38228849
16.829,0.1184868,-0.44046253
16.83,-0.023421569,-0.45552233
16.830999,-0.16303921,-0.42599317
16.832001,-0.2866995,-0.35476494
16.833,-0.38229766,-0.24880931
16.834,-0.44047561,-0.11849735
16.834999,-0.45553803,0.023415577
16.836,-0.42600995,0.16303836
16.837,-0.35478115,0.28670388
16.837999,-0.24882339,0.38230684
16.839001,-0.11850791,0.44048867
16.84,0.023409564,0.45555371
16.841,0.16303748,0.42602673
16.841999,0.28670824,0.35479739
16.843,0.38231599,0.24883749
16.844,0.44050175,0.11851849
16.844999,0.45556942,-0.023403529
16.846001,0.42604354,-0.16303658
16.847,0.35481364,-0.28671256
16.848,0.2488516,-0.38232511
16.849001,0.11852909,-0.44051477
16.85,-0.023397479,-0.45558506
16.851,-0.16303568,-0.42606029
16.851999,-0.28671688,-0.35482988
16.853001,-0.38233423,-0.24886569
16.854,-0.4405278,-0.11853969
16.855,-0.45560074,0.02339142
16.856001,-0.42607707,0.16303475
16.857,-0.35484612,0.28672117
16.858,-0.24887982,0.38234335
16.858999,-0.11855031,0.44054082
16.860001,0.023385342,0.45561641
16.861,0.16303381,0.42609385
16.862,0.28672546,0.35486236
16.863001,0.38235244,0.24889396
16.864,0.44055384,0.11856095
16.865,0.45563209,-0.02337924
16.865999,0.42611063,-0.16303284
16.867001,0.3548786,-0.28672972
16.868,0.2489081,-0.3823615
16.868999,0.11857159,-0.44056684
16.870001,-0.023373125,-0.45564771
16.871,-0.16303185,-0.4261274
16.872,-0.28673396,-0.35489488
16.872999,-0.38237056,-0.24892224
16.874001,-0.4405798,-0.11858225
16.875,-0.45566335,0.023366999
16.875999,-0.42614415,0.16303086
16.877001,-0.35491112,0.28673819
16.878,-0.2489364,0.38237962
16.879,-0.11859293,0.4405928
16.879999,0.023360856,0.455679
16.881001,0.16302985,0.42616093
16.882,0.28674242,0.35492739
16.882999,0.38238865,0.24895057
16.884001,0.44060576,0.11860362
16.885,0.45569465,-0.023354691
16.886,0.42617771,-0.16302881
16.886999,0.35494366,-0.28674659
16.888,0.24896476,-0.38239765
16.889,0.11861432,-0.44061869
16.889999,-0.023348508,-0.45571026
16.891001,-0.16302775,-0.42619446
16.892,-0.28675079,-0.35495993
16.893,-0.38240665,-0.24897894
16.893999,-0.44063163,-0.11862503
16.895,-0.45572588,0.023342319
16.896,-0.42621124,0.16302669
16.896999,-0.35497621,0.28675494
16.898001,-0.24899313,0.38241562
16.899,-0.11863576,0.44064459
16.9,0.023336111,0.45574149
16.900999,0.1630256,0.42622802
16.902,0.28675911,0.35499251
16.903,0.38242462,0.24900734
16.903999,0.4406575,0.1186465
16.905001,0.45575711,-0.023329878
16.906,0.4262448,-0.1630245
16.907,0.35500881,-0.28676322
16.908001,0.24902156,-0.38243356
16.909,0.11865726,-0.4406704
16.91,-0.023323633,-0.4557727
16.910999,-0.16302337,-0.42626154
16.912001,-0.28676733,-0.35502508
16.913,-0.3824425,-0.24903578
16.914,-0.44068331,-0.11866803
16.915001,-0.45578828,0.023317376
16.916,-0.42627829,0.16302224
16.917,-0.35504138,0.28677142
16.917999,-0.24905002,0.38245142
16.919001,-0.11867881,0.44069618
16.92,0.023311103,0.45580387
16.921,0.16302109,0.42629507
16.922001,0.2867755,0.35505769
16.923,0.38246036,0.24906427
16.924,0.44070908,0.11868961
16.924999,0.45581946,-0.023304805
16.926001,0.42631185,-0.16301991
16.927,0.35507399,-0.28677955
16.927999,0.24907853,-0.38246924
16.929001,0.11870042,-0.44072193
16.93,-0.023298495,-0.45583501
16.931,-0.16301872,-0.4263286
16.931999,-0.28678361,-0.35509029
16.933001,-0.38247812,-0.24909277
16.934,-0.44073477,-0.11871124
16.934999,-0.45585057,0.023292173
16.936001,-0.42634535,0.16301751
16.937,-0.35510659,0.28678763
16.938,-0.24910705,0.38248697
16.938999,-0.11872207,0.44074762
16.940001,0.023285834,0.45586616
16.941,0.16301629,0.4263621
16.941999,0.28679162,0.35512292
16.943001,0.38249585,0.24912134
16.944,0.44076046,0.11873293
16.945,0.45588171,-0.023279471
16.945999,0.42637888,-0.16301504
16.947001,0.35513926,-0.28679562
16.948,0.24913563,-0.38250467
16.948999,0.11874379,-0.44077328
16.950001,-0.023273094,-0.45589724
16.951,-0.16301377,-0.42639562
16.952,-0.28679958,-0.35515556
16.952999,-0.38251349,-0.24914993
16.954,-0.44078606,-0.11875466
16.955,-0.45591277,0.023266708
16.955999,-0.42641237,0.16301249
16.957001,-0.35517189,0.28680354
16.958,-0.24916424,0.38252231
16.959,-0.11876556,0.44079888
16.959999,0.023260305,0.45592833
16.961,0.16301121,0.42642912
16.962,0.28680751,0.35518822
16.962999,0.38253111,0.24917856
16.964001,0.44081166,0.11877646
16.965,0.45594385,-0.023253877
16.966,0.42644587,-0.16300988
16.966999,0.35520458,-0.28681141
16.968,0.24919289,-0.38253987
16.969,0.11878739,-0.44082442
16.969999,-0.023247434,-0.45595935
16.971001,-0.16300854,-0.42646262
16.972,-0.28681532,-0.35522091
16.973,-0.38254863,-0.24920721
16.974001,-0.44083717,-0.11879831
16.975,-0.45597488,0.023240982
16.976,-0.42647937,0.1630072
16.976999,-0.35523725,0.28681922
16.978001,-0.24922156,0.38255736
16.979,-0.11880925,0.44084993
16.98,0.023234513,0.45599037
16.981001,0.16300584,0.42649612
16.982,0.28682309,0.35525361
16.983,0.38256612,0.24923593
16.983999,0.44086269,0.11882021
16.985001,0.4560059,-0.023228021
16.986,0.42651287,-0.16300444
16.987,0.35526997,-0.28682694
16.988001,0.24925029,-0.38257483
16.989,0.11883119,-0.44087538
16.99,-0.023221513,-0.45602137
16.990999,-0.16300304,-0.42652959
16.992001,-0.28683078,-0.35528633
16.993,-0.38258353,-0.24926466
16.993999,-0.44088811,-0.11884216
16.995001,-0.45603687,0.023214998
16.996,-0.42654634,0.16300163
16.997,-0.35530266,0.2868346
16.997999,-0.24927904,0.3825922
16.999001,-0.11885316,0.4409008
17,0.023208464,0.45605233
17.000999,0.1630002,0.42656308
17.002001,0.28683841,0.35531905
17.003,0.38260087,0.24929343
17.004,0.44091353,0.11886418
17.004999,0.4560678,-0.023201907
17.006001,0.42657983,-0.16299874
17.007,0.35533541,-0.2868422
17.007999,0.24930784,-0.38260955
17.009001,0.11887521,-0.44092619
17.01,-0.023195336,-0.45608327
17.011,-0.16299726,-0.42659655
17.011999,-0.28684595,-0.35535178
