"Time","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmE.idq_sr[1]","loadInertiaM.phi","loadInertiaE.phi","loadInertiaM.w","smpmE.is[2]","vfController.x","smpmE.idq_sr[2]","smpmM.is[2]","smpmE.is[1]","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.is[1]","smpmE.idq_dr[1]","smpmE.idq_rr[2]","loadInertiaE.w"
1.2241,-0.42032623,-0.45902237,0.12927896,-67.162743,112.87551,112.8755,151.55392,110.5037,227.48273,97.269897,110.50069,-18.90769,-0.02266526,-18.907303,15.824348,-63.031498,151.55374
1.2242,-0.42411959,-0.45895889,0.11598857,-67.340248,112.89066,112.89066,151.54683,112.20947,227.51414,97.846817,112.20646,-22.365932,-0.022917908,-22.365534,15.919514,-63.299213,151.54663
1.2243,-0.42749304,-0.45889503,0.10258745,-67.518097,112.90582,112.90582,151.53987,113.83357,227.54556,98.422745,113.83064,-25.840494,-0.023171624,-25.84017,16.014626,-63.565113,151.53967
1.2244,-0.43044335,-0.4588308,0.08908888,-67.696281,112.92097,112.92097,151.53307,115.37351,227.57697,98.997643,115.37064,-29.328236,-0.023426399,-29.327965,16.109688,-63.829193,151.53287
1.2244999,-0.43296781,-0.45876616,0.075506218,-67.874817,112.93613,112.93612,151.5264,116.82687,227.60838,99.57151,116.82398,-32.82597,-0.023682225,-32.825668,16.204702,-64.091431,151.52621
1.2246,-0.43506405,-0.45870116,0.061852902,-68.053688,112.95128,112.95127,151.51987,118.1913,227.6398,100.14432,118.18829,-36.330452,-0.023939097,-36.330009,16.299673,-64.35183,151.51968
1.2247,-0.43672994,-0.45863578,0.04814237,-68.232918,112.96643,112.96642,151.5135,119.46449,227.67122,100.71604,119.46155,-39.838406,-0.024197008,-39.838032,16.394604,-64.610367,151.51331
1.2248,-0.43796408,-0.45857,0.034388203,-68.412498,112.98158,112.98158,151.50726,120.64423,227.70264,101.28667,120.64135,-43.346508,-0.02445595,-43.346203,16.489494,-64.867035,151.50708
1.2249,-0.43876541,-0.45850387,0.020604001,-68.59243,112.99673,112.99673,151.50117,121.72835,227.73405,101.85617,121.72549,-46.851395,-0.024715913,-46.851112,16.584351,-65.121826,151.50099
1.225,-0.43913323,-0.45843735,0.0068033887,-68.77272,113.01188,113.01188,151.49524,122.71477,227.76547,102.42455,122.71185,-50.34967,-0.024976892,-50.349285,16.679173,-65.374733,151.49506
1.2251,-0.43906727,-0.45837045,-0.0070000286,-68.953377,113.02703,113.02702,151.48944,123.60149,227.79689,102.99176,123.59853,-53.837906,-0.025238879,-53.837456,16.773966,-65.625748,151.48926
1.2252001,-0.43856767,-0.45830315,-0.020792637,-69.134399,113.04218,113.04218,151.48378,124.38659,227.82829,103.5578,124.38368,-57.312653,-0.025501866,-57.312271,16.868731,-65.874855,151.4836
1.2253,-0.43763509,-0.4582355,-0.034560811,-69.315788,113.05733,113.05732,151.47827,125.06821,227.85971,104.12266,125.06535,-60.770424,-0.025765846,-60.7701,16.96347,-66.122055,151.47809
1.2254,-0.43627062,-0.45816746,-0.048290957,-69.497543,113.07247,113.07247,151.4729,125.64462,227.89113,104.6863,125.64176,-64.207718,-0.026030811,-64.207375,17.058186,-66.367332,151.47272
1.2255,-0.43447575,-0.45809904,-0.06196953,-69.679672,113.08762,113.08762,151.46767,126.11414,227.92255,105.24873,126.11118,-67.621033,-0.026296753,-67.620491,17.152882,-66.610687,151.46748
1.2256,-0.43225217,-0.45803025,-0.075583063,-69.862175,113.10277,113.10276,151.46259,126.47521,227.95396,105.80991,126.47228,-71.006813,-0.026563665,-71.00634,17.247559,-66.852112,151.4624
1.2257,-0.42960232,-0.45796105,-0.089118123,-70.045059,113.11791,113.11791,151.45764,126.72634,227.98538,106.36983,126.72345,-74.361542,-0.026831539,-74.36113,17.342218,-67.091591,151.45746
1.2258,-0.42652896,-0.45789149,-0.10256138,-70.228317,113.13306,113.13306,151.45284,126.86615,228.0168,106.92848,126.86329,-77.681664,-0.027100367,-77.681274,17.436865,-67.329124,151.45265
1.2259001,-0.42303526,-0.45782158,-0.11589957,-70.411964,113.1482,113.1482,151.44818,126.89337,228.04822,107.48585,126.89047,-80.963623,-0.02737014,-80.96315,17.531496,-67.564697,151.448
1.226,-0.41912472,-0.45775124,-0.12911956,-70.595985,113.16335,113.16335,151.44366,126.80682,228.07962,108.04191,126.80386,-84.20388,-0.027640853,-84.203293,17.626118,-67.798325,151.44348
1.2261,-0.41480127,-0.45768055,-0.14220835,-70.780396,113.17849,113.17849,151.43929,126.60541,228.11104,108.59665,126.60249,-87.398895,-0.027912496,-87.398369,17.72073,-68.029976,151.4391
1.2262,-0.41006935,-0.45760947,-0.15515302,-70.965195,113.19363,113.19363,151.43504,126.28819,228.14246,109.15007,126.2853,-90.545135,-0.028185062,-90.544655,17.815334,-68.259666,151.43486
1.2263,-0.40493375,-0.45753804,-0.16794087,-71.150383,113.20878,113.20878,151.43094,125.8543,228.17387,109.70213,125.85142,-93.639084,-0.028458543,-93.638596,17.909931,-68.487381,151.43077
1.2264,-0.3993997,-0.45746621,-0.18055931,-71.33596,113.22392,113.22392,151.42699,125.30299,228.20529,110.25285,125.30006,-96.677238,-0.028732931,-96.676582,18.004522,-68.713112,151.4268
1.2265,-0.39347264,-0.457394,-0.19299589,-71.521927,113.23907,113.23906,151.42317,124.63364,228.23671,110.80219,124.63071,-99.656128,-0.029008217,-99.655464,18.09911,-68.936867,151.42299
1.2266001,-0.38715857,-0.45732141,-0.20523842,-71.708282,113.25421,113.2542,151.41949,123.84572,228.26813,111.35014,123.8428,-102.5723,-0.029284395,-102.57169,18.193693,-69.15863,151.41931
1.2266999,-0.38046387,-0.45724845,-0.21727484,-71.895035,113.26935,113.26935,151.41595,122.93883,228.29955,111.89669,122.93594,-105.42232,-0.029561456,-105.42174,18.288275,-69.378403,151.41577
1.2268,-0.37339526,-0.45717511,-0.22909337,-72.082184,113.28449,113.28448,151.41255,121.91268,228.33095,112.44183,121.90978,-108.2028,-0.029839393,-108.20216,18.382853,-69.596184,151.41237
1.2269,-0.36595985,-0.45710137,-0.24068238,-72.269722,113.29963,113.29963,151.40929,120.76713,228.36237,112.98555,120.7642,-110.9104,-0.030118197,-110.9096,18.47743,-69.811966,151.4091
1.227,-0.35816491,-0.45702729,-0.25203043,-72.457657,113.31477,113.31477,151.40616,119.50211,228.39378,113.52784,119.4992,-113.54181,-0.03039786,-113.54105,18.572006,-70.025742,151.40599
1.2271,-0.35001832,-0.45695281,-0.26312643,-72.645988,113.32991,113.32991,151.40317,118.11773,228.4252,114.06869,118.11482,-116.09377,-0.030678373,-116.09306,18.66658,-70.237526,151.403
1.2272,-0.3415283,-0.45687795,-0.27395952,-72.834709,113.34505,113.34505,151.40033,116.61417,228.45662,114.60807,116.61127,-118.56304,-0.030959731,-118.56232,18.761154,-70.447296,151.40015
1.2273,-0.33270329,-0.45680273,-0.28451908,-73.023827,113.36019,113.36019,151.39761,114.99176,228.48804,115.14599,114.98885,-120.9465,-0.031241924,-120.94564,18.855726,-70.65506,151.39743
1.2273999,-0.32355204,-0.45672709,-0.29479468,-73.213341,113.37534,113.37533,151.39503,113.25096,228.51945,115.68243,113.24805,-123.24101,-0.031524945,-123.2401,18.950298,-70.860817,151.39487
1.2275,-0.31408364,-0.45665112,-0.30477628,-73.403252,113.39047,113.39046,151.39259,111.39234,228.55087,116.21738,111.38944,-125.44355,-0.031808782,-125.44269,19.044867,-71.064568,151.39243
1.2276,-0.30430758,-0.45657474,-0.31445411,-73.593552,113.40561,113.40561,151.39029,109.41662,228.58228,116.75084,109.41372,-127.55115,-0.032093432,-127.55031,19.139435,-71.266304,151.39012
1.2277,-0.29423362,-0.456498,-0.32381874,-73.784248,113.42075,113.42075,151.38812,107.32462,228.61369,117.28278,107.32172,-129.56088,-0.032378886,-129.56,19.233997,-71.466019,151.38795
1.2278,-0.28387183,-0.45642087,-0.33286101,-73.975327,113.43589,113.43588,151.38609,105.11729,228.64511,117.81321,105.11443,-131.46994,-0.032665133,-131.46889,19.328558,-71.663727,151.38593
1.2279,-0.27323231,-0.45634335,-0.34157196,-74.166801,113.45103,113.45103,151.3842,102.79574,228.67653,118.34212,102.79286,-133.27556,-0.032952171,-133.27454,19.423113,-71.859421,151.38403
1.228,-0.26232579,-0.45626548,-0.34994313,-74.358665,113.46616,113.46616,151.38243,100.36116,228.70795,118.86948,100.35828,-134.97505,-0.033239983,-134.97406,19.51766,-72.053101,151.38226
1.2280999,-0.2511631,-0.45618722,-0.35796642,-74.550919,113.4813,113.4813,151.38081,97.814896,228.73936,119.3953,97.812027,-136.56584,-0.033528566,-136.56483,19.612202,-72.244759,151.38063
1.2282,-0.23975535,-0.45610857,-0.36563396,-74.743553,113.49644,113.49644,151.37932,95.158417,228.77078,119.91957,95.155571,-138.04541,-0.033817917,-138.04433,19.706732,-72.434402,151.37915
1.2283,-0.22811382,-0.45602953,-0.37293825,-74.936577,113.51158,113.51157,151.37796,92.393311,228.8022,120.44228,92.390495,-139.41136,-0.034108017,-139.41019,19.801252,-72.622032,151.37779
1.2284,-0.21625003,-0.45595014,-0.37987214,-75.129974,113.52672,113.52671,151.37672,89.521301,228.8336,120.96342,89.518471,-140.66138,-0.034398869,-140.66022,19.89576,-72.807648,151.37656
1.2285,-0.2041758,-0.45587036,-0.38642892,-75.323753,113.54185,113.54185,151.37564,86.544228,228.86502,121.48298,86.541389,-141.79323,-0.034690455,-141.79208,19.990252,-72.991249,151.37547
1.2286,-0.19190313,-0.45579022,-0.39260226,-75.517906,113.55699,113.55699,151.37468,83.46405,228.89644,122.00096,83.461235,-142.80479,-0.034982774,-142.80363,20.084726,-73.172836,151.37451
1.2287,-0.17944419,-0.4557097,-0.39838615,-75.712433,113.57213,113.57213,151.37384,80.28286,228.92786,122.51734,80.280121,-143.69408,-0.035275813,-143.69278,20.17918,-73.352409,151.37367
1.2288001,-0.16681126,-0.45562878,-0.40377489,-75.907326,113.58727,113.58727,151.37315,77.002869,228.95927,123.03213,77.000122,-144.45915,-0.035569567,-144.45786,20.273613,-73.529976,151.37299
1.2289,-0.15401688,-0.45554748,-0.40876329,-76.102585,113.6024,113.6024,151.37259,73.626411,228.99069,123.54531,73.62365,-145.09824,-0.035864029,-145.09695,20.368021,-73.705528,151.37242
1.229,-0.14107376,-0.45546582,-0.41334659,-76.29821,113.61754,113.61754,151.37215,70.15593,229.02211,124.05688,70.153175,-145.60965,-0.036159191,-145.60837,20.4624,-73.879066,151.37198
1.2291,-0.12799473,-0.45538378,-0.41752034,-76.494194,113.63268,113.63268,151.37184,66.593994,229.05353,124.56683,66.591286,-145.99182,-0.036455039,-145.99048,20.556749,-74.050598,151.37169
1.2292,-0.11479273,-0.45530137,-0.42128056,-76.690536,113.64782,113.64781,151.37167,62.943287,229.08493,125.07515,62.940655,-146.24329,-0.036751572,-146.24185,20.651064,-74.220131,151.37151
1.2293,-0.10148076,-0.45521858,-0.42462352,-76.887222,113.66296,113.66295,151.37163,59.2066,229.11635,125.58183,59.203945,-146.36273,-0.037048779,-146.36131,20.74534,-74.387657,151.37146
1.2294,-0.088072039,-0.45513541,-0.42754611,-77.084259,113.67809,113.67809,151.37172,55.386837,229.14777,126.08688,55.384171,-146.34897,-0.037346654,-146.34755,20.839577,-74.553177,151.37155
1.2295001,-0.07457985,-0.45505184,-0.43004557,-77.281639,113.69323,113.69322,151.37193,51.487019,229.17918,126.59029,51.484375,-146.2009,-0.037645184,-146.19946,20.933767,-74.716698,151.37177
1.2296,-0.061017554,-0.45496792,-0.43211958,-77.479355,113.70837,113.70836,151.37228,47.510265,229.2106,127.09205,47.507732,-145.91757,-0.037944365,-145.91606,21.027908,-74.878227,151.37212
1.2297,-0.0473985,-0.45488361,-0.4337661,-77.677406,113.7235,113.7235,151.37276,43.459801,229.24202,127.59215,43.457291,-145.49818,-0.038244192,-145.49664,21.121998,-75.03775,151.37259
1.2298,-0.033736169,-0.45479894,-0.43498358,-77.875778,113.73864,113.73863,151.37337,39.338955,229.27344,128.09059,39.336422,-144.94203,-0.038544647,-144.94049,21.216028,-75.19529,151.3732
1.2299,-0.020044073,-0.45471388,-0.43577102,-78.074478,113.75378,113.75377,151.37408,35.151154,229.30486,128.58737,35.148617,-144.24858,-0.038845733,-144.24704,21.309998,-75.350838,151.37393
1.23,-0.0063357553,-0.45462844,-0.43612775,-78.273491,113.76891,113.76891,151.37495,30.899921,229.33626,129.08247,30.897448,-143.41739,-0.039147437,-143.41582,21.403902,-75.504395,151.37479
1.2301,0.0073752459,-0.45454264,-0.43605354,-78.472816,113.78405,113.78405,151.37593,26.588871,229.36768,129.5759,26.586535,-142.4482,-0.039449748,-142.44658,21.497736,-75.655968,151.37578
1.2302001,0.021075428,-0.45445645,-0.43554845,-78.672447,113.79919,113.79919,151.37704,22.22171,229.39909,130.06764,22.219351,-141.34087,-0.039752666,-141.33923,21.591492,-75.805557,151.37688
1.2302999,0.03475124,-0.4543699,-0.43461317,-78.872375,113.81433,113.81432,151.37828,17.802229,229.43051,130.55769,17.799849,-140.09537,-0.040056176,-140.09373,21.685169,-75.953171,151.37813
1.2304,0.048389178,-0.45428297,-0.43324876,-79.072594,113.82947,113.82946,151.37965,13.334302,229.46193,131.04607,13.331944,-138.71187,-0.040360272,-138.71022,21.778761,-76.098801,151.37949
1.2305,0.061975785,-0.45419568,-0.43145666,-79.273102,113.8446,113.8446,151.38113,8.821887,229.49335,131.53273,8.8196554,-137.19063,-0.040664949,-137.18895,21.872261,-76.24247,151.38098
1.2306,0.075497657,-0.454108,-0.42923874,-79.473885,113.85974,113.85973,151.38275,4.2690129,229.52477,132.0177,4.26686,-135.53207,-0.040970195,-135.53038,21.965664,-76.384163,151.3826
1.2307,0.08894147,-0.45401993,-0.42659721,-79.674942,113.87488,113.87488,151.38449,-0.32021624,229.55617,132.50096,-0.32239395,-133.73677,-0.041276004,-133.73506,22.058966,-76.523888,151.38434
1.2308,0.10229396,-0.45393151,-0.42353484,-79.876266,113.89002,113.89001,151.38637,-4.9416294,229.58759,132.98253,-4.9438152,-131.80544,-0.041582372,-131.80373,22.152159,-76.661652,151.3862
1.2309,0.11554196,-0.45384273,-0.42005482,-80.077843,113.90516,113.90515,151.38835,-9.5909901,229.619,133.46237,-9.593112,-129.73892,-0.041889284,-129.7372,22.245239,-76.797455,151.38818
1.2309999,0.12867242,-0.45375353,-0.41616073,-80.279671,113.9203,113.92029,151.39046,-14.264001,229.65042,133.94049,-14.265925,-127.53821,-0.042196736,-127.53648,22.3382,-76.931305,151.3903
1.2311,0.14167239,-0.453664,-0.41185629,-80.481743,113.93543,113.93543,151.3927,-18.95631,229.68184,134.4169,-18.958252,-125.20445,-0.042504717,-125.20271,22.431034,-77.063202,151.39253
1.2312,0.15452905,-0.45357409,-0.40714601,-80.684052,113.95058,113.95057,151.39505,-23.663509,229.71326,134.89159,-23.665474,-122.73893,-0.042813223,-122.73717,22.523737,-77.193153,151.3949
1.2313,0.16722979,-0.45348382,-0.40203461,-80.886589,113.96571,113.96571,151.39754,-28.381149,229.74467,135.36453,-28.383095,-120.14307,-0.043122247,-120.14131,22.616302,-77.321152,151.39737
1.2314,0.17976207,-0.45339316,-0.39652729,-81.08934,113.98086,113.98085,151.40015,-33.104729,229.77609,135.83575,-33.106548,-117.41846,-0.043431778,-117.41671,22.708723,-77.44722,151.39998
1.2315,0.19211355,-0.45330215,-0.39062956,-81.292297,113.99599,113.99599,151.40286,-37.829716,229.8075,136.30524,-37.831398,-114.56679,-0.043741811,-114.56505,22.800991,-77.571342,151.40271
1.2316,0.20427206,-0.45321074,-0.38434726,-81.495461,114.01113,114.01113,151.40572,-42.55154,229.83891,136.77298,-42.553242,-111.58993,-0.044052336,-111.58817,22.893101,-77.693527,151.40555
1.2316999,0.21622568,-0.45311898,-0.37768671,-81.698822,114.02628,114.02627,151.40868,-47.265598,229.87033,137.23897,-47.267307,-108.48986,-0.044363346,-108.48809,22.985046,-77.813789,151.40852
1.2318,0.22796264,-0.45302686,-0.37065464,-81.902359,114.04142,114.04141,151.41176,-51.967266,229.90175,137.70322,-51.968918,-105.26873,-0.044674832,-105.26697,23.07682,-77.932121,151.41161
1.2319,0.23947142,-0.45293435,-0.36325815,-82.106079,114.05656,114.05656,151.41498,-56.651897,229.93317,138.16573,-56.653336,-101.92881,-0.044986788,-101.9271,23.168415,-78.048538,151.41481
1.232,0.25074065,-0.45284152,-0.35550445,-82.309959,114.0717,114.07169,151.4183,-61.314835,229.96458,138.62646,-61.31625,-98.472511,-0.045299206,-98.470795,23.259825,-78.163033,151.41814
1.2321,0.26175928,-0.45274827,-0.34740132,-82.514,114.08685,114.08684,151.42175,-65.951401,229.996,139.08545,-65.952835,-94.902374,-0.045612082,-94.900635,23.35104,-78.275604,151.42159
1.2322,0.27251652,-0.45265469,-0.33895692,-82.718185,114.10198,114.10198,151.42531,-70.556915,230.02742,139.54268,-70.558334,-91.221085,-0.045925401,-91.219337,23.442055,-78.386276,151.42516
1.2323,0.28300178,-0.45256075,-0.33017969,-82.922516,114.11713,114.11712,151.429,-75.126709,230.05882,139.99814,-75.128006,-87.431442,-0.046239156,-87.429741,23.532862,-78.495033,151.42883
1.2323999,0.29320481,-0.45246643,-0.32107836,-83.126968,114.13227,114.13226,151.4328,-79.656097,230.09024,140.45183,-79.657211,-83.5364,-0.046553347,-83.53476,23.623453,-78.601898,151.43263
1.2325,0.30311552,-0.45237175,-0.31166187,-83.331543,114.14742,114.14741,151.43672,-84.140411,230.12166,140.90375,-84.141541,-79.539017,-0.046867963,-79.537354,23.713821,-78.706856,151.43655
1.2326,0.31272423,-0.45227671,-0.3019397,-83.536224,114.16256,114.16255,151.44075,-88.575012,230.15308,141.3539,-88.576141,-75.442482,-0.047182992,-75.440804,23.803959,-78.809921,151.4406
1.2327,0.32202154,-0.45218131,-0.29192153,-83.741005,114.1777,114.1777,151.44492,-92.955246,230.18449,141.80226,-92.956329,-71.250114,-0.047498427,-71.248444,23.893858,-78.911095,151.44475
1.2328,0.33099836,-0.45208555,-0.28161737,-83.945869,114.19285,114.19284,151.44917,-97.27652,230.21591,142.24886,-97.277405,-66.96534,-0.047814269,-66.963768,23.983511,-79.010384,151.44902
1.2329,0.33964583,-0.45198944,-0.27103734,-84.150818,114.20799,114.20798,151.45357,-101.53425,230.24733,142.69365,-101.53505,-62.591717,-0.048130501,-62.590176,24.072908,-79.107788,151.4534
1.233,0.3479555,-0.45189297,-0.26019198,-84.355835,114.22314,114.22313,151.45807,-105.72388,230.27875,143.13666,-105.72469,-58.132904,-0.048447121,-58.131344,24.162043,-79.203316,151.4579
1.2331001,0.35591927,-0.45179614,-0.2490921,-84.560905,114.23828,114.23828,151.46268,-109.8409,230.31015,143.57788,-109.8417,-53.592678,-0.048764117,-53.59111,24.250908,-79.296959,151.46252
1.2332,0.36352935,-0.45169896,-0.23774874,-84.766022,114.25343,114.25343,151.46742,-113.88086,230.34157,144.01732,-113.88156,-48.974922,-0.049081486,-48.973404,24.339495,-79.388741,151.46725
1.2333,0.37077835,-0.45160145,-0.22617319,-84.971176,114.26858,114.26857,151.47226,-117.83933,230.37299,144.45494,-117.83981,-44.283615,-0.049399216,-44.282234,24.427795,-79.478653,151.47211
1.2334,0.37765905,-0.45150355,-0.21437679,-85.176353,114.28372,114.28372,151.47722,-121.71197,230.4044,144.89078,-121.71245,-39.522846,-0.049717303,-39.521442,24.5158,-79.566704,151.47707
1.2335,0.38416484,-0.45140532,-0.20237134,-85.381554,114.29887,114.29887,151.4823,-125.49445,230.43582,145.3248,-125.49493,-34.696796,-0.050035737,-34.695374,24.603502,-79.652893,151.48213
1.2336,0.3902894,-0.45130673,-0.19016874,-85.586746,114.31402,114.31402,151.48749,-129.18254,230.46724,145.757,-129.18298,-29.80974,-0.050354514,-29.808338,24.690893,-79.737228,151.48732
1.2337,0.39602673,-0.45120779,-0.17778112,-85.791939,114.32917,114.32916,151.49278,-132.77208,230.49866,146.18742,-132.77237,-24.866045,-0.050673626,-24.864759,24.777964,-79.81971,151.49263
1.2338001,0.40137127,-0.45110849,-0.16522072,-85.997108,114.34432,114.34431,151.4982,-136.25897,230.53008,146.61601,-136.25912,-19.870157,-0.050993063,-19.868959,24.864706,-79.900345,151.49803
1.2339,0.40631777,-0.45100886,-0.15249993,-86.202255,114.35947,114.35947,151.50372,-139.63919,230.56148,147.04279,-139.63934,-14.826607,-0.051312819,-14.825387,24.951113,-79.979134,151.50356
1.234,0.41086146,-0.4509089,-0.13963142,-86.407356,114.37462,114.37461,151.50935,-142.9088,230.5929,147.46774,-142.90894,-9.7399988,-0.051632885,-9.7387724,25.037174,-80.056084,151.5092
1.2341,0.41499802,-0.45080858,-0.12662794,-86.612404,114.38977,114.38976,151.51511,-146.06395,230.62431,147.89087,-146.064,-4.6150126,-0.051953256,-4.6138453,25.122883,-80.131203,151.51494
1.2342,0.41872343,-0.45070791,-0.11350236,-86.817383,114.40492,114.40491,151.52097,-149.10089,230.65573,148.31216,-149.10071,0.54360646,-0.052273925,0.5445714,25.208229,-80.204483,151.5208
1.2343,0.42203397,-0.45060691,-0.10026761,-87.022293,114.42007,114.42007,151.52693,-152.01596,230.68715,148.73164,-152.01578,5.73105,-0.052594885,5.7320275,25.293205,-80.275932,151.52676
1.2344,0.42492655,-0.45050555,-0.086936824,-87.227112,114.43523,114.43523,151.533,-154.8056,230.71857,149.14928,-154.8054,10.942451,-0.052916124,10.943446,25.377802,-80.345566,151.53284
1.2345001,0.42739841,-0.4504039,-0.073523201,-87.431839,114.45038,114.45038,151.53918,-157.46635,230.74998,149.56508,-157.46613,16.172888,-0.053237639,16.173864,25.462011,-80.413368,151.53903
1.2345999,0.42944726,-0.45030189,-0.060040023,-87.636452,114.46554,114.46553,151.54549,-159.99489,230.7814,149.97903,-159.99454,21.417393,-0.053559419,21.418247,25.545824,-80.479355,151.54532
1.2347,0.43107113,-0.45019951,-0.046500612,-87.840942,114.48069,114.48068,151.55188,-162.38795,230.81281,150.39114,-162.38745,26.670952,-0.053881463,26.671656,25.629234,-80.543533,151.55173
1.2348,0.43226841,-0.45009685,-0.032918312,-88.045303,114.49585,114.49584,151.5584,-164.64247,230.84422,150.80142,-164.64195,31.928513,-0.05420376,31.929232,25.712231,-80.605896,151.55824
1.2349,0.43303809,-0.44999385,-0.019306583,-88.249519,114.511,114.51099,151.56502,-166.75542,230.87564,151.20984,-166.75488,37.18499,-0.054526299,37.185715,25.794806,-80.666451,151.56487
1.235,0.4333795,-0.44989049,-0.0056788833,-88.453575,114.52616,114.52615,151.57175,-168.72394,230.90706,151.61639,-168.72336,42.435272,-0.054849081,42.435936,25.876951,-80.725197,151.57158
1.2351,0.43329248,-0.44978681,0.0079513146,-88.657463,114.54131,114.54131,151.57858,-170.54532,230.93848,152.0211,-170.54456,47.674217,-0.055172093,47.674671,25.958658,-80.78215,151.57841
1.2352,0.43277705,-0.44968283,0.021570582,-88.861168,114.55647,114.55647,151.58551,-172.21692,230.96989,152.42395,-172.21611,52.896671,-0.055495329,52.897083,26.039917,-80.837311,151.58536
1.2352999,0.43183383,-0.44957852,0.035165455,-89.06469,114.57163,114.57162,151.59256,-173.73631,231.00131,152.82492,-173.73549,58.097466,-0.055818781,58.097889,26.120722,-80.890671,151.59241
1.2354,0.43046391,-0.44947386,0.048722506,-89.267998,114.58679,114.58678,151.59972,-175.10115,231.03273,153.22403,-175.1003,63.271427,-0.056142442,63.271832,26.201061,-80.942238,151.59955
1.2355,0.42866877,-0.44936892,0.062228341,-89.4711,114.60195,114.60195,151.60696,-176.30925,231.06413,153.62128,-176.3083,68.413376,-0.056466307,68.413658,26.28093,-80.992027,151.60681
1.2356,0.42645025,-0.44926363,0.075669639,-89.673973,114.61711,114.61711,151.61433,-177.35858,231.09555,154.01663,-177.35748,73.518127,-0.05679037,73.518219,26.360319,-81.040031,151.61417
1.2357,0.42381051,-0.44915804,0.089033142,-89.876602,114.63228,114.63227,151.6218,-178.24724,231.12697,154.41013,-178.24614,78.580536,-0.05711462,78.580627,26.439217,-81.08625,151.62163
1.2358,0.42075235,-0.44905213,0.10230566,-90.078979,114.64744,114.64743,151.62936,-178.97351,231.15839,154.80173,-178.97238,83.595436,-0.057439048,83.59552,26.517618,-81.130699,151.6292
1.2359,0.41727886,-0.44894591,0.1154741,-90.281105,114.66261,114.6626,151.63702,-179.53581,231.1898,155.19144,-179.53464,88.557693,-0.057763655,88.557732,26.595514,-81.17337,151.63687
1.2359999,0.41339365,-0.44883937,0.12852548,-90.482948,114.67776,114.67776,151.64481,-179.93269,231.22122,155.57925,-179.93141,93.462212,-0.058088426,93.462051,26.672897,-81.214272,151.64464
1.2361,0.40910047,-0.44873253,0.14144692,-90.684502,114.69293,114.69292,151.65268,-180.16292,231.25264,155.96519,-180.16156,98.303902,-0.058413357,98.303635,26.749758,-81.25341,151.65253
1.2362,0.40440372,-0.44862539,0.15422571,-90.885765,114.7081,114.70809,151.66066,-180.22536,231.28406,156.34923,-180.22398,103.07773,-0.058738444,103.07747,26.826088,-81.290779,151.66049
1.2363,0.39930812,-0.44851792,0.16684921,-91.086716,114.72327,114.72326,151.66873,-180.11908,231.31546,156.73135,-180.11768,107.7787,-0.059063673,107.77842,26.90188,-81.326393,151.66858
1.2364,0.39381883,-0.44841018,0.17930503,-91.287354,114.73843,114.73843,151.67693,-179.84331,231.34688,157.11159,-179.84186,112.40186,-0.059389044,112.40147,26.977127,-81.360245,151.67676
1.2365,0.38794136,-0.44830212,0.19158089,-91.487648,114.7536,114.75359,151.6852,-179.39745,231.3783,157.4899,-179.39589,116.9423,-0.059714545,116.94168,27.051819,-81.392349,151.68504
1.2366,0.38168147,-0.44819376,0.20366466,-91.687607,114.76877,114.76876,151.69357,-178.78102,231.40971,157.8663,-178.77945,121.39519,-0.060040172,121.39456,27.12595,-81.422699,151.69342
1.2367001,0.37504551,-0.44808513,0.21554448,-91.887207,114.78394,114.78394,151.70206,-177.99379,231.44113,158.2408,-177.99219,125.75574,-0.060365915,125.7551,27.199511,-81.451294,151.7019
1.2368,0.36804008,-0.44797617,0.22720864,-92.086433,114.79911,114.7991,151.71063,-177.03564,231.47255,158.61337,-177.03401,130.01924,-0.06069177,130.01857,27.272493,-81.478149,151.71048
1.2369,0.3606723,-0.44786695,0.23864569,-92.285294,114.81428,114.81428,151.71931,-175.90666,231.50397,158.98401,-175.90497,134.18108,-0.061017729,134.18024,27.344891,-81.503265,151.71916
1.237,0.35294938,-0.44775742,0.24984436,-92.483757,114.82945,114.82944,151.72809,-174.60707,231.53539,159.35274,-174.60532,138.23666,-0.061343785,138.23567,27.416695,-81.526642,151.72794
1.2371,0.34487897,-0.44764763,0.2607936,-92.681816,114.84463,114.84462,151.73697,-173.13728,231.56679,159.71953,-173.13551,142.18153,-0.061669931,142.18053,27.487898,-81.548279,151.73682
1.2372,0.33646923,-0.44753754,0.27148265,-92.879471,114.8598,114.85979,151.74594,-171.49791,231.59821,160.08438,-171.49612,146.01131,-0.061996158,146.01028,27.558495,-81.568184,151.74577
1.2373,0.32772854,-0.44742718,0.28190103,-93.076698,114.87498,114.87497,151.755,-169.68971,231.62962,160.4473,-169.6879,149.72169,-0.062322464,149.7206,27.628475,-81.586357,151.75485
1.2374001,0.31866562,-0.44731653,0.29203856,-93.273491,114.89015,114.89014,151.76418,-167.71362,231.66104,160.80826,-167.71176,153.3085,-0.06264884,153.30716,27.697834,-81.602806,151.76401
