"Time","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmE.idq_sr[1]","loadInertiaM.phi","loadInertiaE.phi","loadInertiaM.w","smpmE.is[2]","vfController.x","smpmE.idq_sr[2]","smpmM.is[2]","smpmE.is[1]","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.is[1]","smpmE.idq_dr[1]","smpmE.idq_rr[2]","loadInertiaE.w"
1.2501,0.010829158,-0.43207785,-0.42850912,-111.96526,116.82772,116.82771,153.53671,82.715698,235.65086,190.03957,82.711823,-218.437,-0.10240159,-218.43323,30.040554,-70.975227,153.53662
1.2502,0.024301061,-0.43195778,-0.42794481,-112.04975,116.84308,116.84307,153.55405,76.422653,235.68228,190.13972,76.418938,-217.51799,-0.10268515,-217.51413,30.005184,-70.806549,153.55396
1.2503,0.037748147,-0.43183783,-0.42695722,-112.13317,116.85843,116.85843,153.5714,70.04818,235.7137,190.23799,70.044556,-216.3889,-0.10296803,-216.38498,29.969015,-70.636856,153.5713
1.2503999,0.051157132,-0.43171802,-0.42554742,-112.2155,116.87379,116.87379,153.58878,63.598438,235.74512,190.33437,63.594826,-215.05054,-0.10325023,-215.04659,29.932051,-70.466164,153.5887
1.2505,0.064514756,-0.43159837,-0.42371681,-112.29675,116.88915,116.88914,153.6062,57.079643,235.77654,190.42888,57.076069,-213.50394,-0.10353174,-213.49995,29.894291,-70.294479,153.60611
1.2506,0.077807829,-0.43147889,-0.42146733,-112.37691,116.90451,116.9045,153.62364,50.4981,235.80794,190.52153,50.494633,-211.75032,-0.10381257,-211.74629,29.85574,-70.121811,153.62355
1.2507,0.091023214,-0.43135953,-0.41880119,-112.45599,116.91988,116.91987,153.64111,43.860176,235.83936,190.6123,43.856922,-209.79111,-0.1040927,-209.78703,29.816397,-69.948166,153.64102
1.2508,0.10414788,-0.43124035,-0.41572088,-112.53398,116.93524,116.93523,153.65862,37.172321,235.87077,190.70122,37.169094,-207.62796,-0.10437214,-207.62386,29.776264,-69.773552,153.65852
1.2509,0.11716885,-0.43112135,-0.41222963,-112.61088,116.95061,116.9506,153.67615,30.441031,235.90219,190.78828,30.43783,-205.26273,-0.10465087,-205.25859,29.735348,-69.597984,153.67606
1.251,0.13007328,-0.43100247,-0.40833089,-112.6867,116.96597,116.96597,153.6937,23.672855,235.93361,190.8735,23.669725,-202.69746,-0.1049289,-202.6933,29.693644,-69.421463,153.69362
1.2510999,0.1428484,-0.4308838,-0.40402859,-112.76142,116.98135,116.98134,153.71127,16.874395,235.96503,190.95689,16.871452,-199.93445,-0.10520623,-199.93027,29.651159,-69.244003,153.7112
1.2512,0.15548162,-0.43076527,-0.39932692,-112.83506,116.99672,116.99671,153.72888,10.05229,235.99644,191.03844,10.049497,-196.9761,-0.10548284,-196.97191,29.607893,-69.065605,153.72881
1.2513,0.16796046,-0.43064693,-0.39423048,-112.9076,117.01209,117.01208,153.74652,3.213207,236.02786,191.11816,3.210444,-193.82513,-0.10575873,-193.82091,29.563848,-68.886292,153.74644
1.2514,0.18027261,-0.43052876,-0.38874444,-112.97905,117.02747,117.02746,153.76418,-3.6361561,236.05927,191.19606,-3.6388724,-190.48438,-0.10603391,-190.48013,29.519028,-68.706055,153.7641
1.2515,0.19240589,-0.4304108,-0.38287428,-113.04941,117.04285,117.04284,153.78186,-10.489084,236.09068,191.27214,-10.49168,-186.95688,-0.10630837,-186.95264,29.473431,-68.524918,153.78178
1.2516,0.20434837,-0.43029299,-0.37662581,-113.11868,117.05822,117.05821,153.79958,-17.33885,236.1221,191.34642,-17.341169,-183.2459,-0.1065821,-183.24168,29.427063,-68.34288,153.79948
1.2517,0.21608819,-0.43017539,-0.37000504,-113.18684,117.0736,117.07359,153.81731,-24.178719,236.15352,191.4189,-24.180996,-179.35484,-0.1068551,-179.35062,29.379923,-68.15995,153.81721
1.2517999,0.22761381,-0.43005797,-0.36301866,-113.25392,117.08899,117.08898,153.83505,-31.001961,236.18494,191.48958,-31.0042,-175.28737,-0.10712737,-175.28311,29.332016,-67.976143,153.83498
1.2519,0.23891385,-0.42994073,-0.35567361,-113.3199,117.10437,117.10436,153.85283,-37.801853,236.21635,191.55847,-37.804016,-171.04723,-0.1073989,-171.04298,29.283342,-67.791466,153.85275
1.252,0.24997717,-0.4298237,-0.34797719,-113.38478,117.11976,117.11975,153.87064,-44.571686,236.24777,191.62558,-44.573662,-166.63843,-0.10766968,-166.63422,29.233904,-67.605927,153.87056
1.2521,0.26079285,-0.42970687,-0.339937,-113.44856,117.13515,117.13514,153.88846,-51.304775,236.27919,191.69092,-51.306538,-162.06509,-0.10793973,-162.06094,29.183702,-67.419533,153.88838
1.2522,0.27135015,-0.42959023,-0.33156088,-113.51125,117.15054,117.15053,153.9063,-57.994461,236.31059,191.75449,-57.996181,-157.33156,-0.10820903,-157.32739,29.132742,-67.232285,153.90622
1.2523,0.28163871,-0.42947382,-0.32285723,-113.57282,117.16592,117.16592,153.92416,-64.634132,236.34201,191.81628,-64.635796,-152.44232,-0.10847757,-152.43814,29.081022,-67.044205,153.92409
1.2524,0.29164839,-0.42935759,-0.31383467,-113.63331,117.18132,117.18131,153.94205,-71.217194,236.37343,191.87633,-71.218742,-147.40199,-0.10874537,-147.39784,29.028545,-66.855301,153.94197
1.2525001,0.30136934,-0.4292416,-0.30450219,-113.69269,117.19672,117.19671,153.95995,-77.737129,236.40485,191.93463,-77.738403,-142.21539,-0.1090124,-142.21135,28.975317,-66.665565,153.95987
1.2526,0.31079188,-0.42912579,-0.29486883,-113.75097,117.21211,117.2121,153.97787,-84.187469,236.43626,191.99118,-84.188644,-136.88748,-0.10927868,-136.88345,28.921333,-66.475029,153.9778
1.2527,0.31990674,-0.42901021,-0.28494424,-113.80814,117.22751,117.2275,153.99582,-90.56179,236.46768,192.04599,-90.56292,-131.42334,-0.10954419,-131.41933,28.866602,-66.283684,153.99574
1.2528,0.32870495,-0.42889488,-0.27473822,-113.86422,117.24291,117.2429,154.01378,-96.853767,236.4991,192.09908,-96.854813,-125.82824,-0.10980894,-125.82423,28.811123,-66.091545,154.0137
1.2529,0.33717787,-0.42877975,-0.26426092,-113.91919,117.25832,117.25831,154.03175,-103.05712,236.53052,192.15044,-103.058,-120.10754,-0.11007291,-120.10361,28.754896,-65.898613,154.03168
1.253,0.34531713,-0.42866483,-0.25352266,-113.97305,117.27372,117.27371,154.04976,-109.16568,236.56192,192.20007,-109.1663,-114.26675,-0.11033611,-114.26295,28.697927,-65.70491,154.04968
1.2531,0.3531146,-0.42855015,-0.24253398,-114.02581,117.28912,117.28912,154.06776,-115.17335,236.59334,192.248,-115.1739,-108.31152,-0.11059853,-108.30772,28.640215,-65.510437,154.06769
1.2532001,0.36056268,-0.42843571,-0.23130582,-114.07747,117.30453,117.30452,154.0858,-121.07412,236.62476,192.29424,-121.07462,-102.2476,-0.11086018,-102.24381,28.581764,-65.315201,154.08572
1.2533,0.36765403,-0.42832151,-0.21984929,-114.12801,117.31994,117.31993,154.10385,-126.86211,236.65617,192.33876,-126.8625,-96.080872,-0.11112104,-96.077126,28.522575,-65.119209,154.10378
1.2534,0.37438166,-0.42820755,-0.20817575,-114.17745,117.33535,117.33534,154.1219,-132.53152,236.68759,192.38159,-132.53168,-89.817299,-0.11138112,-89.813698,28.462652,-64.922478,154.12184
1.2535,0.38073888,-0.42809382,-0.19629665,-114.22578,117.35076,117.35075,154.13998,-138.07669,236.71901,192.42274,-138.07669,-83.462967,-0.11164042,-83.459457,28.401995,-64.725006,154.13991
1.2536,0.38671944,-0.42798033,-0.18422376,-114.273,117.36618,117.36617,154.15808,-143.49205,236.75043,192.4622,-143.49199,-77.024071,-0.11189891,-77.020569,28.340607,-64.526802,154.158
1.2537,0.39231747,-0.42786711,-0.17196901,-114.31912,117.3816,117.38159,154.17619,-148.77217,236.78185,192.50002,-148.77203,-70.506866,-0.11215661,-70.503395,28.27849,-64.327881,154.17612
1.2538,0.39752749,-0.4277541,-0.15954456,-114.36412,117.39702,117.39701,154.19431,-153.91176,236.81325,192.53615,-153.91147,-63.917713,-0.11241353,-63.914345,28.215647,-64.12825,154.19424
1.2539001,0.40234432,-0.42764139,-0.14696269,-114.40801,117.41244,117.41243,154.21245,-158.90564,236.84467,192.57062,-158.90508,-57.263042,-0.11266963,-57.25988,28.152079,-63.92791,154.21237
1.2539999,0.40676317,-0.42752892,-0.13423574,-114.4508,117.42786,117.42785,154.23059,-163.74879,236.87608,192.60344,-163.74818,-50.549355,-0.11292493,-50.546215,28.087788,-63.726875,154.23053
1.2541,0.41077971,-0.42741668,-0.12137635,-114.49247,117.44328,117.44328,154.24875,-168.43636,236.9075,192.63461,-168.43568,-43.783218,-0.11317943,-43.780102,28.022778,-63.52515,154.24869
1.2542,0.41439003,-0.42730474,-0.10839723,-114.53303,117.45871,117.4587,154.26692,-172.96361,236.93892,192.66414,-172.96283,-36.97126,-0.11343312,-36.968208,27.957048,-63.32275,154.26686
1.2543,0.41759059,-0.42719305,-0.095311224,-114.57248,117.47414,117.47413,154.28511,-177.32596,236.97034,192.69203,-177.32498,-30.120155,-0.113686,-30.117271,27.890604,-63.119671,154.28505
1.2544,0.42037818,-0.42708161,-0.082131237,-114.61082,117.48956,117.48956,154.30331,-181.51903,237.00175,192.71831,-181.51787,-23.236622,-0.11393807,-23.233894,27.823444,-62.915932,154.30324
1.2545,0.42275003,-0.42697045,-0.068870254,-114.64804,117.505,117.50499,154.32152,-185.53857,237.03317,192.74295,-185.53737,-16.327419,-0.11418932,-16.324718,27.755575,-62.711533,154.32146
1.2546,0.42470384,-0.42685959,-0.055541415,-114.68415,117.52043,117.52042,154.33974,-189.38054,237.06458,192.76599,-189.37926,-9.3993378,-0.11443976,-9.396678,27.686996,-62.506485,154.33968
1.2546999,0.42623776,-0.42674896,-0.042157896,-114.71915,117.53587,117.53586,154.35797,-193.04102,237.09599,192.78741,-193.03961,-2.4591868,-0.11468937,-2.4566379,27.617712,-62.3008,154.35789
1.2548,0.42735028,-0.42663863,-0.028732935,-114.75303,117.5513,117.55129,154.37621,-196.5163,237.12741,192.80724,-196.51463,4.4862027,-0.11493815,4.4884849,27.54772,-62.094475,154.37614
1.2549,0.42804018,-0.4265286,-0.015279732,-114.7858,117.56674,117.56673,154.39445,-199.80286,237.15883,192.82547,-199.80113,11.429993,-0.11518611,11.432227,27.477028,-61.887527,154.39439
1.255,0.42830685,-0.42641884,-0.001811608,-114.81745,117.58218,117.58217,154.4127,-202.89735,237.19025,192.84212,-202.89557,18.365341,-0.11543324,18.36754,27.405636,-61.679962,154.41264
1.2551,0.42815006,-0.42630935,0.011658126,-114.84799,117.59762,117.59761,154.43097,-205.79665,237.22166,192.85716,-205.79478,25.28541,-0.11567954,25.28754,27.333546,-61.471786,154.43091
1.2552,0.42756999,-0.42620018,0.025116155,-114.87742,117.61307,117.61306,154.44925,-208.49777,237.25308,192.87064,-208.49576,32.183372,-0.115925,32.185326,27.260761,-61.263004,154.44919
1.2553,0.42656726,-0.42609128,0.038549196,-114.90573,117.62851,117.6285,154.46753,-210.99797,237.2845,192.88255,-210.99577,39.052422,-0.11616963,39.054157,27.187283,-61.053627,154.46747
1.2553999,0.42514268,-0.42598268,0.051943999,-114.93293,117.64396,117.64395,154.48581,-213.29468,237.3159,192.8929,-213.29243,45.885773,-0.11641342,45.887466,27.113113,-60.843662,154.48575
1.2555,0.42329782,-0.42587438,0.065287314,-114.95901,117.65941,117.6594,154.5041,-215.38554,237.34732,192.90167,-215.38324,52.676674,-0.11665637,52.678318,27.038258,-60.633118,154.50404
1.2556,0.42103449,-0.42576638,0.07856597,-114.98398,117.67486,117.67485,154.5224,-217.26842,237.37874,192.90891,-217.26602,59.418411,-0.11689848,59.419949,26.962715,-60.421997,154.52234
1.2557,0.41835499,-0.42565867,0.091766834,-115.00783,117.69032,117.69031,154.54071,-218.94136,237.41016,192.9146,-218.93878,66.104324,-0.11713973,66.105598,26.886488,-60.210312,154.54065
1.2558,0.41526183,-0.4255513,0.10487689,-115.03056,117.70576,117.70576,154.55902,-220.40262,237.44157,192.91873,-220.39995,72.727791,-0.11738015,72.728958,26.809582,-59.998066,154.55896
1.2559,0.41175812,-0.42544422,0.11788318,-115.05219,117.72122,117.72121,154.57733,-221.6507,237.47299,192.92134,-221.64796,79.282265,-0.11761971,79.283379,26.731997,-59.785267,154.57729
1.256,0.40784737,-0.42533743,0.13077286,-115.07269,117.73669,117.73667,154.59566,-222.68427,237.50441,192.92242,-222.68146,85.761253,-0.11785842,85.762299,26.653736,-59.571926,154.5956
1.2561001,0.40353346,-0.42523098,0.1435332,-115.09209,117.75214,117.75214,154.61398,-223.50223,237.53583,192.92198,-223.49933,92.158333,-0.11809628,92.159218,26.574802,-59.358044,154.61392
1.2562,0.39882067,-0.42512485,0.15615161,-115.11036,117.76761,117.7676,154.63231,-224.10371,237.56723,192.92003,-224.10068,98.467178,-0.11833327,98.467796,26.495197,-59.143631,154.63225
1.2563,0.3937135,-0.42501903,0.16861559,-115.12753,117.78307,117.78307,154.65065,-224.48807,237.59865,192.91656,-224.48497,104.68154,-0.11856942,104.6821,26.414925,-58.928696,154.65059
1.2564,0.38821712,-0.42491356,0.18091285,-115.14358,117.79854,117.79853,154.66898,-224.65483,237.63007,192.91159,-224.65169,110.79525,-0.11880469,110.79576,26.333984,-58.713242,154.66891
1.2565,0.38233697,-0.42480838,0.19303127,-115.15851,117.814,117.814,154.68732,-224.60379,237.66148,192.90512,-224.60059,116.80225,-0.11903911,116.80266,26.252384,-58.49728,154.68726
1.2566,0.3760789,-0.42470354,0.20495887,-115.17233,117.82948,117.82947,154.70566,-224.33493,237.6929,192.89716,-224.33162,122.69659,-0.11927266,122.69676,26.170122,-58.280815,154.7056
1.2567,0.36944902,-0.42459902,0.21668385,-115.18504,117.84495,117.84494,154.724,-223.84846,237.72432,192.8877,-223.84506,128.47243,-0.11950535,128.47243,26.087202,-58.06385,154.72394
1.2568001,0.36245385,-0.42449483,0.22819464,-115.19663,117.86042,117.86041,154.74234,-223.14482,237.75574,192.87677,-223.14139,134.12402,-0.11973716,134.12398,26.003628,-57.846401,154.74228
1.2569,0.35510033,-0.424391,0.23947985,-115.20712,117.87589,117.87589,154.76068,-222.22466,237.78716,192.86436,-222.22116,139.6458,-0.11996811,139.64568,25.919401,-57.628464,154.76062
1.257,0.34739581,-0.4242875,0.2505284,-115.21649,117.89137,117.89137,154.77902,-221.08882,237.81856,192.85048,-221.08528,145.03226,-0.12019818,145.03198,25.834524,-57.410053,154.77898
1.2571,0.33934787,-0.42418432,0.26132935,-115.22475,117.90685,117.90685,154.79736,-219.7384,237.84998,192.83514,-219.73479,150.27805,-0.12042738,150.27751,25.749002,-57.19117,154.79732
1.2572,0.33096433,-0.4240815,0.27187195,-115.2319,117.92233,117.92233,154.81572,-218.17471,237.88139,192.81834,-218.17104,155.37799,-0.12065571,155.3774,25.662834,-56.971825,154.81566
1.2573,0.32225356,-0.42397904,0.28214589,-115.23794,117.93781,117.93781,154.83406,-216.39925,237.91281,192.80008,-216.39554,160.32703,-0.12088315,160.32637,25.576027,-56.752022,154.834
1.2574,0.3132242,-0.42387691,0.29214099,-115.24287,117.95329,117.95329,154.8524,-214.41374,237.94423,192.78038,-214.40999,165.12024,-0.12110971,165.11949,25.488581,-56.531769,154.85234
1.2575001,0.30388516,-0.42377514,0.3018474,-115.24669,117.96878,117.96877,154.87074,-212.22012,237.97565,192.75925,-212.21632,169.7529,-0.12133539,169.75194,25.400499,-56.311073,154.87068
1.2575999,0.29424563,-0.42367372,0.31125551,-115.2494,117.98427,117.98426,154.88907,-209.82054,238.00706,192.73666,-209.81671,174.22038,-0.12156019,174.21924,25.311787,-56.089939,154.88902
1.2577,0.28431511,-0.42357266,0.32035598,-115.25101,117.99976,117.99976,154.90741,-207.21735,238.03848,192.71266,-207.21349,178.51828,-0.12178411,178.51709,25.222443,-55.868374,154.90736
1.2578,0.27410343,-0.42347196,0.32913989,-115.2515,118.01525,118.01524,154.92575,-204.4131,238.06989,192.68723,-204.40921,182.64235,-0.12200713,182.64108,25.132473,-55.646381,154.92569
1.2579,0.2636207,-0.42337161,0.33759856,-115.25089,118.03075,118.03074,154.94408,-201.41058,238.1013,192.66037,-201.40666,186.5885,-0.12222926,186.58711,25.04188,-55.423973,154.94403
1.258,0.25287732,-0.42327163,0.34572366,-115.24918,118.04624,118.04623,154.9624,-198.21272,238.13272,192.63211,-198.2088,190.35281,-0.12245052,190.35118,24.950666,-55.201149,154.96236
1.2581,0.24188375,-0.423172,0.35350704,-115.24637,118.06174,118.06173,154.98073,-194.82268,238.16414,192.60243,-194.81876,193.93158,-0.12267087,193.92987,24.858837,-54.977921,154.98068
1.2582,0.23065093,-0.42307276,0.36094111,-115.24245,118.07724,118.07723,154.99904,-191.24382,238.19556,192.57135,-191.23987,197.32127,-0.12289032,197.3195,24.766392,-54.754288,154.99899
1.2582999,0.21918996,-0.42297387,0.36801851,-115.23743,118.09274,118.09273,155.01735,-187.47969,238.22697,192.53886,-187.47571,200.51852,-0.12310889,200.51668,24.673336,-54.530262,155.0173
1.2584,0.20751217,-0.42287537,0.37473226,-115.23132,118.10824,118.10823,155.03566,-183.534,238.25839,192.505,-183.53003,203.5202,-0.12332656,203.5182,24.579672,-54.305851,155.03561
1.2585,0.1956291,-0.42277727,0.38107574,-115.2241,118.12375,118.12373,155.05397,-179.41064,238.28981,192.46974,-179.40671,206.32333,-0.12354333,206.32115,24.485405,-54.081051,155.05392
1.2586,0.1835524,-0.42267951,0.38704258,-115.21578,118.13925,118.13924,155.07227,-175.11374,238.32121,192.43311,-175.10979,208.92517,-0.1237592,208.92293,24.390535,-53.855877,155.07222
1.2587,0.17129405,-0.42258215,0.39262697,-115.20637,118.15476,118.15475,155.09056,-170.64754,238.35263,192.39508,-170.64355,211.32317,-0.12397417,211.32086,24.295067,-53.630333,155.09052
1.2588,0.15886617,-0.42248514,0.39782339,-115.19586,118.17027,118.17027,155.10884,-166.01646,238.38405,192.3557,-166.0125,213.51494,-0.12418824,213.51254,24.199005,-53.404423,155.1088
1.2589,0.14628105,-0.42238855,0.40262675,-115.18427,118.18578,118.18578,155.12712,-161.22511,238.41547,192.31494,-161.22122,215.49838,-0.1244014,215.4958,24.10235,-53.178154,155.12708
1.2589999,0.13355105,-0.42229235,0.40703219,-115.17157,118.20129,118.20129,155.14539,-156.27827,238.44688,192.27283,-156.2744,217.27153,-0.12461365,217.26886,24.005108,-52.95153,155.14534
1.2591,0.12068876,-0.42219651,0.41103536,-115.15778,118.21681,118.2168,155.16365,-151.18083,238.4783,192.22935,-151.17694,218.83269,-0.124825,218.82996,23.907282,-52.724556,155.1636
1.2592,0.1077069,-0.42210108,0.41463238,-115.14291,118.23233,118.23232,155.1819,-145.93785,238.50972,192.18452,-145.93396,220.18033,-0.12503543,220.17752,23.808874,-52.497242,155.18187
1.2593,0.094618298,-0.42200607,0.41781968,-115.12695,118.24785,118.24784,155.20015,-140.55457,238.54114,192.13835,-140.55072,221.31316,-0.12524498,221.31026,23.709888,-52.269592,155.2001
1.2594,0.081435889,-0.42191142,0.42059413,-115.10991,118.26337,118.26336,155.21838,-135.0363,238.57254,192.09085,-135.03258,222.2301,-0.12545359,222.22704,23.610329,-52.041607,155.21835
1.2595,0.068172619,-0.42181718,0.42295286,-115.09178,118.27889,118.27888,155.23662,-129.38857,238.60396,192.04199,-129.38484,222.93028,-0.1256613,222.92719,23.510199,-51.813297,155.23657
1.2596,0.054841638,-0.42172334,0.42489359,-115.07257,118.29442,118.29441,155.25484,-123.61697,238.63538,191.99182,-123.61324,223.41309,-0.12586808,223.40993,23.409502,-51.584667,155.25479
1.2596999,0.041456107,-0.42162991,0.42641443,-115.05228,118.30994,118.30994,155.27304,-117.72726,238.66679,191.94031,-117.72356,223.67807,-0.12607396,223.67485,23.308241,-51.355721,155.27301
1.2598,0.028029259,-0.42153689,0.42751393,-115.03091,118.32547,118.32546,155.29124,-111.72529,238.69821,191.88748,-111.7217,223.72504,-0.12627892,223.72171,23.206421,-51.126465,155.2912
1.2599,0.014574329,-0.42144427,0.42819089,-115.00846,118.341,118.34099,155.30943,-105.61702,238.72963,191.83334,-105.61353,223.55399,-0.12648296,223.55057,23.104046,-50.896904,155.30939
1.26,0.0011045903,-0.42135206,0.42844462,-114.98494,118.35653,118.35652,155.32761,-99.408546,238.76105,191.77789,-99.405045,223.16515,-0.12668608,223.16168,23.001116,-50.667046,155.32758
1.2601,-0.012366636,-0.42126027,0.4282749,-114.96035,118.37206,118.37206,155.34578,-93.106026,238.79247,191.72113,-93.102547,222.55899,-0.12688829,222.55548,22.89764,-50.436893,155.34573
1.2602,-0.025826039,-0.42116889,0.42768195,-114.93468,118.3876,118.3876,155.36392,-86.715744,238.82387,191.66307,-86.712341,221.73618,-0.12708957,221.7326,22.793617,-50.206451,155.36389
1.2603,-0.03926032,-0.42107794,0.42666635,-114.90795,118.40314,118.40313,155.38206,-80.244049,238.85529,191.6037,-80.240837,220.69759,-0.12728994,220.69392,22.689056,-49.975723,155.38203
1.2604001,-0.052656248,-0.4209874,0.42522892,-114.88016,118.41868,118.41867,155.40019,-73.697372,238.8867,191.54306,-73.694176,219.44432,-0.12748937,219.44061,22.583956,-49.74472,155.40016
1.2605,-0.066000573,-0.42089728,0.4233712,-114.8513,118.43422,118.43421,155.4183,-67.082237,238.91812,191.48111,-67.079048,217.97772,-0.12768789,217.97397,22.478325,-49.513443,155.41827
1.2606,-0.079280108,-0.42080757,0.42109498,-114.82138,118.44976,118.44975,155.43642,-60.405209,238.94954,191.41789,-60.402069,216.2993,-0.12788548,216.2955,22.372164,-49.281895,155.43639
1.2607,-0.092481747,-0.42071831,0.41840258,-114.7904,118.46531,118.46529,155.4545,-53.672932,238.98096,191.35339,-53.66993,214.4108,-0.12808213,214.40697,22.265476,-49.050087,155.45447
1.2608,-0.10559245,-0.42062944,0.41529661,-114.75837,118.48085,118.48084,155.47258,-46.892094,239.01237,191.28763,-46.889252,212.31419,-0.12827787,212.3103,22.15827,-48.81802,155.47255
1.2609,-0.11859927,-0.42054105,0.41178,-114.72528,118.4964,118.49639,155.49063,-40.069435,239.04378,191.22058,-40.066612,210.01164,-0.12847267,210.00772,22.050545,-48.585697,155.4906
1.261,-0.13148935,-0.42045307,0.40785632,-114.69114,118.51195,118.51194,155.50868,-33.211731,239.0752,191.15228,-33.208935,207.50551,-0.12866654,207.50156,21.942308,-48.353127,155.50865
1.2611001,-0.14424998,-0.42036551,0.40352947,-114.65595,118.5275,118.5275,155.52672,-26.325798,239.10661,191.08272,-26.323088,204.79839,-0.12885949,204.7944,21.833563,-48.120316,155.52669
1.2612,-0.15686853,-0.4202784,0.39880371,-114.61972,118.54305,118.54305,155.54472,-19.418467,239.13803,191.0119,-19.415985,201.89304,-0.12905149,201.88905,21.724312,-47.887264,155.54469
1.2613,-0.16933253,-0.42019174,0.39368355,-114.58245,118.55861,118.5586,155.56273,-12.496594,239.16945,190.93985,-12.494184,198.79245,-0.12924257,198.78842,21.614561,-47.65398,155.5627
1.2614,-0.1816297,-0.42010549,0.38817415,-114.54414,118.57417,118.57416,155.58072,-5.56705,239.20087,190.86653,-5.5646629,195.49977,-0.12943272,195.49573,21.504314,-47.420467,155.58069
1.2615,-0.19374786,-0.42001969,0.38228092,-114.50478,118.58973,118.58972,155.59868,1.3632941,239.23228,190.79199,1.3656285,192.01839,-0.12962192,192.01431,21.393576,-47.186729,155.59865
1.2616,-0.20567508,-0.41993433,0.3760097,-114.4644,118.60529,118.60528,155.61664,8.2875681,239.2637,190.7162,8.2897539,188.35184,-0.1298102,188.34778,21.282349,-46.95277,155.61661
1.2617,-0.21739955,-0.41984946,0.36936668,-114.42299,118.62085,118.62084,155.63457,15.19891,239.2951,190.63919,15.20087,184.50386,-0.12999754,184.49982,21.170639,-46.718601,155.63454
1.2618001,-0.22890966,-0.419765,0.36235827,-114.38055,118.63641,118.63641,155.65248,22.090475,239.32652,190.56094,22.092403,180.47838,-0.13018395,180.47432,21.058451,-46.484219,155.65245
1.2618999,-0.24019405,-0.41968098,0.3549915,-114.33708,118.65198,118.65197,155.67038,28.955439,239.35794,190.48148,28.957333,176.27948,-0.13036941,176.27539,20.945789,-46.249634,155.67035
1.262,-0.25124159,-0.41959742,0.34727359,-114.29259,118.66755,118.66754,155.68826,35.78701,239.38936,190.4008,35.788815,171.91144,-0.13055393,171.90735,20.832657,-46.014847,155.68823
1.2621,-0.26204139,-0.41951433,0.33921224,-114.24709,118.68312,118.68311,155.70613,42.578438,239.42078,190.31891,42.580013,167.37866,-0.13073751,167.37463,20.719059,-45.779865,155.7061
1.2622,-0.27258271,-0.41943169,0.33081529,-114.20057,118.69869,118.69868,155.72397,49.323002,239.45219,190.23581,49.324444,162.68579,-0.13092017,162.68178,20.605,-45.544689,155.72394
1.2623,-0.28285515,-0.41934949,0.32209098,-114.15304,118.71426,118.71426,155.74179,56.01405,239.48361,190.1515,56.015453,157.83754,-0.13110188,157.83353,20.490484,-45.30933,155.74176
1.2624,-0.29284859,-0.41926777,0.31304801,-114.1045,118.72984,118.72983,155.7596,62.644974,239.51503,190.06601,62.64632,152.83885,-0.13128263,152.83482,20.375517,-45.073788,155.75957
1.2625,-0.30255312,-0.4191865,0.30369529,-114.05495,118.74541,118.74541,155.77737,69.209236,239.54643,189.97931,69.210442,147.69476,-0.13146245,147.69078,20.260103,-44.83807,155.77736
1.2625999,-0.31195921,-0.41910571,0.29404208,-114.00442,118.76099,118.76099,155.79515,75.700363,239.57785,189.89143,75.701294,142.41049,-0.13164133,142.40662,20.144245,-44.602177,155.79512
1.2627,-0.32105744,-0.41902536,0.28409773,-113.95287,118.77657,118.77657,155.81288,82.111969,239.60927,189.80237,82.112862,136.99138,-0.13181926,136.98749,20.02795,-44.366116,155.81287
1.2628,-0.32983887,-0.41894549,0.2738722,-113.90034,118.79215,118.79214,155.83061,88.437752,239.64069,189.71211,88.438591,131.44289,-0.13199624,131.43898,19.911222,-44.129894,155.83058
1.2629,-0.33829486,-0.41886607,0.26337552,-113.84682,118.80774,118.80773,155.84831,94.671478,239.6721,189.62068,94.672241,125.77061,-0.13217229,125.76674,19.794065,-43.893509,155.8483
1.263,-0.34641704,-0.41878712,0.2526181,-113.7923,118.82333,118.82332,155.866,100.80704,239.70352,189.52809,100.80759,119.98029,-0.13234739,119.97652,19.676485,-43.656971,155.86597
1.2631,-0.35419732,-0.41870865,0.2416105,-113.73681,118.83891,118.83891,155.88365,106.83842,239.73494,189.43433,106.83878,114.07776,-0.13252154,114.07407,19.558485,-43.420284,155.88364
1.2632,-0.36162803,-0.41863066,0.23036352,-113.68034,118.8545,118.85449,155.90129,112.7597,239.76636,189.3394,112.76003,108.06895,-0.13269475,108.06526,19.440071,-43.183449,155.90126
1.2632999,-0.36870179,-0.41855314,0.21888834,-113.62289,118.87009,118.87009,155.9189,118.5651,239.79776,189.24332,118.56536,101.95992,-0.13286699,101.95625,19.321247,-42.946472,155.91888
1.2634,-0.37541166,-0.4184761,0.20719628,-113.56448,118.88569,118.88568,155.93649,124.24894,239.82918,189.14609,124.24907,95.756821,-0.13303831,95.753204,19.202019,-42.709358,155.93648
1.2635,-0.38175103,-0.41839954,0.19529891,-113.5051,118.90128,118.90128,155.95406,129.80566,239.8606,189.0477,129.80551,89.465881,-0.13320866,89.462448,19.082392,-42.472111,155.95404
