"Time","toSpacePhasor.y[1]","toSpacePhasor.y[2]","hallSensor.y"
0,2.8421709e-14,158.81618,0
1.999998e-12,9.9787208e-08,158.81618,-6.2831873e-10
1.999998e-12,9.9787208e-08,158.81618,6.2831855
4.9999999e-05,2.4945762,158.79659,6.2674775
9.9999997e-05,4.9885368,158.73782,6.2517695
0.00015000001,7.4812665,158.63988,6.2360616
0.00019999999,9.9721508,158.50279,6.2203536
0.00025000001,12.460574,158.3266,6.2046456
0.00030000001,14.945923,158.11136,6.1889377
0.00034999999,17.427584,157.85709,6.1732297
0.00039999999,19.904945,157.56387,6.1575217
0.00044999999,22.377396,157.23178,6.1418138
0.00050000002,24.844324,156.86089,6.1261058
0.00055,27.305124,156.45131,6.1103978
0.00060000003,29.759186,156.00311,6.0946898
0.00065,32.205906,155.51643,6.0789819
0.00069999998,34.644676,154.99138,6.0632739
0.00075000001,37.074902,154.42809,6.0475659
0.00079999998,39.495979,153.82668,6.031858
0.00085000001,41.90731,153.18733,6.01615
0.00089999998,44.308304,152.51018,6.000442
0.00095000002,46.69836,151.79539,5.9847341
0.001,49.0769,151.04317,5.9690261
0.00105,51.443329,150.25366,5.9533181
0.0011,53.797062,149.42709,5.9376101
0.00115,56.137524,148.56364,5.9219022
0.0012000001,58.464138,147.66356,5.9061942
0.00125,60.776321,146.72702,5.8904862
0.0013,63.073513,145.75429,5.8747783
0.00135,65.355141,144.74559,5.8590703
0.0014,67.620644,143.70117,5.8433623
0.00145,69.869461,142.62131,5.8276544
0.0015,72.101036,141.50626,5.8119464
0.00155,74.314827,140.35628,5.7962384
0.0016,76.510277,139.17168,5.7805305
0.00165,78.686852,137.95274,5.7648225
0.0017,80.844017,136.69977,5.7491145
0.0017500001,82.981224,135.41306,5.7334065
0.0018,85.097969,134.09294,5.7176986
0.00185,87.19371,132.73973,5.7019906
0.0019,89.267937,131.35378,5.6862826
0.0019499999,91.320137,129.93541,5.6705747
0.0020000001,93.349808,128.48499,5.6548667
0.00205,95.356445,127.00287,5.6391587
0.0020999999,97.339561,125.4894,5.6234508
0.0021500001,99.298653,123.94498,5.6077428
0.0022,101.23325,122.36997,5.5920348
0.0022499999,103.14286,120.76477,5.5763268
0.0023000001,105.02702,119.12978,5.5606189
0.00235,106.88528,117.46539,5.5449109
0.0024000001,108.71716,115.77202,5.5292029
0.00245,110.52222,114.05008,5.513495
0.0024999999,112.3,112.3,5.497787
0.0025500001,114.05008,110.52222,5.482079
0.0026,115.77202,108.71716,5.4663711
0.0026499999,117.46539,106.88528,5.4506631
0.0027000001,119.12978,105.02702,5.4349551
0.00275,120.76477,103.14286,5.4192472
0.0027999999,122.36997,101.23325,5.4035392
0.00285,123.94498,99.298653,5.3878312
0.0029,125.4894,97.339561,5.3721232
0.0029500001,127.00287,95.356445,5.3564153
0.003,128.48499,93.349808,5.3407073
0.0030499999,129.93541,91.320137,5.3249993
0.0031000001,131.35378,89.267937,5.3092914
0.00315,132.73973,87.19371,5.2935834
0.0031999999,134.09294,85.097969,5.2778754
0.0032500001,135.41306,82.981224,5.2621679
0.0033,136.69977,80.844017,5.24646
0.0033499999,137.95274,78.686852,5.230752
0.0034,139.17168,76.510277,5.215044
0.00345,140.35628,74.314827,5.1993361
0.0035000001,141.50626,72.101036,5.1836281
0.00355,142.62131,69.869461,5.1679201
0.0035999999,143.70117,67.620644,5.1522121
0.0036500001,144.74559,65.355141,5.1365042
0.0037,145.75429,63.073513,5.1207962
0.0037499999,146.72702,60.776321,5.1050882
0.0038000001,147.66356,58.464138,5.0893803
0.00385,148.56364,56.137524,5.0736723
0.0038999999,149.42709,53.797062,5.0579643
0.0039499998,150.25366,51.443329,5.0422564
0.0040000002,151.04317,49.0769,5.0265484
0.0040500001,151.79539,46.69836,5.0108404
0.0041,152.51018,44.308304,4.9951324
0.0041499999,153.18733,41.90731,4.9794245
0.0041999999,153.82668,39.495979,4.9637165
0.0042500002,154.42809,37.074902,4.9480085
0.0043000001,154.99138,34.644676,4.9323006
0.0043500001,155.51643,32.205906,4.9165926
0.0044,156.00311,29.759186,4.9008846
0.0044499999,156.45131,27.305124,4.8851767
0.0044999998,156.86089,24.844324,4.8694687
0.0045500002,157.23178,22.377396,4.8537607
0.0046000001,157.56387,19.904945,4.8380527
0.00465,157.85709,17.427584,4.8223448
0.0046999999,158.11136,14.945923,4.8066368
0.0047499998,158.3266,12.460574,4.7909288
0.0048000002,158.50279,9.9721508,4.7752209
0.0048500001,158.63988,7.4812665,4.7595129
0.0049000001,158.73782,4.9885368,4.7438049
0.00495,158.79659,2.4945762,4.728097
0.0049999999,158.81618,-1.1368684e-13,4.712389
0.0050499998,158.79659,-2.4945762,4.696681
0.0051000002,158.73782,-4.9885368,4.6809731
0.0051500001,158.63988,-7.4812665,4.6652651
0.0052,158.50279,-9.9721508,4.6495571
0.0052499999,158.3266,-12.460574,4.6338491
0.0052999998,158.11136,-14.945923,4.6181412
0.0053500002,157.85709,-17.427584,4.6024332
0.0054000001,157.56387,-19.904945,4.5867252
0.0054500001,157.23178,-22.377396,4.5710173
0.0055,156.86089,-24.844324,4.5553093
0.0055499999,156.45131,-27.305124,4.5396013
0.0055999998,156.00311,-29.759186,4.5238934
0.0056500002,155.51643,-32.205906,4.5081854
0.0057000001,154.99138,-34.644676,4.4924774
0.00575,154.42809,-37.074902,4.4767694
0.0057999999,153.82668,-39.495979,4.4610615
0.0058499998,153.18733,-41.90731,4.4453535
0.0059000002,152.51018,-44.308304,4.4296455
0.0059500001,151.79539,-46.69836,4.4139376
0.0060000001,151.04317,-49.0769,4.3982296
0.00605,150.25366,-51.443329,4.3825216
0.0060999999,149.42709,-53.797062,4.3668137
0.0061499998,148.56364,-56.137524,4.3511057
0.0062000002,147.66356,-58.464138,4.3353977
0.0062500001,146.72702,-60.776321,4.3196898
0.0063,145.75429,-63.073513,4.3039818
0.0063499999,144.74559,-65.355141,4.2882738
0.0063999998,143.70117,-67.620644,4.2725658
0.0064500002,142.62131,-69.869461,4.2568579
0.0065000001,141.50626,-72.101036,4.2411499
0.00655,140.35628,-74.314827,4.2254419
0.0066,139.17168,-76.510277,4.209734
0.0066499999,137.95274,-78.686852,4.194026
0.0066999998,136.69977,-80.844017,4.178318
0.0067500002,135.41306,-82.981224,4.1626101
0.0068000001,134.09294,-85.097969,4.1469021
0.00685,132.73973,-87.19371,4.1311941
0.0068999999,131.35378,-89.267937,4.1154861
0.0069499998,129.93541,-91.320137,4.0997782
0.0070000002,128.48499,-93.349808,4.0840707
0.0070500001,127.00287,-95.356445,4.0683627
0.0071,125.4894,-97.339561,4.0526547
0.00715,123.94498,-99.298653,4.0369468
0.0071999999,122.36997,-101.23325,4.0212388
0.0072499998,120.76477,-103.14286,4.0055308
0.0073000002,119.12978,-105.02702,3.9898226
0.0073500001,117.46539,-106.88528,3.9741147
0.0074,115.77202,-108.71716,3.9584067
0.0074499999,114.05008,-110.52222,3.9426987
0.0074999998,112.3,-112.3,3.9269907
0.0075500002,110.52222,-114.05008,3.9112828
0.0076000001,108.71716,-115.77202,3.8955748
0.00765,106.88528,-117.46539,3.8798668
0.0077,105.02702,-119.12978,3.8641589
0.0077499999,103.14286,-120.76477,3.8484509
0.0077999998,101.23325,-122.36997,3.8327429
0.0078499997,99.298653,-123.94498,3.817035
0.0078999996,97.339561,-125.4894,3.8013272
0.0079500005,95.356445,-127.00287,3.7856193
0.0080000004,93.349808,-128.48499,3.7699113
0.0080500003,91.320137,-129.93541,3.7542033
0.0081000002,89.267937,-131.35378,3.7384953
0.0081500001,87.19371,-132.73973,3.7227874
0.0082,85.097969,-134.09294,3.7070794
0.00825,82.981224,-135.41306,3.6913714
0.0082999999,80.844017,-136.69977,3.6756635
0.0083499998,78.686852,-137.95274,3.6599555
0.0083999997,76.510277,-139.17168,3.6442475
0.0084499996,74.314827,-140.35628,3.6285396
0.0085000005,72.101036,-141.50626,3.6128316
0.0085500004,69.869461,-142.62131,3.5971236
0.0086000003,67.620644,-143.70117,3.5814157
0.0086500002,65.355141,-144.74559,3.5657077
0.0087000001,63.073513,-145.75429,3.5499997
0.00875,60.776321,-146.72702,3.5342917
0.0088,58.464138,-147.66356,3.5185838
0.0088499999,56.137524,-148.56364,3.5028758
0.0088999998,53.797062,-149.42709,3.4871678
0.0089499997,51.443329,-150.25366,3.4714599
0.0089999996,49.0769,-151.04317,3.4557519
0.0090500005,46.69836,-151.79539,3.4400439
0.0091000004,44.308304,-152.51018,3.424336
0.0091500003,41.90731,-153.18733,3.408628
0.0092000002,39.495979,-153.82668,3.39292
0.0092500001,37.074902,-154.42809,3.377212
0.0093,34.644676,-154.99138,3.3615041
0.0093499999,32.205906,-155.51643,3.3457961
0.0093999999,29.759186,-156.00311,3.3300881
0.0094499998,27.305124,-156.45131,3.3143802
0.0094999997,24.844324,-156.86089,3.2986722
0.0095499996,22.377396,-157.23178,3.2829642
0.0096000005,19.904945,-157.56387,3.2672563
0.0096500004,17.427584,-157.85709,3.2515483
0.0097000003,14.945923,-158.11136,3.2358403
0.0097500002,12.460574,-158.3266,3.2201324
0.0098000001,9.9721508,-158.50279,3.2044246
0.00985,7.4812665,-158.63988,3.1887167
0.0098999999,4.9885368,-158.73782,3.1730087
0.0099499999,2.4945762,-158.79659,3.1573007
0.0099999998,-9.2370556e-14,-158.81618,3.1415927
