"Time","aimc.is[1]","aimc.is[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","powerSensor.flange_a.phi","loadInertia.w","PI.x"
4.5455999,6.1940999,-7.9506917,-4.9548411,-6.6727448,-0.34863436,0.26374358,713.84784,156.99135,89.473999
4.5457001,6.3675103,-7.8661208,-4.954227,-6.6731977,-0.34914219,0.2641165,713.86359,156.99132,89.670837
4.5458002,6.5346079,-7.7737503,-4.9536142,-6.6736503,-0.34964851,0.26448873,713.87927,156.99127,89.867622
4.5458999,6.6952271,-7.6736727,-4.9530025,-6.6741018,-0.35015333,0.2648603,713.89496,156.99124,90.064346
4.546,6.8492088,-7.5659866,-4.9523926,-6.6745529,-0.35065666,0.26523119,713.91064,156.99121,90.261017
4.5461001,6.9964004,-7.450799,-4.9517841,-6.6750035,-0.35115847,0.2656014,713.92633,156.99117,90.457642
4.5461998,7.1366563,-7.3282242,-4.9511771,-6.6754537,-0.35165873,0.26597092,713.94208,156.99113,90.654213
4.5462999,7.2698369,-7.1983843,-4.9505715,-6.6759028,-0.3521575,0.26633972,713.95776,156.9911,90.850746
4.5464001,7.3958106,-7.0614071,-4.9499674,-6.6763515,-0.3526547,0.26670784,713.97345,156.99107,91.047249
4.5465002,7.5144529,-6.917429,-4.9493647,-6.6767998,-0.35315037,0.26707524,713.98914,156.99104,91.243713
4.5465999,7.6256461,-6.766593,-4.9487634,-6.677247,-0.35364449,0.26744193,714.00482,156.99101,91.440147
4.5467,7.7292795,-6.6090484,-4.948164,-6.6776938,-0.35413703,0.2678079,714.02057,156.99097,91.636551
4.5468001,7.8252506,-6.4449515,-4.9475656,-6.6781402,-0.35462803,0.26817313,714.03625,156.99094,91.832939
4.5468998,7.913465,-6.2744651,-4.946969,-6.6785855,-0.35511741,0.26853764,714.05194,156.99091,92.029312
4.5469999,7.993835,-6.0977578,-4.9463739,-6.6790304,-0.35560524,0.26890141,714.06763,156.99089,92.225662
4.5471001,8.0662804,-5.9150057,-4.9457803,-6.6794744,-0.35609147,0.26926443,714.08337,156.99086,92.422012
4.5472002,8.1307306,-5.7263894,-4.945188,-6.6799178,-0.35657611,0.26962668,714.09906,156.99083,92.618355
4.5472999,8.1871204,-5.5320959,-4.9445972,-6.6803603,-0.35705912,0.26998818,714.11475,156.9908,92.81469
4.5474,8.2353954,-5.3323178,-4.9440084,-6.6808023,-0.35754055,0.27034894,714.13043,156.99077,93.011032
4.5475001,8.275507,-5.1272535,-4.9434209,-6.6812439,-0.35802037,0.27070892,714.14612,156.99074,93.207382
4.5475998,8.307416,-4.9171066,-4.9428349,-6.6816845,-0.35849854,0.2710681,714.16187,156.99072,93.40374
4.5476999,8.33109,-4.7020845,-4.9422507,-6.6821241,-0.35897508,0.27142653,714.17755,156.99069,93.600113
4.5478001,8.3465061,-4.4824014,-4.9416676,-6.6825633,-0.35944998,0.27178416,714.19324,156.99066,93.796501
4.5479002,8.3536501,-4.2582741,-4.9410863,-6.683002,-0.35992327,0.27214101,714.20892,156.99065,93.992912
4.5479999,8.3525133,-4.0299253,-4.9405069,-6.6834397,-0.3603949,0.27249706,714.22461,156.99062,94.189354
4.5481,8.3430977,-3.7975814,-4.939929,-6.6838765,-0.36086485,0.2728523,714.24036,156.99059,94.385826
4.5482001,8.3254128,-3.5614729,-4.9393525,-6.6843128,-0.36133319,0.27320674,714.25604,156.99057,94.582329
4.5482998,8.2994757,-3.3218334,-4.9387774,-6.6847482,-0.36179984,0.27356037,714.27173,156.99054,94.77887
4.5483999,8.2653131,-3.0789006,-4.9382043,-6.685183,-0.36226481,0.2739132,714.28741,156.99052,94.975456
4.5485001,8.2229586,-2.8329153,-4.9376326,-6.685617,-0.36272815,0.2742652,714.30316,156.99049,95.172089
4.5486002,8.1724539,-2.5841215,-4.9370627,-6.6860499,-0.36318979,0.27461636,714.31885,156.99048,95.368767
4.5486999,8.1138487,-2.3327653,-4.9364944,-6.6864824,-0.36364976,0.27496672,714.33453,156.99045,95.565506
4.5488,8.0472021,-2.0790966,-4.9359274,-6.6869144,-0.36410806,0.27531624,714.35022,156.99043,95.762299
4.5489001,7.97258,-1.8233662,-4.9353623,-6.687345,-0.36456466,0.27566493,714.36591,156.99042,95.95916
4.5489998,7.8900566,-1.5658276,-4.9347987,-6.6877751,-0.36501956,0.27601275,714.38165,156.99039,96.156082
4.5490999,7.7997131,-1.3067364,-4.934237,-6.6882048,-0.36547276,0.27635974,714.39734,156.99037,96.353073
4.5492001,7.7016397,-1.0463489,-4.9336767,-6.688633,-0.3659243,0.27670589,714.41302,156.99036,96.55014
4.5493002,7.5959334,-0.78492355,-4.9331179,-6.6890607,-0.36637411,0.27705118,714.42871,156.99034,96.747284
4.5493999,7.4826989,-0.5227192,-4.9325609,-6.6894879,-0.36682224,0.27739561,714.4444,156.99031,96.944511
4.5495,7.3620491,-0.25999573,-4.9320059,-6.6899137,-0.36726865,0.2777392,714.46014,156.9903,97.14183
4.5496001,7.2341027,0.0029864737,-4.9314523,-6.6903391,-0.36771333,0.27808189,714.47583,156.99028,97.339233
4.5496998,7.0989876,0.26596686,-4.9309001,-6.6907635,-0.36815634,0.27842376,714.49152,156.99026,97.536728
4.5497999,6.9568367,0.52868485,-4.9303498,-6.6911874,-0.3685976,0.27876472,714.5072,156.99025,97.734329
4.5499001,6.8077917,0.79088008,-4.929801,-6.6916103,-0.36903718,0.27910483,714.52295,156.99023,97.932022
4.5500002,6.652,1.0522928,-4.9292541,-6.6920323,-0.36947501,0.27944404,714.53864,156.9902,98.129829
4.5500998,6.4896159,1.3126639,-4.9287086,-6.6924534,-0.36991113,0.27978238,714.55432,156.99019,98.327744
4.5502,6.3208008,1.5717356,-4.928165,-6.692874,-0.37034553,0.28011987,714.57001,156.99017,98.525764
4.5503001,6.1457214,1.8292511,-4.9276233,-6.6932936,-0.37077823,0.28045642,714.58569,156.99016,98.723915
4.5503998,5.9645519,2.0849552,-4.9270825,-6.6937122,-0.3712092,0.28079212,714.60144,156.99014,98.92218
4.5504999,5.7774715,2.3385947,-4.9265442,-6.6941304,-0.37163842,0.28112692,714.61713,156.99013,99.120567
4.5506001,5.5846658,2.5899181,-4.9260073,-6.6945472,-0.37206593,0.28146082,714.63281,156.99011,99.319084
4.5507002,5.3863258,2.8386767,-4.9254718,-6.6949635,-0.37249175,0.28179383,714.6485,156.9901,99.517738
4.5507998,5.1826477,3.0846238,-4.9249382,-6.6953788,-0.3729158,0.28212592,714.66418,156.9901,99.71653
4.5509,4.973834,3.3275158,-4.9244065,-6.6957936,-0.37333813,0.28245714,714.67993,156.99008,99.915459
4.5510001,4.7600913,3.5671124,-4.9238758,-6.696207,-0.37375876,0.28278744,714.69562,156.99007,100.11453
4.5510998,4.5416312,3.8031762,-4.9233475,-6.69662,-0.37417763,0.28311685,714.7113,156.99005,100.31375
4.5511999,4.3186703,4.0354729,-4.9228206,-6.697032,-0.37459478,0.28344533,714.72699,156.99004,100.51312
4.5513,4.0914297,4.2637725,-4.9222956,-6.697443,-0.37501022,0.28377292,714.74268,156.99002,100.71265
4.5514002,3.8601344,4.4878497,-4.921772,-6.6978531,-0.37542394,0.28409958,714.75842,156.99001,100.91234
4.5514998,3.6250138,4.7074814,-4.9212499,-6.6982627,-0.3758359,0.28442535,714.77411,156.99001,101.11219
4.5516,3.3863006,4.922451,-4.9207296,-6.6986713,-0.37624615,0.28475016,714.78979,156.98999,101.31221
4.5517001,3.1442311,5.1325445,-4.9202113,-6.699079,-0.37665471,0.28507411,714.80548,156.98997,101.5124
4.5517998,2.8990457,5.3375554,-4.9196944,-6.6994858,-0.37706152,0.28539711,714.82123,156.98996,101.71276
4.5518999,2.6509869,5.5372791,-4.9191794,-6.6998916,-0.37746662,0.28571922,714.83691,156.98996,101.9133
4.552,2.4003005,5.7315187,-4.9186659,-6.7002964,-0.37786999,0.28604037,714.8526,156.98994,102.11402
4.5521002,2.1472349,5.9200816,-4.9181542,-6.7007008,-0.37827164,0.28636062,714.86829,156.98993,102.31493
4.5521998,1.892041,6.1027808,-4.917644,-6.7011042,-0.37867159,0.28667995,714.88397,156.98993,102.51602
4.5523,1.6349711,6.2794361,-4.9171352,-6.7015066,-0.37906981,0.28699836,714.89972,156.98991,102.71731
4.5524001,1.3762803,6.449872,-4.9166288,-6.7019081,-0.37946633,0.28731585,714.91541,156.9899,102.91879
4.5524998,1.1162248,6.6139197,-4.9161234,-6.7023087,-0.37986115,0.28763241,714.93109,156.9899,103.12047
4.5525999,0.85506195,6.7714167,-4.9156203,-6.7027087,-0.38025424,0.28794804,714.94678,156.98988,103.32236
4.5527,0.5930506,6.9222078,-4.9151182,-6.7031078,-0.38064566,0.28826275,714.96246,156.98987,103.52444
4.5528002,0.33045024,7.0661426,-4.914618,-6.7035055,-0.38103536,0.28857654,714.97821,156.98987,103.72675
4.5528998,0.067520991,7.2030797,-4.9141197,-6.7039027,-0.38142335,0.28888941,714.9939,156.98985,103.92926
4.553,-0.19547674,7.3328824,-4.9136229,-6.704299,-0.38180965,0.28920132,715.00958,156.98985,104.13199
4.5531001,-0.45828247,7.4554234,-4.9131279,-6.7046947,-0.38219425,0.28951234,715.02527,156.98984,104.33495
4.5531998,-0.72063595,7.5705805,-4.9126344,-6.7050891,-0.38257718,0.2898224,715.04102,156.98982,104.53812
4.5532999,-0.98227727,7.6782398,-4.9121423,-6.705483,-0.38295844,0.29013157,715.0567,156.98982,104.74152
4.5534,-1.2429473,7.7782955,-4.9116521,-6.7058754,-0.383338,0.29043978,715.07239,156.98981,104.94515
4.5535002,-1.5023881,7.8706474,-4.9111638,-6.7062674,-0.38371587,0.29074711,715.08807,156.98981,105.14902
4.5535998,-1.7603426,7.955205,-4.9106765,-6.7066584,-0.38409209,0.29105347,715.10376,156.98979,105.35312
4.5537,-2.0165553,8.0318842,-4.9101915,-6.7070484,-0.38446662,0.29135892,715.11951,156.98979,105.55746
4.5538001,-2.2707725,8.1006088,-4.9097075,-6.707438,-0.3848395,0.29166344,715.13519,156.98978,105.76205
4.5538998,-2.5227423,8.1613121,-4.9092255,-6.7078261,-0.38521072,0.29196706,715.15088,156.98978,105.96689
4.5539999,-2.7722154,8.213933,-4.9087453,-6.7082138,-0.3855803,0.29226974,715.16656,156.98976,106.17197
4.5541,-3.018945,8.258419,-4.9082661,-6.7086005,-0.38594821,0.29257149,715.18225,156.98976,106.3773
4.5542002,-3.2626863,8.2947273,-4.9077892,-6.7089863,-0.38631448,0.29287234,715.198,156.98975,106.5829
4.5542998,-3.5031981,8.3228207,-4.9073133,-6.7093711,-0.38667908,0.29317224,715.21368,156.98975,106.78876
4.5544,-3.7402425,8.3426733,-4.9068394,-6.7097549,-0.38704208,0.29347125,715.22937,156.98973,106.99487
4.5545001,-3.9735847,8.3542633,-4.9063668,-6.7101383,-0.38740346,0.29376933,715.24506,156.98973,107.20126
4.5545998,-4.2029934,8.3575802,-4.9058962,-6.7105203,-0.38776317,0.29406649,715.26074,156.98972,107.40791
4.5546999,-4.4282417,8.352622,-4.905427,-6.7109017,-0.38812131,0.29436272,715.27649,156.98972,107.61483
4.5548,-4.6491065,8.3393917,-4.9049592,-6.7112823,-0.3884778,0.29465806,715.29218,156.9897,107.82203
4.5549002,-4.8653693,8.3179035,-4.9044933,-6.7116618,-0.38883269,0.29495248,715.30786,156.9897,108.02951
4.5549998,-5.0768156,8.2881784,-4.9040284,-6.7120409,-0.38918599,0.29524598,715.32355,156.98969,108.23727
4.5551,-5.2832365,8.250246,-4.9035659,-6.7124186,-0.38953769,0.2955386,715.33929,156.98969,108.44531
4.5552001,-5.4844275,8.2041445,-4.9031043,-6.7127957,-0.38988781,0.29583028,715.35498,156.98967,108.65364
4.5553002,-5.6801891,8.1499186,-4.9026442,-6.713172,-0.39023635,0.29612109,715.37067,156.98967,108.86226
4.5553999,-5.8703279,8.0876226,-4.9021859,-6.7135472,-0.39058331,0.29641098,715.38635,156.98965,109.07117
4.5555,-6.054656,8.0173178,-4.9017291,-6.713922,-0.39092869,0.29669997,715.40204,156.98965,109.28038
4.5556002,-6.2329903,7.939075,-4.9012742,-6.7142954,-0.39127252,0.29698804,715.41779,156.98964,109.48989
4.5556998,-6.4051542,7.8529701,-4.9008203,-6.7146683,-0.39161479,0.29727525,715.43347,156.98964,109.6997
4.5558,-6.5709782,7.759089,-4.9003682,-6.7150402,-0.39195549,0.29756156,715.44916,156.98964,109.90981
4.5559001,-6.7302971,7.6575251,-4.8999171,-6.7154112,-0.39229468,0.29784694,715.46484,156.98962,110.12023
4.5560002,-6.8829532,7.5483789,-4.8994679,-6.7157812,-0.39263234,0.29813147,715.48053,156.98962,110.33096
4.5560999,-7.0287962,7.4317579,-4.8990202,-6.7161508,-0.39296845,0.29841509,715.49628,156.98961,110.542
4.5562,-7.1676817,7.3077784,-4.8985739,-6.7165194,-0.39330307,0.29869786,715.51196,156.98961,110.75336
4.5563002,-7.2994714,7.1765628,-4.8981295,-6.716887,-0.39363617,0.29897973,715.52765,156.98959,110.96503
4.5563998,-7.4240355,7.0382409,-4.897686,-6.7172537,-0.39396775,0.29926071,715.54333,156.98959,111.17702
4.5565,-7.5412507,6.8929496,-4.897244,-6.7176199,-0.39429787,0.29954085,715.55908,156.98958,111.38934
4.5566001,-7.651001,6.7408333,-4.8968039,-6.7179852,-0.39462647,0.2998201,715.57477,156.98958,111.60198
4.5567002,-7.7531776,6.5820417,-4.8963647,-6.7183495,-0.39495361,0.30009845,715.59045,156.98956,111.81495
4.5567999,-7.8476796,6.4167333,-4.8959274,-6.7187128,-0.39527926,0.30037597,715.60614,156.98956,112.02824
4.5569,-7.934413,6.2450705,-4.8954911,-6.7190757,-0.39560348,0.30065262,715.62183,156.98955,112.24188
4.5570002,-8.0132923,6.067224,-4.8950567,-6.7194376,-0.39592624,0.30092841,715.63757,156.98955,112.45585
4.5570998,-8.08424,5.8833694,-4.8946233,-6.7197986,-0.39624754,0.30120337,715.65326,156.98953,112.67015
4.5572,-8.1471844,5.6936893,-4.8941917,-6.7201591,-0.39656743,0.30147743,715.66895,156.98953,112.8848
4.5573001,-8.2020645,5.4983711,-4.8937612,-6.7205181,-0.39688587,0.30175069,715.68463,156.98952,113.09978
4.5574002,-8.248826,5.2976084,-4.893332,-6.7208772,-0.39720291,0.30202308,715.70032,156.9895,113.31511
4.5574999,-8.2874222,5.0915999,-4.8929043,-6.7212348,-0.39751855,0.30229464,715.71606,156.9895,113.53078
4.5576,-8.3178148,4.880549,-4.892478,-6.7215919,-0.39783278,0.30256537,715.73175,156.98949,113.74681
4.5577002,-8.3399744,4.6646652,-4.8920531,-6.7219481,-0.39814562,0.30283523,715.74744,156.98949,113.96319
4.5577998,-8.353879,4.4441624,-4.8916297,-6.7223039,-0.39845708,0.30310431,715.76312,156.98947,114.17992
4.5579,-8.3595133,4.2192578,-4.8912072,-6.7226582,-0.39876717,0.30337253,715.77881,156.98947,114.397
4.5580001,-8.3568735,3.9901752,-4.8907862,-6.7230124,-0.3990759,0.30363995,715.79456,156.98946,114.61444
4.5581002,-8.3459625,3.7571406,-4.8903666,-6.7233653,-0.39938328,0.30390653,715.81024,156.98944,114.83224
4.5581999,-8.3267899,3.520385,-4.8899484,-6.7237177,-0.39968932,0.30417234,715.82593,156.98944,115.05041
4.5583,-8.2993746,3.2801428,-4.8895316,-6.7240691,-0.39999402,0.30443731,715.84161,156.98943,115.26894
4.5584002,-8.2637444,3.0366516,-4.8891158,-6.7244201,-0.40029743,0.30470148,715.85736,156.98941,115.48783
4.5584998,-8.2199345,2.7901523,-4.8887014,-6.7247701,-0.40059951,0.30496484,715.87305,156.98941,115.70708
4.5585999,-8.1679888,2.5408893,-4.888288,-6.7251196,-0.40090027,0.30522743,715.88873,156.9894,115.92671
4.5587001,-8.1079578,2.2891088,-4.887876,-6.7254682,-0.40119979,0.30548924,715.90442,156.98938,116.14671
4.5588002,-8.0399008,2.0350604,-4.8874655,-6.7258158,-0.40149799,0.30575025,715.9201,156.98938,116.36709
4.5588999,-7.9638863,1.7789952,-4.8870559,-6.7261629,-0.40179494,0.30601048,715.93585,156.98936,116.58783
4.559,-7.8799882,1.5211667,-4.8866477,-6.7265096,-0.40209064,0.30626994,715.95154,156.98935,116.80895
4.5591002,-7.788291,1.2618302,-4.886241,-6.7268553,-0.40238509,0.30652863,715.96722,156.98935,117.03046
4.5591998,-7.6888843,1.0012424,-4.8858352,-6.7272,-0.40267831,0.30678654,715.98291,156.98933,117.25233
4.5592999,-7.5818667,0.73966104,-4.8854303,-6.7275443,-0.40297028,0.3070437,715.9986,156.98932,117.4746
4.5594001,-7.4673443,0.47734502,-4.8850269,-6.7278876,-0.40326107,0.30730009,716.01434,156.9893,117.69724
4.5595002,-7.3454309,0.21455395,-4.8846245,-6.7282305,-0.40355062,0.30755576,716.03003,156.98929,117.92027
4.5595999,-7.2162461,-0.048452087,-4.8842235,-6.7285724,-0.40383902,0.30781066,716.04572,156.98929,118.14369
4.5597,-7.0799184,-0.31141284,-4.8838239,-6.7289138,-0.40412623,0.30806485,716.0614,156.98927,118.3675
4.5598001,-6.9365826,-0.57406807,-4.8834248,-6.7292542,-0.40441224,0.30831829,716.07709,156.98926,118.59169
4.5598998,-6.7863808,-0.83615786,-4.8830271,-6.7295942,-0.40469712,0.30857098,716.09283,156.98924,118.81628
4.5599999,-6.6294613,-1.0974228,-4.8826303,-6.7299337,-0.40498087,0.30882299,716.10852,156.98923,119.04125
4.5601001,-6.4659796,-1.3576045,-4.8822351,-6.7302723,-0.40526345,0.30907425,716.12421,156.98921,119.26662
4.5602002,-6.2960968,-1.6164454,-4.8818407,-6.7306099,-0.40554494,0.3093248,716.13989,156.9892,119.49239
4.5602999,-6.1199822,-1.8736893,-4.8814473,-6.7309475,-0.40582532,0.30957466,716.15564,156.98918,119.71854
4.5604,-5.937809,-2.1290817,-4.8810554,-6.7312841,-0.40610459,0.30982381,716.17133,156.98918,119.9451
4.5605001,-5.7497578,-2.38237,-4.8806639,-6.7316198,-0.40638277,0.31007227,716.18701,156.98917,120.17206
4.5605998,-5.556015,-2.6333032,-4.8802738,-6.7319551,-0.40665987,0.31032005,716.2027,156.98915,120.39941
4.5606999,-5.3567719,-2.8816335,-4.8798847,-6.7322898,-0.40693593,0.31056714,716.21838,156.98914,120.62717
4.5608001,-5.152226,-3.1271148,-4.8794966,-6.7326241,-0.40721095,0.31081355,716.23413,156.98912,120.85533
4.5609002,-4.9425793,-3.3695042,-4.8791094,-6.7329574,-0.40748489,0.3110593,716.24982,156.98909,121.08389
4.5609999,-4.7280397,-3.6085622,-4.8787231,-6.7332897,-0.40775785,0.31130436,716.2655,156.98907,121.31286
4.5611,-4.5088191,-3.8440518,-4.8783383,-6.7336221,-0.40802976,0.31154877,716.28119,156.98906,121.54223
4.5612001,-4.2851343,-4.0757403,-4.877954,-6.7339535,-0.4083007,0.31179255,716.29688,156.98904,121.77201
4.5612998,-4.0572066,-4.3033981,-4.8775706,-6.7342844,-0.40857065,0.31203565,716.31262,156.98903,122.0022
4.5613999,-3.8252621,-4.5268006,-4.8771887,-6.7346148,-0.40883961,0.31227812,716.32831,156.98901,122.23279
4.5615001,-3.5895298,-4.7457261,-4.8768072,-6.7349443,-0.40910763,0.31251997,716.34399,156.989,122.46379
4.5616002,-3.3502429,-4.9599581,-4.8764267,-6.7352738,-0.40937468,0.31276119,716.35968,156.98897,122.69521
4.5616999,-3.1076384,-5.1692848,-4.8760471,-6.7356024,-0.40964079,0.31300178,716.37537,156.98895,122.92702
4.5618,-2.8619561,-5.3734989,-4.8756685,-6.73593,-0.409906,0.31324175,716.39111,156.98894,123.15926
4.5619001,-2.6134393,-5.5723987,-4.8752909,-6.7362576,-0.41017029,0.31348112,716.4068,156.98892,123.39191
4.5619998,-2.3623338,-5.7657866,-4.8749137,-6.7365842,-0.41043365,0.3137199,716.42249,156.98889,123.62497
4.5620999,-2.1088879,-5.9534721,-4.8745379,-6.7369108,-0.41069618,0.31395805,716.43817,156.98888,123.85844
4.5622001,-1.8533524,-6.1352692,-4.8741627,-6.7372365,-0.41095781,0.31419563,716.45392,156.98886,124.09232
4.5623002,-1.5959802,-6.310998,-4.8737884,-6.7375617,-0.41121858,0.31443262,716.4696,156.98883,124.32663
4.5623999,-1.3370259,-6.480484,-4.8734145,-6.7378864,-0.41147849,0.31466904,716.48529,156.98882,124.56134
4.5625,-1.0767456,-6.6435604,-4.8730416,-6.7382102,-0.41173759,0.3149049,716.50098,156.9888,124.79648
4.5626001,-0.81539696,-6.8000655,-4.8726697,-6.738534,-0.41199589,0.31514019,716.51666,156.98877,125.03203
4.5626998,-0.55323845,-6.9498444,-4.8722982,-6.7388573,-0.41225335,0.31537494,716.53241,156.98875,125.26799
4.5627999,-0.29052943,-7.0927486,-4.8719277,-6.7391796,-0.41251004,0.31560913,716.5481,156.98872,125.50437
4.5629001,-0.02752983,-7.2286372,-4.8715582,-6.739502,-0.41276595,0.31584278,716.56378,156.98871,125.74117
4.5630002,0.23550017,-7.3573756,-4.8711891,-6.7398233,-0.41302109,0.31607586,716.57947,156.98868,125.97839
4.5630999,0.49830034,-7.4788361,-4.870821,-6.7401443,-0.41327545,0.31630844,716.59515,156.98865,126.21603
4.5632,0.7606107,-7.5928988,-4.8704534,-6.7404652,-0.4135291,0.31654051,716.6109,156.98863,126.45408
4.5633001,1.0221717,-7.699451,-4.8700862,-6.7407851,-0.41378203,0.31677204,716.62659,156.9886,126.69256
4.5633998,1.2827246,-7.7983866,-4.86972,-6.7411051,-0.41403425,0.3170031,716.64227,156.98859,126.93145
4.5634999,1.5420117,-7.8896079,-4.8693542,-6.7414241,-0.41428578,0.31723362,716.65796,156.98856,127.17076
4.5636001,1.7997764,-7.9730248,-4.8689895,-6.7417426,-0.4145366,0.31746367,716.67365,156.98853,127.41049
4.5637002,2.0557637,-8.0485544,-4.8686252,-6.7420611,-0.41478676,0.31769323,716.68939,156.98849,127.65063
4.5637999,2.3097203,-8.1161232,-4.8682613,-6.7423792,-0.41503626,0.31792229,716.70508,156.98848,127.8912
4.5639,2.5613949,-8.175662,-4.8678985,-6.7426963,-0.41528514,0.31815091,716.72076,156.98845,128.13219
4.5640001,2.8105388,-8.2271137,-4.8675356,-6.7430134,-0.41553336,0.31837904,716.73645,156.98842,128.3736
4.5640998,3.056905,-8.2704268,-4.8671737,-6.74333,-0.41578099,0.31860673,716.7522,156.98839,128.61543
4.5641999,3.3002503,-8.3055592,-4.8668122,-6.7436461,-0.41602802,0.31883398,716.76788,156.98836,128.85768
4.5643001,3.5403337,-8.3324738,-4.8664513,-6.7439623,-0.41627446,0.31906077,716.78357,156.98833,129.10034
4.5644002,3.7769177,-8.3511467,-4.8660913,-6.7442775,-0.41652033,0.31928712,716.79926,156.9883,129.34343
4.5644999,4.0097685,-8.361557,-4.8657312,-6.7445927,-0.41676563,0.31951305,716.81494,156.98827,129.58693
4.5646,4.2386551,-8.3636961,-4.8653722,-6.7449074,-0.4170104,0.31973857,716.83069,156.98824,129.83084
4.5647001,4.4633512,-8.3575602,-4.8650131,-6.7452216,-0.41725463,0.31996363,716.84637,156.9882,130.07518
4.5647998,4.6836348,-8.3431568,-4.864655,-6.7455354,-0.41749835,0.32018834,716.86206,156.98817,130.31995
4.5648999,4.8992882,-8.3204994,-4.8642969,-6.7458491,-0.41774157,0.32041261,716.87775,156.98814,130.56512
4.5650001,5.1100974,-8.2896109,-4.8639393,-6.7461624,-0.41798428,0.32063651,716.89343,156.98811,130.81071
4.5651002,5.3158541,-8.2505207,-4.8635826,-6.7464752,-0.41822654,0.32086003,716.90918,156.98808,131.05672
4.5651999,5.5163546,-8.2032681,-4.8632259,-6.7467875,-0.41846833,0.32108316,716.92487,156.98805,131.30315
4.5653,5.711401,-8.1478996,-4.8628697,-6.7470999,-0.41870967,0.32130593,716.94055,156.98802,131.54999
4.5654001,5.9007993,-8.0844698,-4.862514,-6.7474117,-0.41895059,0.32152832,716.95624,156.98798,131.79724
4.5654998,6.084363,-8.0130424,-4.8621583,-6.7477231,-0.41919106,0.32175037,716.97192,156.98795,132.04491
4.5655999,6.2619104,-7.9336863,-4.8618031,-6.7480345,-0.41943118,0.32197207,716.98767,156.98792,132.293
4.5657001,6.4332657,-7.8464813,-4.8614483,-6.7483454,-0.41967088,0.32219344,717.00336,156.98787,132.5415
4.5658002,6.598259,-7.7515125,-4.861094,-6.7486563,-0.41991019,0.32241449,717.01904,156.98784,132.79041
4.5658998,6.7567272,-7.6488748,-4.8607397,-6.7489667,-0.42014918,0.3226352,717.03473,156.98781,133.03973
4.566,6.9085135,-7.5386686,-4.8603859,-6.7492771,-0.42038777,0.32285559,717.05048,156.98776,133.28947
4.5661001,7.0534678,-7.4210038,-4.8600326,-6.7495866,-0.42062607,0.32307568,717.06616,156.98773,133.53961
4.5661998,7.1914463,-7.2959962,-4.8596792,-6.7498965,-0.42086405,0.32329544,717.08185,156.98769,133.79018
4.5662999,7.3223128,-7.1637692,-4.8593264,-6.750206,-0.42110172,0.32351494,717.09753,156.98766,134.04114
4.5664001,7.4459381,-7.0244541,-4.8589735,-6.750515,-0.42133909,0.32373413,717.11322,156.98761,134.29253
4.5665002,7.5621991,-6.8781886,-4.8586211,-6.750824,-0.4215762,0.32395306,717.12897,156.98756,134.5443
4.5665998,7.6709809,-6.7251167,-4.8582687,-6.7511325,-0.42181304,0.32417172,717.14465,156.98753,134.79649
4.5667,7.7721763,-6.5653901,-4.8579164,-6.751441,-0.42204961,0.32439011,717.16034,156.98749,135.04909
4.5668001,7.8656845,-6.3991666,-4.8575644,-6.751749,-0.42228597,0.32460827,717.17603,156.98744,135.30209
4.5668998,7.9514132,-6.2266107,-4.8572125,-6.7520576,-0.42252213,0.32482615,717.19171,156.98741,135.5555
4.5669999,8.0292778,-6.0478926,-4.8568611,-6.7523651,-0.42275807,0.3250438,717.20746,156.98737,135.8093
4.5671,8.0992002,-5.8631897,-4.8565097,-6.7526727,-0.42299381,0.32526121,717.22314,156.98732,136.06351
4.5672002,8.1611128,-5.6726847,-4.8561583,-6.7529802,-0.42322937,0.3254784,717.23883,156.98727,136.31812
4.5672998,8.2149525,-5.4765649,-4.8558068,-6.7532878,-0.42346478,0.3256954,717.25452,156.98723,136.57314
4.5674,8.2606668,-5.2750249,-4.8554559,-6.7535949,-0.42370003,0.32591215,717.2702,156.98718,136.82854
4.5675001,8.2982101,-5.0682645,-4.8551044,-6.753902,-0.42393517,0.32612872,717.28595,156.98714,137.08435
4.5675998,8.3275452,-4.8564873,-4.8547535,-6.754209,-0.4241702,0.32634509,717.30164,156.98709,137.34055
4.5676999,8.3486443,-4.6399026,-4.8544025,-6.7545156,-0.4244051,0.3265613,717.31732,156.98705,137.59714
4.5678,8.3614836,-4.4187255,-4.8540516,-6.7548223,-0.42463991,0.32677731,717.33301,156.987,137.85413
4.5679002,8.3660526,-4.1931744,-4.8537006,-6.7551289,-0.42487463,0.32699314,717.34869,156.98695,138.11151
4.5679998,8.3623466,-3.9634719,-4.8533497,-6.755435,-0.4251093,0.32720882,717.36444,156.98691,138.36929
4.5681,8.3503685,-3.7298453,-4.8529987,-6.7557411,-0.42534393,0.32742435,717.38013,156.98686,138.62744
4.5682001,8.3301296,-3.4925258,-4.8526478,-6.7560477,-0.4255785,0.3276397,717.39581,156.98682,138.886
4.5682998,8.30165,-3.2517483,-4.8522968,-6.7563534,-0.42581308,0.32785496,717.4115,156.98676,139.14493
4.5683999,8.2649584,-3.0077505,-4.8519459,-6.7566595,-0.42604762,0.32807004,717.42725,156.98671,139.40425
4.5685,8.2200909,-2.7607739,-4.8515944,-6.7569656,-0.4262822,0.32828504,717.44293,156.98666,139.66396
