"time","compositeStep.compositeStep11.transition.enableFire","compositeStep.compositeStep12.transition.enableFire","compositeStep.transition1.enableFire","compositeStep.transition2.enableFire","compositeStep.transition3.enableFire","compositeStep.transition4.enableFire","transition1.enableFire","transition2.enableFire","transition3.enableFire","transition4.enableFire"
0,0,0,0,0,0,0,1,0,0,0
0.0040000000000000001,0,0,0,0,0,0,1,0,0,0
0.0080000000000000002,0,0,0,0,0,0,1,0,0,0
0.012,0,0,0,0,0,0,1,0,0,0
0.016,0,0,0,0,0,0,1,0,0,0
0.02,0,0,0,0,0,0,1,0,0,0
0.024,0,0,0,0,0,0,1,0,0,0
0.028000000000000001,0,0,0,0,0,0,1,0,0,0
0.032000000000000001,0,0,0,0,0,0,1,0,0,0
0.036000000000000004,0,0,0,0,0,0,1,0,0,0
0.040000000000000001,0,0,0,0,0,0,1,0,0,0
0.043999999999999997,0,0,0,0,0,0,1,0,0,0
0.048000000000000001,0,0,0,0,0,0,1,0,0,0
0.052000000000000005,0,0,0,0,0,0,1,0,0,0
0.056000000000000001,0,0,0,0,0,0,1,0,0,0
0.059999999999999998,0,0,0,0,0,0,1,0,0,0
0.064000000000000001,0,0,0,0,0,0,1,0,0,0
0.068000000000000005,0,0,0,0,0,0,1,0,0,0
0.072000000000000008,0,0,0,0,0,0,1,0,0,0
0.075999999999999998,0,0,0,0,0,0,1,0,0,0
0.080000000000000002,0,0,0,0,0,0,1,0,0,0
0.084000000000000005,0,0,0,0,0,0,1,0,0,0
0.087999999999999995,0,0,0,0,0,0,1,0,0,0
0.091999999999999998,0,0,0,0,0,0,1,0,0,0
0.096000000000000002,0,0,0,0,0,0,1,0,0,0
0.10000000000000001,0,0,0,0,0,0,1,0,0,0
0.10400000000000001,0,0,0,0,0,0,1,0,0,0
0.108,0,0,0,0,0,0,1,0,0,0
0.112,0,0,0,0,0,0,1,0,0,0
0.11600000000000001,0,0,0,0,0,0,1,0,0,0
0.12,0,0,0,0,0,0,1,0,0,0
0.124,0,0,0,0,0,0,1,0,0,0
0.128,0,0,0,0,0,0,1,0,0,0
0.13200000000000001,0,0,0,0,0,0,1,0,0,0
0.13600000000000001,0,0,0,0,0,0,1,0,0,0
0.14000000000000001,0,0,0,0,0,0,1,0,0,0
0.14400000000000002,0,0,0,0,0,0,1,0,0,0
0.14799999999999999,0,0,0,0,0,0,1,0,0,0
0.152,0,0,0,0,0,0,1,0,0,0
0.156,0,0,0,0,0,0,1,0,0,0
0.16,0,0,0,0,0,0,1,0,0,0
0.16400000000000001,0,0,0,0,0,0,1,0,0,0
0.16800000000000001,0,0,0,0,0,0,1,0,0,0
0.17200000000000001,0,0,0,0,0,0,1,0,0,0
0.17599999999999999,0,0,0,0,0,0,1,0,0,0
0.17999999999999999,0,0,0,0,0,0,1,0,0,0
0.184,0,0,0,0,0,0,1,0,0,0
0.188,0,0,0,0,0,0,1,0,0,0
0.192,0,0,0,0,0,0,1,0,0,0
0.19600000000000001,0,0,0,0,0,0,1,0,0,0
0.20000000000000001,0,0,0,0,0,0,1,0,0,0
0.20400000000000001,0,0,0,0,0,0,1,0,0,0
0.20800000000000002,0,0,0,0,0,0,1,0,0,0
0.21199999999999999,0,0,0,0,0,0,1,0,0,0
0.216,0,0,0,0,0,0,1,0,0,0
0.22,0,0,0,0,0,0,1,0,0,0
0.224,0,0,0,0,0,0,1,0,0,0
0.22800000000000001,0,0,0,0,0,0,1,0,0,0
0.23200000000000001,0,0,0,0,0,0,1,0,0,0
0.23600000000000002,0,0,0,0,0,0,1,0,0,0
0.23999999999999999,0,0,0,0,0,0,1,0,0,0
0.24399999999999999,0,0,0,0,0,0,1,0,0,0
0.248,0,0,0,0,0,0,1,0,0,0
0.252,0,0,0,0,0,0,1,0,0,0
0.25600000000000001,0,0,0,0,0,0,1,0,0,0
0.26000000000000001,0,0,0,0,0,0,1,0,0,0
0.26400000000000001,0,0,0,0,0,0,1,0,0,0
0.26800000000000002,0,0,0,0,0,0,1,0,0,0
0.27200000000000002,0,0,0,0,0,0,1,0,0,0
0.27600000000000002,0,0,0,0,0,0,1,0,0,0
0.28000000000000003,0,0,0,0,0,0,1,0,0,0
0.28400000000000003,0,0,0,0,0,0,1,0,0,0
0.28800000000000003,0,0,0,0,0,0,1,0,0,0
0.29199999999999998,0,0,0,0,0,0,1,0,0,0
0.29599999999999999,0,0,0,0,0,0,1,0,0,0
0.29999999999999999,0,0,0,0,0,0,1,0,0,0
0.30399999999999999,0,0,0,0,0,0,1,0,0,0
0.308,0,0,0,0,0,0,1,0,0,0
0.312,0,0,0,0,0,0,1,0,0,0
0.316,0,0,0,0,0,0,1,0,0,0
0.32000000000000001,0,0,0,0,0,0,1,0,0,0
0.32400000000000001,0,0,0,0,0,0,1,0,0,0
0.32800000000000001,0,0,0,0,0,0,1,0,0,0
0.33200000000000002,0,0,0,0,0,0,1,0,0,0
0.33600000000000002,0,0,0,0,0,0,1,0,0,0
0.34000000000000002,0,0,0,0,0,0,1,0,0,0
0.34400000000000003,0,0,0,0,0,0,1,0,0,0
0.34800000000000003,0,0,0,0,0,0,1,0,0,0
0.35199999999999998,0,0,0,0,0,0,1,0,0,0
0.35599999999999998,0,0,0,0,0,0,1,0,0,0
0.35999999999999999,0,0,0,0,0,0,1,0,0,0
0.36399999999999999,0,0,0,0,0,0,1,0,0,0
0.36799999999999999,0,0,0,0,0,0,1,0,0,0
0.372,0,0,0,0,0,0,1,0,0,0
0.376,0,0,0,0,0,0,1,0,0,0
0.38,0,0,0,0,0,0,1,0,0,0
0.38400000000000001,0,0,0,0,0,0,1,0,0,0
0.38800000000000001,0,0,0,0,0,0,1,0,0,0
0.39200000000000002,0,0,0,0,0,0,1,0,0,0
0.39600000000000002,0,0,0,0,0,0,1,0,0,0
0.40000000000000002,0,0,0,0,0,0,1,0,0,0
0.40400000000000003,0,0,0,0,0,0,1,0,0,0
0.40800000000000003,0,0,0,0,0,0,1,0,0,0
0.41200000000000003,0,0,0,0,0,0,1,0,0,0
0.41600000000000004,0,0,0,0,0,0,1,0,0,0
0.41999999999999998,0,0,0,0,0,0,1,0,0,0
0.42399999999999999,0,0,0,0,0,0,1,0,0,0
0.42799999999999999,0,0,0,0,0,0,1,0,0,0
0.432,0,0,0,0,0,0,1,0,0,0
0.436,0,0,0,0,0,0,1,0,0,0
0.44,0,0,0,0,0,0,1,0,0,0
0.44400000000000001,0,0,0,0,0,0,1,0,0,0
0.44800000000000001,0,0,0,0,0,0,1,0,0,0
0.45200000000000001,0,0,0,0,0,0,1,0,0,0
0.45600000000000002,0,0,0,0,0,0,1,0,0,0
0.46000000000000002,0,0,0,0,0,0,1,0,0,0
