"time","T","eta","lambda","eta_der","lambda_der","eta2","lambda2","eta2_der","lambda2_der"
0,200,1.3328154879143871e-05,0.018336137442675402,0.00015893210088756472,0.23428309600084729,1.2775481413984203e-05,0.01801411683859706,0.00015174949716184594,0.21348054334404742
0.000202,200.56559999999999,1.336024359050303e-05,0.018383444036832626,0.00015877795973911915,0.23409908128739348,1.2806115775801022e-05,0.018057215700637497,0.00015156112897659777,0.21324090521403005
0.00040400000000000001,201.13120000000001,1.3392301193920738e-05,0.01843071349449614,0.00015862410139655123,0.23391540787048962,1.2836712155734168e-05,0.018100266181799402,0.00015137343866171346,0.21300152691255342
0.00060599999999999998,201.6968,1.3424327746480948e-05,0.018477945884563134,0.00015847052543582242,0.2337320753075392,1.28672706905622e-05,0.018143268335870606,0.00015118642470882983,0.21276242127999481
0.00080800000000000002,202.26240000000001,1.345632330518199e-05,0.018525141275841431,0.00015831723143322899,0.23354908315617159,1.2897791516752513e-05,0.018186222219199435,0.00015100008554563377,0.21252360082854585
0.00101,202.828,1.3488287926936645e-05,0.018572299737049505,0.00015816421896540223,0.23336643097424217,1.2928274770448568e-05,0.018229127890629072,0.00015081441953781062,0.21228507774877201
0.001212,203.39359999999999,1.3520221668572201e-05,0.018619421336816544,0.00015801148760930816,0.2331841183198321,1.2958720587457625e-05,0.01827198541143327,0.00015062942499095771,0.21204686391605312
0.0014140000000000001,203.95920000000001,1.3552124586830532e-05,0.018666506143682496,0.00015785903694224778,0.23300214475124845,1.2989129103238741e-05,0.018314794845253293,0.00015044510015246095,0.21180897089690731
0.001616,204.5248,1.3583996738368157e-05,0.018713554226098102,0.00015770686654185696,0.23282050982702421,1.3019500452891232e-05,0.018357556258036166,0.00015026144321333751,0.21157140995520268
0.001818,205.09039999999999,1.3615838179756314e-05,0.018760565652424954,0.00015755497598610646,0.23263921310591817,1.304983477114346e-05,0.018400269717974191,0.0001500784523100432,0.21133419205825724
0.0020200000000000001,205.65600000000001,1.3647648967481023e-05,0.01880754049093554,0.00015740336485330186,0.23245825414691507,1.3080132192341983e-05,0.018442935295445585,0.00014989612552624538,0.21109732788282629
0.002222,206.2216,1.3679429157943155e-05,0.018854478809813276,0.00015725203272208376,0.23227763250922553,1.3110392850441083e-05,0.018485553062956458,0.00014971446089456281,0.21086082782098561
0.0024239999999999999,206.78720000000001,1.3711178807458504e-05,0.018901380677152572,0.00015710097917142748,0.23209734775228602,1.3140616878992613e-05,0.01852812309508382,0.00014953345639827104,0.210624701985903
0.0026259999999999999,207.3528,1.3742897972257843e-05,0.018948246160958852,0.00015695020378064337,0.23191739943575898,1.3170804411136201e-05,0.018570645468419859,0.00014935310997297573,0.21038896021751088
0.0028280000000000002,207.91839999999999,1.3774586708487007e-05,0.018995075329148639,0.00015679970612937657,0.23173778711953261,1.3200955579589805e-05,0.018613120261517301,0.00014917341950825263,0.21015361208807104
0.0030300000000000001,208.48400000000001,1.3806245072206956e-05,0.019041868249549548,0.00015664948579760719,0.23155851036372108,1.3231070516640547e-05,0.018655547554835911,0.00014899438284925632,0.20991866690764205
0.0032320000000000001,209.0496,1.383787311939383e-05,0.019088624989900379,0.00015649954236565011,0.23137956872866436,1.3261149354135935e-05,0.018697927430690035,0.00014881599779829603,0.20968413372944275
0.003434,209.61519999999999,1.3869470905939028e-05,0.019135345617851133,0.00015634987541415516,0.23120096177492849,1.3291192223475329e-05,0.018740259973197282,0.00014863826211638134,0.20945002135512308
0.0036359999999999999,210.1808,1.3901038487649284e-05,0.019182030200963086,0.00015620048452410714,0.23102268906330517,1.3321199255601788e-05,0.018782545268228236,0.00014846117352473626,0.20921633833993397
0.0038380000000000003,210.74639999999999,1.3932575920246714e-05,0.019228678806708786,0.00015605136927682558,0.23084475015481207,1.3351170580994135e-05,0.018824783403357134,0.00014828472970628294,0.20898309299780513
0.0040400000000000002,211.31200000000001,1.3964083259368899e-05,0.019275291502472165,0.00015590252925396501,0.23066714461069285,1.3381106329659436e-05,0.018866974467813737,0.00014810892830709597,0.20875029340632975
0.0042420000000000001,211.8776,1.3995560560568946e-05,0.019321868355548513,0.00015575396403751473,0.23048987199241688,1.341100663112563e-05,0.018909118552435988,0.00014793376693782601,0.20851794741165572
0.004444,212.44319999999999,1.402700787931556e-05,0.019368409433144593,0.00015560567320979912,0.23031293186167956,1.3440871614434562e-05,0.018951215749623777,0.00014775924317509485,0.20828606263328919
0.004646,213.00880000000001,1.4058425270993112e-05,0.019414914802378631,0.0001554576563534772,0.23013632378040205,1.3470701408135239e-05,0.018993266153293661,0.00014758535456286222,0.20805464646880786
0.0048479999999999999,213.5744,1.4089812790901695e-05,0.019461384530280387,0.00015530991305154308,0.22996004731073147,1.3500496140277346e-05,0.019035269858834469,0.00014741209861376283,0.20782370609848924
0.0050499999999999998,214.13999999999999,1.4121170494257207e-05,0.019507818683791211,0.00015516244288732561,0.22978410201504082,1.3530255938405073e-05,0.019077226963063861,0.00014723947281041649,0.20759324848985045
0.0052519999999999997,214.7056,1.4152498436191412e-05,0.019554217329764062,0.00015501524544448865,0.22960848745592899,1.3559980929551191e-05,0.019119137564185897,0.00014706747460671059,0.20736328040210636
0.0054540000000000005,215.27119999999999,1.4183796671752008e-05,0.019600580534963566,0.00015486832030703083,0.22943320319622068,1.3589671240231331e-05,0.01916100176174923,0.00014689610142905497,0.20713380839054452
0.0056560000000000004,215.83680000000001,1.4215065255902694e-05,0.019646908366066071,0.00015472166705928576,0.22925824879896656,1.3619326996438619e-05,0.019202819656606526,0.00014672535067761049,0.20690483881081828
0.0058580000000000004,216.4024,1.4246304243523235e-05,0.019693200889659684,0.00015457528528592192,0.22908362382744321,1.3648948323638433e-05,0.019244591350874432,0.00014655521972749077,0.20667637782315953
0.0060600000000000003,216.96799999999999,1.4277513689409535e-05,0.019739458172244297,0.00015442917457194258,0.22890932784515297,1.3678535346763512e-05,0.019286316947894601,0.00014638570592993833,0.20644843139651478
0.0062620000000000002,217.53360000000001,1.430869364827371e-05,0.019785680280231688,0.00015428333450268601,0.22873536041582412,1.3708088190209238e-05,0.019327996552195449,0.0001462168066134754,0.20622100531260143
