"Time","hbridge.vDC1","hbridge.iDC1","hbridge.vDC2","hbridge.iDC2","meanCurrent.y","meanVoltage.y"
0.0057000001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0057999999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0059000002,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0060000001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0060000001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0060999999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0062000002,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0063,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0063999998,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0065000001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0066,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0066,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0066,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0066999998,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0068000001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0068999999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0070000002,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0070000002,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0071,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0071999999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0073000002,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0074,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0074999998,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0076000001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0076000001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0076000001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0077,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0077999998,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0078999996,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0080000004,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0080000004,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0081000002,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0082,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0082999999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0083999997,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0085000005,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0086000003,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0086000003,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0086000003,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0087000001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0088,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0088999998,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0089999996,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0089999996,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0091000004,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0092000002,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0093,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0093999999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0094999997,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0096000005,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0096000005,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0096000005,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0097000003,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0098000001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0098999999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0099999998,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0099999998,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0101,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0102,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0103,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0104,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0105,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0106,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0106,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0106,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0107,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0108,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0109,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.011,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.011,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0111,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0112,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0113,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0114,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0115,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0116,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0116,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0116,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0117,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0118,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0119,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.012,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.012,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0121,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0122,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0123,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0124,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0125,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0126,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0126,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0126,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0127,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0128,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0129,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.013,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.013,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0131,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0132,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0133,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0134,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0135,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0136,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0136,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0136,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0137,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0138,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0139,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.014,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.014,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0141,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0142,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0143,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0144,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0145,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0146,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0146,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0146,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0147,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0148,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0149,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.015,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.015,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0151,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0152,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0153,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0154,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0155,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0156,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0156,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0156,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.015699999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.015799999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.015900001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.016000001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.016000001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.016100001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0162,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0163,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0164,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0165,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0166,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0166,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0166,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0167,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.016799999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.016899999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.017000001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.017000001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.017100001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.017200001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0173,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0174,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0175,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0176,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0176,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0176,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0177,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0178,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.017899999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.017999999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.017999999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.018100001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.018200001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.018300001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0184,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0185,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0186,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0186,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0186,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0187,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0188,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0189,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.018999999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.018999999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.019099999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.019200001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.019300001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.019400001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0195,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0196,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0196,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0196,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0197,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0198,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0199,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.02,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.02,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.020099999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.020199999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.020300001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.020400001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.020500001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0206,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0206,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0206,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0207,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0208,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0209,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.021,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.021,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0211,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.021199999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.021299999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.021400001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.021500001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.021600001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.021600001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.021600001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0217,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0218,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0219,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.022,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.022,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0221,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0222,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.022299999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.022399999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.022500001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.022600001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.022600001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.022600001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.022700001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0228,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0229,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.023,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.023,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0231,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0232,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0233,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.023399999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.023499999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.023600001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.023600001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.023600001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.023700001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.023800001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0239,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.024,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.024,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0241,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0242,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0243,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0244,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.024499999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.024599999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.024599999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.024599999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.024700001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.024800001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.024900001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.025,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.025,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0251,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0252,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0253,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0254,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0255,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.025599999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.025599999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.025599999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.025699999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.025800001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.025900001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.026000001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.026000001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0261,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0262,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0263,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0264,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0265,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0266,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0266,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0266,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.026699999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.026799999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.026900001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.027000001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.027000001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.027100001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0272,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0273,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0274,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0275,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0276,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0276,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0276,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0277,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.027799999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.027899999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.028000001,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.028000001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.028100001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.028200001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0283,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0284,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0285,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0286,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0286,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0286,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0287,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.0288,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.028899999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.028999999,100,1.0039998,-99.999977,0.99999982,0.19999996,19.999996
0.028999999,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.029100001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.029200001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.029300001,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0294,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0295,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0296,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
0.0296,100,1.0039998,99.999977,-0.99999982,0.19999996,19.999996
