"time","aimc.is[1]","aimc.is[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","cRun.v","cStart.v","loadInertia.phi","loadInertia.w"
0,0,0,0,0,0,0,0,0,0,0
5.0000000000000002e-05,-8.1594513407661808e-10,1.110643434855387e-05,7.88173901150258e-10,-1.2387319953288282e-05,-8.1594513328984751e-10,1.2824134635607511e-05,1.7910734588524274e-08,1.7818248547253903e-08,9.3770609407691746e-30,3.6362791231298381e-25
0.0001,-6.4906786413811016e-09,2.2213184850722916e-05,6.2690490399405801e-09,-2.4768784068094536e-05,-6.4906786405977235e-09,2.5645829111188101e-05,7.1464842220720846e-08,7.1279894461945299e-08,1.1956053539927309e-27,2.3177438270774215e-23
0.00015000000000000001,-2.8591557511458614e-08,3.3318512128206903e-05,2.7609736081633557e-08,-3.7134383164276282e-05,-2.8591557510675638e-08,3.8456396549011671e-05,1.7703423584696759e-07,1.7675711195933385e-07,7.4695271572944153e-26,7.3019170034079251e-22
0.00020000000000000001,-5.1497635671924398e-08,4.4423769612599444e-05,4.9727859753548196e-08,-4.9499206021235704e-05,-5.1497635671146399e-08,5.1266418514687926e-05,2.8513823201995929e-07,2.8476894600308412e-07,1.5175993268164831e-25,1.4709236837501904e-21
0.00025000000000000001,-9.7461436323107277e-08,5.5519771684059523e-05,9.4103329091369823e-08,-6.1836055641309928e-05,-9.7461436322323666e-08,6.4052440867781222e-05,4.4177665046113776e-07,4.4131566368420587e-07,7.9040095137309975e-25,7.0254373391930996e-21
0.00030000000000000003,-1.4584566088216065e-07,6.661480219283608e-05,1.4081520488030878e-07,-7.4169968844252547e-05,-1.4584566088136516e-07,7.6835943924526018e-05,6.0350984251057901e-07,6.0295720340460981e-07,1.4879919744516908e-24,1.3085265092805276e-20
0.00035,-2.2308439709620566e-07,7.7694760004368241e-05,2.1537357419327905e-07,-8.6466456229972687e-05,-2.2308439709540479e-07,8.9585383369576553e-05,8.1084821658747497e-07,8.1020453161850845e-07,4.4009171466725126e-24,3.558594301178893e-20
0.00040000000000000002,-3.0513783012082931e-07,8.8772202768402244e-05,2.9457844125880069e-07,-9.8756698701033772e-05,-3.0513783012002177e-07,0.00010232913892142725,1.0257963234880889e-06,1.0250616938517418e-06,7.6834955083068026e-24,6.0829959989871925e-20
0.00045000000000000004,-4.0669686024861931e-07,9.9831565833265957e-05,3.9260161711338785e-07,-0.00011101358491253322,-4.0669686024783528e-07,0.00011504075627317407,1.2638708800406569e-06,1.2630457814607467e-06,1.682338274431253e-23,1.2130689920601983e-19
0.00050000000000000001,-5.2812752867297105e-07,0.00011087250991610514,5.0979624532756374e-07,-0.0001232364889023438,-5.2812752867220777e-07,0.000127719632320741,1.525505876201193e-06,1.5245907933289492e-06,3.1930496860220301e-23,2.1767794015827284e-19
0.00055000000000000003,-6.6643656632143372e-07,0.00012189780947207132,6.4327452598436914e-07,-0.00013543052941969384,-6.6643656632065032e-07,0.00014037069889368998,1.8071523979767838e-06,1.8061477424603193e-06,5.2105993211136015e-23,3.4453634672311487e-19
0.00060000000000000006,-8.2162397319393956e-07,0.00013290746450116445,7.9303645908380372e-07,-0.00014759570646458332,-8.2162397319316314e-07,0.00015299395599202096,2.1088104453674295e-06,2.1077166288548569e-06,7.7349871797059657e-23,5.0188211890054594e-19
0.00065000000000000008,-1.0060537875816581e-06,0.00014389153960400698,9.7099967779806522e-07,-0.00015971338848722749,-1.0060537875808579e-06,0.00016557079282388803,2.4366856818860595e-06,2.4355034048950105e-06,1.2659177182076062e-22,7.7976735199511158e-19
0.00069999999999999999,-1.2185157402786503e-06,0.00015485100731947588,1.1759976098393586e-06,-0.00017178539925995958,-1.2185157402778243e-06,0.00017810303112970782,2.7901706584715247e-06,2.7889005932432819e-06,1.9797874209698072e-22,1.1693771850925523e-18
0.00075000000000000002,-1.4550679013215881e-06,0.00016578903527351852,1.4042306491091147e-06,-0.00018381767893458373,-1.4550679013206991e-06,0.00019059660444319264,3.1672868717927784e-06,3.1659295984706048e-06,2.8547559329581425e-22,1.6420010105105968e-18
0.00080000000000000004,-1.715710270710363e-06,0.00017670562346613482,1.6556987956073326e-06,-0.00019581022751109987,-1.7157102707094821e-06,0.00020305151276434245,3.56803432184982e-06,3.5665904205769801e-06,3.8908232541726089e-22,2.1976388282492434e-18
0.00085000000000000006,-2.0111523679776963e-06,0.00018759019895973417,1.9407143566637319e-06,-0.00020774517201590972,-2.0111523679769119e-06,0.00021544936437244399,3.9929170824302456e-06,3.9913873999490557e-06,5.5950568336554547e-22,3.0478173876962162e-18
0.00090000000000000008,-2.3432877745326389e-06,0.00019844089232235975,2.2611006814380851e-06,-0.00021961935227638149,-2.3432877745318079e-06,0.000227786907373674,4.4420242802917893e-06,4.4404097104827238e-06,8.0571127471613668e-22,4.2299373508405079e-18
0.00095,-2.7068791462972626e-06,0.0002092628741045579,2.6118146770488644e-06,-0.00023144150882584526,-2.7068791462965274e-06,0.00024007313598754535,4.9151094050417035e-06,4.9134107114086161e-06,1.1029016592749386e-21,5.6405544534663576e-18
0.001,-3.1019264832718928e-06,0.00022005614430632893,2.9928563434960724e-06,-0.00024321164166430111,-3.1019264832710725e-06,0.00025230805021405814,5.4121724566799892e-06,5.4103904027267335e-06,1.4510768370419525e-21,7.2796686955737738e-18
0.0010500000000000002,-3.5367190996588623e-06,0.0002308119305559585,3.4121989556189806e-06,-0.000254915361952709,-3.5367190996580009e-06,0.00026447673475308485,5.9324145247673491e-06,5.9305500852566846e-06,1.9469354196840667e-21,9.4841500572930375e-18
0.0011000000000000001,-4.0158301941591132e-06,0.00024152539315284549,3.8742413538098064e-06,-0.0002665447313962474,-4.0158301941583517e-06,0.00027657096086223468,6.4753948519511214e-06,6.4734491181969456e-06,2.6438258452579793e-21,1.2439849058692109e-17
0.00115,-4.5332893448130074e-06,0.00025220285044365217,4.3732407451149235e-06,-0.0002781101136315796,-4.5332893448122078e-06,0.0002886014713645259,7.0416888576585685e-06,7.039662768814441e-06,3.4721004323654463e-21,1.5904133332622118e-17
0.0012000000000000001,-5.0890965516202195e-06,0.00026284430242837843,4.9091971295343334e-06,-0.0002896115086587056,-5.0890965516195724e-06,0.00030056826625995844,7.6312965418896922e-06,7.6291910371091734e-06,4.4317591810064713e-21,1.987700287908308e-17
0.00125,-5.6870071437975316e-06,0.00027344456457979076,5.485715549409954e-06,-0.00030104107813315299,-5.687007143796904e-06,0.00031246319083181044,8.2434205789327718e-06,8.2412367031625819e-06,5.6751612279824349e-21,2.475382424463559e-17
