"time","meanCurrent.x","meanVoltage.x","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanVoltage.y","pulse2m.twomPulse.timerNegative[1].entryTime","pulse2m.twomPulse.timerNegative[2].entryTime","pulse2m.twomPulse.timerNegative[3].entryTime","pulse2m.twomPulse.timerPositive[1].entryTime","pulse2m.twomPulse.timerPositive[2].entryTime","pulse2m.twomPulse.timerPositive[3].entryTime","rectifier.pre_n[1].u","rectifier.pre_n[2].u","rectifier.pre_n[3].u","rectifier.pre_p[1].u","rectifier.pre_p[2].u","rectifier.pre_p[3].u","rectifier.thyristor_n.idealThyristor[1].off","rectifier.thyristor_n.idealThyristor[2].off","rectifier.thyristor_n.idealThyristor[3].off","rectifier.thyristor_p.idealThyristor[1].off","rectifier.thyristor_p.idealThyristor[2].off","rectifier.thyristor_p.idealThyristor[3].off","rootMeanSquareVoltage.mean.y"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2.0461591892266728e-15,3.5495203769789533e-33,-1.1631068371284634e-28,6.6114969122762853e-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0001,1.3410961329627671e-22,-1.1081624506804086e-17,1.6016123051583011e-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00020000000000000001,2.8539918444491423e-22,-2.2515678210654282e-17,2.9108033391078538e-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00030000000000000003,4.5785238200092323e-22,-3.1175773074037495e-17,3.6643939576999581e-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00040000000000000002,6.3132472959860392e-22,-3.9702285903158701e-17,4.3914081679516431e-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00050000000000000001,7.0667678057948022e-22,-4.5656634028648353e-17,4.752895789134541e-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00060000000000000006,7.7172891092861065e-22,-5.1340975914729157e-17,5.0760132159130675e-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00069999999999999999,8.367810412777409e-22,-5.7025317800809948e-17,5.3991306426915941e-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00080000000000000004,9.0183317162687115e-22,-6.2709659686890752e-17,5.7222480694701207e-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
