"Time","imcQS.rotorCage.port_p.reference.gamma","loadInertiaQS.phi","loadInertiaQS.w","imc.stator.port_p.V_m.re","imc.stator.port_p.V_m.im","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imc.airGap.V_msr.re","imc.airGap.V_msr.im","imc.airGap.V_mrr.re","imc.airGap.V_mrr.im","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia.phi","loadInertia.w"
0.52389997,1.6833822,81.452332,153.08813,38.68325,-58.746983,0.14752164,0.41917029,33.713085,61.733536,10.582547,-57.016716,0.431519,0.026224835,82.222488,151.66144
0.52399999,1.6841813,81.467636,153.07889,40.818825,-57.626427,0.13426742,0.42356816,33.619961,62.102173,10.668061,-57.348888,0.43147448,0.02646436,82.237656,151.64713
0.52410001,1.6849824,81.482941,153.06967,42.921333,-56.429913,0.12088256,0.42754716,33.526436,62.470421,10.753923,-57.680557,0.43142962,0.026705276,82.252815,151.6329
0.52420002,1.6857853,81.498253,153.0605,44.988106,-55.158424,0.10738032,0.43110344,33.43251,62.838276,10.840139,-58.0117,0.43138438,0.02694758,82.267982,151.61874
0.52429998,1.6865901,81.513557,153.05136,47.016514,-53.813053,0.093774021,0.43423352,33.338177,63.205723,10.926714,-58.342312,0.43133879,0.02719127,82.283142,151.60468
0.5244,1.6873966,81.528862,153.04227,49.003952,-52.39497,0.080077134,0.43693438,33.243431,63.572746,11.013651,-58.672379,0.43129283,0.02743634,82.298302,151.59067
0.52450001,1.688205,81.544167,153.03322,50.947853,-50.905434,0.066303179,0.43920347,33.148266,63.939342,11.100957,-59.001892,0.43124652,0.027682792,82.313461,151.57675
0.52460003,1.6890152,81.559471,153.0242,52.845695,-49.345802,0.052465759,0.44103852,33.052673,64.305496,11.188636,-59.330837,0.43119985,0.027930621,82.328613,151.56291
0.52469999,1.6898272,81.574768,153.01523,54.694996,-47.717518,0.038578551,0.44243786,32.956654,64.671196,11.276694,-59.65921,0.43115279,0.02817983,82.343773,151.54915
0.5248,1.6906409,81.590073,153.00629,56.493317,-46.02211,0.024655262,0.44340014,32.860199,65.03643,11.365136,-59.986996,0.43110538,0.028430413,82.358925,151.53548
0.52490002,1.6914566,81.60537,152.99739,58.23827,-44.261196,0.010709642,0.44392446,32.763302,65.401192,11.453967,-60.314186,0.43105757,0.02868237,82.374077,151.52187
0.52499998,1.6922739,81.620667,152.98853,59.927517,-42.436466,-0.0032445421,0.44401038,32.665958,65.765465,11.543192,-60.64077,0.43100941,0.028935703,82.389229,151.50833
0.52509999,1.6930929,81.635971,152.97971,61.558781,-40.549709,-0.017193509,0.44365788,32.568161,66.12925,11.632814,-60.96674,0.43096086,0.029190399,82.404381,151.49489
0.52520001,1.6939138,81.651268,152.97092,63.129833,-38.602791,-0.031123491,0.44286737,32.469913,66.492523,11.722839,-61.292088,0.43091196,0.02944646,82.419533,151.48151
0.52530003,1.6947365,81.666565,152.96217,64.638512,-36.597641,-0.045020737,0.44163972,32.371204,66.855293,11.813272,-61.616806,0.43086267,0.02970388,82.434677,151.46822
0.52539998,1.6955608,81.681862,152.95348,66.082718,-34.536285,-0.05887153,0.43997616,32.27203,67.217537,11.904116,-61.940884,0.43081301,0.029962653,82.449821,151.455
0.5255,1.6963869,81.697151,152.94479,67.460419,-32.420815,-0.072662205,0.43787843,32.172386,67.579247,11.995377,-62.264317,0.43076298,0.030222775,82.464966,151.44185
0.52560002,1.6972147,81.712448,152.93617,68.769646,-30.253386,-0.086379163,0.43534866,32.072266,67.940422,12.087059,-62.587086,0.43071258,0.030484248,82.48011,151.42879
0.52569997,1.6980443,81.727737,152.92757,70.008499,-28.036234,-0.10000888,0.43238938,31.971663,68.301048,12.179169,-62.909191,0.43066177,0.030747075,82.495255,151.4158
0.52579999,1.6988755,81.743034,152.91901,71.175156,-25.771664,-0.11353791,0.4290036,31.870573,68.66111,12.271709,-63.230621,0.4306106,0.03101125,82.510391,151.40289
0.52590001,1.6997086,81.758324,152.91049,72.267868,-23.462036,-0.12695292,0.42519468,31.76899,69.020599,12.364688,-63.551365,0.43055901,0.031276789,82.525536,151.39006
0.52600002,1.7005432,81.773613,152.90201,73.284981,-21.109785,-0.14024065,0.42096648,31.666912,69.379517,12.458105,-63.871422,0.430507,0.031543665,82.540672,151.37729
0.52609998,1.7013795,81.788902,152.89355,74.224892,-18.717403,-0.15338805,0.41632321,31.564335,69.737854,12.551964,-64.190781,0.43045464,0.031811871,82.555809,151.36461
0.5262,1.7022177,81.804192,152.88515,75.086105,-16.287432,-0.16638212,0.41126955,31.461252,70.095604,12.646272,-64.509438,0.43040186,0.032081414,82.570946,151.35201
0.52630001,1.7030574,81.819481,152.87677,75.867203,-13.822475,-0.17921005,0.40581048,31.35766,70.452759,12.741032,-64.827385,0.43034866,0.032352291,82.586082,151.33948
0.52640003,1.7038988,81.83477,152.86842,76.566849,-11.325189,-0.19185925,0.39995152,31.253553,70.809303,12.836247,-65.144615,0.43029511,0.032624494,82.601212,151.32703
0.52649999,1.7047418,81.850052,152.86012,77.183792,-8.7982731,-0.2043172,0.39369848,31.148932,71.165245,12.931924,-65.461128,0.43024111,0.032898024,82.616348,151.31464
0.5266,1.7055866,81.865341,152.85185,77.716881,-6.2444787,-0.21657167,0.38705757,31.043785,71.520561,13.028064,-65.776909,0.43018675,0.033172879,82.631477,151.30234
0.52670002,1.7064329,81.880623,152.84361,78.165054,-3.6665962,-0.22861058,0.38003543,30.938116,71.875259,13.124671,-66.091949,0.43013197,0.033449054,82.646606,151.2901
0.52679998,1.707281,81.895912,152.83542,78.527336,-1.067459,-0.24042207,0.37263906,30.831915,72.229324,13.221749,-66.406258,0.43007678,0.033726551,82.661736,151.27795
0.52689999,1.7081306,81.911194,152.82726,78.802856,1.550065,-0.25199452,0.36487576,30.725182,72.582756,13.319303,-66.71981,0.43002117,0.034005363,82.676865,151.26587
0.52700001,1.708982,81.926476,152.81912,78.990829,4.1830726,-0.26331654,0.35675329,30.617912,72.935539,13.417333,-67.032616,0.42996517,0.034285493,82.691986,151.25388
0.52710003,1.7098348,81.941757,152.81104,79.090584,6.8286309,-0.27437699,0.34827971,30.510101,73.287682,13.515843,-67.344666,0.42990875,0.034566928,82.707115,151.24194
0.52719998,1.7106894,81.957039,152.80298,79.101517,9.483779,-0.28516495,0.33946341,30.401749,73.63916,13.614839,-67.655952,0.42985192,0.034849666,82.722237,151.23009
0.5273,1.7115455,81.972321,152.79495,79.023163,12.145535,-0.29566985,0.33031318,30.292849,73.989983,13.71432,-67.966469,0.42979467,0.035133708,82.737358,151.21831
0.52740002,1.7124033,81.987595,152.78697,78.855125,14.810892,-0.30588138,0.32083809,30.183397,74.340141,13.814291,-68.276207,0.42973703,0.035419051,82.75248,151.20659
0.52749997,1.7132626,82.002876,152.77901,78.59713,17.47683,-0.31578943,0.31104749,30.073393,74.689621,13.914754,-68.585175,0.42967895,0.035705686,82.767601,151.19496
0.52759999,1.7141235,82.01815,152.77109,78.248993,20.140314,-0.32538432,0.30095118,29.962833,75.038429,14.015713,-68.893356,0.42962044,0.035993613,82.782715,151.18341
0.52770001,1.714986,82.033432,152.7632,77.810638,22.798298,-0.3346566,0.29055908,29.851715,75.386559,14.117168,-69.200752,0.4295615,0.036282834,82.797836,151.17192
0.52780002,1.7158501,82.048706,152.75534,77.282089,25.447731,-0.34359714,0.27988157,29.740034,75.733994,14.219125,-69.507355,0.42950216,0.036573336,82.81295,151.16051
0.52789998,1.7167157,82.06398,152.74753,76.663467,28.085556,-0.3521972,0.26892915,29.62779,76.080742,14.321584,-69.813156,0.42944238,0.036865126,82.828072,151.14917
0.528,1.7175829,82.079254,152.73975,75.955009,30.708717,-0.3604483,0.25771272,29.514978,76.426796,14.424547,-70.118164,0.42938218,0.037158195,82.843185,151.13789
0.52810001,1.7184516,82.094528,152.73199,75.157059,33.314167,-0.3683424,0.24624339,29.4016,76.772148,14.528016,-70.422363,0.42932153,0.037452538,82.858299,151.12671
0.52819997,1.719322,82.109802,152.72427,74.270035,35.898853,-0.37587169,0.23453249,29.287647,77.116791,14.631994,-70.725754,0.42926046,0.037748158,82.873405,151.11559
0.52829999,1.7201937,82.125076,152.71658,73.294495,38.459751,-0.38302881,0.22259165,29.173124,77.460732,14.736482,-71.028336,0.42919895,0.038045041,82.888519,151.10454
0.5284,1.7210672,82.140343,152.70892,72.231079,40.993835,-0.38980675,0.21043266,29.058025,77.803947,14.841481,-71.330093,0.42913699,0.038343195,82.903625,151.09357
0.52850002,1.7219421,82.155617,152.70131,71.080536,43.498108,-0.39619884,0.19806758,28.942348,78.146454,14.946994,-71.631035,0.42907459,0.038642608,82.918739,151.08266
0.52859998,1.7228185,82.170883,152.69371,69.843712,45.969589,-0.40219888,0.18550862,28.826096,78.488235,15.05302,-71.93116,0.42901176,0.038943283,82.933846,151.07182
0.52869999,1.7236965,82.186157,152.68616,68.521561,48.405319,-0.40780097,0.17276822,28.709261,78.829292,15.159564,-72.230453,0.42894849,0.039245211,82.948952,151.06107
0.52880001,1.7245759,82.201424,152.67863,67.115135,50.802372,-0.41299963,0.15985897,28.591845,79.169624,15.266624,-72.528915,0.42888477,0.039548393,82.964058,151.05038
0.52890003,1.7254568,82.21669,152.67114,65.625587,53.157852,-0.41778979,0.14679365,28.473846,79.509216,15.374203,-72.826546,0.42882061,0.039852824,82.979164,151.03976
0.52899998,1.7263393,82.231956,152.66368,64.054169,55.468903,-0.42216676,0.13358518,28.355265,79.848076,15.4823,-73.123337,0.428756,0.040158499,82.994263,151.02922
0.5291,1.7272233,82.247223,152.65625,62.402229,57.732697,-0.42612633,0.12024661,28.236099,80.186188,15.590916,-73.419296,0.42869091,0.040465422,83.009369,151.01875
0.52920002,1.7281086,82.262489,152.64885,60.671215,59.946449,-0.42966455,0.10679114,28.116346,80.52356,15.700052,-73.714409,0.42862538,0.040773574,83.024467,151.00835
0.52929997,1.7289956,82.277748,152.64149,58.862663,62.107433,-0.43277806,0.093232058,27.99601,80.860191,15.809709,-74.008675,0.42855939,0.041082967,83.039566,150.99802
0.52939999,1.7298839,82.293015,152.63416,56.978218,64.212959,-0.43546382,0.079582766,27.875086,81.196068,15.919886,-74.302094,0.42849296,0.041393586,83.054672,150.98776
0.52950001,1.7307737,82.308281,152.62685,55.0196,66.260391,-0.43771923,0.065856755,27.753576,81.531189,16.030582,-74.594658,0.42842606,0.041705433,83.069771,150.97757
0.52960002,1.731665,82.32354,152.61958,52.988632,68.247147,-0.43954211,0.052067593,27.631477,81.865555,16.141802,-74.886375,0.4283587,0.042018499,83.084862,150.96745
0.52969998,1.7325578,82.338806,152.61234,50.887222,70.1707,-0.44093078,0.038228892,27.508793,82.199165,16.253542,-75.177238,0.42829087,0.042332791,83.09996,150.9574
0.5298,1.733452,82.354065,152.60513,48.717361,72.028595,-0.44188386,0.024354322,27.385521,82.532005,16.365803,-75.467239,0.42822257,0.042648297,83.115059,150.94742
0.52990001,1.7343476,82.369324,152.59795,46.481133,73.818428,-0.44240049,0.010457586,27.26166,82.86409,16.478586,-75.756386,0.42815381,0.042965021,83.13015,150.9375
0.52999997,1.7352446,82.384583,152.59079,44.180698,75.537865,-0.44248024,-0.0034476018,27.137211,83.195404,16.59189,-76.044662,0.42808458,0.04328296,83.145241,150.92766
0.53009999,1.7361431,82.399841,152.58368,41.818306,77.184654,-0.44212303,-0.017347503,27.012175,83.525948,16.705713,-76.332077,0.42801487,0.043602109,83.160332,150.91789
0.5302,1.737043,82.4151,152.57658,39.396271,78.756592,-0.44132933,-0.031228404,26.886553,83.855713,16.820055,-76.618622,0.42794469,0.043922469,83.17543,150.90819
0.53030002,1.7379442,82.430359,152.56953,36.917004,80.251572,-0.44009992,-0.04507659,26.760345,84.1847,16.934914,-76.904289,0.42787403,0.044244021,83.190514,150.89856
0.53039998,1.738847,82.44561,152.5625,34.382973,81.667549,-0.43843612,-0.058878388,26.633556,84.512909,17.050287,-77.189087,0.42780286,0.044566765,83.205605,150.88899
0.53049999,1.7397511,82.460869,152.5555,31.796722,83.002579,-0.43633962,-0.072620183,26.506182,84.840332,17.166174,-77.473015,0.42773122,0.044890691,83.220695,150.8795
0.53060001,1.7406566,82.476128,152.54854,29.160868,84.254776,-0.4338125,-0.086288407,26.378225,85.166969,17.282576,-77.756058,0.42765906,0.0452158,83.235779,150.87007
0.53070003,1.7415636,82.491379,152.5416,26.478086,85.422363,-0.43085736,-0.099869579,26.249685,85.492821,17.39949,-78.038231,0.42758641,0.045542087,83.25087,150.86072
0.53079998,1.7424719,82.50663,152.53468,23.75112,86.503632,-0.42747715,-0.1133503,26.120564,85.817894,17.516916,-78.319527,0.42751327,0.045869548,83.265953,150.85143
0.5309,1.7433815,82.521889,152.5278,20.982773,87.496979,-0.42367527,-0.12671728,25.990862,86.142166,17.634853,-78.599937,0.42743963,0.046198189,83.281036,150.84221
0.53100002,1.7442926,82.53714,152.52095,18.175905,88.400879,-0.41945556,-0.13995735,25.860582,86.465652,17.7533,-78.879463,0.42736551,0.046528,83.29612,150.83305
0.53109998,1.745205,82.552391,152.51413,15.33343,89.213913,-0.41482222,-0.15305744,25.729727,86.788345,17.872255,-79.158112,0.42729089,0.046858985,83.311203,150.82396
0.53119999,1.7461188,82.567642,152.50734,12.458315,89.934738,-0.40977985,-0.16600463,25.598297,87.110245,17.991714,-79.435875,0.42721578,0.047191136,83.326286,150.81494
0.53130001,1.747034,82.582893,152.50056,9.5535736,90.562141,-0.40433353,-0.17878617,25.466295,87.431343,18.111675,-79.712746,0.42714015,0.047524452,83.34137,150.80598
0.53140002,1.7479504,82.598145,152.49384,6.6222649,91.094963,-0.39848867,-0.19138946,25.333723,87.75164,18.232138,-79.988731,0.42706403,0.047858927,83.356445,150.7971
0.53149998,1.7488682,82.613388,152.48712,3.6674891,91.532196,-0.39225107,-0.20380205,25.200584,88.071129,18.353098,-80.263817,0.42698741,0.048194554,83.371529,150.78828
0.5316,1.7497874,82.628639,152.48044,0.6923846,91.872894,-0.38562694,-0.21601175,25.066879,88.389816,18.474552,-80.538017,0.42691028,0.048531331,83.386604,150.77953
0.53170002,1.750708,82.64389,152.47379,-2.2998757,92.116234,-0.37862292,-0.2280065,24.932611,88.707695,18.5965,-80.811317,0.42683262,0.048869252,83.401688,150.77084
0.53179997,1.7516298,82.659134,152.46716,-5.306087,92.261497,-0.37124592,-0.23977451,24.797783,89.024757,18.718939,-81.083725,0.42675444,0.049208317,83.416763,150.76222
0.53189999,1.7525529,82.674377,152.46057,-8.3230181,92.30806,-0.36350328,-0.25130415,24.662397,89.341019,18.841864,-81.355225,0.42667577,0.049548518,83.431839,150.75368
0.53200001,1.7534773,82.689629,152.45401,-11.34741,92.255424,-0.35540271,-0.26258412,24.526455,89.656456,18.965275,-81.625832,0.42659658,0.049889859,83.446915,150.74519
0.53210002,1.7544031,82.704872,152.44746,-14.375988,92.10318,-0.34695223,-0.27360326,24.389961,89.971077,19.089167,-81.895538,0.42651686,0.050232328,83.461983,150.73677
0.53219998,1.7553302,82.720116,152.44095,-17.405455,91.851044,-0.33816025,-0.28435078,24.252918,90.284882,19.213539,-82.164337,0.42643663,0.050575927,83.477058,150.72841
0.5323,1.7562586,82.735359,152.43446,-20.432503,91.498825,-0.32903546,-0.29481605,24.115328,90.59787,19.338385,-82.432228,0.4263559,0.050920647,83.492134,150.72012
0.53240001,1.7571883,82.750603,152.42801,-23.453814,91.046455,-0.31958696,-0.3049888,23.977196,90.910027,19.463705,-82.699211,0.42627463,0.051266491,83.507202,150.7119
0.53250003,1.7581193,82.765846,152.42159,-26.466063,90.493973,-0.30982408,-0.31485903,23.838522,91.221359,19.589493,-82.965286,0.42619282,0.05161345,83.52227,150.70374
0.53259999,1.7590516,82.78109,152.41518,-29.465923,89.841522,-0.29975653,-0.32441702,23.699314,91.531868,19.715746,-83.230453,0.42611051,0.051961523,83.537346,150.69565
0.5327,1.7599851,82.796326,152.4088,-32.450066,89.089363,-0.28939426,-0.33365336,23.559572,91.841537,19.842461,-83.494705,0.42602763,0.052310705,83.552414,150.68761
0.53280002,1.7609199,82.811569,152.40245,-35.415176,88.237869,-0.27874753,-0.34255898,23.4193,92.150383,19.969635,-83.758041,0.42594424,0.052660987,83.567482,150.67964
0.53289998,1.761856,82.826805,152.39613,-38.357933,87.287521,-0.26782691,-0.35112512,23.278503,92.458389,20.097263,-84.020454,0.42586032,0.053012379,83.58255,150.67174
0.53299999,1.7627933,82.842049,152.38983,-41.275043,86.238907,-0.25664324,-0.35934341,23.137184,92.765556,20.225342,-84.281952,0.42577586,0.053364862,83.597618,150.66391
0.53310001,1.7637318,82.857285,152.38356,-44.163216,85.092728,-0.24520753,-0.36720571,22.995346,93.071884,20.353868,-84.542534,0.42569086,0.053718437,83.612679,150.65613
0.53320003,1.7646717,82.872528,152.37732,-47.019192,83.849792,-0.23353116,-0.37470433,22.852993,93.377373,20.482838,-84.802185,0.42560533,0.054073106,83.627747,150.64842
0.53329998,1.7656128,82.887764,152.37109,-49.839725,82.511032,-0.22162566,-0.38183191,22.710131,93.682014,20.612247,-85.060921,0.42551926,0.054428861,83.642815,150.64078
0.5334,1.7665551,82.903,152.36491,-52.621601,81.077477,-0.20950282,-0.38858148,22.566761,93.985802,20.74209,-85.318718,0.42543265,0.054785699,83.657875,150.63319
0.53350002,1.7674987,82.918236,152.35875,-55.361637,79.550255,-0.19717464,-0.3949464,22.42289,94.288742,20.872366,-85.575592,0.42534548,0.055143613,83.672935,150.62567
0.53359997,1.7684435,82.933472,152.3526,-58.056683,77.930611,-0.1846533,-0.40092042,22.278521,94.590836,21.003067,-85.831535,0.42525777,0.055502605,83.688004,150.61821
0.53369999,1.7693895,82.948708,152.3465,-60.703625,76.219902,-0.1719512,-0.40649769,22.133656,94.892067,21.134192,-86.086548,0.42516953,0.055862661,83.703064,150.61082
0.53380001,1.7703367,82.963936,152.34041,-63.299397,74.419579,-0.15908091,-0.41167277,21.988302,95.192444,21.265734,-86.340622,0.42508072,0.056223787,83.718124,150.60349
0.53390002,1.7712852,82.979172,152.33434,-65.840965,72.531204,-0.14605515,-0.41644061,21.842463,95.491959,21.39769,-86.59375,0.42499137,0.056585979,83.733185,150.59622
0.53399998,1.7722348,82.994408,152.32831,-68.325356,70.556427,-0.1328868,-0.42079651,21.696142,95.790611,21.530056,-86.845947,0.42490146,0.056949224,83.748245,150.58902
0.5341,1.7731857,83.009636,152.3223,-70.749649,68.497025,-0.11958887,-0.42473626,21.549345,96.088394,21.662827,-87.097198,0.42481101,0.057313528,83.763298,150.58186
0.53420001,1.7741377,83.024872,152.31631,-73.110962,66.354843,-0.10617453,-0.42825598,21.402075,96.385315,21.795998,-87.347511,0.42471996,0.057678882,83.778358,150.57478
0.53430003,1.7750911,83.0401,152.31035,-75.406487,64.131844,-0.092657015,-0.43135229,21.254337,96.681358,21.929565,-87.59687,0.42462841,0.058045283,83.793411,150.56776
0.53439999,1.7760454,83.055336,152.30441,-77.633484,61.830078,-0.079049699,-0.43402213,21.106136,96.976532,22.063524,-87.845284,0.42453626,0.058412727,83.808472,150.56081
0.5345,1.7770011,83.070564,152.29851,-79.789253,59.451691,-0.065366022,-0.43626294,20.957478,97.270821,22.19787,-88.092743,0.42444357,0.05878121,83.823524,150.55391
0.53460002,1.7779579,83.085793,152.29262,-81.871185,56.99892,-0.051619504,-0.43807256,20.808365,97.564232,22.3326,-88.339249,0.42435032,0.059150729,83.838585,150.54707
0.53469998,1.7789159,83.101021,152.28676,-83.876724,54.474087,-0.037823729,-0.43944928,20.658802,97.856758,22.467705,-88.584793,0.42425647,0.059521277,83.853638,150.5403
0.53479999,1.779875,83.116249,152.28091,-85.803413,51.879604,-0.023992324,-0.44039175,20.508795,98.148399,22.603184,-88.829384,0.42416209,0.059892856,83.86869,150.53357
0.53490001,1.7808354,83.131477,152.2751,-87.648849,49.217968,-0.01013895,-0.44089907,20.358349,98.439148,22.739033,-89.073013,0.42406714,0.060265452,83.883743,150.52692
0.53500003,1.7817969,83.146706,152.26932,-89.410713,46.491753,0.0037227136,-0.44097087,20.207466,98.729004,22.875242,-89.315674,0.42397162,0.060639072,83.898796,150.52032
0.53509998,1.7827595,83.161934,152.26355,-91.086777,43.703621,0.017578974,-0.44060704,20.056154,99.017967,23.011812,-89.557365,0.42387551,0.061013702,83.913849,150.51379
0.5352,1.7837234,83.177155,152.25781,-92.674896,40.8563,0.031416155,-0.43980807,19.904417,99.30603,23.148737,-89.798096,0.42377886,0.061389349,83.928902,150.50731
0.53530002,1.7846882,83.192383,152.25209,-94.173004,37.952602,0.045220595,-0.43857476,19.752258,99.593193,23.286009,-90.037842,0.42368162,0.061765999,83.943947,150.5009
0.53539997,1.7856543,83.207611,152.2464,-95.579147,34.995399,0.058978666,-0.43690836,19.599684,99.879448,23.423628,-90.276619,0.42358384,0.062143657,83.959,150.49454
0.53549999,1.7866216,83.222832,152.24074,-96.891434,31.987637,0.072676785,-0.43481061,19.446697,100.16479,23.561584,-90.51442,0.42348543,0.062522307,83.974045,150.48825
0.53560001,1.7875899,83.23806,152.23509,-98.108093,28.932325,0.086301439,-0.43228358,19.293304,100.44922,23.699877,-90.751236,0.42338648,0.062901959,83.989098,150.48201
0.53570002,1.7885593,83.253281,152.22948,-99.22744,25.832539,0.099839181,-0.42932984,19.139511,100.73273,23.838499,-90.987068,0.42328694,0.063282594,84.004143,150.47583
0.53579998,1.7895299,83.268501,152.22388,-100.24789,22.691404,0.11327665,-0.42595235,18.985321,101.01533,23.977448,-91.221916,0.42318681,0.06366422,84.019188,150.46971
0.5359,1.7905017,83.283722,152.21829,-101.16796,19.51211,0.12660059,-0.42215449,18.830738,101.297,24.116714,-91.455765,0.42308611,0.06404683,84.034241,150.46365
0.53600001,1.7914745,83.298943,152.21275,-101.98627,16.29789,0.13979785,-0.41794008,18.675768,101.57774,24.256298,-91.688629,0.42298484,0.064430416,84.049286,150.45764
0.53609997,1.7924484,83.314163,152.20721,-102.70157,13.052033,0.15285544,-0.4133133,18.520416,101.85756,24.396194,-91.920494,0.42288297,0.064814977,84.064331,150.45171
0.53619999,1.7934234,83.329384,152.20172,-103.31267,9.7778702,0.16576046,-0.40827879,18.364689,102.13644,24.536394,-92.15136,0.42278051,0.0652005,84.079376,150.44582
0.5363,1.7943996,83.344604,152.19623,-103.81851,6.4787736,0.17850018,-0.40284157,18.208588,102.41438,24.676899,-92.381226,0.42267752,0.065586992,84.094421,150.43999
0.53640002,1.7953768,83.359825,152.19078,-104.21816,3.1581528,0.19106203,-0.39700702,18.052118,102.69138,24.817699,-92.610085,0.42257392,0.065974437,84.109459,150.4342
0.53649998,1.7963551,83.375046,152.18533,-104.51077,-0.18054812,0.20343365,-0.39078096,17.895285,102.96744,24.95879,-92.837936,0.42246971,0.066362835,84.124504,150.4285
0.53659999,1.7973346,83.390266,152.17993,-104.69563,-3.5338538,0.21560282,-0.38416955,17.738091,103.24254,25.10017,-93.064766,0.42236486,0.06675218,84.139549,150.42284
0.53670001,1.798315,83.405479,152.17453,-104.7721,-6.8982611,0.22755755,-0.37717938,17.58054,103.51669,25.241831,-93.290588,0.42225942,0.067142472,84.154587,150.41724
0.53680003,1.7992966,83.4207,152.16917,-104.73972,-10.270244,0.23928607,-0.36981741,17.422638,103.78988,25.383772,-93.515388,0.42215338,0.067533709,84.169632,150.4117
0.53689998,1.8002791,83.435913,152.16382,-104.59809,-13.646256,0.2507768,-0.36209092,17.264389,104.06211,25.525988,-93.739166,0.42204675,0.067925885,84.184669,150.4062
0.537,1.8012629,83.451134,152.15849,-104.34696,-17.022738,0.26201847,-0.3540076,17.105799,104.33338,25.668472,-93.961922,0.42193949,0.068319,84.199715,150.40077
0.53710002,1.8022476,83.466347,152.1532,-103.98618,-20.396114,0.27299994,-0.34557551,16.946873,104.60369,25.811224,-94.183655,0.42183167,0.068713039,84.214752,150.3954
0.53719997,1.8032335,83.48156,152.14792,-103.51572,-23.762804,0.28371045,-0.33680296,16.787617,104.87302,25.954235,-94.404358,0.42172325,0.069108009,84.22979,150.39008
0.53729999,1.8042203,83.496773,152.14265,-102.93567,-27.119221,0.29413944,-0.32769868,16.628033,105.1414,26.097502,-94.624031,0.42161423,0.069503896,84.244827,150.38481
0.53740001,1.8052082,83.511993,152.13742,-102.24623,-30.461781,0.30427665,-0.3182717,16.468128,105.40879,26.241022,-94.842674,0.42150462,0.069900706,84.259872,150.37961
0.53750002,1.8061972,83.527206,152.1322,-101.44772,-33.7869,0.31411207,-0.30853134,16.307905,105.6752,26.384787,-95.060272,0.42139438,0.070298433,84.27491,150.37445
0.53759998,1.8071872,83.542419,152.12701,-100.5406,-37.091,0.32363605,-0.29848728,16.147369,105.94062,26.528795,-95.276833,0.42128357,0.070697062,84.289948,150.36935
0.5377,1.8081783,83.557632,152.12184,-99.525398,-40.370522,0.33283919,-0.28814942,15.986523,106.20506,26.673042,-95.49234,0.42117214,0.071096599,84.304977,150.36432
0.53780001,1.8091704,83.572838,152.1167,-98.402809,-43.621918,0.34171245,-0.27752805,15.825372,106.46851,26.817522,-95.706802,0.42106012,0.071497038,84.320015,150.35933
0.53789997,1.8101634,83.588051,152.11157,-97.17363,-46.841652,0.35024711,-0.26663363,15.66392,106.73095,26.962231,-95.920212,0.42094746,0.071898378,84.335052,150.35439
0.53799999,1.8111576,83.603264,152.10646,-95.838753,-50.026226,0.35843474,-0.25547701,15.502171,106.99239,27.107166,-96.132568,0.42083418,0.072300591,84.35009,150.34952
0.5381,1.8121527,83.618477,152.10138,-94.399216,-53.172157,0.36626726,-0.24406919,15.340123,107.25284,27.252323,-96.343864,0.42072028,0.07270366,84.36512,150.34468
0.53820002,1.8131489,83.633682,152.09631,-92.856148,-56.276001,0.37373698,-0.23242147,15.177782,107.51227,27.397701,-96.554108,0.42060569,0.073107578,84.380157,150.33992
0.53829998,1.814146,83.648895,152.09128,-91.210808,-59.334343,0.38083655,-0.22054537,15.015146,107.77069,27.543295,-96.763283,0.42049044,0.073512346,84.395187,150.33519
0.53839999,1.8151442,83.664101,152.08624,-89.464561,-62.343807,0.387559,-0.20845264,14.852221,108.02809,27.6891,-96.971397,0.42037451,0.073917948,84.410225,150.33054
0.53850001,1.8161434,83.679314,152.08125,-87.618889,-65.301056,0.39389774,-0.19615528,14.689015,108.28448,27.835115,-97.178444,0.42025799,0.074324399,84.425255,150.32591
0.53860003,1.8171436,83.694519,152.07626,-85.675385,-68.202805,0.39984661,-0.18366545,14.525536,108.53987,27.981335,-97.38443,0.42014083,0.074731722,84.440292,150.32135
0.53869998,1.8181447,83.709724,152.0713,-83.635765,-71.045815,0.40539992,-0.17099553,14.361792,108.79424,28.127758,-97.589355,0.42002317,0.07513997,84.455322,150.31685
0.5388,1.8191469,83.72493,152.06638,-81.501808,-73.826897,0.41055202,-0.15815803,14.197782,109.0476,28.274378,-97.793198,0.41990492,0.075549051,84.470352,150.31239
0.53890002,1.82015,83.740143,152.06145,-79.275421,-76.542923,0.4152979,-0.14516565,14.033503,109.29992,28.421192,-97.995972,0.41978604,0.075958937,84.485382,150.308
0.53899997,1.8211541,83.755348,152.05655,-76.958626,-79.190811,0.41963294,-0.13203122,13.868968,109.55121,28.568197,-98.197662,0.41966653,0.076369695,84.500412,150.30365
0.53909999,1.8221593,83.770554,152.05168,-74.553551,-81.767563,0.42355302,-0.1187677,13.704184,109.80147,28.715385,-98.398262,0.41954648,0.076781362,84.515442,150.29935
