"Time","total_AV_B_a","total_AV_B_b","total_A_VB_a","total_A_VB_b","total_AV_VB_a","total_AV_VB_b","total_A_V_B_a","total_A_V_B_b"
300.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
300.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
300.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
300.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
300.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
300.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
300.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
301,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
301.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
301.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
301.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
301.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
301.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
301.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
301.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
301.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
301.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
302,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
302.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
302.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
302.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
302.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
302.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
302.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
302.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
302.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
302.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
303,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
303.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
303.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
303.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
303.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
303.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
303.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
303.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
303.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
303.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
304,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
304.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
304.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
304.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
304.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
304.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
304.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
304.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
304.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
304.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
305,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
305.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
305.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
305.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
305.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
305.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
305.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
305.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
305.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
305.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
306,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
306.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
306.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
306.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
306.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
306.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
306.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
306.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
306.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
306.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
307,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
307.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
307.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
307.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
307.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
307.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
307.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
307.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
307.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
307.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
308,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
308.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
308.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
308.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
308.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
308.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
308.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
308.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
308.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
308.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
309,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
309.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
309.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
309.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
309.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
309.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
309.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
309.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
309.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
309.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
310,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
310.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
310.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
310.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
310.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
310.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
310.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
310.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
310.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
310.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
311,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
311.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
311.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
311.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
311.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
311.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
311.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
311.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
311.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
311.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
312,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
312.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
312.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
312.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
312.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
312.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
312.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
312.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
312.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
312.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
313,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
313.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
313.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
313.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
313.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
313.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
313.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
313.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
313.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
313.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
314,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
314.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
314.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
314.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
314.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
314.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
314.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
314.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
314.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
314.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
315,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
315.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
315.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
315.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
315.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
315.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
315.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
315.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
315.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
315.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
316,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
316.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
316.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
316.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
316.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
316.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
316.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
316.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
316.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
316.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
317,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
317.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
317.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
317.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
317.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
317.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
317.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
317.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
317.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
317.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
318,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
318.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
318.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
318.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
318.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
318.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
318.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
318.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
318.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
318.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
319,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
319.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
319.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
319.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
319.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
319.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
319.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
