"time","impedance.z.re","impedance.z.im"
0,0.0099999997118075928,-8.1681398252761901e-07
5.0000000000000002e-05,0.0099999997112097446,-8.1766077360080632e-07
0.0001,0.0099999997106106561,-8.185084425418545e-07
0.00015000000000000001,0.0099999997100103256,-8.1935699026084834e-07
0.00020000000000000001,0.0099999997094087495,-8.2020641766881201e-07
0.00025000000000000001,0.0099999997088059227,-8.2105672567771868e-07
0.00030000000000000003,0.0099999997082018503,-8.2190791520048564e-07
0.00035,0.009999999707596522,-8.2275998715097621e-07
0.00040000000000000002,0.0099999997069899378,-8.236129424440012e-07
0.00045000000000000004,0.0099999997063820959,-8.2446678199532162e-07
0.00050000000000000001,0.0099999997057729929,-8.2532150672164289e-07
0.00055000000000000003,0.0099999997051626252,-8.2617711754062569e-07
0.00060000000000000006,0.0099999997045509929,-8.270336153708801e-07
0.00065000000000000008,0.0099999997039380908,-8.2789100113196849e-07
0.00069999999999999999,0.0099999997033239189,-8.28749275744409e-07
0.00075000000000000002,0.0099999997027084703,-8.2960844012966844e-07
0.00080000000000000004,0.0099999997020917466,-8.3046849521017354e-07
0.00085000000000000006,0.0099999997014737444,-8.3132944190930644e-07
0.00090000000000000008,0.0099999997008544603,-8.3219128115140616e-07
0.00095,0.009999999700233889,-8.3305401386176969e-07
0.001,0.0099999996996120322,-8.3391764096665561e-07
0.0010500000000000002,0.0099999996989888849,-8.3478216339327711e-07
0.0011000000000000001,0.0099999996983644451,-8.3564758206981384e-07
0.00115,0.0099999996977387096,-8.3651389792540633e-07
0.0012000000000000001,0.0099999996971116764,-8.3738111189015762e-07
0.00125,0.0099999996964833405,-8.3824922489513745e-07
0.0013000000000000002,0.0099999996958537035,-8.3911823787237556e-07
0.0013500000000000001,0.0099999996952227603,-8.3998815175487228e-07
0.0014,0.0099999996945905074,-8.4085896747659472e-07
0.0014500000000000001,0.009999999693956943,-8.4173068597247657e-07
0.0015,0.0099999996933220654,-8.4260330817842254e-07
0.0015500000000000002,0.0099999996926858695,-8.4347683503130823e-07
0.0016000000000000001,0.0099999996920483517,-8.4435126746897562e-07
0.00165,0.0099999996914095154,-8.4522660643024385e-07
0.0017000000000000001,0.0099999996907693504,-8.4610285285490401e-07
0.00175,0.0099999996901278601,-8.469800076837214e-07
0.0018000000000000002,0.0099999996894850392,-8.4785807185843773e-07
0.0018500000000000001,0.0099999996888408826,-8.4873704632176679e-07
0.0019,0.009999999688195392,-8.496169320174043e-07
0.0019500000000000001,0.0099999996875485605,-8.5049772989002248e-07
0.002,0.0099999996869003863,-8.5137944088527317e-07
0.0020500000000000002,0.0099999996862508694,-8.5226206594978854e-07
0.0021000000000000003,0.0099999996856000063,-8.5314560603118329e-07
