"Time","fieldWeakeningController.vs","fieldWeakeningController.is","fieldWeakeningController.id","fieldWeakeningController.iq"
0.019400001,0.17459995,5.8200002,0,5.8200002
0.0195,0.17549995,5.8499999,0,5.8499999
0.0196,0.17639995,5.8800001,0,5.8800001
0.0197,0.17729995,5.9099998,0,5.9099998
0.0198,0.17819995,5.9400001,0,5.9400001
0.0199,0.17909995,5.9699998,0,5.9699998
0.02,0.17999995,6,0,6
0.020099999,0.18089995,6.0300002,0,6.0300002
0.020199999,0.18179995,6.0599999,0,6.0599999
0.020300001,0.18269995,6.0900002,0,6.0900002
0.020400001,0.18359995,6.1199999,0,6.1199999
0.020500001,0.18449995,6.1500001,0,6.1500001
0.0206,0.18539995,6.1799998,0,6.1799998
0.0207,0.18629995,6.21,0,6.21
0.0208,0.18719995,6.2399998,0,6.2399998
0.0209,0.18809995,6.27,0,6.27
0.021,0.18899994,6.3000002,0,6.3000002
0.0211,0.18989994,6.3299999,0,6.3299999
0.021199999,0.19079994,6.3600001,0,6.3600001
0.021299999,0.19169994,6.3899999,0,6.3899999
0.021400001,0.19259994,6.4200001,0,6.4200001
0.021500001,0.19349994,6.4499998,0,6.4499998
0.021600001,0.19439994,6.48,0,6.48
0.0217,0.19529994,6.5100002,0,6.5100002
0.0218,0.19619994,6.54,0,6.54
0.0219,0.19709994,6.5700002,0,6.5700002
0.022,0.19799994,6.5999999,0,6.5999999
0.0221,0.19889994,6.6300001,0,6.6300001
0.0222,0.19979994,6.6599998,0,6.6599998
0.022299999,0.20069994,6.6900001,0,6.6900001
0.022399999,0.20159994,6.7199998,0,6.7199998
0.022500001,0.20249994,6.75,0,6.75
0.022600001,0.20339994,6.7800002,0,6.7800002
0.022700001,0.20429994,6.8099999,0,6.8099999
0.0228,0.20519994,6.8400002,0,6.8400002
0.0229,0.20609994,6.8699999,0,6.8699999
0.023,0.20699994,6.9000001,0,6.9000001
0.0231,0.20789994,6.9299998,0,6.9299998
0.0232,0.20879994,6.96,0,6.96
0.0233,0.20969994,6.9899998,0,6.9899998
0.023399999,0.21059994,7.02,0,7.02
0.023499999,0.21149993,7.0500002,0,7.0500002
0.023600001,0.21239993,7.0799999,0,7.0799999
0.023700001,0.21329993,7.1100001,0,7.1100001
0.023800001,0.21419993,7.1399999,0,7.1399999
0.0239,0.21509993,7.1700001,0,7.1700001
0.024,0.21599993,7.1999998,0,7.1999998
0.0241,0.21689993,7.23,0,7.23
0.0242,0.21779993,7.2600002,0,7.2600002
0.0243,0.21869993,7.29,0,7.29
0.0244,0.21959993,7.3200002,0,7.3200002
0.024499999,0.22049993,7.3499999,0,7.3499999
0.024599999,0.22139993,7.3800001,0,7.3800001
0.024700001,0.22229993,7.4099998,0,7.4099998
0.024800001,0.22319993,7.4400001,0,7.4400001
0.024900001,0.22409993,7.4699998,0,7.4699998
0.025,0.22499993,7.5,0,7.5
0.0251,0.22589993,7.5300002,0,7.5300002
0.0252,0.22679994,7.5599999,0,7.5599999
0.0253,0.22769994,7.5900002,0,7.5900002
0.0254,0.22859994,7.6199999,0,7.6199999
0.0255,0.22949994,7.6500001,0,7.6500001
0.025599999,0.23039994,7.6799998,0,7.6799998
0.025699999,0.23129994,7.71,0,7.71
0.025800001,0.23219994,7.7399998,0,7.7399998
0.025900001,0.23309994,7.77,0,7.77
0.026000001,0.23399992,7.8000002,0,7.8000002
0.0261,0.23489992,7.8299999,0,7.8299999
0.0262,0.23579992,7.8600001,0,7.8600001
0.0263,0.23669992,7.8899999,0,7.8899999
0.0264,0.23759992,7.9200001,0,7.9200001
0.0265,0.23849992,7.9499998,0,7.9499998
0.0266,0.23939992,7.98,0,7.98
0.026699999,0.24029993,8.0100002,0,8.0100002
0.026799999,0.24119993,8.04,0,8.04
0.026900001,0.24209993,8.0699997,0,8.0699997
0.027000001,0.24299993,8.1000004,0,8.1000004
0.027100001,0.24389993,8.1300001,0,8.1300001
0.0272,0.24479993,8.1599998,0,8.1599998
0.0273,0.24569993,8.1899996,0,8.1899996
0.0274,0.24659993,8.2200003,0,8.2200003
0.0275,0.24749993,8.25,0,8.25
0.0276,0.24839993,8.2799997,0,8.2799997
0.0277,0.24929993,8.3100004,0,8.3100004
0.027799999,0.25019991,8.3400002,0,8.3400002
0.027899999,0.25109991,8.3699999,0,8.3699999
0.028000001,0.25199991,8.3999996,0,8.3999996
0.028100001,0.25289991,8.4300003,0,8.4300003
0.028200001,0.25379992,8.46,0,8.46
0.0283,0.25469992,8.4899998,0,8.4899998
0.0284,0.25559992,8.5200005,0,8.5200005
0.0285,0.25649992,8.5500002,0,8.5500002
0.0286,0.25739992,8.5799999,0,8.5799999
0.0287,0.25829992,8.6099997,0,8.6099997
0.0288,0.25919992,8.6400003,0,8.6400003
0.028899999,0.26009992,8.6700001,0,8.6700001
0.028999999,0.26099992,8.6999998,0,8.6999998
0.029100001,0.26189992,8.7299995,0,8.7299995
0.029200001,0.26279992,8.7600002,0,8.7600002
0.029300001,0.26369992,8.79,0,8.79
0.0294,0.26459992,8.8199997,0,8.8199997
0.0295,0.26549992,8.8500004,0,8.8500004
0.0296,0.26639992,8.8800001,0,8.8800001
0.0297,0.26729992,8.9099998,0,8.9099998
0.0298,0.26819992,8.9399996,0,8.9399996
0.029899999,0.26909992,8.9700003,0,8.9700003
0.029999999,0.26999992,9,0,9
0.030099999,0.27089992,9.0299997,0,9.0299997
0.030200001,0.27179992,9.0600004,0,9.0600004
0.030300001,0.27269992,9.0900002,0,9.0900002
0.030400001,0.27359992,9.1199999,0,9.1199999
0.0305,0.27449992,9.1499996,0,9.1499996
0.0306,0.27539992,9.1800003,0,9.1800003
0.0307,0.27629992,9.21,0,9.21
0.0308,0.27719992,9.2399998,0,9.2399998
0.0309,0.27809992,9.2700005,0,9.2700005
0.030999999,0.27899992,9.3000002,0,9.3000002
0.031099999,0.27989992,9.3299999,0,9.3299999
0.031199999,0.28079993,9.3599997,0,9.3599997
0.031300001,0.28169993,9.3900003,0,9.3900003
0.031399999,0.28259993,9.4200001,0,9.4200001
0.031500001,0.28349993,9.4499998,0,9.4499998
0.031599998,0.28439993,9.4799995,0,9.4799995
0.0317,0.28529993,9.5100002,0,9.5100002
0.031800002,0.28619993,9.54,0,9.54
0.0319,0.28709993,9.5699997,0,9.5699997
0.032000002,0.28799993,9.6000004,0,9.6000004
0.032099999,0.2888999,9.6300001,0,9.6300001
0.032200001,0.2897999,9.6599998,0,9.6599998
0.032299999,0.2906999,9.6899996,0,9.6899996
0.032400001,0.2915999,9.7200003,0,9.7200003
0.032499999,0.2924999,9.75,0,9.75
0.032600001,0.2933999,9.7799997,0,9.7799997
0.032699998,0.2942999,9.8100004,0,9.8100004
0.0328,0.2951999,9.8400002,0,9.8400002
0.032900002,0.2960999,9.8699999,0,9.8699999
0.033,0.2969999,9.8999996,0,9.8999996
0.033100002,0.2978999,9.9300003,0,9.9300003
0.033199999,0.2987999,9.96,0,9.96
0.033300001,0.2996999,9.9899998,0,9.9899998
0.033399999,0.3005999,10.02,0,10.02
0.033500001,0.3014999,10.05,0,10.05
0.033599999,0.3023999,10.08,0,10.08
0.0337,0.3032999,10.11,0,10.11
0.033799998,0.3041999,10.14,0,10.14
0.0339,0.3050999,10.17,0,10.17
0.034000002,0.3059999,10.2,0,10.2
0.0341,0.30689991,10.23,0,10.23
0.034200002,0.30779991,10.26,0,10.26
0.034299999,0.30869991,10.29,0,10.29
0.034400001,0.30959991,10.32,0,10.32
0.034499999,0.31049991,10.35,0,10.35
0.034600001,0.31139991,10.38,0,10.38
0.034699999,0.31229991,10.41,0,10.41
0.0348,0.31319991,10.44,0,10.44
0.034899998,0.31409991,10.47,0,10.47
0.035,0.31499991,10.5,0,10.5
0.035100002,0.31589991,10.53,0,10.53
0.0352,0.31679991,10.56,0,10.56
0.035300002,0.31769991,10.59,0,10.59
0.035399999,0.31859991,10.62,0,10.62
0.035500001,0.31949991,10.65,0,10.65
0.035599999,0.32039991,10.68,0,10.68
0.035700001,0.32129991,10.71,0,10.71
0.035799999,0.32219991,10.74,0,10.74
0.0359,0.32309991,10.77,0,10.77
0.035999998,0.32399991,10.8,0,10.8
0.0361,0.32489991,10.83,0,10.83
0.036200002,0.32579991,10.86,0,10.86
0.0363,0.32669991,10.89,0,10.89
0.036400001,0.32759991,10.92,0,10.92
0.036499999,0.32849991,10.95,0,10.95
0.036600001,0.32939991,10.98,0,10.98
0.036699999,0.33029991,11.01,0,11.01
0.036800001,0.33119991,11.04,0,11.04
0.036899999,0.33209991,11.07,0,11.07
0.037,0.33299991,11.1,0,11.1
0.037099998,0.33389989,11.13,0,11.13
0.0372,0.33479989,11.16,0,11.16
0.037300002,0.33569989,11.19,0,11.19
0.0374,0.33659989,11.22,0,11.22
0.037500001,0.33749989,11.25,0,11.25
0.037599999,0.33839989,11.28,0,11.28
0.037700001,0.33929989,11.31,0,11.31
0.037799999,0.34019989,11.34,0,11.34
0.037900001,0.34109989,11.37,0,11.37
0.037999999,0.34199989,11.4,0,11.4
0.0381,0.34289989,11.43,0,11.43
0.038199998,0.34379989,11.46,0,11.46
0.0383,0.34469989,11.49,0,11.49
0.038400002,0.34559989,11.52,0,11.52
0.0385,0.34649989,11.55,0,11.55
0.038600001,0.34739989,11.58,0,11.58
0.038699999,0.34829989,11.61,0,11.61
0.038800001,0.34919989,11.64,0,11.64
0.038899999,0.35009989,11.67,0,11.67
0.039000001,0.35099989,11.7,0,11.7
0.039099999,0.35189989,11.73,0,11.73
0.0392,0.35279989,11.76,0,11.76
0.039299998,0.35369989,11.79,0,11.79
0.0394,0.35459989,11.82,0,11.82
0.039500002,0.35549989,11.85,0,11.85
0.0396,0.35639989,11.88,0,11.88
0.039700001,0.35729989,11.91,0,11.91
0.039799999,0.35819989,11.94,0,11.94
0.039900001,0.35909989,11.97,0,11.97
0.039999999,0.3599999,12,0,12
0.040100001,0.3608999,12.03,0,12.03
0.040199999,0.3617999,12.06,0,12.06
0.0403,0.3626999,12.09,0,12.09
0.040399998,0.3635999,12.12,0,12.12
0.0405,0.3644999,12.15,0,12.15
0.040600002,0.3653999,12.18,0,12.18
0.0407,0.3662999,12.21,0,12.21
0.040800001,0.3671999,12.24,0,12.24
0.040899999,0.3680999,12.27,0,12.27
0.041000001,0.3689999,12.3,0,12.3
0.041099999,0.3698999,12.33,0,12.33
0.041200001,0.3707999,12.36,0,12.36
0.041299999,0.3716999,12.39,0,12.39
0.0414,0.3725999,12.42,0,12.42
0.041499998,0.3734999,12.45,0,12.45
0.0416,0.3743999,12.48,0,12.48
0.041700002,0.3752999,12.51,0,12.51
0.0418,0.3761999,12.54,0,12.54
0.041900001,0.3770999,12.57,0,12.57
0.041999999,0.37799987,12.6,0,12.6
0.042100001,0.37889987,12.63,0,12.63
0.042199999,0.37979987,12.66,0,12.66
0.042300001,0.38069987,12.69,0,12.69
0.042399999,0.38159987,12.72,0,12.72
0.0425,0.38249987,12.75,0,12.75
0.042599998,0.38339987,12.78,0,12.78
0.0427,0.38429987,12.81,0,12.81
0.042800002,0.38519987,12.84,0,12.84
0.0429,0.38609987,12.87,0,12.87
0.043000001,0.38699988,12.9,0,12.9
0.043099999,0.38789988,12.93,0,12.93
0.043200001,0.38879988,12.96,0,12.96
0.043299999,0.38969988,12.99,0,12.99
0.043400001,0.39059988,13.02,0,13.02
0.043499999,0.39149988,13.05,0,13.05
0.0436,0.39239988,13.08,0,13.08
0.043699998,0.39329988,13.11,0,13.11
0.0438,0.39419988,13.14,0,13.14
0.043900002,0.39509988,13.17,0,13.17
0.044,0.39599988,13.2,0,13.2
0.044100001,0.39689988,13.23,0,13.23
0.044199999,0.39779988,13.26,0,13.26
0.044300001,0.39869988,13.29,0,13.29
0.044399999,0.39959988,13.32,0,13.32
0.044500001,0.40049988,13.35,0,13.35
0.044599999,0.40139988,13.38,0,13.38
0.0447,0.40229988,13.41,0,13.41
0.044799998,0.40319988,13.44,0,13.44
0.0449,0.40409988,13.47,0,13.47
0.045000002,0.40499988,13.5,0,13.5
0.0451,0.40589988,13.53,0,13.53
0.045200001,0.40679988,13.56,0,13.56
0.045299999,0.40769988,13.59,0,13.59
0.045400001,0.40859988,13.62,0,13.62
0.045499999,0.40949988,13.65,0,13.65
0.045600001,0.41039988,13.68,0,13.68
0.045699999,0.41129988,13.71,0,13.71
0.0458,0.41219988,13.74,0,13.74
0.045899998,0.41309988,13.77,0,13.77
0.046,0.41399989,13.8,0,13.8
0.046100002,0.41489989,13.83,0,13.83
0.0462,0.41579989,13.86,0,13.86
0.046300001,0.41669989,13.89,0,13.89
0.046399999,0.41759989,13.92,0,13.92
0.046500001,0.41849989,13.95,0,13.95
0.046599999,0.41939989,13.98,0,13.98
0.046700001,0.42029989,14.01,0,14.01
0.046799999,0.42119989,14.04,0,14.04
0.0469,0.42209986,14.07,0,14.07
0.046999998,0.42299986,14.1,0,14.1
0.0471,0.42389986,14.13,0,14.13
0.047200002,0.42479986,14.16,0,14.16
0.0473,0.42569986,14.19,0,14.19
0.047400001,0.42659986,14.22,0,14.22
0.047499999,0.42749986,14.25,0,14.25
0.047600001,0.42839986,14.28,0,14.28
0.047699999,0.42929986,14.31,0,14.31
0.047800001,0.43019986,14.34,0,14.34
0.047899999,0.43109986,14.37,0,14.37
0.048,0.43199986,14.4,0,14.4
0.048099998,0.43289986,14.43,0,14.43
0.0482,0.43379986,14.46,0,14.46
0.048300002,0.43469986,14.49,0,14.49
0.0484,0.43559986,14.52,0,14.52
0.048500001,0.43649986,14.55,0,14.55
0.048599999,0.43739986,14.58,0,14.58
0.048700001,0.43829986,14.61,0,14.61
0.048799999,0.43919986,14.64,0,14.64
0.048900001,0.44009987,14.67,0,14.67
0.048999999,0.44099987,14.7,0,14.7
0.0491,0.44189987,14.73,0,14.73
0.049199998,0.44279987,14.76,0,14.76
0.0493,0.44369987,14.79,0,14.79
0.049400002,0.44459987,14.82,0,14.82
0.0495,0.44549987,14.85,0,14.85
0.049600001,0.44639987,14.88,0,14.88
0.049699999,0.44729987,14.91,0,14.91
0.049800001,0.44819987,14.94,0,14.94
0.049899999,0.44909987,14.97,0,14.97
0.050000001,0.44999987,15,0,15
0.050099999,0.45089987,15.03,0,15.03
0.0502,0.45179987,15.06,0,15.06
0.050299998,0.45269987,15.09,0,15.09
0.0504,0.45359987,15.12,0,15.12
0.050500002,0.45449987,15.15,0,15.15
0.0506,0.45539987,15.18,0,15.18
0.050700001,0.45629987,15.21,0,15.21
0.050799999,0.45719987,15.24,0,15.24
0.050900001,0.45809987,15.27,0,15.27
0.050999999,0.45899987,15.3,0,15.3
0.051100001,0.45989987,15.33,0,15.33
0.051199999,0.46079987,15.36,0,15.36
0.0513,0.46169987,15.39,0,15.39
0.051399998,0.46259987,15.42,0,15.42
0.0515,0.46349987,15.45,0,15.45
0.051600002,0.46439987,15.48,0,15.48
0.0517,0.46529987,15.51,0,15.51
0.051800001,0.46619987,15.54,0,15.54
0.051899999,0.46709985,15.57,0,15.57
0.052000001,0.46799985,15.6,0,15.6
0.052099999,0.46889985,15.63,0,15.63
0.052200001,0.46979985,15.66,0,15.66
0.052299999,0.47069985,15.69,0,15.69
0.0524,0.47159985,15.72,0,15.72
0.052499998,0.47249985,15.75,0,15.75
0.0526,0.47339985,15.78,0,15.78
0.052700002,0.47429985,15.81,0,15.81
0.0528,0.47519985,15.84,0,15.84
0.052900001,0.47609985,15.87,0,15.87
0.052999999,0.47699985,15.9,0,15.9
0.053100001,0.47789985,15.93,0,15.93
0.053199999,0.47879985,15.96,0,15.96
0.053300001,0.47969985,15.99,0,15.99
0.053399999,0.48059985,16.02,0,16.02
0.0535,0.48149985,16.049999,0,16.049999
0.053599998,0.48239985,16.08,0,16.08
0.0537,0.48329985,16.110001,0,16.110001
0.053800002,0.48419985,16.139999,0,16.139999
0.0539,0.48509985,16.17,0,16.17
0.054000001,0.48599985,16.200001,0,16.200001
0.054099999,0.48689985,16.23,0,16.23
0.054200001,0.48779985,16.26,0,16.26
0.054299999,0.48869985,16.290001,0,16.290001
0.054400001,0.48959985,16.32,0,16.32
0.054499999,0.49049985,16.35,0,16.35
0.0546,0.49139985,16.379999,0,16.379999
0.054699998,0.49229985,16.41,0,16.41
0.0548,0.49319986,16.440001,0,16.440001
0.054900002,0.49409986,16.469999,0,16.469999
0.055,0.49499986,16.5,0,16.5
0.055100001,0.49589986,16.530001,0,16.530001
0.055199999,0.49679986,16.559999,0,16.559999
0.055300001,0.49769986,16.59,0,16.59
0.055399999,0.49859986,16.620001,0,16.620001
0.055500001,0.49949986,16.65,0,16.65
0.055599999,0.50039983,16.68,0,16.68
0.0557,0.50129986,16.709999,0,16.709999
0.055799998,0.50219983,16.74,0,16.74
0.0559,0.50309986,16.77,0,16.77
0.056000002,0.50399983,16.799999,0,16.799999
0.0561,0.50489986,16.83,0,16.83
0.056200001,0.50579983,16.860001,0,16.860001
0.056299999,0.50669986,16.889999,0,16.889999
0.056400001,0.50759983,16.92,0,16.92
0.056499999,0.50849986,16.950001,0,16.950001
0.056600001,0.50939983,16.98,0,16.98
0.056699999,0.51029986,17.01,0,17.01
0.0568,0.51119983,17.040001,0,17.040001
0.056899998,0.51209986,17.07,0,17.07
0.057,0.51299983,17.1,0,17.1
0.057100002,0.51389986,17.129999,0,17.129999
0.0572,0.51479983,17.16,0,17.16
0.057300001,0.51569986,17.190001,0,17.190001
0.057399999,0.51659983,17.219999,0,17.219999
0.057500001,0.51749986,17.25,0,17.25
0.057599999,0.51839983,17.280001,0,17.280001
0.057700001,0.51929986,17.309999,0,17.309999
0.057799999,0.52019984,17.34,0,17.34
0.0579,0.52109987,17.370001,0,17.370001
0.057999998,0.52199984,17.4,0,17.4
0.0581,0.52289987,17.43,0,17.43
0.058200002,0.52379984,17.459999,0,17.459999
0.0583,0.52469987,17.49,0,17.49
0.058400001,0.52559984,17.52,0,17.52
0.058499999,0.52649987,17.549999,0,17.549999
0.058600001,0.52739984,17.58,0,17.58
0.058699999,0.52829987,17.610001,0,17.610001
0.058800001,0.52919984,17.639999,0,17.639999
0.058899999,0.53009987,17.67,0,17.67
0.059,0.53099984,17.700001,0,17.700001
0.059099998,0.53189987,17.73,0,17.73
0.0592,0.53279984,17.76,0,17.76
0.059300002,0.53369981,17.790001,0,17.790001
0.0594,0.53459984,17.82,0,17.82
0.059500001,0.53549981,17.85,0,17.85
