"Time","signalExtrema1.y_min","signalExtrema1.y_max","signalExtrema1.t_min","signalExtrema1.t_max","signalExtrema2.y_min","signalExtrema2.y_max","signalExtrema2.t_min","signalExtrema2.t_max","signalExtrema3.y_min","signalExtrema3.y_max","signalExtrema3.t_min","signalExtrema3.t_max"
0,-0,-0,0,0,0,0,0,0,-1,-1,0,0
5.0020114e-12,-0,-0,0,0,0,0,0,0,-1,-1,0,0
9.9999997e-05,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.00019999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.00030000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.00039999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.00050000002,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.00060000003,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.00069999998,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.00079999998,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.00089999998,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0011,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0012000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0013,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0014,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0015,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0016,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0017,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0018,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0019,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0020000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0020999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0022,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0023000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0024000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0024999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0026,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0027000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0027999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0029,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.003,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0031000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0031999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0033,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0034,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0035000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0035999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0037,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0038000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0038999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0040000002,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0041,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0041999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0043000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0044,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0044999998,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0046000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0046999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0048000002,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0049000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0049999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0051000002,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0052,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0052999998,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0054000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0055,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0055999998,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0057000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0057999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0059000002,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0060000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0060999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0062000002,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0063,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0063999998,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0065000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0066,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0066999998,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0068000001,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0068999999,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0070000002,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0071,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0071705049,-0,-0,0,0,0,0,0,0,-1,-1,0,0
0.0071705049,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0071999999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0073000002,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0074,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0074999998,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0076000001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0077,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0077999998,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0078999996,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0080000004,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0081000002,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0082,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0082999999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0083999997,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0085000005,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0086000003,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0087000001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0088,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0088999998,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0089999996,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0091000004,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0092000002,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0093,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0093999999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0094999997,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0096000005,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0097000003,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0098000001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0098999999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0099999998,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0101,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0102,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0103,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0104,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0105,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0106,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0107,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0108,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0109,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.011,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0111,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0112,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0113,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0114,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0115,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0116,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0117,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0118,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0119,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.012,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0121,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0122,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0123,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0124,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0125,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0126,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0127,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0128,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0129,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.013,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0131,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0132,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0133,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0134,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0135,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0136,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0137,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0138,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0139,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.014,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0141,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0142,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0143,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0144,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0145,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0146,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0147,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0148,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0149,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.015,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0151,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0152,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0153,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0154,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0155,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0156,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.015699999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.015799999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.015900001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.016000001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.016100001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
