"Time","signalExtrema1.y_min","signalExtrema1.y_max","signalExtrema1.t_min","signalExtrema1.t_max","signalExtrema2.y_min","signalExtrema2.y_max","signalExtrema2.t_min","signalExtrema2.t_max","signalExtrema3.y_min","signalExtrema3.y_max","signalExtrema3.t_min","signalExtrema3.t_max"
0.0162,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0163,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0164,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0165,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0166,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0167,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.016799999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.016899999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.017000001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.017100001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.017200001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0173,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0174,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0175,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0176,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0177,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0178,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.017899999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.017999999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.018100001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.018200001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.018300001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0184,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0185,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0186,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0187,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0188,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0189,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.018999999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.019099999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.019200001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.019300001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.019400001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0195,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0196,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0197,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0198,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0199,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.02,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.020099999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.020199999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.020300001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.020400001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.020500001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0206,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0207,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0208,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0209,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.021,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0211,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.021199999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.021299999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.021400001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.021500001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.021600001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0217,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0218,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0219,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.022,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0221,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0222,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.022299999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.022399999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.022500001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.022600001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.022700001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0228,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0229,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.023,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0231,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0232,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0233,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.023399999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.023499999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.023600001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.023700001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.023800001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0239,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.024,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0241,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0242,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0243,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0244,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.024499999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.024599999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.024700001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.024800001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.024900001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.025,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0251,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0252,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0253,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0254,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0255,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.025599999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.025699999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.025800001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.025900001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.026000001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0261,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0262,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0263,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0264,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0265,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0266,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.026699999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.026799999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.026900001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.027000001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.027100001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0272,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0273,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0274,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0275,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0276,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0277,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.027799999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.027899999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.028000001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.028100001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.028200001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0283,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0284,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0285,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0286,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0287,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0288,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.028899999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.028999999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.029100001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.029200001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.029300001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0294,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0295,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0296,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0297,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0298,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.029899999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.029999999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.030099999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.030200001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.030300001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.030400001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0305,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0306,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0307,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0308,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0309,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.030999999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.031099999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.031199999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.031300001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.031399999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.031500001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.031599998,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0317,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.031800002,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0319,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.032000002,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.032099999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.032200001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.032299999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.032400001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.032499999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.032600001,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.032699998,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.0328,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.032900002,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.033,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.033100002,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
0.033199999,-0,-0,0,0,0,0,0,0,-1.0659136,-1,0.0071705049,0
