"Time","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.42210001,0.25654873,0.092634052
0.42219999,0.25838962,0.08534082
0.42230001,0.26000291,0.07799466
0.4224,0.26138705,0.07060276
0.42250001,0.26254076,0.063172311
0.4226,0.2634629,0.05571058
0.42269999,0.26415265,0.048224844
0.4228,0.26460934,0.040722411
0.42289999,0.26483253,0.033210598
0.42300001,0.26482213,0.025696743
0.42309999,0.2645781,0.018188179
0.42320001,0.26410079,0.010692229
0.4233,0.26339069,0.0032162128
0.42340001,0.26244855,-0.0042325743
0.4235,0.26127535,-0.011646864
0.42359999,0.25987226,-0.019019421
0.4237,0.2582407,-0.026343053
0.42379999,0.25638238,-0.033610612
0.42390001,0.2542991,-0.040815014
0.42399999,0.25199303,-0.047949225
0.42410001,0.24946642,-0.055006292
0.4242,0.24672185,-0.061979327
0.42429999,0.24376205,-0.068861537
0.4244,0.24058999,-0.075646214
0.42449999,0.23720883,-0.08232674
0.42460001,0.23362195,-0.08889661
0.42469999,0.22983293,-0.095349416
0.42480001,0.22584555,-0.10167889
0.4249,0.22166377,-0.10787884
0.42500001,0.21729179,-0.11394326
0.4251,0.21273391,-0.11986623
0.42519999,0.20799471,-0.12564199
0.4253,0.2030789,-0.13126494
0.42539999,0.19799134,-0.13672958
0.42550001,0.19273712,-0.14203064
0.42559999,0.18732145,-0.14716296
0.42570001,0.1817497,-0.15212153
0.4258,0.17602743,-0.15690158
0.42590001,0.17016029,-0.16149844
0.426,0.16415414,-0.1659077
0.42609999,0.15801494,-0.17012505
0.4262,0.15174875,-0.17414643
0.42629999,0.14536183,-0.17796797
0.42640001,0.13886048,-0.18158595
0.42649999,0.13225117,-0.1849969
0.42660001,0.12554048,-0.18819755
0.4267,0.11873503,-0.1911848
0.42680001,0.11184159,-0.19395581
0.4269,0.10486699,-0.19650792
0.42699999,0.097818151,-0.19883868
0.4271,0.090702057,-0.20094588
0.42719999,0.083525769,-0.20282756
0.42730001,0.076296404,-0.20448188
0.42739999,0.069021121,-0.20590736
0.42750001,0.061707139,-0.20710263
0.4276,0.054361705,-0.20806661
0.42770001,0.046992105,-0.20879844
0.4278,0.039605636,-0.20929748
0.42789999,0.032209627,-0.2095633
0.428,0.024811402,-0.20959574
0.42809999,0.017418297,-0.20939484
0.42820001,0.010037639,-0.20896091
0.42829999,0.0026767408,-0.20829442
0.42840001,-0.0046571018,-0.20739615
0.4285,-0.011956621,-0.20626704
0.42860001,-0.019214582,-0.20490833
0.4287,-0.026423793,-0.20332138
0.42879999,-0.033577111,-0.2015079
0.4289,-0.040667444,-0.19946973
0.42899999,-0.047687769,-0.19720899
0.42910001,-0.054631125,-0.19472796
0.42919999,-0.061490633,-0.19202919
0.42930001,-0.068259493,-0.18911543
0.4294,-0.074930996,-0.18598965
0.42950001,-0.081498533,-0.18265501
0.4296,-0.087955594,-0.17911486
0.42969999,-0.094295777,-0.17537281
0.4298,-0.1005128,-0.17143261
0.42989999,-0.10660049,-0.16729826
0.43000001,-0.11255282,-0.16297391
0.43009999,-0.11836389,-0.15846391
0.43020001,-0.12402794,-0.15377279
0.4303,-0.12953934,-0.14890526
0.43040001,-0.13489264,-0.14386623
0.4305,-0.14008252,-0.13866073
0.43059999,-0.14510384,-0.133294
0.4307,-0.14995161,-0.12777141
0.43079999,-0.15462102,-0.12209849
0.43090001,-0.15910745,-0.11628093
0.43099999,-0.16340642,-0.11032455
0.43110001,-0.16751368,-0.10423531
0.4312,-0.17142516,-0.098019309
0.43130001,-0.17513695,-0.091682762
0.4314,-0.17864539,-0.085232012
0.43149999,-0.18194698,-0.078673497
0.4316,-0.18503842,-0.072013773
0.43169999,-0.18791667,-0.065259509
0.43180001,-0.19057882,-0.058417436
0.43189999,-0.19302225,-0.051494405
0.43200001,-0.19524454,-0.044497326
0.4321,-0.19724342,-0.037433185
0.43220001,-0.19901694,-0.03030904
0.4323,-0.20056331,-0.023132006
0.43239999,-0.20188099,-0.015909245
0.4325,-0.20296864,-0.0086479718
0.43259999,-0.20382516,-0.0013554355
0.43270001,-0.20444971,0.0059610843
0.43279999,-0.20484163,0.013294284
0.43290001,-0.2050005,0.020636842
0.433,-0.20492618,0.02798143
0.43309999,-0.20461868,0.035320714
0.4332,-0.2040783,0.042647373
0.43329999,-0.20330554,0.049954087
0.43340001,-0.20230117,0.057233565
0.43349999,-0.20106614,0.064478531
0.43360001,-0.19960162,0.071681768
0.4337,-0.19790909,0.078836076
0.43380001,-0.19599016,0.085934304
0.4339,-0.1938467,0.092969365
0.43399999,-0.19148083,0.099934243
0.4341,-0.18889485,0.10682198
0.43419999,-0.1860913,0.11362568
0.43430001,-0.18307292,0.12033856
0.43439999,-0.17984267,0.1269539
0.43450001,-0.17640372,0.1334651
0.4346,-0.17275943,0.13986565
0.43470001,-0.16891339,0.14614913
0.4348,-0.16486938,0.15230928
0.43489999,-0.16063137,0.15833993
0.435,-0.15620351,0.16423503
0.43509999,-0.15159017,0.16998869
0.43520001,-0.14679587,0.17559516
0.43529999,-0.14182533,0.18104881
0.43540001,-0.13668343,0.18634416
0.4355,-0.13137525,0.19147593
0.43560001,-0.12590598,0.19643895
0.4357,-0.12028101,0.20122826
0.43579999,-0.11450588,0.20583902
0.4359,-0.10858627,0.21026662
0.43599999,-0.102528,0.21450661
0.43610001,-0.096337035,0.21855469
0.43619999,-0.090019472,0.22240682
0.43630001,-0.083581522,0.22605908
0.4364,-0.077029526,0.2295078
0.43650001,-0.070369929,0.23274951
0.4366,-0.063609295,0.23578088
0.43669999,-0.056754276,0.23859888
0.4368,-0.04981162,0.24120063
0.43689999,-0.042788167,0.24358347
0.43700001,-0.035690833,0.24574497
0.43709999,-0.0285266,0.24768291
0.43720001,-0.021302531,0.24939531
0.4373,-0.014025738,0.25088039
0.43740001,-0.0067033875,0.25213659
0.4375,0.00065730832,0.25316256
0.43759999,0.0080490997,0.25395727
0.4377,0.015464705,0.25451982
0.43779999,0.022896821,0.25484955
0.43790001,0.030338125,0.25494608
0.43799999,0.037781291,0.2548092
0.43810001,0.045218978,0.254439
0.4382,0.052643869,0.25383574
0.43830001,0.060048643,0.25299993
0.4384,0.067426011,0.25193232
0.43849999,0.074768692,0.25063387
0.4386,0.082069471,0.2491058
0.43869999,0.089321136,0.2473495
0.43880001,0.096516557,0.24536663
0.43889999,0.10364864,0.24315909
0.43900001,0.11071035,0.24072894
0.4391,0.11769475,0.23807852
0.43920001,0.12459493,0.23521036
0.4393,0.13140412,0.23212719
0.43939999,0.1381156,0.22883196
0.4395,0.14472274,0.22532788
0.43959999,0.15121906,0.22161829
0.43970001,0.15759814,0.21770678
0.43979999,0.16385369,0.21359712
0.43990001,0.16997957,0.20929329
0.44,0.17596972,0.20479946
0.44010001,0.18181825,0.20011996
0.4402,0.1875194,0.19525933
0.44029999,0.19306755,0.19022229
0.4404,0.19845723,0.18501374
0.44049999,0.20368314,0.17963871
0.44060001,0.20874012,0.17410244
0.44069999,0.21362318,0.1684103
0.44080001,0.21832754,0.16256784
0.4409,0.22284853,0.15658072
0.44100001,0.22718172,0.15045477
0.4411,0.23132284,0.14419596
0.44119999,0.2352678,0.13781038
0.4413,0.23901272,0.13130425
0.44139999,0.2425539,0.1246839
0.44150001,0.24588789,0.1179558
0.44159999,0.24901137,0.11112648
0.44170001,0.25192127,0.10420261
0.4418,0.25461474,0.097190924
0.44190001,0.25708911,0.090098284
0.442,0.25934193,0.082931593
0.44209999,0.26137105,0.075697832
0.44220001,0.26317438,0.068404071
0.44229999,0.26475021,0.061057415
0.44240001,0.26609701,0.053665034
0.4425,0.26721337,0.046234138
0.44260001,0.26809826,0.03877198
0.4427,0.26875082,0.031285834
0.44279999,0.26917034,0.023783011
0.4429,0.26935649,0.016270829
0.44299999,0.26930904,0.0087566189
0.44310001,0.26902807,0.0012477119
0.44319999,0.26851383,-0.0062485654
0.44330001,0.26776686,-0.013724898
0.4434,0.26678789,-0.021173991
0.44350001,0.26557788,-0.028588578
0.4436,0.26413801,-0.035961423
0.44369999,0.26246977,-0.043285336
0.4438,0.26057476,-0.050553173
0.44389999,0.25845486,-0.057757843
0.44400001,0.25611216,-0.064892322
0.44409999,0.25354895,-0.071949646
0.44420001,0.25076783,-0.078922942
0.4443,0.24777147,-0.085805401
0.44440001,0.24456288,-0.092590332
0.4445,0.24114521,-0.099271104
0.44459999,0.23752184,-0.10584122
0.4447,0.23369633,-0.11229427
0.44479999,0.22967246,-0.11862398
0.44490001,0.22545421,-0.12482417
0.44499999,0.22104575,-0.13088883
0.44510001,0.21645141,-0.13681203
0.4452,0.21167572,-0.14258803
0.44530001,0.20672342,-0.1482112
0.4454,0.20159937,-0.15367608
0.44549999,0.19630864,-0.15897734
0.4456,0.19085646,-0.16410987
0.44569999,0.18524817,-0.16906865
0.44580001,0.17948933,-0.1738489
0.44589999,0.17358562,-0.17844597
0.44600001,0.16754287,-0.1828554
0.4461,0.16136703,-0.18707293
0.44620001,0.15506418,-0.19109447
0.4463,0.14864056,-0.19491616
0.44639999,0.14210249,-0.19853428
0.4465,0.13545643,-0.20194536
0.44659999,0.12870893,-0.20514612
0.44670001,0.12186664,-0.20813346
0.44679999,0.11493631,-0.21090454
0.44690001,0.10792477,-0.21345669
0.447,0.10083895,-0.21578749
0.44710001,0.093685828,-0.2178947
0.4472,0.086472459,-0.21977635
0.44729999,0.07920596,-0.22143064
0.4474,0.071893483,-0.22285603
0.44749999,0.064542256,-0.22405119
0.44760001,0.057159517,-0.22501504
0.44769999,0.049752548,-0.22574669
0.44780001,0.042328652,-0.22624551
0.4479,0.034895144,-0.22651108
0.44800001,0.027459363,-0.22654322
0.4481,0.020028632,-0.22634198
0.44819999,0.012610278,-0.22590765
0.4483,0.0052116159,-0.22524074
0.44839999,-0.0021600609,-0.22434197
0.44850001,-0.0094974861,-0.22321233
0.44859999,-0.016793428,-0.221853
0.44870001,-0.024040692,-0.2202654
0.4488,-0.031232137,-0.2184512
0.44890001,-0.038360674,-0.21641225
0.449,-0.045419276,-0.21415064
0.44909999,-0.052400991,-0.2116687
0.4492,-0.059298933,-0.20896895
0.44929999,-0.066106305,-0.20605412
0.44940001,-0.072816402,-0.2029272
0.44949999,-0.079422608,-0.19959132
0.44960001,-0.085918419,-0.19604987
0.4497,-0.092297427,-0.19230643
0.44980001,-0.098553352,-0.18836476
0.4499,-0.10468003,-0.18422882
0.44999999,-0.11067143,-0.17990281
0.4501,-0.11652165,-0.17539105
0.45019999,-0.12222492,-0.17069806
0.45030001,-0.12777562,-0.16582857
0.45039999,-0.1331683,-0.16078746
0.45050001,-0.13839763,-0.15557979
0.4506,-0.14345849,-0.15021077
0.45070001,-0.14834587,-0.14468578
0.4508,-0.15305497,-0.13901034
0.45089999,-0.15758115,-0.13319014
0.45100001,-0.16191997,-0.12723102
0.45109999,-0.16606712,-0.12113889
0.45120001,-0.17001858,-0.11491989
0.4513,-0.17377043,-0.1085802
0.45140001,-0.17731898,-0.10212617
0.4515,-0.18066074,-0.095564246
0.45159999,-0.18379243,-0.088900983
0.4517,-0.18671098,-0.082143031
0.45179999,-0.18941352,-0.07529714
0.45190001,-0.19189739,-0.068370141
0.45199999,-0.19416015,-0.061368939
0.45210001,-0.1961996,-0.054300532
0.4522,-0.19801372,-0.047171969
0.45230001,-0.19960074,-0.039990358
0.4524,-0.20095913,-0.03276287
0.45249999,-0.20208752,-0.025496708
0.4526,-0.20298485,-0.018199123
0.45269999,-0.20365025,-0.010877391
0.45280001,-0.20408306,-0.003538816
0.45289999,-0.20428285,0.0038092851
0.45300001,-0.20424949,0.011159584
0.4531,-0.20398298,0.01850475
0.45320001,-0.20348363,0.025837461
0.4533,-0.20275192,0.033150401
0.45339999,-0.20178862,0.040436279
0.4535,-0.20059468,0.047687829
0.45359999,-0.19917129,0.054897819
0.45370001,-0.19751988,0.062059056
0.45379999,-0.1956421,0.069164403
0.45390001,-0.19353981,0.076206759
0.454,-0.1912151,0.083179116
0.45410001,-0.18867029,0.090074509
0.4542,-0.1859079,0.096886061
0.45429999,-0.18293068,0.10360697
0.4544,-0.17974158,0.11023053
0.45449999,-0.17634377,0.11675013
0.45460001,-0.17274062,0.12315927
0.45469999,-0.1689357,0.12945153
0.45480001,-0.16493279,0.13562064
0.4549,-0.16073585,0.14166044
0.45500001,-0.15634903,0.14756489
0.4551,-0.15177672,0.15332808
0.45519999,-0.14702339,0.15894425
0.4553,-0.14209381,0.1644078
0.45539999,-0.13699281,0.16971324
0.45550001,-0.13172549,0.17485529
0.45559999,-0.12629703,0.17982878
0.45570001,-0.12071282,0.18462873
0.4558,-0.1149784,0.18925032
0.45590001,-0.10909944,0.19368893
0.456,-0.10308176,0.19794011
0.45609999,-0.096931316,0.20199957
0.4562,-0.090654209,0.20586325
0.45629999,-0.084256642,0.20952727
0.45640001,-0.077744953,0.2129879
0.45649999,-0.071125597,0.2162417
0.45660001,-0.064405106,0.21928535
0.4567,-0.057590157,0.22211578
0.45680001,-0.050687481,0.22473015
0.4569,-0.043703917,0.22712578
0.45699999,-0.036646377,0.22930023
0.4571,-0.029521845,0.2312513
0.45719999,-0.022337377,0.23297697
0.45730001,-0.015100081,0.23447548
0.45739999,-0.007817124,0.23574528
0.45750001,-0.00049571501,0.23678504
0.4576,0.0068569002,0.23759365
0.45770001,0.014233442,0.23817027
0.4578,0.021626608,0.23851421
0.45789999,0.029029083,0.23862511
0.458,0.036433533,0.23850276
0.45809999,0.043832634,0.2381472
0.45820001,0.051219057,0.23755872
0.45829999,0.058585491,0.23673785
0.45840001,0.065924644,0.23568529
0.4585,0.073229246,0.23440205
0.45860001,0.080492072,0.23288928
0.4587,0.087705918,0.23114842
0.45879999,0.094863661,0.22918113
0.4589,0.10195819,0.22698925
0.45899999,0.1089825,0.22457491
0.45910001,0.11592962,0.2219404
0.45919999,0.12279268,0.21908824
0.45930001,0.12956487,0.21602118
0.4594,0.13623948,0.21274219
0.45950001,0.14280993,0.20925441
0.4596,0.14926969,0.20556125
0.45969999,0.15561233,0.20166624
0.4598,0.16183162,0.19757318
0.45989999,0.16792136,0.19328603
0.46000001,0.17387553,0.18880895
0.4601,0.17968822,0.18414629
0.46020001,0.18535367,0.17930257
0.4603,0.19086626,0.17428254
0.46039999,0.19622053,0.16909103
0.4605,0.20141117,0.16373312
0.46059999,0.20643303,0.15821403
0.46070001,0.21128112,0.15253913
0.46079999,0.21595062,0.14671396
0.46090001,0.22043693,0.14074418
0.461,0.22473557,0.13463563
0.46110001,0.22884227,0.12839426
0.4612,0.23275296,0.12202617
0.46129999,0.23646376,0.11553756
0.4614,0.23997095,0.10893477
0.46149999,0.24327107,0.10222426
0.46160001,0.24636082,0.095412567
0.46169999,0.24923712,0.088506348
0.46180001,0.25189713,0.081512347
0.4619,0.25433818,0.07443741
0.46200001,0.25655779,0.067288436
0.4621,0.2585538,0.060072418
0.46219999,0.26032421,0.052796412
0.4623,0.26186723,0.045467522
0.46239999,0.26318127,0.038092919
0.46250001,0.26426506,0.030679811
0.46259999,0.26511747,0.023235442
0.46270001,0.26573765,0.015767094
0.4628,0.26612493,0.0082820691
0.46290001,0.26627892,0.00078768528
0.463,0.26619944,-0.0067087291
0.46309999,0.26588652,-0.014199844
0.4632,0.26534045,-0.021678332
0.46329999,0.26456174,-0.029136885
0.46340001,0.26355112,-0.036568206
0.46349999,0.26230955,-0.04396503
0.46360001,0.26083827,-0.051320124
0.4637,0.25913864,-0.058626298
0.46380001,0.25721234,-0.065876402
0.4639,0.25506124,-0.073063359
0.46399999,0.25268739,-0.080180138
0.4641,0.25009316,-0.087219782
0.46419999,0.24728106,-0.094175413
0.46430001,0.24425381,-0.10104023
0.46439999,0.24101439,-0.10780752
0.46450001,0.23756595,-0.11447068
0.4646,0.23391186,-0.12102321
0.46470001,0.2300557,-0.12745868
0.4648,0.22600125,-0.13377084
0.46489999,0.22175246,-0.13995349
0.465,0.2173135,-0.14600062
0.46509999,0.21268873,-0.15190633
0.46520001,0.20788264,-0.15766484
0.46529999,0.20289999,-0.16327055
0.46540001,0.19774562,-0.16871797
0.4655,0.19242461,-0.17400181
0.46560001,0.18694218,-0.17911692
0.4657,0.18130368,-0.18405831
0.46579999,0.17551465,-0.18882117
0.4659,0.16958079,-0.19340086
0.46599999,0.16350789,-0.19779293
0.46610001,0.15730192,-0.20199312
0.46619999,0.15096897,-0.20599733
0.46630001,0.14451526,-0.20980169
0.4664,0.13794711,-0.21340249
0.46650001,0.13127099,-0.21679626
0.4666,0.12449342,-0.21997972
0.46669999,0.11762107,-0.22294976
0.4668,0.11066069,-0.22570354
0.46689999,0.10361911,-0.22823839
0.46700001,0.096503228,-0.23055188
0.46709999,0.089320041,-0.2326418
0.46720001,0.082076609,-0.23450613
0.4673,0.074780032,-0.23614311
0.46740001,0.06743747,-0.23755117
0.4675,0.060056143,-0.238729
0.46759999,0.052643288,-0.23967549
0.4677,0.045206189,-0.24038978
0.46779999,0.037752148,-0.24087121
0.46790001,0.030288476,-0.24111938
0.46799999,0.022822507,-0.24113409
0.46810001,0.015361566,-0.24091542
0.4682,0.0079129804,-0.24046361
0.46830001,0.00048406047,-0.23977919
0.4684,-0.0069179004,-0.23886289
0.46849999,-0.014285637,-0.23771568
0.4686,-0.021611918,-0.23633873
0.46869999,-0.028889552,-0.23473349
0.46880001,-0.036111396,-0.2329016
0.4689,-0.043270364,-0.23084491
0.46900001,-0.050359432,-0.22856553
0.4691,-0.057371639,-0.22606574
0.46919999,-0.064300112,-0.22334811
0.4693,-0.071138047,-0.22041534
0.46939999,-0.077878736,-0.2172704
0.46950001,-0.084515572,-0.21391647
0.46959999,-0.091042049,-0.21035689
0.46970001,-0.097451754,-0.20659526
0.4698,-0.10373842,-0.20263532
0.46990001,-0.10989587,-0.19848105
0.47,-0.11591807,-0.19413662
0.47009999,-0.12179913,-0.18960637
0.4702,-0.12753327,-0.18489482
0.47029999,-0.13311487,-0.18000667
0.47040001,-0.13853849,-0.17494683
0.47049999,-0.1437988,-0.16972032
0.47060001,-0.14889066,-0.16433237
0.4707,-0.15380907,-0.15878835
0.47080001,-0.15854923,-0.15309381
0.4709,-0.16310652,-0.14725439
0.47099999,-0.16747645,-0.14127594
0.4711,-0.17165478,-0.13516439
0.47119999,-0.17563739,-0.12892586
0.47130001,-0.17942044,-0.12256652
0.47139999,-0.18300022,-0.11609274
0.47150001,-0.18637323,-0.10951094
0.4716,-0.1895362,-0.10282768
0.47170001,-0.19248603,-0.096049622
0.4718,-0.19521987,-0.089183494
0.47189999,-0.19773506,-0.082236126
0.472,-0.20002915,-0.075214438
0.47209999,-0.20209995,-0.068125412
0.47220001,-0.20394543,-0.060976095
0.47229999,-0.20556381,-0.053773597
0.47240001,-0.20695356,-0.046525083
0.4725,-0.20811333,-0.03923776
0.47260001,-0.20904203,-0.031918872
0.4727,-0.20973879,-0.024575695
0.47279999,-0.21020296,-0.017215529
0.4729,-0.21043412,-0.0098456927
0.47299999,-0.2104321,-0.0024735101
0.47310001,-0.21019694,0.0048936894
0.47319999,-0.20972891,0.012248583
0.47330001,-0.20902853,0.01958386
0.4734,-0.2080965,0.026892228
0.47350001,-0.20693383,0.034166422
0.4736,-0.20554169,0.041399214
0.47369999,-0.2039215,0.048583411
0.4738,-0.20207489,0.055711873
0.47389999,-0.20000374,0.062777512
0.47400001,-0.19771014,0.069773309
0.47409999,-0.19519641,0.076692298
0.47420001,-0.19246504,0.08352761
0.4743,-0.18951879,0.090272442
0.47440001,-0.18636063,0.096920088
0.4745,-0.1829937,0.10346394
0.47459999,-0.17942135,0.10989749
0.4747,-0.1756472,0.11621433
0.47479999,-0.17167497,0.12240818
0.47490001,-0.16750866,0.12847288
0.47499999,-0.16315241,0.13440239
0.47510001,-0.15861057,0.14019082
0.4752,-0.15388766,0.14583239
0.47530001,-0.1489884,0.1513215
0.4754,-0.14391765,0.15665267
0.47549999,-0.13868047,0.16182061
0.4756,-0.13328208,0.16682012
0.47569999,-0.12772785,0.17164628
0.47580001,-0.12202331,0.17629425
0.47589999,-0.11617412,0.18075939
0.47600001,-0.11018611,0.18503726
0.4761,-0.10406524,0.18912356
0.47620001,-0.097817585,0.19301423
0.4763,-0.091449365,0.19670539
0.47639999,-0.084966905,0.20019333
0.4765,-0.078376651,0.20347457
0.47659999,-0.07168515,0.20654583
0.47670001,-0.064899057,0.20940402
0.47679999,-0.058025111,0.21204627
0.47690001,-0.051070143,0.21446992
0.477,-0.044041067,0.21667257
0.47710001,-0.036944862,0.21865195
0.4772,-0.029788578,0.22040609
0.47729999,-0.022579325,0.22193319
0.4774,-0.015324266,0.2232317
0.47749999,-0.0080306046,0.22430031
0.47760001,-0.00070558721,0.2251379
0.4777,0.0066435104,0.22574362
0.47780001,0.014009389,0.22611681
0.4779,0.021384733,0.22625704
0.47799999,0.028762214,0.22616415
0.4781,0.036134508,0.22583817
0.47819999,0.043494288,0.22527938
0.47830001,0.050834246,0.22448829
0.47839999,0.058147091,0.22346564
0.47850001,0.06542556,0.22221237
0.4786,0.072662413,0.22072971
0.47870001,0.079850473,0.21901904
0.4788,0.086982593,0.21708204
0.47889999,0.094051689,0.21492054
0.479,0.10105073,0.21253663
0.47909999,0.10797277,0.20993266
0.47920001,0.11481092,0.20711111
0.47929999,0.12155839,0.20407474
0.47940001,0.12820847,0.20082651
0.4795,0.13475455,0.19736956
0.47960001,0.14119014,0.19370727
0.4797,0.1475088,0.18984321
0.47979999,0.15370429,0.18578115
0.4799,0.1597704,0.18152505
0.47999999,0.16570114,0.17707908
0.48010001,0.17149056,0.17244756
0.48019999,0.17713295,0.16763504
0.48030001,0.18262267,0.16264622
0.4804,0.18795425,0.15748598
0.48050001,0.19312237,0.15215936
0.4806,0.19812191,0.14667159
0.48069999,0.20294785,0.14102803
0.4808,0.20759541,0.13523422
0.48089999,0.21205993,0.12929583
0.48100001,0.21633697,0.12321867
0.48109999,0.22042227,0.11700871
0.48120001,0.22431171,0.11067202
0.4813,0.22800145,0.10421482
0.48140001,0.23148775,0.09764345
0.4815,0.23476717,0.09096434
0.48159999,0.23783638,0.084184051
0.4817,0.24069232,0.077309221
0.48179999,0.24333213,0.070346601
0.48190001,0.24575314,0.063303024
0.48199999,0.24795292,0.056185398
0.48210001,0.24992925,0.049000703
0.4822,0.25168014,0.041755993
0.48230001,0.25320375,0.034458376
0.4824,0.2544986,0.027115012
0.48249999,0.25556335,0.01973311
0.4826,0.25639686,0.012319915
0.48269999,0.25699827,0.0048827035
0.48280001,0.25736699,-0.0025712259
0.48289999,0.2575025,-0.010034556
0.48300001,0.25740471,-0.017499959
0.4831,0.25707364,-0.02496011
0.48320001,0.25650954,-0.032407682
0.4833,0.25571293,-0.039835371
0.48339999,0.25468457,-0.047235876
0.4835,0.25342539,-0.054601938
0.48359999,0.25193658,-0.061926328
0.48370001,0.25021958,-0.069201849
0.48379999,0.24827603,-0.076421365
0.48390001,0.24610777,-0.083577789
0.484,0.24371693,-0.090664089
0.48410001,0.24110578,-0.097673327
0.4842,0.23827687,-0.1045986
0.48429999,0.23523293,-0.11143313
0.4844,0.23197691,-0.1181702
0.48449999,0.22851197,-0.1248032
0.48460001,0.22484149,-0.13132563
0.48469999,0.22096904,-0.13773108
0.48480001,0.21689837,-0.14401326
0.4849,0.21263345,-0.15016602
0.48500001,0.20817845,-0.15618332
0.4851,0.2035377,-0.16205925
0.48519999,0.19871573,-0.16778806
0.4853,0.19371727,-0.17336412
0.48539999,0.18854716,-0.17878197
0.48550001,0.18321048,-0.18403631
0.48559999,0.17771243,-0.18912198
0.48570001,0.17205837,-0.19403398
0.4858,0.16625386,-0.19876751
0.48590001,0.16030456,-0.20331796
0.486,0.15421629,-0.20768084
0.48609999,0.14799498,-0.21185188
0.4862,0.14164676,-0.215827
0.48629999,0.13517779,-0.21960235
0.48640001,0.12859446,-0.22317418
0.48649999,0.12190316,-0.22653905
0.48660001,0.11511047,-0.22969364
0.4867,0.10822303,-0.23263487
0.48679999,0.10124759,-0.23535989
0.4869,0.094190963,-0.23786604
0.48699999,0.087060079,-0.24015087
0.48710001,0.079861917,-0.24221218
0.48719999,0.072603516,-0.24404792
0.48730001,0.065291993,-0.24565637
0.4874,0.057934504,-0.24703594
0.48750001,0.050538264,-0.24818531
0.4876,0.043110512,-0.24910338
0.48769999,0.035658523,-0.24978927
0.4878,0.028189598,-0.25024232
0.48789999,0.020711053,-0.25046217
0.48800001,0.013230216,-0.25044858
0.48809999,0.0057544103,-0.25020161
0.48820001,-0.0017090378,-0.24972153
0.4883,-0.0091528194,-0.24900885
0.48840001,-0.016569642,-0.24806431
0.4885,-0.023952244,-0.24688888
0.48859999,-0.031293392,-0.24548371
0.4887,-0.038585898,-0.24385028
0.48879999,-0.045822617,-0.24199016
0.48890001,-0.052996468,-0.23990527
0.48899999,-0.060100425,-0.23759767
0.48910001,-0.067127526,-0.23506969
0.4892,-0.074070908,-0.23232383
0.48930001,-0.080923751,-0.22936283
0.4894,-0.087679371,-0.22618966
0.48949999,-0.094331138,-0.22280745
0.4896,-0.10087255,-0.2192196
0.48969999,-0.10729722,-0.21542966
0.48980001,-0.11359885,-0.2114414
0.48989999,-0.11977126,-0.20725878
0.49000001,-0.12580845,-0.20288596
0.4901,-0.13170449,-0.19832729
0.49020001,-0.13745365,-0.19358727
0.4903,-0.14305027,-0.18867064
0.49039999,-0.14848891,-0.18358226
0.4905,-0.15376425,-0.17832717
0.49059999,-0.15887113,-0.17291059
0.49070001,-0.16380459,-0.16733789
0.49079999,-0.1685598,-0.16161461
0.49090001,-0.17313212,-0.15574642
0.491,-0.17751712,-0.1497391
0.49110001,-0.1817105,-0.14359865
0.4912,-0.18570819,-0.13733113
0.49129999,-0.18950629,-0.13094276
0.4914,-0.19310112,-0.12443986
0.49149999,-0.1964892,-0.11782888
0.49160001,-0.19966722,-0.11111636
0.49169999,-0.2026321,-0.10430896
0.49180001,-0.20538098,-0.097413413
0.4919,-0.20791119,-0.090436548
0.49200001,-0.21022031,-0.083385281
0.4921,-0.2123061,-0.076266587
0.49219999,-0.21416657,-0.069087513
0.4923,-0.21579994,-0.061855167
0.49239999,-0.21720463,-0.054576714
0.49250001,-0.21837935,-0.047259353
0.49259999,-0.21932295,-0.039910335
0.49270001,-0.2200346,-0.032536928
0.4928,-0.22051363,-0.025146432
0.49290001,-0.22075962,-0.017746164
0.493,-0.22077239,-0.010343445
0.49309999,-0.22055197,-0.0029456045
0.4932,-0.22009866,0.0044400361
0.49329999,-0.21941294,0.011806168
0.49340001,-0.21849555,0.0191455
0.49349999,-0.21734746,0.02645077
0.49360001,-0.21596985,0.033714749
0.4937,-0.21436414,0.040930245
0.49380001,-0.21253195,0.048090119
0.4939,-0.21047518,0.055187289
0.49399999,-0.20819588,0.062214725
0.4941,-0.20569639,0.069165476
0.49419999,-0.20297919,0.076032661
0.49430001,-0.20004705,0.082809485
0.49439999,-0.19690292,0.089489244
0.49450001,-0.19354993,0.09606532
0.4946,-0.18999146,0.10253121
0.49470001,-0.18623109,0.10888052
0.4948,-0.18227257,0.11510696
0.49489999,-0.17811987,0.12120435
0.495,-0.17377713,0.12716669
0.49509999,-0.16924872,0.13298805
0.49520001,-0.16453913,0.13866268
0.49529999,-0.15965308,0.14418496
0.49540001,-0.15459545,0.14954942
0.4955,-0.14937128,0.15475075
0.49559999,-0.14398579,0.1597838
0.4957,-0.13844433,0.16464359
0.49579999,-0.13275245,0.16932529
0.49590001,-0.1269158,0.1738243
0.49599999,-0.12094021,0.17813613
0.49610001,-0.11483162,0.1822565
0.4962,-0.10859612,0.18618137
0.49630001,-0.10223991,0.18990681
0.4964,-0.095769338,0.19342916
