"Time","dcPowerSupply.v","dcPowerSupply.i","dcPowerSupply.P"
0.0044999998,59.999935,-0.06384851,-3.8309066
0.0046000001,59.999935,-0.063936785,-3.8362029
0.0046999999,59.999935,-0.064025179,-3.8415065
0.0048000002,59.999935,-0.064113691,-3.8468175
0.0049000001,59.999935,-0.064202331,-3.8521357
0.0049999999,59.999935,-0.06429109,-3.8574612
0.0051000002,59.999935,-0.064379975,-3.8627942
0.0052,59.999935,-0.06446898,-3.8681345
0.0052999998,59.999935,-0.064558104,-3.8734822
0.0054000001,59.999935,-0.064647362,-3.8788373
0.0055,59.999935,-0.064736731,-3.8841999
0.0055999998,59.999935,-0.064826235,-3.8895698
0.0057000001,59.999935,-0.064915858,-3.8949471
0.0057999999,59.999935,-0.0650056,-3.9003317
0.0059000002,59.999935,-0.065095469,-3.905724
0.0060000001,59.999935,-0.065185465,-3.9111238
0.0060999999,59.999935,-0.065275587,-3.9165308
0.0062000002,59.999935,-0.065365829,-3.9219456
0.0063,59.999935,-0.065456197,-3.9273677
0.0063999998,59.999935,-0.065546691,-3.9327972
0.0065000001,59.999935,-0.065637313,-3.9382343
0.0066,59.999935,-0.065728053,-3.9436789
0.0066999998,59.999935,-0.065818921,-3.949131
0.0068000001,59.999935,-0.065909915,-3.9545908
0.0068999999,59.999935,-0.066001043,-3.960058
0.0070000002,59.999935,-0.066092283,-3.9655328
0.0071,59.999935,-0.066183656,-3.9710152
0.0071999999,59.999935,-0.066275157,-3.976505
0.0073000002,59.999935,-0.066366784,-3.9820025
0.0074,59.999935,-0.066458538,-3.9875078
0.0074999998,59.999935,-0.066550419,-3.9930205
0.0076000001,59.999935,-0.066642419,-3.9985409
0.0077,59.999935,-0.066734552,-4.0040689
0.0077999998,59.999931,-0.066826813,-4.0096045
0.0078999996,59.999931,-0.066919208,-4.0151477
0.0080000004,59.999931,-0.067011721,-4.0206985
0.0081000002,59.999931,-0.067104362,-4.0262575
0.0082,59.999931,-0.067197137,-4.0318236
0.0082999999,59.999931,-0.067290038,-4.0373979
0.0083999997,59.999931,-0.067383066,-4.0429792
0.0085000005,59.999931,-0.06747622,-4.0485687
0.0086000003,59.999931,-0.067569509,-4.0541658
0.0087000001,59.999931,-0.067662925,-4.0597711
0.0088,59.999931,-0.067756467,-4.0653834
0.0088999998,59.999931,-0.067850143,-4.0710039
0.0089999996,59.999931,-0.067943946,-4.076632
0.0091000004,59.999931,-0.068037875,-4.0822682
0.0092000002,59.999931,-0.068131939,-4.0879116
0.0093,59.999931,-0.068226136,-4.0935636
0.0093999999,59.999931,-0.068320453,-4.0992227
0.0094999997,59.999931,-0.068414912,-4.1048899
0.0096000005,59.999931,-0.068509497,-4.1105647
0.0097000003,59.999931,-0.068604209,-4.1162477
0.0098000001,59.999931,-0.068699054,-4.1219387
0.0098999999,59.999931,-0.068794027,-4.1276369
0.0099999998,59.999931,-0.068889141,-4.1333437
0.0101,59.999931,-0.068984374,-4.1390581
0.0102,59.999931,-0.069079749,-4.1447802
0.0103,59.999931,-0.069175251,-4.1505103
0.0104,59.999931,-0.069270886,-4.1562486
0.0105,59.999931,-0.069366656,-4.1619945
0.0106,59.999931,-0.069462553,-4.1677485
0.0107,59.999931,-0.069558583,-4.1735106
0.0108,59.999931,-0.069654748,-4.1792803
0.0109,59.999931,-0.069751047,-4.1850581
0.011,59.999931,-0.069847479,-4.1908441
0.0111,59.999931,-0.069944046,-4.1966376
0.0112,59.999931,-0.07004074,-4.2024398
0.0113,59.999931,-0.070137575,-4.2082496
0.0114,59.999931,-0.070234537,-4.2140675
0.0115,59.999931,-0.070331641,-4.2198935
0.0116,59.999931,-0.070428871,-4.2257276
0.0117,59.999931,-0.070526242,-4.2315693
0.0118,59.999928,-0.070623748,-4.2374196
0.0119,59.999928,-0.07072138,-4.243278
0.012,59.999928,-0.070819154,-4.2491441
0.0121,59.999928,-0.070917062,-4.2550187
0.0122,59.999928,-0.071015105,-4.2609015
0.0123,59.999928,-0.071113281,-4.2667918
0.0124,59.999928,-0.071211599,-4.2726908
0.0125,59.999928,-0.071310051,-4.2785978
0.0126,59.999928,-0.071408637,-4.284513
0.0127,59.999928,-0.071507357,-4.2904363
0.0128,59.999928,-0.071606219,-4.2963681
0.0129,59.999928,-0.071705215,-4.3023076
0.013,59.999928,-0.071804345,-4.3082557
0.0131,59.999928,-0.071903616,-4.3142118
0.0132,59.999928,-0.072003022,-4.3201761
0.0133,59.999928,-0.072102569,-4.326149
0.0134,59.999928,-0.07220225,-4.33213
0.0135,59.999928,-0.072302066,-4.338119
0.0136,59.999928,-0.07240203,-4.3441162
0.0137,59.999928,-0.072502121,-4.350122
0.0138,59.999928,-0.072602361,-4.3561363
0.0139,59.999928,-0.072702728,-4.3621588
0.014,59.999928,-0.072803244,-4.3681893
0.0141,59.999928,-0.072903894,-4.3742285
0.0142,59.999928,-0.073004685,-4.3802757
0.0143,59.999928,-0.073105611,-4.3863316
0.0144,59.999928,-0.073206678,-4.3923955
0.0145,59.999928,-0.073307887,-4.398468
0.0146,59.999928,-0.073409237,-4.4045491
0.0147,59.999928,-0.073510729,-4.4106383
0.0148,59.999928,-0.073612355,-4.4167361
0.0149,59.999928,-0.073714122,-4.422842
0.015,59.999928,-0.073816039,-4.4289565
0.0151,59.999928,-0.073918089,-4.4350796
0.0152,59.999928,-0.074020281,-4.4412112
0.0153,59.999928,-0.074122615,-4.447351
0.0154,59.999928,-0.074225083,-4.4534998
0.0155,59.999928,-0.0743277,-4.4596567
0.0156,59.999924,-0.074430458,-4.4658222
0.015699999,59.999924,-0.074533358,-4.4719963
0.015799999,59.999924,-0.074636407,-4.4781785
0.015900001,59.999924,-0.07473959,-4.4843698
0.016000001,59.999924,-0.074842915,-4.4905696
0.016100001,59.999924,-0.074946389,-4.4967775
0.0162,59.999924,-0.075050004,-4.5029945
0.0163,59.999924,-0.075153761,-4.5092196
0.0164,59.999924,-0.075257659,-4.5154538
0.0165,59.999924,-0.075361706,-4.5216966
0.0166,59.999924,-0.075465888,-4.5279479
0.0167,59.999924,-0.075570226,-4.5342078
0.016799999,59.999924,-0.075674698,-4.5404763
0.016899999,59.999924,-0.075779319,-4.5467534
0.017000001,59.999924,-0.075884081,-4.5530396
0.017100001,59.999924,-0.075988993,-4.5593338
0.017200001,59.999924,-0.076094054,-4.5656371
0.0173,59.999924,-0.076199248,-4.571949
0.0174,59.999924,-0.0763046,-4.57827
0.0175,59.999924,-0.076410085,-4.5845995
0.0176,59.999924,-0.076515727,-4.5909376
0.0177,59.999924,-0.07662151,-4.5972848
0.0178,59.999924,-0.076727435,-4.6036406
0.017899999,59.999924,-0.076833516,-4.6100049
0.017999999,59.999924,-0.076939739,-4.6163783
0.018100001,59.999924,-0.077046104,-4.6227603
0.018200001,59.999924,-0.077152625,-4.6291513
0.018300001,59.999924,-0.077259287,-4.635551
0.0184,59.999924,-0.077366099,-4.6419597
0.0185,59.999924,-0.077473059,-4.6483774
0.0186,59.999924,-0.077580161,-4.6548038
0.0187,59.999924,-0.07768742,-4.6612391
0.0188,59.999924,-0.07779482,-4.6676831
0.0189,59.999924,-0.077902369,-4.6741362
0.018999999,59.999924,-0.078010075,-4.6805983
0.019099999,59.999924,-0.078117922,-4.6870694
0.019200001,59.99992,-0.078225918,-4.6935492
0.019300001,59.99992,-0.078334071,-4.700038
0.019400001,59.99992,-0.078442365,-4.7065358
0.0195,59.99992,-0.078550816,-4.7130427
0.0196,59.99992,-0.078659408,-4.7195582
0.0197,59.99992,-0.078768156,-4.7260833
0.0198,59.99992,-0.078877054,-4.7326169
0.0199,59.99992,-0.078986101,-4.7391601
0.02,59.99992,-0.079095297,-4.7457118
0.020099999,59.99992,-0.079204649,-4.7522726
0.020199999,59.99992,-0.07931415,-4.7588429
0.020300001,59.99992,-0.0794238,-4.7654219
0.020400001,59.99992,-0.079533607,-4.7720098
0.020500001,59.99992,-0.079643562,-4.7786074
0.0206,59.99992,-0.079753667,-4.7852139
0.0207,59.99992,-0.079863928,-4.7918296
0.0208,59.99992,-0.079974338,-4.7984543
0.0209,59.99992,-0.080084905,-4.805088
0.021,59.99992,-0.080195621,-4.8117309
0.0211,59.99992,-0.080306493,-4.8183832
0.021199999,59.99992,-0.080417521,-4.8250446
0.021299999,59.99992,-0.080528699,-4.8317151
0.021400001,59.99992,-0.080640025,-4.8383951
0.021500001,59.99992,-0.080751516,-4.8450842
0.021600001,59.99992,-0.080863155,-4.8517828
0.0217,59.99992,-0.080974944,-4.85849
0.0218,59.99992,-0.081086896,-4.8652072
0.0219,59.99992,-0.081198998,-4.871933
0.022,59.99992,-0.081311256,-4.8786688
0.0221,59.99992,-0.08142367,-4.8854136
0.0222,59.99992,-0.081536233,-4.8921676
0.022299999,59.99992,-0.081648961,-4.898931
0.022399999,59.99992,-0.081761837,-4.9057035
0.022500001,59.99992,-0.081874877,-4.9124861
0.022600001,59.99992,-0.081988066,-4.9192772
0.022700001,59.999916,-0.08210142,-4.9260783
0.0228,59.999916,-0.082214922,-4.9328885
0.0229,59.999916,-0.082328588,-4.9397082
0.023,59.999916,-0.082442403,-4.9465375
0.0231,59.999916,-0.082556382,-4.9533763
0.0232,59.999916,-0.082670517,-4.9602242
0.0233,59.999916,-0.082784809,-4.9670815
0.023399999,59.999916,-0.082899258,-4.9739485
0.023499999,59.999916,-0.08301387,-4.9808249
0.023600001,59.999916,-0.083128639,-4.987711
0.023700001,59.999916,-0.083243564,-4.9946065
0.023800001,59.999916,-0.083358645,-5.0015116
0.0239,59.999916,-0.083473891,-5.0084262
0.024,59.999916,-0.083589293,-5.0153503
0.0241,59.999916,-0.083704852,-5.022284
0.0242,59.999916,-0.083820574,-5.0292277
0.0243,59.999916,-0.08393646,-5.0361805
0.0244,59.999916,-0.084052503,-5.0431428
0.024499999,59.999916,-0.084168702,-5.0501151
0.024599999,59.999916,-0.084285066,-5.057097
0.024700001,59.999916,-0.084401593,-5.0640883
0.024800001,59.999916,-0.084518276,-5.0710897
0.024900001,59.999916,-0.084635124,-5.0781002
0.025,59.999916,-0.084752135,-5.0851207
0.0251,59.999916,-0.084869303,-5.0921512
0.0252,59.999916,-0.084986635,-5.0991907
0.0253,59.999916,-0.08510413,-5.1062407
0.0254,59.999916,-0.08522179,-5.1132998
0.0255,59.999916,-0.085339606,-5.120369
0.025599999,59.999916,-0.085457586,-5.1274481
0.025699999,59.999916,-0.085575737,-5.1345367
0.025800001,59.999916,-0.085694045,-5.1416354
0.025900001,59.999916,-0.085812517,-5.1487436
0.026000001,59.999912,-0.085931152,-5.1558619
0.0261,59.999912,-0.086049952,-5.1629896
0.0262,59.999912,-0.086168915,-5.1701274
0.0263,59.999912,-0.086288042,-5.1772752
0.0264,59.999912,-0.086407341,-5.184433
0.0265,59.999912,-0.086526796,-5.1916003
0.0266,59.999912,-0.086646423,-5.1987777
0.026699999,59.999912,-0.086766206,-5.205965
0.026799999,59.999912,-0.08688616,-5.2131624
0.026900001,59.999912,-0.087006286,-5.2203693
0.027000001,59.999912,-0.087126568,-5.2275867
0.027100001,59.999912,-0.087247021,-5.2348137
0.0272,59.999912,-0.087367646,-5.2420511
0.0273,59.999912,-0.087488428,-5.2492981
0.0274,59.999912,-0.08760938,-5.2565551
0.0275,59.999912,-0.087730505,-5.2638226
0.0276,59.999912,-0.087851793,-5.2710996
0.0277,59.999912,-0.087973244,-5.2783871
0.027799999,59.999912,-0.088094868,-5.2856846
0.027899999,59.999912,-0.088216662,-5.2929916
0.028000001,59.999912,-0.088338621,-5.3003092
0.028100001,59.999912,-0.088460751,-5.3076372
0.028200001,59.999912,-0.088583045,-5.3149748
0.0283,59.999912,-0.08870551,-5.3223228
0.0284,59.999912,-0.088828146,-5.3296809
0.0285,59.999912,-0.088950954,-5.3370495
0.0286,59.999912,-0.089073926,-5.3444276
0.0287,59.999912,-0.089197077,-5.3518167
0.0288,59.999912,-0.089320391,-5.3592153
0.028899999,59.999912,-0.089443877,-5.3666244
0.028999999,59.999912,-0.089567527,-5.3740439
0.029100001,59.999908,-0.089691356,-5.3814735
0.029200001,59.999908,-0.089815356,-5.3889132
0.029300001,59.999908,-0.089939527,-5.3963637
0.0294,59.999908,-0.09006387,-5.4038239
0.0295,59.999908,-0.090188384,-5.4112949
0.0296,59.999908,-0.09031307,-5.418776
0.0297,59.999908,-0.090437926,-5.4262676
0.0298,59.999908,-0.090562955,-5.4337692
0.029899999,59.999908,-0.090688162,-5.4412813
0.029999999,59.999908,-0.09081354,-5.4488039
0.030099999,59.999908,-0.09093909,-5.456337
0.030200001,59.999908,-0.091064811,-5.4638805
0.030300001,59.999908,-0.091190711,-5.4714341
0.030400001,59.999908,-0.091316782,-5.4789987
0.0305,59.999908,-0.091443025,-5.4865732
0.0306,59.999908,-0.091569446,-5.4941583
0.0307,59.999908,-0.091696039,-5.5017543
0.0308,59.999908,-0.09182281,-5.5093603
0.0309,59.999908,-0.091949753,-5.5169768
0.030999999,59.999908,-0.092076875,-5.5246043
0.031099999,59.999908,-0.092204176,-5.5322418
0.031199999,59.999908,-0.092331648,-5.5398903
0.031300001,59.999908,-0.092459299,-5.5475492
0.031399999,59.999908,-0.092587121,-5.5552187
0.031500001,59.999908,-0.092715122,-5.5628986
0.031599998,59.999908,-0.092843302,-5.5705895
0.0317,59.999908,-0.09297166,-5.5782909
0.031800002,59.999908,-0.09310019,-5.5860028
0.0319,59.999908,-0.093228906,-5.5937257
0.032000002,59.999908,-0.093357794,-5.601459
0.032099999,59.999905,-0.09348686,-5.6092029
0.032200001,59.999905,-0.093616106,-5.6169577
0.032299999,59.999905,-0.09374553,-5.624723
0.032400001,59.999905,-0.093875133,-5.6324992
0.032499999,59.999905,-0.094004914,-5.640286
0.032600001,59.999905,-0.094134882,-5.6480837
0.032699998,59.999905,-0.094265021,-5.6558924
0.0328,59.999905,-0.094395339,-5.6637115
0.032900002,59.999905,-0.094525844,-5.6715417
0.033,59.999905,-0.094656527,-5.6793828
0.033100002,59.999905,-0.094787389,-5.6872344
0.033199999,59.999905,-0.094918437,-5.695097
0.033300001,59.999905,-0.095049657,-5.7029705
0.033399999,59.999905,-0.095181063,-5.710855
0.033500001,59.999905,-0.095312655,-5.71875
0.033599999,59.999905,-0.095444426,-5.7266564
0.0337,59.999905,-0.095576376,-5.7345734
0.033799998,59.999905,-0.095708512,-5.7425013
0.0339,59.999905,-0.095840827,-5.7504406
0.034000002,59.999905,-0.095973328,-5.7583904
0.0341,59.999905,-0.096106015,-5.7663517
0.034200002,59.999905,-0.096238881,-5.7743235
0.034299999,59.999905,-0.096371926,-5.7823067
0.034400001,59.999905,-0.096505165,-5.7903004
0.034499999,59.999905,-0.096638583,-5.7983055
0.034600001,59.999905,-0.096772186,-5.8063216
0.034699999,59.999905,-0.096905977,-5.8143492
0.0348,59.999905,-0.097039945,-5.8223872
0.034899998,59.999905,-0.097174108,-5.8304367
0.035,59.999901,-0.097308449,-5.8384976
0.035100002,59.999901,-0.097442977,-5.8465691
0.0352,59.999901,-0.097577691,-5.8546519
0.035300002,59.999901,-0.097712591,-5.8627462
0.035399999,59.999901,-0.097847685,-5.8708515
0.035500001,59.999901,-0.097982958,-5.8789678
0.035599999,59.999901,-0.098118417,-5.8870955
0.035700001,59.999901,-0.09825407,-5.8952346
0.035799999,59.999901,-0.098389901,-5.9033847
0.0359,59.999901,-0.098525926,-5.9115462
0.035999998,59.999901,-0.098662138,-5.9197187
0.0361,59.999901,-0.098798543,-5.9279027
0.036200002,59.999901,-0.098935135,-5.9360981
0.0363,59.999901,-0.099071912,-5.9443049
0.036400001,59.999901,-0.099208876,-5.9525228
0.036499999,59.999901,-0.099346034,-5.960752
0.036600001,59.999901,-0.099483378,-5.9689927
0.036699999,59.999901,-0.099620916,-5.9772449
0.036800001,59.999901,-0.09975864,-5.9855084
0.036899999,59.999901,-0.099896558,-5.9937835
0.037,59.999901,-0.10003467,-6.00207
0.037099998,59.999901,-0.10017297,-6.0103679
0.0372,59.999901,-0.10031145,-6.0186772
0.037300002,59.999901,-0.10045014,-6.026998
0.0374,59.999901,-0.10058901,-6.0353303
0.037500001,59.999901,-0.10072807,-6.043674
0.037599999,59.999901,-0.10086733,-6.0520296
0.037700001,59.999901,-0.10100678,-6.0603967
0.037799999,59.999897,-0.10114642,-6.0687752
0.037900001,59.999897,-0.10128625,-6.0771651
0.037999999,59.999897,-0.10142628,-6.085567
0.0381,59.999897,-0.10156651,-6.0939803
0.038199998,59.999897,-0.10170692,-6.1024051
0.0383,59.999897,-0.10184753,-6.1108418
0.038400002,59.999897,-0.10198834,-6.1192899
0.0385,59.999897,-0.10212934,-6.1277499
0.038600001,59.999897,-0.10227053,-6.1362214
0.038699999,59.999897,-0.10241192,-6.1447048
0.038800001,59.999897,-0.1025535,-6.1531997
0.038899999,59.999897,-0.10269529,-6.1617064
0.039000001,59.999897,-0.10283726,-6.1702251
0.039099999,59.999897,-0.10297944,-6.1787553
0.0392,59.999897,-0.1031218,-6.1872978
0.039299998,59.999897,-0.10326437,-6.1958518
0.0394,59.999897,-0.10340714,-6.2044172
0.039500002,59.999897,-0.10355009,-6.2129951
0.0396,59.999897,-0.10369325,-6.2215843
0.039700001,59.999897,-0.10383661,-6.230186
0.039799999,59.999897,-0.10398016,-6.2387991
0.039900001,59.999897,-0.10412392,-6.2474241
0.039999999,59.999897,-0.10426787,-6.2560611
0.040100001,59.999897,-0.10441202,-6.2647104
0.040199999,59.999897,-0.10455637,-6.2733712
0.0403,59.999897,-0.10470092,-6.2820439
0.040399998,59.999897,-0.10484567,-6.290729
0.0405,59.999893,-0.10499062,-6.2994261
0.040600002,59.999893,-0.10513577,-6.308135
0.0407,59.999893,-0.10528111,-6.3168559
0.040800001,59.999893,-0.10542667,-6.3255892
0.040899999,59.999893,-0.10557242,-6.3343344
0.041000001,59.999893,-0.10571837,-6.3430915
0.041099999,59.999893,-0.10586453,-6.3518605
0.041200001,59.999893,-0.10601089,-6.3606424
0.041299999,59.999893,-0.10615745,-6.3694358
0.0414,59.999893,-0.10630421,-6.3782415
0.041499998,59.999893,-0.10645118,-6.3870597
0.0416,59.999893,-0.10659835,-6.3958898
0.041700002,59.999893,-0.10674572,-6.4047318
0.0418,59.999893,-0.1068933,-6.4135866
0.041900001,59.999893,-0.10704108,-6.4224534
0.041999999,59.999893,-0.10718907,-6.4313321
0.042100001,59.999893,-0.10733725,-6.4402237
0.042199999,59.999893,-0.10748564,-6.4491272
0.042300001,59.999893,-0.10763425,-6.4580431
0.042399999,59.999893,-0.10778305,-6.4669714
0.0425,59.999893,-0.10793206,-6.4759121
0.042599998,59.999893,-0.10808127,-6.4848647
0.0427,59.999893,-0.1082307,-6.4938302
0.042800002,59.999893,-0.10838033,-6.5028081
0.0429,59.999893,-0.10853016,-6.5117984
0.043000001,59.999893,-0.10868021,-6.5208006
0.043099999,59.999889,-0.10883046,-6.5298157
0.043200001,59.999889,-0.10898092,-6.5388432
0.043299999,59.999889,-0.10913158,-6.547883
0.043400001,59.999889,-0.10928246,-6.5569358
0.043499999,59.999889,-0.10943354,-6.5660005
0.0436,59.999889,-0.10958484,-6.575078
0.043699998,59.999889,-0.10973634,-6.584168
0.0438,59.999889,-0.10988805,-6.5932708
0.043900002,59.999889,-0.11003996,-6.602386
0.044,59.999889,-0.1101921,-6.6115136
0.044100001,59.999889,-0.11034444,-6.6206541
0.044199999,59.999889,-0.11049699,-6.629807
0.044300001,59.999889,-0.11064975,-6.6389728
0.044399999,59.999889,-0.11080272,-6.6481514
0.044500001,59.999889,-0.11095591,-6.6573424
0.044599999,59.999889,-0.11110931,-6.6665463
0.0447,59.999889,-0.11126292,-6.6757627
0.044799998,59.999889,-0.11141674,-6.6849918
0.0449,59.999889,-0.11157078,-6.6942339
0.045000002,59.999889,-0.11172502,-6.7034888
0.0451,59.999889,-0.11187948,-6.7127562
0.045200001,59.999889,-0.11203416,-6.7220368
0.045299999,59.999889,-0.11218904,-6.7313299
0.045400001,59.999889,-0.11234415,-6.7406359
0.045499999,59.999889,-0.11249946,-6.7499547
0.045600001,59.999886,-0.11265499,-6.7592869
0.045699999,59.999886,-0.11281074,-6.7686315
0.0458,59.999886,-0.11296669,-6.7779889
0.045899998,59.999886,-0.11312287,-6.7873597
0.046,59.999886,-0.11327927,-6.7967434
0.046100002,59.999886,-0.11343588,-6.8061395
0.0462,59.999886,-0.1135927,-6.8155494
0.046300001,59.999886,-0.11374974,-6.8249717
0.046399999,59.999886,-0.113907,-6.8344073
0.046500001,59.999886,-0.11406448,-6.8438559
0.046599999,59.999886,-0.11422218,-6.8533173
0.046700001,59.999886,-0.11438008,-6.862792
0.046799999,59.999886,-0.11453822,-6.8722801
0.0469,59.999886,-0.11469657,-6.8817811
0.046999998,59.999886,-0.11485513,-6.891295
0.0471,59.999886,-0.11501392,-6.9008222
0.047200002,59.999886,-0.11517293,-6.9103627
0.0473,59.999886,-0.11533216,-6.9199162
0.047400001,59.999886,-0.11549161,-6.9294829
0.047499999,59.999886,-0.11565127,-6.9390631
0.047600001,59.999886,-0.11581116,-6.9486561
0.047699999,59.999886,-0.11597127,-6.9582629
0.047800001,59.999886,-0.1161316,-6.9678826
0.047899999,59.999886,-0.11629215,-6.9775157
0.048,59.999882,-0.11645292,-6.9871621
0.048099998,59.999882,-0.11661392,-6.9968219
0.0482,59.999882,-0.11677514,-7.006495
0.048300002,59.999882,-0.11693659,-7.0161815
0.0484,59.999882,-0.11709825,-7.0258813
0.048500001,59.999882,-0.11726014,-7.0355945
0.048599999,59.999882,-0.11742225,-7.0453215
0.048700001,59.999882,-0.11758459,-7.0550613
0.048799999,59.999882,-0.11774715,-7.064815
0.048900001,59.999882,-0.11790993,-7.0745821
0.048999999,59.999882,-0.11807294,-7.084363
0.0491,59.999882,-0.11823618,-7.0941567
0.049199998,59.999882,-0.11839964,-7.1039648
0.0493,59.999882,-0.11856333,-7.1137857
0.049400002,59.999882,-0.11872724,-7.1236205
0.0495,59.999882,-0.11889139,-7.1334691
0.049600001,59.999882,-0.11905576,-7.1433311
0.049699999,59.999882,-0.11922035,-7.1532068
0.049800001,59.999882,-0.11938517,-7.163096
0.049899999,59.999882,-0.11955022,-7.1729989
0.050000001,59.999882,-0.1197155,-7.1829157
0.050099999,59.999882,-0.119881,-7.1928458
0.0502,59.999882,-0.12004674,-7.2027903
0.050299998,59.999878,-0.12021271,-7.2127481
0.0504,59.999878,-0.1203789,-7.2227197
0.050500002,59.999878,-0.12054533,-7.2327051
0.0506,59.999878,-0.12071198,-7.2427044
0.050700001,59.999878,-0.12087887,-7.2527175
0.050799999,59.999878,-0.12104598,-7.2627444
0.050900001,59.999878,-0.12121332,-7.2727852
0.050999999,59.999878,-0.1213809,-7.2828398
0.051100001,59.999878,-0.12154871,-7.2929082
0.051199999,59.999878,-0.12171675,-7.3029904
0.0513,59.999878,-0.12188503,-7.313087
0.051399998,59.999878,-0.12205353,-7.3231974
0.0515,59.999878,-0.12222227,-7.3333216
0.051600002,59.999878,-0.12239125,-7.3434601
0.0517,59.999878,-0.12256046,-7.3536124
0.051800001,59.999878,-0.1227299,-7.3637786
0.051899999,59.999878,-0.12289957,-7.3739591
0.052000001,59.999878,-0.12306948,-7.3841534
0.052099999,59.999878,-0.12323962,-7.394362
0.052200001,59.999878,-0.12341,-7.4045849
0.052299999,59.999878,-0.12358062,-7.4148216
0.0524,59.999878,-0.12375147,-7.4250727
0.052499998,59.999878,-0.12392256,-7.435338
0.0526,59.999874,-0.12409388,-7.4456172
0.052700002,59.999874,-0.12426544,-7.4559107
0.0528,59.999874,-0.12443724,-7.4662185
0.052900001,59.999874,-0.12460927,-7.4765406
0.052999999,59.999874,-0.12478154,-7.486877
0.053100001,59.999874,-0.12495405,-7.4972277
0.053199999,59.999874,-0.12512681,-7.5075927
0.053300001,59.999874,-0.1252998,-7.5179715
0.053399999,59.999874,-0.12547302,-7.5283651
0.0535,59.999874,-0.12564649,-7.5387731
0.053599998,59.999874,-0.12582019,-7.5491958
0.0537,59.999874,-0.12599413,-7.5596323
0.053800002,59.999874,-0.12616833,-7.5700836
0.0539,59.999874,-0.12634276,-7.5805492
0.054000001,59.999874,-0.12651742,-7.5910292
0.054099999,59.999874,-0.12669234,-7.6015239
0.054200001,59.999874,-0.12686749,-7.6120329
0.054299999,59.999874,-0.12704287,-7.6225567
0.054400001,59.999874,-0.12721851,-7.6330948
0.054499999,59.999874,-0.12739439,-7.6436477
0.0546,59.999874,-0.12757052,-7.6542149
0.054699998,59.999874,-0.12774688,-7.6647968
0.0548,59.99987,-0.1279235,-7.6753936
0.054900002,59.99987,-0.12810035,-7.6860046
0.055,59.99987,-0.12827745,-7.6966305
0.055100001,59.99987,-0.12845479,-7.7072711
0.055199999,59.99987,-0.12863238,-7.7179265
0.055300001,59.99987,-0.12881021,-7.7285967
0.055399999,59.99987,-0.1289883,-7.7392812
0.055500001,59.99987,-0.12916663,-7.7499809
0.055599999,59.99987,-0.12934519,-7.7606955
0.0557,59.99987,-0.12952402,-7.7714243
0.055799998,59.99987,-0.12970309,-7.7821684
0.0559,59.99987,-0.1298824,-7.7929273
0.056000002,59.99987,-0.13006197,-7.8037009
0.0561,59.99987,-0.13024178,-7.8144894
0.056200001,59.99987,-0.13042183,-7.8252931
0.056299999,59.99987,-0.13060214,-7.8361115
0.056400001,59.99987,-0.13078271,-7.8469448
0.056499999,59.99987,-0.1309635,-7.8577933
