"Time","loadInertia.w","loadInertiaQS.w"
0,0,0
9.9999997e-05,7.744993e-18,4.0968974e-14
0.00019999999,6.1920749e-17,8.1937942e-14
0.00030000001,2.7704552e-16,1.2290691e-13
0.00039999999,4.9387738e-16,1.6387587e-13
0.00050000002,1.3369095e-15,2.0484484e-13
0.00060000003,2.1934653e-15,2.4581379e-13
0.00069999998,3.0500212e-15,2.8678275e-13
0.00079999998,3.9065774e-15,3.2775174e-13
0.00089999998,7.1874269e-15,3.6872071e-13
0.001,1.0575626e-14,4.0968967e-13
0.0011,1.3963825e-14,4.5065863e-13
0.0012000001,1.7352024e-14,4.9162763e-13
0.0013,2.0740223e-14,5.3259659e-13
0.0014,2.4128421e-14,5.7356555e-13
0.0015,2.7516621e-14,6.1453452e-13
0.0016,3.090482e-14,6.5550348e-13
0.0017,4.2685788e-14,6.9647245e-13
0.0018,5.5245698e-14,7.3744141e-13
0.0019,6.7805604e-14,7.7841032e-13
0.0020000001,8.0365517e-14,8.1937929e-13
0.0020999999,9.2925423e-14,8.6034825e-13
0.0022,1.0548533e-13,9.0131716e-13
0.0023000001,1.1804524e-13,9.4228618e-13
0.0024000001,1.3060515e-13,9.8325504e-13
0.0024999999,1.4316506e-13,1.024224e-12
0.0026,1.5572496e-13,1.065193e-12
0.0027000001,1.6828487e-13,1.1061619e-12
0.0027999999,1.8084477e-13,1.1471309e-12
0.0029,1.9340469e-13,1.1880999e-12
0.003,2.059646e-13,1.2290688e-12
0.0031000001,2.185245e-13,1.2700377e-12
0.0031999999,2.3108441e-13,1.3110066e-12
0.0033,2.6388296e-13,1.3519756e-12
0.0034,3.0082618e-13,1.3929446e-12
0.0035000001,3.3776939e-13,1.4339135e-12
0.0035999999,3.747126e-13,1.4748825e-12
0.0037,4.1165582e-13,1.5158515e-12
0.0038000001,4.4859903e-13,1.5568204e-12
0.0038999999,4.8554222e-13,1.5977894e-12
0.0040000002,5.2248543e-13,1.6387584e-12
0.0041,5.5942864e-13,1.6797273e-12
0.0041999999,5.9637186e-13,1.7206963e-12
0.0043000001,6.3331507e-13,1.7616652e-12
0.0044,6.7025828e-13,1.8026342e-12
0.0044999998,7.072015e-13,1.8436032e-12
0.0046000001,7.4414471e-13,1.8845721e-12
0.0046999999,7.8108792e-13,1.9255411e-12
0.0048000002,8.1803114e-13,1.9665101e-12
0.0049000001,8.5497435e-13,2.007479e-12
0.0049999999,8.9191756e-13,2.048448e-12
0.0051000002,9.2886072e-13,2.089417e-12
0.0052,9.6580393e-13,2.1303859e-12
0.0052999998,1.0027471e-12,2.1713549e-12
0.0054000001,1.0396904e-12,2.2123239e-12
0.0055,1.0766336e-12,2.2532928e-12
0.0055999998,1.1135768e-12,2.2942618e-12
0.0057000001,1.15052e-12,2.3352308e-12
0.0057999999,1.1874632e-12,2.3761997e-12
0.0059000002,1.2244064e-12,2.4171687e-12
0.0060000001,1.2613496e-12,2.4581376e-12
0.0060999999,1.2982929e-12,2.4991066e-12
0.0062000002,1.3352361e-12,2.5400756e-12
0.0063,1.3721793e-12,2.5810445e-12
0.0063999998,1.4091225e-12,2.6220135e-12
0.0065000001,1.4399278e-12,2.6629825e-12
0.0066,1.46757e-12,2.7039514e-12
0.0066999998,1.4952123e-12,2.7449204e-12
0.0068000001,1.5228544e-12,2.7858894e-12
0.0068999999,1.5504966e-12,2.8268583e-12
0.0070000002,1.5781388e-12,2.8678273e-12
0.0071,1.605781e-12,2.9087963e-12
0.0071999999,1.6334232e-12,2.9497652e-12
0.0073000002,1.6610654e-12,2.9907342e-12
0.0074,1.6887076e-12,3.0317031e-12
0.0074999998,1.7163498e-12,3.0726721e-12
0.0076000001,1.743992e-12,3.1136411e-12
0.0077,1.7716342e-12,3.15461e-12
0.0077999998,1.7992763e-12,3.195579e-12
0.0078999996,1.8269186e-12,3.236548e-12
0.0080000004,1.8545608e-12,3.2775169e-12
0.0081000002,1.8822029e-12,3.3184859e-12
0.0082,1.9098451e-12,3.3594549e-12
0.0082999999,1.9374873e-12,3.4004238e-12
0.0083999997,1.9651297e-12,3.4413928e-12
0.0085000005,1.9927718e-12,3.4823618e-12
0.0086000003,2.020414e-12,3.5233307e-12
0.0087000001,2.0480562e-12,3.5642997e-12
0.0088,2.0756983e-12,3.6052686e-12
0.0088999998,2.1033405e-12,3.6462374e-12
0.0089999996,2.1309827e-12,3.6872064e-12
0.0091000004,2.1586248e-12,3.7281753e-12
0.0092000002,2.1862672e-12,3.7691443e-12
0.0093,2.2139094e-12,3.8101132e-12
0.0093999999,2.2415516e-12,3.8510822e-12
0.0094999997,2.2691937e-12,3.8920512e-12
0.0096000005,2.2968359e-12,3.9330201e-12
0.0097000003,2.3244781e-12,3.9739891e-12
0.0098000001,2.3521202e-12,4.0149581e-12
0.0098999999,2.3797626e-12,4.055927e-12
0.0099999998,2.4074048e-12,4.096896e-12
0.0101,2.435047e-12,4.137865e-12
0.0102,2.4626891e-12,4.1788339e-12
0.0103,2.4903313e-12,4.2198029e-12
0.0104,2.5179735e-12,4.2607719e-12
0.0105,2.5456156e-12,4.3017408e-12
0.0106,2.5732578e-12,4.3427098e-12
0.0107,2.6009002e-12,4.3836787e-12
0.0108,2.6285423e-12,4.4246477e-12
0.0109,2.6561845e-12,4.4656167e-12
0.011,2.6838267e-12,4.5065856e-12
0.0111,2.7114689e-12,4.5475546e-12
0.0112,2.739111e-12,4.5885236e-12
0.0113,2.7667532e-12,4.6294925e-12
0.0114,2.7943954e-12,4.6704615e-12
0.0115,2.8220377e-12,4.7114305e-12
0.0116,2.8496799e-12,4.7523994e-12
0.0117,2.8773221e-12,4.7933684e-12
0.0118,2.9049642e-12,4.8343374e-12
0.0119,2.9326064e-12,4.8753063e-12
0.012,2.9602486e-12,4.9162753e-12
0.0121,2.9878908e-12,4.9572443e-12
0.0122,3.0155331e-12,4.9982132e-12
0.0123,3.0431753e-12,5.0391822e-12
0.0124,3.0708175e-12,5.0801511e-12
0.0125,3.0984596e-12,5.1211201e-12
0.0126,3.1261018e-12,5.1620891e-12
0.0127,3.153744e-12,5.203058e-12
0.0128,3.1813861e-12,5.244027e-12
0.0129,3.2041006e-12,5.284996e-12
0.013,3.2163295e-12,5.3259649e-12
0.0131,3.2285585e-12,5.3669339e-12
0.0132,3.2407874e-12,5.4079029e-12
0.0133,3.2530163e-12,5.4488718e-12
0.0134,3.2652453e-12,5.4898408e-12
0.0135,3.2774742e-12,5.5308098e-12
0.0136,3.2897031e-12,5.5717787e-12
0.0137,3.3019321e-12,5.6127477e-12
0.0138,3.314161e-12,5.6537166e-12
0.0139,3.3263899e-12,5.6946856e-12
0.014,3.3386189e-12,5.7356546e-12
0.0141,3.3508478e-12,5.7766235e-12
0.0142,3.3630767e-12,5.8175925e-12
0.0143,3.3753057e-12,5.8585615e-12
0.0144,3.3875346e-12,5.8995309e-12
0.0145,3.3997635e-12,5.9404998e-12
0.0146,3.4119925e-12,5.9814688e-12
0.0147,3.4242214e-12,6.0224378e-12
0.0148,3.4364503e-12,6.0634067e-12
0.0149,3.4486793e-12,6.1043757e-12
0.015,3.4609082e-12,6.1453446e-12
0.0151,3.4731371e-12,6.1863136e-12
0.0152,3.4853661e-12,6.2272826e-12
0.0153,3.497595e-12,6.2682515e-12
0.0154,3.5098239e-12,6.3092205e-12
0.0155,3.5220529e-12,6.3501895e-12
0.0156,3.5342818e-12,6.3911584e-12
0.015699999,3.5465107e-12,6.4321274e-12
0.015799999,3.5587397e-12,6.4730964e-12
0.015900001,3.5709686e-12,6.5140653e-12
0.016000001,3.5831975e-12,6.5550343e-12
0.016100001,3.5954265e-12,6.5960033e-12
0.0162,3.6076556e-12,6.6369727e-12
0.0163,3.6198846e-12,6.6779416e-12
0.0164,3.6321135e-12,6.7189106e-12
0.0165,3.6443422e-12,6.7598795e-12
0.0166,3.6565711e-12,6.8008485e-12
0.0167,3.6688001e-12,6.8418175e-12
0.016799999,3.681029e-12,6.8827864e-12
0.016899999,3.6932579e-12,6.9237554e-12
0.017000001,3.7054869e-12,6.9647244e-12
0.017100001,3.7177158e-12,7.0056933e-12
0.017200001,3.7299447e-12,7.0466623e-12
0.0173,3.7421737e-12,7.0876313e-12
0.0174,3.7544026e-12,7.1286002e-12
0.0175,3.7666315e-12,7.1695692e-12
0.0176,3.7788605e-12,7.2105382e-12
0.0177,3.7910894e-12,7.2515071e-12
0.0178,3.8033183e-12,7.2924765e-12
0.017899999,3.8155473e-12,7.3334455e-12
0.017999999,3.8277762e-12,7.3744144e-12
0.018100001,3.8400051e-12,7.4153834e-12
0.018200001,3.8522341e-12,7.4563524e-12
0.018300001,3.864463e-12,7.4973213e-12
0.0184,3.8766919e-12,7.5382903e-12
0.0185,3.8889209e-12,7.5792593e-12
0.0186,3.9011498e-12,7.6202282e-12
0.0187,3.9133787e-12,7.6611972e-12
0.0188,3.9256081e-12,7.7021662e-12
0.0189,3.937837e-12,7.7431351e-12
0.018999999,3.950066e-12,7.7841041e-12
0.019099999,3.9622949e-12,7.8250731e-12
0.019200001,3.9745238e-12,7.866042e-12
0.019300001,3.9867528e-12,7.907011e-12
0.019400001,4.0204224e-12,7.9479799e-12
0.0195,4.0545414e-12,7.9889489e-12
0.0196,4.08866e-12,8.0299179e-12
0.0197,4.1227785e-12,8.0708868e-12
0.0198,4.156897e-12,8.1118558e-12
0.0199,4.1910156e-12,8.1528248e-12
0.02,4.2251341e-12,8.1937937e-12
0.020099999,4.2592527e-12,8.2347627e-12
0.020199999,4.2933716e-12,8.2757317e-12
0.020300001,4.3274902e-12,8.3167006e-12
0.020400001,4.3616087e-12,8.3576696e-12
0.020500001,4.3957273e-12,8.3986386e-12
0.0206,4.4298458e-12,8.4396075e-12
0.0207,4.4639644e-12,8.4805765e-12
0.0208,4.4980829e-12,8.5215454e-12
0.0209,4.5322019e-12,8.5625144e-12
0.021,4.5663204e-12,8.6034834e-12
0.0211,4.600439e-12,8.6444523e-12
0.021199999,4.6345575e-12,8.6854213e-12
0.021299999,4.668676e-12,8.7263911e-12
0.021400001,4.7027946e-12,8.7673601e-12
0.021500001,4.7369136e-12,8.8083291e-12
0.021600001,4.7710321e-12,8.849298e-12
0.0217,4.8051506e-12,8.890267e-12
0.0218,4.8392692e-12,8.931236e-12
0.0219,4.8733877e-12,8.9722049e-12
0.022,4.9075063e-12,9.0131739e-12
0.0221,4.9416248e-12,9.0541429e-12
0.0222,4.9757438e-12,9.0951118e-12
0.022299999,5.0098623e-12,9.1360808e-12
0.022399999,5.0439809e-12,9.1770497e-12
0.022500001,5.0780994e-12,9.2180187e-12
0.022600001,5.1122179e-12,9.2589877e-12
0.022700001,5.1463365e-12,9.2999566e-12
0.0228,5.180455e-12,9.3409256e-12
0.0229,5.214574e-12,9.3818946e-12
0.023,5.2486925e-12,9.4228635e-12
0.0231,5.2828111e-12,9.4638325e-12
0.0232,5.3169296e-12,9.5048015e-12
0.0233,5.3510482e-12,9.5457704e-12
0.023399999,5.3851667e-12,9.5867394e-12
0.023499999,5.4192857e-12,9.6277084e-12
0.023600001,5.4534042e-12,9.6686773e-12
0.023700001,5.4875228e-12,9.7096463e-12
0.023800001,5.5216413e-12,9.7506152e-12
0.0239,5.5557598e-12,9.7915842e-12
0.024,5.5898784e-12,9.8325532e-12
0.0241,5.6239969e-12,9.8735221e-12
0.0242,5.6581159e-12,9.9144911e-12
0.0243,5.6922344e-12,9.9554601e-12
0.0244,5.726353e-12,9.996429e-12
0.024499999,5.7604715e-12,1.0037398e-11
0.024599999,5.7945901e-12,1.0078367e-11
0.024700001,5.8287086e-12,1.0119336e-11
0.024800001,5.8628272e-12,1.0160305e-11
0.024900001,5.8969461e-12,1.0201274e-11
0.025,5.9310647e-12,1.0242243e-11
0.0251,5.9651832e-12,1.0283212e-11
0.0252,5.9993017e-12,1.0324181e-11
0.0253,6.0334203e-12,1.036515e-11
0.0254,6.0675388e-12,1.0406119e-11
0.0255,6.1016578e-12,1.0447088e-11
