"Time","mass.v","massQS.v"
2.5035,7.5422091,7.5422087
2.5035999,7.5422091,7.5422087
2.5037,7.5422091,7.5422087
2.5037999,7.5422091,7.5422087
2.5039001,7.5422091,7.5422087
2.5039999,7.5422091,7.5422087
2.5041001,7.5422091,7.5422087
2.5042,7.5422091,7.5422087
2.5043001,7.5422091,7.5422087
2.5044,7.5422091,7.5422087
2.5044999,7.5422091,7.5422087
2.5046,7.5422091,7.5422087
2.5046999,7.5422091,7.5422087
2.5048001,7.5422091,7.5422087
2.5049,7.5422091,7.5422087
2.5050001,7.5422091,7.5422087
2.5051,7.5422091,7.5422087
2.5051999,7.5422091,7.5422087
2.5053,7.5422091,7.5422087
2.5053999,7.5422091,7.5422087
2.5055001,7.5422091,7.5422087
2.5056,7.5422087,7.5422087
2.5057001,7.5422087,7.5422087
2.5058,7.5422087,7.5422087
2.5058999,7.5422087,7.5422087
2.506,7.5422087,7.5422087
2.5060999,7.5422087,7.5422087
2.5062001,7.5422087,7.5422087
2.5063,7.5422087,7.5422087
2.5064001,7.5422087,7.5422087
2.5065,7.5422087,7.5422087
2.5065999,7.5422087,7.5422087
2.5067,7.5422087,7.5422087
2.5067999,7.5422087,7.5422087
2.5069001,7.5422087,7.5422087
2.507,7.5422087,7.5422087
2.5071001,7.5422087,7.5422087
2.5072,7.5422087,7.5422087
2.5072999,7.5422087,7.5422087
2.5074,7.5422087,7.5422087
2.5074999,7.5422087,7.5422087
2.5076001,7.5422087,7.5422087
2.5077,7.5422087,7.5422087
2.5078001,7.5422087,7.5422087
2.5079,7.5422087,7.5422087
2.5079999,7.5422087,7.5422087
2.5081,7.5422087,7.5422087
2.5081999,7.5422087,7.5422087
2.5083001,7.5422087,7.5422087
2.5084,7.5422087,7.5422087
2.5085001,7.5422087,7.5422087
2.5086,7.5422087,7.5422087
2.5086999,7.5422087,7.5422087
2.5088,7.5422087,7.5422087
2.5088999,7.5422087,7.5422087
2.5090001,7.5422087,7.5422087
2.5091,7.5422087,7.5422087
2.5092001,7.5422087,7.5422087
2.5093,7.5422087,7.5422087
2.5093999,7.5422087,7.5422087
2.5095,7.5422087,7.5422087
2.5095999,7.5422087,7.5422087
2.5097001,7.5422087,7.5422087
2.5098,7.5422087,7.5422087
2.5099001,7.5422087,7.5422087
2.51,7.5422087,7.5422087
2.5100999,7.5422087,7.5422087
2.5102,7.5422087,7.5422087
2.5102999,7.5422087,7.5422087
2.5104001,7.5422087,7.5422087
2.5105,7.5422087,7.5422087
2.5106001,7.5422087,7.5422087
2.5107,7.5422087,7.5422087
2.5107999,7.5422087,7.5422087
2.5109,7.5422087,7.5422087
2.5109999,7.5422087,7.5422087
2.5111001,7.5422087,7.5422087
2.5112,7.5422087,7.5422087
2.5113001,7.5422087,7.5422087
2.5114,7.5422087,7.5422087
2.5114999,7.5422087,7.5422087
2.5116,7.5422087,7.5422087
2.5116999,7.5422087,7.5422087
2.5118001,7.5422087,7.5422087
2.5118999,7.5422087,7.5422087
2.5120001,7.5422087,7.5422087
2.5121,7.5422087,7.5422087
2.5122001,7.5422087,7.5422087
2.5123,7.5422087,7.5422087
2.5123999,7.5422087,7.5422087
2.5125,7.5422087,7.5422087
2.5125999,7.5422087,7.5422087
2.5127001,7.5422087,7.5422087
2.5128,7.5422087,7.5422087
2.5129001,7.5422087,7.5422087
2.513,7.5422087,7.5422087
2.5130999,7.5422087,7.5422087
2.5132,7.5422087,7.5422087
2.5132999,7.5422087,7.5422087
2.5134001,7.5422087,7.5422087
2.5135,7.5422087,7.5422087
2.5136001,7.5422087,7.5422087
2.5137,7.5422087,7.5422087
2.5137999,7.5422087,7.5422087
2.5139,7.5422087,7.5422087
2.5139999,7.5422087,7.5422087
2.5141001,7.5422087,7.5422087
2.5142,7.5422087,7.5422087
2.5143001,7.5422087,7.5422087
2.5144,7.5422087,7.5422087
2.5144999,7.5422087,7.5422087
2.5146,7.5422091,7.5422087
2.5146999,7.5422091,7.5422087
2.5148001,7.5422091,7.5422087
2.5149,7.5422091,7.5422087
2.5150001,7.5422091,7.5422087
2.5151,7.5422091,7.5422087
2.5151999,7.5422091,7.5422087
2.5153,7.5422091,7.5422087
2.5153999,7.5422091,7.5422087
2.5155001,7.5422091,7.5422087
2.5156,7.5422091,7.5422087
2.5157001,7.5422091,7.5422087
2.5158,7.5422091,7.5422087
2.5158999,7.5422091,7.5422087
2.516,7.5422091,7.5422087
2.5160999,7.5422091,7.5422087
2.5162001,7.5422091,7.5422087
2.5163,7.5422091,7.5422087
2.5164001,7.5422091,7.5422087
2.5165,7.5422091,7.5422087
2.5165999,7.5422091,7.5422087
2.5167,7.5422091,7.5422087
2.5167999,7.5422091,7.5422087
2.5169001,7.5422091,7.5422087
2.517,7.5422091,7.5422087
2.5171001,7.5422091,7.5422087
2.5172,7.5422091,7.5422087
2.5172999,7.5422091,7.5422087
2.5174,7.5422091,7.5422087
2.5174999,7.5422091,7.5422087
2.5176001,7.5422091,7.5422087
2.5177,7.5422091,7.5422087
2.5178001,7.5422091,7.5422087
2.5179,7.5422091,7.5422087
2.5179999,7.5422091,7.5422087
2.5181,7.5422091,7.5422087
2.5181999,7.5422091,7.5422087
2.5183001,7.5422091,7.5422087
2.5184,7.5422091,7.5422087
2.5185001,7.5422091,7.5422087
2.5186,7.5422091,7.5422087
2.5186999,7.5422091,7.5422087
2.5188,7.5422091,7.5422087
2.5188999,7.5422091,7.5422087
2.5190001,7.5422091,7.5422087
2.5191,7.5422091,7.5422087
2.5192001,7.5422091,7.5422087
2.5193,7.5422091,7.5422087
2.5193999,7.5422091,7.5422087
2.5195,7.5422091,7.5422087
2.5195999,7.5422091,7.5422087
2.5197001,7.5422091,7.5422087
2.5197999,7.5422091,7.5422087
2.5199001,7.5422091,7.5422087
2.52,7.5422091,7.5422087
2.5201001,7.5422091,7.5422087
2.5202,7.5422091,7.5422087
2.5202999,7.5422091,7.5422087
2.5204,7.5422091,7.5422087
2.5204999,7.5422091,7.5422087
2.5206001,7.5422091,7.5422087
2.5207,7.5422091,7.5422087
2.5208001,7.5422091,7.5422087
2.5209,7.5422091,7.5422087
2.5209999,7.5422091,7.5422087
2.5211,7.5422091,7.5422087
2.5211999,7.5422091,7.5422087
2.5213001,7.5422091,7.5422087
2.5214,7.5422091,7.5422087
2.5215001,7.5422091,7.5422087
2.5216,7.5422091,7.5422087
2.5216999,7.5422091,7.5422087
2.5218,7.5422091,7.5422087
2.5218999,7.5422091,7.5422087
2.5220001,7.5422091,7.5422087
2.5221,7.5422091,7.5422087
2.5222001,7.5422091,7.5422087
2.5223,7.5422091,7.5422087
2.5223999,7.5422091,7.5422087
2.5225,7.5422091,7.5422087
2.5225999,7.5422091,7.5422087
2.5227001,7.5422091,7.5422087
2.5228,7.5422091,7.5422087
2.5229001,7.5422091,7.5422087
2.523,7.5422091,7.5422087
2.5230999,7.5422091,7.5422087
2.5232,7.5422091,7.5422087
2.5232999,7.5422091,7.5422087
2.5234001,7.5422091,7.5422087
2.5235,7.5422091,7.5422087
2.5236001,7.5422091,7.5422087
2.5237,7.5422091,7.5422087
2.5237999,7.5422091,7.5422087
2.5239,7.5422091,7.5422087
2.5239999,7.5422091,7.5422087
2.5241001,7.5422091,7.5422087
2.5242,7.5422091,7.5422087
2.5243001,7.5422091,7.5422087
2.5244,7.5422091,7.5422087
2.5244999,7.5422091,7.5422087
2.5246,7.5422091,7.5422087
2.5246999,7.5422091,7.5422087
2.5248001,7.5422091,7.5422087
2.5249,7.5422091,7.5422087
2.5250001,7.5422091,7.5422087
2.5251,7.5422091,7.5422087
2.5251999,7.5422091,7.5422087
2.5253,7.5422091,7.5422087
2.5253999,7.5422091,7.5422087
2.5255001,7.5422091,7.5422087
2.5256,7.5422091,7.5422087
2.5257001,7.5422091,7.5422087
2.5258,7.5422087,7.5422087
2.5258999,7.5422087,7.5422087
2.526,7.5422087,7.5422087
2.5260999,7.5422087,7.5422087
2.5262001,7.5422087,7.5422087
2.5263,7.5422087,7.5422087
2.5264001,7.5422087,7.5422087
2.5265,7.5422087,7.5422087
2.5265999,7.5422087,7.5422087
2.5267,7.5422087,7.5422087
2.5267999,7.5422087,7.5422087
2.5269001,7.5422087,7.5422087
2.527,7.5422087,7.5422087
2.5271001,7.5422087,7.5422087
2.5272,7.5422087,7.5422087
2.5272999,7.5422087,7.5422087
2.5274,7.5422087,7.5422087
2.5274999,7.5422087,7.5422087
2.5276,7.5422087,7.5422087
2.5276999,7.5422087,7.5422087
2.5278001,7.5422087,7.5422087
2.5279,7.5422087,7.5422087
2.5280001,7.5422087,7.5422087
2.5281,7.5422087,7.5422087
2.5281999,7.5422087,7.5422087
2.5283,7.5422087,7.5422087
2.5283999,7.5422087,7.5422087
2.5285001,7.5422087,7.5422087
2.5286,7.5422087,7.5422087
2.5287001,7.5422087,7.5422087
2.5288,7.5422087,7.5422087
2.5288999,7.5422087,7.5422087
2.529,7.5422087,7.5422087
2.5290999,7.5422087,7.5422087
2.5292001,7.5422087,7.5422087
2.5293,7.5422087,7.5422087
2.5294001,7.5422087,7.5422087
2.5295,7.5422087,7.5422087
2.5295999,7.5422087,7.5422087
2.5297,7.5422087,7.5422087
2.5297999,7.5422087,7.5422087
2.5299001,7.5422087,7.5422087
2.53,7.5422087,7.5422087
2.5301001,7.5422087,7.5422087
2.5302,7.5422087,7.5422087
2.5302999,7.5422087,7.5422087
2.5304,7.5422087,7.5422087
2.5304999,7.5422087,7.5422087
2.5306001,7.5422087,7.5422087
2.5307,7.5422087,7.5422087
2.5308001,7.5422087,7.5422087
2.5309,7.5422087,7.5422087
2.5309999,7.5422087,7.5422087
2.5311,7.5422087,7.5422087
2.5311999,7.5422087,7.5422087
2.5313001,7.5422087,7.5422087
2.5314,7.5422087,7.5422087
2.5315001,7.5422087,7.5422087
2.5316,7.5422087,7.5422087
2.5316999,7.5422087,7.5422087
2.5318,7.5422087,7.5422087
2.5318999,7.5422087,7.5422087
2.5320001,7.5422087,7.5422087
2.5321,7.5422087,7.5422087
2.5322001,7.5422087,7.5422087
2.5323,7.5422087,7.5422087
2.5323999,7.5422087,7.5422087
2.5325,7.5422087,7.5422087
2.5325999,7.5422087,7.5422087
2.5327001,7.5422087,7.5422087
2.5328,7.5422087,7.5422087
2.5329001,7.5422087,7.5422087
2.533,7.5422087,7.5422087
2.5330999,7.5422087,7.5422087
2.5332,7.5422087,7.5422087
2.5332999,7.5422087,7.5422087
2.5334001,7.5422087,7.5422087
2.5335,7.5422087,7.5422087
2.5336001,7.5422087,7.5422087
2.5337,7.5422087,7.5422087
2.5337999,7.5422087,7.5422087
2.5339,7.5422087,7.5422087
2.5339999,7.5422087,7.5422087
2.5341001,7.5422087,7.5422087
2.5342,7.5422087,7.5422087
2.5343001,7.5422087,7.5422087
2.5344,7.5422087,7.5422087
2.5344999,7.5422091,7.5422087
2.5346,7.5422091,7.5422087
2.5346999,7.5422091,7.5422087
2.5348001,7.5422091,7.5422087
2.5349,7.5422091,7.5422087
2.5350001,7.5422091,7.5422087
2.5351,7.5422091,7.5422087
2.5352001,7.5422091,7.5422087
2.5353,7.5422091,7.5422087
2.5353999,7.5422091,7.5422087
2.5355,7.5422091,7.5422087
2.5355999,7.5422091,7.5422087
2.5357001,7.5422091,7.5422087
2.5358,7.5422091,7.5422087
2.5359001,7.5422091,7.5422087
2.536,7.5422091,7.5422087
2.5360999,7.5422091,7.5422087
2.5362,7.5422091,7.5422087
2.5362999,7.5422091,7.5422087
2.5364001,7.5422091,7.5422087
2.5365,7.5422091,7.5422087
2.5366001,7.5422091,7.5422087
2.5367,7.5422091,7.5422087
2.5367999,7.5422091,7.5422087
2.5369,7.5422091,7.5422087
2.5369999,7.5422091,7.5422087
2.5371001,7.5422091,7.5422087
2.5372,7.5422091,7.5422087
2.5373001,7.5422091,7.5422087
2.5374,7.5422091,7.5422087
2.5374999,7.5422091,7.5422087
2.5376,7.5422091,7.5422087
2.5376999,7.5422091,7.5422087
2.5378001,7.5422091,7.5422087
2.5379,7.5422091,7.5422087
2.5380001,7.5422091,7.5422087
2.5381,7.5422091,7.5422087
2.5381999,7.5422091,7.5422087
2.5383,7.5422091,7.5422087
2.5383999,7.5422091,7.5422087
2.5385001,7.5422091,7.5422087
2.5386,7.5422091,7.5422087
2.5387001,7.5422091,7.5422087
2.5388,7.5422091,7.5422087
2.5388999,7.5422091,7.5422087
2.539,7.5422091,7.5422087
2.5390999,7.5422091,7.5422087
2.5392001,7.5422091,7.5422087
2.5393,7.5422091,7.5422087
2.5394001,7.5422091,7.5422087
2.5395,7.5422091,7.5422087
2.5395999,7.5422091,7.5422087
2.5397,7.5422091,7.5422087
2.5397999,7.5422091,7.5422087
2.5399001,7.5422091,7.5422087
2.54,7.5422091,7.5422087
2.5401001,7.5422091,7.5422087
2.5402,7.5422091,7.5422087
2.5402999,7.5422091,7.5422087
2.5404,7.5422091,7.5422087
2.5404999,7.5422091,7.5422087
2.5406001,7.5422091,7.5422087
2.5407,7.5422091,7.5422087
2.5408001,7.5422091,7.5422087
2.5409,7.5422091,7.5422087
2.5409999,7.5422091,7.5422087
2.5411,7.5422091,7.5422087
2.5411999,7.5422091,7.5422087
2.5413001,7.5422091,7.5422087
2.5414,7.5422091,7.5422087
2.5415001,7.5422091,7.5422087
2.5416,7.5422091,7.5422087
2.5416999,7.5422091,7.5422087
2.5418,7.5422091,7.5422087
2.5418999,7.5422091,7.5422087
2.5420001,7.5422091,7.5422087
2.5421,7.5422091,7.5422087
2.5422001,7.5422091,7.5422087
2.5423,7.5422091,7.5422087
2.5423999,7.5422091,7.5422087
2.5425,7.5422091,7.5422087
2.5425999,7.5422091,7.5422087
2.5427001,7.5422091,7.5422087
2.5427999,7.5422091,7.5422087
2.5429001,7.5422091,7.5422087
2.543,7.5422091,7.5422087
2.5431001,7.5422091,7.5422087
2.5432,7.5422091,7.5422087
2.5432999,7.5422091,7.5422087
2.5434,7.5422091,7.5422087
2.5434999,7.5422091,7.5422087
2.5436001,7.5422091,7.5422087
2.5437,7.5422091,7.5422087
2.5438001,7.5422091,7.5422087
2.5439,7.5422091,7.5422087
2.5439999,7.5422091,7.5422087
2.5441,7.5422091,7.5422087
2.5441999,7.5422091,7.5422087
2.5443001,7.5422091,7.5422087
2.5444,7.5422091,7.5422087
2.5445001,7.5422091,7.5422087
2.5446,7.5422091,7.5422087
2.5446999,7.5422091,7.5422087
2.5448,7.5422091,7.5422087
2.5448999,7.5422091,7.5422087
2.5450001,7.5422091,7.5422087
2.5451,7.5422091,7.5422087
2.5452001,7.5422091,7.5422087
2.5453,7.5422091,7.5422087
2.5453999,7.5422091,7.5422087
2.5455,7.5422091,7.5422087
2.5455999,7.5422091,7.5422087
2.5457001,7.5422091,7.5422087
2.5458,7.5422091,7.5422087
2.5459001,7.5422087,7.5422087
2.546,7.5422087,7.5422087
2.5460999,7.5422087,7.5422087
2.5462,7.5422087,7.5422087
2.5462999,7.5422087,7.5422087
2.5464001,7.5422087,7.5422087
2.5465,7.5422087,7.5422087
2.5466001,7.5422087,7.5422087
2.5467,7.5422087,7.5422087
2.5467999,7.5422087,7.5422087
2.5469,7.5422087,7.5422087
2.5469999,7.5422087,7.5422087
2.5471001,7.5422087,7.5422087
2.5472,7.5422087,7.5422087
2.5473001,7.5422087,7.5422087
2.5474,7.5422087,7.5422087
2.5474999,7.5422087,7.5422087
2.5476,7.5422087,7.5422087
2.5476999,7.5422087,7.5422087
2.5478001,7.5422087,7.5422087
2.5479,7.5422087,7.5422087
2.5480001,7.5422087,7.5422087
2.5481,7.5422087,7.5422087
2.5481999,7.5422087,7.5422087
2.5483,7.5422087,7.5422087
2.5483999,7.5422087,7.5422087
2.5485001,7.5422087,7.5422087
2.5486,7.5422087,7.5422087
2.5487001,7.5422087,7.5422087
2.5488,7.5422087,7.5422087
2.5488999,7.5422087,7.5422087
2.549,7.5422087,7.5422087
2.5490999,7.5422087,7.5422087
2.5492001,7.5422087,7.5422087
2.5493,7.5422087,7.5422087
2.5494001,7.5422087,7.5422087
2.5495,7.5422087,7.5422087
2.5495999,7.5422087,7.5422087
2.5497,7.5422087,7.5422087
2.5497999,7.5422087,7.5422087
2.5499001,7.5422087,7.5422087
2.55,7.5422087,7.5422087
2.5501001,7.5422087,7.5422087
2.5502,7.5422087,7.5422087
2.5502999,7.5422087,7.5422087
2.5504,7.5422087,7.5422087
2.5504999,7.5422087,7.5422087
2.5506001,7.5422087,7.5422087
2.5506999,7.5422087,7.5422087
2.5508001,7.5422087,7.5422087
2.5509,7.5422087,7.5422087
2.5510001,7.5422087,7.5422087
2.5511,7.5422087,7.5422087
2.5511999,7.5422087,7.5422087
2.5513,7.5422087,7.5422087
2.5513999,7.5422087,7.5422087
2.5515001,7.5422087,7.5422087
2.5516,7.5422087,7.5422087
2.5517001,7.5422087,7.5422087
2.5518,7.5422087,7.5422087
2.5518999,7.5422087,7.5422087
2.552,7.5422087,7.5422087
2.5520999,7.5422087,7.5422087
2.5522001,7.5422087,7.5422087
2.5523,7.5422087,7.5422087
2.5524001,7.5422087,7.5422087
2.5525,7.5422087,7.5422087
2.5525999,7.5422087,7.5422087
2.5527,7.5422087,7.5422087
2.5527999,7.5422087,7.5422087
2.5529001,7.5422087,7.5422087
2.553,7.5422087,7.5422087
2.5531001,7.5422087,7.5422087
2.5532,7.5422087,7.5422087
2.5532999,7.5422087,7.5422087
2.5534,7.5422087,7.5422087
2.5534999,7.5422087,7.5422087
2.5536001,7.5422087,7.5422087
2.5537,7.5422087,7.5422087
2.5538001,7.5422087,7.5422087
2.5539,7.5422087,7.5422087
2.5539999,7.5422087,7.5422087
2.5541,7.5422087,7.5422087
2.5541999,7.5422087,7.5422087
2.5543001,7.5422087,7.5422087
2.5544,7.5422087,7.5422087
2.5545001,7.5422091,7.5422087
2.5546,7.5422091,7.5422087
2.5546999,7.5422091,7.5422087
2.5548,7.5422091,7.5422087
2.5548999,7.5422091,7.5422087
2.5550001,7.5422091,7.5422087
2.5551,7.5422091,7.5422087
2.5552001,7.5422091,7.5422087
2.5553,7.5422091,7.5422087
2.5553999,7.5422091,7.5422087
2.5555,7.5422091,7.5422087
2.5555999,7.5422091,7.5422087
2.5557001,7.5422091,7.5422087
2.5558,7.5422091,7.5422087
2.5559001,7.5422091,7.5422087
2.556,7.5422091,7.5422087
2.5560999,7.5422091,7.5422087
2.5562,7.5422091,7.5422087
2.5562999,7.5422091,7.5422087
2.5564001,7.5422091,7.5422087
2.5565,7.5422091,7.5422087
2.5566001,7.5422091,7.5422087
2.5567,7.5422091,7.5422087
2.5567999,7.5422091,7.5422087
2.5569,7.5422091,7.5422087
2.5569999,7.5422091,7.5422087
2.5571001,7.5422091,7.5422087
2.5572,7.5422091,7.5422087
2.5573001,7.5422091,7.5422087
2.5574,7.5422091,7.5422087
2.5574999,7.5422091,7.5422087
2.5576,7.5422091,7.5422087
2.5576999,7.5422091,7.5422087
2.5578001,7.5422091,7.5422087
2.5579,7.5422091,7.5422087
2.5580001,7.5422091,7.5422087
2.5581,7.5422091,7.5422087
2.5581999,7.5422091,7.5422087
2.5583,7.5422091,7.5422087
2.5583999,7.5422091,7.5422087
2.5585001,7.5422091,7.5422087
2.5585999,7.5422091,7.5422087
2.5587001,7.5422091,7.5422087
2.5588,7.5422091,7.5422087
2.5589001,7.5422091,7.5422087
2.559,7.5422091,7.5422087
2.5590999,7.5422091,7.5422087
2.5592,7.5422091,7.5422087
2.5592999,7.5422091,7.5422087
2.5594001,7.5422091,7.5422087
2.5595,7.5422091,7.5422087
2.5596001,7.5422091,7.5422087
2.5597,7.5422091,7.5422087
2.5597999,7.5422091,7.5422087
2.5599,7.5422091,7.5422087
2.5599999,7.5422091,7.5422087
2.5601001,7.5422091,7.5422087
2.5602,7.5422091,7.5422087
2.5603001,7.5422091,7.5422087
2.5604,7.5422091,7.5422087
2.5604999,7.5422091,7.5422087
2.5606,7.5422091,7.5422087
2.5606999,7.5422091,7.5422087
2.5608001,7.5422091,7.5422087
2.5609,7.5422091,7.5422087
2.5610001,7.5422091,7.5422087
2.5611,7.5422091,7.5422087
2.5611999,7.5422091,7.5422087
2.5613,7.5422091,7.5422087
2.5613999,7.5422091,7.5422087
2.5615001,7.5422091,7.5422087
2.5616,7.5422091,7.5422087
2.5617001,7.5422091,7.5422087
2.5618,7.5422091,7.5422087
2.5618999,7.5422091,7.5422087
2.562,7.5422091,7.5422087
2.5620999,7.5422091,7.5422087
2.5622001,7.5422091,7.5422087
2.5623,7.5422091,7.5422087
2.5624001,7.5422091,7.5422087
2.5625,7.5422091,7.5422087
2.5625999,7.5422091,7.5422087
2.5627,7.5422091,7.5422087
2.5627999,7.5422091,7.5422087
2.5629001,7.5422091,7.5422087
2.563,7.5422091,7.5422087
2.5631001,7.5422091,7.5422087
2.5632,7.5422091,7.5422087
2.5632999,7.5422091,7.5422087
2.5634,7.5422091,7.5422087
2.5634999,7.5422091,7.5422087
2.5636001,7.5422091,7.5422087
2.5637,7.5422091,7.5422087
2.5638001,7.5422091,7.5422087
2.5639,7.5422091,7.5422087
2.5639999,7.5422091,7.5422087
2.5641,7.5422091,7.5422087
2.5641999,7.5422091,7.5422087
2.5643001,7.5422091,7.5422087
2.5644,7.5422091,7.5422087
2.5645001,7.5422091,7.5422087
2.5646,7.5422091,7.5422087
2.5646999,7.5422091,7.5422087
2.5648,7.5422091,7.5422087
2.5648999,7.5422091,7.5422087
2.5650001,7.5422091,7.5422087
2.5651,7.5422091,7.5422087
2.5652001,7.5422091,7.5422087
2.5653,7.5422091,7.5422087
2.5653999,7.5422091,7.5422087
2.5655,7.5422091,7.5422087
2.5655999,7.5422091,7.5422087
2.5657001,7.5422091,7.5422087
2.5658,7.5422091,7.5422087
2.5659001,7.5422091,7.5422087
2.566,7.5422091,7.5422087
2.5660999,7.5422091,7.5422087
2.5662,7.5422087,7.5422087
2.5662999,7.5422087,7.5422087
2.5664001,7.5422087,7.5422087
2.5664999,7.5422087,7.5422087
2.5666001,7.5422087,7.5422087
2.5667,7.5422087,7.5422087
2.5668001,7.5422087,7.5422087
2.5669,7.5422087,7.5422087
2.5669999,7.5422087,7.5422087
2.5671,7.5422087,7.5422087
2.5671999,7.5422087,7.5422087
2.5673001,7.5422087,7.5422087
2.5674,7.5422087,7.5422087
2.5675001,7.5422087,7.5422087
2.5676,7.5422087,7.5422087
2.5676999,7.5422087,7.5422087
2.5678,7.5422087,7.5422087
2.5678999,7.5422087,7.5422087
2.5680001,7.5422087,7.5422087
2.5681,7.5422087,7.5422087
2.5682001,7.5422087,7.5422087
2.5683,7.5422087,7.5422087
2.5683999,7.5422087,7.5422087
2.5685,7.5422087,7.5422087
2.5685999,7.5422087,7.5422087
2.5687001,7.5422087,7.5422087
2.5688,7.5422087,7.5422087
2.5689001,7.5422087,7.5422087
2.569,7.5422087,7.5422087
2.5690999,7.5422087,7.5422087
2.5692,7.5422087,7.5422087
2.5692999,7.5422087,7.5422087
2.5694001,7.5422087,7.5422087
2.5695,7.5422087,7.5422087
2.5696001,7.5422087,7.5422087
2.5697,7.5422087,7.5422087
2.5697999,7.5422087,7.5422087
2.5699,7.5422087,7.5422087
2.5699999,7.5422087,7.5422087
2.5701001,7.5422087,7.5422087
2.5702,7.5422087,7.5422087
2.5703001,7.5422087,7.5422087
2.5704,7.5422087,7.5422087
2.5704999,7.5422087,7.5422087
2.5706,7.5422087,7.5422087
2.5706999,7.5422087,7.5422087
2.5708001,7.5422087,7.5422087
2.5709,7.5422087,7.5422087
2.5710001,7.5422087,7.5422087
2.5711,7.5422087,7.5422087
2.5711999,7.5422087,7.5422087
2.5713,7.5422087,7.5422087
2.5713999,7.5422087,7.5422087
2.5715001,7.5422087,7.5422087
2.5716,7.5422087,7.5422087
2.5717001,7.5422087,7.5422087
2.5718,7.5422087,7.5422087
2.5718999,7.5422087,7.5422087
2.572,7.5422087,7.5422087
2.5720999,7.5422087,7.5422087
2.5722001,7.5422087,7.5422087
2.5723,7.5422087,7.5422087
2.5724001,7.5422087,7.5422087
2.5725,7.5422087,7.5422087
2.5725999,7.5422087,7.5422087
2.5727,7.5422087,7.5422087
2.5727999,7.5422087,7.5422087
2.5729001,7.5422087,7.5422087
2.573,7.5422087,7.5422087
2.5731001,7.5422087,7.5422087
2.5732,7.5422087,7.5422087
2.5732999,7.5422087,7.5422087
2.5734,7.5422087,7.5422087
2.5734999,7.5422087,7.5422087
2.5736001,7.5422087,7.5422087
2.5737,7.5422087,7.5422087
2.5738001,7.5422087,7.5422087
2.5739,7.5422087,7.5422087
2.5739999,7.5422087,7.5422087
2.5741,7.5422087,7.5422087
2.5741999,7.5422087,7.5422087
2.5743001,7.5422087,7.5422087
2.5743999,7.5422087,7.5422087
2.5745001,7.5422091,7.5422087
2.5746,7.5422091,7.5422087
2.5747001,7.5422091,7.5422087
2.5748,7.5422091,7.5422087
2.5748999,7.5422091,7.5422087
2.575,7.5422091,7.5422087
2.5750999,7.5422091,7.5422087
2.5752001,7.5422091,7.5422087
2.5753,7.5422091,7.5422087
2.5754001,7.5422091,7.5422087
2.5755,7.5422091,7.5422087
2.5755999,7.5422091,7.5422087
2.5757,7.5422091,7.5422087
2.5757999,7.5422091,7.5422087
2.5759001,7.5422091,7.5422087
2.576,7.5422091,7.5422087
2.5761001,7.5422091,7.5422087
2.5762,7.5422091,7.5422087
2.5762999,7.5422091,7.5422087
2.5764,7.5422091,7.5422087
2.5764999,7.5422091,7.5422087
2.5766001,7.5422091,7.5422087
2.5767,7.5422091,7.5422087
2.5768001,7.5422091,7.5422087
2.5769,7.5422091,7.5422087
2.5769999,7.5422091,7.5422087
2.5771,7.5422091,7.5422087
2.5771999,7.5422091,7.5422087
2.5773001,7.5422091,7.5422087
2.5774,7.5422091,7.5422087
2.5775001,7.5422091,7.5422087
2.5776,7.5422091,7.5422087
2.5776999,7.5422091,7.5422087
2.5778,7.5422091,7.5422087
2.5778999,7.5422091,7.5422087
2.5780001,7.5422091,7.5422087
2.5781,7.5422091,7.5422087
2.5782001,7.5422091,7.5422087
2.5783,7.5422091,7.5422087
2.5783999,7.5422091,7.5422087
2.5785,7.5422091,7.5422087
2.5785999,7.5422091,7.5422087
2.5787001,7.5422091,7.5422087
2.5788,7.5422091,7.5422087
2.5789001,7.5422091,7.5422087
2.579,7.5422091,7.5422087
2.5790999,7.5422091,7.5422087
2.5792,7.5422091,7.5422087
2.5792999,7.5422091,7.5422087
2.5794001,7.5422091,7.5422087
2.5795,7.5422091,7.5422087
2.5796001,7.5422091,7.5422087
2.5797,7.5422091,7.5422087
2.5797999,7.5422091,7.5422087
2.5799,7.5422091,7.5422087
2.5799999,7.5422091,7.5422087
2.5801001,7.5422091,7.5422087
2.5802,7.5422091,7.5422087
2.5803001,7.5422091,7.5422087
2.5804,7.5422091,7.5422087
2.5804999,7.5422091,7.5422087
2.5806,7.5422091,7.5422087
2.5806999,7.5422091,7.5422087
2.5808001,7.5422091,7.5422087
2.5809,7.5422091,7.5422087
2.5810001,7.5422091,7.5422087
2.5811,7.5422091,7.5422087
2.5811999,7.5422091,7.5422087
2.5813,7.5422091,7.5422087
2.5813999,7.5422091,7.5422087
2.5815001,7.5422091,7.5422087
2.5816,7.5422091,7.5422087
2.5817001,7.5422091,7.5422087
2.5818,7.5422091,7.5422087
2.5818999,7.5422091,7.5422087
2.582,7.5422091,7.5422087
2.5820999,7.5422091,7.5422087
2.5822001,7.5422091,7.5422087
2.5822999,7.5422091,7.5422087
2.5824001,7.5422091,7.5422087
2.5825,7.5422091,7.5422087
2.5826001,7.5422091,7.5422087
2.5827,7.5422091,7.5422087
2.5827999,7.5422091,7.5422087
2.5829,7.5422091,7.5422087
2.5829999,7.5422091,7.5422087
2.5831001,7.5422091,7.5422087
