"time","loadInertia.phi","loadInertia.w","smpm.is[1]","smpm.is[2]","smpm.idq_dr[1]","smpm.idq_rr[2]","smpm.idq_sr[1]","smpm.idq_sr[2]","vfController.x"
0,0,0,0,0,0,0,0,0,0
5.0000000000000002e-05,3.8649169059926059e-20,3.1348551617592867e-15,0.00038784036990532959,-0.00019392010674337877,-0.00033221825518475387,-7.7370239079089119e-11,0.00038784036990532959,9.0308304725165771e-11,3.9270563724396225e-07
0.0001,1.4929417851521196e-18,7.48369331266766e-14,0.0015481387213360865,-0.00077406825375448654,-0.0013253563944705552,-1.0946801369411781e-09,0.0015481387213360865,1.2781536794985739e-09,1.5708028203895142e-06
0.00015000000000000001,1.4116834613446476e-17,5.1369099286378217e-13,0.0034759306006446806,-0.0017379598896626947,-0.0029739893625560041,-5.3491243594492046e-09,0.0034759306006446806,6.2476916050994511e-09,3.5342982164321398e-06
0.00020000000000000001,8.3628775841446572e-17,2.2157434500006644e-12,0.0061661852746450994,-0.0030830754491324584,-0.0052726225354874732,-1.6985853521069523e-08,0.0061661852746450994,1.9847212350435735e-08,6.2831917438453885e-06
0.00025000000000000001,3.0784431452760273e-16,6.6665118919655809e-12,0.0096139315751712136,-0.0048069240008476021,-0.0082158271285136877,-4.1279811553224957e-08,0.0096139315751712119,4.8251168862876196e-08,9.8174834752337412e-06
0.00030000000000000003,8.8497248046082533e-16,1.6398581365792099e-11,0.013814266006341889,-0.006907046614699033,-0.011798249584668255,-8.5309742520657618e-08,0.013814266006341889,9.9752815002632549e-08,1.4137173372600951e-05
0.00035,2.1672509402440109e-15,3.5018029345606986e-11,0.018762312248420215,-0.0093809967028940511,-0.016014566877212456,-1.5737483781492633e-07,0.018762312248420211,1.840838793998313e-07,1.9242261434409497e-05
0.00040000000000000002,4.6966027343901823e-15,6.7376477770530107e-11,0.024453228233055357,-0.012226343392079168,-0.0208594943636068,-2.671564980568309e-07,0.024453228233055353,3.1260566620572889e-07,2.5132747660013046e-05
0.00045000000000000004,9.3170331630800278e-15,1.2010475730977767e-10,0.03088221315599288,-0.015440674650610059,-0.026327793705210156,-4.260872782960549e-07,0.03088221315599288,4.9874678502019779e-07,3.1808632048976922e-05
0.00050000000000000001,1.7311728845659602e-14,2.0198573291097797e-10,0.038044505476193195,-0.019021596367801263,-0.032414270622227494,-6.4726769697463217e-07,0.038044505476193195,7.5791113207303448e-07,3.9269914601279632e-05
0.00055000000000000003,3.0391581551363661e-14,3.235672626704033e-10,0.045935371165805788,-0.022966727017233006,-0.039113761688766034,-9.4493798248560343e-07,0.045935371165805788,1.1068562923005766e-06,4.7516595316895339e-05
0.00060000000000000006,5.0780696322037962e-14,4.9735417752826806e-10,0.054550105585645305,-0.027273698510123734,-0.046421136438629086,-1.334559354471073e-06,0.054550105585645305,1.5637909560188285e-06,5.654867419589837e-05
0.00065000000000000008,8.1828859941805132e-14,7.3969901833290797e-10,0.06388405431950582,-0.031940165738103835,-0.054331320716287192,-1.8336574503075663e-06,0.06388405431950582,2.1493845698940644e-06,6.636615123818904e-05
0.00069999999999999999,1.2725438121318412e-13,1.0682981430040678e-09,0.073932581934726627,-0.036963792275456396,-0.062839261654069306,-2.4605430694812552e-06,0.073932581934726627,2.8852408713399228e-06,7.6969026443651076e-05
0.00075000000000000002,1.9213808086160183e-13,1.5048497054910265e-09,0.084691099186214452,-0.042342262797714927,-0.071939958189949804,-3.2354525245015053e-06,0.084691099186214452,3.7952643764731791e-06,8.8357299812548887e-05
0.00080000000000000004,2.8214741049134388e-13,2.0732764818834788e-09,0.096155048676974941,-0.048073276554816483,-0.081628444970671107,-4.179932011372286e-06,0.096155048676974941,4.9049180375456641e-06,0.00010053097134499528
0.00085000000000000006,4.0418686724064189e-13,2.8008172695830268e-09,0.1083199064201967,-0.054154548078401914,-0.091899794101608395,-5.3168980043137629e-06,0.1083199064201967,6.2413083923340891e-06,0.00011349004104106174
0.00090000000000000008,5.6812580652379762e-13,3.7204896291354755e-09,0.12118117416192808,-0.060583803685561599,-0.10274910650601471,-6.6702701278607456e-06,0.1211811741619281,7.8327901855511441e-06,0.00012723450890047812
0.00095,7.8318461540947637e-13,4.8659828414337613e-09,0.13473439662894049,-0.067358789332425589,-0.11417153133512394,-8.2657921217840487e-06,0.13473439662894049,9.7098558831087143e-06,0.00014176437492332013
