"time","Itr","Iqs","ims.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","ims.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","ims.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","ims.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imsQS.rotor.electroMagneticConverter.port_p.reference.gamma","loadInertia.phi","loadInertia.w"
0,0,0.0009999978415719563,0,0,0,0,1.5707963267948966,0,0
5.0000000000000002e-05,0.00099998940610932494,0.00099999784157195674,-1.5269091889794218e-10,1.3649929767326117e-08,-1.4294193700106694e-08,9.1383268519846492e-07,1.5865042900628452,5.1884882701007922e-22,1.7128379015009356e-17
0.0001,0.00099996415333513072,0.00099999784157195674,-6.1035511218063895e-10,2.7274412188291939e-08,-2.8880672596217495e-08,9.266388959297238e-07,1.6022122533307941,8.2927497344235675e-21,1.368755837930967e-16
0.00015000000000000001,0.00099986048266542281,0.00099999784157195674,-1.4428571726381202e-09,4.0854389093882218e-08,-4.3817466078499967e-08,9.3910947740336292e-07,1.617920216598743,6.0030003703338897e-20,5.4827799788466186e-16
0.00020000000000000001,0.00099986317501309877,0.0009999978415719563,-2.4371118686111666e-09,5.4414677013812878e-08,-5.8905136880560484e-08,9.5143471928064336e-07,1.6336281798666918,1.3241757655150005e-19,1.0927543034668915e-15
0.00025000000000000001,0.00099981309690793134,0.00099999784157195674,-3.7732800864896128e-09,6.7914276312122407e-08,-7.4300151512153497e-08,9.6343253926446332e-07,1.6493361431346405,3.8009186013348129e-19,2.2013922026841036e-15
0.00030000000000000003,0.00099944847207912341,0.00099999784157195674,-5.7500376551336613e-09,8.1300172927641032e-08,-9.0270987723205737e-08,9.7481692057235894e-07,1.6650441064025892,9.5617316196109837e-19,4.3670105540915405e-15
0.00035,0.00099933053914202517,0.00099999784157195674,-7.7267952237777083e-09,9.468606954315963e-08,-1.0624182393425798e-07,9.8620130188025457e-07,1.6807520696705378,1.5322544637887143e-18,6.5326289054989758e-15
0.00040000000000000002,0.00099945938542314833,0.00099999784157195674,-9.7035527924217568e-09,1.0807196615867825e-07,-1.2221266014531022e-07,9.9758568318814998e-07,1.6964600329384865,2.108335765616331e-18,8.6982472569064127e-15
0.00045000000000000004,0.00099983491551699491,0.00099999784157195652,-1.1680310361065805e-08,1.2145786277419685e-07,-1.3818349635636247e-07,1.0089700644960456e-06,1.7121679962064351,2.6844170674439477e-18,1.086386560831385e-14
0.00050000000000000001,0.00099925946873643135,0.00099999784157195674,-1.498646627187899e-08,1.344546925386568e-07,-1.5525561628400947e-07,1.0189155576726459e-06,1.7278759594743835,6.0268061727245583e-18,1.7468460988158169e-14
0.00055000000000000003,0.00099840738829883383,0.00099999784157195652,-1.8872534659463864e-08,1.4728180287887027e-07,-1.7280814012631516e-07,1.0282333765446012e-06,1.743583922742332,1.0575918920518293e-17,2.6009434713933882e-14
0.00060000000000000006,0.00099780145347597529,0.00099999784157195652,-2.2758603047048728e-08,1.6010891321908374e-07,-1.9036066396862086e-07,1.0375511954165567e-06,1.7592918860102804,1.5125031668312027e-17,3.4550408439709596e-14
0.00065000000000000008,0.00099744211286000245,0.00099999784157195674,-2.6644671434633598e-08,1.7293602355929722e-07,-2.0791318781092656e-07,1.046869014288512e-06,1.7749998492782288,1.9674144416105758e-17,4.3091382165485316e-14
0.00069999999999999999,0.00099732963299666911,0.0009999978415719563,-3.0530739822218459e-08,1.8576313389951064e-07,-2.2546571165323223e-07,1.0561868331604676e-06,1.7907078125461771,2.4223257163899483e-17,5.163235589126101e-14
0.00075000000000000002,0.00099746409739834849,0.00099999784157195674,-3.4416808209803326e-08,1.9859024423972411e-07,-2.4301823549553796e-07,1.0655046520324229e-06,1.8064157758141255,2.8772369911693217e-17,6.0173329617036736e-14
0.00080000000000000004,0.00099784540623431249,0.00099999784157195652,-3.83028765973882e-08,2.1141735457993758e-07,-2.6057075933784365e-07,1.0748224709043784e-06,1.8221237390820739,3.3321482659486952e-17,6.871430334281245e-14
0.00085000000000000006,0.0009984732767009466,0.00099999784157195674,-4.2188944984973067e-08,2.2424446492015105e-07,-2.7812328318014935e-07,1.0841402897763337e-06,1.8378317023500224,3.787059540728068e-17,7.7255277068588163e-14
0.00090000000000000008,0.00099934724406870582,0.00099999784157195609,-4.6075013372557934e-08,2.3707157526036452e-07,-2.9567580702245505e-07,1.0934581086482892e-06,1.8535396656179708,4.2419708155074414e-17,8.5796250794363877e-14
0.00095,0.00099912093248645485,0.0009999978415719563,-5.1320084063751061e-08,2.4915153303886487e-07,-3.1413552154272989e-07,1.1009106761692146e-06,1.869247628885919,5.8966942368366141e-17,1.0387865932482682e-13
0.001,0.00099705647580351753,0.00099999784157195652,-5.8665856852836325e-08,2.6007656639253626e-07,-3.3399754226612031e-07,1.1054799980798855e-06,1.884955592153867,9.4060487258552953e-17,1.3670991122213983e-13
0.0010500000000000002,0.00099523392683139537,0.00099999784157195674,-6.601162964192159e-08,2.7100159974620766e-07,-3.5385956298951074e-07,1.1100493199905566e-06,1.9006635554218148,1.2915403214873986e-16,1.6954116311945283e-13
0.0011000000000000001,0.00099365461668334681,0.0009999978415719563,-7.3357402431006828e-08,2.8192663309987905e-07,-3.7372158371290111e-07,1.1146186419012274e-06,1.9163715186897625,1.6424757703892658e-16,2.0237241501676583e-13
