"Time","inertia2.phi","inertia2.w","revolute1.phi","revolute1.w","revolute2.phi","revolute2.w","revolute3.phi","revolute3.w"
0.0146,0.00018907039,0.038297273,0.026036551,6.073164,-0.013288814,-2.7235298,0.10607696,21.990171
0.0148,0.00019683198,0.039320655,0.027275959,6.3224649,-0.013841463,-2.8031209,0.11053415,22.582916
0.015,0.00020479943,0.040355958,0.028566174,6.581305,-0.014410117,-2.8835509,0.11511055,23.182013
0.0152,0.00021297515,0.041403055,0.029909138,6.8500147,-0.014994932,-2.9647157,0.11980738,23.787348
0.0154,0.00022136144,0.042461805,0.031306859,7.1289325,-0.015596043,-3.0465,0.12462589,24.398811
0.0156,0.00022996064,0.043532062,0.032761414,7.4184031,-0.016213564,-3.1287758,0.1295673,25.016285
0.015799999,0.00023877501,0.044613671,0.034274947,7.7187772,-0.016847577,-3.2114029,0.1346328,25.63965
0.016000001,0.00024780686,0.045706477,0.035849676,8.0304117,-0.017498137,-3.2942271,0.13982354,26.268778
0.0162,0.00025705833,0.046810307,0.037487887,8.3536682,-0.018165268,-3.3770804,0.14514068,26.903538
0.0164,0.00026653169,0.047924981,0.039191943,8.6889153,-0.018848957,-3.4597795,0.15058532,27.543795
0.0166,0.00027622905,0.049050312,0.040964276,9.0365238,-0.019549154,-3.5421255,0.15615857,28.189405
0.016799999,0.00028615253,0.050186101,0.0428074,9.3968716,-0.020265767,-3.623903,0.16186143,28.840223
0.017000001,0.00029630418,0.051332142,0.044723898,9.7703371,-0.02099866,-3.7048802,0.16769499,29.496092
0.017200001,0.00030668604,0.052488215,0.046716433,10.157306,-0.021747649,-3.7848063,0.1736602,30.156853
0.0174,0.00031730012,0.05365409,0.048787747,10.558162,-0.022512494,-3.8634124,0.17975804,30.82234
0.0176,0.00032814831,0.054829527,0.050940648,10.973294,-0.023292905,-3.9404104,0.18598944,31.492376
0.0178,0.00033923253,0.05601427,0.053178038,11.40309,-0.02408853,-4.0154915,0.19235528,32.166782
0.017999999,0.00035055462,0.057208061,0.055502888,11.847939,-0.02489895,-4.0883269,0.19885643,32.845367
0.018200001,0.00036211635,0.058410615,0.057918243,12.30823,-0.025723685,-4.1585655,0.20549369,33.527935
0.0184,0.00037391944,0.059621643,0.060427234,12.784349,-0.026562177,-4.2258344,0.21226786,34.214279
0.0186,0.00038596554,0.060840845,0.063033059,13.276681,-0.027413793,-4.2897367,0.21917965,34.904179
0.0188,0.00039825629,0.062067896,0.065739006,13.785604,-0.028277818,-4.3498535,0.22622974,35.597412
0.018999999,0.0004107932,0.063302465,0.068548433,14.311498,-0.029153451,-4.4057407,0.23341881,36.293743
0.019200001,0.00042357776,0.064544201,0.071464762,14.854728,-0.0300398,-4.4569297,0.24074744,36.99292
0.019400001,0.00043661133,0.065792747,0.074491501,15.415658,-0.030935876,-4.5029259,0.24821615,37.694683
0.0196,0.00044989528,0.067047723,0.077632226,15.994642,-0.031840589,-4.54321,0.25582546,38.398766
0.0198,0.00046343083,0.068308726,0.080890581,16.592022,-0.032752741,-4.5772352,0.26357579,39.104881
0.02,0.00047721915,0.069575354,0.084270284,17.20813,-0.033671025,-4.6044297,0.27146754,39.812729
0.020199999,0.00049126131,0.070847176,0.087775104,17.843283,-0.034594018,-4.6241927,0.27950099,40.521992
0.020400001,0.00050555833,0.072123744,0.091408879,18.497784,-0.035520166,-4.6358981,0.28767639,41.232346
0.0206,0.00052011112,0.073404588,0.09517552,19.171917,-0.036447793,-4.6388912,0.29599395,41.943436
0.0208,0.00053492043,0.074689239,0.099078968,19.865952,-0.037375096,-4.6324911,0.30445379,42.654903
0.021,0.00054998702,0.075977199,0.10312324,20.580133,-0.038300116,-4.6159883,0.31305593,43.366364
0.021199999,0.00056531146,0.077267945,0.10731238,21.314686,-0.039220769,-4.5886478,0.32180032,44.077408
0.021400001,0.00058089435,0.078560941,0.11165048,22.069805,-0.040134802,-4.5497069,0.33068684,44.787617
0.021600001,0.00059673598,0.079855628,0.11614168,22.845667,-0.041039824,-4.4983778,0.33971527,45.496536
0.0218,0.00061283668,0.081151448,0.12079014,23.642412,-0.041933276,-4.4338446,0.34888533,46.203697
0.022,0.00062919658,0.082447805,0.12560004,24.460152,-0.042812429,-4.355269,0.35819659,46.908604
0.0222,0.0006458158,0.083744079,0.1305756,25.298964,-0.043674391,-4.2617879,0.36764857,47.610729
0.022399999,0.00066269416,0.085039653,0.13572103,26.15889,-0.04451609,-4.1525154,0.37724066,48.309521
0.022600001,0.00067983154,0.086333871,0.14104056,27.039936,-0.045334283,-4.0265431,0.38697213,49.004398
0.0228,0.0006972276,0.087626077,0.14653841,27.942064,-0.046125535,-3.8829443,0.39684212,49.694744
0.023,0.00071488181,0.088915586,0.15221877,28.865194,-0.046886224,-3.7207725,0.40684968,50.379917
0.0232,0.00073279359,0.090201691,0.15808587,29.809204,-0.047612544,-3.5390656,0.41699368,51.059235
0.023399999,0.00075096224,0.091483675,0.16414385,30.773922,-0.048300486,-3.3368464,0.42727292,51.731979
0.023600001,0.00076938677,0.092760816,0.1703968,31.759127,-0.048945855,-3.1131268,0.437686,52.397396
0.023800001,0.00078806619,0.094032347,0.17684883,32.764545,-0.049544241,-2.8669081,0.44823134,53.054695
0.024,0.00080699928,0.095297515,0.18350394,33.78986,-0.050091054,-2.597187,0.45890728,53.703041
0.0242,0.0008261847,0.096555531,0.19036607,34.834679,-0.050581489,-2.3029549,0.4697119,54.34156
0.0244,0.00084562093,0.097805612,0.19743909,35.898575,-0.051010542,-1.9832053,0.48064318,54.969334
0.024599999,0.00086530636,0.099046931,0.20472674,36.981052,-0.051373009,-1.6369336,0.49169883,55.5854
0.024800001,0.0008852391,0.10027869,0.21223271,38.081558,-0.051663484,-1.2631444,0.50287646,56.188747
0.025,0.00090541714,0.10150005,0.21996053,39.199474,-0.051876374,-0.86085272,0.51417345,56.778324
0.0252,0.00092583837,0.10271018,0.2279136,40.334133,-0.052005868,-0.42909107,0.52558684,57.353031
0.0254,0.0009465004,0.10390822,0.23609523,41.484798,-0.05204599,0.033088531,0.53711355,57.911713
0.025599999,0.00096740079,0.10509334,0.24450853,42.650677,-0.051990554,0.52660704,0.54875034,58.453178
0.025800001,0.00098853686,0.10626466,0.25315645,43.83091,-0.051833205,1.052356,0.56049359,58.976181
0.026000001,0.0010099057,0.10742133,0.26204181,45.02459,-0.051567413,1.6111901,0.57233953,59.479427
0.0262,0.0010315044,0.1085625,0.27116713,46.23074,-0.051186476,2.2039227,0.58428395,59.961582
0.0264,0.0010533296,0.1096873,0.28053486,47.448334,-0.050683536,2.83132,0.59632266,60.421257
0.0266,0.0010753782,0.11079487,0.29014716,48.676296,-0.050051592,3.4940953,0.60845089,60.857025
0.026799999,0.0010976463,0.11188437,0.300006,49.913498,-0.049283501,4.1929035,0.62066376,61.26741
0.027000001,0.0011201305,0.11295495,0.3101131,51.158764,-0.048371997,4.9283352,0.63295603,61.650902
0.0272,0.001142827,0.11400578,0.32046998,52.410873,-0.047309697,5.7009106,0.6453222,62.005951
0.0274,0.0011657316,0.11503604,0.33107781,53.668579,-0.046089131,6.5110736,0.65775645,62.330963
0.0276,0.00118884,0.11604491,0.34193769,54.930592,-0.044702742,7.3591857,0.6702525,62.624329
0.027799999,0.001212148,0.11703161,0.35305026,56.195602,-0.043142915,8.2455225,0.68280393,62.884396
0.028000001,0.0012356511,0.11799537,0.36441603,57.462292,-0.041401982,9.1702642,0.69540393,63.109497
0.028200001,0.0012593446,0.11893543,0.37603521,58.729313,-0.039472248,10.133495,0.7080453,63.297943
0.0284,0.0012832236,0.11985108,0.38790771,59.995335,-0.037346024,11.135194,0.72072059,63.448032
0.0286,0.0013072833,0.12074161,0.40003321,61.259018,-0.03501562,12.175232,0.73342186,63.558048
0.0288,0.0013315186,0.12160635,0.41241109,62.519054,-0.032473397,13.25337,0.74614102,63.626286
0.028999999,0.0013559242,0.12244467,0.42504051,63.774147,-0.029711762,14.369251,0.75886947,63.651028
0.029200001,0.0013804947,0.12325598,0.43792033,65.023041,-0.026723217,15.522399,0.7715984,63.630577
0.0294,0.0014052247,0.12403969,0.45104924,66.264534,-0.023500362,16.712215,0.78431857,63.563244
0.0296,0.0014301087,0.1247953,0.46442559,67.497475,-0.020035937,17.937975,0.79702049,63.447369
0.0298,0.0014551409,0.12552232,0.47804758,68.720772,-0.016322836,19.198833,0.80969417,63.281315
0.029999999,0.0014803157,0.1262203,0.4919132,69.933426,-0.012354133,20.493811,0.82232958,63.063477
0.030200001,0.0015056271,0.12688884,0.50602019,71.134529,-0.0081231128,21.821802,0.83491606,62.792297
0.030400001,0.0015310692,0.12752761,0.52036619,72.323273,-0.0036232939,23.181578,0.84744281,62.466263
0.0306,0.0015566361,0.12813631,0.53494865,73.498947,0.0011515465,24.571779,0.85989881,62.0839
0.0308,0.0015823217,0.12871467,0.54976487,74.660988,0.0062073474,25.990921,0.87227255,61.643803
0.030999999,0.0016081199,0.12926251,0.56481212,75.80896,0.011549738,27.437397,0.88455236,61.144619
0.031199999,0.0016340247,0.1297797,0.58008754,76.942551,0.017184015,28.909485,0.89672637,60.58506
0.031399999,0.0016600298,0.1302661,0.59558821,78.061623,0.023115119,30.405336,0.9087823,59.963894
0.031599998,0.001686129,0.13072172,0.6113112,79.166199,0.029347608,31.923,0.92070776,59.279968
0.031800002,0.0017123164,0.13114657,0.62725371,80.256462,0.035885639,33.460407,0.93249005,58.532181
0.032000002,0.0017385856,0.1315407,0.64341289,81.332771,0.042732947,35.015396,0.94411629,57.719501
0.032200001,0.0017649307,0.13190426,0.65978593,82.395683,0.049892824,36.585701,0.95557344,56.840969
0.032400001,0.0017913453,0.1322374,0.67637032,83.445923,0.057368096,38.168961,0.96684825,55.895668
0.032600001,0.0018178236,0.1325404,0.69316351,84.484421,0.065161116,39.76273,0.97792721,54.882748
0.0328,0.0018443594,0.13281351,0.71016335,85.512306,0.073273726,41.364483,0.98879677,53.801407
0.033,0.0018709471,0.1330571,0.72736788,86.530907,0.081707276,42.971619,0.99944317,52.650887
0.033199999,0.0018975803,0.13327153,0.74477524,87.541756,0.090462565,44.581463,1.0098524,51.430466
0.033399999,0.0019242538,0.13345727,0.76238418,88.546585,0.099539861,46.19128,1.0200106,50.139442
0.033599999,0.0019509614,0.13361481,0.78019363,89.547325,0.10893889,47.798267,1.0299034,48.777138
0.033799998,0.0019776977,0.13374467,0.79820293,90.546135,0.1186588,49.399578,1.0395167,47.34288
0.034000002,0.0020044574,0.13384746,0.81641209,91.545357,0.12869816,50.992302,1.0488358,45.835983
0.034200002,0.002031235,0.13392378,0.83482128,92.547554,0.13905495,52.573498,1.0578462,44.255745
0.034400001,0.0020580252,0.13397431,0.85343146,93.555481,0.14972658,54.14016,1.0665331,42.601437
0.034600001,0.0020848231,0.13399978,0.87224406,94.57209,0.16070986,55.689251,1.0748818,40.872276
0.0348,0.0021116235,0.1340009,0.8912611,95.600555,0.17200091,57.217697,1.0828769,39.067413
0.035,0.0021384219,0.13397847,0.91048533,96.644234,0.18359534,58.72237,1.0905036,37.185936
0.0352,0.0021652135,0.13393331,0.92992008,97.706665,0.19548807,60.200104,1.0977461,35.22683
0.035399999,0.0021919936,0.13386625,0.94956946,98.791611,0.20767339,61.647697,1.104589,33.188969
0.035599999,0.0022187585,0.13377818,0.96943843,99.903,0.22014493,63.06189,1.1110164,31.07111
0.035799999,0.0022455037,0.13366999,0.98953271,101.04497,0.23289569,64.439369,1.117012,28.871872
0.035999998,0.0022722252,0.13354261,1.0098587,102.22182,0.24591799,65.776787,1.1225595,26.58972
0.036200002,0.0022989195,0.13339697,1.030424,103.43806,0.25920349,67.070702,1.1276423,24.222952
0.036400001,0.0023255828,0.13323404,1.0512369,104.69835,0.27274314,68.317619,1.132243,21.769684
0.036600001,0.0023522121,0.13305479,1.0723066,106.00755,0.28652716,69.513969,1.1363442,19.227844
0.036800001,0.0023788037,0.13286024,1.0936435,107.37068,0.3005451,70.656075,1.1399281,16.595161
0.037,0.0024053552,0.13265137,1.1152588,108.79292,0.31478572,71.740166,1.142976,13.869149
0.0372,0.0024318635,0.13242921,1.137165,110.27962,0.32923704,72.76236,1.1454693,11.047117
0.0374,0.0024583261,0.13219477,1.1593753,111.83627,0.34388626,73.718636,1.1473883,8.1261473
0.037599999,0.0024847407,0.1319491,1.1819046,113.46849,0.3587198,74.604851,1.148713,5.1031208
0.037799999,0.002511105,0.1316932,1.2047682,115.18204,0.37372324,75.416679,1.1494225,1.9746921
0.037999999,0.0025374172,0.13142812,1.2279831,116.98275,0.38888121,76.149635,1.1494956,-1.2626734
0.038199998,0.0025636756,0.13115489,1.2515675,118.87656,0.40417752,76.799034,1.1489099,-4.6126909
0.038400002,0.0025898786,0.13087454,1.2755404,120.86942,0.41959494,77.359978,1.1476427,-8.0792141
0.038600001,0.002616025,0.13058808,1.2999222,122.96729,0.43511528,77.827347,1.1456702,-11.666235
0.038800001,0.0026421137,0.13029654,1.3247347,125.17609,0.45071927,78.19577,1.1429679,-15.37782
0.039000001,0.0026681435,0.13000092,1.3500005,127.50165,0.46638659,78.459625,1.1395105,-19.218054
0.0392,0.0026941139,0.1297022,1.3757435,129.94957,0.48209575,78.613014,1.1352719,-23.190966
0.0394,0.0027200242,0.12940136,1.4019889,132.52524,0.49782401,78.649742,1.1302251,-27.300449
0.0396,0.0027458742,0.12909937,1.4287624,135.2336,0.51354742,78.563309,1.1243423,-31.550154
0.039799999,0.0027716639,0.12879716,1.4560914,138.07913,0.52924067,78.346947,1.1175954,-35.943336
0.039999999,0.0027973931,0.12849563,1.4840034,141.06564,0.54487705,77.993538,1.1099553,-40.482758
0.040199999,0.0028230622,0.12819572,1.5125272,144.19609,0.56042844,77.495705,1.1013925,-45.17046
0.040399998,0.0028486715,0.12789823,1.5416915,147.47243,0.57586521,76.845772,1.0918772,-50.007587
0.040600002,0.0028742217,0.12760404,1.5715259,150.89528,0.59115613,76.035812,1.0813795,-54.994122
0.040800001,0.0028997136,0.12731391,1.6020594,154.46371,0.60626835,75.057693,1.0698696,-60.128624
0.041000001,0.0029251475,0.12702861,1.6333208,158.17499,0.62116742,73.903107,1.0573184,-65.407944
0.041200001,0.0029505254,0.12674884,1.6653385,162.02415,0.63581729,72.56366,1.0436972,-70.826874
0.0414,0.0029758476,0.12647527,1.6981392,166.00375,0.65018004,71.030991,1.0289789,-76.377808
0.0416,0.0030011158,0.12620851,1.731748,170.10338,0.66421622,69.296822,1.0131381,-82.050346
0.0418,0.0030263315,0.12594913,1.7661875,174.30936,0.67788482,67.353172,0.99615169,-87.830902
0.041999999,0.0030514961,0.12569763,1.8014776,178.60434,0.6911431,65.192482,0.97799975,-93.702332
0.042199999,0.0030766111,0.12545441,1.8376337,182.96695,0.70394689,62.807819,0.95866615,-99.643578
0.042399999,0.0031016783,0.1252199,1.874667,187.37143,0.7162509,60.193119,0.93813944,-105.62934
0.042599998,0.0031266997,0.12499437,1.912583,191.78749,0.72800851,57.343437,0.91641349,-111.62984
0.042800002,0.0031516769,0.12477806,1.9513805,196.18018,0.7391724,54.255215,0.89348882,-117.61073
0.043000001,0.0031766116,0.12457115,1.9910508,200.50983,0.74969465,50.926579,0.86937314,-123.53305
0.043200001,0.0032015059,0.12437373,2.0315773,204.7323,0.75952709,47.357647,0.84408242,-129.35347
0.043400001,0.0032263617,0.12418582,2.0729334,208.7995,0.76862186,43.550835,0.81764162,-135.02475
0.0436,0.0032511808,0.1240074,2.1150835,212.65999,0.77693194,39.511108,0.79008573,-140.49637
0.0438,0.0032759651,0.12383836,2.1579802,216.2599,0.78441137,35.246262,0.76145983,-145.71544
0.044,0.0033007169,0.12367854,2.2015665,219.54417,0.79101616,30.767073,0.73181987,-150.62798
0.044199999,0.0033254372,0.12352774,2.2457733,222.45813,0.79670483,26.08744,0.70123249,-155.18034
0.044399999,0.0033501284,0.12338573,2.2905216,224.94896,0.80143893,21.22438,0.66977501,-159.32094
0.044599999,0.0033747922,0.12325223,2.3357215,226.96758,0.80518371,16.197948,0.63753462,-163.0018
0.044799998,0.0033994298,0.12312695,2.3812745,228.47035,0.80790871,11.031043,0.60460758,-166.18053
0.045000002,0.0034240433,0.12300961,2.427073,229.42091,0.80958843,5.7490621,0.57109809,-168.82196
0.045200001,0.0034486342,0.12289991,2.4730041,229.79158,0.81020248,0.37947455,0.53711635,-170.89977
0.045400001,0.0034732039,0.1227976,2.5189497,229.56465,0.80973631,-5.0487099,0.50277686,-172.39749
0.045600001,0.0034977538,0.12270243,2.5647895,228.73299,0.80818111,-10.505569,0.46819645,-173.30933
0.0458,0.0035222853,0.12261422,2.6104028,227.30042,0.80553418,-15.960881,0.43349189,-173.64047
0.046,0.0035468,0.12253281,2.6556706,225.28162,0.80179882,-21.384781,0.39877793,-173.40701
0.0462,0.0035712989,0.12245812,2.7004781,222.70131,0.79698426,-26.748411,0.36416501,-172.63509
0.046399999,0.0035957836,0.12239012,2.7447159,219.59319,0.79110533,-32.024498,0.32975745,-171.35986
0.046599999,0.0036202553,0.12232885,2.7882829,215.99849,0.78418201,-37.187824,0.29565179,-169.62408
0.046799999,0.0036447155,0.12227439,2.8310862,211.96428,0.77623922,-42.215626,0.26193529,-167.47636
0.046999998,0.0036691655,0.12222693,2.8730428,207.54167,0.76730615,-47.087864,0.2286852,-164.96944
0.047200002,0.0036936069,0.12218668,2.9140804,202.78409,0.75741559,-51.78738,0.19596781,-162.15837
0.047400001,0.0037180407,0.12215394,2.9541376,197.74551,0.74660367,-56.299938,0.16383842,-159.09888
0.047600001,0.003742469,0.12212903,2.9931633,192.47908,0.73490882,-60.614189,0.13234118,-155.84586
0.047800001,0.0037668929,0.12211235,3.0311174,187.03575,0.72237176,-64.721512,0.10150946,-152.4521
0.048,0.0037913145,0.12210432,3.0679691,181.46336,0.70903444,-68.615845,0.071366392,-148.96738
0.0482,0.0038157352,0.1221054,3.1036971,175.80586,0.69493991,-72.293419,0.041925509,-145.43756
0.0484,0.0038401573,0.1221161,3.1382885,170.10284,0.68013167,-75.75248,0.013191589,-141.90431
0.048599999,0.0038645824,0.12213691,3.1717377,164.3893,0.66465348,-78.993019,-0.014838463,-138.40468
0.048799999,0.0038890126,0.12216838,3.2040455,158.69557,0.6485489,-82.01651,-0.042174697,-134.97115
0.048999999,0.0039134505,0.12221103,3.2352188,153.04741,0.63186115,-84.825562,-0.068833202,-131.63168
0.049199998,0.0039378977,0.12226541,3.265269,147.46623,0.61463279,-87.423752,-0.094835229,-128.40996
0.049400002,0.0039623575,0.12233208,3.2942109,141.96939,0.59690547,-89.815331,-0.12020638,-125.32561
0.049600001,0.0039868318,0.12241157,3.3220632,136.57054,0.57872015,-92.005013,-0.14497575,-122.39459
0.049800001,0.0040113227,0.12250441,3.3488464,131.27997,0.56011665,-93.997841,-0.16917536,-119.62957
