"Time","aimc.stator.core.Phi.im","aimc.stator.core.Phi.re"
1.3938,-1.7766649,0.28145242
1.3939,-1.7669475,0.33711994
1.3940001,-1.7554864,0.39245474
1.3941,-1.7422929,0.44740227
1.3942,-1.7273799,0.50190824
1.3943,-1.7107623,0.55591887
1.3944,-1.6924562,0.6093809
1.3945,-1.67248,0.66224158
1.3946,-1.6508533,0.71444863
1.3947001,-1.6275972,0.76595068
1.3947999,-1.602735,0.81669682
1.3949,-1.5762912,0.86663693
1.395,-1.5482916,0.91572177
1.3951,-1.5187641,0.96390295
1.3952,-1.4877378,1.0111328
1.3953,-1.4552432,1.0573649
1.3954,-1.4213125,1.1025535
1.3954999,-1.3859792,1.1466539
1.3956,-1.349278,1.1896228
1.3957,-1.3112452,1.2314175
1.3958,-1.2719184,1.2719972
1.3959,-1.2313365,1.3113215
1.396,-1.1895392,1.3493515
1.3961,-1.1465681,1.3860501
1.3961999,-1.1024655,1.4213808
1.3963,-1.0572748,1.4553087
1.3964,-1.0110408,1.4878004
1.3965,-0.96380895,1.5188237
1.3966,-0.91562593,1.5483483
1.3967,-0.86653936,1.5763447
1.3968,-0.81659758,1.6027856
1.3969001,-0.76584995,1.6276447
1.397,-0.71434647,1.6508975
1.3971,-0.66213804,1.672521
1.3972,-0.60927618,1.692494
1.3973,-0.55581301,1.7107967
1.3974,-0.50180131,1.727411
1.3975,-0.44729441,1.7423205
1.3976001,-0.39234611,1.7555107
1.3977,-0.33701056,1.7669684
1.3978,-0.28134245,1.7766823
1.3979,-0.22539671,1.7846427
1.398,-0.16922849,1.7908419
1.3981,-0.11289328,1.7952739
1.3982,-0.056446664,1.7979342
1.3983001,5.5666274e-05,1.79882
1.3983999,0.056557946,1.7979306
1.3985,0.1130044,1.7952669
1.3986,0.16933933,1.7908316
1.3987,0.22550716,1.7846287
1.3988,0.28145242,1.7766647
1.3989,0.33711994,1.7669475
1.399,0.39245474,1.7554865
1.3990999,0.44740227,1.7422929
1.3992,0.50190824,1.7273799
1.3993,0.55591887,1.7107623
1.3994,0.6093809,1.6924562
1.3995,0.66224158,1.67248
1.3996,0.71444863,1.6508533
1.3997,0.76595068,1.6275973
1.3997999,0.81669676,1.602735
1.3999,0.86663693,1.5762912
1.4,0.91572177,1.5482917
1.4001,0.96390295,1.5187641
1.4002,1.0111328,1.4877378
1.4003,1.0573649,1.4552432
1.4004,1.1025535,1.4213125
1.4005001,1.1466539,1.3859791
1.4006,1.1896228,1.349278
1.4007,1.2314177,1.3112452
1.4008,1.2719972,1.2719184
1.4009,1.3113214,1.2313365
1.401,1.3493516,1.1895393
1.4011,1.3860501,1.1465681
1.4012001,1.4213808,1.1024654
1.4013,1.4553087,1.0572748
1.4014,1.4878004,1.0110408
1.4015,1.5188237,0.96380895
1.4016,1.5483483,0.91562593
1.4017,1.5763448,0.86653936
1.4018,1.6027856,0.81659758
1.4019001,1.6276447,0.76584989
1.402,1.6508975,0.71434647
1.4021,1.672521,0.66213804
1.4022,1.6924939,0.60927618
1.4023,1.7107967,0.55581301
1.4024,1.727411,0.50180131
1.4025,1.7423205,0.44729441
1.4026,1.7555107,0.39234608
1.4026999,1.7669684,0.33701059
1.4028,1.7766823,0.28134245
1.4029,1.7846427,0.22539669
1.403,1.7908421,0.16922849
1.4031,1.7952739,0.11289328
1.4032,1.7979341,0.056446657
1.4033,1.79882,-5.5672612e-05
1.4033999,1.7979306,-0.056557938
1.4035,1.7952669,-0.1130044
1.4036,1.7908314,-0.16933934
1.4037,1.7846287,-0.22550716
1.4038,1.7766649,-0.28145242
1.4039,1.7669475,-0.33711994
1.404,1.7554864,-0.39245474
1.4040999,1.7422929,-0.44740227
1.4042,1.7273799,-0.50190824
1.4043,1.7107623,-0.55591887
1.4044,1.6924564,-0.6093809
1.4045,1.67248,-0.66224158
1.4046,1.6508533,-0.71444863
1.4047,1.6275973,-0.76595068
1.4048001,1.602735,-0.81669676
1.4049,1.5762911,-0.86663693
1.405,1.5482916,-0.91572177
1.4051,1.5187641,-0.96390295
1.4052,1.4877378,-1.0111328
1.4053,1.4552432,-1.0573649
1.4054,1.4213126,-1.1025535
1.4055001,1.3859792,-1.1466539
1.4056,1.349278,-1.1896228
1.4057,1.3112452,-1.2314175
1.4058,1.2719184,-1.2719972
1.4059,1.2313365,-1.3113214
1.406,1.1895392,-1.3493515
1.4061,1.1465682,-1.3860501
1.4062001,1.1024655,-1.4213808
1.4062999,1.0572748,-1.4553087
1.4064,1.0110408,-1.4878004
1.4065,0.96380895,-1.5188237
1.4066,0.91562593,-1.5483483
1.4067,0.86653936,-1.5763447
1.4068,0.81659758,-1.6027856
1.4069,0.76584995,-1.6276447
1.4069999,0.71434647,-1.6508975
1.4071,0.66213804,-1.672521
1.4072,0.60927618,-1.692494
1.4073,0.55581301,-1.7107966
1.4074,0.50180131,-1.727411
1.4075,0.44729444,-1.7423207
1.4076,0.39234608,-1.7555107
1.4076999,0.33701056,-1.7669684
1.4078,0.28134245,-1.7766823
1.4079,0.22539669,-1.7846427
1.408,0.16922849,-1.7908419
1.4081,0.11289328,-1.7952739
1.4082,0.056446664,-1.7979342
1.4083,-5.5668992e-05,-1.79882
1.4084001,-0.056557946,-1.7979306
1.4085,-0.1130044,-1.795267
1.4086,-0.16933933,-1.7908316
1.4087,-0.22550716,-1.7846287
1.4088,-0.28145242,-1.7766649
1.4089,-0.33711994,-1.7669475
1.409,-0.39245474,-1.7554864
1.4091001,-0.44740227,-1.7422929
1.4092,-0.50190824,-1.7273799
1.4093,-0.55591887,-1.7107623
1.4094,-0.6093809,-1.6924562
1.4095,-0.66224158,-1.67248
1.4096,-0.71444863,-1.6508533
1.4097,-0.76595068,-1.6275972
1.4098001,-0.81669676,-1.602735
1.4099,-0.86663693,-1.5762912
1.41,-0.91572177,-1.5482916
1.4101,-0.96390295,-1.5187641
1.4102,-1.0111328,-1.4877378
1.4103,-1.0573649,-1.4552432
1.4104,-1.1025535,-1.4213125
1.4105,-1.1466539,-1.3859791
1.4105999,-1.1896228,-1.349278
1.4107,-1.2314175,-1.3112452
1.4108,-1.2719972,-1.2719184
1.4109,-1.3113215,-1.2313365
1.411,-1.3493516,-1.1895392
1.4111,-1.3860501,-1.1465681
1.4112,-1.4213808,-1.1024655
1.4112999,-1.4553087,-1.0572748
1.4114,-1.4878004,-1.0110408
1.4115,-1.5188237,-0.96380889
1.4116,-1.5483483,-0.91562599
1.4117,-1.5763447,-0.86653936
1.4118,-1.6027856,-0.81659758
1.4119,-1.6276447,-0.76584995
1.4119999,-1.6508975,-0.71434647
1.4121,-1.672521,-0.66213804
1.4122,-1.6924939,-0.60927618
1.4123,-1.7107967,-0.55581301
1.4124,-1.727411,-0.50180131
1.4125,-1.7423205,-0.44729441
1.4126,-1.7555107,-0.39234608
1.4127001,-1.7669684,-0.33701056
1.4128,-1.7766823,-0.28134245
1.4129,-1.7846427,-0.22539669
1.413,-1.7908421,-0.16922849
1.4131,-1.7952739,-0.11289328
1.4132,-1.7979341,-0.056446653
1.4133,-1.79882,5.5666485e-05
1.4134001,-1.7979306,0.056557938
1.4135,-1.7952669,0.1130044
1.4136,-1.7908314,0.16933934
1.4137,-1.7846287,0.22550716
1.4138,-1.7766649,0.28145242
1.4139,-1.7669475,0.33711994
1.414,-1.7554865,0.39245474
1.4141001,-1.7422929,0.44740227
1.4141999,-1.7273799,0.50190824
1.4143,-1.7107623,0.55591887
1.4144,-1.6924562,0.6093809
1.4145,-1.67248,0.66224158
1.4146,-1.6508533,0.71444863
1.4147,-1.6275973,0.76595068
1.4148,-1.602735,0.81669676
1.4148999,-1.5762911,0.86663693
1.415,-1.5482916,0.91572177
1.4151,-1.5187641,0.96390295
1.4152,-1.4877378,1.0111328
1.4153,-1.4552432,1.0573649
1.4154,-1.4213126,1.1025535
1.4155,-1.3859792,1.1466539
1.4155999,-1.349278,1.1896228
1.4157,-1.3112452,1.2314177
1.4158,-1.2719184,1.2719972
1.4159,-1.2313364,1.3113214
1.416,-1.1895392,1.3493516
1.4161,-1.1465682,1.3860501
1.4162,-1.1024655,1.4213808
1.4163001,-1.0572748,1.4553087
1.4164,-1.0110408,1.4878004
1.4165,-0.96380895,1.5188237
1.4166,-0.91562593,1.5483483
1.4167,-0.86653936,1.5763447
1.4168,-0.81659758,1.6027856
1.4169,-0.76584995,1.6276447
1.4170001,-0.71434647,1.6508975
1.4171,-0.66213804,1.672521
1.4172,-0.60927618,1.692494
1.4173,-0.55581301,1.7107966
1.4174,-0.50180131,1.727411
1.4175,-0.44729441,1.7423207
1.4176,-0.39234608,1.7555107
1.4177001,-0.33701056,1.7669684
1.4177999,-0.28134248,1.7766823
1.4179,-0.22539669,1.7846427
1.418,-0.16922848,1.7908419
1.4181,-0.11289328,1.7952739
1.4182,-0.056446664,1.7979342
1.4183,5.567195e-05,1.79882
1.4184,0.056557946,1.7979306
1.4184999,0.11300439,1.795267
1.4186,0.16933933,1.7908316
1.4187,0.22550716,1.7846287
1.4188,0.28145242,1.7766649
1.4189,0.33711994,1.7669475
1.419,0.39245474,1.7554864
1.4191,0.44740227,1.7422929
1.4191999,0.50190824,1.7273799
1.4193,0.55591887,1.7107623
1.4194,0.6093809,1.6924562
1.4195,0.66224158,1.6724801
1.4196,0.71444863,1.6508533
1.4197,0.76595068,1.6275972
1.4198,0.81669676,1.602735
1.4198999,0.86663693,1.5762912
1.42,0.91572177,1.5482916
1.4201,0.96390295,1.5187641
1.4202,1.0111328,1.4877378
1.4203,1.0573649,1.4552432
1.4204,1.1025535,1.4213125
1.4205,1.1466539,1.3859792
1.4206001,1.1896228,1.349278
1.4207,1.2314175,1.3112452
1.4208,1.2719972,1.2719184
1.4209,1.3113215,1.2313365
1.421,1.3493516,1.1895392
1.4211,1.3860501,1.1465681
1.4212,1.4213808,1.1024655
1.4213001,1.4553087,1.0572748
1.4214,1.4878004,1.0110408
1.4215,1.5188237,0.96380895
1.4216,1.5483483,0.91562599
1.4217,1.5763447,0.86653936
1.4218,1.6027856,0.81659758
1.4219,1.6276447,0.76584995
1.4220001,1.6508975,0.71434647
1.4220999,1.672521,0.66213804
1.4222,1.692494,0.60927618
1.4223,1.7107967,0.55581301
1.4224,1.727411,0.50180131
1.4225,1.7423205,0.44729441
1.4226,1.7555107,0.39234611
1.4227,1.7669684,0.33701056
1.4227999,1.7766823,0.28134245
1.4229,1.7846427,0.22539669
1.423,1.7908421,0.16922849
1.4231,1.7952739,0.11289328
1.4232,1.7979341,0.056446653
1.4233,1.79882,-5.5663528e-05
1.4234,1.7979306,-0.056557942
1.4234999,1.7952669,-0.1130044
1.4236,1.7908316,-0.16933933
1.4237,1.7846287,-0.22550716
1.4238,1.7766647,-0.28145242
1.4239,1.7669475,-0.33711994
1.424,1.7554865,-0.39245474
1.4241,1.7422929,-0.44740227
1.4242001,1.7273799,-0.50190824
1.4243,1.7107623,-0.55591887
1.4244,1.6924562,-0.6093809
1.4245,1.67248,-0.66224158
1.4246,1.6508533,-0.71444863
1.4247,1.6275973,-0.76595068
1.4248,1.602735,-0.81669676
1.4249001,1.5762911,-0.86663693
1.425,1.5482917,-0.91572177
1.4251,1.5187641,-0.96390295
1.4252,1.4877378,-1.0111328
1.4253,1.4552432,-1.0573649
1.4254,1.4213126,-1.1025535
1.4255,1.3859792,-1.1466539
1.4256001,1.349278,-1.1896228
1.4256999,1.3112452,-1.2314177
1.4258,1.2719184,-1.2719972
1.4259,1.2313364,-1.3113214
1.426,1.1895392,-1.3493516
1.4261,1.1465682,-1.3860501
1.4262,1.1024655,-1.4213808
1.4263,1.0572748,-1.4553087
1.4263999,1.0110408,-1.4878004
1.4265,0.96380895,-1.5188237
1.4266,0.91562593,-1.5483483
1.4267,0.86653936,-1.5763448
1.4268,0.81659758,-1.6027856
1.4269,0.76584989,-1.6276447
1.427,0.71434647,-1.6508975
1.4270999,0.66213804,-1.672521
1.4272,0.60927618,-1.6924939
1.4273,0.55581301,-1.7107966
1.4274,0.50180131,-1.727411
1.4275,0.44729441,-1.7423205
1.4276,0.39234608,-1.7555107
1.4277,0.33701056,-1.7669684
1.4278001,0.28134248,-1.7766823
1.4279,0.22539669,-1.7846427
1.428,0.16922848,-1.7908419
1.4281,0.11289329,-1.7952739
1.4282,0.05644666,-1.7979342
1.4283,-5.5673681e-05,-1.7988199
1.4284,-0.056557942,-1.7979306
1.4285001,-0.1130044,-1.795267
1.4286,-0.16933934,-1.7908314
1.4287,-0.22550716,-1.7846287
1.4288,-0.28145242,-1.7766649
1.4289,-0.33711994,-1.7669475
1.429,-0.39245474,-1.7554864
1.4291,-0.44740227,-1.7422929
1.4292001,-0.50190824,-1.7273799
1.4293,-0.55591887,-1.7107623
1.4294,-0.6093809,-1.6924562
1.4295,-0.66224158,-1.6724801
1.4296,-0.71444863,-1.6508533
1.4297,-0.76595068,-1.6275972
1.4298,-0.81669682,-1.602735
1.4299001,-0.86663693,-1.5762912
1.4299999,-0.91572177,-1.5482916
1.4301,-0.96390295,-1.5187641
1.4302,-1.0111328,-1.4877378
1.4303,-1.0573649,-1.4552432
1.4304,-1.1025535,-1.4213125
1.4305,-1.1466539,-1.3859792
1.4306,-1.1896228,-1.349278
1.4306999,-1.2314175,-1.3112452
1.4308,-1.2719972,-1.2719184
1.4309,-1.3113215,-1.2313365
1.431,-1.3493515,-1.1895392
1.4311,-1.3860501,-1.1465681
1.4312,-1.4213808,-1.1024655
1.4313,-1.4553087,-1.0572748
1.4313999,-1.4878004,-1.0110408
1.4315,-1.5188237,-0.96380895
1.4316,-1.5483483,-0.91562593
1.4317,-1.5763447,-0.86653936
1.4318,-1.6027856,-0.81659758
1.4319,-1.6276447,-0.76584995
1.432,-1.6508975,-0.71434647
1.4321001,-1.672521,-0.66213804
1.4322,-1.692494,-0.60927618
1.4323,-1.7107967,-0.55581301
1.4324,-1.727411,-0.50180131
1.4325,-1.7423205,-0.44729441
1.4326,-1.7555107,-0.39234611
1.4327,-1.7669684,-0.33701056
1.4328001,-1.7766823,-0.28134245
1.4329,-1.7846428,-0.22539671
1.433,-1.7908419,-0.16922849
1.4331,-1.7952739,-0.11289328
1.4332,-1.7979342,-0.05644666
1.4333,-1.79882,5.5665798e-05
1.4334,-1.7979306,0.056557946
1.4335001,-1.7952669,0.1130044
1.4335999,-1.7908316,0.16933933
1.4337,-1.7846287,0.22550716
1.4338,-1.7766647,0.28145242
1.4339,-1.7669475,0.33711994
1.434,-1.7554865,0.39245474
1.4341,-1.7422929,0.44740227
1.4342,-1.7273799,0.50190824
1.4342999,-1.7107623,0.55591887
1.4344,-1.6924562,0.6093809
1.4345,-1.67248,0.66224158
1.4346,-1.6508533,0.71444869
1.4347,-1.6275973,0.76595068
1.4348,-1.602735,0.81669676
1.4349,-1.5762911,0.86663693
1.4349999,-1.5482917,0.91572177
1.4351,-1.5187641,0.96390295
1.4352,-1.4877378,1.0111328
1.4353,-1.4552432,1.0573649
1.4354,-1.4213125,1.1025535
1.4355,-1.3859791,1.1466539
1.4356,-1.349278,1.1896228
1.4357001,-1.3112452,1.2314177
1.4358,-1.2719184,1.2719972
1.4359,-1.2313365,1.3113214
1.436,-1.1895393,1.3493516
1.4361,-1.1465681,1.3860501
1.4362,-1.1024654,1.4213808
1.4363,-1.0572748,1.4553087
1.4364001,-1.0110408,1.4878004
1.4365,-0.96380895,1.5188237
1.4366,-0.91562593,1.5483483
1.4367,-0.86653936,1.5763448
1.4368,-0.81659758,1.6027856
1.4369,-0.76584989,1.6276447
1.437,-0.71434647,1.6508975
1.4371001,-0.66213804,1.672521
1.4372,-0.60927618,1.6924939
1.4373,-0.55581301,1.7107967
1.4374,-0.50180131,1.727411
1.4375,-0.44729441,1.7423205
1.4376,-0.39234608,1.7555107
1.4377,-0.33701059,1.7669684
1.4378,-0.28134245,1.7766823
1.4378999,-0.22539669,1.7846427
1.438,-0.16922849,1.7908421
1.4381,-0.11289328,1.7952739
1.4382,-0.056446657,1.7979341
1.4383,5.5673299e-05,1.79882
1.4384,0.056557938,1.7979306
1.4385,0.1130044,1.7952669
1.4385999,0.16933934,1.7908314
1.4387,0.22550716,1.7846287
1.4388,0.28145242,1.7766649
1.4389,0.33711994,1.7669475
1.439,0.39245474,1.7554864
1.4391,0.44740227,1.7422929
1.4392,0.50190824,1.7273799
1.4392999,0.55591887,1.7107623
1.4394,0.6093809,1.6924562
1.4395,0.66224158,1.67248
1.4396,0.71444863,1.6508533
1.4397,0.76595068,1.6275972
1.4398,0.81669676,1.602735
1.4399,0.86663693,1.5762911
1.4400001,0.91572177,1.5482916
1.4401,0.96390295,1.5187641
1.4402,1.0111328,1.4877378
1.4403,1.0573649,1.4552432
1.4404,1.1025535,1.4213125
1.4405,1.1466539,1.3859792
1.4406,1.1896228,1.349278
1.4407001,1.2314175,1.3112452
1.4408,1.2719972,1.2719184
1.4409,1.3113215,1.2313365
1.441,1.3493515,1.1895392
1.4411,1.3860501,1.1465682
1.4412,1.4213808,1.1024655
1.4413,1.4553087,1.0572748
1.4414001,1.4878004,1.0110408
1.4414999,1.5188237,0.96380895
1.4416,1.5483483,0.91562593
1.4417,1.5763447,0.86653936
1.4418,1.6027856,0.81659758
1.4419,1.6276447,0.76584995
1.442,1.6508975,0.71434647
1.4421,1.672521,0.66213804
1.4421999,1.692494,0.60927618
1.4423,1.7107967,0.55581301
1.4424,1.727411,0.50180131
1.4425,1.7423207,0.44729444
1.4426,1.7555107,0.39234608
1.4427,1.7669684,0.33701056
1.4428,1.7766823,0.28134245
1.4428999,1.7846427,0.22539671
1.443,1.7908419,0.16922849
1.4431,1.7952739,0.11289328
1.4432,1.7979342,0.056446668
1.4433,1.79882,-5.5668344e-05
1.4434,1.7979306,-0.056557946
1.4435,1.795267,-0.1130044
1.4436001,1.7908316,-0.16933933
1.4437,1.7846287,-0.22550716
1.4438,1.7766649,-0.28145242
1.4439,1.7669475,-0.33711994
1.444,1.7554864,-0.39245474
1.4441,1.7422929,-0.44740227
1.4442,1.7273799,-0.50190824
1.4443001,1.7107623,-0.55591887
1.4444,1.6924562,-0.6093809
1.4445,1.67248,-0.66224158
1.4446,1.6508533,-0.71444863
1.4447,1.6275972,-0.76595068
1.4448,1.602735,-0.81669676
1.4449,1.5762912,-0.86663693
1.4450001,1.5482916,-0.91572177
1.4450999,1.5187641,-0.96390295
1.4452,1.4877378,-1.0111328
1.4453,1.4552432,-1.0573649
1.4454,1.4213125,-1.1025535
1.4455,1.3859791,-1.1466539
1.4456,1.349278,-1.1896228
1.4457,1.3112452,-1.2314175
1.4457999,1.2719184,-1.2719972
1.4459,1.2313365,-1.3113215
1.446,1.1895392,-1.3493516
1.4461,1.1465681,-1.3860501
1.4462,1.1024655,-1.4213808
1.4463,1.0572748,-1.4553087
1.4464,1.0110408,-1.4878004
1.4464999,0.96380889,-1.5188237
1.4466,0.91562599,-1.5483483
1.4467,0.86653936,-1.5763448
1.4468,0.81659758,-1.6027856
1.4469,0.76584995,-1.6276447
1.447,0.71434647,-1.6508975
1.4471,0.66213804,-1.672521
1.4471999,0.60927618,-1.6924939
1.4473,0.55581301,-1.7107967
1.4474,0.50180131,-1.727411
1.4475,0.44729441,-1.7423205
1.4476,0.39234608,-1.7555107
1.4477,0.33701059,-1.7669684
1.4478,0.28134245,-1.7766823
1.4479001,0.22539669,-1.7846427
1.448,0.16922851,-1.7908421
1.4481,0.11289328,-1.7952739
1.4482,0.056446653,-1.7979341
1.4483,-5.5668414e-05,-1.79882
1.4484,-0.056557938,-1.7979306
1.4485,-0.1130044,-1.7952669
1.4486001,-0.16933934,-1.7908314
1.4487,-0.22550716,-1.7846287
1.4488,-0.28145242,-1.7766649
1.4489,-0.33711994,-1.7669475
1.449,-0.39245474,-1.7554865
1.4491,-0.44740227,-1.7422929
1.4492,-0.50190824,-1.7273799
1.4493001,-0.55591887,-1.7107623
1.4493999,-0.6093809,-1.6924562
1.4495,-0.66224158,-1.67248
1.4496,-0.71444863,-1.6508533
1.4497,-0.76595068,-1.6275973
1.4498,-0.81669676,-1.602735
1.4499,-0.86663693,-1.5762911
1.45,-0.91572177,-1.5482916
1.4500999,-0.96390295,-1.5187641
1.4502,-1.0111328,-1.4877378
1.4503,-1.0573649,-1.4552432
1.4504,-1.1025535,-1.4213126
1.4505,-1.1466539,-1.3859792
1.4506,-1.1896228,-1.349278
1.4507,-1.2314177,-1.3112452
1.4507999,-1.2719972,-1.2719184
1.4509,-1.3113214,-1.2313365
1.451,-1.3493515,-1.1895392
1.4511,-1.3860501,-1.1465682
1.4512,-1.4213808,-1.1024655
1.4513,-1.4553087,-1.0572748
1.4514,-1.4878004,-1.0110408
1.4515001,-1.5188237,-0.96380895
1.4516,-1.5483483,-0.91562593
1.4517,-1.5763447,-0.86653936
1.4518,-1.6027856,-0.81659758
1.4519,-1.6276447,-0.76584995
1.452,-1.6508975,-0.71434647
1.4521,-1.672521,-0.66213804
1.4522001,-1.692494,-0.60927618
1.4523,-1.7107966,-0.55581301
1.4524,-1.727411,-0.50180131
1.4525,-1.7423207,-0.44729441
1.4526,-1.7555107,-0.39234608
1.4527,-1.7669684,-0.33701056
1.4528,-1.7766823,-0.28134248
1.4529001,-1.7846427,-0.22539669
1.4529999,-1.7908419,-0.16922848
1.4531,-1.7952739,-0.11289328
1.4532,-1.7979342,-0.056446664
1.4533,-1.79882,5.5671284e-05
1.4534,-1.7979306,0.056557946
1.4535,-1.795267,0.11300439
1.4536,-1.7908316,0.16933933
1.4536999,-1.7846287,0.22550716
1.4538,-1.7766649,0.28145242
1.4539,-1.7669475,0.33711994
1.454,-1.7554864,0.39245474
1.4541,-1.7422929,0.44740227
1.4542,-1.7273799,0.50190824
1.4543,-1.7107623,0.55591887
1.4543999,-1.6924562,0.6093809
1.4545,-1.6724801,0.66224158
1.4546,-1.6508533,0.71444863
1.4547,-1.6275972,0.76595068
1.4548,-1.602735,0.81669676
1.4549,-1.5762912,0.86663693
1.455,-1.5482916,0.91572177
1.4551001,-1.5187641,0.96390295
1.4552,-1.4877378,1.0111328
1.4553,-1.4552432,1.0573649
1.4554,-1.4213125,1.1025535
1.4555,-1.3859792,1.1466539
1.4556,-1.349278,1.1896228
1.4557,-1.3112452,1.2314175
1.4558001,-1.2719184,1.2719972
1.4559,-1.2313365,1.3113215
1.456,-1.1895392,1.3493516
1.4561,-1.1465681,1.3860501
1.4562,-1.1024655,1.4213808
1.4563,-1.0572748,1.4553087
1.4564,-1.0110408,1.4878004
1.4565001,-0.96380895,1.5188237
1.4566,-0.91562599,1.5483483
1.4567,-0.86653936,1.5763447
1.4568,-0.81659758,1.6027856
1.4569,-0.76584995,1.6276447
1.457,-0.71434647,1.6508975
1.4571,-0.66213804,1.672521
1.4572001,-0.60927618,1.692494
1.4572999,-0.55581301,1.7107967
1.4574,-0.50180131,1.727411
1.4575,-0.44729441,1.7423205
1.4576,-0.39234611,1.7555108
1.4577,-0.33701056,1.7669684
1.4578,-0.28134245,1.7766823
1.4579,-0.22539669,1.7846427
1.4579999,-0.16922849,1.7908421
1.4581,-0.11289328,1.7952739
1.4582,-0.056446653,1.7979341
1.4583,5.566304e-05,1.79882
1.4584,0.056557942,1.7979306
1.4585,0.1130044,1.7952669
1.4586,0.16933933,1.7908316
1.4586999,0.22550716,1.7846287
1.4588,0.28145242,1.7766647
1.4589,0.33711994,1.7669475
1.459,0.39245474,1.7554865
1.4591,0.44740227,1.7422929
1.4592,0.50190824,1.7273799
1.4593,0.55591887,1.7107623
1.4594001,0.6093809,1.6924562
1.4595,0.66224158,1.67248
1.4596,0.71444863,1.6508533
1.4597,0.76595068,1.6275973
1.4598,0.81669676,1.602735
1.4599,0.86663693,1.5762911
1.46,0.91572177,1.5482917
1.4601001,0.96390295,1.5187641
1.4602,1.0111328,1.4877378
1.4603,1.0573649,1.4552432
1.4604,1.1025535,1.4213126
1.4605,1.1466539,1.3859792
1.4606,1.1896228,1.349278
1.4607,1.2314177,1.3112452
1.4608001,1.2719972,1.2719184
1.4608999,1.3113214,1.2313364
1.461,1.3493516,1.1895392
1.4611,1.3860501,1.1465682
1.4612,1.4213808,1.1024655
1.4613,1.4553087,1.0572748
1.4614,1.4878004,1.0110408
1.4615,1.5188237,0.96380895
1.4615999,1.5483483,0.91562593
1.4617,1.5763448,0.86653936
1.4618,1.6027856,0.81659758
1.4619,1.6276447,0.76584989
1.462,1.6508975,0.71434647
1.4621,1.672521,0.66213804
1.4622,1.6924939,0.60927618
1.4622999,1.7107966,0.55581301
1.4624,1.727411,0.50180131
1.4625,1.7423205,0.44729441
1.4626,1.7555107,0.39234608
1.4627,1.7669684,0.33701056
1.4628,1.7766823,0.28134248
1.4629,1.7846427,0.22539669
1.4630001,1.7908419,0.16922848
1.4631,1.7952739,0.11289329
1.4632,1.7979342,0.05644666
1.4633,1.7988199,-5.5673314e-05
1.4634,1.7979306,-0.056557942
1.4635,1.795267,-0.1130044
1.4636,1.7908314,-0.16933934
1.4637001,1.7846287,-0.22550716
1.4638,1.7766649,-0.28145242
1.4639,1.7669475,-0.33711994
1.464,1.7554864,-0.39245474
1.4641,1.7422929,-0.44740227
1.4642,1.7273799,-0.50190824
1.4643,1.7107623,-0.55591887
1.4644001,1.6924562,-0.6093809
1.4645,1.6724801,-0.66224158
1.4646,1.6508533,-0.71444863
1.4647,1.6275972,-0.76595068
1.4648,1.602735,-0.81669682
1.4649,1.5762912,-0.86663693
1.465,1.5482916,-0.91572177
1.4651,1.5187641,-0.96390295
1.4651999,1.4877378,-1.0111328
1.4653,1.4552432,-1.0573649
1.4654,1.4213125,-1.1025535
1.4655,1.3859792,-1.1466539
1.4656,1.349278,-1.1896228
1.4657,1.3112452,-1.2314175
1.4658,1.2719184,-1.2719972
1.4658999,1.2313365,-1.3113215
1.466,1.1895392,-1.3493515
1.4661,1.1465681,-1.3860501
1.4662,1.1024655,-1.4213808
1.4663,1.0572748,-1.4553087
1.4664,1.0110408,-1.4878004
1.4665,0.96380895,-1.5188237
1.4665999,0.91562599,-1.5483483
1.4667,0.86653936,-1.5763447
1.4668,0.81659758,-1.6027856
1.4669,0.76584995,-1.6276447
1.467,0.71434647,-1.6508975
1.4671,0.66213804,-1.672521
1.4672,0.60927618,-1.692494
1.4673001,0.55581301,-1.7107967
1.4674,0.50180131,-1.727411
1.4675,0.44729441,-1.7423205
1.4676,0.39234611,-1.7555107
1.4677,0.33701056,-1.7669684
1.4678,0.28134245,-1.7766823
1.4679,0.22539671,-1.7846428
1.4680001,0.16922849,-1.7908419
1.4681,0.11289328,-1.7952739
1.4682,0.05644666,-1.7979342
1.4683,-5.5665183e-05,-1.79882
1.4684,-0.056557946,-1.7979306
1.4685,-0.1130044,-1.7952669
1.4686,-0.16933933,-1.7908316
1.4687001,-0.22550716,-1.7846287
1.4687999,-0.28145242,-1.7766647
1.4689,-0.33711994,-1.7669475
1.469,-0.39245474,-1.7554865
1.4691,-0.44740227,-1.7422929
1.4692,-0.50190824,-1.7273799
1.4693,-0.55591887,-1.7107623
1.4694,-0.6093809,-1.6924562
1.4694999,-0.66224158,-1.67248
1.4696,-0.71444863,-1.6508533
1.4697,-0.76595068,-1.6275973
1.4698,-0.81669676,-1.602735
1.4699,-0.86663693,-1.5762911
1.47,-0.91572177,-1.5482917
1.4701,-0.96390295,-1.5187641
1.4701999,-1.0111328,-1.4877378
1.4703,-1.0573649,-1.4552432
1.4704,-1.1025535,-1.4213125
1.4705,-1.1466539,-1.3859791
1.4706,-1.1896228,-1.349278
1.4707,-1.2314177,-1.3112452
1.4708,-1.2719972,-1.2719184
1.4709001,-1.3113214,-1.2313364
1.471,-1.3493516,-1.1895393
1.4711,-1.3860501,-1.1465681
1.4712,-1.4213808,-1.1024654
1.4713,-1.4553087,-1.0572748
