"Time","inductor.inductor[2].i","inductor.inductor[3].i","capacitor.v","aimc.is[1]","aimc.is[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","loadInertia.phi","loadInertia.w","vfController.x"
0.85026729,42.309155,-42.300941,531.62103,5.3556676,-30.037577,-20.601961,-24.542135,6.9272771,25.252478,31.84906,107.03719,94.634552
0.85026729,42.309155,-42.300941,531.62103,5.3556676,-30.037577,-20.601961,-24.542135,6.9272771,25.252478,31.84906,107.03719,94.634552
0.85030001,43.321632,-43.312416,531.66309,6.1185546,-30.354418,-20.22616,-24.934023,6.5633001,25.627584,31.852562,107.0414,94.64183
0.85035002,44.829681,-44.818935,531.72638,7.2661629,-30.841215,-19.686535,-25.539789,6.0406632,26.207373,31.857914,107.04807,94.652962
0.85039997,46.284451,-46.272175,531.78827,8.3919754,-31.331381,-19.188797,-26.153168,5.5585971,26.79439,31.863266,107.055,94.664093
0.85043836,47.359589,-47.346146,531.83447,9.2406483,-31.709663,-18.83547,-26.628138,5.2163925,27.248909,31.867371,107.06051,94.67263
0.85043836,47.359589,-47.346146,531.83447,9.2406483,-31.709663,-18.83547,-26.628138,5.2163925,27.248909,31.867371,107.06051,94.67263
0.85044998,47.679268,-47.665466,531.8172,8.8881216,-31.825127,-19.384531,-26.511677,5.7465596,27.135071,31.86862,107.0622,94.675224
0.8504827,48.558475,-48.543678,531.76538,7.896709,-32.150024,-20.925875,-26.170809,7.2347226,26.802071,31.872122,107.06692,94.68251
0.8504827,48.558475,-48.543678,531.76538,7.896709,-32.150024,-20.925875,-26.170809,7.2347226,26.802071,31.872122,107.06692,94.68251
0.85049999,49.010216,-48.994892,531.93237,7.3716998,-31.421263,-20.915211,-25.3489,7.223896,26.006134,31.873974,107.06933,94.686356
0.85049999,49.010216,-48.994892,531.93237,7.3716998,-31.421263,-20.915211,-25.3489,7.223896,26.006134,31.873974,107.06933,94.686356
0.85052186,49.566025,-49.550037,532.14618,6.7054429,-30.50123,-20.89752,-24.310053,7.2061439,25.000191,31.876316,107.07217,94.691231
0.85052186,49.566025,-49.550037,532.14618,6.7054429,-30.50123,-20.89752,-24.310053,7.2061439,25.000191,31.876316,107.07217,94.691231
0.85054123,50.043552,-50.026978,532.12512,6.1155128,-30.699984,-21.808376,-24.095322,8.0854807,24.790728,31.878387,107.07458,94.695541
0.85054123,50.043552,-50.026978,532.12512,6.1155128,-30.699984,-21.808376,-24.095322,8.0854807,24.790728,31.878387,107.07458,94.695541
0.85055,50.256287,-50.239445,532.1474,6.3053617,-30.790272,-21.735317,-24.202936,8.0146046,24.893778,31.879326,107.07568,94.697495
0.8506,51.418877,-51.40052,532.27234,7.3759046,-31.307745,-21.343119,-24.819601,7.6340718,25.484247,31.88468,107.08205,94.708626
0.85065001,52.49102,-52.471153,532.39264,8.4262104,-31.829874,-20.992365,-25.440836,7.2936559,26.079008,31.890036,107.08871,94.719765
0.85070002,53.466171,-53.444805,532.50751,9.4565353,-32.356853,-20.682961,-26.065807,6.9932528,26.67725,31.89539,107.09566,94.730896
0.85072809,53.969402,-53.947189,532.5694,10.027122,-32.655338,-20.527124,-26.418503,6.8418889,27.014822,31.898399,107.09969,94.73716
0.85072809,53.969402,-53.947189,532.5694,10.027122,-32.655338,-20.527124,-26.418503,6.8418889,27.014822,31.898399,107.09969,94.73716
0.85075003,54.335796,-54.312931,532.80444,9.3245087,-31.74626,-20.517023,-25.378258,6.8315039,26.007435,31.900743,107.10275,94.742035
0.8507719,54.676975,-54.65345,533.04102,8.6207094,-30.840727,-20.502243,-24.340408,6.8165998,25.002457,31.90309,107.10559,94.74691
0.8507719,54.676975,-54.65345,533.04102,8.6207094,-30.840727,-20.502243,-24.340408,6.8165998,25.002457,31.90309,107.10559,94.74691
0.85079998,55.080383,-55.056023,533.12268,9.1834269,-31.151285,-20.363169,-24.702724,6.681448,25.349516,31.906099,107.10913,94.753166
0.85084999,55.704735,-55.678886,533.26093,10.169472,-31.708012,-20.14797,-25.348423,6.4721737,25.967936,31.911455,107.11568,94.764305
0.85089999,56.204716,-56.177387,533.38947,11.136739,-32.270473,-19.973843,-25.995043,6.3026166,26.587116,31.916811,107.12252,94.775444
0.85095,56.574177,-56.545372,533.50714,12.085448,-32.838818,-19.840631,-26.641727,6.1726184,27.206226,31.922167,107.12968,94.786583
0.85095876,56.625065,-56.596004,533.52655,12.249928,-32.939106,-19.821474,-26.755079,6.1538854,27.314732,31.923107,107.13097,94.788536
0.85095876,56.625065,-56.596004,533.52655,12.249928,-32.939106,-19.821474,-26.755079,6.1538854,27.314732,31.923107,107.13097,94.788536
0.85097814,56.722626,-56.692993,533.53442,11.599133,-33.160961,-20.811583,-26.45019,7.1098657,27.017984,31.925179,107.1338,94.792847
0.85097814,56.722626,-56.692993,533.53442,11.599133,-33.160961,-20.811583,-26.45019,7.1098657,27.017984,31.925179,107.1338,94.792847
0.85100001,56.80592,-56.775646,533.78088,10.861766,-32.268402,-20.802845,-25.407795,7.1007738,26.008524,31.927525,107.13686,94.797722
0.85100001,56.80592,-56.775646,533.78088,10.861766,-32.268402,-20.802845,-25.407795,7.1007738,26.008524,31.927525,107.13686,94.797722
0.85102481,56.861893,-56.830894,534.0603,10.025735,-31.26226,-20.787287,-24.230385,7.0850058,24.868416,31.93018,107.14006,94.803246
0.85102481,56.861893,-56.830894,534.0603,10.025735,-31.26226,-20.787287,-24.230385,7.0850058,24.868416,31.93018,107.14006,94.803246
0.85105002,56.878899,-56.847168,534.13458,10.493744,-31.563307,-20.745056,-24.559471,7.0434623,25.183697,31.93288,107.14321,94.808861
0.85110003,56.798279,-56.765095,534.2702,11.40851,-32.165157,-20.691835,-25.2106,6.9905787,25.807394,31.938238,107.14969,94.82
0.85114998,56.560997,-56.526367,534.38916,12.305807,-32.773613,-20.679029,-25.859108,6.9767456,26.428432,31.943596,107.15648,94.831146
0.85119998,56.161499,-56.125435,534.48993,13.185823,-33.38879,-20.706429,-26.504122,7.0017514,27.045963,31.948954,107.1636,94.842285
0.85121924,55.963745,-55.927135,534.52344,13.519339,-33.626926,-20.727596,-26.750799,7.021637,27.282085,31.951014,107.16641,94.846565
0.85121924,55.963745,-55.927135,534.52344,13.519339,-33.626926,-20.727596,-26.750799,7.021637,27.282085,31.951014,107.16641,94.846565
0.8512252,55.896584,-55.859802,534.59772,13.62314,-33.386639,-20.416121,-26.65366,6.7205553,27.187557,31.951656,107.1673,94.847908
0.8512252,55.896584,-55.859802,534.59772,13.62314,-33.386639,-20.416121,-26.65366,6.7205553,27.187557,31.951656,107.1673,94.847908
0.85124999,55.589634,-55.552143,534.8717,12.750416,-32.398296,-20.410086,-25.47423,6.7140279,26.045376,31.954313,107.17078,94.853432
0.85127479,55.234283,-55.196091,535.14404,11.876862,-31.414968,-20.398027,-24.29785,6.7016826,24.906261,31.956968,107.17398,94.858948
0.85127479,55.234283,-55.196091,535.14404,11.876862,-31.414968,-20.398027,-24.29785,6.7016826,24.906261,31.956968,107.17398,94.858948
0.85128081,55.140781,-55.102417,535.21869,11.980377,-31.177402,-20.08564,-24.20656,6.3997278,24.817442,31.957613,107.17471,94.860291
0.85128081,55.140781,-55.102417,535.21869,11.980377,-31.177402,-20.08564,-24.20656,6.3997278,24.817442,31.957613,107.17471,94.860291
0.8513,54.823811,-54.784904,535.26123,12.309844,-31.427532,-20.119341,-24.46121,6.4317684,25.061447,31.959671,107.17708,94.864571
0.85135001,53.872726,-53.832413,535.35516,13.156089,-32.083588,-20.23464,-25.120092,6.5417995,25.692661,31.965031,107.18346,94.875717
0.85140002,52.735809,-52.694096,535.42371,13.986035,-32.746895,-20.389587,-25.772532,6.6901035,26.31752,31.97039,107.19017,94.886856
0.85145003,51.408321,-51.365219,535.46503,14.799846,-33.417519,-20.583904,-26.417648,6.8764086,26.935173,31.97575,107.19721,94.898003
0.85147524,50.665051,-50.621254,535.47498,15.20417,-33.758507,-20.696737,-26.739914,6.9846826,27.243645,31.978453,107.20089,94.903625
0.85147524,50.665051,-50.621254,535.47498,15.20417,-33.758507,-20.696737,-26.739914,6.9846826,27.243645,31.978453,107.20089,94.903625
0.85149997,49.882427,-49.837948,535.72186,14.297052,-32.794907,-20.692533,-25.557919,6.9798951,26.09898,31.98111,107.20439,94.909149
0.85149997,49.882427,-49.837948,535.72186,14.297052,-32.794907,-20.692533,-25.557919,6.9798951,26.09898,31.98111,107.20439,94.909149
0.85151923,49.237053,-49.192051,535.91071,13.592756,-32.050713,-20.685102,-24.642742,6.9721556,25.212784,31.983171,107.20692,94.913437
0.85151923,49.237053,-49.192051,535.91071,13.592756,-32.050713,-20.685102,-24.642742,6.9721556,25.212784,31.983171,107.20692,94.913437
0.85154998,48.139214,-48.093372,535.92365,14.080893,-32.482151,-20.84054,-25.039646,7.1214113,25.592951,31.986469,107.21087,94.920296
0.85159999,46.187748,-46.140549,535.9176,14.861653,-33.189407,-21.124405,-25.676859,7.3941255,26.203119,31.991831,107.21755,94.931442
0.85165,44.025543,-43.977001,535.8761,15.62698,-33.904232,-21.446665,-26.303587,7.7038736,26.803036,31.997192,107.22457,94.942589
0.85169941,41.677837,-41.627983,535.79834,16.368202,-34.618038,-21.802486,-26.911713,8.0459929,27.384922,32.002491,107.23182,94.953606
0.85169941,41.677837,-41.627983,535.79834,16.368202,-34.618038,-21.802486,-26.911713,8.0459929,27.384922,32.002491,107.23182,94.953606
0.85170001,41.64851,-41.59864,535.80347,16.376965,-34.595581,-21.773924,-26.905035,8.0183811,27.378403,32.002552,107.23191,94.953743
0.8517257,40.338459,-40.28791,536.01666,16.756798,-33.6208,-20.533894,-26.621819,6.8196201,27.101864,32.00531,107.2357,94.959473
0.8517257,40.338459,-40.28791,536.01666,16.756798,-33.6208,-20.533894,-26.621819,6.8196201,27.101864,32.00531,107.2357,94.959473
0.8517257,40.338459,-40.28791,536.01666,16.756798,-33.6208,-20.533894,-26.621819,6.8196201,27.101864,32.00531,107.2357,94.959473
0.8517257,40.338459,-40.28791,536.01666,16.756798,-33.6208,-20.533894,-26.621819,6.8196201,27.101864,32.00531,107.2357,94.959473
0.85173076,40.072247,-40.021564,536.05688,16.831364,-33.429119,-20.289982,-26.567663,6.5838418,27.048971,32.005852,107.23644,94.960602
0.85173076,40.072247,-40.021564,536.05688,16.831364,-33.429119,-20.289982,-26.567663,6.5838418,27.048971,32.005852,107.23644,94.960602
0.8517397,39.596165,-39.545242,536.12732,16.492058,-33.091339,-20.29001,-26.141081,6.5836225,26.635855,32.006813,107.23772,94.962593
0.8517397,39.596165,-39.545242,536.12732,16.492058,-33.091339,-20.29001,-26.141081,6.5836225,26.635855,32.006813,107.23772,94.962593
0.85175002,39.039341,-38.988152,536.20721,16.102175,-32.704109,-20.289068,-25.651426,6.582428,26.161673,32.007915,107.23914,94.96489
0.85176921,37.969631,-37.917938,536.35345,15.372907,-31.982361,-20.284512,-24.737011,6.5774951,25.276209,32.009979,107.24166,94.969177
0.85176921,37.969631,-37.917938,536.35345,15.372907,-31.982361,-20.284512,-24.737011,6.5774951,25.276209,32.009979,107.24166,94.969177
0.85178614,36.997475,-36.945339,536.48102,15.621264,-31.349823,-19.470539,-24.57058,5.7906995,25.113636,32.011791,107.24378,94.972954
0.85178614,36.997475,-36.945339,536.48102,15.621264,-31.349823,-19.470539,-24.57058,5.7906995,25.113636,32.011791,107.24378,94.972954
0.85180002,36.181423,-36.128929,536.57996,15.823208,-30.834686,-18.807507,-24.439215,5.1498437,24.985275,32.013275,107.24548,94.976036
0.85180056,36.146191,-36.093678,536.58411,15.8318,-30.812752,-18.779274,-24.433704,5.1225553,24.979891,32.01334,107.24556,94.976173
0.85180056,36.146191,-36.093678,536.58411,15.8318,-30.812752,-18.779274,-24.433704,5.1225553,24.979891,32.01334,107.24556,94.976173
0.85184449,33.435394,-33.381744,536.47015,16.465126,-31.495655,-19.176302,-24.998634,5.5051379,25.521013,32.018047,107.25104,94.985962
0.85184449,33.435394,-33.381744,536.47015,16.465126,-31.495655,-19.176302,-24.998634,5.5051379,25.521013,32.018047,107.25104,94.985962
0.85184997,33.083427,-33.026997,536.45331,16.543917,-31.581892,-19.228233,-25.068844,5.5551791,25.588251,32.018639,107.25175,94.98719
0.85189998,29.883333,-29.56135,536.2746,17.250029,-32.367832,-19.719538,-25.69692,6.0286045,26.189596,32.024002,107.25835,94.998337
0.85194999,26.662428,-25.644314,536.04889,17.941595,-33.161369,-20.247595,-26.30933,6.5374317,26.775682,32.029366,107.26527,95.009491
0.85198075,24.668077,-23.00914,535.8866,18.359917,-33.653397,-20.590574,-26.677961,6.8679113,27.128336,32.032665,107.26971,95.016357
0.85198075,24.668077,-23.00914,535.8866,18.359917,-33.653397,-20.590574,-26.677961,6.8679113,27.128336,32.032665,107.26971,95.016357
0.852,23.413218,-21.273161,535.97723,17.608376,-32.95216,-20.591139,-25.759644,6.8679032,26.239023,32.034729,107.27242,95.020645
0.852,23.413218,-21.273161,535.97723,17.608376,-32.95216,-20.591139,-25.759644,6.8679032,26.239023,32.034729,107.27242,95.020645
0.85201496,22.429083,-19.872627,536.04449,17.023077,-32.408287,-20.589045,-25.04561,6.8654499,25.547586,32.036335,107.27441,95.023987
0.85201496,22.429083,-19.872627,536.04449,17.023077,-32.408287,-20.589045,-25.04561,6.8654499,25.547586,32.036335,107.27441,95.023987
0.85205001,20.11305,-16.437683,535.84021,17.493551,-32.983231,-20.99958,-25.460745,7.2610202,25.944862,32.040092,107.27903,95.031799
0.85210001,16.773699,-11.144989,535.50763,18.153194,-33.810509,-21.615923,-26.038025,7.8548722,26.497065,32.045456,107.2859,95.042953
0.85215002,13.391936,-5.3947949,535.12665,18.798624,-34.645203,-22.267277,-26.596302,8.482419,27.030796,32.050819,107.29307,95.054108
0.85217863,11.434738,-1.896112,534.88654,19.161791,-35.126423,-22.655769,-26.907045,8.8566904,27.32774,32.053894,107.29731,95.060493
0.85217863,11.434738,-1.896112,534.88654,19.161791,-35.126423,-22.655769,-26.907045,8.8566904,27.32774,32.053894,107.29731,95.060493
0.85219324,10.42907,-0.05349059,534.90643,19.345287,-34.607231,-22.01152,-26.80879,8.233777,27.231148,32.055458,107.29948,95.063751
0.85219324,10.42907,-0.05349059,534.90643,19.345287,-34.607231,-22.01152,-26.80879,8.233777,27.231148,32.055458,107.29948,95.063751
0.85219997,10.384768,-0.034157172,534.91406,19.430122,-34.366997,-21.713469,-26.764633,7.9456062,27.187717,32.056187,107.30049,95.065262
0.85223502,10.249153,-0.033144847,534.94415,19.865185,-33.131836,-20.181793,-26.550467,6.4648376,26.976845,32.059944,107.30559,95.073074
0.85223502,10.249153,-0.033144847,534.94415,19.865185,-33.131836,-20.181793,-26.550467,6.4648376,26.976845,32.059944,107.30559,95.073074
0.85224998,10.213382,-0.032710511,534.97339,19.263792,-32.606903,-20.18412,-25.835951,6.4666791,26.284897,32.06155,107.30769,95.076416
0.852265,10.190494,-0.032275453,535.0025,18.662611,-32.084076,-20.184225,-25.12253,6.4663754,25.594053,32.06316,107.30968,95.079758
0.852265,10.190494,-0.032275453,535.0025,18.662611,-32.084076,-20.184225,-25.12253,6.4663754,25.594053,32.06316,107.30968,95.079758
0.85229999,10.186957,-0.031255785,535.02655,19.093287,-30.870245,-18.667089,-24.947039,4.9998684,25.420773,32.066917,107.31416,95.08757
0.85232139,10.21877,-0.030631609,535.03424,19.353455,-30.135111,-17.748983,-24.851364,4.1125021,25.326075,32.06921,107.31684,95.092339
0.85232139,10.21877,-0.030631609,535.03424,19.353455,-30.135111,-17.748983,-24.851364,4.1125021,25.326075,32.06921,107.31684,95.092339
0.85235,10.304198,-0.029793344,534.80444,19.698486,-30.657524,-18.203936,-25.178558,4.5514998,25.639112,32.072281,107.32045,95.098732
0.8524,10.5747,-0.028323552,534.39288,20.290993,-31.576078,-19.024742,-25.732147,5.3434243,26.168493,32.077648,107.327,95.109886
0.85245001,10.994166,-0.026846772,533.96973,20.870831,-32.502525,-19.878418,-26.262453,6.1669335,26.675274,32.083015,107.33387,95.121048
0.852485,11.373248,-0.025808522,533.66724,21.269499,-33.156113,-20.495565,-26.619652,6.762197,27.016417,32.086773,107.33886,95.12886
0.852485,11.373248,-0.025808522,533.66724,21.269499,-33.156113,-20.495565,-26.619652,6.762197,27.016417,32.086773,107.33886,95.12886
0.85250002,11.55503,-0.025363367,533.7002,20.654387,-32.653114,-20.498896,-25.903563,6.7649899,26.322948,32.088383,107.34097,95.132202
0.85250002,11.55503,-0.025363367,533.7002,20.654387,-32.653114,-20.498896,-25.903563,6.7649899,26.322948,32.088383,107.34097,95.132202
0.85251206,11.70881,-0.025003836,533.72717,20.158401,-32.248898,-20.49996,-25.326668,6.7656746,25.764307,32.08968,107.34259,95.134903
0.85251206,11.70881,-0.025003836,533.72717,20.158401,-32.248898,-20.49996,-25.326668,6.7656746,25.764307,32.08968,107.34259,95.134903
0.85255003,12.238885,-0.023873705,533.41266,20.585064,-32.971092,-21.188375,-25.701241,7.4296079,26.122051,32.09375,107.34766,95.143364
0.85259998,13.050324,-0.022378152,532.99121,21.13732,-33.930759,-22.1238,-26.173281,8.3316488,26.572559,32.099117,107.35459,95.154526
0.85264999,13.983617,-0.020877078,532.56342,21.677935,-34.898769,-23.090034,-26.619831,9.2632599,26.998348,32.104485,107.36179,95.165688
0.85265714,14.126004,-0.020662952,532.50208,21.753965,-35.037266,-23.230061,-26.681297,9.3982592,27.056923,32.105247,107.36284,95.167274
0.85265714,14.126004,-0.020662952,532.50208,21.753965,-35.037266,-23.230061,-26.681297,9.3982592,27.056923,32.105247,107.36284,95.167274
0.8527,15.023232,-0.019370852,532.54053,22.208017,-33.640415,-21.548353,-26.571613,7.7720618,26.946112,32.109852,107.3691,95.176842
0.8527379,15.868619,-0.018225515,532.56476,22.604092,-32.420383,-20.082603,-26.500559,6.354917,26.873194,32.113922,107.37454,95.18531
0.8527379,15.868619,-0.018225515,532.56476,22.604092,-32.420383,-20.082603,-26.500559,6.354917,26.873194,32.113922,107.37454,95.18531
0.85275,16.147738,-0.017859848,532.60236,22.098104,-32.03442,-20.086754,-25.923531,6.3586054,26.314396,32.115223,107.37624,95.188011
0.8527621,16.431051,-0.017493922,532.64062,21.592419,-31.649891,-20.089455,-25.347212,6.3608923,25.75631,32.11652,107.37785,95.190704
0.8527621,16.431051,-0.017493922,532.64062,21.592419,-31.649891,-20.089455,-25.347212,6.3608923,25.75631,32.11652,107.37785,95.190704
0.85280001,17.347628,-0.016344437,532.67017,21.985813,-30.452967,-18.643644,-25.312365,4.963232,25.718557,32.12059,107.38278,95.199173
0.85284287,18.433485,-0.015041539,532.69415,22.425129,-29.116253,-17.032988,-25.301249,3.4064672,25.703201,32.125195,107.38828,95.208748
0.85284287,18.433485,-0.015041539,532.69415,22.425129,-29.116253,-17.032988,-25.301249,3.4064672,25.703201,32.125195,107.38828,95.208748
0.85285002,18.618708,-0.014824992,532.6463,22.497471,-29.26804,-17.192774,-25.366745,3.5607281,25.765709,32.125961,107.38919,95.210335
0.85290003,19.96578,-0.01330189,532.30908,23.000156,-30.339497,-18.331778,-25.810553,4.6602306,26.18902,32.131329,107.39574,95.221497
0.85294998,21.388727,-0.011775507,531.96991,23.493475,-31.420294,-19.499479,-26.225536,5.7872238,26.584398,32.1367,107.40255,95.232666
0.85298789,22.514021,-0.010616133,531.71198,23.861452,-32.24612,-20.403666,-26.520678,6.6597457,26.86528,32.14077,107.40788,95.241127
0.85298789,22.514021,-0.010616133,531.71198,23.861452,-32.24612,-20.403666,-26.520678,6.6597457,26.86528,32.14077,107.40788,95.241127
0.85299999,22.879755,-0.010246217,531.76575,23.347525,-31.880381,-20.408495,-25.94244,6.6640739,26.305315,32.142071,107.40957,95.243828
0.85299999,22.879755,-0.010246217,531.76575,23.347525,-31.880381,-20.408495,-25.94244,6.6640739,26.305315,32.142071,107.40957,95.243828
0.85301059,23.201813,-0.0099219959,531.81354,22.897566,-31.56114,-20.41153,-25.436403,6.6667104,25.815289,32.143208,107.411,95.246193
0.85301059,23.201813,-0.0099219959,531.81354,22.897566,-31.56114,-20.41153,-25.436403,6.6667104,25.815289,32.143208,107.411,95.246193
0.85304999,24.420973,-0.0087143993,531.56342,23.277439,-32.434723,-21.370119,-25.725256,7.5916028,26.090059,32.147442,107.41626,95.254997
0.8531,26.015387,-0.0071804319,531.24591,23.75178,-33.551716,-22.610422,-26.064747,8.7881126,26.412533,32.152813,107.42314,95.266159
0.85313517,27.164513,-0.0061011286,531.02289,24.080229,-34.342709,-23.498074,-26.285082,9.6442938,26.62149,32.156586,107.42812,95.27401
0.85313517,27.164513,-0.0061011286,531.02289,24.080229,-34.342709,-23.498074,-26.285082,9.6442938,26.62149,32.156586,107.42812,95.27401
0.85315001,27.655596,-0.0056446921,531.06085,24.217949,-33.905132,-22.987373,-26.296761,9.1503363,26.631115,32.158184,107.43024,95.277328
0.85320002,29.318876,-0.00410756,531.18396,24.677759,-32.448696,-21.292191,-26.359831,7.5109181,26.686462,32.163555,107.43733,95.288498
0.85323942,30.637959,-0.0028952393,531.27612,25.036289,-31.318535,-19.982031,-26.434959,6.244072,26.754633,32.167789,107.4429,95.297302
0.85323942,30.637959,-0.0028952393,531.27612,25.036289,-31.318535,-19.982031,-26.434959,6.244072,26.754633,32.167789,107.4429,95.297302
0.85325003,30.992908,-0.0025694144,531.34045,24.580313,-31.017551,-19.987549,-25.928944,6.2491236,26.264608,32.168926,107.44437,95.299667
0.85326058,31.347609,-0.0022435612,531.40552,24.124693,-30.717707,-19.991947,-25.42347,6.2530961,25.775127,32.170063,107.44578,95.302032
0.85326058,31.347609,-0.0022435612,531.40552,24.124693,-30.717707,-19.991947,-25.42347,6.2530961,25.775127,32.170063,107.44578,95.302032
0.85329998,32.667171,-0.0010306352,531.50885,24.48316,-29.611746,-18.70533,-25.531013,5.0091991,25.87476,32.174297,107.45093,95.310837
0.85334998,34.337776,0.00050839898,531.63434,24.933624,-28.231314,-17.106762,-25.698318,3.4639773,26.030954,32.179672,107.45747,95.322006
0.85336488,34.832489,0.00096564461,531.67047,25.066568,-27.82608,-16.639149,-25.754568,3.0120256,26.083673,32.181267,107.45941,95.325325
0.85336488,34.832489,0.00096564461,531.67047,25.066568,-27.82608,-16.639149,-25.754568,3.0120256,26.083673,32.181267,107.45941,95.325325
0.85339999,36.002045,0.0020473073,531.54028,25.37916,-28.706203,-17.658394,-25.967787,3.9961762,26.285803,32.185043,107.46407,95.333176
0.85345,37.663937,0.0035857107,531.3548,25.818954,-29.967548,-19.129118,-26.242439,5.4160213,26.545607,32.190418,107.47086,95.344345
0.8534894,38.968113,0.0047976957,531.20825,26.161665,-30.969419,-20.305075,-26.434927,6.5510941,26.727167,32.194653,107.47636,95.353149
0.8534894,38.968113,0.0047976957,531.20825,26.161665,-30.969419,-20.305075,-26.434927,6.5510941,26.727167,32.194653,107.47636,95.353149
0.85350001,39.316536,0.0051232292,531.29016,25.70153,-30.688129,-20.31114,-25.927879,6.5566645,26.236145,32.195793,107.47782,95.355515
0.85350001,39.316536,0.0051232292,531.29016,25.70153,-30.688129,-20.31114,-25.927879,6.5566645,26.236145,32.195793,107.47782,95.355515
0.8535105,39.660549,0.0054464308,531.37231,25.245028,-30.409941,-20.316055,-25.42491,6.5611238,25.749094,32.196922,107.47922,95.357864
0.8535105,39.660549,0.0054464308,531.37231,25.245028,-30.409941,-20.316055,-25.42491,6.5611238,25.749094,32.196922,107.47922,95.357864
0.85355002,40.942265,0.0066594835,531.24213,25.588825,-31.429699,-21.510036,-25.595667,7.7134175,25.909786,32.201164,107.48444,95.366692
0.85360003,42.543755,0.0081940955,531.07623,26.019697,-32.730942,-23.042116,-25.780758,9.1917505,26.083153,32.206539,107.4912,95.377861
0.85361296,42.954842,0.0085921781,531.03296,26.130764,-33.070576,-23.443462,-25.823076,9.5789709,26.122616,32.207935,107.49297,95.380768
0.85361296,42.954842,0.0085921781,531.03296,26.130764,-33.070576,-23.443462,-25.823076,9.5789709,26.122616,32.207935,107.49297,95.380768
0.85364997,44.109406,0.0097266845,531.20404,26.446314,-32.118313,-22.373451,-25.978302,8.5438547,26.268513,32.211914,107.49806,95.389038
0.85369998,45.618622,0.011256875,531.42993,26.870295,-30.854584,-20.961813,-26.214453,7.178462,26.491129,32.217289,107.50499,95.400215
0.8537395,46.765778,0.012463312,531.60394,27.203484,-29.874861,-19.874502,-26.421951,6.1269388,26.687191,32.221535,107.51049,95.409035
0.8537395,46.765778,0.012463312,531.60394,27.203484,-29.874861,-19.874502,-26.421951,6.1269388,26.687191,32.221535,107.51049,95.409035
0.85374999,47.063892,0.012784286,531.70172,26.743753,-29.616663,-19.881889,-25.919033,6.1338058,26.200169,32.222664,107.51194,95.411385
0.85376054,47.358341,0.013105121,531.80005,26.284496,-29.359608,-19.888172,-25.416641,6.1396046,25.713678,32.223797,107.51333,95.413734
0.85376054,47.358341,0.013105121,531.80005,26.284496,-29.359608,-19.888172,-25.416641,6.1396046,25.713678,32.223797,107.51333,95.413734
0.8538,48.4338,0.014308544,531.98505,26.620752,-28.40456,-18.82613,-25.651909,5.1126633,25.936693,32.228043,107.51849,95.422562
0.85385001,49.72559,0.015829273,532.21289,27.045071,-27.218287,-17.516621,-25.975025,3.8466418,26.243383,32.233418,107.5251,95.433739
0.85388702,50.628181,0.01695271,532.37665,27.35832,-26.356638,-16.572695,-26.231941,2.9342122,26.487495,32.237396,107.53007,95.442017
0.85388702,50.628181,0.01695271,532.37665,27.35832,-26.356638,-16.572695,-26.231941,2.9342122,26.487495,32.237396,107.53007,95.442017
