"Time","loadInertia.w","loadInertiaQS.w"
0,0,0
9.9999997e-05,1.0717275e-17,4.0968493e-14
0.00019999999,6.2616878e-17,8.1936987e-14
0.00030000001,1.9050458e-16,1.2290548e-13
0.00039999999,4.3549932e-16,1.6387397e-13
0.00050000002,8.6274011e-16,2.0484246e-13
0.00060000003,1.5251577e-15,2.4581097e-13
0.00069999998,2.4030405e-15,2.8677944e-13
0.00079999998,3.6014469e-15,3.2774795e-13
0.00089999998,5.120207e-15,3.6871645e-13
0.001,6.932481e-15,4.0968495e-13
0.0011,9.2082646e-15,4.5065346e-13
0.0012000001,1.1909928e-14,4.9162193e-13
0.0013,1.5013515e-14,5.3259046e-13
0.0014,1.8711759e-14,5.7355894e-13
0.0015,2.2928457e-14,6.1452742e-13
0.0016,2.7657511e-14,6.5549595e-13
0.0017,3.3036779e-14,6.9646442e-13
0.0018,3.9050201e-14,7.374329e-13
0.0019,4.5729571e-14,7.7840143e-13
0.0020000001,5.3106669e-14,8.1936991e-13
0.0020999999,6.1213275e-14,8.6033838e-13
0.0022,7.0085139e-14,9.0130692e-13
0.0023000001,7.9769111e-14,9.4227534e-13
0.0024000001,9.0289308e-14,9.8324387e-13
0.0024999999,1.0167939e-13,1.0242124e-12
0.0026,1.1397301e-13,1.0651808e-12
0.0027000001,1.2720382e-13,1.1061494e-12
0.0027999999,1.413819e-13,1.1471179e-12
0.0029,1.5651364e-13,1.1880863e-12
0.003,1.7265208e-13,1.2290548e-12
0.0031000001,1.8982653e-13,1.2700234e-12
0.0031999999,2.0806628e-13,1.3109918e-12
0.0033,2.2740067e-13,1.3519603e-12
0.0034,2.4780652e-13,1.3929287e-12
0.0035000001,2.6930118e-13,1.4338973e-12
0.0035999999,2.9193133e-13,1.4748658e-12
0.0037,3.1571997e-13,1.5158342e-12
0.0038000001,3.4069004e-13,1.5568028e-12
0.0038999999,3.6686458e-13,1.5977713e-12
0.0040000002,3.9418894e-13,1.6387397e-12
0.0041,4.2270625e-13,1.6797082e-12
0.0041999999,4.5244502e-13,1.7206768e-12
0.0043000001,4.8342146e-13,1.7616452e-12
0.0044,5.1565176e-13,1.8026137e-12
0.0044999998,5.4915041e-13,1.8435821e-12
0.0046000001,5.8385865e-13,1.8845507e-12
0.0046999999,6.198219e-13,1.9255192e-12
0.0048000002,6.570443e-13,1.9664877e-12
0.0049000001,6.9552892e-13,2.0074563e-12
0.0049999999,7.3527762e-13,2.0484248e-12
0.0051000002,7.7629092e-13,2.0893931e-12
0.0052,8.1856847e-13,2.1303616e-12
0.0052999998,8.6210856e-13,2.1713302e-12
0.0054000001,9.0690828e-13,2.2122987e-12
0.0055,9.5296362e-13,2.2532672e-12
0.0055999998,1.0002694e-12,2.2942358e-12
0.0057000001,1.0488132e-12,2.3352043e-12
0.0057999999,1.0985813e-12,2.3761726e-12
0.0059000002,1.1495709e-12,2.4171411e-12
0.0060000001,1.2017711e-12,2.4581097e-12
0.0060999999,1.2551697e-12,2.4990782e-12
0.0062000002,1.3097534e-12,2.5400467e-12
0.0063,1.3655076e-12,2.5810153e-12
0.0063999998,1.4224163e-12,2.6219838e-12
0.0065000001,1.4804626e-12,2.6629521e-12
0.0066,1.5396278e-12,2.7039206e-12
0.0066999998,1.5998926e-12,2.7448892e-12
0.0068000001,1.6612559e-12,2.7858577e-12
0.0068999999,1.7236828e-12,2.8268262e-12
0.0070000002,1.7871513e-12,2.8677948e-12
0.0071,1.8516375e-12,2.9087631e-12
0.0071999999,1.9171169e-12,2.9497316e-12
0.0073000002,1.9835639e-12,2.9907001e-12
0.0074,2.0509512e-12,3.0316687e-12
0.0074999998,2.1192512e-12,3.0726372e-12
0.0076000001,2.1884339e-12,3.1136055e-12
0.0077,2.258469e-12,3.154574e-12
0.0077999998,2.3293492e-12,3.1955426e-12
0.0078999996,2.4010498e-12,3.2365111e-12
0.0080000004,2.473522e-12,3.2774796e-12
0.0081000002,2.5467332e-12,3.3184482e-12
0.0082,2.6206494e-12,3.3594165e-12
0.0082999999,2.6952357e-12,3.400385e-12
0.0083999997,2.7704566e-12,3.4413535e-12
0.0085000005,2.8462751e-12,3.4823221e-12
0.0086000003,2.922653e-12,3.5232906e-12
0.0087000001,2.9995516e-12,3.5642589e-12
0.0088,3.076938e-12,3.6052274e-12
0.0088999998,3.154849e-12,3.6461962e-12
0.0089999996,3.2331887e-12,3.6871643e-12
0.0091000004,3.3119184e-12,3.7281328e-12
0.0092000002,3.3909991e-12,3.7691014e-12
0.0093,3.4703904e-12,3.8100699e-12
0.0093999999,3.5500515e-12,3.8510384e-12
0.0094999997,3.6299407e-12,3.8920069e-12
0.0096000005,3.7100158e-12,3.9329755e-12
0.0097000003,3.7902333e-12,3.973944e-12
0.0098000001,3.8705493e-12,4.0149125e-12
0.0098999999,3.9509919e-12,4.0558811e-12
0.0099999998,4.031513e-12,4.0968496e-12
0.0101,4.1120406e-12,4.1378177e-12
0.0102,4.1925339e-12,4.1787862e-12
0.0103,4.2729514e-12,4.2197548e-12
0.0104,4.3532508e-12,4.2607233e-12
0.0105,4.4333907e-12,4.3016918e-12
0.0106,4.5133285e-12,4.3426603e-12
0.0107,4.5930204e-12,4.3836289e-12
0.0108,4.6724243e-12,4.4245974e-12
0.0109,4.7515195e-12,4.4655659e-12
0.011,4.8303544e-12,4.5065345e-12
0.0111,4.9088147e-12,4.547503e-12
0.0112,4.9868621e-12,4.5884715e-12
0.0113,5.064458e-12,4.6294396e-12
0.0114,5.1415638e-12,4.6704082e-12
0.0115,5.2181419e-12,4.7113767e-12
0.0116,5.2941527e-12,4.7523452e-12
0.0117,5.3695585e-12,4.7933137e-12
0.0118,5.4443203e-12,4.8342823e-12
0.0119,5.5184e-12,4.8752508e-12
0.012,5.5918269e-12,4.9162193e-12
0.0121,5.6645465e-12,4.9571879e-12
0.0122,5.7365107e-12,4.9981564e-12
0.0123,5.8076881e-12,5.0391249e-12
0.0124,5.8780489e-12,5.0800935e-12
0.0125,5.9475628e-12,5.1210616e-12
0.0126,6.0162019e-12,5.1620301e-12
0.0127,6.0839385e-12,5.2029986e-12
0.0128,6.1507448e-12,5.2439672e-12
0.0129,6.2165949e-12,5.2849357e-12
0.013,6.2814723e-12,5.3259042e-12
0.0131,6.3453678e-12,5.3668727e-12
0.0132,6.4082463e-12,5.4078413e-12
0.0133,6.4700884e-12,5.4488098e-12
0.0134,6.5308748e-12,5.4897783e-12
0.0135,6.5905883e-12,5.5307469e-12
0.0136,6.6492133e-12,5.5717154e-12
0.0137,6.7067346e-12,5.6126839e-12
0.0138,6.7631395e-12,5.653652e-12
0.0139,6.8184161e-12,5.6946206e-12
0.014,6.8725537e-12,5.7355891e-12
0.0141,6.9255031e-12,5.7765576e-12
0.0142,6.9772747e-12,5.8175261e-12
0.0143,7.027864e-12,5.8584947e-12
0.0144,7.0772637e-12,5.8994632e-12
0.0145,7.1254673e-12,5.9404317e-12
0.0146,7.1724701e-12,5.9814003e-12
0.0147,7.2182677e-12,6.0223688e-12
0.0148,7.2628583e-12,6.0633373e-12
0.0149,7.3062407e-12,6.1043059e-12
0.015,7.348417e-12,6.145274e-12
0.0151,7.3893738e-12,6.1862425e-12
0.0152,7.4291016e-12,6.227211e-12
0.0153,7.4676177e-12,6.2681796e-12
0.0154,7.5049255e-12,6.3091481e-12
0.0155,7.541032e-12,6.3501166e-12
0.0156,7.5759425e-12,6.3910851e-12
0.015699999,7.6096646e-12,6.4320537e-12
0.015799999,7.6422072e-12,6.4730222e-12
0.015900001,7.6735823e-12,6.5139907e-12
0.016000001,7.7038003e-12,6.5549593e-12
0.016100001,7.732876e-12,6.5959278e-12
0.0162,7.7607937e-12,6.6368963e-12
0.0163,7.7875874e-12,6.6778644e-12
0.0164,7.8132726e-12,6.718833e-12
0.0165,7.8378649e-12,6.7598015e-12
0.0166,7.8613834e-12,6.80077e-12
0.0167,7.8838455e-12,6.8417385e-12
0.016799999,7.9052719e-12,6.8827071e-12
0.016899999,7.9256844e-12,6.9236756e-12
0.017000001,7.9451046e-12,6.9646441e-12
0.017100001,7.963556e-12,7.0056127e-12
0.017200001,7.981049e-12,7.0465812e-12
0.0173,7.9976026e-12,7.0875497e-12
0.0174,8.0132515e-12,7.1285183e-12
0.0175,8.0280236e-12,7.1694868e-12
0.0176,8.0419447e-12,7.2104549e-12
0.0177,8.0550427e-12,7.2514234e-12
0.0178,8.067348e-12,7.2923924e-12
0.017899999,8.0788883e-12,7.3333605e-12
0.017999999,8.0896956e-12,7.3743294e-12
0.018100001,8.0998021e-12,7.4152975e-12
0.018200001,8.1092364e-12,7.4562665e-12
0.018300001,8.118008e-12,7.4972346e-12
0.0184,8.1261673e-12,7.5382027e-12
0.0185,8.1337463e-12,7.5791717e-12
0.0186,8.1407806e-12,7.6201398e-12
0.0187,8.1473023e-12,7.6611087e-12
0.0188,8.1533478e-12,7.7020768e-12
0.0189,8.1589535e-12,7.7430458e-12
0.018999999,8.1641534e-12,7.7840139e-12
0.019099999,8.1689863e-12,7.8249828e-12
0.019200001,8.1734879e-12,7.8659509e-12
0.019300001,8.1776816e-12,7.9069199e-12
0.019400001,8.1816056e-12,7.947888e-12
0.0195,8.1853023e-12,7.9888561e-12
