"time","d_hyd","A_cross","eta","rho","Re_cir","Re_rec","vel_cir","vel_rec","input_mflow.y","input_p.y","IN_p.ports[1].m_flow","IN_p.ports[1].p","IN_p.ports[1].h_outflow","OUT_dp.ports[1].m_flow","OUT_dp.ports[1].p","OUT_dp.ports[1].h_outflow","OUT_mflow.ports[1].m_flow","OUT_mflow.ports[1].p","OUT_mflow.ports[1].h_outflow","IN_mflow.ports[1].m_flow","IN_mflow.ports[1].p","IN_mflow.ports[1].h_outflow","from_dp.port_b.m_flow","from_dp.port_b.p","from_dp.port_b.h_outflow","from_mflow.port_b.m_flow","from_mflow.port_b.p","from_mflow.port_b.h_outflow","input_p2.y","IN_p2.ports[1].m_flow","IN_p2.ports[1].p","IN_p2.ports[1].h_outflow","OUT_dp2.ports[1].m_flow","OUT_dp2.ports[1].p","OUT_dp2.ports[1].h_outflow","OUT_mflow2.ports[1].m_flow","OUT_mflow2.ports[1].p","OUT_mflow2.ports[1].h_outflow","IN_mflow2.ports[1].m_flow","IN_mflow2.ports[1].p","IN_mflow2.ports[1].h_outflow","from_dp2.port_b.m_flow","from_dp2.port_b.p","from_dp2.port_b.h_outflow","from_mflow2.port_b.m_flow","from_mflow2.port_b.p","from_mflow2.port_b.h_outflow","input_p3.y","IN_p3.ports[1].m_flow","IN_p3.ports[1].p","IN_p3.ports[1].h_outflow","OUT_dp3.ports[1].m_flow","OUT_dp3.ports[1].p","OUT_dp3.ports[1].h_outflow","OUT_mflow3.ports[1].m_flow","OUT_mflow3.ports[1].p","OUT_mflow3.ports[1].h_outflow","IN_mflow3.ports[1].m_flow","IN_mflow3.ports[1].p","IN_mflow3.ports[1].h_outflow","from_dp3.port_b.m_flow","from_dp3.port_b.p","from_dp3.port_b.h_outflow","from_mflow3.port_b.m_flow","from_mflow3.port_b.p","from_mflow3.port_b.h_outflow"
0,0.10000000000000001,0.0078539816339744835,0.001,1000,0,0,0,0,0,100000,0,100000,83680,0,100000,83680,0,100000,83680,0,100000,83680,0,100000,83680,0,100000,83680,100000,0,100000,83680,0,100000,83680,0,100000,83680,0,100000,83680,0,100000,83680,0,100000,83680,100000,0,100000,83680,0,100000,83680,0,100000,83680,0,100000,83680,0,100000,83680,0,100000,83680
0.0001,0.10000000000000001,0.0078539816339744835,0.001,1000,79.999994736211093,62.831848937625708,0.00079999994736211087,0.00062831848937625707,0.0062831848937625716,100000.00858128299,-0.0062831848966798855,100000.00858128299,83680,0.0062831848966798855,100000,83680,0.0062831848937625716,100000,83680,-0.0062831848937625716,100000.00858128299,83680,-0.0062831848966798855,100000,83680,-0.0062831848937625716,100000,83680,100000.00000000004,-0.0052063482333016501,100000.00000000004,83680,0.0052063482333016501,100000,83680,0.0062831848937625716,100000,83680,-0.0062831848937625716,100000.00000000004,83680,-0.0052063482333016501,100000,83680,-0.0062831848937625716,100000,83680,100000.00813092451,-0.0087849701681175091,100000.00813092451,83680,0.0087849701681175091,100000,83680,0.0062831848937625716,100000,83680,-0.0062831848937625716,100000.00813092451,83680,-0.0087849701681175091,100000,83680,-0.0062831848937625716,100000,83680
0.00020000000000000001,0.10000000000000001,0.0078539816339744835,0.001,1000,159.99995788969122,125.66367307023252,0.0015999995788969121,0.0012566367307023252,0.012566367307023254,100000.02860494898,-0.012566367306124156,100000.02860494898,83680,0.012566367306124156,100000,83680,0.012566367307023254,100000,83680,-0.012566367307023254,100000.02860494898,83680,-0.012566367306124156,100000,83680,-0.012566367307023254,100000,83680,100000.00000000016,-0.012596073946116528,100000.00000000016,83680,0.012596073946116528,100000,83680,0.012566367307023254,100000,83680,-0.012566367307023254,100000.00000000016,83680,-0.012596073946116528,100000,83680,-0.012566367307023254,100000,83680,100000.01645275867,-0.017385577713901212,100000.01645275867,83680,0.017385577713901212,100000,83680,0.012566367307023254,100000,83680,-0.012566367307023254,100000.01645275867,83680,-0.017385577713901212,100000,83680,-0.012566367307023254,100000,83680
0.00030000000000000003,0.10000000000000001,0.0078539816339744835,0.001,1000,239.99985787772189,188.49544759281133,0.0023999985787772188,0.0018849544759281132,0.018849544759281137,100000.05785107671,-0.018849544758685194,100000.05785107671,83680,0.018849544758685194,100000,83680,0.018849544759281137,100000,83680,-0.018849544759281137,100000.05785107671,83680,-0.018849544758685194,100000,83680,-0.018849544759281137,100000,83680,100000.00000000036,-0.018989295959472657,100000.00000000036,83680,0.018989295959472657,100000,83680,0.018849544759281137,100000,83680,-0.018849544759281137,100000.00000000036,83680,-0.018989295959472657,100000,83680,-0.018849544759281137,100000,83680,100000.02496549884,-0.025824171597382928,100000.02496549884,83680,0.025824171597382928,100000,83680,0.018849544759281137,100000,83680,-0.018849544759281137,100000.02496549884,83680,-0.025824171597382928,100000,83680,-0.018849544759281137,100000,83680
0.00040000000000000002,0.10000000000000001,0.0078539816339744835,0.001,1000,319.99966311760949,251.32714770037259,0.0031999966311760946,0.0025132714770037257,0.025132714770037264,100000.09535197313,-0.02513271476913297,100000.09535197313,83680,0.02513271476913297,100000,83680,0.025132714770037264,100000,83680,-0.025132714770037264,100000.09535197313,83680,-0.02513271476913297,100000,83680,-0.025132714770037264,100000,83680,100000.00000000064,-0.025192147892233056,100000.00000000064,83680,0.025192147892233056,100000,83680,0.025132714770037264,100000,83680,-0.025132714770037264,100000.00000000064,83680,-0.025192147892233056,100000,83680,-0.025132714770037264,100000,83680,100000.03366914112,-0.034119297807869715,100000.03366914112,83680,0.034119297807869715,100000,83680,0.025132714770037264,100000,83680,-0.025132714770037264,100000.03366914112,83680,-0.034119297807869715,100000,83680,-0.025132714770037264,100000,83680
0.00050000000000000001,0.10000000000000001,0.0078539816339744835,0.001,1000,399.999342026698,314.15874858795627,0.0039999934202669795,0.0031415874858795627,0.031415874858795635,100000.14049534344,-0.031415874859048051,100000.14049534344,83680,0.031415874859048051,100000,83680,0.031415874858795635,100000,83680,-0.031415874858795635,100000.14049534344,83680,-0.031415874859048051,100000,83680,-0.031415874858795635,100000,83680,100000.00000000099,-0.031317949198808169,100000.00000000099,83680,0.031317949198808169,100000,83680,0.031415874858795635,100000,83680,-0.031415874858795635,100000.00000000099,83680,-0.031317949198808169,100000,83680,-0.031415874858795635,100000,83680,100000.04256368126,-0.042286524188652932,100000.04256368126,83680,0.042286524188652932,100000,83680,0.031415874858795635,100000,83680,-0.031415874858795635,100000.04256368126,83680,-0.042286524188652932,100000,83680,-0.031415874858795635,100000,83680
0.00060000000000000006,0.10000000000000001,0.0078539816339744835,0.001,1000,479.99886302238099,376.99022545064133,0.0047999886302238096,0.0037699022545064128,0.037699022545064138,100000.19284092619,-0.037699022545593007,100000.19284092619,83680,0.037699022545593007,100000,83680,0.037699022545064138,100000,83680,-0.037699022545064138,100000.19284092619,83680,-0.037699022545593007,100000,83680,-0.037699022545064138,100000,83680,100000.00000000144,-0.037788221838349581,100000.00000000144,83680,0.037788221838349581,100000,83680,0.037699022545064138,100000,83680,-0.037699022545064138,100000.00000000144,83680,-0.037788221838349581,100000,83680,-0.037699022545064138,100000,83680,100000.05164911474,-0.050339050930070038,100000.05164911474,83680,0.050339050930070038,100000,83680,0.037699022545064138,100000,83680,-0.037699022545064138,100000.05164911474,83680,-0.050339050930070038,100000,83680,-0.037699022545064138,100000,83680
0.00069999999999999999,0.10000000000000001,0.0078539816339744835,0.001,1000,559.99819452211455,439.82155348355565,0.0055999819452211457,0.0043982155348355565,0.043982155348355575,100000.25204909343,-0.043982155506368914,100000.25204909343,83680,0.043982155506368914,100000,83680,0.043982155348355575,100000,83680,-0.043982155348355575,100000.25204909343,83680,-0.043982155506368914,100000,83680,-0.043982155348355575,100000,83680,100000.00000000195,-0.043963398585133782,100000.00000000195,83680,0.043963398585133782,100000,83680,0.043982155348355575,100000,83680,-0.043982155348355575,100000.00000000195,83680,-0.043963398585133782,100000,83680,-0.043982155348355575,100000,83680,100000.06092543672,-0.058288170583957633,100000.06092543672,83680,0.058288170583957633,100000,83680,0.043982155348355575,100000,83680,-0.043982155348355575,100000.06092543672,83680,-0.058288170583957633,100000,83680,-0.043982155348355575,100000,83680
0.00080000000000000004,0.10000000000000001,0.0078539816339744835,0.001,1000,639.99730494342964,502.65270788188616,0.0063999730494342958,0.0050265270788188614,0.050265270788188626,100000.31785824834,-0.050266403370031923,100000.31785824834,83680,0.050266403370031923,100000,83680,0.050265270788188626,100000,83680,-0.050265270788188626,100000.31785824834,83680,-0.050266403370031923,100000,83680,-0.050265270788188626,100000,83680,100000.00000000255,-0.050240954680968314,100000.00000000255,83680,0.050240954680968314,100000,83680,0.050265270788188626,100000,83680,-0.050265270788188626,100000.00000000255,83680,-0.050240954680968314,100000,83680,-0.050265270788188626,100000,83680,100000.07039264208,-0.066143620494567512,100000.07039264208,83680,0.066143620494567512,100000,83680,0.050265270788188626,100000,83680,-0.050265270788188626,100000.07039264208,83680,-0.066143620494567512,100000,83680,-0.050265270788188626,100000,83680
0.00090000000000000008,0.10000000000000001,0.0078539816339744835,0.001,1000,719.99616270394426,565.48366384088808,0.0071999616270394425,0.0056548366384088803,0.056548366384088819,100000.39019128191,-0.056563429246888446,100000.39019128191,83680,0.056563429246888446,100000,83680,0.056548366384088819,100000,83680,-0.056548366384088819,100000.39019128191,83680,-0.056563429246888446,100000,83680,-0.056548366384088819,100000,83680,100000.00000000323,-0.056586827495483681,100000.00000000323,83680,0.056586827495483681,100000,83680,0.056548366384088819,100000,83680,-0.056548366384088819,100000.00000000323,83680,-0.056586827495483681,100000,83680,-0.056548366384088819,100000,83680,100000.08005072539,-0.073913654050084127,100000.08005072539,83680,0.073913654050084127,100000,83680,0.056548366384088819,100000,83680,-0.056548366384088819,100000.08005072539,83680,-0.073913654050084127,100000,83680,-0.056548366384088819,100000,83680
