"time","V_flow[1]","V_flow[2]","V_flow[3]","a[1]","a[2]","a[3]","rho","input_mdot[1]","input_mdot[2]","input_mdot[3]","input_dp[1]","input_dp[2]","input_dp[3]","M_FLOW[1]","M_FLOW[2]","M_FLOW[3]","DP[1]","DP[2]","DP[3]","DP_plot[1]","DP_plot[2]","DP_plot[3]","input_DP.y"
0,0,0,0,15,30,45,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0001,0.0031888168317939984,0.0022548340057233383,0.0018410642562326747,15,30,45,1.2,0.003826580198152798,0.002705800806868006,0.0022092771074792095,0.0031250000000000002,0.0031250000000000002,0.0031250000000000002,0.003826580198152798,0.002705800806868006,0.0022092771074792095,0.0031250000000000002,0.0031250000000000002,0.0031250000000000002,0.0031250000000000002,0.0031250000000000002,0.0031250000000000002,0.0031250000000000002
0.00020000000000000001,0.0063738960388584082,0.0045070251116548542,0.003679970593821592,15,30,45,1.2,0.0076486752466300894,0.0054084301339858247,0.0044159647125859101,0.0062500000000000003,0.0062500000000000003,0.0062500000000000003,0.0076486752466300894,0.0054084301339858247,0.0044159647125859101,0.0062500000000000003,0.0062500000000000003,0.0062500000000000003,0.0062500000000000003,0.0062500000000000003,0.0062500000000000003,0.0062500000000000003
0.00030000000000000003,0.0095514999964636423,0.0067539304180027262,0.0055145610941229935,15,30,45,1.2,0.01146179999575637,0.0081047165016032707,0.0066174733129475919,0.0093750000000000014,0.0093750000000000014,0.0093750000000000014,0.01146179999575637,0.0081047165016032707,0.0066174733129475919,0.0093750000000000014,0.0093750000000000014,0.0093750000000000014,0.0093750000000000014,0.0093750000000000014,0.0093750000000000014,0.0093750000000000014
0.00040000000000000002,0.012717891079880108,0.0089929070249751258,0.007342677838493121,15,30,45,1.2,0.015261469295856129,0.01079148842997015,0.0088112134061917452,0.012500000000000001,0.012500000000000001,0.012500000000000001,0.015261469295856129,0.01079148842997015,0.0088112134061917452,0.012500000000000001,0.012500000000000001,0.012500000000000001,0.012500000000000001,0.012500000000000001,0.012500000000000001,0.012500000000000001
0.00050000000000000001,0.01586933166437822,0.011221312032780238,0.0091621629082882169,15,30,45,1.2,0.019043197997253864,0.013465574439336285,0.010994595489945859,0.015625,0.015625,0.015625,0.019043197997253864,0.013465574439336285,0.010994595489945859,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
0.00060000000000000006,0.019002084125228393,0.01343650254162624,0.010970858384864527,15,30,45,1.2,0.022802500950274071,0.016123803049951486,0.013165030061837432,0.018750000000000003,0.018750000000000003,0.018750000000000003,0.022802500950274071,0.016123803049951486,0.013165030061837432,0.018750000000000003,0.018750000000000003,0.018750000000000003,0.018750000000000003,0.018750000000000003,0.018750000000000003,0.018750000000000003
0.00069999999999999999,0.022112410837701022,0.015635835651721296,0.012766606349578286,15,30,45,1.2,0.026534893005241224,0.018763002782065556,0.015319927619493943,0.021874999999999999,0.021874999999999999,0.021874999999999999,0.026534893005241224,0.018763002782065556,0.015319927619493943,0.021874999999999999,0.021874999999999999,0.021874999999999999,0.021874999999999999,0.021874999999999999,0.021874999999999999,0.021874999999999999
0.00080000000000000004,0.025196574177066545,0.017816668463273604,0.014547248883785746,15,30,45,1.2,0.030235889012479852,0.021380002155928324,0.017456698660542894,0.025000000000000001,0.025000000000000001,0.025000000000000001,0.030235889012479852,0.021380002155928324,0.017456698660542894,0.025000000000000001,0.025000000000000001,0.025000000000000001,0.025000000000000001,0.025000000000000001,0.025000000000000001,0.025000000000000001
0.00090000000000000008,0.028250836518595356,0.019976358076491327,0.01631062806884314,15,30,45,1.2,0.033901003822314424,0.023971629691789592,0.019572753682611767,0.028125000000000004,0.028125000000000004,0.028125000000000004,0.033901003822314424,0.023971629691789592,0.019572753682611767,0.028125000000000004,0.028125000000000004,0.028125000000000004,0.028125000000000004,0.028125000000000004,0.028125000000000004,0.028125000000000004
