"time","reluctance.V_m","reluctance.Phi","permeance.V_m","permeance.Phi"
0,0,1,0,0
0.00020000000000000001,0,1,0,0
0.00040000000000000002,0,1,0,0
0.00060000000000000006,0,1,0,0
0.00080000000000000004,0,1,0,0
0.001,0,1,0,0
0.0012000000000000001,0,1,0,0
0.0014,0,1,0,0
0.0016000000000000001,0,1,0,0
0.0018000000000000002,0,1,0,0
0.002,0,1,0,0
0.0022000000000000001,0,1,0,0
0.0024000000000000002,0,1,0,0
0.0026000000000000003,0,1,0,0
0.0028,0,1,0,0
0.0030000000000000001,0,1,0,0
0.0032000000000000002,0,1,0,0
0.0034000000000000002,0,1,0,0
0.0036000000000000003,0,1,0,0
0.0038,0,1,0,0
0.0040000000000000001,0,1,0,0
0.0042000000000000006,0,1,0,0
0.0044000000000000003,0,1,0,0
0.0045999999999999999,0,1,0,0
0.0048000000000000004,0,1,0,0
0.0050000000000000001,0,1,0,0
0.0052000000000000006,0,1,0,0
0.0054000000000000003,0,1,0,0
0.0055999999999999999,0,1,0,0
0.0058000000000000005,0,1,0,0
0.0060000000000000001,0,1,0,0
0.0062000000000000006,0,1,0,0
0.0064000000000000003,0,1,0,0
0.0066,0,1,0,0
0.0068000000000000005,0,1,0,0
0.0070000000000000001,0,1,0,0
0.0072000000000000007,0,1,0,0
0.0074000000000000003,0,1,0,0
0.0076,0,1,0,0
0.0078000000000000005,0,1,0,0
0.0080000000000000002,0,1,0,0
0.0082000000000000007,0,1,0,0
0.0084000000000000012,0,1,0,0
0.0086,0,1,0,0
0.0088000000000000005,0,1,0,0
0.0090000000000000011,0,1,0,0
0.0091999999999999998,0,1,0,0
0.0094000000000000004,0,1,0,0
0.0096000000000000009,0,1,0,0
0.0097999999999999997,0,1,0,0
0.01,0,1,0,0
0.010200000000000001,0,1,0,0
0.010400000000000001,0,1,0,0
0.0106,0,1,0,0
0.010800000000000001,0,1,0,0
0.011000000000000001,0,1,0,0
0.0112,0,1,0,0
0.0114,0,1,0,0
0.011600000000000001,0,1,0,0
0.0118,0,1,0,0
0.012,0,1,0,0
0.012200000000000001,0,1,0,0
0.012400000000000001,0,1,0,0
0.0126,0,1,0,0
0.012800000000000001,0,1,0,0
0.013000000000000001,0,1,0,0
0.0132,0,1,0,0
0.0134,0,1,0,0
0.013600000000000001,0,1,0,0
0.013800000000000002,0,1,0,0
0.014,0,1,0,0
0.014200000000000001,0,1,0,0
0.014400000000000001,0,1,0,0
0.0146,0,1,0,0
0.014800000000000001,0,1,0,0
0.015000000000000001,0,1,0,0
0.0152,0,1,0,0
0.0154,0,1,0,0
0.015600000000000001,0,1,0,0
0.015800000000000002,0,1,0,0
0.016,0,1,0,0
0.016199999999999999,0,1,0,0
0.016400000000000001,0,1,0,0
0.0166,0,1,0,0
0.016800000000000002,0,1,0,0
0.017000000000000001,0,1,0,0
0.0172,0,1,0,0
0.017400000000000002,0,1,0,0
0.017600000000000001,0,1,0,0
0.0178,0,1,0,0
0.018000000000000002,0,1,0,0
0.018200000000000001,0,1,0,0
0.0184,0,1,0,0
0.018600000000000002,0,1,0,0
0.018800000000000001,0,1,0,0
0.019,0,1,0,0
0.019200000000000002,0,1,0,0
0.019400000000000001,0,1,0,0
0.019599999999999999,0,1,0,0
0.019800000000000002,0,1,0,0
0.02,0,1,0,0
0.020200000000000003,0,1,0,0
0.020400000000000001,0,1,0,0
0.0206,0,1,0,0
0.020800000000000003,0,1,0,0
0.021000000000000001,0,1,0,0
0.0212,0,1,0,0
0.021400000000000002,0,1,0,0
0.021600000000000001,0,1,0,0
0.0218,0,1,0,0
0.022000000000000002,0,1,0,0
0.022200000000000001,0,1,0,0
0.0224,0,1,0,0
0.022600000000000002,0,1,0,0
0.022800000000000001,0,1,0,0
0.023,0,1,0,0
0.023200000000000002,0,1,0,0
0.023400000000000001,0,1,0,0
0.023599999999999999,0,1,0,0
0.023800000000000002,0,1,0,0
0.024,0,1,0,0
0.024200000000000003,0,1,0,0
0.024400000000000002,0,1,0,0
0.0246,0,1,0,0
0.024800000000000003,0,1,0,0
0.025000000000000001,0,1,0,0
0.0252,0,1,0,0
0.025400000000000002,0,1,0,0
0.025600000000000001,0,1,0,0
0.0258,0,1,0,0
0.026000000000000002,0,1,0,0
0.026200000000000001,0,1,0,0
0.0264,0,1,0,0
0.026600000000000002,0,1,0,0
0.026800000000000001,0,1,0,0
0.027,0,1,0,0
