"time","Tmix1_1.T","Tmix1_2.T","Tmix2.T","Tdiff","volume1_1.medium.h","volume1_2.medium.h","volume2_1.medium.h","volume2_2.medium.h"
0,296.99452245058563,308.95067832180797,308.95067832180797,0,100000,150000,100000,150000
0.0030000000000000001,297.33712205858336,308.23572064282251,308.23572064282251,0,101433.10532298502,147010.60480654871,101433.10532298502,147010.60480654871
0.0060000000000000001,297.64898230257126,307.54238236558712,307.54238236558712,0,102737.6017407124,144111.5696528813,102737.6017407124,144111.5696528813
0.0090000000000000011,297.93153113240572,306.8700230760233,306.8700230760233,0,103919.46963851916,141300.2148199857,103919.46963851916,141300.2148199857
0.012,298.18618899471409,306.21800226514227,306.21800226514227,0,104984.65674128315,138573.86090762535,104984.65674128315,138573.86090762535
0.014999999999999999,298.4143203407387,305.58570090262975,305.58570090262975,0,105938.87545502521,135929.91893388945,105938.87545502521,135929.91893388945
0.018000000000000002,298.61732538930841,304.97248002972066,304.97248002972066,0,106787.986844899,133365.71709720453,106787.986844899,133365.71709720453
0.021000000000000001,298.7965037474608,304.3777413867486,304.3777413867486,0,107537.43032958434,130878.75420323433,107537.43032958434,130878.75420323433
0.024,298.95308786011736,303.80091267953611,303.80091267953611,0,108192.36372136131,128466.63798954111,108192.36372136131,128466.63798954111
0.027,299.08825960728353,303.24144058259532,303.24144058259532,0,108757.73275227928,126127.0558069336,108757.73275227928,126127.0558069336
0.029999999999999999,299.20315174563626,302.69878972731277,302.69878972731277,0,109238.2771928726,123857.77033418136,109238.2771928726,123857.77033418136
0.033000000000000002,299.29884202369493,302.17244568675454,302.17244568675454,0,109638.50631516424,121656.63201323021,109638.50631516424,121656.63201323021
0.036000000000000004,299.37634975475959,301.66191607387992,301.66191607387992,0,109962.68462516952,119521.58360259669,109962.68462516952,119521.58360259669
0.039,299.43667687273859,301.1667135250305,301.1667135250305,0,110215.00363599818,117450.58897845408,110215.00363599818,117450.58897845408
0.042000000000000003,299.48076623739138,300.68637311738956,300.68637311738956,0,110399.40752593482,115441.70594314492,110399.40752593482,115441.70594314492
0.044999999999999998,299.50953164393371,300.22044021143216,300.22044021143216,0,110519.71869554224,113493.03535479899,110519.71869554224,113493.03535479899
0.048000000000000001,299.52384204602384,299.76847671265665,299.76847671265665,0,110579.57181555359,111602.74729181017,110579.57181555359,111602.74729181017
0.051000000000000004,299.52453185946769,299.33005730696954,299.33005730696954,0,110582.45695259354,109769.06528886053,110582.45695259354,109769.06528886053
0.053999999999999999,299.51239711448858,298.90477079353303,298.90477079353303,0,110531.70350223928,107990.27189481513,110531.70350223928,107990.27189481513
0.057000000000000002,299.48819856786844,298.49221908296118,298.49221908296118,0,110430.49322799312,106264.7044690116,110430.49322799312,106264.7044690116
0.059999999999999998,299.45266479657022,298.09201604682136,298.09201604682136,0,110281.87321964603,104590.75035754862,110281.87321964603,104590.75035754862
0.063,299.40648864226824,297.70378879750825,297.70378879750825,0,110088.74103909355,102966.85223717071,110088.74103909355,102966.85223717071
0.066000000000000003,299.350335615245,297.32717478874309,297.32717478874309,0,109853.87988389106,101391.49597954348,109853.87988389106,101391.49597954348
0.069000000000000006,299.28483896504162,296.96182350832959,296.96182350832959,0,109579.93798245638,99863.217725475639,109579.93798245638,99863.217725475639
0.072000000000000008,299.21060426848322,296.60739490307634,296.60739490307634,0,109269.4477940308,98380.597291694605,109269.4477940308,98380.597291694605
0.074999999999999997,299.12820899924594,296.26355965018064,296.26355965018064,0,108924.82421737359,96942.259302363149,108924.82421737359,96942.259302363149
0.078,299.03820411654709,295.92999859007767,295.92999859007767,0,108548.37124318688,95546.870814060079,108548.37124318688,95546.870814060079
0.081000000000000003,298.94111663871576,295.6064017144667,295.6064017144667,0,108142.29272485082,94193.13708061348,108142.29272485082,94193.13708061348
0.084000000000000005,298.83744938925093,295.29246842117647,295.29246842117647,0,107708.6913219407,92879.802618199741,107708.6913219407,92879.802618199741
0.087000000000000008,298.72767735094811,294.98790904065464,294.98790904065464,0,107249.55325544624,91605.657591357143,107249.55325544624,91605.657591357143
0.089999999999999997,298.61225838452646,294.69244062920728,294.69244062920728,0,106766.7931437736,90369.520214316988,106766.7931437736,90369.520214316988
0.092999999999999999,298.491627784223,294.40578923457969,294.40578923457969,0,106262.23123424286,89170.246229656113,106262.23123424286,89170.246229656113
0.096000000000000002,298.366197929929,294.12769005130843,294.12769005130843,0,105737.59195057397,88006.729559735395,105737.59195057397,88006.729559735395
0.099000000000000005,298.23635978222848,293.85788691636782,293.85788691636782,0,105194.51014809457,86877.900198490635,105194.51014809457,86877.900198490635
0.10200000000000001,298.10248944708729,293.59612989114027,293.59612989114027,0,104634.55857394978,85782.714096506097,104634.55857394978,85782.714096506097
0.105,297.96494357000785,293.34217706008332,293.34217706008332,0,104059.22860350013,84720.16068835686,104059.22860350013,84720.16068835686
0.108,297.82405652996857,293.09579539548844,293.09579539548844,0,103469.91850363192,83689.266513454029,103469.91850363192,83689.266513454029
0.111,297.68015080254276,292.85675735709816,292.85675735709816,0,102867.97678047611,82689.08099110311,102867.97678047611,82689.08099110311
0.114,297.53353163082198,292.62484266315579,292.62484266315579,0,102254.67988930666,81718.683833166811,102254.67988930666,81718.683833166811
0.11700000000000001,297.38448795427195,292.39983791489209,292.39983791489209,0,101631.23611975831,80777.183475630009,101631.23611975831,80777.183475630009
0.12,297.23329275221062,292.18153645548529,292.18153645548529,0,100998.78703226212,79863.716491278261,100998.78703226212,79863.716491278261
0.123,297.08020741476929,291.9697372017626,291.9697372017626,0,100358.42574139185,78977.442703823792,100358.42574139185,78977.442703823792
0.126,296.92547937549335,291.76424520548568,291.76424520548568,0,99711.187012749244,78117.547539250445,99711.187012749244,78117.547539250445
0.129,296.76934003162427,291.56487222909044,291.56487222909044,0,99058.038562449205,77283.244437954403,99058.038562449205,77283.244437954403
0.13200000000000001,296.61201141842008,291.37143484532902,291.37143484532902,0,98399.908975505008,76473.766905340395,98399.908975505008,76473.766905340395
0.13500000000000001,296.45370386100643,291.18375506816284,291.18375506816284,0,97737.677882684075,75688.371154476146,97737.677882684075,75688.371154476146
