"time","meanCurrent.x","meanVoltage.x","meanCurrent.y","meanVoltage.y","chopperStepDown.vDC1","chopperStepDown.iDC1","chopperStepDown.vDC2","chopperStepDown.iDC2"
0,0,0,0,0,60,0.00030000000000000008,30,0
5.0000000000000004e-06,5.9256395143606247e-06,5.925639514360622e-05,0,0,60,0.00048264038811147183,11.735961188852821,-0.00036528077622294345
1.0000000000000001e-05,1.1705018797227166e-05,0.00011705018797227162,0,0,60,0.00048556241514627845,11.443758485372165,-0.00037112483029255662
1.5000000000000002e-05,1.7341749199806108e-05,0.00017341749199806106,0,0,60,0.00048838941107017919,11.161058892982092,-0.0003767788221403581
2.0000000000000002e-05,2.2839347600765885e-05,0.00022839347600765885,0,0,60,0.00049114445142106188,10.885554857893815,-0.00038228890284212365
2.5000000000000001e-05,2.8201254021369741e-05,0.00028201254021369739,0,0,60,0.00049383062313525456,10.616937686474559,-0.00038766124627050873
3.0000000000000004e-05,3.3430822775676966e-05,0.00033430822775676956,0,0,60,0.0004964510427991482,10.354895720085189,-0.00039290208559829612
3.5000000000000004e-05,3.8531322915175388e-05,0.00038531322915175375,0,0,60,0.0004990067370112929,10.099326298870722,-0.00039801347402258547
4.0000000000000003e-05,4.3505943125754066e-05,0.00043505943125754054,0,0,60,0.0005014992435784484,9.8500756421551703,-0.00040299848715689664
4.5000000000000003e-05,4.8357797788892231e-05,0.00048357797788892224,0,0,60,0.00050393029109786021,9.6069708902139936,-0.00040786058219572003
5.0000000000000002e-05,5.308991138597425e-05,0.00053089911385974242,0,0,60,0.00050630122727477747,9.3698772725222685,-0.0004126024545495546
5.5000000000000002e-05,5.7705240019663301e-05,0.00057705240019663288,0,0,60,0.00050861360763053171,9.138639236946851,-0.00041722721526106298
6.0000000000000008e-05,6.2206667677452504e-05,0.00062206667677452499,0,0,60,0.00051086893359308895,8.9131066406911081,-0.00042173786718617768
6.5000000000000008e-05,6.6597007357982062e-05,0.00066597007357982062,0,0,60,0.0005130685554104572,8.6931444589542863,-0.00042613711082091428
7.0000000000000007e-05,7.0879000173351618e-05,0.00070879000173351616,0,0,60,0.00051521384042778448,8.4786159572215638,-0.00043042768085556864
7.5000000000000007e-05,7.505532329281856e-05,0.00075055323292818569,0,0,60,0.00051730615056347091,8.2693849436529288,-0.00043461230112694127
8.0000000000000007e-05,7.9128586255245798e-05,0.00079128586255245771,0,0,60,0.00051934679023477059,8.0653209765229477,-0.00043869358046954096
8.5000000000000006e-05,8.3101333433940156e-05,0.00083101333433940156,0,0,60,0.00052133704044718919,7.8662959552810827,-0.00044267408089437838
9.0000000000000006e-05,8.6976047645832716e-05,0.00086976047645832702,0,0,60,0.00052327814134932391,7.6721858650676236,-0.00044655628269864745
9.5000000000000005e-05,9.0755148994812725e-05,0.00090755148994812725,0,0,60,0.00052517130420766985,7.4828695792330224,-0.00045034260841533944
0.0001,9.4440999485928846e-05,0.00094440999485928827,0,0,60,0.00052701771636345473,7.2982283636545375,-0.0004540354327269092
