"time","capacitor3a.T","capacitor3b.T","directCapacity.heatCapacitor.T"
0,293.14999999999998,293.14999999999998,293.14999999999998
0.00050000000000000001,293.15142541847848,293.15000129833641,293.15047600505039
0.001,293.15569118514901,293.15001035963928,293.15190396814256
0.0015,293.16277695482955,293.15003717666212,293.15428376938462
0.002,293.17268128099863,293.15008245782815,293.15761539888501
0.0025000000000000001,293.18535502223767,293.15016977883681,293.16189819330378
0.0030000000000000001,293.20080720970611,293.15029480618011,293.16713227402209
0.0035000000000000001,293.21904128454781,293.15045588866087,293.17331768728985
0.0040000000000000001,293.24005724676283,293.15065302627903,293.180454433107
0.0045000000000000005,293.2637822686961,293.15092011693798,293.18854083419069
0.0050000000000000001,293.29023878312523,293.15124671921774,293.19757740718688
0.0054999999999999997,293.31944047878153,293.15162646164737,293.20756446735874
0.0060000000000000001,293.35138735566494,293.15205934422687,293.21850201470625
0.0065000000000000006,293.38599097002401,293.1525855179645,293.23038733531769
0.0070000000000000001,293.42325997928486,293.15320105262907,293.24322069484765
0.0074999999999999997,293.46322258127958,293.15389314718755,293.25700295855154
0.0080000000000000002,293.50587877600799,293.15466180163997,293.27173412642935
0.0085000000000000006,293.5511504069529,293.15554128318655,293.28741099110869
0.0090000000000000011,293.59902365503228,293.15653765071096,293.30403298548475
0.0094999999999999998,293.64953674162211,293.15763414630754,293.32160167807911
0.01,293.70268966672256,293.15883076997636,293.3401170688918
0.010500000000000001,293.75843933126907,293.16014536156575,293.35957668480023
0.010999999999999999,293.81674438903053,293.16159503537995,293.37997815326349
0.0115,293.87761998131776,293.16317352402791,293.40132234312455
0.012,293.94105376987477,293.16488593464175,293.42360854638605
0.012500000000000001,294.00703341644527,293.16673737435372,293.44683605505088
0.013000000000000001,294.07554658277326,293.16873295029592,293.4710041611217
0.0135,294.14658093060245,293.17087776960074,293.49611215660127
0.014,294.2201241216768,293.17317693940021,293.52215933349243
0.014500000000000001,294.2961543888548,293.17563818144447,293.54914358391454
0.014999999999999999,294.37464174944398,293.17827149564516,293.57706158024479
0.0155,294.45558789397757,293.18107809896929,293.60591469730542
0.016,294.53897888475564,293.18406354207275,293.63570198963373
0.016500000000000001,294.62480078407788,293.18723337561147,293.66642251176694
0.017000000000000001,294.7130396542442,293.19059315024151,293.69807531824245
0.017500000000000002,294.80368155755451,293.19414841661876,293.73065946359736
0.018000000000000002,294.8967125563085,293.19790472539927,293.76417400236903
0.018499999999999999,294.99211808643292,293.20186667231235,293.79861714368587
0.019,295.08987991433469,293.20603325878363,293.83398214396738
0.0195,295.18998716476477,293.21041470427673,293.87027219110615
0.02,295.29242570066464,293.21501625551912,293.9074860705677
0.020500000000000001,295.39718138497557,293.21984315923839,293.94562256781751
0.021000000000000001,295.50424008063914,293.22490066216187,293.98468046832096
0.021500000000000002,295.61358765059663,293.23019401101698,294.02465855754349
0.021999999999999999,295.7252099577895,293.23572845253119,294.06555562095065
0.022499999999999999,295.8390928651591,293.241509233432,294.10737044400764
0.023,295.95522212678821,293.24753017659287,294.15009415999134
0.0235,296.07358366927542,293.25380320904338,294.19373002912073
0.024,296.19416335651346,293.26033367736017,294.23827690374458
0.024500000000000001,296.31694704707854,293.26712637017619,294.28373326247697
0.025000000000000001,296.44192059954685,293.27418607612469,294.33009758393212
0.025500000000000002,296.56906987249454,293.28151758383871,294.37736834672404
0.026000000000000002,296.69838072449789,293.28912568195119,294.42554402946683
0.026499999999999999,296.82983901413309,293.29701515909534,294.47462311077464
0.027,296.96342942342073,293.3051827409771,294.52459830179168
0.0275,297.09913811764699,293.31363531811036,294.57546958462257
