"Time","smpm.is[1]","smpm.is[2]","smpm.idq_sr[1]","smpm.idq_sr[2]","inertiaLoad.phi","inertiaLoad.w"
0.00105,5.0764461,-88.288673,-27.259945,-95.325005,0.16487928,156.93256
0.0011,5.6846943,-91.407295,-29.280598,-98.149376,0.17272559,156.91991
0.00115,6.3345366,-94.44014,-31.313951,-100.83262,0.18057126,156.90691
0.0012000001,7.0267487,-97.388557,-33.354187,-103.37769,0.18841627,156.89355
0.00125,7.7620606,-100.25384,-35.395672,-105.78764,0.19626062,156.87988
0.0013,8.5411596,-103.03722,-37.432964,-108.0657,0.20410426,156.86589
0.00135,9.3646889,-105.73991,-39.460815,-110.21519,0.21194719,156.85162
0.0014,10.23325,-108.36307,-41.474167,-112.23958,0.21978942,156.83708
0.00145,11.147402,-110.90782,-43.468155,-114.14243,0.2276309,156.82228
0.0015,12.107666,-113.37526,-45.438114,-115.92741,0.23547164,156.80725
0.00155,13.11452,-115.76641,-47.37957,-117.5983,0.24331161,156.79198
0.0016,14.168406,-118.08231,-49.288242,-119.15897,0.25115085,156.7765
0.00165,15.269728,-120.32392,-51.160049,-120.61337,0.25898927,156.76082
0.0017,16.418852,-122.4922,-52.9911,-121.96556,0.2668269,156.74496
0.0017500001,17.616106,-124.58805,-54.777714,-123.21964,0.27466375,156.72894
0.0018,18.861786,-126.61237,-56.516388,-124.37981,0.28249979,156.71275
0.00185,20.156153,-128.56602,-58.203823,-125.45033,0.29033503,156.69641
0.0019,21.49943,-130.44983,-59.836926,-126.43549,0.29816943,156.67995
0.0019499999,22.891809,-132.2646,-61.412785,-127.33966,0.30600303,156.66336
0.0020000001,24.333452,-134.01112,-62.928688,-128.16727,0.31383577,156.64665
0.00205,25.824484,-135.69016,-64.382118,-128.92276,0.3216677,156.62985
0.0020999999,27.365,-137.30244,-65.77076,-129.61061,0.32949877,156.61295
0.0021500001,28.955067,-138.84869,-67.092476,-130.23537,0.33732897,156.59596
0.0022,30.594721,-140.32959,-68.345329,-130.80153,0.34515837,156.5789
0.0022499999,32.283966,-141.74583,-69.52758,-131.31369,0.35298687,156.56177
0.0023000001,34.022778,-143.09808,-70.637665,-131.7764,0.36081454,156.54457
0.00235,35.811104,-144.38698,-71.674225,-132.19424,0.36864132,156.52731
0.0024000001,37.648872,-145.61314,-72.636078,-132.57179,0.37646726,156.50999
0.00245,39.535969,-146.77719,-73.522217,-132.91364,0.38429233,156.49265
0.0024999999,41.47226,-147.87971,-74.331848,-133.22432,0.39211652,156.47525
0.0025500001,43.457592,-148.9213,-75.064331,-133.50841,0.39993986,156.45781
0.0026,45.491779,-149.90253,-75.719231,-133.77042,0.40776232,156.44034
0.0026499999,47.574608,-150.82394,-76.296265,-134.01485,0.41558388,156.42284
0.0027000001,49.705849,-151.68611,-76.795341,-134.24617,0.42340457,156.4053
0.00275,51.885239,-152.48956,-77.216545,-134.46883,0.43122441,156.38773
0.0027999999,54.112495,-153.23483,-77.560127,-134.68721,0.43904337,156.37013
0.00285,56.387321,-153.92242,-77.826508,-134.90565,0.44686142,156.35251
0.0029,58.709381,-154.55286,-78.016266,-135.12846,0.45467862,156.33485
0.0029500001,61.078327,-155.12662,-78.130157,-135.35986,0.46249491,156.31718
0.003,63.49379,-155.64423,-78.169098,-135.60406,0.47031033,156.29947
0.0030499999,65.955376,-156.10617,-78.13414,-135.86514,0.47812486,156.28172
0.0031000001,68.462669,-156.51291,-78.02652,-136.14717,0.48593849,156.26395
0.00315,71.015236,-156.86493,-77.84761,-136.45409,0.49375126,156.24612
0.0031999999,73.612625,-157.16272,-77.598923,-136.78981,0.50156313,156.22826
0.0032500001,76.254364,-157.40672,-77.282127,-137.15813,0.50937408,156.21036
0.0033,78.939957,-157.59741,-76.89904,-137.56276,0.51718414,156.1924
0.0033499999,81.668892,-157.73524,-76.451599,-138.00735,0.5249933,156.17438
0.0034,84.440643,-157.82066,-75.941879,-138.49541,0.53280157,156.15631
0.00345,87.254662,-157.85416,-75.372093,-139.0304,0.54060894,156.13817
0.0035000001,90.110374,-157.83614,-74.744576,-139.61562,0.54841542,156.11995
0.00355,93.00721,-157.76706,-74.061783,-140.25432,0.55622095,156.10165
0.0035999999,95.944565,-157.64738,-73.326286,-140.94962,0.56402558,156.08327
0.0036500001,98.921822,-157.47755,-72.540771,-141.7045,0.57182926,156.06479
0.0037,101.93835,-157.25801,-71.708046,-142.52185,0.57963204,156.04622
0.0037499999,104.9935,-156.9892,-70.831001,-143.40446,0.58743387,156.02753
0.0038000001,108.08662,-156.67155,-69.912643,-144.35495,0.59523481,156.00871
0.00385,111.21702,-156.30553,-68.95607,-145.37585,0.60303473,155.98978
0.0038999999,114.384,-155.89156,-67.964478,-146.46957,0.61083376,155.9707
0.0039499998,117.58688,-155.43008,-66.941147,-147.63835,0.61863184,155.95148
0.0040000002,120.82491,-154.92157,-65.889427,-148.88432,0.6264289,155.9321
0.0040500001,124.09738,-154.36644,-64.812759,-150.20949,0.63422501,155.91254
0.0041,127.40353,-153.76515,-63.714664,-151.61571,0.64202017,155.89281
0.0041499999,130.7426,-153.11816,-62.598709,-153.10469,0.64981431,155.87289
0.0041999999,134.11382,-152.4259,-61.46854,-154.67802,0.65760744,155.85277
0.0042500002,137.5164,-151.68884,-60.327854,-156.33714,0.66539955,155.83244
0.0043000001,140.94955,-150.90742,-59.180412,-158.08333,0.67319071,155.81189
0.0043500001,144.41246,-150.08212,-58.030006,-159.91774,0.68098074,155.79111
0.0044,147.90431,-149.21338,-56.880482,-161.84138,0.68876982,155.77008
0.0044146469,148.93257,-148.95073,-56.544472,-162.42191,0.6910513,155.76387
0.0044146469,148.93257,-148.95073,-56.544472,-162.42191,0.6910513,155.76387
0.0044499999,149.8578,-149.84167,-58.653057,-162.78741,0.69655776,155.74883
0.0044999998,151.09102,-151.0742,-61.683907,-163.18611,0.70434469,155.72752
0.0045500002,152.26427,-152.24677,-64.715431,-163.4653,0.71213055,155.70616
0.0046000001,153.37785,-153.35966,-67.74379,-163.62584,0.71991527,155.68478
0.00465,154.43208,-154.41322,-70.76516,-163.66867,0.72769898,155.66339
0.0046624145,154.68468,-154.66565,-71.513802,-163.66119,0.72963142,155.65808
0.0046624145,154.68468,-154.66565,-71.513802,-163.66119,0.72963142,155.65808
0.0046999999,155.43736,-155.39749,-73.757195,-163.60312,0.73548162,155.642
0.0047499998,156.41806,-156.28766,-76.671829,-163.45154,0.74326319,155.62061
0.0048000002,157.37454,-157.08228,-79.504715,-163.218,0.75104368,155.59926
0.0048500001,158.30617,-157.78105,-82.253593,-162.9059,0.7588231,155.57794
0.0049000001,159.21227,-158.38368,-84.916367,-162.51859,0.7666015,155.55667
0.00495,160.09222,-158.88994,-87.491035,-162.05957,0.77437878,155.53545
0.0049999999,160.94542,-159.29962,-89.975708,-161.53238,0.78215504,155.5143
0.0050499998,161.77127,-159.61252,-92.368622,-160.9406,0.78993022,155.49321
0.0051000002,162.5692,-159.82852,-94.668121,-160.28793,0.79770434,155.47221
0.0051500001,163.33867,-159.94748,-96.872696,-159.57806,0.80547744,155.45129
0.0052,164.07913,-159.9693,-98.980934,-158.81476,0.81324947,155.43048
0.0052499999,164.7901,-159.89394,-100.99155,-158.00186,0.82102048,155.40977
0.0052999998,165.47107,-159.72136,-102.90341,-157.14319,0.82879049,155.38918
0.0053500002,166.12155,-159.45154,-104.71548,-156.24266,0.83655941,155.36868
0.0054000001,166.74112,-159.0845,-106.42687,-155.30418,0.84432733,155.34833
0.0054500001,167.32932,-158.62032,-108.03681,-154.33171,0.85209423,155.32808
0.0055,167.88571,-158.05905,-109.54469,-153.32922,0.85986012,155.30797
0.0055499999,168.40991,-157.4008,-110.94999,-152.30072,0.86762506,155.28799
0.0055999998,168.90155,-156.64574,-112.25236,-151.2502,0.87538892,155.26814
0.0056500002,169.36023,-155.79398,-113.45157,-150.18169,0.88315189,155.24844
0.0057000001,169.78563,-154.84573,-114.54752,-149.0992,0.89091378,155.22888
0.00575,170.17737,-153.80122,-115.54025,-148.00676,0.89867473,155.20946
0.0057999999,170.53517,-152.66069,-116.42995,-146.90842,0.90643471,155.19017
0.0058499998,170.8587,-151.42438,-117.2169,-145.80815,0.91419375,155.17104
0.0059000002,171.14769,-150.09261,-117.90157,-144.70998,0.92195183,155.15205
0.0059500001,171.40186,-148.6657,-118.48452,-143.61787,0.92970896,155.13321
0.0060000001,171.62094,-147.14398,-118.96647,-142.53581,0.93746519,155.1145
0.00605,171.80472,-145.52785,-119.34827,-141.46771,0.94522041,155.09593
0.0060999999,171.95296,-143.81767,-119.63087,-140.4175,0.9529748,155.0775
0.0061499998,172.06543,-142.0139,-119.81542,-139.38901,0.96072817,155.05922
0.0062000002,172.14195,-140.11697,-119.90313,-138.38611,0.96848071,155.04106
0.0062500001,172.18234,-138.12737,-119.89536,-137.41255,0.97623229,155.02303
0.0063,172.18643,-136.04556,-119.79362,-136.47209,0.98398298,155.00513
0.0063499999,172.15407,-133.87209,-119.59953,-135.56841,0.99173284,154.98734
0.0063999998,172.08511,-131.6075,-119.31482,-134.70512,0.99948174,154.96968
0.0064500002,171.97945,-129.25237,-118.94137,-133.88582,1.0072298,154.95212
0.0065000001,171.83693,-126.80727,-118.48115,-133.11398,1.014977,154.93466
0.00655,171.6575,-124.27283,-117.93627,-132.39305,1.0227232,154.91731
0.0066,171.44106,-121.6497,-117.30895,-131.72639,1.0304687,154.90004
0.0066499999,171.18753,-118.93853,-116.60153,-131.11728,1.0382133,154.88286
0.0066999998,170.89685,-116.14001,-115.81644,-130.56891,1.045957,154.86575
0.0067500002,170.569,-113.25484,-114.95625,-130.08441,1.0536999,154.84872
0.0068000001,170.20393,-110.28376,-114.0236,-129.66681,1.0614419,154.83174
0.00685,169.80162,-107.22753,-113.02126,-129.31905,1.069183,154.8148
0.0068999999,169.36208,-104.08691,-111.95209,-129.04398,1.0769234,154.79793
0.0069499998,168.8853,-100.86271,-110.81905,-128.84433,1.0846628,154.78107
0.0070000002,168.37131,-97.555733,-109.62518,-128.72276,1.0924014,154.76422
0.0070500001,167.82013,-94.166832,-108.37363,-128.68181,1.1001393,154.74741
0.0071,167.23181,-90.696861,-107.06762,-128.72389,1.1078762,154.73058
0.00715,166.60641,-87.146706,-105.71048,-128.85136,1.1156123,154.71375
0.0071999999,165.944,-83.517258,-104.30558,-129.06642,1.1233475,154.69688
0.0072499998,165.24466,-79.809456,-102.85639,-129.37115,1.1310819,154.67999
0.0073000002,164.50847,-76.024223,-101.36647,-129.76753,1.1388155,154.66306
0.0073500001,163.73555,-72.162537,-99.839401,-130.25743,1.1465483,154.64606
0.0074,162.92601,-68.225365,-98.278877,-130.84256,1.1542802,154.62898
0.0074499999,162.07997,-64.213722,-96.688614,-131.52455,1.1620111,154.61183
0.0074999998,161.19757,-60.128613,-95.072411,-132.30487,1.1697413,154.59459
0.0075500002,160.27896,-55.971085,-93.434113,-133.18488,1.1774706,154.57724
0.0076000001,159.32431,-51.742195,-91.777603,-134.16577,1.185199,154.55975
0.00765,158.33379,-47.443012,-90.106812,-135.24867,1.1929266,154.54214
0.0077,157.30756,-43.074635,-88.425728,-136.43451,1.2006533,154.5244
0.0077499999,156.24583,-38.638165,-86.738342,-137.72411,1.208379,154.50647
0.0077999998,155.14882,-34.134739,-85.048706,-139.11816,1.2161039,154.48837
0.0078499997,154.01672,-29.565498,-83.360878,-140.6172,1.2238278,154.47009
0.0078999996,152.84978,-24.931602,-81.678947,-142.22163,1.2315509,154.4516
0.0079500005,151.64821,-20.23423,-80.007027,-143.93175,1.2392731,154.43289
0.0080000004,150.41226,-15.474573,-78.34922,-145.74763,1.2469941,154.41396
0.0080500003,149.14221,-10.653844,-76.709663,-147.66931,1.2547144,154.39478
0.0081000002,147.8383,-5.7732658,-75.092476,-149.69661,1.2624336,154.37535
0.0081500001,146.50081,-0.83407944,-73.501793,-151.82924,1.270152,154.35564
0.0081582079,146.27805,-0.017726544,-73.243477,-152.18938,1.2714189,154.35237
0.0081582079,146.27805,-0.017726544,-73.243477,-152.18938,1.2714189,154.35237
0.0081592361,146.28349,0.017729312,-73.271423,-152.20564,1.2715776,154.35196
0.0081592361,146.28349,0.017729312,-73.271423,-152.20564,1.2715776,154.35196
0.0082,147.03188,0.31465685,-75.375931,-152.33112,1.2778692,154.33574
0.00825,147.85902,0.73699111,-77.892708,-152.40884,1.2855855,154.31581
0.0082999999,148.58604,1.2231808,-80.335991,-152.40579,1.2933009,154.29588
0.0083499998,149.21286,1.7730473,-82.703384,-152.32547,1.3010151,154.27597
0.0083999997,149.73946,2.3863664,-84.992638,-152.17145,1.3087285,154.25606
0.0084499996,150.16585,3.062902,-87.20163,-151.94737,1.3164407,154.23618
0.0085000005,150.49203,3.8024023,-89.328369,-151.65691,1.324152,154.21632
0.0085500004,150.71808,4.6046028,-91.371017,-151.3038,1.3318623,154.19652
0.0086000003,150.84404,5.4692259,-93.327835,-150.89186,1.3395717,154.17677
0.0086500002,150.87003,6.3959751,-95.19725,-150.4249,1.34728,154.15707
0.0087000001,150.79616,7.3845406,-96.977814,-149.90681,1.3549874,154.13744
0.00875,150.62254,8.4345961,-98.668213,-149.34149,1.3626938,154.11787
0.0088,150.34938,9.545804,-100.26729,-148.73291,1.3703991,154.09839
0.0088499999,149.97684,10.71781,-101.774,-148.08501,1.3781036,154.07898
0.0088999998,149.50513,11.950246,-103.18747,-147.40178,1.385807,154.05968
0.0089499997,148.93448,13.242732,-104.50694,-146.68726,1.3935096,154.04045
0.0089999996,148.26515,14.594872,-105.73181,-145.94545,1.4012111,154.02132
0.0090500005,147.49744,16.006256,-106.8616,-145.1804,1.4089117,154.00229
0.0091000004,146.63161,17.47646,-107.896,-144.39613,1.4166113,153.98335
0.0091500003,145.668,19.005045,-108.83482,-143.59669,1.4243101,153.96452
0.0092000002,144.60695,20.591562,-109.67802,-142.7861,1.4320078,153.9458
0.0092500001,143.44884,22.235546,-110.42568,-141.96838,1.4397047,153.9272
0.0093,142.19405,23.93652,-111.07805,-141.14755,1.4474006,153.90869
0.0093499999,140.84299,25.693993,-111.6355,-140.32759,1.4550955,153.89029
0.0093999999,139.3961,27.50746,-112.09853,-139.51245,1.4627895,153.87199
0.0094499998,137.85384,29.376406,-112.46781,-138.7061,1.4704827,153.85381
0.0094999997,136.21667,31.300301,-112.74411,-137.91243,1.4781749,153.83572
0.0095499996,134.48511,33.278603,-112.92834,-137.1353,1.4858663,153.81775
0.0096000005,132.65967,35.310757,-113.02158,-136.37856,1.4935567,153.79987
0.0096500004,130.74089,37.396194,-113.02498,-135.64598,1.5012462,153.78209
0.0097000003,128.72934,39.53434,-112.93987,-134.9413,1.508935,153.76439
0.0097500002,126.6256,41.724602,-112.76768,-134.2682,1.5166227,153.7468
0.0098000001,124.43028,43.96637,-112.51,-133.63033,1.5243096,153.72928
0.00985,122.14401,46.259033,-112.16851,-133.03122,1.5319957,153.71185
0.0098999999,119.76743,48.601967,-111.74501,-132.4744,1.5396808,153.6945
0.0099499999,117.30121,50.99453,-111.24145,-131.96327,1.5473651,153.67722
0.0099999998,114.74603,53.436069,-110.65987,-131.50122,1.5550485,153.65999
0.01005,112.10262,55.92593,-110.00243,-131.09151,1.562731,153.64282
0.0101,109.3717,58.463432,-109.27142,-130.73735,1.5704128,153.62572
0.01015,106.55401,61.047901,-108.46923,-130.44186,1.5780936,153.60864
0.0102,103.65034,63.678635,-107.59834,-130.20808,1.5857737,153.5916
0.01025,100.66145,66.354935,-106.66135,-130.03894,1.5934528,153.57458
0.0103,97.588181,69.076073,-105.66096,-129.93729,1.6011311,153.55759
0.01035,94.431343,71.841339,-104.59998,-129.90588,1.6088086,153.5406
0.0104,91.191788,74.649994,-103.48127,-129.94737,1.6164852,153.52362
0.01045,87.870377,77.501282,-102.30782,-130.06429,1.6241609,153.50662
0.0105,84.468002,80.394455,-101.08272,-130.25909,1.6318358,153.48961
0.01055,80.985573,83.328743,-99.80909,-130.53412,1.6395099,153.47256
0.0106,77.423996,86.303375,-98.490181,-130.89157,1.6471831,153.45547
0.01065,73.784225,89.317566,-97.129295,-131.33357,1.6548555,153.43834
0.0107,70.067215,92.370522,-95.72982,-131.86211,1.662527,153.42113
0.01075,66.273941,95.461433,-94.295197,-132.47906,1.6701976,153.40385
0.0108,62.405403,98.5895,-92.828957,-133.18619,1.6778673,153.38649
0.01085,58.462608,101.7539,-91.334656,-133.98511,1.6855363,153.36902
0.0109,54.44659,104.9538,-89.815941,-134.87732,1.6932042,153.35144
0.01095,50.358395,108.18835,-88.276505,-135.86421,1.7008713,153.33376
0.011,46.199081,111.45674,-86.72007,-136.94705,1.7085376,153.31592
0.01105,41.969734,114.75809,-85.150421,-138.12694,1.716203,153.29794
0.0111,37.671452,118.09155,-83.571388,-139.40486,1.7238674,153.2798
0.01115,33.305336,121.45624,-81.986816,-140.78171,1.7315309,153.26147
0.0112,28.872528,124.8513,-80.400604,-142.25816,1.7391936,153.24298
0.01125,24.374163,128.27583,-78.816666,-143.83484,1.7468553,153.22427
0.0113,19.811403,131.72896,-77.238937,-145.51219,1.754516,153.20537
0.01135,15.185421,135.20979,-75.671379,-147.29053,1.7621758,153.18622
0.0114,10.497408,138.71742,-74.117958,-149.17004,1.7698345,153.16684
0.01145,5.7485666,142.25093,-72.582664,-151.15079,1.7774924,153.14722
0.0115,0.94011438,145.8094,-71.069489,-153.23265,1.7851493,153.12732
0.011509524,0.017613063,146.48993,-70.784111,-153.64061,1.7866075,153.1235
0.011509524,0.017613063,146.48993,-70.784111,-153.64061,1.7866075,153.1235
0.011510673,-0.017616184,146.53403,-70.818977,-153.65817,1.7867836,153.12303
0.011510673,-0.017616184,146.53403,-70.818977,-153.65817,1.7867836,153.12303
0.01155,-0.22575282,147.52185,-72.914734,-153.8051,1.7928052,153.10722
0.0116,-0.5476281,148.74799,-75.517601,-153.91602,1.80046,153.08711
0.01165,-0.93338817,149.9404,-78.049118,-153.94492,1.8081138,153.06699
0.0117,-1.3828511,151.09883,-80.506866,-153.89514,1.8157667,153.04686
0.01175,-1.8957889,152.22296,-82.888596,-153.7701,1.8234185,153.02675
0.0118,-2.4719596,153.3125,-85.192162,-153.57324,1.8310694,153.00665
0.01185,-3.1111088,154.36717,-87.415527,-153.30807,1.8387192,152.9866
0.0119,-3.812969,155.3867,-89.556816,-152.9782,1.8463681,152.96657
0.01195,-4.5772624,156.37085,-91.61425,-152.58722,1.8540158,152.94659
0.012,-5.4036932,157.31934,-93.586189,-152.13882,1.8616627,152.92668
0.01205,-6.2919526,158.23193,-95.471123,-151.63673,1.8693086,152.90681
0.0121,-7.2417183,159.10841,-97.26767,-151.08472,1.8769534,152.88702
0.01215,-8.2526541,159.94855,-98.974586,-150.48654,1.8845973,152.86731
0.0122,-9.3244123,160.75212,-100.59074,-149.84605,1.8922402,152.84769
0.01225,-10.45663,161.51894,-102.11517,-149.16708,1.899882,152.82814
0.0123,-11.648932,162.24879,-103.547,-148.45354,1.9075229,152.80869
0.01235,-12.90093,162.94153,-104.88554,-147.70927,1.9151629,152.78932
0.0124,-14.212224,163.59694,-106.1302,-146.93823,1.9228019,152.77005
0.01245,-15.582399,164.21487,-107.28053,-146.1443,1.9304399,152.7509
0.0125,-17.011026,164.79518,-108.33622,-145.33142,1.938077,152.73184
0.01255,-18.497669,165.33771,-109.2971,-144.50351,1.945713,152.71289
0.0126,-20.04187,165.84232,-110.16311,-143.66446,1.9533483,152.69406
0.01265,-21.643167,166.3089,-110.93436,-142.81821,1.9609824,152.67534
0.0127,-23.301085,166.73732,-111.61108,-141.96864,1.9686158,152.65672
0.01275,-25.015127,167.12747,-112.1936,-141.11963,1.9762481,152.63821
0.0128,-26.7848,167.47928,-112.68245,-140.27505,1.9838796,152.61981
0.01285,-28.609583,167.79263,-113.07822,-139.43872,1.9915102,152.60153
0.0129,-30.488953,168.06746,-113.38168,-138.61446,1.9991398,152.58336
0.01295,-32.422375,168.3037,-113.5937,-137.80603,2.0067685,152.56529
0.013,-34.409294,168.50128,-113.71531,-137.01715,2.0143962,152.54732
0.01305,-36.44915,168.66017,-113.74763,-136.25154,2.0220232,152.52946
0.0131,-38.541374,168.7803,-113.69192,-135.51285,2.0296493,152.51169
0.01315,-40.685375,168.86168,-113.54958,-134.80463,2.0372744,152.49402
0.0132,-42.880566,168.90425,-113.32211,-134.13046,2.0448987,152.47644
0.01325,-45.126335,168.908,-113.01112,-133.49382,2.0525219,152.45895
0.0133,-47.422062,168.87297,-112.61839,-132.89813,2.0601444,152.44153
0.01335,-49.767124,168.79912,-112.14575,-132.34674,2.0677662,152.42419
0.0134,-52.160877,168.68649,-111.59519,-131.84296,2.075387,152.40692
0.01345,-54.602673,168.53511,-110.96879,-131.39,2.0830069,152.38972
0.0135,-57.09185,168.345,-110.26875,-130.99098,2.090626,152.37257
0.01355,-59.627739,168.11621,-109.49736,-130.64899,2.0982442,152.35547
0.0136,-62.20966,167.8488,-108.65703,-130.367,2.1058614,152.33841
0.01365,-64.836914,167.54282,-107.75027,-130.1479,2.1134779,152.32138
0.0137,-67.508804,167.19835,-106.77967,-129.99451,2.1210935,152.30437
0.01375,-70.224625,166.81548,-105.74794,-129.90953,2.1287084,152.28738
0.0138,-72.98365,166.39429,-104.65787,-129.89558,2.1363223,152.2704
0.01385,-75.785141,165.93489,-103.51232,-129.95518,2.1439354,152.25342
0.0139,-78.628372,165.43738,-102.31428,-130.09076,2.1515477,152.23642
0.01395,-81.512589,164.90187,-101.06678,-130.30463,2.1591592,152.21939
0.014,-84.437027,164.32852,-99.772949,-130.59898,2.1667697,152.20233
0.01405,-87.400925,163.71744,-98.435989,-130.97594,2.1743793,152.18524
0.0141,-90.403511,163.06877,-97.059174,-131.43747,2.1819882,152.16809
0.01415,-93.443993,162.38269,-95.645844,-131.98549,2.1895962,152.15086
0.0142,-96.521576,161.65935,-94.199402,-132.62172,2.1972032,152.13358
0.01425,-99.635468,160.89891,-92.723312,-133.34782,2.2048094,152.11618
0.0143,-102.78486,160.10158,-91.2211,-134.16531,2.212415,152.09869
0.01435,-105.96892,159.26752,-89.696342,-135.07561,2.2200193,152.0811
0.0144,-109.18684,158.39694,-88.152672,-136.07999,2.227623,152.06337
0.01445,-112.43777,157.49007,-86.593742,-137.1796,2.2352257,152.04552
0.0145,-115.72089,156.5471,-85.023277,-138.37546,2.2428274,152.0275
0.01455,-119.03535,155.56827,-83.445023,-139.6685,2.2504284,152.00932
0.0146,-122.38028,154.5538,-81.862762,-141.05948,2.2580285,151.99098
0.01465,-125.75482,153.50394,-80.280296,-142.54906,2.2656276,151.97244
0.0147,-129.15813,152.41893,-78.701469,-144.13774,2.2732258,151.9537
0.01475,-132.58931,151.29906,-77.130135,-145.8259,2.280823,151.93475
0.0148,-136.04747,150.14456,-75.570168,-147.61382,2.2884192,151.91556
0.01485,-139.53177,148.95573,-74.025436,-149.50159,2.2960145,151.89615
0.0149,-143.04126,147.73286,-72.49984,-151.48921,2.3036087,151.87646
0.014948792,-146.4894,146.50699,-71.033287,-153.52492,2.3110187,151.85701
0.014948792,-146.4894,146.50699,-71.033287,-153.52492,2.3110187,151.85701
0.014949928,-146.53271,146.51529,-71.067062,-153.54213,2.3111911,151.85655
0.014949928,-146.53271,146.51529,-71.067062,-153.54213,2.3111911,151.85655
0.01495,-146.53452,146.51675,-71.0709,-153.54243,2.311202,151.85652
0.015,-147.77603,147.48038,-73.696129,-153.71321,2.3187945,151.83644
0.01505,-148.98454,148.34807,-76.252968,-153.80112,2.3263857,151.81635
0.0151,-150.1597,149.11969,-78.738976,-153.80931,2.333976,151.79623
0.01515,-151.30124,149.79514,-81.151855,-153.74107,2.3415654,151.77612
0.0152,-152.40886,150.37436,-83.489426,-153.59973,2.3491538,151.75603
0.01525,-153.4823,150.85732,-85.749634,-153.38869,2.356741,151.73596
0.0153,-154.52129,151.24399,-87.930542,-153.11137,2.3643272,151.71593
0.01535,-155.52554,151.53439,-90.030319,-152.77132,2.3719125,151.69594
0.0154,-156.49486,151.72855,-92.047287,-152.37204,2.3794968,151.67598
0.01545,-157.42897,151.82651,-93.979858,-151.91716,2.3870802,151.6561
0.0155,-158.32764,151.82834,-95.826599,-151.41031,2.3946624,151.63626
0.01555,-159.19067,151.73416,-97.586197,-150.85518,2.4022439,151.6165
0.0156,-160.01782,151.54407,-99.257446,-150.25545,2.4098241,151.59682
0.01565,-160.80893,151.25819,-100.8393,-149.61488,2.4174035,151.57721
0.015699999,-161.56375,150.87672,-102.33082,-148.93724,2.4249818,151.55769
0.01575,-162.28215,150.39984,-103.7312,-148.2263,2.4325593,151.53827
0.015799999,-162.96391,149.82773,-105.03977,-147.48587,2.4401357,151.51894
0.01585,-163.6089,149.16064,-106.25599,-146.71974,2.4477112,151.49971
0.015900001,-164.21695,148.39882,-107.37944,-145.93176,2.4552855,151.48058
0.01595,-164.78792,147.54253,-108.40984,-145.12573,2.4628592,151.46155
0.016000001,-165.32164,146.59206,-109.34705,-144.3055,2.4704318,151.44263
0.01605,-165.81802,145.54774,-110.19103,-143.47487,2.4780035,151.42381
0.016100001,-166.27693,144.4099,-110.94191,-142.63765,2.4855742,151.40512
0.01615,-166.69824,143.17889,-111.59991,-141.79764,2.493144,151.38652
