"time","prismatic.s","prismatic.v","prismatic1.s","prismatic1.v"
0,-1,0,-1,0
0.00059999999999999995,-1.0000001451995115,-0.00048398965061022047,-1.0000001458025216,-0.00048599964928980468
0.0011999999999999999,-1.0000005807897383,-0.0009679772051606804,-1.0000005832017453,-0.00097199719459839724
0.0018,-1.0000013067685527,-0.0014519599337199937,-1.0000013121955369,-0.0014579898956773904
0.0023999999999999998,-1.0000023231356343,-0.0019359376424032931,-1.0000023327835732,-0.0019439775579091823
0.0029999999999999996,-1.0000036298690911,-0.0024199037547279682,-1.0000036449438807,-0.0024299535799570705
0.0035999999999999999,-1.0000052269729292,-0.002903859479330194,-1.00000524868048,-0.0029159191750249528
0.0041999999999999997,-1.0000071144486735,-0.0033878052767367657,-1.0000071439949023,-0.0034018748053800652
0.0047999999999999996,-1.0000092922963248,-0.0038717411469476833,-1.0000093308871481,-0.0038878204710224083
0.0053999999999999994,-1.00001176038456,-0.0043556473951903863,-1.0000118092253978,-0.0043737364027465727
0.0059999999999999993,-1.0000145187538296,-0.0048395300879577963,-1.0000145790502548,-0.0048596286899726983
0.0065999999999999991,-1.0000175674288174,-0.0053233929270916011,-1.0000176403864967,-0.0053455010485329163
0.0071999999999999998,-1.0000209064095231,-0.0058072359125918033,-1.0000209932341226,-0.0058313534784272293
0.0077999999999999996,-1.0000245356959472,-0.0062910590444583987,-1.0000246375931334,-0.0063171859796556365
0.0083999999999999995,-1.0000284552880894,-0.0067748623226913914,-1.0000285734635286,-0.006802998552218136
0.0089999999999999993,-1.0000326651859497,-0.0072586457472907789,-1.0000328008453081,-0.0072887911961147306
0.0095999999999999992,-1.0000371653895279,-0.0077424093182565613,-1.0000373197384724,-0.0077745639113454192
0.010199999999999999,-1.000041955633642,-0.0082261266305649044,-1.0000421298768365,-0.0082602901930900318
0.010799999999999999,-1.0000470359399698,-0.0087097998427402342,-1.0000472312821602,-0.0087459722080310172
0.011399999999999999,-1.0000524064544352,-0.0091934434848953799,-1.0000526241009189,-0.0092316245411969665
0.011999999999999999,-1.000058067177038,-0.0096770575570303431,-1.0000583083331132,-0.0097172471925878832
0.012599999999999998,-1.0000640181077787,-0.010160642059145119,-1.0000642839787424,-0.010202840162203762
0.013199999999999998,-1.000070259246657,-0.01064419699123971,-1.0000705510378072,-0.010688403450044607
0.013799999999999998,-1.0000767905936732,-0.011127722353314119,-1.0000771095103069,-0.011173937056110415
0.0144,-1.000083612148827,-0.011611218145368342,-1.0000839593962421,-0.011659440980401193
0.014999999999999999,-1.0000907235836118,-0.012094659519827824,-1.0000911003658643,-0.012144890281428422
0.015599999999999999,-1.0000981246542602,-0.012578028038577419,-1.0000985321744849,-0.012630266451388213
0.016199999999999999,-1.0001058157536433,-0.013061353417646552,-1.0001062552164597,-0.013115599318624769
0.016799999999999999,-1.0001137968817619,-0.013544635657035219,-1.0001142694917893,-0.013600888883138091
0.017399999999999999,-1.0001220680386154,-0.014027874756743424,-1.0001225750004734,-0.014086135144928175
0.017999999999999999,-1.0001306292242036,-0.014511070716771168,-1.0001311717425121,-0.014571338103995026
0.018599999999999998,-1.0001394804385271,-0.014994223537118446,-1.0001400597179053,-0.01505649776033864
0.019199999999999998,-1.0001486216815854,-0.015477333217785261,-1.0001492389266531,-0.01554161411395902
0.019799999999999998,-1.0001580527108493,-0.015960385999159117,-1.0001587091253092,-0.016026673353234103
0.020399999999999998,-1.0001677728181428,-0.016443341703753288,-1.0001684696030213,-0.016511635148811432
0.020999999999999998,-1.0001777827070737,-0.016926240249882214,-1.0001785210660565,-0.016996539569891542
0.021599999999999998,-1.0001880823776415,-0.017409081637545894,-1.0001888635144143,-0.017481386616474429
0.022199999999999998,-1.0001986718298468,-0.017891865866744329,-1.000199496948095,-0.0179661762885601
0.022799999999999997,-1.0002095510636895,-0.018374592937477514,-1.0002104213670988,-0.018450908586148541
0.023399999999999997,-1.0002207200791693,-0.018857262849745458,-1.0002216367714254,-0.018935583509239767
0.023999999999999997,-1.0002321788762865,-0.019339875603548152,-1.0002331431610749,-0.019420201057833771
0.024599999999999997,-1.000243927419163,-0.019822429735213226,-1.0002449405000338,-0.019904759762724863
0.025199999999999997,-1.0002559647316445,-0.020304885421445325,-1.0002570278084582,-0.020389219650068399
