"Time","hbridge.vDC1","hbridge.iDC1","hbridge.vDC2","hbridge.iDC2","meanCurrent.y","meanVoltage.y","inductor.i"
0.0049999999,100,-0.065220855,-100,-0.069220856,0.075976476,19.999998,0.069220856
0.0049999999,100,0.073220856,100,-0.069220856,0.087778859,19.999998,0.069220856
0.0051000002,100,0.082482293,100,-0.078482293,0.087778859,19.999998,0.078482293
0.0052,100,0.091651604,100,-0.087651603,0.087778859,19.999998,0.087651603
0.0052999998,100,0.10072964,100,-0.096729644,0.087778859,19.999998,0.096729644
0.0054000001,100,0.10971734,100,-0.10571734,0.087778859,19.999998,0.10571734
0.0055,100,0.1186156,100,-0.1146156,0.087778859,19.999998,0.1146156
0.0055999998,100,0.1274253,100,-0.1234253,0.087778859,19.999998,0.1234253
0.0055999998,100,0.1274253,100,-0.1234253,0.087778859,19.999998,0.1234253
0.0055999998,100,-0.1194253,-100,-0.1234253,0.087778859,19.999998,0.1234253
0.0057000001,100,-0.108247,-100,-0.112247,0.087778859,19.999998,0.112247
0.0057999999,100,-0.097179897,-100,-0.1011799,0.087778859,19.999998,0.1011799
0.0059000002,100,-0.086222947,-100,-0.090222947,0.087778859,19.999998,0.090222947
0.0060000001,100,-0.075375043,-100,-0.079375044,0.087778859,19.999998,0.079375044
0.0060000001,100,0.083375044,100,-0.079375044,0.098458104,19.999998,0.079375044
0.0060999999,100,0.092535444,100,-0.088535443,0.098458104,19.999998,0.088535443
0.0062000002,100,0.10160472,100,-0.097604722,0.098458104,19.999998,0.097604722
0.0063,100,0.11058374,100,-0.10658374,0.098458104,19.999998,0.10658374
0.0063999998,100,0.11947338,100,-0.11547337,0.098458104,19.999998,0.11547337
0.0065000001,100,0.12827456,100,-0.12427456,0.098458104,19.999998,0.12427456
0.0066,100,0.13698816,100,-0.13298815,0.098458104,19.999998,0.13298815
0.0066,100,0.13698816,100,-0.13298815,0.098458104,19.999998,0.13298815
0.0066,100,-0.12898816,-100,-0.13298815,0.098458104,19.999998,0.13298815
0.0066999998,100,-0.1177147,-100,-0.1217147,0.098458104,19.999998,0.1217147
0.0068000001,100,-0.10655339,-100,-0.11055339,0.098458104,19.999998,0.11055339
0.0068999999,100,-0.095503174,-100,-0.099503174,0.098458104,19.999998,0.099503174
0.0070000002,100,-0.084562935,-100,-0.088562936,0.098458104,19.999998,0.088562936
0.0070000002,100,0.092562936,100,-0.088562936,0.10812107,19.999998,0.088562936
0.0071,100,0.10163192,100,-0.097631916,0.10812107,19.999998,0.097631916
0.0071999999,100,0.11061068,100,-0.10661068,0.10812107,19.999998,0.10661068
0.0073000002,100,0.11950009,100,-0.11550009,0.10812107,19.999998,0.11550009
0.0074,100,0.12830101,100,-0.12430101,0.10812107,19.999998,0.12430101
0.0074999998,100,0.13701434,100,-0.13301435,0.10812107,19.999998,0.13301435
0.0076000001,100,0.14564098,100,-0.14164099,0.10812107,19.999998,0.14164099
0.0076000001,100,0.14564098,100,-0.14164099,0.10812107,19.999998,0.14164099
0.0076000001,100,-0.13764098,-100,-0.14164099,0.10812107,19.999998,0.14164099
0.0077,100,-0.12628144,-100,-0.13028143,0.10812107,19.999998,0.13028143
0.0077999998,100,-0.11503489,-100,-0.11903489,0.10812107,19.999998,0.11903489
0.0078999996,100,-0.10390028,-100,-0.10790028,0.10812107,19.999998,0.10790028
0.0080000004,100,-0.092876479,-100,-0.09687648,0.10812107,19.999998,0.09687648
0.0080000004,100,0.10087648,100,-0.09687648,0.1168645,19.999998,0.09687648
0.0081000002,100,0.10986274,100,-0.10586274,0.1168645,19.999998,0.10586274
0.0082,100,0.11875961,100,-0.11475961,0.1168645,19.999998,0.11475961
0.0082999999,100,0.12756793,100,-0.12356793,0.1168645,19.999998,0.12356793
0.0083999997,100,0.13628857,100,-0.13228858,0.1168645,19.999998,0.13228858
0.0085000005,100,0.14492245,100,-0.14092244,0.1168645,19.999998,0.14092244
0.0086000003,100,0.1534704,100,-0.14947039,0.1168645,19.999998,0.14947039
0.0086000003,100,0.1534704,100,-0.14947039,0.1168645,19.999998,0.14947039
0.0086000003,100,-0.1454704,-100,-0.14947039,0.1168645,19.999998,0.14947039
0.0087000001,100,-0.13403293,-100,-0.13803294,0.1168645,19.999998,0.13803294
0.0088,100,-0.12270926,-100,-0.12670925,0.1168645,19.999998,0.12670925
0.0088999998,100,-0.11149829,-100,-0.11549829,0.1168645,19.999998,0.11549829
0.0089999996,100,-0.10039889,-100,-0.10439889,0.1168645,19.999998,0.10439889
0.0089999996,100,0.10839889,100,-0.10439889,0.12477588,19.999998,0.10439889
0.0091000004,100,0.1173103,100,-0.1133103,0.12477588,19.999998,0.1133103
0.0092000002,100,0.12613307,100,-0.12213307,0.12477588,19.999998,0.12213307
0.0093,100,0.13486803,100,-0.13086802,0.12477588,19.999998,0.13086802
0.0093999999,100,0.14351603,100,-0.13951603,0.12477588,19.999998,0.13951603
0.0094999997,100,0.15207799,100,-0.14807798,0.12477588,19.999998,0.14807798
0.0096000005,100,0.16055474,100,-0.15655473,0.12477588,19.999998,0.15655473
0.0096000005,100,0.16055474,100,-0.15655473,0.12477588,19.999998,0.15655473
0.0096000005,100,-0.15255474,-100,-0.15655473,0.12477588,19.999998,0.15655473
0.0097000003,100,-0.14104679,-100,-0.14504679,0.12477588,19.999998,0.14504679
0.0098000001,100,-0.12965332,-100,-0.13365331,0.12477588,19.999998,0.13365331
0.0098999999,100,-0.11837325,-100,-0.12237325,0.12477588,19.999998,0.12237325
0.0099999998,100,-0.10720545,-100,-0.11120545,0.12477588,19.999998,0.11120545
0.0099999998,100,0.11520545,100,-0.11120545,0.13193439,19.999998,0.11120545
0.0101,100,0.12404913,100,-0.12004913,0.13193439,19.999998,0.12004913
0.0102,100,0.13280484,100,-0.12880485,0.13193439,19.999998,0.12880485
0.0103,100,0.14147341,100,-0.13747342,0.13193439,19.999998,0.13747342
0.0104,100,0.15005569,100,-0.1460557,0.13193439,19.999998,0.1460557
0.0105,100,0.15855259,100,-0.15455258,0.13193439,19.999998,0.15455258
0.0106,100,0.1669649,100,-0.16296491,0.13193439,19.999998,0.16296491
0.0106,100,0.1669649,100,-0.16296491,0.13193439,19.999998,0.16296491
0.0106,100,-0.15896492,-100,-0.16296491,0.13193439,19.999998,0.16296491
0.0107,100,-0.14739318,-100,-0.15139318,0.13193439,19.999998,0.15139318
0.0108,100,-0.13593656,-100,-0.13993657,0.13193439,19.999998,0.13993657
0.0109,100,-0.12459398,-100,-0.12859398,0.13193439,19.999998,0.12859398
0.011,100,-0.11336428,-100,-0.11736428,0.13193439,19.999998,0.11736428
0.011,100,0.12136428,100,-0.11736428,0.13841167,19.999998,0.11736428
0.0111,100,0.13014668,100,-0.12614667,0.13841167,19.999998,0.12614667
0.0112,100,0.13884172,100,-0.13484173,0.13841167,19.999998,0.13484173
0.0113,100,0.14745022,100,-0.14345023,0.13841167,19.999998,0.14345023
0.0114,100,0.15597303,100,-0.15197304,0.13841167,19.999998,0.15197304
0.0115,100,0.16441104,100,-0.16041104,0.13841167,19.999998,0.16041104
0.0116,100,0.17276508,100,-0.16876508,0.13841167,19.999998,0.16876508
0.0116,100,0.17276508,100,-0.16876508,0.13841167,19.999998,0.16876508
0.0116,100,-0.16476507,-100,-0.16876508,0.13841167,19.999998,0.16876508
0.0117,100,-0.15313564,-100,-0.15713564,0.13841167,19.999998,0.15713564
0.0118,100,-0.14162189,-100,-0.14562188,0.13841167,19.999998,0.14562188
0.0119,100,-0.13022272,-100,-0.13422273,0.13841167,19.999998,0.13422273
0.012,100,-0.11893702,-100,-0.12293702,0.13841167,19.999998,0.12293702
0.012,100,0.12693702,100,-0.12293702,0.14427258,19.999996,0.12293702
0.0121,100,0.13566397,100,-0.13166396,0.14427258,19.999996,0.13166396
0.0122,100,0.14430411,100,-0.14030412,0.14427258,19.999996,0.14030412
0.0123,100,0.15285826,100,-0.14885826,0.14427258,19.999996,0.14885826
0.0124,100,0.16132727,100,-0.15732726,0.14427258,19.999996,0.15732726
0.0125,100,0.16971199,100,-0.165712,0.14427258,19.999996,0.165712
0.0126,100,0.17801329,100,-0.17401329,0.14427258,19.999996,0.17401329
0.0126,100,0.17801329,100,-0.17401329,0.14427258,19.999996,0.17401329
0.0126,100,-0.17001329,-100,-0.17401329,0.14427258,19.999996,0.17401329
0.0127,100,-0.15833162,-100,-0.16233163,0.14427258,19.999996,0.16233163
0.0128,100,-0.14676617,-100,-0.15076616,0.14427258,19.999996,0.15076616
0.0129,100,-0.13531582,-100,-0.13931583,0.14427258,19.999996,0.13931583
0.013,100,-0.12397944,-100,-0.12797944,0.14427258,19.999996,0.12797944
0.013,100,0.13197944,100,-0.12797944,0.14957574,19.999996,0.12797944
0.0131,100,0.14065622,100,-0.13665622,0.14957574,19.999996,0.13665622
0.0132,100,0.14924669,100,-0.14524668,0.14957574,19.999996,0.14524668
0.0133,100,0.15775166,100,-0.15375166,0.14957574,19.999996,0.15375166
0.0134,100,0.16617198,100,-0.16217197,0.14957574,19.999996,0.16217197
0.0135,100,0.1745085,100,-0.1705085,0.14957574,19.999996,0.1705085
0.0136,100,0.18276207,100,-0.17876206,0.14957574,19.999996,0.17876206
0.0136,100,0.18276207,100,-0.17876206,0.14957574,19.999996,0.17876206
0.0136,100,-0.17476207,-100,-0.17876206,0.14957574,19.999996,0.17876206
0.0137,100,-0.16303314,-100,-0.16703315,0.14957574,19.999996,0.16703315
0.0138,100,-0.15142091,-100,-0.15542091,0.14957574,19.999996,0.15542091
0.0139,100,-0.13992426,-100,-0.14392425,0.14957574,19.999996,0.14392425
0.014,100,-0.12854202,-100,-0.13254201,0.14957574,19.999996,0.13254201
0.014,100,0.13654202,100,-0.13254201,0.15437423,19.999996,0.13254201
0.0141,100,0.1451734,100,-0.14117339,0.15437423,19.999996,0.14117339
0.0142,100,0.15371892,100,-0.14971893,0.15437423,19.999996,0.14971893
0.0143,100,0.1621794,100,-0.15817939,0.15437423,19.999996,0.15817939
0.0144,100,0.17055565,100,-0.16655564,0.15437423,19.999996,0.16655564
0.0145,100,0.17884855,100,-0.17484856,0.15437423,19.999996,0.17484856
0.0146,100,0.18705894,100,-0.18305893,0.15437423,19.999996,0.18305893
0.0146,100,0.18705894,100,-0.18305893,0.15437423,19.999996,0.18305893
0.0146,100,-0.17905894,-100,-0.18305893,0.15437423,19.999996,0.18305893
0.0147,100,-0.16728726,-100,-0.17128727,0.15437423,19.999996,0.17128727
0.0148,100,-0.1556327,-100,-0.1596327,0.15437423,19.999996,0.1596327
0.0149,100,-0.14409414,-100,-0.14809413,0.15437423,19.999996,0.14809413
0.015,100,-0.1326704,-100,-0.13667041,0.15437423,19.999996,0.13667041
0.015,100,0.1406704,100,-0.13667041,0.15871608,19.999996,0.13667041
0.0151,100,0.1492607,100,-0.14526071,0.15871608,19.999996,0.14526071
0.0152,100,0.15776557,100,-0.15376556,0.15871608,19.999996,0.15376556
0.0153,100,0.16618577,100,-0.16218577,0.15871608,19.999996,0.16218577
0.0154,100,0.17452216,100,-0.17052217,0.15871608,19.999996,0.17052217
0.0155,100,0.1827756,100,-0.17877559,0.15871608,19.999996,0.17877559
0.0156,100,0.19094691,100,-0.1869469,0.15871608,19.999996,0.1869469
0.0156,100,0.19094691,100,-0.1869469,0.15871608,19.999996,0.1869469
0.0156,100,-0.18294691,-100,-0.1869469,0.15871608,19.999996,0.1869469
0.015699999,100,-0.17113656,-100,-0.17513655,0.15871608,19.999996,0.17513655
0.015799999,100,-0.15944368,-100,-0.16344368,0.15871608,19.999996,0.16344368
0.015900001,100,-0.1478672,-100,-0.1518672,0.15871608,19.999996,0.1518672
0.016000001,100,-0.13640593,-100,-0.14040592,0.15871608,19.999996,0.14040592
0.016000001,100,0.14440593,100,-0.14040592,0.16264477,19.999996,0.14040592
0.016100001,100,0.15295905,100,-0.14895906,0.16264477,19.999996,0.14895906
0.0162,100,0.16142711,100,-0.15742712,0.16264477,19.999996,0.15742712
0.0163,100,0.16981089,100,-0.16581088,0.16264477,19.999996,0.16581088
0.0164,100,0.17811121,100,-0.17411122,0.16264477,19.999996,0.17411122
0.0165,100,0.18632893,100,-0.18232894,0.16264477,19.999996,0.18232894
0.0166,100,0.19446489,99.999992,-0.19046488,0.16264477,19.999996,0.19046488
0.0166,100,0.19446489,99.999992,-0.19046488,0.16264477,19.999996,0.19046488
0.0166,100,-0.18646489,-100,-0.19046488,0.16264477,19.999996,0.19046488
0.0167,100,-0.17461953,-100,-0.17861953,0.16264477,19.999996,0.17861953
0.016799999,100,-0.162892,-100,-0.16689201,0.16264477,19.999996,0.16689201
0.016899999,100,-0.15128121,-100,-0.1552812,0.16264477,19.999996,0.1552812
0.017000001,100,-0.13978596,-100,-0.14378597,0.16264477,19.999996,0.14378597
0.017000001,100,0.14778596,100,-0.14378597,0.16619958,19.999996,0.14378597
0.017100001,100,0.15630546,100,-0.15230547,0.16619958,19.999996,0.15230547
0.017200001,100,0.16474022,100,-0.16074023,0.16619958,19.999996,0.16074023
0.0173,100,0.17309102,100,-0.16909103,0.16619958,19.999996,0.16909103
0.0174,100,0.18135871,100,-0.17735872,0.16619958,19.999996,0.17735872
0.0175,100,0.18954413,100,-0.18554413,0.16619958,19.999996,0.18554413
0.0176,100,0.19764809,99.999992,-0.19364808,0.16619958,19.999996,0.19364808
0.0176,100,0.19764809,99.999992,-0.19364808,0.16619958,19.999996,0.19364808
0.0176,100,-0.18964809,-100.00001,-0.19364808,0.16619958,19.999996,0.19364808
0.0177,100,-0.17777105,-100,-0.18177105,0.16619958,19.999996,0.18177105
0.0178,100,-0.16601217,-100,-0.17001218,0.16619958,19.999996,0.17001218
0.017899999,100,-0.15437032,-100,-0.15837033,0.16619958,19.999996,0.15837033
0.017999999,100,-0.14284435,-100,-0.14684434,0.16619958,19.999996,0.14684434
0.017999999,100,0.15084435,100,-0.14684434,0.16941611,19.999996,0.14684434
0.018100001,100,0.15933342,100,-0.15533341,0.16941611,19.999996,0.15533341
0.018200001,100,0.16773805,100,-0.16373804,0.16941611,19.999996,0.16373804
0.018300001,100,0.17605902,100,-0.17205903,0.16941611,19.999996,0.17205903
0.0184,100,0.18429717,100,-0.18029718,0.16941611,19.999996,0.18029718
0.0185,100,0.19245335,100,-0.18845336,0.16941611,19.999996,0.18845336
0.0186,100,0.20052837,99.999992,-0.19652836,0.16941611,19.999996,0.19652836
0.0186,100,0.20052837,99.999992,-0.19652836,0.16941611,19.999996,0.19652836
0.0186,100,-0.19252837,-100.00001,-0.19652836,0.16941611,19.999996,0.19652836
0.0187,100,-0.18062267,-100,-0.18462268,0.16941611,19.999996,0.18462268
0.0188,100,-0.16883542,-100,-0.17283542,0.16941611,19.999996,0.17283542
0.0189,100,-0.15716548,-100,-0.16116548,0.16941611,19.999996,0.16116548
0.018999999,100,-0.14561169,-100,-0.1496117,0.16941611,19.999996,0.1496117
0.018999999,100,0.15361169,100,-0.1496117,0.17232655,19.999996,0.1496117
0.019099999,100,0.16207322,100,-0.15807322,0.17232655,19.999996,0.15807322
0.019200001,100,0.17045058,100,-0.16645059,0.17232655,19.999996,0.16645059
0.019300001,100,0.17874458,100,-0.17474458,0.17232655,19.999996,0.17474458
0.019400001,100,0.18695602,100,-0.18295601,0.17232655,19.999996,0.18295601
0.0195,100,0.19508573,99.999992,-0.19108573,0.17232655,19.999996,0.19108573
0.0196,100,0.20313455,99.999992,-0.19913456,0.17232655,19.999996,0.19913456
0.0196,100,0.20313455,99.999992,-0.19913456,0.17232655,19.999996,0.19913456
0.0196,100,-0.19513455,-100.00001,-0.19913456,0.17232655,19.999996,0.19913456
0.0197,100,-0.18320292,-100,-0.18720293,0.17232655,19.999996,0.18720293
0.0198,100,-0.17139,-100,-0.17538999,0.17232655,19.999996,0.17538999
0.0199,100,-0.15969464,-100,-0.16369464,0.17232655,19.999996,0.16369464
0.02,100,-0.14811568,-100,-0.15211569,0.17232655,19.999996,0.15211569
0.02,100,0.15611568,100,-0.15211569,0.17496002,19.999996,0.15211569
0.020099999,100,0.1645523,100,-0.16055231,0.17496002,19.999996,0.16055231
0.020199999,100,0.172905,100,-0.168905,0.17496002,19.999996,0.168905
0.020300001,100,0.18117458,100,-0.17717457,0.17496002,19.999996,0.17717457
0.020400001,100,0.18936183,100,-0.18536183,0.17496002,19.999996,0.18536183
0.020500001,100,0.19746761,99.999992,-0.1934676,0.17496002,19.999996,0.1934676
0.0206,100,0.20549272,99.999992,-0.20149273,0.17496002,19.999996,0.20149273
0.0206,100,0.20549272,99.999992,-0.20149273,0.17496002,19.999996,0.20149273
0.0206,100,-0.19749272,-100.00001,-0.20149273,0.17496002,19.999996,0.20149273
0.0207,100,-0.18553764,-100,-0.18953763,0.17496002,19.999996,0.18953763
0.0208,100,-0.17370148,-100,-0.17770147,0.17496002,19.999996,0.17770147
0.0209,100,-0.16198312,-100,-0.16598313,0.17496002,19.999996,0.16598313
0.021,100,-0.15038139,-100,-0.15438139,0.17496002,19.999996,0.15438139
0.021,100,0.15838139,100,-0.15438139,0.17734289,19.999996,0.15438139
0.0211,100,0.16679546,100,-0.16279547,0.17734289,19.999996,0.16279547
0.021199999,100,0.17512585,100,-0.17112584,0.17734289,19.999996,0.17112584
0.021299999,100,0.18337332,100,-0.17937332,0.17734289,19.999996,0.17937332
0.021400001,100,0.19153869,100,-0.1875387,0.17734289,19.999996,0.1875387
0.021500001,100,0.19962281,99.999992,-0.19562282,0.17734289,19.999996,0.19562282
0.021600001,100,0.20762649,99.999992,-0.20362648,0.17734289,19.999996,0.20362648
0.021600001,100,0.20762649,99.999992,-0.20362648,0.17734289,19.999996,0.20362648
0.021600001,100,-0.19962649,-100.00001,-0.20362648,0.17734289,19.999996,0.20362648
0.0217,100,-0.18765017,-100,-0.19165017,0.17734289,19.999996,0.19165017
0.0218,100,-0.17579299,-100,-0.17979299,0.17734289,19.999996,0.17979299
0.0219,100,-0.16405383,-100,-0.16805382,0.17734289,19.999996,0.16805382
0.022,100,-0.15243149,-100,-0.1564315,0.17734289,19.999996,0.1564315
0.022,100,0.16043149,100,-0.1564315,0.17949899,19.999996,0.1564315
0.0221,100,0.16882516,100,-0.16482516,0.17949899,19.999996,0.16482516
0.0222,100,0.17713535,100,-0.17313536,0.17949899,19.999996,0.17313536
0.022299999,100,0.18536283,100,-0.18136282,0.17949899,19.999996,0.18136282
0.022399999,100,0.1935084,99.999992,-0.18950841,0.17949899,19.999996,0.18950841
0.022500001,100,0.20157292,99.999992,-0.19757293,0.17949899,19.999996,0.19757293
0.022600001,100,0.20955719,99.999992,-0.2055572,0.17949899,19.999996,0.2055572
0.022600001,100,0.20955719,99.999992,-0.2055572,0.17949899,19.999996,0.2055572
0.022600001,100,-0.2015572,-100.00001,-0.2055572,0.17949899,19.999996,0.2055572
0.022700001,100,-0.18956167,-100.00001,-0.19356167,0.17949899,19.999996,0.19356167
0.0228,100,-0.17768547,-100,-0.18168546,0.17949899,19.999996,0.18168546
0.0229,100,-0.16592747,-100,-0.16992746,0.17949899,19.999996,0.16992746
0.023,100,-0.15428649,-100,-0.1582865,0.17949899,19.999996,0.1582865
0.023,100,0.16228649,100,-0.1582865,0.18144992,19.999996,0.1582865
0.0231,100,0.17066172,100,-0.16666171,0.18144992,19.999996,0.16666171
0.0232,100,0.17895362,100,-0.17495362,0.18144992,19.999996,0.17495362
0.0233,100,0.18716301,100,-0.183163,0.18144992,19.999996,0.183163
0.023399999,100,0.19529067,99.999992,-0.19129068,0.18144992,19.999996,0.19129068
0.023499999,100,0.20333746,99.999992,-0.19933747,0.18144992,19.999996,0.19933747
0.023600001,100,0.21130417,99.999992,-0.20730418,0.18144992,19.999996,0.20730418
0.023600001,100,0.21130417,99.999992,-0.20730418,0.18144992,19.999996,0.20730418
0.023600001,100,-0.20330417,-100.00001,-0.20730418,0.18144992,19.999996,0.20730418
0.023700001,100,-0.19129126,-100.00001,-0.19529127,0.18144992,19.999996,0.19529127
0.023800001,100,-0.17939785,-100,-0.18339784,0.18144992,19.999996,0.18339784
0.0239,100,-0.16762282,-100,-0.17162281,0.18144992,19.999996,0.17162281
0.024,100,-0.15596497,-100,-0.15996498,0.18144992,19.999996,0.15996498
0.024,100,0.16396497,100,-0.15996498,0.18321519,19.999996,0.15996498
0.0241,100,0.17232348,100,-0.16832349,0.18321519,19.999996,0.16832349
0.0242,100,0.18059887,100,-0.17659886,0.18321519,19.999996,0.17659886
0.0243,100,0.18879189,100,-0.18479188,0.18321519,19.999996,0.18479188
0.0244,100,0.19690333,99.999992,-0.19290334,0.18321519,19.999996,0.19290334
0.024499999,100,0.20493408,99.999992,-0.20093408,0.18321519,19.999996,0.20093408
0.024599999,100,0.2128849,99.999992,-0.20888491,0.18321519,19.999996,0.20888491
0.024599999,100,0.2128849,99.999992,-0.20888491,0.18321519,19.999996,0.20888491
0.024599999,100,-0.2048849,-100.00001,-0.20888491,0.18321519,19.999996,0.20888491
0.024700001,100,-0.19285627,-100.00001,-0.19685626,0.18321519,19.999996,0.19685626
0.024800001,100,-0.18094727,-100,-0.18494728,0.18321519,19.999996,0.18494728
0.024900001,100,-0.16915683,-100,-0.17315683,0.18321519,19.999996,0.17315683
0.025,100,-0.15748373,-100,-0.16148372,0.18321519,19.999996,0.16148372
0.025,100,0.16548373,100,-0.16148372,0.18481247,19.999996,0.16148372
0.0251,100,0.17382713,100,-0.16982712,0.18481247,19.999996,0.16982712
0.0252,100,0.18208754,100,-0.17808753,0.18481247,19.999996,0.17808753
0.0253,100,0.19026574,100,-0.18626574,0.18481247,19.999996,0.18626574
0.0254,100,0.19836254,99.999992,-0.19436254,0.18481247,19.999996,0.19436254
0.0255,100,0.20637876,99.999992,-0.20237876,0.18481247,19.999996,0.20237876
0.025599999,100,0.21431521,99.999992,-0.21031521,0.18481247,19.999996,0.21031521
0.025599999,100,0.21431521,99.999992,-0.21031521,0.18481247,19.999996,0.21031521
0.025599999,100,-0.2063152,-100.00001,-0.21031521,0.18481247,19.999996,0.21031521
0.025699999,100,-0.19427234,-100.00001,-0.19827233,0.18481247,19.999996,0.19827233
0.025800001,100,-0.18234926,-100,-0.18634926,0.18481247,19.999996,0.18634926
0.025900001,100,-0.17054486,-100,-0.17454486,0.18481247,19.999996,0.17454486
0.026000001,100,-0.15885794,-100,-0.16285795,0.18481247,19.999996,0.16285795
0.026000001,100,0.16685794,100,-0.16285795,0.18625775,19.999996,0.16285795
0.0261,100,0.17518768,100,-0.17118767,0.18625775,19.999996,0.17118767
0.0262,100,0.18343455,100,-0.17943455,0.18625775,19.999996,0.17943455
0.0263,100,0.19159935,100,-0.18759935,0.18625775,19.999996,0.18759935
0.0264,100,0.19968288,99.999992,-0.19568287,0.18625775,19.999996,0.19568287
0.0265,100,0.20768596,99.999992,-0.20368595,0.18625775,19.999996,0.20368595
0.0266,100,0.2156094,99.999992,-0.21160941,0.18625775,19.999996,0.21160941
0.0266,100,0.2156094,99.999992,-0.21160941,0.18625775,19.999996,0.21160941
