"time","feedX.flange.f","actuator.g_ma.G_m","actuator.g_mb.G_m","actuator.L"
-4,-9.8960436660836688,1.1889904404728377e-07,2.771011026547438e-07,0.0035866432975168758
-3.9984000000000002,-9.8960436660836688,1.1893068445900527e-07,2.7706946224302231e-07,0.0035872634495866169
-3.9967999999999999,-9.8960436660836688,1.1896232487072676e-07,2.7703782183130083e-07,0.003587883601656358
-3.9952000000000001,-9.8960436660836688,1.1899396528244825e-07,2.7700618141957934e-07,0.0035885037537260992
-3.9935999999999998,-9.8960436660836688,1.1902560569416974e-07,2.769745410078578e-07,0.0035891239057958403
-3.992,-9.8960436660836688,1.1905724610589124e-07,2.7694290059613636e-07,0.0035897440578655814
-3.9904000000000002,-9.8960436660836688,1.1908888651761271e-07,2.7691126018441488e-07,0.0035903642099353226
-3.9887999999999999,-9.8960436660836688,1.1912052692933421e-07,2.7687961977269333e-07,0.0035909843620050637
-3.9872000000000001,-9.8960436660836688,1.1915216734105572e-07,2.7684797936097185e-07,0.0035916045140748053
-3.9855999999999998,-9.8960436660836688,1.191838077527772e-07,2.7681633894925036e-07,0.0035922246661445464
-3.984,-9.8960436660836688,1.1921544816449868e-07,2.7678469853752892e-07,0.0035928448182142875
-3.9824000000000002,-9.8960436660836688,1.1924708857622019e-07,2.7675305812580738e-07,0.0035934649702840295
-3.9807999999999999,-9.8960436660836688,1.1927872898794168e-07,2.767214177140859e-07,0.0035940851223537707
-3.9792000000000001,-9.8960436660836688,1.1931036939966317e-07,2.7668977730236436e-07,0.0035947052744235118
-3.9775999999999998,-9.8960436660836688,1.1934200981138468e-07,2.7665813689064292e-07,0.003595325426493253
-3.976,-9.8960436660836688,1.1937365022310614e-07,2.7662649647892143e-07,0.0035959455785629941
-3.9744000000000002,-9.8960436660836688,1.1940529063482766e-07,2.7659485606719994e-07,0.0035965657306327352
-3.9727999999999999,-9.8960436660836688,1.1943693104654915e-07,2.765632156554784e-07,0.0035971858827024764
-3.9712000000000001,-9.8960436660836688,1.1946857145827063e-07,2.7653157524375692e-07,0.0035978060347722179
-3.9695999999999998,-9.8960436660836688,1.1950021186999212e-07,2.7649993483203548e-07,0.0035984261868419591
-3.968,-9.8960436660836688,1.1953185228171361e-07,2.7646829442031394e-07,0.0035990463389117002
-3.9664000000000001,-9.8960436660836688,1.195634926934351e-07,2.7643665400859245e-07,0.0035996664909814413
-3.9647999999999999,-9.8960436660836688,1.1959513310515659e-07,2.7640501359687096e-07,0.0036002866430511825
-3.9632000000000001,-9.8960436660836688,1.196267735168781e-07,2.7637337318514948e-07,0.0036009067951209245
-3.9615999999999998,-9.8960436660836688,1.1965841392859959e-07,2.7634173277342799e-07,0.0036015269471906656
-3.96,-9.8960436660836688,1.1969005434032108e-07,2.763100923617065e-07,0.0036021470992604067
-3.9584000000000001,-9.8960436660836688,1.1972169475204256e-07,2.7627845194998501e-07,0.0036027672513301479
-3.9567999999999999,-9.8960436660836688,1.1975333516376405e-07,2.7624681153826347e-07,0.003603387403399889
-3.9552,-9.8960436660836688,1.1978497557548557e-07,2.7621517112654204e-07,0.0036040075554696306
-3.9535999999999998,-9.8960436660836688,1.1981661598720705e-07,2.761835307148205e-07,0.0036046277075393717
-3.952,-9.8960436660836688,1.1984825639892854e-07,2.7615189030309906e-07,0.0036052478596091128
-3.9504000000000001,-9.8960436660836688,1.1987989681065003e-07,2.7612024989137752e-07,0.003605868011678854
-3.9487999999999999,-9.8960436660836688,1.1991153722237152e-07,2.7608860947965603e-07,0.0036064881637485951
-3.9472,-9.8960436660836688,1.19943177634093e-07,2.760569690679346e-07,0.0036071083158183363
-3.9455999999999998,-9.8960436660836688,1.1997481804581449e-07,2.7602532865621306e-07,0.0036077284678880774
-3.944,-9.8960436660836688,1.2000645845753601e-07,2.7599368824449157e-07,0.0036083486199578194
-3.9424000000000001,-9.8960436660836688,1.2003809886925749e-07,2.7596204783277008e-07,0.0036089687720275605
