"Time","p"
0.1652,23
0.1654,23
0.1656,23
0.16580001,23
0.16599999,23
0.1662,23
0.1664,23
0.1666,23
0.16680001,23
0.167,23
0.1672,23
0.1674,23
0.16760001,23
0.16779999,23
0.168,23
0.1682,23
0.1684,23
0.16859999,23
0.1688,23
0.169,23
0.1692,23
0.16940001,23
0.1696,23
0.1698,23
0.17,23
0.17020001,23
0.17039999,23
0.1706,23
0.1708,23
0.171,23
0.17120001,23
0.1714,23
0.1716,23
0.1718,23
0.17200001,23
0.17219999,23
0.1724,23
0.1726,23
0.1728,23
0.17299999,23
0.1732,23
0.1734,23
0.1736,23
0.17380001,23
0.17399999,23
0.1742,23
0.1744,23
0.17460001,23
0.17479999,23
0.175,23
0.1752,23
0.1754,23
0.17560001,23
0.1758,23
0.176,23
0.1762,23
0.17640001,23
0.17659999,23
0.1768,23
0.177,23
0.1772,23
0.17739999,23
0.1776,23
0.1778,23
0.178,23
0.17820001,23
0.17839999,23
0.1786,23
0.1788,23
0.17900001,23
0.17919999,23
0.1794,23
0.1796,23
0.1798,23
0.18000001,23
0.1802,23
0.1804,23
0.1806,23
0.18080001,23
0.18099999,23
0.1812,23
0.1814,23
0.1816,23
0.18179999,23
0.182,23
0.1822,23
0.1824,23
0.18260001,23
0.18279999,23
0.183,23
0.1832,23
0.18340001,23
0.18359999,23
0.1838,23
0.184,23
0.1842,23
0.18440001,23
0.1846,23
0.1848,23
0.185,23
0.18520001,23
0.18539999,23
0.1856,23
0.1858,23
0.186,23
0.18619999,23
0.1864,23
0.1866,23
0.1868,23
0.18700001,23
0.18719999,23
0.1874,23
0.1876,23
0.18780001,23
0.18799999,23
0.1882,23
0.1884,23
0.1886,23
0.18880001,23
0.189,23
0.1892,23
0.1894,23
0.18960001,23
0.18979999,23
0.19,23
0.1902,23
0.1904,23
0.19059999,23
0.1908,23
0.191,23
0.1912,23
0.19140001,23
0.19159999,23
0.1918,23
0.192,23
0.19220001,23
0.19239999,23
0.1926,23
0.1928,23
0.193,23
0.19320001,23
0.1934,23
0.1936,23
0.1938,23
0.19400001,23
0.19419999,23
0.1944,23
0.1946,23
0.1948,23
0.19499999,23
0.1952,23
0.1954,23
0.1956,23
0.19580001,23
0.19599999,23
0.1962,23
0.1964,23
0.19660001,23
0.19679999,23
0.197,23
0.1972,23
0.1974,23
0.19760001,23
0.1978,23
0.198,23
0.1982,23
0.19840001,23
0.19859999,23
0.1988,23
0.199,23
0.1992,23
0.19939999,23
0.1996,23
0.1998,23
0.2,23
0.20020001,23
0.20039999,23
0.2006,23
0.2008,23
0.20100001,23
0.20119999,23
0.2014,23
0.2016,23
0.2018,23
0.20200001,23
0.2022,23
0.2024,23
0.2026,23
0.20280001,23
0.20299999,23
0.2032,23
0.2034,23
0.2036,23
0.20379999,23
0.204,23
0.2042,23
0.2044,23
0.20460001,23
0.20479999,23
0.205,23
0.2052,23
0.2054,23
0.20559999,23
0.2058,23
0.206,23
0.2062,23
0.20640001,23
0.2066,23
0.2068,23
0.207,23
0.20720001,23
0.20739999,23
0.2076,23
0.2078,23
0.208,23
0.20819999,23
0.2084,23
0.2086,23
0.2088,23
0.20900001,23
0.20919999,23
0.2094,23
0.2096,23
0.2098,23
0.20999999,23
0.2102,23
0.2104,23
0.2106,23
0.21080001,23
0.211,23
0.2112,23
0.2114,23
0.21160001,23
0.21179999,23
0.212,23
0.2122,23
0.2124,23
0.21259999,23
0.2128,23
0.213,23
0.2132,23
0.21340001,23
0.21359999,23
0.2138,23
0.214,23
0.2142,23
0.21439999,23
0.2146,23
0.2148,23
0.215,23
0.21520001,23
0.2154,23
0.2156,23
0.2158,23
0.21600001,23
0.21619999,23
0.2164,23
0.2166,23
0.2168,23
0.21699999,23
0.2172,23
0.2174,23
0.2176,23
0.21780001,23
0.21799999,23
0.2182,23
0.2184,23
0.2186,23
0.21879999,23
0.219,23
0.2192,23
0.2194,23
0.21960001,23
0.2198,23
0.22,23
0.2202,23
0.22040001,23
0.22059999,23
0.2208,23
0.221,23
0.2212,23
0.22139999,23
0.2216,23
0.2218,23
0.222,23
0.22220001,23
0.22239999,23
0.2226,23
0.2228,23
0.223,23
0.22319999,23
0.2234,23
0.2236,23
0.2238,23
0.22400001,23
0.2242,23
0.2244,23
0.2246,23
0.22480001,23
0.22499999,23
0.2252,23
0.2254,23
0.2256,23
0.22579999,23
0.226,23
0.2262,23
0.2264,23
0.22660001,23
0.22679999,23
0.227,23
0.2272,23
0.2274,23
0.22759999,23
0.2278,23
0.228,23
0.2282,23
0.22840001,23
0.2286,23
0.2288,23
0.229,23
0.22920001,23
0.22939999,23
0.2296,23
0.2298,23
0.23,23
0.23019999,23
0.2304,23
0.2306,23
0.2308,23
0.23100001,23
0.23119999,23
0.2314,23
0.2316,23
0.2318,23
0.23199999,23
0.2322,23
0.2324,23
0.2326,23
0.23280001,23
0.233,23
0.2332,23
0.2334,23
0.23360001,23
0.23379999,23
0.234,23
0.2342,23
0.2344,23
0.23459999,23
0.2348,23
0.235,23
0.2352,23
0.23540001,23
0.23559999,23
0.2358,23
0.236,23
0.2362,23
0.23639999,23
0.2366,23
0.2368,23
0.237,23
0.23720001,23
0.2374,23
0.2376,23
0.2378,23
0.23800001,23
0.23819999,23
0.2384,23
0.2386,23
0.2388,23
0.23899999,23
0.2392,23
0.2394,23
0.2396,23
0.23980001,23
0.23999999,23
0.2402,23
0.2404,23
0.2406,23
0.24079999,23
0.241,23
0.2412,23
0.2414,23
0.24160001,23
0.2418,23
0.242,23
0.2422,23
0.24240001,23
0.24259999,23
0.2428,23
0.243,23
0.2432,23
0.24339999,23
0.2436,23
0.2438,23
0.244,23
0.24420001,23
0.24439999,23
0.2446,23
0.2448,23
0.245,23
0.24519999,23
0.2454,23
0.2456,23
0.2458,23
0.24600001,23
0.2462,23
0.2464,23
0.2466,23
0.24680001,23
0.24699999,23
0.2472,23
0.2474,23
0.2476,23
0.24779999,23
0.248,23
0.2482,23
0.2484,23
0.24860001,23
0.24879999,23
0.249,23
0.2492,23
0.2494,23
0.24959999,23
0.2498,23
0.25,23
0.2502,23
0.25040001,23
0.25060001,23
0.25080001,23
0.25099999,23
0.25119999,23
0.25139999,23
0.2516,23
0.2518,23
0.252,23
0.25220001,23
0.25240001,23
0.25260001,23
0.25279999,23
0.25299999,23
0.25319999,23
0.2534,23
0.2536,23
0.2538,23
0.25400001,23
0.25420001,23
0.25440001,23
0.25459999,23
0.25479999,23
0.255,23
0.2552,23
0.2554,23
0.25560001,23
0.25580001,23
0.25600001,23
0.25619999,23
0.25639999,23
0.25659999,23
0.2568,23
0.257,23
0.2572,23
0.25740001,23
0.25760001,23
0.25780001,23
0.25799999,23
0.25819999,23
0.25839999,23
0.2586,23
0.2588,23
0.259,23
0.25920001,23
0.25940001,23
0.25960001,23
0.25979999,23
0.25999999,23
0.26019999,23
0.2604,23
0.2606,23
0.2608,23
0.26100001,23
0.26120001,23
0.26140001,23
0.26159999,23
0.26179999,23
0.26199999,23
0.2622,23
0.2624,23
0.2626,23
0.26280001,23
0.26300001,23
0.26320001,23
0.26339999,23
0.26359999,23
0.2638,23
0.264,23
0.2642,23
0.26440001,23
0.26460001,23
0.26480001,23
0.26499999,23
0.26519999,23
0.26539999,23
0.2656,23
0.2658,23
0.266,23
0.26620001,23
0.26640001,23
0.26660001,23
0.26679999,23
0.26699999,23
0.26719999,23
0.2674,23
0.2676,23
0.2678,23
0.26800001,23
0.26820001,23
0.26840001,23
0.26859999,23
0.26879999,23
0.26899999,23
0.2692,23
0.2694,23
0.2696,23
0.26980001,23
0.27000001,23
0.27020001,23
0.27039999,23
0.27059999,23
0.27079999,23
0.271,23
0.2712,23
0.2714,23
0.27160001,23
0.27180001,23
0.27200001,23
0.27219999,23
0.27239999,23
0.2726,23
0.2728,23
0.273,23
0.27320001,23
0.27340001,23
0.27360001,23
0.27379999,23
0.27399999,23
0.27419999,23
0.2744,23
0.2746,23
0.2748,23
0.27500001,23
0.27520001,23
0.27540001,23
0.27559999,23
0.27579999,23
0.27599999,23
0.2762,23
0.2764,23
0.2766,23
0.27680001,23
0.27700001,23
0.27720001,23
0.27739999,23
0.27759999,23
0.27779999,23
0.278,23
0.2782,23
0.2784,23
0.27860001,23
0.27880001,23
0.27900001,23
0.27919999,23
0.27939999,23
0.27959999,23
0.2798,23
0.28,23
0.2802,23
0.28040001,23
0.28060001,23
0.28080001,23
0.28099999,23
0.28119999,23
0.2814,23
0.2816,23
0.2818,23
0.28200001,23
0.28220001,23
0.28240001,23
0.28259999,23
0.28279999,23
0.28299999,23
0.2832,23
0.2834,23
0.2836,23
0.28380001,23
0.28400001,23
0.28420001,23
0.28439999,23
0.28459999,23
0.28479999,23
0.285,23
0.2852,23
0.2854,23
0.28560001,23
0.28580001,23
0.28600001,23
0.28619999,23
0.28639999,23
0.28659999,23
0.2868,23
0.287,23
0.2872,23
0.28740001,23
0.28760001,23
0.28780001,23
0.28799999,23
0.28819999,23
0.28839999,23
0.2886,23
0.2888,23
0.289,23
0.28920001,23
0.28940001,23
0.28960001,23
0.28979999,23
0.28999999,23
0.2902,23
0.2904,23
0.2906,23
0.29080001,23
0.29100001,23
0.29120001,23
0.29139999,23
0.29159999,23
0.29179999,23
0.292,23
0.2922,23
0.2924,23
0.29260001,23
0.29280001,23
0.29300001,23
0.29319999,23
0.29339999,23
0.29359999,23
0.2938,23
0.294,23
0.2942,23
0.29440001,23
0.29460001,23
0.29480001,23
0.29499999,23
0.29519999,23
0.29539999,23
0.2956,23
0.2958,23
0.296,23
0.29620001,23
0.29640001,23
0.29660001,23
0.29679999,23
0.29699999,23
0.29719999,23
0.2974,23
0.2976,23
0.2978,23
0.29800001,23
0.29820001,23
0.29840001,23
0.29859999,23
0.29879999,23
0.29899999,23
0.2992,23
0.2994,23
0.29960001,23
0.29980001,23
0.30000001,23
0.30019999,23
0.30039999,23
0.30059999,23
0.3008,23
0.301,23
0.3012,23
0.30140001,23
0.30160001,23
0.30180001,23
0.30199999,23
0.30219999,23
0.30239999,23
0.3026,23
0.3028,23
0.303,23
0.30320001,23
0.30340001,23
0.30360001,23
0.30379999,23
0.30399999,23
0.30419999,23
0.3044,23
0.3046,23
0.3048,23
0.30500001,23
0.30520001,23
0.30540001,23
0.30559999,23
0.30579999,23
0.30599999,23
0.3062,23
0.3064,23
0.3066,23
0.30680001,23
0.30700001,23
0.30720001,23
0.30739999,23
0.30759999,23
0.30779999,23
0.308,23
0.3082,23
0.30840001,23
0.30860001,23
0.30880001,23
0.30899999,23
0.30919999,23
0.30939999,23
0.3096,23
0.3098,23
0.31,23
0.31020001,23
0.31040001,23
0.31060001,23
0.31079999,23
0.31099999,23
0.31119999,23
0.3114,23
0.3116,23
0.3118,23
0.31200001,23
0.31220001,23
0.31240001,23
0.31259999,23
0.31279999,23
0.31299999,23
0.3132,23
0.3134,23
0.3136,23
0.31380001,23
0.31400001,23
0.31420001,23
0.31439999,23
0.31459999,23
0.31479999,23
0.315,23
0.3152,23
0.3154,23
0.31560001,23
0.31580001,23
0.31600001,23
0.31619999,23
0.31639999,23
0.31659999,23
0.3168,23
0.317,23
0.31720001,23
0.31740001,23
0.31760001,23
0.31779999,23
0.31799999,23
0.31819999,23
0.3184,23
0.3186,23
0.3188,23
0.31900001,23
0.31920001,23
0.31940001,23
0.31959999,23
0.31979999,23
0.31999999,23
0.3202,23
0.3204,23
0.3206,23
0.32080001,23
0.32100001,23
0.32120001,23
0.32139999,23
0.32159999,23
0.32179999,23
0.322,23
0.3222,23
0.3224,23
0.32260001,23
0.32280001,23
0.32300001,23
0.32319999,23
0.32339999,23
0.32359999,23
0.3238,23
0.324,23
0.3242,23
0.32440001,23
0.32460001,23
0.32480001,23
0.32499999,23
0.32519999,23
0.32539999,23
0.3256,23
0.3258,23
0.32600001,23
0.32620001,23
0.32640001,23
0.32659999,23
0.32679999,23
0.32699999,23
0.3272,23
0.3274,23
0.3276,23
0.32780001,23
0.32800001,23
0.32820001,23
0.32839999,23
0.32859999,23
0.32879999,23
0.329,23
0.3292,23
0.3294,23
0.32960001,23
0.32980001,23
0.33000001,23
0.33019999,23
0.33039999,23
0.33059999,23
0.3308,23
0.331,23
0.3312,23
0.33140001,23
0.33160001,23
0.33180001,23
0.33199999,23
0.33219999,23
0.33239999,23
0.3326,23
0.3328,23
0.333,23
0.33320001,23
0.33340001,23
0.33360001,23
0.33379999,23
0.33399999,23
0.33419999,23
0.3344,23
0.3346,23
0.3348,23
0.33500001,23
0.33520001,23
0.33539999,23
0.33559999,23
0.33579999,23
0.336,23
0.3362,23
0.3364,23
0.33660001,23
0.33680001,23
0.33700001,23
0.33719999,23
0.33739999,23
0.33759999,23
0.3378,23
0.338,23
0.3382,23
0.33840001,23
0.33860001,23
0.33880001,23
0.33899999,23
0.33919999,23
0.33939999,23
0.3396,23
0.3398,23
0.34,23
0.34020001,23
0.34040001,23
0.34060001,23
0.34079999,23
0.34099999,23
0.34119999,23
0.3414,23
0.3416,23
0.3418,23
0.34200001,23
0.34220001,23
0.34240001,23
0.34259999,23
0.34279999,23
0.34299999,23
0.3432,23
0.3434,23
0.3436,23
0.34380001,23
0.34400001,23
0.34419999,23
0.34439999,23
0.34459999,23
0.3448,23
0.345,23
0.3452,23
0.34540001,23
0.34560001,23
0.34580001,23
0.34599999,23
0.34619999,23
0.34639999,23
0.3466,23
0.3468,23
0.347,23
0.34720001,23
0.34740001,23
0.34760001,23
0.34779999,23
0.34799999,23
0.34819999,23
0.3484,23
0.3486,23
0.3488,23
0.34900001,23
0.34920001,23
0.34940001,23
0.34959999,23
0.34979999,23
0.34999999,23
0.3502,23
0.3504,23
0.3506,23
0.35080001,23
0.35100001,23
0.35120001,23
0.35139999,23
0.35159999,23
0.35179999,23
0.352,23
0.3522,23
0.3524,23
0.35260001,23
0.35280001,23
0.35299999,23
0.35319999,23
0.35339999,23
0.3536,23
0.3538,23
0.354,23
0.35420001,23
0.35440001,23
0.35460001,23
0.35479999,23
0.35499999,23
0.35519999,23
0.3554,23
0.3556,23
0.3558,23
0.35600001,23
0.35620001,23
0.35640001,23
0.35659999,23
0.35679999,23
0.35699999,23
0.3572,23
0.3574,23
0.3576,23
0.35780001,23
0.35800001,23
0.35820001,23
0.35839999,23
0.35859999,23
0.35879999,23
0.359,23
0.3592,23
0.3594,23
0.35960001,23
0.35980001,23
0.36000001,23
0.36019999,23
0.36039999,23
0.36059999,23
0.3608,23
0.361,23
0.3612,23
0.36140001,23
0.36160001,23
0.36179999,23
0.36199999,23
0.36219999,23
0.3624,23
0.3626,23
0.3628,23
0.36300001,23
0.36320001,23
0.36340001,23
0.36359999,23
0.36379999,23
0.36399999,23
0.3642,23
0.3644,23
0.3646,23
0.36480001,23
0.36500001,23
0.36520001,23
0.36539999,23
0.36559999,23
0.36579999,23
0.366,23
0.3662,23
0.3664,23
0.36660001,23
0.36680001,23
0.36700001,23
0.36719999,23
0.36739999,23
0.36759999,23
0.3678,23
0.368,23
0.3682,23
0.36840001,23
0.36860001,23
0.36880001,23
0.36899999,23
0.36919999,23
0.36939999,23
0.3696,23
0.3698,23
0.37,23
0.37020001,23
0.37040001,23
0.37059999,23
0.37079999,23
0.37099999,23
0.3712,23
0.3714,23
0.3716,23
0.37180001,23
0.37200001,23
0.37220001,23
0.37239999,23
0.37259999,23
0.37279999,23
0.373,23
0.3732,23
0.3734,23
0.37360001,23
0.37380001,23
0.37400001,23
0.37419999,23
0.37439999,23
0.37459999,23
0.3748,23
0.375,23
0.3752,23
0.37540001,23
0.37560001,23
0.37580001,23
