"Time","p"
0,23
0.00019999999,23
0.00039999999,23
0.00060000003,23
0.00079999998,23
0.001,23
0.0012000001,23
0.0014,23
0.0016,23
0.0018,23
0.0020000001,23
0.0022,23
0.0024000001,23
0.0026,23
0.0027999999,23
0.003,23
0.0031999999,23
0.0034,23
0.0035999999,23
0.0038000001,23
0.0040000002,23
0.0041999999,23
0.0044,23
0.0046000001,23
0.0048000002,23
0.0049999999,23
0.0052,23
0.0054000001,23
0.0055999998,23
0.0057999999,23
0.0060000001,23
0.0062000002,23
0.0063999998,23
0.0066,23
0.0068000001,23
0.0070000002,23
0.0071999999,23
0.0074,23
0.0076000001,23
0.0077999998,23
0.0080000004,23
0.0082,23
0.0083999997,23
0.0086000003,23
0.0088,23
0.0089999996,23
0.0092000002,23
0.0093999999,23
0.0096000005,23
0.0098000001,23
0.0099999998,23
0.0102,23
0.0104,23
0.0106,23
0.0108,23
0.011,23
0.0112,23
0.0114,23
0.0116,23
0.0118,23
0.012,23
0.0122,23
0.0124,23
0.0126,23
0.0128,23
0.013,23
0.0132,23
0.0134,23
0.0136,23
0.0138,23
0.014,23
0.0142,23
0.0144,23
0.0146,23
0.0148,23
0.015,23
0.0152,23
0.0154,23
0.0156,23
0.015799999,23
0.016000001,23
0.0162,23
0.0164,23
0.0166,23
0.016799999,23
0.017000001,23
0.017200001,23
0.0174,23
0.0176,23
0.0178,23
0.017999999,23
0.018200001,23
0.0184,23
0.0186,23
0.0188,23
0.018999999,23
0.019200001,23
0.019400001,23
0.0196,23
0.0198,23
0.02,23
0.020199999,23
0.020400001,23
0.0206,23
0.0208,23
0.021,23
0.021199999,23
0.021400001,23
0.021600001,23
0.0218,23
0.022,23
0.0222,23
0.022399999,23
0.022600001,23
0.0228,23
0.023,23
0.0232,23
0.023399999,23
0.023600001,23
0.023800001,23
0.024,23
0.0242,23
0.0244,23
0.024599999,23
0.024800001,23
0.025,23
0.0252,23
0.0254,23
0.025599999,23
0.025800001,23
0.026000001,23
0.0262,23
0.0264,23
0.0266,23
0.026799999,23
0.027000001,23
0.0272,23
0.0274,23
0.0276,23
0.027799999,23
0.028000001,23
0.028200001,23
0.0284,23
0.0286,23
0.0288,23
0.028999999,23
0.029200001,23
0.0294,23
0.0296,23
0.0298,23
0.029999999,23
0.030200001,23
0.030400001,23
0.0306,23
0.0308,23
0.030999999,23
0.031199999,23
0.031399999,23
0.031599998,23
0.031800002,23
0.032000002,23
0.032200001,23
0.032400001,23
0.032600001,23
0.0328,23
0.033,23
0.033199999,23
0.033399999,23
0.033599999,23
0.033799998,23
0.034000002,23
0.034200002,23
0.034400001,23
0.034600001,23
0.0348,23
0.035,23
0.0352,23
0.035399999,23
0.035599999,23
0.035799999,23
0.035999998,23
0.036200002,23
0.036400001,23
0.036600001,23
0.036800001,23
0.037,23
0.0372,23
0.0374,23
0.037599999,23
0.037799999,23
0.037999999,23
0.038199998,23
0.038400002,23
0.038600001,23
0.038800001,23
0.039000001,23
0.0392,23
0.0394,23
0.0396,23
0.039799999,23
0.039999999,23
0.040199999,23
0.040399998,23
0.040600002,23
0.040800001,23
0.041000001,23
0.041200001,23
0.0414,23
0.0416,23
0.0418,23
0.041999999,23
0.042199999,23
0.042399999,23
0.042599998,23
0.042800002,23
0.043000001,23
0.043200001,23
0.043400001,23
0.0436,23
0.0438,23
0.044,23
0.044199999,23
0.044399999,23
0.044599999,23
0.044799998,23
0.045000002,23
0.045200001,23
0.045400001,23
0.045600001,23
0.0458,23
0.046,23
0.0462,23
0.046399999,23
0.046599999,23
0.046799999,23
0.046999998,23
0.047200002,23
0.047400001,23
0.047600001,23
0.047800001,23
0.048,23
0.0482,23
0.0484,23
0.048599999,23
0.048799999,23
0.048999999,23
0.049199998,23
0.049400002,23
0.049600001,23
0.049800001,23
0.050000001,23
0.0502,23
0.0504,23
0.0506,23
0.050799999,23
0.050999999,23
0.051199999,23
0.051399998,23
0.051600002,23
0.051800001,23
0.052000001,23
0.052200001,23
0.0524,23
0.0526,23
0.0528,23
0.052999999,23
0.053199999,23
0.053399999,23
0.053599998,23
0.053800002,23
0.054000001,23
0.054200001,23
0.054400001,23
0.0546,23
0.0548,23
0.055,23
0.055199999,23
0.055399999,23
0.055599999,23
0.055799998,23
0.056000002,23
0.056200001,23
0.056400001,23
0.056600001,23
0.0568,23
0.057,23
0.0572,23
0.057399999,23
0.057599999,23
0.057799999,23
0.057999998,23
0.058200002,23
0.058400001,23
0.058600001,23
0.058800001,23
0.059,23
0.0592,23
0.0594,23
0.059599999,23
0.059799999,23
0.059999999,23
0.060199998,23
0.060400002,23
0.060600001,23
0.060800001,23
0.061000001,23
0.0612,23
0.0614,23
0.0616,23
0.061799999,23
0.061999999,23
0.062199999,23
0.062399998,23
0.062600002,23
0.062799998,23
0.063000001,23
0.063199997,23
0.0634,23
0.063600004,23
0.0638,23
0.064000003,23
0.064199999,23
0.064400002,23
0.064599998,23
0.064800002,23
0.064999998,23
0.065200001,23
0.065399997,23
0.0656,23
0.065800004,23
0.066,23
0.066200003,23
0.066399999,23
0.066600002,23
0.066799998,23
0.067000002,23
0.067199998,23
0.067400001,23
0.067599997,23
0.0678,23
0.068000004,23
0.0682,23
0.068400003,23
0.068599999,23
0.068800002,23
0.068999998,23
0.069200002,23
0.069399998,23
0.069600001,23
0.069799997,23
0.07,23
0.070200004,23
0.0704,23
0.070600003,23
0.070799999,23
0.071000002,23
0.071199998,23
0.071400002,23
0.071599998,23
0.071800001,23
0.071999997,23
0.0722,23
0.072400004,23
0.0726,23
0.072800003,23
0.072999999,23
0.073200002,23
0.073399998,23
0.073600002,23
0.073799998,23
0.074000001,23
0.074199997,23
0.0744,23
0.074600004,23
0.0748,23
0.075000003,23
0.075199999,23
0.075400002,23
0.075599998,23
0.075800002,23
0.075999998,23
0.076200001,23
0.076399997,23
0.0766,23
0.076800004,23
0.077,23
0.077200003,23
0.077399999,23
0.077600002,23
0.077799998,23
0.078000002,23
0.078199998,23
0.078400001,23
0.078599997,23
0.0788,23
0.079000004,23
0.0792,23
0.079400003,23
0.079599999,23
0.079800002,23
0.079999998,23
0.080200002,23
0.080399998,23
0.080600001,23
0.080799997,23
0.081,23
0.081200004,23
0.0814,23
0.081600003,23
0.081799999,23
0.082000002,23
0.082199998,23
0.082400002,23
0.082599998,23
0.082800001,23
0.082999997,23
0.0832,23
0.083400004,23
0.0836,23
0.083800003,23
0.083999999,23
0.084200002,23
0.084399998,23
0.084600002,23
0.084799998,23
0.085000001,23
0.085199997,23
0.0854,23
0.085600004,23
0.0858,23
0.086000003,23
0.086199999,23
0.086400002,23
0.086599998,23
0.086800002,23
0.086999997,23
0.087200001,23
0.087399997,23
0.0876,23
0.087800004,23
0.088,23
0.088200003,23
0.088399999,23
0.088600002,23
0.088799998,23
0.089000002,23
0.089199997,23
0.089400001,23
0.089599997,23
0.0898,23
0.090000004,23
0.0902,23
0.090400003,23
0.090599999,23
0.090800002,23
0.090999998,23
0.091200002,23
0.091399997,23
0.091600001,23
0.091799997,23
0.092,23
0.092200004,23
0.092399999,23
0.092600003,23
0.092799999,23
0.093000002,23
0.093199998,23
0.093400002,23
0.093599997,23
0.093800001,23
0.093999997,23
0.0942,23
0.094400004,23
0.094599999,23
0.094800003,23
0.094999999,23
0.095200002,23
0.095399998,23
0.095600002,23
0.095799997,23
0.096000001,23
0.096199997,23
0.0964,23
0.096600004,23
0.096799999,23
0.097000003,23
0.097199999,23
0.097400002,23
0.097599998,23
0.097800002,23
0.097999997,23
0.098200001,23
0.098399997,23
0.0986,23
0.098800004,23
0.098999999,23
0.099200003,23
0.099399999,23
0.099600002,23
0.099799998,23
0.1,23
0.1002,23
0.1004,23
0.1006,23
0.1008,23
0.101,23
0.1012,23
0.1014,23
0.1016,23
0.1018,23
0.102,23
0.1022,23
0.1024,23
0.1026,23
0.1028,23
0.103,23
0.1032,23
0.1034,23
0.1036,23
0.1038,23
0.104,23
0.1042,23
0.1044,23
0.1046,23
0.1048,23
0.105,23
0.1052,23
0.1054,23
0.1056,23
0.1058,23
0.106,23
0.1062,23
0.1064,23
0.1066,23
0.1068,23
0.107,23
0.1072,23
0.1074,23
0.1076,23
0.1078,23
0.108,23
0.1082,23
0.1084,23
0.1086,23
0.1088,23
0.109,23
0.1092,23
0.1094,23
0.1096,23
0.1098,23
0.11,23
0.1102,23
0.1104,23
0.1106,23
0.1108,23
0.111,23
0.1112,23
0.1114,23
0.1116,23
0.1118,23
0.112,23
0.1122,23
0.1124,23
0.1126,23
0.1128,23
0.113,23
0.1132,23
0.1134,23
0.1136,23
0.1138,23
0.114,23
0.1142,23
0.1144,23
0.1146,23
0.1148,23
0.115,23
0.1152,23
0.1154,23
0.1156,23
0.1158,23
0.116,23
0.1162,23
0.1164,23
0.1166,23
0.1168,23
0.117,23
0.1172,23
0.1174,23
0.1176,23
0.1178,23
0.118,23
0.1182,23
0.1184,23
0.1186,23
0.1188,23
0.119,23
0.1192,23
0.1194,23
0.1196,23
0.1198,23
0.12,23
0.1202,23
0.1204,23
0.1206,23
0.1208,23
0.121,23
0.1212,23
0.1214,23
0.1216,23
0.1218,23
0.122,23
0.1222,23
0.1224,23
0.1226,23
0.1228,23
0.123,23
0.1232,23
0.1234,23
0.1236,23
0.1238,23
0.124,23
0.1242,23
0.1244,23
0.1246,23
0.1248,23
0.125,23
0.1252,23
0.12540001,23
0.1256,23
0.1258,23
0.126,23
0.12620001,23
0.12639999,23
0.1266,23
0.1268,23
0.127,23
0.12720001,23
0.1274,23
0.1276,23
0.1278,23
0.12800001,23
0.12819999,23
0.1284,23
0.1286,23
0.1288,23
0.12899999,23
0.1292,23
0.1294,23
0.1296,23
0.12980001,23
0.13,23
0.1302,23
0.1304,23
0.13060001,23
0.13079999,23
0.131,23
0.1312,23
0.1314,23
0.13160001,23
0.1318,23
0.132,23
0.1322,23
0.13240001,23
0.13259999,23
0.1328,23
0.133,23
0.1332,23
0.13339999,23
0.1336,23
0.1338,23
0.134,23
0.13420001,23
0.1344,23
0.1346,23
0.1348,23
0.13500001,23
0.13519999,23
0.1354,23
0.1356,23
0.1358,23
0.13600001,23
0.1362,23
0.1364,23
0.1366,23
0.13680001,23
0.13699999,23
0.1372,23
0.1374,23
0.1376,23
0.13779999,23
0.138,23
0.1382,23
0.1384,23
0.13860001,23
0.1388,23
0.139,23
0.1392,23
0.13940001,23
0.13959999,23
0.1398,23
0.14,23
0.1402,23
0.14040001,23
0.1406,23
0.1408,23
0.141,23
0.14120001,23
0.14139999,23
0.1416,23
0.1418,23
0.142,23
0.14219999,23
0.1424,23
0.1426,23
0.1428,23
0.14300001,23
0.1432,23
0.1434,23
0.1436,23
0.14380001,23
0.14399999,23
0.1442,23
0.1444,23
0.1446,23
0.14480001,23
0.145,23
0.1452,23
0.1454,23
0.14560001,23
0.14579999,23
0.146,23
0.1462,23
0.1464,23
0.14659999,23
0.1468,23
0.147,23
0.1472,23
0.14740001,23
0.1476,23
0.1478,23
0.148,23
0.14820001,23
0.14839999,23
0.1486,23
0.1488,23
0.149,23
0.14920001,23
0.1494,23
0.1496,23
0.1498,23
0.15000001,23
0.15019999,23
0.1504,23
0.1506,23
0.1508,23
0.15099999,23
0.1512,23
0.1514,23
0.1516,23
0.15180001,23
0.152,23
0.1522,23
0.1524,23
0.15260001,23
0.15279999,23
0.153,23
0.1532,23
0.1534,23
0.15360001,23
0.1538,23
0.154,23
0.1542,23
0.15440001,23
0.15459999,23
0.1548,23
0.155,23
0.1552,23
0.15539999,23
0.1556,23
0.1558,23
0.156,23
0.15620001,23
0.1564,23
0.1566,23
0.1568,23
0.15700001,23
0.15719999,23
0.1574,23
0.1576,23
0.1578,23
0.15800001,23
0.1582,23
0.1584,23
0.1586,23
0.15880001,23
0.15899999,23
0.1592,23
0.1594,23
0.1596,23
0.15979999,23
0.16,23
0.1602,23
0.1604,23
0.16060001,23
0.1608,23
0.161,23
0.1612,23
0.16140001,23
0.16159999,23
0.1618,23
0.162,23
0.1622,23
0.16240001,23
0.1626,23
0.1628,23
0.163,23
0.16320001,23
0.16339999,23
0.1636,23
0.1638,23
0.164,23
0.16419999,23
0.1644,23
0.1646,23
0.1648,23
0.16500001,23
