"Time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia.w","loadInertiaQS.w","loadInertiaQS.phi","loadInertia.phi","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imcQS.rotorCage.port_p.reference.gamma","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
2.0480001,-0.28992888,-0.0046545533,140.4471,146.26422,158.07446,153.37868,-0.17121285,327.24924,-0.42084813
2.0481,-0.2891978,-0.017860327,140.48543,146.28146,158.0891,153.39272,-0.17244714,327.2514,-0.42141113
2.0481999,-0.2884663,-0.031078553,140.52379,146.29866,158.10373,153.40677,-0.17368215,327.25354,-0.42155549
2.0483,-0.28773454,-0.044296086,140.56215,146.31578,158.11836,153.42082,-0.17491773,327.25571,-0.42128107
2.0483999,-0.28700259,-0.057499796,140.60052,146.33286,158.133,153.43488,-0.17615376,327.25787,-0.42058802
2.0485001,-0.28627056,-0.070676558,140.6389,146.34988,158.14763,153.44894,-0.17739013,327.26001,-0.41947708
2.0486,-0.28553852,-0.083813265,140.67728,146.36685,158.16226,153.46301,-0.1786267,327.26215,-0.41794923
2.0487001,-0.28480661,-0.096896864,140.71564,146.38376,158.1769,153.47708,-0.17986336,327.26428,-0.41600597
2.0488,-0.2840749,-0.10991435,140.75397,146.4006,158.19154,153.49115,-0.18109997,327.26642,-0.4136492
2.0488999,-0.28334352,-0.12285279,140.79228,146.4174,158.20618,153.50523,-0.18233639,327.26855,-0.41088116
2.049,-0.2826125,-0.1356993,140.83055,146.43414,158.22083,153.51932,-0.18357252,327.27069,-0.40770456
2.0490999,-0.28188196,-0.14844112,140.86879,146.45084,158.23546,153.5334,-0.18480821,327.27283,-0.4041225
2.0492001,-0.28115195,-0.16106556,140.90698,146.46747,158.25011,153.54749,-0.18604332,327.27493,-0.40013844
2.0493,-0.28042257,-0.1735601,140.94511,146.48404,158.26476,153.56158,-0.18727773,327.27707,-0.39575627
2.0494001,-0.27969387,-0.18591228,140.9832,146.50056,158.2794,153.57567,-0.18851133,327.27917,-0.3909803
2.0495,-0.27896595,-0.19810984,141.02121,146.51703,158.29405,153.58977,-0.18974394,327.28131,-0.38581514
2.0495999,-0.27823886,-0.21014062,141.05914,146.53345,158.30872,153.60388,-0.19097546,327.28342,-0.38026586
2.0497,-0.27751267,-0.22199263,141.097,146.5498,158.32336,153.61798,-0.19220574,327.28552,-0.37433788
2.0497999,-0.27678743,-0.23365411,141.13477,146.5661,158.33801,153.6321,-0.19343467,327.28763,-0.36803699
2.0499001,-0.2760632,-0.24511345,141.17245,146.58235,158.35268,153.64621,-0.19466209,327.28973,-0.36136937
2.05,-0.27534002,-0.25635919,141.21004,146.59856,158.36734,153.66034,-0.19588788,327.29181,-0.35434154
2.0501001,-0.27461797,-0.26738018,141.24751,146.6147,158.382,153.67445,-0.19711189,327.29391,-0.34696034
2.0502,-0.27389705,-0.27816543,141.28488,146.63078,158.39665,153.68858,-0.19833401,327.29602,-0.33923304
2.0502999,-0.27317733,-0.28870419,141.32213,146.64682,158.41132,153.70271,-0.19955409,327.2981,-0.33116719
2.0504,-0.27245882,-0.2989859,141.35927,146.66281,158.42599,153.71684,-0.200772,327.30017,-0.32277068
2.0504999,-0.2717416,-0.30900037,141.39627,146.67874,158.44066,153.73099,-0.20198761,327.30228,-0.31405178
2.0506001,-0.27102566,-0.3187376,141.43314,146.69461,158.45532,153.74513,-0.20320079,327.30435,-0.30501896
2.0506999,-0.27031106,-0.32818782,141.46988,146.71043,158.47,153.75928,-0.2044114,327.30643,-0.29568112
2.0508001,-0.2695978,-0.33734164,141.50647,146.7262,158.48466,153.77342,-0.20561934,327.3085,-0.2860474
2.0509,-0.26888588,-0.34618989,141.54291,146.74191,158.49934,153.78757,-0.20682444,327.31055,-0.27612725
2.0510001,-0.26817539,-0.35472372,141.57921,146.75758,158.51401,153.80173,-0.20802657,327.31262,-0.26593038
2.0511,-0.26746628,-0.36293459,141.61534,146.77319,158.52869,153.81589,-0.20922564,327.3147,-0.25546682
2.0511999,-0.26675856,-0.37081432,141.65131,146.78876,158.54337,153.83005,-0.2104215,327.31674,-0.2447468
2.0513,-0.26605228,-0.37835497,141.68712,146.80426,158.55804,153.84422,-0.21161404,327.31882,-0.23378086
2.0513999,-0.26534742,-0.38554898,141.72276,146.81972,158.57272,153.85838,-0.21280311,327.32086,-0.22257973
2.0515001,-0.26464397,-0.39238915,141.75822,146.83511,158.58742,153.87256,-0.2139886,327.32291,-0.21115443
2.0516,-0.26394194,-0.39886856,141.7935,146.85046,158.6021,153.88673,-0.2151704,327.32495,-0.19951613
2.0517001,-0.26324132,-0.40498075,141.82861,146.86575,158.61679,153.90092,-0.21634836,327.327,-0.1876763
2.0518,-0.26254213,-0.41071951,141.86353,146.88101,158.63147,153.9151,-0.2175224,327.32904,-0.17564653
2.0518999,-0.26184431,-0.4160791,141.89825,146.89619,158.64616,153.92929,-0.21869236,327.33109,-0.16343863
2.052,-0.26114789,-0.42105404,141.9328,146.91135,158.66084,153.94348,-0.21985817,327.3331,-0.15106459
2.0520999,-0.26045284,-0.42563933,141.96713,146.92644,158.67554,153.95769,-0.22101969,327.33514,-0.13853656
2.0522001,-0.2597591,-0.42983031,142.00128,146.94147,158.69023,153.97188,-0.22217681,327.33719,-0.12586685
2.0523,-0.2590667,-0.43362269,142.03522,146.95647,158.70493,153.98608,-0.22332942,327.3392,-0.11306787
2.0524001,-0.25837559,-0.43701258,142.06895,146.97141,158.71962,154.00029,-0.22447743,327.34122,-0.10015222
2.0525,-0.25768575,-0.43999654,142.10249,146.98628,158.73433,154.0145,-0.2256207,327.34323,-0.087132573
2.0525999,-0.25699717,-0.44257146,142.13582,147.00113,158.74902,154.0287,-0.22675915,327.34528,-0.074021719
2.0527,-0.25630975,-0.44473463,142.16893,147.01591,158.76372,154.04292,-0.22789267,327.34729,-0.060832545
2.0527999,-0.25562352,-0.44648385,142.20183,147.03064,158.77843,154.05714,-0.22902118,327.34927,-0.047578003
2.0529001,-0.25493842,-0.44781715,142.23451,147.04533,158.79314,154.07137,-0.23014455,327.35129,-0.034271114
2.053,-0.2542544,-0.44873315,142.26698,147.05997,158.80783,154.08559,-0.23126271,327.3533,-0.020924957
2.0531001,-0.25357142,-0.44923076,142.29924,147.07454,158.82254,154.09982,-0.23237556,327.35532,-0.0075526531
2.0532,-0.25288945,-0.44930938,142.33127,147.08908,158.83725,154.11404,-0.233483,327.3573,0.0058326609
2.0532999,-0.25220841,-0.44896871,142.36308,147.10356,158.85196,154.12828,-0.23458496,327.35928,0.019217826
2.0534,-0.25152829,-0.44820902,142.39468,147.118,158.86667,154.14252,-0.23568135,327.3613,0.032589681
2.0534999,-0.25084904,-0.44703084,142.42606,147.13239,158.88138,154.15675,-0.23677208,327.36328,0.045935079
2.0536001,-0.25017056,-0.44543523,142.45721,147.14671,158.8961,154.17101,-0.23785707,327.36526,0.059240904
2.0537,-0.24949282,-0.4434236,142.48814,147.161,158.91081,154.18526,-0.23893625,327.36725,0.072494067
2.0538001,-0.24881577,-0.44099775,142.51884,147.17523,158.92554,154.19951,-0.24000953,327.36923,0.085681528
2.0539,-0.24813935,-0.43815994,142.54933,147.18942,158.94025,154.21376,-0.24107686,327.37122,0.098790325
2.0539999,-0.24746348,-0.43491283,142.57961,147.20355,158.95497,154.22801,-0.24213815,327.3732,0.11180755
2.0541,-0.24678813,-0.43125942,142.60965,147.21765,158.9697,154.24228,-0.24319334,327.37518,0.12472042
2.0541999,-0.2461132,-0.42720321,142.63948,147.23169,158.98441,154.25653,-0.24424237,327.37714,0.1375162
2.0543001,-0.24543865,-0.42274803,142.66908,147.24568,158.99913,154.2708,-0.24528518,327.37912,0.15018232
2.0544,-0.2447644,-0.41789812,142.69846,147.25963,159.01385,154.28506,-0.24632171,327.38107,0.16270632
2.0545001,-0.24409039,-0.41265807,142.72763,147.27351,159.02859,154.29935,-0.24735188,327.38303,0.17507584
2.0546,-0.24341655,-0.40703291,142.75658,147.28737,159.04332,154.31361,-0.24837568,327.38501,0.18727873
2.0546999,-0.24274281,-0.40102804,142.78531,147.30116,159.05804,154.3279,-0.24939303,327.38696,0.19930297
2.0548,-0.2420691,-0.39464924,142.81383,147.31491,159.07277,154.34218,-0.25040391,327.38892,0.21113673
2.0548999,-0.24139534,-0.38790259,142.84213,147.32861,159.08751,154.35646,-0.25140822,327.39087,0.22276832
2.0550001,-0.24072146,-0.38079464,142.87022,147.34227,159.10223,154.37074,-0.25240597,327.39282,0.23418634
2.0551,-0.2400474,-0.3733322,142.89812,147.35587,159.11697,154.38503,-0.25339714,327.39474,0.24537949
2.0552001,-0.23937306,-0.3655225,142.92578,147.36943,159.13171,154.39932,-0.25438163,327.3967,0.25633678
2.0553,-0.23869836,-0.35737309,142.95326,147.38293,159.14645,154.41362,-0.25535941,327.39865,0.26704738
2.0553999,-0.23802327,-0.34889182,142.98053,147.39641,159.16119,154.4279,-0.25633052,327.40057,0.27750075
2.0555,-0.23734768,-0.34008691,143.0076,147.40982,159.17593,154.44221,-0.25729486,327.4025,0.28768659
2.0555999,-0.23667151,-0.33096686,143.03447,147.42319,159.19067,154.45651,-0.25825247,327.40445,0.29759485
2.0557001,-0.2359947,-0.32154056,143.06114,147.43651,159.20541,154.47081,-0.25920328,327.40637,0.30721575
2.0558,-0.23531716,-0.31181714,143.08763,147.44978,159.22015,154.48512,-0.26014727,327.40829,0.31653982
2.0559001,-0.23463881,-0.30180597,143.11392,147.46301,159.23491,154.49944,-0.26108447,327.41022,0.32555786
2.056,-0.23395957,-0.29151684,143.14003,147.4762,159.24965,154.51375,-0.26201481,327.41214,0.33426097
2.0560999,-0.23327939,-0.28095973,143.16595,147.48933,159.2644,154.52806,-0.26293832,327.41406,0.34264052
2.0562,-0.23259816,-0.27014485,143.1917,147.50243,159.27914,154.54237,-0.26385498,327.41599,0.35068828
2.0562999,-0.23191582,-0.25908276,143.21725,147.51547,159.2939,154.5567,-0.26476482,327.41791,0.35839632
2.0564001,-0.23123229,-0.2477842,143.24265,147.52846,159.30865,154.57103,-0.26566777,327.4198,0.36575699
2.0565,-0.23054749,-0.23626016,143.26787,147.54141,159.32341,154.58534,-0.26656386,327.42172,0.37276298
2.0566001,-0.22986133,-0.22452186,143.29292,147.55432,159.33817,154.59967,-0.2674531,327.42361,0.37940744
2.0567,-0.22917376,-0.21258073,143.31781,147.56718,159.35292,154.61401,-0.26833552,327.42554,0.38568377
2.0567999,-0.22848469,-0.20044836,143.34254,147.58,159.36768,154.62834,-0.26921108,327.42743,0.39158574
2.0569,-0.22779405,-0.18813662,143.36713,147.59276,159.38243,154.64267,-0.27007982,327.42932,0.39710751
2.0569999,-0.22710176,-0.17565748,143.39156,147.60548,159.39719,154.65701,-0.27094176,327.43121,0.40224364
2.0571001,-0.22640775,-0.1630231,143.41583,147.61816,159.41196,154.67136,-0.27179691,327.43311,0.40698901
2.0572,-0.22571194,-0.1502458,143.43996,147.6308,159.42671,154.6857,-0.27264529,327.435,0.4113389
2.0573001,-0.22501425,-0.13733804,143.46396,147.64339,159.44148,154.70004,-0.27348694,327.43689,0.41528901
2.0574,-0.22431464,-0.12431241,143.48782,147.65593,159.45624,154.71439,-0.27432182,327.43878,0.41883543
2.0574999,-0.22361301,-0.1111816,143.51155,147.66843,159.47101,154.72874,-0.27515003,327.44067,0.4219746
2.0576,-0.2229093,-0.097958438,143.53514,147.68088,159.48578,154.74309,-0.27597159,327.44254,0.42470342
2.0576999,-0.22220345,-0.084655821,143.55862,147.6933,159.50055,154.75745,-0.27678648,327.44443,0.42701909
2.0578001,-0.22149538,-0.071286738,143.58199,147.70566,159.51532,154.7718,-0.27759477,327.44629,0.42891937
2.0579,-0.22078502,-0.05786423,143.60522,147.71799,159.53009,154.78616,-0.27839652,327.44818,0.43040231
2.0580001,-0.22007231,-0.044401411,143.62836,147.73026,159.54486,154.80052,-0.2791917,327.45004,0.43146643
2.0581,-0.21935721,-0.030911421,143.6514,147.74249,159.55963,154.8149,-0.27998042,327.4519,0.43211058
2.0581999,-0.21863963,-0.01740744,143.67432,147.75468,159.5744,154.82925,-0.2807627,327.4538,0.43233415
2.0583,-0.21791951,-0.0039026563,143.69714,147.76683,159.58919,154.84363,-0.28153858,327.45566,0.43213683
2.0583999,-0.21719681,0.0095897373,143.71989,147.77893,159.60396,154.858,-0.28230807,327.45752,0.43151876
2.0585001,-0.21647145,0.023056557,143.74254,147.79099,159.61874,154.87236,-0.28307128,327.45938,0.43048054
2.0585999,-0.21574338,0.036484644,143.76511,147.80299,159.63351,154.88675,-0.28382823,327.46121,0.42902315
2.0587001,-0.21501255,0.049860872,143.78758,147.81497,159.6483,154.90112,-0.28457898,327.46307,0.42714792
2.0588,-0.21427891,0.063172169,143.81,147.8269,159.66309,154.9155,-0.28532359,327.46494,0.42485666
2.0589001,-0.2135424,0.076405525,143.83234,147.83879,159.67787,154.92989,-0.28606212,327.46677,0.42215163
2.059,-0.21280298,0.089547999,143.85461,147.85063,159.69266,154.94426,-0.28679457,327.46863,0.4190354
2.0590999,-0.21206059,0.10258675,143.87683,147.86243,159.70744,154.95865,-0.28752109,327.47046,0.41551098
2.0592,-0.21131518,0.11550901,143.89897,147.87419,159.72223,154.97304,-0.28824165,327.47232,0.41158184
2.0592999,-0.21056673,0.12830216,143.92108,147.88589,159.73701,154.98743,-0.2889564,327.47415,0.40725175
2.0594001,-0.20981519,0.14095369,143.94313,147.89757,159.7518,155.00183,-0.28966534,327.47598,0.40252492
2.0595,-0.20906049,0.1534512,143.96513,147.90921,159.76659,155.01622,-0.29036856,327.47781,0.39740601
2.0596001,-0.20830263,0.1657825,143.98709,147.92079,159.78139,155.03062,-0.29106611,327.47964,0.39189994
2.0597,-0.20754156,0.17793551,144.00902,147.93234,159.79617,155.04501,-0.29175809,327.48148,0.38601214
2.0597999,-0.20677723,0.18989834,144.03091,147.94385,159.81097,155.05942,-0.29244453,327.48331,0.37974828
2.0599,-0.20600963,0.20165931,144.05276,147.95531,159.82576,155.07382,-0.29312554,327.48514,0.37311459
2.0599999,-0.20523871,0.21320686,144.0746,147.96672,159.84056,155.08823,-0.29380116,327.48697,0.36611745
2.0601001,-0.20446447,0.22452974,144.09642,147.9781,159.85536,155.10265,-0.29447144,327.4888,0.35876372
2.0602,-0.20368685,0.23561688,144.11821,147.98944,159.87016,155.11705,-0.29513651,327.4906,0.35106066
2.0603001,-0.20290585,0.24645738,144.14,148.00075,159.88495,155.13147,-0.29579642,327.49243,0.3430157
2.0604,-0.20212142,0.25704068,144.16177,148.01199,159.89975,155.14587,-0.29645124,327.49423,0.33463678
2.0604999,-0.20133357,0.2673564,144.18353,148.02321,159.91455,155.16029,-0.29710105,327.49606,0.32593212
2.0606,-0.20054226,0.27739441,144.20529,148.03438,159.92937,155.17471,-0.29774591,327.49786,0.31691015
2.0606999,-0.19974749,0.28714499,144.22705,148.04552,159.94417,155.18913,-0.29838592,327.49966,0.30757979
2.0608001,-0.19894923,0.29659849,144.24883,148.05661,159.95897,155.20357,-0.29902115,327.50146,0.29795015
2.0609,-0.19814749,0.30574572,144.2706,148.06766,159.97377,155.21799,-0.29965165,327.50327,0.28803065
2.0610001,-0.19734223,0.31457773,144.29237,148.07867,159.98859,155.23242,-0.30027756,327.50507,0.27783105
2.0611,-0.19653347,0.32308584,144.31416,148.08965,160.00339,155.24684,-0.30089888,327.50687,0.26736131
2.0611999,-0.19572119,0.33126178,144.33597,148.10057,160.0182,155.26128,-0.30151576,327.50867,0.2566317
2.0613,-0.1949054,0.3390975,144.3578,148.11147,160.033,155.27571,-0.30212823,327.51047,0.24565275
2.0613999,-0.19408609,0.34658533,144.37964,148.12231,160.04782,155.29015,-0.3027364,327.51227,0.23443522
2.0615001,-0.19326325,0.35371801,144.40152,148.13313,160.06264,155.3046,-0.30334035,327.51404,0.22299013
2.0616,-0.1924369,0.36048847,144.42342,148.14391,160.07745,155.31903,-0.30394012,327.51584,0.21132867
2.0617001,-0.19160703,0.36689019,144.44534,148.15463,160.09227,155.33348,-0.30453581,327.51764,0.19946231
2.0618,-0.19077367,0.37291682,144.4673,148.16533,160.10709,155.34792,-0.30512753,327.51941,0.1874027
2.0618999,-0.18993682,0.37856251,144.48929,148.17598,160.1219,155.36237,-0.30571532,327.52118,0.17516163
2.062,-0.18909647,0.38382176,144.51132,148.18658,160.13672,155.37682,-0.30629927,327.52298,0.16275115
2.0620999,-0.18825266,0.3886894,144.53339,148.19716,160.15154,155.39127,-0.30687949,327.52475,0.15018345
2.0622001,-0.18740539,0.39316067,144.55548,148.2077,160.16635,155.40572,-0.30745599,327.52652,0.13747086
2.0623,-0.1865547,0.39723119,144.57764,148.2182,160.18118,155.42018,-0.30802891,327.52829,0.12462584
2.0624001,-0.18570058,0.40089706,144.59982,148.22865,160.196,155.43463,-0.30859831,327.53006,0.11166103
2.0625,-0.18484308,0.40415463,144.62206,148.23907,160.21082,155.4491,-0.30916426,327.53183,0.098589152
2.0625999,-0.18398219,0.40700075,144.64433,148.24945,160.22565,155.46356,-0.30972683,327.5336,0.085423037
2.0627,-0.18311797,0.40943265,144.66666,148.2598,160.24048,155.47803,-0.31028613,327.53537,0.072175629
2.0627999,-0.18225043,0.41144797,144.68904,148.2701,160.25529,155.49249,-0.31084219,327.53714,0.058859941
2.0629001,-0.1813796,0.41304475,144.71146,148.28036,160.27013,155.50697,-0.31139511,327.53891,0.04548905
2.063,-0.18050551,0.41422144,144.73395,148.29059,160.28496,155.52144,-0.31194499,327.54065,0.032076098
2.0631001,-0.17962821,0.41497689,144.75647,148.30078,160.29979,155.53592,-0.31249183,327.54242,0.018634265
2.0632,-0.1787477,0.41531044,144.77905,148.31094,160.31462,155.55038,-0.31303579,327.54416,0.0051767621
2.0632999,-0.17786406,0.41522172,144.8017,148.32106,160.32945,155.56487,-0.31357688,327.54593,-0.0082831839
2.0634,-0.17697729,0.41471091,144.82439,148.33113,160.34428,155.57935,-0.31411517,327.54767,-0.02173234
2.0634999,-0.17608745,0.41377848,144.84712,148.34117,160.35912,155.59384,-0.31465077,327.54941,-0.035157487
2.0636001,-0.17519459,0.41242537,144.86993,148.35117,160.37395,155.60832,-0.31518373,327.55118,-0.048545424
2.0637,-0.17429873,0.41065297,144.89279,148.36113,160.38878,155.6228,-0.31571412,327.55292,-0.061882988
2.0638001,-0.17339993,0.40846303,144.9157,148.37106,160.40363,155.6373,-0.31624201,327.55466,-0.075157061
2.0639,-0.17249823,0.40585771,144.93866,148.38095,160.41846,155.65179,-0.31676745,327.5564,-0.088354588
2.0639999,-0.17159368,0.40283963,144.96169,148.39081,160.4333,155.66629,-0.31729054,327.55814,-0.10146259
2.0641,-0.17068635,0.39941177,144.98477,148.40062,160.44814,155.68079,-0.31781128,327.55988,-0.11446817
2.0641999,-0.16977625,0.39557749,145.0079,148.4104,160.46298,155.69528,-0.31832981,327.56161,-0.12735854
2.0643001,-0.16886346,0.39134061,145.03108,148.42015,160.47781,155.70978,-0.31884611,327.56332,-0.140121
2.0644,-0.16794804,0.38670534,145.05434,148.42986,160.49266,155.72429,-0.31936032,327.56506,-0.15274301
2.0645001,-0.16703002,0.3816762,145.07762,148.43953,160.50751,155.7388,-0.31987244,327.5668,-0.16521214
2.0646,-0.16610947,0.37625822,145.10098,148.44917,160.52235,155.75331,-0.32038254,327.56851,-0.17751612
2.0646999,-0.16518645,0.37045676,145.12437,148.45877,160.5372,155.76782,-0.32089069,327.57025,-0.18964283
2.0648,-0.16426101,0.36427745,145.14783,148.46832,160.55203,155.78233,-0.32139695,327.57196,-0.20158035
2.0648999,-0.16333322,0.35772651,145.17134,148.47786,160.56689,155.79684,-0.32190135,327.5737,-0.2133169
2.0650001,-0.16240315,0.35081035,145.19489,148.48735,160.58174,155.81137,-0.32240397,327.57541,-0.22484095
2.0651,-0.16147083,0.34353578,145.21849,148.4968,160.59659,155.82588,-0.32290483,327.57712,-0.23614115
2.0652001,-0.16053635,0.33590999,145.24213,148.50623,160.61143,155.84041,-0.32340395,327.57886,-0.24720633
2.0653,-0.15959977,0.32794052,145.26582,148.51561,160.62628,155.85493,-0.32390147,327.58057,-0.25802565
2.0653999,-0.15866113,0.31963524,145.28957,148.52496,160.64114,155.86946,-0.32439736,327.58228,-0.26858839
2.0655,-0.15772054,0.31100234,145.31334,148.53427,160.65599,155.88399,-0.32489169,327.58398,-0.27888417
2.0655999,-0.15677802,0.30205029,145.33716,148.54355,160.67084,155.89853,-0.3253845,327.58569,-0.28890285
2.0657001,-0.15583368,0.292788,145.36101,148.5528,160.6857,155.91306,-0.32587582,327.5874,-0.29863456
2.0658,-0.15488754,0.28322452,145.3849,148.56201,160.70056,155.9276,-0.32636571,327.58911,-0.30806968
2.0659001,-0.15393971,0.27336937,145.40884,148.57118,160.71541,155.94214,-0.3268542,327.59079,-0.3171989
2.066,-0.15299025,0.2632322,145.4328,148.58032,160.73027,155.95668,-0.32734129,327.5925,-0.32601324
2.0660999,-0.15203921,0.25282305,145.4568,148.58943,160.74513,155.97122,-0.32782707,327.59421,-0.33450401
2.0662,-0.15108669,0.24215217,145.48082,148.5985,160.75999,155.98576,-0.32831156,327.59589,-0.34266281
2.0662999,-0.15013273,0.2312301,145.50487,148.60754,160.77484,156.00032,-0.32879475,327.5976,-0.3504816
2.0664001,-0.14917742,0.22006758,145.52895,148.61655,160.7897,156.01488,-0.32927671,327.59927,-0.35795265
2.0664999,-0.14822082,0.20867565,145.55305,148.6255,160.80457,156.02942,-0.32975745,327.60098,-0.36506858
2.0666001,-0.14726302,0.19706555,145.57716,148.63445,160.81943,156.04398,-0.330237,327.60266,-0.37182242
2.0667,-0.14630407,0.18524872,145.6013,148.64334,160.8343,156.05853,-0.33071539,327.60437,-0.37820739
2.0668001,-0.14534405,0.1732368,145.62546,148.65222,160.84917,156.0731,-0.33119264,327.60605,-0.38421726
2.0669,-0.14438303,0.16104169,145.64963,148.66106,160.86403,156.08766,-0.33166876,327.60773,-0.38984606
2.0669999,-0.14342108,0.14867538,145.6738,148.66985,160.87889,156.10223,-0.33214378,327.60941,-0.3950882
2.0671,-0.14245829,0.13615008,145.69798,148.67862,160.89377,156.11681,-0.33261773,327.61108,-0.39993852
2.0671999,-0.14149472,0.12347814,145.72217,148.68735,160.90863,156.13136,-0.3330906,327.61276,-0.40439221
2.0673001,-0.14053044,0.11067208,145.74637,148.69606,160.92349,156.14595,-0.3335624,327.61444,-0.40844482
2.0674,-0.13956551,0.097744517,145.77055,148.70473,160.93837,156.16052,-0.33403319,327.61612,-0.41209239
2.0675001,-0.13860002,0.084708221,145.79474,148.71335,160.95325,156.17509,-0.33450291,327.6178,-0.41533124
2.0676,-0.13763404,0.071576059,145.81892,148.72195,160.96811,156.18968,-0.33497164,327.61948,-0.41815817
2.0676999,-0.13666762,0.058360979,145.84311,148.73053,160.98299,156.20425,-0.33543932,327.62115,-0.42057034
2.0678,-0.13570087,0.045076024,145.86726,148.73906,160.99786,156.21884,-0.33590603,327.6228,-0.42256537
2.0678999,-0.13473383,0.031734318,145.89142,148.74757,161.01273,156.23343,-0.33637172,327.62448,-0.42414126
2.0680001,-0.13376658,0.018349018,145.91556,148.75604,161.0276,156.24803,-0.3368364,327.62613,-0.4252964
2.0681,-0.13279918,0.0049333423,145.93967,148.76448,161.04248,156.26262,-0.33730006,327.62781,-0.42602962
2.0682001,-0.13183171,-0.0084994622,145.96376,148.77289,161.05736,156.27721,-0.33776277,327.62946,-0.42634016
2.0683,-0.13086423,-0.021936135,145.98782,148.78127,161.07224,156.29181,-0.33822444,327.63113,-0.42622769
2.0683999,-0.12989683,-0.03536341,146.01186,148.78961,161.08711,156.30641,-0.33868513,327.63278,-0.42569226
2.0685,-0.12892956,-0.048768025,146.03586,148.79791,161.10199,156.32101,-0.3391448,327.63446,-0.42473435
2.0685999,-0.12796247,-0.062136743,146.05983,148.8062,161.11688,156.33562,-0.33960342,327.63611,-0.42335492
2.0687001,-0.12699565,-0.075456358,146.08377,148.81444,161.13176,156.35022,-0.34006107,327.63776,-0.42155522
2.0688,-0.12602916,-0.088713713,146.10767,148.82266,161.14664,156.36484,-0.34051767,327.6394,-0.419337
2.0689001,-0.12506308,-0.10189571,146.13152,148.83084,161.16153,156.37944,-0.3409732,327.64105,-0.41670242
2.069,-0.12409744,-0.11498933,146.15532,148.839,161.17641,156.39406,-0.34142771,327.6427,-0.413654
2.0690999,-0.12313233,-0.12798163,146.17908,148.84712,161.19128,156.40868,-0.34188113,327.64435,-0.41019472
2.0692,-0.1221678,-0.14085977,146.20279,148.85521,161.20618,156.42329,-0.34233347,327.646,-0.40632796
2.0692999,-0.12120392,-0.15361102,146.22644,148.86327,161.22105,156.43791,-0.34278473,327.64764,-0.40205747
2.0694001,-0.12024074,-0.16622277,146.25003,148.87131,161.23595,156.45255,-0.34323487,327.64929,-0.39738739
2.0695,-0.11927832,-0.17868255,146.27356,148.8793,161.25084,156.46716,-0.34368384,327.65094,-0.3923223
2.0696001,-0.11831672,-0.19097804,146.29703,148.88727,161.26572,156.4818,-0.34413171,327.65256,-0.38686714
2.0697,-0.117356,-0.20309709,146.32043,148.8952,161.28061,156.49643,-0.34457839,327.65421,-0.38102725
2.0697999,-0.11639622,-0.21502769,146.34378,148.90311,161.2955,156.51106,-0.34502384,327.65585,-0.37480831
2.0699,-0.11543743,-0.22675806,146.36705,148.911,161.31039,156.5257,-0.3454681,327.65747,-0.36821643
2.0699999,-0.11447968,-0.23827657,146.39024,148.91884,161.32529,156.54033,-0.34591115,327.65912,-0.36125803
2.0701001,-0.11352302,-0.24957183,146.41336,148.92665,161.34018,156.55498,-0.34635291,327.66074,-0.35393992
2.0702,-0.11256751,-0.26063266,146.4364,148.93443,161.35507,156.56961,-0.34679335,327.66238,-0.34626931
2.0703001,-0.11161321,-0.27144808,146.45935,148.94218,161.36996,156.58426,-0.34723249,327.664,-0.33825368
2.0704,-0.11066014,-0.2820074,146.48222,148.94992,161.38486,156.59891,-0.34767032,327.66562,-0.32990086
2.0704999,-0.10970838,-0.29230016,146.50502,148.95761,161.39975,156.61356,-0.34810674,327.66724,-0.32121906
2.0706,-0.10875794,-0.30231616,146.52773,148.96529,161.41466,156.6282,-0.34854177,327.66888,-0.31221679
2.0706999,-0.1078089,-0.31204545,146.55032,148.97292,161.42955,156.64287,-0.34897533,327.6705,-0.30290288
2.0708001,-0.10686129,-0.3214784,146.57285,148.98053,161.44444,156.65752,-0.34940746,327.67212,-0.29328644
2.0709,-0.10591514,-0.33060563,146.59526,148.9881,161.45935,156.67218,-0.34983808,327.67374,-0.28337693
2.0710001,-0.10497051,-0.33941808,146.61758,148.99565,161.47424,156.68684,-0.3502672,327.67535,-0.27318403
2.0711,-0.10402744,-0.34790704,146.63982,149.00317,161.48914,156.70151,-0.35069472,327.67697,-0.26271778
2.0711999,-0.10308595,-0.35606405,146.66194,149.01067,161.50404,156.71617,-0.35112065,327.67859,-0.25198844
2.0713,-0.10214609,-0.36388099,146.68396,149.01813,161.51895,156.73083,-0.35154498,327.68021,-0.24100654
2.0713999,-0.1012079,-0.37135011,146.70587,149.02556,161.53384,156.7455,-0.35196763,327.68179,-0.22978283
2.0715001,-0.1002714,-0.37846395,146.72768,149.03296,161.54875,156.76018,-0.35238856,327.68341,-0.21832839
2.0716,-0.099336624,-0.38521546,146.74937,149.04033,161.56366,156.77486,-0.35280776,327.68503,-0.20665441
2.0717001,-0.098403618,-0.3915979,146.77095,149.04768,161.57855,156.78952,-0.3532252,327.68665,-0.19477238
