"Time","vC[2]","iL[1]","iL[2]","vC[3]","vC[1]","iL[3]"
0.61940002,0.052993197,0.052993197,0.052993197,0.052993197,0.052993197,0.052993197
0.6196,0.052895673,0.052895673,0.052895673,0.052895673,0.052895673,0.052895673
0.61979997,0.052798323,0.052798323,0.052798323,0.052798323,0.052798323,0.052798323
0.62,0.052701157,0.052701157,0.052701157,0.052701157,0.052701157,0.052701157
0.62019998,0.052604165,0.052604165,0.052604165,0.052604165,0.052604165,0.052604165
0.62040001,0.052507352,0.052507352,0.052507352,0.052507352,0.052507352,0.052507352
0.62059999,0.052410722,0.052410722,0.052410722,0.052410722,0.052410722,0.052410722
0.62080002,0.052314267,0.052314267,0.052314267,0.052314267,0.052314267,0.052314267
0.62099999,0.052217986,0.052217986,0.052217986,0.052217986,0.052217986,0.052217986
0.62120003,0.052121889,0.052121889,0.052121889,0.052121889,0.052121889,0.052121889
0.6214,0.052025963,0.052025963,0.052025963,0.052025963,0.052025963,0.052025963
0.62159997,0.051930215,0.051930215,0.051930215,0.051930215,0.051930215,0.051930215
0.62180001,0.051834647,0.051834647,0.051834647,0.051834647,0.051834647,0.051834647
0.62199998,0.051739249,0.051739249,0.051739249,0.051739249,0.051739249,0.051739249
0.62220001,0.051644031,0.051644031,0.051644031,0.051644031,0.051644031,0.051644031
0.62239999,0.051548988,0.051548988,0.051548988,0.051548988,0.051548988,0.051548988
0.62260002,0.051454116,0.051454116,0.051454116,0.051454116,0.051454116,0.051454116
0.62279999,0.051359423,0.051359423,0.051359423,0.051359423,0.051359423,0.051359423
0.62300003,0.051264901,0.051264901,0.051264901,0.051264901,0.051264901,0.051264901
0.6232,0.051170554,0.051170554,0.051170554,0.051170554,0.051170554,0.051170554
0.62339997,0.051076382,0.051076382,0.051076382,0.051076382,0.051076382,0.051076382
0.62360001,0.050982382,0.050982382,0.050982382,0.050982382,0.050982382,0.050982382
0.62379998,0.050888557,0.050888557,0.050888557,0.050888557,0.050888557,0.050888557
0.62400001,0.050794903,0.050794903,0.050794903,0.050794903,0.050794903,0.050794903
0.62419999,0.050701421,0.050701421,0.050701421,0.050701421,0.050701421,0.050701421
0.62440002,0.05060811,0.05060811,0.05060811,0.05060811,0.05060811,0.05060811
0.62459999,0.050514974,0.050514974,0.050514974,0.050514974,0.050514974,0.050514974
0.62480003,0.050422009,0.050422009,0.050422009,0.050422009,0.050422009,0.050422009
0.625,0.050329212,0.050329212,0.050329212,0.050329212,0.050329212,0.050329212
0.62519997,0.050236586,0.050236586,0.050236586,0.050236586,0.050236586,0.050236586
0.62540001,0.050144132,0.050144132,0.050144132,0.050144132,0.050144132,0.050144132
0.62559998,0.050051849,0.050051849,0.050051849,0.050051849,0.050051849,0.050051849
0.62580001,0.049959734,0.049959734,0.049959734,0.049959734,0.049959734,0.049959734
0.62599999,0.04986779,0.04986779,0.04986779,0.04986779,0.04986779,0.04986779
0.62620002,0.049776014,0.049776014,0.049776014,0.049776014,0.049776014,0.049776014
0.62639999,0.049684409,0.049684409,0.049684409,0.049684409,0.049684409,0.049684409
0.62660003,0.049592972,0.049592972,0.049592972,0.049592972,0.049592972,0.049592972
0.6268,0.049501702,0.049501702,0.049501702,0.049501702,0.049501702,0.049501702
0.62699997,0.0494106,0.0494106,0.0494106,0.0494106,0.0494106,0.0494106
0.62720001,0.049319666,0.049319666,0.049319666,0.049319666,0.049319666,0.049319666
0.62739998,0.049228899,0.049228899,0.049228899,0.049228899,0.049228899,0.049228899
0.62760001,0.0491383,0.0491383,0.0491383,0.0491383,0.0491383,0.0491383
0.62779999,0.049047869,0.049047869,0.049047869,0.049047869,0.049047869,0.049047869
0.62800002,0.048957601,0.048957601,0.048957601,0.048957601,0.048957601,0.048957601
0.62819999,0.048867501,0.048867501,0.048867501,0.048867501,0.048867501,0.048867501
0.62840003,0.048777565,0.048777565,0.048777565,0.048777565,0.048777565,0.048777565
0.6286,0.048687797,0.048687797,0.048687797,0.048687797,0.048687797,0.048687797
0.62879997,0.048598193,0.048598193,0.048598193,0.048598193,0.048598193,0.048598193
0.62900001,0.048508756,0.048508756,0.048508756,0.048508756,0.048508756,0.048508756
0.62919998,0.048419483,0.048419483,0.048419483,0.048419483,0.048419483,0.048419483
0.62940001,0.04833037,0.04833037,0.04833037,0.04833037,0.04833037,0.04833037
0.62959999,0.048241425,0.048241425,0.048241425,0.048241425,0.048241425,0.048241425
0.62980002,0.048152644,0.048152644,0.048152644,0.048152644,0.048152644,0.048152644
0.63,0.048064023,0.048064023,0.048064023,0.048064023,0.048064023,0.048064023
0.63020003,0.04797557,0.04797557,0.04797557,0.04797557,0.04797557,0.04797557
0.6304,0.047887277,0.047887277,0.047887277,0.047887277,0.047887277,0.047887277
0.63059998,0.047799144,0.047799144,0.047799144,0.047799144,0.047799144,0.047799144
0.63080001,0.047711179,0.047711179,0.047711179,0.047711179,0.047711179,0.047711179
0.63099998,0.04762337,0.04762337,0.04762337,0.04762337,0.04762337,0.04762337
0.63120002,0.047535725,0.047535725,0.047535725,0.047535725,0.047535725,0.047535725
0.63139999,0.047448244,0.047448244,0.047448244,0.047448244,0.047448244,0.047448244
0.63160002,0.047360919,0.047360919,0.047360919,0.047360919,0.047360919,0.047360919
0.6318,0.047273759,0.047273759,0.047273759,0.047273759,0.047273759,0.047273759
0.63200003,0.047186758,0.047186758,0.047186758,0.047186758,0.047186758,0.047186758
0.6322,0.047099914,0.047099914,0.047099914,0.047099914,0.047099914,0.047099914
0.63239998,0.047013234,0.047013234,0.047013234,0.047013234,0.047013234,0.047013234
0.63260001,0.046926714,0.046926714,0.046926714,0.046926714,0.046926714,0.046926714
0.63279998,0.046840351,0.046840351,0.046840351,0.046840351,0.046840351,0.046840351
0.63300002,0.046754148,0.046754148,0.046754148,0.046754148,0.046754148,0.046754148
0.63319999,0.046668101,0.046668101,0.046668101,0.046668101,0.046668101,0.046668101
0.63340002,0.046582215,0.046582215,0.046582215,0.046582215,0.046582215,0.046582215
0.6336,0.046496484,0.046496484,0.046496484,0.046496484,0.046496484,0.046496484
0.63380003,0.046410915,0.046410915,0.046410915,0.046410915,0.046410915,0.046410915
0.634,0.046325501,0.046325501,0.046325501,0.046325501,0.046325501,0.046325501
0.63419998,0.046240244,0.046240244,0.046240244,0.046240244,0.046240244,0.046240244
0.63440001,0.046155147,0.046155147,0.046155147,0.046155147,0.046155147,0.046155147
0.63459998,0.046070203,0.046070203,0.046070203,0.046070203,0.046070203,0.046070203
0.63480002,0.045985416,0.045985416,0.045985416,0.045985416,0.045985416,0.045985416
0.63499999,0.045900788,0.045900788,0.045900788,0.045900788,0.045900788,0.045900788
0.63520002,0.045816313,0.045816313,0.045816313,0.045816313,0.045816313,0.045816313
0.6354,0.045731992,0.045731992,0.045731992,0.045731992,0.045731992,0.045731992
0.63559997,0.04564783,0.04564783,0.04564783,0.04564783,0.04564783,0.04564783
0.6358,0.045563821,0.045563821,0.045563821,0.045563821,0.045563821,0.045563821
0.63599998,0.045479964,0.045479964,0.045479964,0.045479964,0.045479964,0.045479964
0.63620001,0.045396265,0.045396265,0.045396265,0.045396265,0.045396265,0.045396265
0.63639998,0.045312721,0.045312721,0.045312721,0.045312721,0.045312721,0.045312721
0.63660002,0.045229327,0.045229327,0.045229327,0.045229327,0.045229327,0.045229327
0.63679999,0.045146089,0.045146089,0.045146089,0.045146089,0.045146089,0.045146089
0.63700002,0.045063004,0.045063004,0.045063004,0.045063004,0.045063004,0.045063004
0.6372,0.044980071,0.044980071,0.044980071,0.044980071,0.044980071,0.044980071
0.63739997,0.044897292,0.044897292,0.044897292,0.044897292,0.044897292,0.044897292
0.6376,0.044814661,0.044814661,0.044814661,0.044814661,0.044814661,0.044814661
0.63779998,0.044732187,0.044732187,0.044732187,0.044732187,0.044732187,0.044732187
0.63800001,0.044649862,0.044649862,0.044649862,0.044649862,0.044649862,0.044649862
0.63819999,0.044567689,0.044567689,0.044567689,0.044567689,0.044567689,0.044567689
0.63840002,0.04448567,0.04448567,0.04448567,0.04448567,0.04448567,0.04448567
0.63859999,0.044403799,0.044403799,0.044403799,0.044403799,0.044403799,0.044403799
0.63880002,0.044322081,0.044322081,0.044322081,0.044322081,0.044322081,0.044322081
0.639,0.044240512,0.044240512,0.044240512,0.044240512,0.044240512,0.044240512
0.63919997,0.044159092,0.044159092,0.044159092,0.044159092,0.044159092,0.044159092
0.63940001,0.044077821,0.044077821,0.044077821,0.044077821,0.044077821,0.044077821
0.63959998,0.043996703,0.043996703,0.043996703,0.043996703,0.043996703,0.043996703
0.63980001,0.043915734,0.043915734,0.043915734,0.043915734,0.043915734,0.043915734
0.63999999,0.04383491,0.04383491,0.04383491,0.04383491,0.04383491,0.04383491
0.64020002,0.043754239,0.043754239,0.043754239,0.043754239,0.043754239,0.043754239
0.64039999,0.043673713,0.043673713,0.043673713,0.043673713,0.043673713,0.043673713
0.64060003,0.04359334,0.04359334,0.04359334,0.04359334,0.04359334,0.04359334
0.6408,0.043513112,0.043513112,0.043513112,0.043513112,0.043513112,0.043513112
0.64099997,0.043433029,0.043433029,0.043433029,0.043433029,0.043433029,0.043433029
0.64120001,0.043353096,0.043353096,0.043353096,0.043353096,0.043353096,0.043353096
0.64139998,0.043273311,0.043273311,0.043273311,0.043273311,0.043273311,0.043273311
0.64160001,0.043193672,0.043193672,0.043193672,0.043193672,0.043193672,0.043193672
0.64179999,0.043114182,0.043114182,0.043114182,0.043114182,0.043114182,0.043114182
0.64200002,0.043034833,0.043034833,0.043034833,0.043034833,0.043034833,0.043034833
0.64219999,0.042955633,0.042955633,0.042955633,0.042955633,0.042955633,0.042955633
0.64240003,0.042876579,0.042876579,0.042876579,0.042876579,0.042876579,0.042876579
0.6426,0.04279767,0.04279767,0.04279767,0.04279767,0.04279767,0.04279767
0.64279997,0.042718906,0.042718906,0.042718906,0.042718906,0.042718906,0.042718906
0.64300001,0.042640287,0.042640287,0.042640287,0.042640287,0.042640287,0.042640287
0.64319998,0.042561814,0.042561814,0.042561814,0.042561814,0.042561814,0.042561814
0.64340001,0.042483486,0.042483486,0.042483486,0.042483486,0.042483486,0.042483486
0.64359999,0.0424053,0.0424053,0.0424053,0.0424053,0.0424053,0.0424053
0.64380002,0.042327259,0.042327259,0.042327259,0.042327259,0.042327259,0.042327259
0.64399999,0.042249359,0.042249359,0.042249359,0.042249359,0.042249359,0.042249359
0.64420003,0.042171605,0.042171605,0.042171605,0.042171605,0.042171605,0.042171605
0.6444,0.042093992,0.042093992,0.042093992,0.042093992,0.042093992,0.042093992
0.64459997,0.042016525,0.042016525,0.042016525,0.042016525,0.042016525,0.042016525
0.64480001,0.041939199,0.041939199,0.041939199,0.041939199,0.041939199,0.041939199
0.64499998,0.041862015,0.041862015,0.041862015,0.041862015,0.041862015,0.041862015
0.64520001,0.041784972,0.041784972,0.041784972,0.041784972,0.041784972,0.041784972
0.64539999,0.041708075,0.041708075,0.041708075,0.041708075,0.041708075,0.041708075
0.64560002,0.041631315,0.041631315,0.041631315,0.041631315,0.041631315,0.041631315
0.64579999,0.041554697,0.041554697,0.041554697,0.041554697,0.041554697,0.041554697
0.64600003,0.04147822,0.04147822,0.04147822,0.04147822,0.04147822,0.04147822
0.6462,0.041401885,0.041401885,0.041401885,0.041401885,0.041401885,0.041401885
0.64639997,0.041325692,0.041325692,0.041325692,0.041325692,0.041325692,0.041325692
0.64660001,0.041249637,0.041249637,0.041249637,0.041249637,0.041249637,0.041249637
0.64679998,0.041173723,0.041173723,0.041173723,0.041173723,0.041173723,0.041173723
0.64700001,0.041097946,0.041097946,0.041097946,0.041097946,0.041097946,0.041097946
0.64719999,0.041022312,0.041022312,0.041022312,0.041022312,0.041022312,0.041022312
0.64740002,0.040946815,0.040946815,0.040946815,0.040946815,0.040946815,0.040946815
0.6476,0.040871456,0.040871456,0.040871456,0.040871456,0.040871456,0.040871456
0.64780003,0.040796239,0.040796239,0.040796239,0.040796239,0.040796239,0.040796239
0.648,0.040721159,0.040721159,0.040721159,0.040721159,0.040721159,0.040721159
0.64819998,0.040646218,0.040646218,0.040646218,0.040646218,0.040646218,0.040646218
0.64840001,0.040571414,0.040571414,0.040571414,0.040571414,0.040571414,0.040571414
0.64859998,0.040496748,0.040496748,0.040496748,0.040496748,0.040496748,0.040496748
0.64880002,0.040422216,0.040422216,0.040422216,0.040422216,0.040422216,0.040422216
0.64899999,0.040347826,0.040347826,0.040347826,0.040347826,0.040347826,0.040347826
0.64920002,0.04027357,0.04027357,0.04027357,0.04027357,0.04027357,0.04027357
0.6494,0.040199451,0.040199451,0.040199451,0.040199451,0.040199451,0.040199451
0.64960003,0.040125471,0.040125471,0.040125471,0.040125471,0.040125471,0.040125471
0.6498,0.040051624,0.040051624,0.040051624,0.040051624,0.040051624,0.040051624
0.64999998,0.039977916,0.039977916,0.039977916,0.039977916,0.039977916,0.039977916
0.65020001,0.039904341,0.039904341,0.039904341,0.039904341,0.039904341,0.039904341
0.65039998,0.039830901,0.039830901,0.039830901,0.039830901,0.039830901,0.039830901
0.65060002,0.039757598,0.039757598,0.039757598,0.039757598,0.039757598,0.039757598
0.65079999,0.03968443,0.03968443,0.03968443,0.03968443,0.03968443,0.03968443
0.65100002,0.039611395,0.039611395,0.039611395,0.039611395,0.039611395,0.039611395
0.6512,0.039538495,0.039538495,0.039538495,0.039538495,0.039538495,0.039538495
0.65140003,0.039465729,0.039465729,0.039465729,0.039465729,0.039465729,0.039465729
0.6516,0.039393097,0.039393097,0.039393097,0.039393097,0.039393097,0.039393097
0.65179998,0.039320599,0.039320599,0.039320599,0.039320599,0.039320599,0.039320599
0.65200001,0.039248236,0.039248236,0.039248236,0.039248236,0.039248236,0.039248236
0.65219998,0.039176002,0.039176002,0.039176002,0.039176002,0.039176002,0.039176002
0.65240002,0.039103907,0.039103907,0.039103907,0.039103907,0.039103907,0.039103907
0.65259999,0.039031938,0.039031938,0.039031938,0.039031938,0.039031938,0.039031938
0.65280002,0.038960107,0.038960107,0.038960107,0.038960107,0.038960107,0.038960107
0.653,0.038888406,0.038888406,0.038888406,0.038888406,0.038888406,0.038888406
0.65319997,0.038816836,0.038816836,0.038816836,0.038816836,0.038816836,0.038816836
0.6534,0.0387454,0.0387454,0.0387454,0.0387454,0.0387454,0.0387454
0.65359998,0.038674094,0.038674094,0.038674094,0.038674094,0.038674094,0.038674094
0.65380001,0.038602918,0.038602918,0.038602918,0.038602918,0.038602918,0.038602918
0.65399998,0.038531873,0.038531873,0.038531873,0.038531873,0.038531873,0.038531873
0.65420002,0.038460962,0.038460962,0.038460962,0.038460962,0.038460962,0.038460962
0.65439999,0.038390178,0.038390178,0.038390178,0.038390178,0.038390178,0.038390178
0.65460002,0.038319528,0.038319528,0.038319528,0.038319528,0.038319528,0.038319528
0.6548,0.038249005,0.038249005,0.038249005,0.038249005,0.038249005,0.038249005
0.65499997,0.038178612,0.038178612,0.038178612,0.038178612,0.038178612,0.038178612
0.6552,0.038108349,0.038108349,0.038108349,0.038108349,0.038108349,0.038108349
0.65539998,0.038038217,0.038038217,0.038038217,0.038038217,0.038038217,0.038038217
0.65560001,0.037968211,0.037968211,0.037968211,0.037968211,0.037968211,0.037968211
0.65579998,0.037898336,0.037898336,0.037898336,0.037898336,0.037898336,0.037898336
0.65600002,0.037828587,0.037828587,0.037828587,0.037828587,0.037828587,0.037828587
0.65619999,0.037758969,0.037758969,0.037758969,0.037758969,0.037758969,0.037758969
0.65640002,0.037689477,0.037689477,0.037689477,0.037689477,0.037689477,0.037689477
0.6566,0.037620116,0.037620116,0.037620116,0.037620116,0.037620116,0.037620116
0.65679997,0.037550882,0.037550882,0.037550882,0.037550882,0.037550882,0.037550882
0.65700001,0.037481774,0.037481774,0.037481774,0.037481774,0.037481774,0.037481774
0.65719998,0.037412792,0.037412792,0.037412792,0.037412792,0.037412792,0.037412792
0.65740001,0.037343938,0.037343938,0.037343938,0.037343938,0.037343938,0.037343938
0.65759999,0.037275214,0.037275214,0.037275214,0.037275214,0.037275214,0.037275214
0.65780002,0.037206613,0.037206613,0.037206613,0.037206613,0.037206613,0.037206613
0.65799999,0.037138138,0.037138138,0.037138138,0.037138138,0.037138138,0.037138138
0.65820003,0.03706979,0.03706979,0.03706979,0.03706979,0.03706979,0.03706979
0.6584,0.037001569,0.037001569,0.037001569,0.037001569,0.037001569,0.037001569
0.65859997,0.036933471,0.036933471,0.036933471,0.036933471,0.036933471,0.036933471
0.65880001,0.036865499,0.036865499,0.036865499,0.036865499,0.036865499,0.036865499
0.65899998,0.036797654,0.036797654,0.036797654,0.036797654,0.036797654,0.036797654
0.65920001,0.036729932,0.036729932,0.036729932,0.036729932,0.036729932,0.036729932
0.65939999,0.036662336,0.036662336,0.036662336,0.036662336,0.036662336,0.036662336
0.65960002,0.036594864,0.036594864,0.036594864,0.036594864,0.036594864,0.036594864
0.65979999,0.036527514,0.036527514,0.036527514,0.036527514,0.036527514,0.036527514
0.66000003,0.036460292,0.036460292,0.036460292,0.036460292,0.036460292,0.036460292
0.6602,0.036393192,0.036393192,0.036393192,0.036393192,0.036393192,0.036393192
0.66039997,0.036326215,0.036326215,0.036326215,0.036326215,0.036326215,0.036326215
0.66060001,0.036259361,0.036259361,0.036259361,0.036259361,0.036259361,0.036259361
0.66079998,0.036192629,0.036192629,0.036192629,0.036192629,0.036192629,0.036192629
0.66100001,0.036126021,0.036126021,0.036126021,0.036126021,0.036126021,0.036126021
0.66119999,0.036059536,0.036059536,0.036059536,0.036059536,0.036059536,0.036059536
0.66140002,0.035993174,0.035993174,0.035993174,0.035993174,0.035993174,0.035993174
0.66159999,0.035926931,0.035926931,0.035926931,0.035926931,0.035926931,0.035926931
0.66180003,0.035860814,0.035860814,0.035860814,0.035860814,0.035860814,0.035860814
0.662,0.035794817,0.035794817,0.035794817,0.035794817,0.035794817,0.035794817
0.66219997,0.035728939,0.035728939,0.035728939,0.035728939,0.035728939,0.035728939
0.66240001,0.035663184,0.035663184,0.035663184,0.035663184,0.035663184,0.035663184
0.66259998,0.035597552,0.035597552,0.035597552,0.035597552,0.035597552,0.035597552
0.66280001,0.035532039,0.035532039,0.035532039,0.035532039,0.035532039,0.035532039
0.66299999,0.035466649,0.035466649,0.035466649,0.035466649,0.035466649,0.035466649
0.66320002,0.035401374,0.035401374,0.035401374,0.035401374,0.035401374,0.035401374
0.66339999,0.035336222,0.035336222,0.035336222,0.035336222,0.035336222,0.035336222
0.66360003,0.03527119,0.03527119,0.03527119,0.03527119,0.03527119,0.03527119
0.6638,0.035206281,0.035206281,0.035206281,0.035206281,0.035206281,0.035206281
0.66399997,0.035141487,0.035141487,0.035141487,0.035141487,0.035141487,0.035141487
0.66420001,0.035076812,0.035076812,0.035076812,0.035076812,0.035076812,0.035076812
0.66439998,0.03501226,0.03501226,0.03501226,0.03501226,0.03501226,0.03501226
0.66460001,0.034947824,0.034947824,0.034947824,0.034947824,0.034947824,0.034947824
0.66479999,0.034883507,0.034883507,0.034883507,0.034883507,0.034883507,0.034883507
0.66500002,0.034819309,0.034819309,0.034819309,0.034819309,0.034819309,0.034819309
0.6652,0.034755226,0.034755226,0.034755226,0.034755226,0.034755226,0.034755226
0.66540003,0.034691263,0.034691263,0.034691263,0.034691263,0.034691263,0.034691263
0.6656,0.034627419,0.034627419,0.034627419,0.034627419,0.034627419,0.034627419
0.66579998,0.034563694,0.034563694,0.034563694,0.034563694,0.034563694,0.034563694
0.66600001,0.034500081,0.034500081,0.034500081,0.034500081,0.034500081,0.034500081
0.66619998,0.034436591,0.034436591,0.034436591,0.034436591,0.034436591,0.034436591
0.66640002,0.034373213,0.034373213,0.034373213,0.034373213,0.034373213,0.034373213
0.66659999,0.034309953,0.034309953,0.034309953,0.034309953,0.034309953,0.034309953
0.66680002,0.03424681,0.03424681,0.03424681,0.03424681,0.03424681,0.03424681
0.667,0.034183785,0.034183785,0.034183785,0.034183785,0.034183785,0.034183785
0.66720003,0.034120873,0.034120873,0.034120873,0.034120873,0.034120873,0.034120873
0.6674,0.034058079,0.034058079,0.034058079,0.034058079,0.034058079,0.034058079
0.66759998,0.033995397,0.033995397,0.033995397,0.033995397,0.033995397,0.033995397
0.66780001,0.033932835,0.033932835,0.033932835,0.033932835,0.033932835,0.033932835
0.66799998,0.033870384,0.033870384,0.033870384,0.033870384,0.033870384,0.033870384
0.66820002,0.033808053,0.033808053,0.033808053,0.033808053,0.033808053,0.033808053
0.66839999,0.033745833,0.033745833,0.033745833,0.033745833,0.033745833,0.033745833
0.66860002,0.033683725,0.033683725,0.033683725,0.033683725,0.033683725,0.033683725
0.6688,0.033621736,0.033621736,0.033621736,0.033621736,0.033621736,0.033621736
0.66900003,0.033559859,0.033559859,0.033559859,0.033559859,0.033559859,0.033559859
0.6692,0.033498097,0.033498097,0.033498097,0.033498097,0.033498097,0.033498097
0.66939998,0.033436447,0.033436447,0.033436447,0.033436447,0.033436447,0.033436447
0.66960001,0.033374913,0.033374913,0.033374913,0.033374913,0.033374913,0.033374913
0.66979998,0.03331349,0.03331349,0.03331349,0.03331349,0.03331349,0.03331349
0.67000002,0.03325218,0.03325218,0.03325218,0.03325218,0.03325218,0.03325218
0.67019999,0.033190984,0.033190984,0.033190984,0.033190984,0.033190984,0.033190984
0.67040002,0.033129901,0.033129901,0.033129901,0.033129901,0.033129901,0.033129901
0.6706,0.033068929,0.033068929,0.033068929,0.033068929,0.033068929,0.033068929
0.67079997,0.033008069,0.033008069,0.033008069,0.033008069,0.033008069,0.033008069
0.671,0.032947324,0.032947324,0.032947324,0.032947324,0.032947324,0.032947324
0.67119998,0.032886688,0.032886688,0.032886688,0.032886688,0.032886688,0.032886688
0.67140001,0.032826163,0.032826163,0.032826163,0.032826163,0.032826163,0.032826163
0.67159998,0.03276575,0.03276575,0.03276575,0.03276575,0.03276575,0.03276575
0.67180002,0.032705449,0.032705449,0.032705449,0.032705449,0.032705449,0.032705449
0.67199999,0.032645259,0.032645259,0.032645259,0.032645259,0.032645259,0.032645259
0.67220002,0.032585181,0.032585181,0.032585181,0.032585181,0.032585181,0.032585181
0.6724,0.032525212,0.032525212,0.032525212,0.032525212,0.032525212,0.032525212
0.67259997,0.032465354,0.032465354,0.032465354,0.032465354,0.032465354,0.032465354
0.6728,0.032405604,0.032405604,0.032405604,0.032405604,0.032405604,0.032405604
0.67299998,0.032345966,0.032345966,0.032345966,0.032345966,0.032345966,0.032345966
0.67320001,0.032286439,0.032286439,0.032286439,0.032286439,0.032286439,0.032286439
0.67339998,0.032227017,0.032227017,0.032227017,0.032227017,0.032227017,0.032227017
0.67360002,0.03216771,0.03216771,0.03216771,0.03216771,0.03216771,0.03216771
0.67379999,0.032108508,0.032108508,0.032108508,0.032108508,0.032108508,0.032108508
0.67400002,0.032049417,0.032049417,0.032049417,0.032049417,0.032049417,0.032049417
0.6742,0.031990435,0.031990435,0.031990435,0.031990435,0.031990435,0.031990435
0.67439997,0.03193156,0.03193156,0.03193156,0.03193156,0.03193156,0.03193156
0.67460001,0.031872794,0.031872794,0.031872794,0.031872794,0.031872794,0.031872794
0.67479998,0.031814136,0.031814136,0.031814136,0.031814136,0.031814136,0.031814136
0.67500001,0.031755585,0.031755585,0.031755585,0.031755585,0.031755585,0.031755585
0.67519999,0.031697143,0.031697143,0.031697143,0.031697143,0.031697143,0.031697143
0.67540002,0.031638809,0.031638809,0.031638809,0.031638809,0.031638809,0.031638809
0.67559999,0.031580582,0.031580582,0.031580582,0.031580582,0.031580582,0.031580582
0.67580003,0.03152246,0.03152246,0.03152246,0.03152246,0.03152246,0.03152246
0.676,0.03146445,0.03146445,0.03146445,0.03146445,0.03146445,0.03146445
0.67619997,0.031406544,0.031406544,0.031406544,0.031406544,0.031406544,0.031406544
0.67640001,0.031348743,0.031348743,0.031348743,0.031348743,0.031348743,0.031348743
0.67659998,0.031291049,0.031291049,0.031291049,0.031291049,0.031291049,0.031291049
0.67680001,0.031233462,0.031233462,0.031233462,0.031233462,0.031233462,0.031233462
0.67699999,0.03117598,0.03117598,0.03117598,0.03117598,0.03117598,0.03117598
0.67720002,0.031118605,0.031118605,0.031118605,0.031118605,0.031118605,0.031118605
0.67739999,0.031061336,0.031061336,0.031061336,0.031061336,0.031061336,0.031061336
0.67760003,0.031004172,0.031004172,0.031004172,0.031004172,0.031004172,0.031004172
0.6778,0.030947112,0.030947112,0.030947112,0.030947112,0.030947112,0.030947112
0.67799997,0.030890157,0.030890157,0.030890157,0.030890157,0.030890157,0.030890157
0.67820001,0.03083331,0.03083331,0.03083331,0.03083331,0.03083331,0.03083331
0.67839998,0.030776564,0.030776564,0.030776564,0.030776564,0.030776564,0.030776564
0.67860001,0.030719923,0.030719923,0.030719923,0.030719923,0.030719923,0.030719923
0.67879999,0.030663388,0.030663388,0.030663388,0.030663388,0.030663388,0.030663388
0.67900002,0.030606955,0.030606955,0.030606955,0.030606955,0.030606955,0.030606955
0.67919999,0.030550627,0.030550627,0.030550627,0.030550627,0.030550627,0.030550627
0.67940003,0.030494403,0.030494403,0.030494403,0.030494403,0.030494403,0.030494403
0.6796,0.030438282,0.030438282,0.030438282,0.030438282,0.030438282,0.030438282
0.67979997,0.030382264,0.030382264,0.030382264,0.030382264,0.030382264,0.030382264
0.68000001,0.03032635,0.03032635,0.03032635,0.03032635,0.03032635,0.03032635
0.68019998,0.030270537,0.030270537,0.030270537,0.030270537,0.030270537,0.030270537
0.68040001,0.030214828,0.030214828,0.030214828,0.030214828,0.030214828,0.030214828
0.68059999,0.030159222,0.030159222,0.030159222,0.030159222,0.030159222,0.030159222
0.68080002,0.030103717,0.030103717,0.030103717,0.030103717,0.030103717,0.030103717
0.68099999,0.030048316,0.030048316,0.030048316,0.030048316,0.030048316,0.030048316
0.68120003,0.029993016,0.029993016,0.029993016,0.029993016,0.029993016,0.029993016
0.6814,0.029937817,0.029937817,0.029937817,0.029937817,0.029937817,0.029937817
0.68159997,0.02988272,0.02988272,0.02988272,0.02988272,0.02988272,0.02988272
0.68180001,0.029827725,0.029827725,0.029827725,0.029827725,0.029827725,0.029827725
0.68199998,0.029772831,0.029772831,0.029772831,0.029772831,0.029772831,0.029772831
0.68220001,0.029718038,0.029718038,0.029718038,0.029718038,0.029718038,0.029718038
0.68239999,0.029663345,0.029663345,0.029663345,0.029663345,0.029663345,0.029663345
0.68260002,0.029608754,0.029608754,0.029608754,0.029608754,0.029608754,0.029608754
0.68279999,0.029554263,0.029554263,0.029554263,0.029554263,0.029554263,0.029554263
0.68300003,0.029499872,0.029499872,0.029499872,0.029499872,0.029499872,0.029499872
0.6832,0.029445581,0.029445581,0.029445581,0.029445581,0.029445581,0.029445581
0.68339998,0.029391391,0.029391391,0.029391391,0.029391391,0.029391391,0.029391391
0.68360001,0.0293373,0.0293373,0.0293373,0.0293373,0.0293373,0.0293373
0.68379998,0.029283307,0.029283307,0.029283307,0.029283307,0.029283307,0.029283307
0.68400002,0.029229416,0.029229416,0.029229416,0.029229416,0.029229416,0.029229416
0.68419999,0.029175622,0.029175622,0.029175622,0.029175622,0.029175622,0.029175622
0.68440002,0.029121928,0.029121928,0.029121928,0.029121928,0.029121928,0.029121928
0.6846,0.029068334,0.029068334,0.029068334,0.029068334,0.029068334,0.029068334
0.68480003,0.029014837,0.029014837,0.029014837,0.029014837,0.029014837,0.029014837
0.685,0.028961439,0.028961439,0.028961439,0.028961439,0.028961439,0.028961439
0.68519998,0.028908139,0.028908139,0.028908139,0.028908139,0.028908139,0.028908139
0.68540001,0.028854936,0.028854936,0.028854936,0.028854936,0.028854936,0.028854936
0.68559998,0.028801832,0.028801832,0.028801832,0.028801832,0.028801832,0.028801832
0.68580002,0.028748827,0.028748827,0.028748827,0.028748827,0.028748827,0.028748827
