"Time","meanError_y","sigmaError_y","mean.y","variance.mu","variance.var","standardDeviation.variance.mu","standardDeviation.variance.var"
5.4000001,-0.017693026,-0.0065391576,2.982307,2.982307,0.98696446,2.982307,0.98696446
5.4000001,-0.017693026,-0.0065391576,2.982307,2.982307,0.98696446,2.982307,0.98696446
5.401,-0.017734315,-0.006626498,2.9822657,2.9822657,0.9867909,2.9822657,0.9867909
5.401,-0.017734315,-0.006626498,2.9822657,2.9822657,0.9867909,2.9822657,0.9867909
5.402,-0.018000657,-0.0065256022,2.9819994,2.9819994,0.98699141,2.9819994,0.98699141
5.402,-0.018000657,-0.0065256022,2.9819994,2.9819994,0.98699141,2.9819994,0.98699141
5.4029999,-0.017996959,-0.0066175065,2.982003,2.982003,0.98680878,2.982003,0.98680878
5.4029999,-0.017996959,-0.0066175065,2.982003,2.982003,0.98680878,2.982003,0.98680878
5.4039998,-0.017917398,-0.006692207,2.9820826,2.9820826,0.98666036,2.9820826,0.98666036
5.4039998,-0.017917398,-0.006692207,2.9820826,2.9820826,0.98666036,2.9820826,0.98666036
5.4050002,-0.017619366,-0.0065424857,2.9823806,2.9823806,0.98695785,2.9823806,0.98695785
5.4050002,-0.017619366,-0.0065424857,2.9823806,2.9823806,0.98695785,2.9823806,0.98695785
5.4060001,-0.017629145,-0.0066341148,2.9823709,2.9823709,0.98677576,2.9823709,0.98677576
5.4060001,-0.017629145,-0.0066341148,2.9823709,2.9823709,0.98677576,2.9823709,0.98677576
5.4070001,-0.017716402,-0.006705259,2.9822836,2.9822836,0.98663443,2.9822836,0.98663443
5.4070001,-0.017716402,-0.006705259,2.9822836,2.9822836,0.98663443,2.9822836,0.98663443
5.408,-0.017864976,-0.0067370147,2.9821351,2.9821351,0.98657137,2.9821351,0.98657137
5.408,-0.017864976,-0.0067370147,2.9821351,2.9821351,0.98657137,2.9821351,0.98657137
5.4089999,-0.017875969,-0.0068285055,2.9821241,2.9821241,0.98638964,2.9821241,0.98638964
5.4089999,-0.017875969,-0.0068285055,2.9821241,2.9821241,0.98638964,2.9821241,0.98638964
5.4099998,-0.017918631,-0.0069153435,2.9820814,2.9820814,0.98621714,2.9820814,0.98621714
5.4099998,-0.017918631,-0.0069153435,2.9820814,2.9820814,0.98621714,2.9820814,0.98621714
5.4109998,-0.018090146,-0.0069269808,2.9819098,2.9819098,0.98619401,2.9819098,0.98619401
5.4109998,-0.018090146,-0.0069269808,2.9819098,2.9819098,0.98619401,2.9819098,0.98619401
5.4120002,-0.018355334,-0.006827143,2.9816446,2.9816446,0.98639232,2.9816446,0.98639232
5.4120002,-0.018355334,-0.006827143,2.9816446,2.9816446,0.98639232,2.9816446,0.98639232
5.4130001,-0.018403215,-0.0069126403,2.9815967,2.9815967,0.98622251,2.9815967,0.98622251
5.4130001,-0.018403215,-0.0069126403,2.9815967,2.9815967,0.98622251,2.9815967,0.98622251
5.414,-0.018265981,-0.0069530299,2.981734,2.981734,0.98614228,2.981734,0.98614228
5.414,-0.018265981,-0.0069530299,2.981734,2.981734,0.98614228,2.981734,0.98614228
5.415,-0.018118676,-0.0069855745,2.9818814,2.9818814,0.98607767,2.9818814,0.98607767
5.415,-0.018118676,-0.0069855745,2.9818814,2.9818814,0.98607767,2.9818814,0.98607767
5.4159999,-0.018074302,-0.0070718834,2.9819257,2.9819257,0.98590624,2.9819257,0.98590624
5.4159999,-0.018074302,-0.0070718834,2.9819257,2.9819257,0.98590624,2.9819257,0.98590624
5.4169998,-0.017640665,-0.0066507799,2.9823594,2.9823594,0.98674268,2.9823594,0.98674268
5.4169998,-0.017640665,-0.0066507799,2.9823594,2.9823594,0.98674268,2.9823594,0.98674268
5.4180002,-0.017773639,-0.0066942382,2.9822264,2.9822264,0.98665631,2.9822264,0.98665631
5.4180002,-0.017773639,-0.0066942382,2.9822264,2.9822264,0.98665631,2.9822264,0.98665631
5.4190001,-0.017669423,-0.0067562694,2.9823306,2.9823306,0.98653311,2.9823306,0.98653311
5.4190001,-0.017669423,-0.0067562694,2.9823306,2.9823306,0.98653311,2.9823306,0.98653311
5.4200001,-0.017422983,-0.006682226,2.9825771,2.9825771,0.98668021,2.9825771,0.98668021
5.4200001,-0.017422983,-0.006682226,2.9825771,2.9825771,0.98668021,2.9825771,0.98668021
5.421,-0.018007683,-0.0058414908,2.9819922,2.9819922,0.98835117,2.9819922,0.98835117
5.421,-0.018007683,-0.0058414908,2.9819922,2.9819922,0.98835117,2.9819922,0.98835117
5.4219999,-0.018079357,-0.0059191664,2.9819207,2.9819207,0.98819673,2.9819207,0.98819673
5.4219999,-0.018079357,-0.0059191664,2.9819207,2.9819207,0.98819673,2.9819207,0.98819673
5.4229999,-0.018598467,-0.005276131,2.9814014,2.9814014,0.98947555,2.9814014,0.98947555
5.4229999,-0.018598467,-0.005276131,2.9814014,2.9814014,0.98947555,2.9814014,0.98947555
5.4239998,-0.018622184,-0.0053662984,2.9813778,2.9813778,0.9892962,2.9813778,0.9892962
5.4239998,-0.018622184,-0.0053662984,2.9813778,2.9813778,0.9892962,2.9813778,0.9892962
5.4250002,-0.018631401,-0.0054577421,2.9813685,2.9813685,0.98911428,2.9813685,0.98911428
5.4250002,-0.018631401,-0.0054577421,2.9813685,2.9813685,0.98911428,2.9813685,0.98911428
5.4260001,-0.01872649,-0.0055247294,2.9812734,2.9812734,0.98898107,2.9812734,0.98898107
5.4260001,-0.01872649,-0.0055247294,2.9812734,2.9812734,0.98898107,2.9812734,0.98898107
5.427,-0.01889842,-0.0055357101,2.9811015,2.9811015,0.98895925,2.9811015,0.98895925
5.427,-0.01889842,-0.0055357101,2.9811015,2.9811015,0.98895925,2.9811015,0.98895925
5.428,-0.018995725,-0.0056014825,2.9810042,2.9810042,0.98882842,2.9810042,0.98882842
5.428,-0.018995725,-0.0056014825,2.9810042,2.9810042,0.98882842,2.9810042,0.98882842
5.4289999,-0.018948087,-0.005686875,2.9810519,2.9810519,0.98865861,2.9810519,0.98865861
5.4289999,-0.018948087,-0.005686875,2.9810519,2.9810519,0.98865861,2.9810519,0.98865861
5.4299998,-0.019165859,-0.0056489636,2.9808342,2.9808342,0.98873401,2.9808342,0.98873401
5.4299998,-0.019165859,-0.0056489636,2.9808342,2.9808342,0.98873401,2.9808342,0.98873401
5.4310002,-0.019219019,-0.0057327952,2.9807811,2.9807811,0.98856729,2.9807811,0.98856729
5.4310002,-0.019219019,-0.0057327952,2.9807811,2.9807811,0.98856729,2.9807811,0.98856729
5.4320002,-0.019126188,-0.0058007813,2.9808738,2.9808738,0.98843211,2.9808738,0.98843211
5.4320002,-0.019126188,-0.0058007813,2.9808738,2.9808738,0.98843211,2.9808738,0.98843211
5.4330001,-0.018952424,-0.0058097923,2.9810476,2.9810476,0.98841417,2.9810476,0.98841417
5.4330001,-0.018952424,-0.0058097923,2.9810476,2.9810476,0.98841417,2.9810476,0.98841417
5.434,-0.018828688,-0.0058594379,2.9811714,2.9811714,0.98831546,2.9811714,0.98831546
5.434,-0.018828688,-0.0058594379,2.9811714,2.9811714,0.98831546,2.9811714,0.98831546
5.4349999,-0.018803472,-0.0059491615,2.9811966,2.9811966,0.98813707,2.9811966,0.98813707
5.4349999,-0.018803472,-0.0059491615,2.9811966,2.9811966,0.98813707,2.9811966,0.98813707
5.4359999,-0.018388983,-0.0055710021,2.981611,2.981611,0.98888904,2.981611,0.98888904
5.4359999,-0.018388983,-0.0055710021,2.981611,2.981611,0.98888904,2.981611,0.98888904
5.4369998,-0.018403955,-0.0056618438,2.981596,2.981596,0.98870838,2.981596,0.98870838
5.4369998,-0.018403955,-0.0056618438,2.981596,2.981596,0.98870838,2.981596,0.98870838
5.4380002,-0.018145679,-0.0055708974,2.9818544,2.9818544,0.98888922,2.9818544,0.98888922
5.4380002,-0.018145679,-0.0055708974,2.9818544,2.9818544,0.98888922,2.9818544,0.98888922
5.4390001,-0.018016588,-0.005616751,2.9819834,2.9819834,0.98879802,2.9819834,0.98879802
5.4390001,-0.018016588,-0.005616751,2.9819834,2.9819834,0.98879802,2.9819834,0.98879802
5.4400001,-0.018264541,-0.0055400082,2.9817355,2.9817355,0.98895067,2.9817355,0.98895067
5.4400001,-0.018264541,-0.0055400082,2.9817355,2.9817355,0.98895067,2.9817355,0.98895067
5.441,-0.01851528,-0.0054594385,2.9814847,2.9814847,0.98911095,2.9814847,0.98911095
5.441,-0.01851528,-0.0054594385,2.9814847,2.9814847,0.98911095,2.9814847,0.98911095
5.4419999,-0.018085171,-0.0050448636,2.9819148,2.9819148,0.9899357,2.9819148,0.9899357
5.4419999,-0.018085171,-0.0050448636,2.9819148,2.9819148,0.9899357,2.9819148,0.9899357
5.4429998,-0.017932208,-0.0050722738,2.9820678,2.9820678,0.98988116,2.9820678,0.98988116
5.4429998,-0.017932208,-0.0050722738,2.9820678,2.9820678,0.98988116,2.9820678,0.98988116
5.4439998,-0.017840749,-0.0051407735,2.9821591,2.9821591,0.9897449,2.9821591,0.9897449
5.4439998,-0.017840749,-0.0051407735,2.9821591,2.9821591,0.9897449,2.9821591,0.9897449
5.4450002,-0.017771598,-0.0052190488,2.9822285,2.9822285,0.98958915,2.9822285,0.98958915
5.4450002,-0.017771598,-0.0052190488,2.9822285,2.9822285,0.98958915,2.9822285,0.98958915
5.4460001,-0.017888185,-0.0052731815,2.9821119,2.9821119,0.98948145,2.9821119,0.98948145
5.4460001,-0.017888185,-0.0052731815,2.9821119,2.9821119,0.98948145,2.9821119,0.98948145
5.447,-0.017830582,-0.0053554117,2.9821694,2.9821694,0.98931783,2.9821694,0.98931783
5.447,-0.017830582,-0.0053554117,2.9821694,2.9821694,0.98931783,2.9821694,0.98931783
5.448,-0.017748769,-0.005428372,2.9822512,2.9822512,0.9891727,2.9822512,0.9891727
5.448,-0.017748769,-0.005428372,2.9822512,2.9822512,0.9891727,2.9822512,0.9891727
5.4489999,-0.017602736,-0.0054612262,2.9823973,2.9823973,0.98910737,2.9823973,0.98910737
5.4489999,-0.017602736,-0.0054612262,2.9823973,2.9823973,0.98910737,2.9823973,0.98910737
5.4499998,-0.017434653,-0.0054750731,2.9825654,2.9825654,0.98907983,2.9825654,0.98907983
5.4499998,-0.017434653,-0.0054750731,2.9825654,2.9825654,0.98907983,2.9825654,0.98907983
5.4510002,-0.017407075,-0.005564217,2.9825928,2.9825928,0.98890251,2.9825928,0.98890251
5.4510002,-0.017407075,-0.005564217,2.9825928,2.9825928,0.98890251,2.9825928,0.98890251
5.4520001,-0.017436206,-0.0056530945,2.9825637,2.9825637,0.98872578,2.9825637,0.98872578
5.4520001,-0.017436206,-0.0056530945,2.9825637,2.9825637,0.98872578,2.9825637,0.98872578
5.4530001,-0.017350217,-0.0057239998,2.9826498,2.9826498,0.98858476,2.9826498,0.98858476
5.4530001,-0.017350217,-0.0057239998,2.9826498,2.9826498,0.98858476,2.9826498,0.98858476
5.454,-0.017590668,-0.0056566074,2.9824092,2.9824092,0.98871881,2.9824092,0.98871881
5.454,-0.017590668,-0.0056566074,2.9824092,2.9824092,0.98871881,2.9824092,0.98871881
5.4549999,-0.017624175,-0.0057446728,2.9823759,2.9823759,0.98854363,2.9823759,0.98854363
5.4549999,-0.017624175,-0.0057446728,2.9823759,2.9823759,0.98854363,2.9823759,0.98854363
5.4559999,-0.017620729,-0.0058357604,2.9823792,2.9823792,0.98836255,2.9823792,0.98836255
5.4559999,-0.017620729,-0.0058357604,2.9823792,2.9823792,0.98836255,2.9823792,0.98836255
5.4569998,-0.017553801,-0.0059145628,2.9824462,2.9824462,0.98820585,2.9824462,0.98820585
5.4569998,-0.017553801,-0.0059145628,2.9824462,2.9824462,0.98820585,2.9824462,0.98820585
5.4580002,-0.01744684,-0.0059742294,2.9825532,2.9825532,0.98808724,2.9825532,0.98808724
5.4580002,-0.01744684,-0.0059742294,2.9825532,2.9825532,0.98808724,2.9825532,0.98808724
5.4590001,-0.016933193,-0.0053411475,2.9830668,2.9830668,0.98934621,2.9830668,0.98934621
5.4590001,-0.016933193,-0.0053411475,2.9830668,2.9830668,0.98934621,2.9830668,0.98934621
5.46,-0.016955739,-0.0054308427,2.9830441,2.9830441,0.98916781,2.9830441,0.98916781
5.46,-0.016955739,-0.0054308427,2.9830441,2.9830441,0.98916781,2.9830441,0.98916781
5.461,-0.016635755,-0.0052408706,2.9833643,2.9833643,0.9895457,2.9833643,0.9895457
5.461,-0.016635755,-0.0052408706,2.9833643,2.9833643,0.9895457,2.9833643,0.9895457
5.4619999,-0.016382156,-0.0051554074,2.9836178,2.9836178,0.98971575,2.9836178,0.98971575
5.4619999,-0.016382156,-0.0051554074,2.9836178,2.9836178,0.98971575,2.9836178,0.98971575
5.4629998,-0.016484389,-0.0052177706,2.9835155,2.9835155,0.98959166,2.9835155,0.98959166
5.4629998,-0.016484389,-0.0052177706,2.9835155,2.9835155,0.98959166,2.9835155,0.98959166
5.4640002,-0.016573718,-0.0052868929,2.9834263,2.9834263,0.98945415,2.9834263,0.98945415
5.4640002,-0.016573718,-0.0052868929,2.9834263,2.9834263,0.98945415,2.9834263,0.98945415
5.4650002,-0.016827347,-0.0052012266,2.9831727,2.9831727,0.98962462,2.9831727,0.98962462
5.4650002,-0.016827347,-0.0052012266,2.9831727,2.9831727,0.98962462,2.9831727,0.98962462
5.4660001,-0.016775299,-0.0052847876,2.9832246,2.9832246,0.98945838,2.9832246,0.98945838
5.4660001,-0.016775299,-0.0052847876,2.9832246,2.9832246,0.98945838,2.9832246,0.98945838
5.467,-0.01663848,-0.0053243311,2.9833615,2.9833615,0.9893797,2.9833615,0.9893797
5.467,-0.01663848,-0.0053243311,2.9833615,2.9833615,0.9893797,2.9833615,0.9893797
5.4679999,-0.016848773,-0.0052937549,2.9831512,2.9831512,0.9894405,2.9831512,0.9894405
5.4679999,-0.016848773,-0.0052937549,2.9831512,2.9831512,0.9894405,2.9831512,0.9894405
5.4689999,-0.016930886,-0.0053661661,2.9830692,2.9830692,0.98929644,2.9830692,0.98929644
5.4689999,-0.016930886,-0.0053661661,2.9830692,2.9830692,0.98929644,2.9830692,0.98929644
5.4699998,-0.016518489,-0.0049895886,2.9834814,2.9834814,0.99004573,2.9834814,0.99004573
5.4699998,-0.016518489,-0.0049895886,2.9834814,2.9834814,0.99004573,2.9834814,0.99004573
5.4710002,-0.01638636,-0.0050325366,2.9836137,2.9836137,0.98996025,2.9836137,0.98996025
5.4710002,-0.01638636,-0.0050325366,2.9836137,2.9836137,0.98996025,2.9836137,0.98996025
5.4720001,-0.016298141,-0.0051020575,2.9837019,2.9837019,0.98982191,2.9837019,0.98982191
5.4720001,-0.016298141,-0.0051020575,2.9837019,2.9837019,0.98982191,2.9837019,0.98982191
5.473,-0.016147967,-0.0051309299,2.9838521,2.9838521,0.98976445,2.9838521,0.98976445
5.473,-0.016147967,-0.0051309299,2.9838521,2.9838521,0.98976445,2.9838521,0.98976445
5.474,-0.016434047,-0.004996696,2.983566,2.983566,0.9900316,2.983566,0.9900316
5.474,-0.016434047,-0.004996696,2.983566,2.983566,0.9900316,2.983566,0.9900316
5.4749999,-0.016115882,-0.0048091225,2.9838841,2.9838841,0.9904049,2.9838841,0.9904049
5.4749999,-0.016115882,-0.0048091225,2.9838841,2.9838841,0.9904049,2.9838841,0.9904049
5.4759998,-0.016175248,-0.0048902994,2.9838247,2.9838247,0.99024332,2.9838247,0.99024332
5.4759998,-0.016175248,-0.0048902994,2.9838247,2.9838247,0.99024332,2.9838247,0.99024332
5.4770002,-0.016670879,-0.0043054195,2.9833291,2.9833291,0.99140769,2.9833291,0.99140769
5.4770002,-0.016670879,-0.0043054195,2.9833291,2.9833291,0.99140769,2.9833291,0.99140769
5.4780002,-0.01704945,-0.0040021795,2.9829504,2.9829504,0.99201167,2.9829504,0.99201167
5.4780002,-0.01704945,-0.0040021795,2.9829504,2.9829504,0.99201167,2.9829504,0.99201167
5.4790001,-0.0171827,-0.0040442441,2.9828174,2.9828174,0.99192786,2.9828174,0.99192786
5.4790001,-0.0171827,-0.0040442441,2.9828174,2.9828174,0.99192786,2.9828174,0.99192786
5.48,-0.016866686,-0.0038604408,2.9831333,2.9831333,0.99229401,2.9831333,0.99229401
5.48,-0.016866686,-0.0038604408,2.9831333,2.9831333,0.99229401,2.9831333,0.99229401
5.4809999,-0.016793991,-0.0039367802,2.983206,2.983206,0.99214196,2.983206,0.99214196
5.4809999,-0.016793991,-0.0039367802,2.983206,2.983206,0.99214196,2.983206,0.99214196
5.4819999,-0.01656634,-0.0038850415,2.9834337,2.9834337,0.99224502,2.9834337,0.99224502
5.4819999,-0.01656634,-0.0038850415,2.9834337,2.9834337,0.99224502,2.9834337,0.99224502
5.4829998,-0.016240073,-0.0036829824,2.9837599,2.9837599,0.99264759,2.9837599,0.99264759
5.4829998,-0.016240073,-0.0036829824,2.9837599,2.9837599,0.99264759,2.9837599,0.99264759
5.4840002,-0.016126294,-0.0037382005,2.9838736,2.9838736,0.99253756,2.9838736,0.99253756
5.4840002,-0.016126294,-0.0037382005,2.9838736,2.9838736,0.99253756,2.9838736,0.99253756
5.4850001,-0.016466329,-0.0035108118,2.9835336,2.9835336,0.99299067,2.9835336,0.99299067
5.4850001,-0.016466329,-0.0035108118,2.9835336,2.9835336,0.99299067,2.9835336,0.99299067
5.4860001,-0.016695533,-0.0034570519,2.9833045,2.9833045,0.99309784,2.9833045,0.99309784
5.4860001,-0.016695533,-0.0034570519,2.9833045,2.9833045,0.99309784,2.9833045,0.99309784
5.487,-0.016340014,-0.0031999943,2.98366,2.98366,0.99361026,2.98366,0.99361026
5.487,-0.016340014,-0.0031999943,2.98366,2.98366,0.99361026,2.98366,0.99361026
5.4879999,-0.016169079,-0.0032103914,2.9838309,2.9838309,0.99358952,2.9838309,0.99358952
5.4879999,-0.016169079,-0.0032103914,2.9838309,2.9838309,0.99358952,2.9838309,0.99358952
5.4889998,-0.016167488,-0.0033011874,2.9838326,2.9838326,0.9934085,2.9838326,0.9934085
5.4889998,-0.016167488,-0.0033011874,2.9838326,2.9838326,0.9934085,2.9838326,0.9934085
5.4899998,-0.01647581,-0.0031302157,2.9835241,2.9835241,0.99374938,2.9835241,0.99374938
5.4899998,-0.01647581,-0.0031302157,2.9835241,2.9835241,0.99374938,2.9835241,0.99374938
5.4910002,-0.016485576,-0.0032207302,2.9835143,2.9835143,0.9935689,2.9835143,0.9935689
5.4910002,-0.016485576,-0.0032207302,2.9835143,2.9835143,0.9935689,2.9835143,0.9935689
5.4920001,-0.016170062,-0.0030373023,2.98383,2.98383,0.99393463,2.98383,0.99393463
5.4920001,-0.016170062,-0.0030373023,2.98383,2.98383,0.99393463,2.98383,0.99393463
5.493,-0.016304519,-0.0030782567,2.9836955,2.9836955,0.99385297,2.9836955,0.99385297
5.493,-0.016304519,-0.0030782567,2.9836955,2.9836955,0.99385297,2.9836955,0.99385297
5.494,-0.016258052,-0.0031630397,2.983742,2.983742,0.99368393,2.983742,0.99368393
5.494,-0.016258052,-0.0031630397,2.983742,2.983742,0.99368393,2.983742,0.99368393
5.4949999,-0.016144285,-0.0032180783,2.9838557,2.9838557,0.9935742,2.9838557,0.9935742
5.4949999,-0.016144285,-0.0032180783,2.9838557,2.9838557,0.9935742,2.9838557,0.9935742
5.4959998,-0.015658747,-0.0026591129,2.9843411,2.9843411,0.99468887,2.9843411,0.99468887
5.4959998,-0.015658747,-0.0026591129,2.9843411,2.9843411,0.99468887,2.9843411,0.99468887
5.4970002,-0.015845841,-0.0026533825,2.9841542,2.9841542,0.99470025,2.9841542,0.99470025
5.4970002,-0.015845841,-0.0026533825,2.9841542,2.9841542,0.99470025,2.9841542,0.99470025
5.4980001,-0.015736282,-0.0027110069,2.9842637,2.9842637,0.99458534,2.9842637,0.99458534
5.4980001,-0.015736282,-0.0027110069,2.9842637,2.9842637,0.99458534,2.9842637,0.99458534
5.4990001,-0.015591914,-0.002744236,2.9844081,2.9844081,0.99451905,2.9844081,0.99451905
5.4990001,-0.015591914,-0.002744236,2.9844081,2.9844081,0.99451905,2.9844081,0.99451905
5.5,-0.015467723,-0.0027923731,2.9845324,2.9845324,0.99442303,2.9845324,0.99442303
5.5,-0.015467723,-0.0027923731,2.9845324,2.9845324,0.99442303,2.9845324,0.99442303
5.5009999,-0.015519998,-0.0028754794,2.9844799,2.9844799,0.99425733,2.9844799,0.99425733
5.5009999,-0.015519998,-0.0028754794,2.9844799,2.9844799,0.99425733,2.9844799,0.99425733
5.5019999,-0.015834736,-0.0026928606,2.9841652,2.9841652,0.99462152,2.9841652,0.99462152
5.5019999,-0.015834736,-0.0026928606,2.9841652,2.9841652,0.99462152,2.9841652,0.99462152
5.5029998,-0.015930641,-0.0027581064,2.9840693,2.9840693,0.9944914,2.9840693,0.9944914
5.5029998,-0.015930641,-0.0027581064,2.9840693,2.9840693,0.9944914,2.9840693,0.9944914
5.5040002,-0.015730271,-0.002737927,2.9842696,2.9842696,0.99453163,2.9842696,0.99453163
5.5040002,-0.015730271,-0.002737927,2.9842696,2.9842696,0.99453163,2.9842696,0.99453163
5.5050001,-0.015676951,-0.0028206629,2.984323,2.984323,0.99436665,2.984323,0.99436665
5.5050001,-0.015676951,-0.0028206629,2.984323,2.984323,0.99436665,2.984323,0.99436665
5.506,-0.015587295,-0.0028890311,2.9844127,2.9844127,0.99423027,2.9844127,0.99423027
5.506,-0.015587295,-0.0028890311,2.9844127,2.9844127,0.99423027,2.9844127,0.99423027
5.507,-0.015682559,-0.0029545079,2.9843175,2.9843175,0.99409974,2.9843175,0.99409974
5.507,-0.015682559,-0.0029545079,2.9843175,2.9843175,0.99409974,2.9843175,0.99409974
5.5079999,-0.015826538,-0.0029877687,2.9841735,2.9841735,0.9940334,2.9841735,0.9940334
5.5079999,-0.015826538,-0.0029877687,2.9841735,2.9841735,0.9940334,2.9841735,0.9940334
5.5089998,-0.016108371,-0.0028588604,2.9838917,2.9838917,0.99429047,2.9838917,0.99429047
5.5089998,-0.016108371,-0.0028588604,2.9838917,2.9838917,0.99429047,2.9838917,0.99429047
5.5100002,-0.01586563,-0.0027865784,2.9841344,2.9841344,0.9944346,2.9841344,0.9944346
5.5100002,-0.01586563,-0.0027865784,2.9841344,2.9841344,0.9944346,2.9841344,0.9944346
5.5110002,-0.01586091,-0.0028769958,2.9841392,2.9841392,0.99425429,2.9841392,0.99425429
5.5110002,-0.01586091,-0.0028769958,2.9841392,2.9841392,0.99425429,2.9841392,0.99425429
5.5120001,-0.015912712,-0.0029600342,2.9840872,2.9840872,0.99408871,2.9840872,0.99408871
5.5120001,-0.015912712,-0.0029600342,2.9840872,2.9840872,0.99408871,2.9840872,0.99408871
5.513,-0.016280908,-0.0026757622,2.9837191,2.9837191,0.99465561,2.9837191,0.99465561
5.513,-0.016280908,-0.0026757622,2.9837191,2.9837191,0.99465561,2.9837191,0.99465561
5.5139999,-0.016132956,-0.0027056972,2.9838669,2.9838669,0.99459594,2.9838669,0.99459594
5.5139999,-0.016132956,-0.0027056972,2.9838669,2.9838669,0.99459594,2.9838669,0.99459594
5.5149999,-0.015913351,-0.0026627935,2.9840868,2.9840868,0.99468148,2.9840868,0.99468148
5.5149999,-0.015913351,-0.0026627935,2.9840868,2.9840868,0.99468148,2.9840868,0.99468148
5.5159998,-0.016053669,-0.0026987602,2.9839463,2.9839463,0.99460977,2.9839463,0.99460977
5.5159998,-0.016053669,-0.0026987602,2.9839463,2.9839463,0.99460977,2.9839463,0.99460977
5.5170002,-0.016066561,-0.002788689,2.9839334,2.9839334,0.99443042,2.9839334,0.99443042
5.5170002,-0.016066561,-0.002788689,2.9839334,2.9839334,0.99443042,2.9839334,0.99443042
5.5180001,-0.016288122,-0.0027432574,2.983712,2.983712,0.99452102,2.983712,0.99452102
5.5180001,-0.016288122,-0.0027432574,2.983712,2.983712,0.99452102,2.983712,0.99452102
5.5190001,-0.016392609,-0.002803403,2.9836073,2.9836073,0.99440104,2.9836073,0.99440104
5.5190001,-0.016392609,-0.002803403,2.9836073,2.9836073,0.99440104,2.9836073,0.99440104
5.52,-0.016429044,-0.0028900588,2.9835711,2.9835711,0.99422824,2.9835711,0.99422824
5.52,-0.016429044,-0.0028900588,2.9835711,2.9835711,0.99422824,2.9835711,0.99422824
5.5209999,-0.016253887,-0.0028954362,2.9837461,2.9837461,0.99421751,2.9837461,0.99421751
5.5209999,-0.016253887,-0.0028954362,2.9837461,2.9837461,0.99421751,2.9837461,0.99421751
5.5219998,-0.01642734,-0.0029024261,2.9835727,2.9835727,0.99420357,2.9835727,0.99420357
5.5219998,-0.01642734,-0.0029024261,2.9835727,2.9835727,0.99420357,2.9835727,0.99420357
5.5229998,-0.01633418,-0.0029686636,2.9836657,2.9836657,0.99407148,2.9836657,0.99407148
5.5229998,-0.01633418,-0.0029686636,2.9836657,2.9836657,0.99407148,2.9836657,0.99407148
5.5240002,-0.016251663,-0.0030400523,2.9837484,2.9837484,0.99392915,2.9837484,0.99392915
5.5240002,-0.016251663,-0.0030400523,2.9837484,2.9837484,0.99392915,2.9837484,0.99392915
5.5250001,-0.015926216,-0.0028368668,2.9840739,2.9840739,0.99433434,2.9840739,0.99433434
5.5250001,-0.015926216,-0.0028368668,2.9840739,2.9840739,0.99433434,2.9840739,0.99433434
5.526,-0.015756384,-0.0028471844,2.9842436,2.9842436,0.99431372,2.9842436,0.99431372
5.526,-0.015756384,-0.0028471844,2.9842436,2.9842436,0.99431372,2.9842436,0.99431372
5.527,-0.015939455,-0.0028445232,2.9840605,2.9840605,0.99431902,2.9840605,0.99431902
5.527,-0.015939455,-0.0028445232,2.9840605,2.9840605,0.99431902,2.9840605,0.99431902
5.5279999,-0.015829559,-0.0029012451,2.9841704,2.9841704,0.99420595,2.9841704,0.99420595
5.5279999,-0.015829559,-0.0029012451,2.9841704,2.9841704,0.99420595,2.9841704,0.99420595
5.5289998,-0.015599725,-0.0028449865,2.9844003,2.9844003,0.99431813,2.9844003,0.99431813
5.5289998,-0.015599725,-0.0028449865,2.9844003,2.9844003,0.99431813,2.9844003,0.99431813
5.5300002,-0.015405118,-0.0028301503,2.9845948,2.9845948,0.99434769,2.9845948,0.99434769
5.5300002,-0.015405118,-0.0028301503,2.9845948,2.9845948,0.99434769,2.9845948,0.99434769
5.5310001,-0.015279771,-0.0028767285,2.9847202,2.9847202,0.99425483,2.9847202,0.99425483
5.5310001,-0.015279771,-0.0028767285,2.9847202,2.9847202,0.99425483,2.9847202,0.99425483
5.5320001,-0.015194342,-0.0029466134,2.9848056,2.9848056,0.99411547,2.9848056,0.99411547
5.5320001,-0.015194342,-0.0029466134,2.9848056,2.9848056,0.99411547,2.9848056,0.99411547
5.533,-0.014953522,-0.0028758293,2.9850464,2.9850464,0.99425662,2.9850464,0.99425662
5.533,-0.014953522,-0.0028758293,2.9850464,2.9850464,0.99425662,2.9850464,0.99425662
5.5339999,-0.014624884,-0.0026662904,2.9853752,2.9853752,0.9946745,2.9853752,0.9946745
5.5339999,-0.014624884,-0.0026662904,2.9853752,2.9853752,0.9946745,2.9853752,0.9946745
5.5349998,-0.014539411,-0.0027361177,2.9854605,2.9854605,0.99453527,2.9854605,0.99453527
5.5349998,-0.014539411,-0.0027361177,2.9854605,2.9854605,0.99453527,2.9854605,0.99453527
5.5359998,-0.014346608,-0.0027230298,2.9856534,2.9856534,0.99456137,2.9856534,0.99456137
5.5359998,-0.014346608,-0.0027230298,2.9856534,2.9856534,0.99456137,2.9856534,0.99456137
5.5370002,-0.014430256,-0.0027936678,2.9855697,2.9855697,0.99442047,2.9855697,0.99442047
5.5370002,-0.014430256,-0.0027936678,2.9855697,2.9855697,0.99442047,2.9855697,0.99442047
5.5380001,-0.014454813,-0.0028820308,2.9855452,2.9855452,0.99424422,2.9855452,0.99424422
