"time","loadInertia.phi","loadInertia.w","smr.is[1]","smr.is[2]","smr.idq_rr[1]","smr.idq_rr[2]","smr.idq_sr[1]","smr.idq_sr[2]","vfController.x"
0,0,0,0,0,0,0,0,0,0
5.0000000000000002e-05,-1.1057877300338364e-28,-1.0392566048069112e-23,8.6480587848054067e-11,-0.00032553926114665136,-8.5010007556199523e-11,0.00035603066645685131,8.6480587703485605e-11,-0.00037590031018003132,3.9270563724396225e-07
0.0001,-1.5071907906007621e-26,-9.1501738059701871e-22,1.2238248527074187e-09,-0.0012992483072158971,-1.2029673079172569e-09,0.0014206423521942052,1.2238248521304367e-09,-0.001500242013254919,1.5708028203895142e-06
0.00015000000000000001,-2.9877188617276571e-25,-1.2945758690829919e-20,5.9813847646787081e-09,-0.0029166445907551808,-5.8792178059110161e-09,0.003188467868896018,5.981384763383459e-09,-0.0033678476258518345,3.5342982164321398e-06
0.00020000000000000001,-3.3443510368601954e-24,-1.0201419275408906e-19,1.8998314792248603e-08,-0.0051731869961470405,-1.8672913047063404e-08,0.0056540694341619575,1.8998314789951248e-08,-0.0059734708409053703,6.2831917438453885e-06
0.00025000000000000001,-1.7342301773260717e-23,-4.4591798032597268e-19,4.6180985762824995e-08,-0.0080643887190071251,-4.5388040090031571e-08,0.008812073603545665,4.6180985759243693e-08,-0.0093119273329325281,9.8174834752353963e-06
0.00030000000000000003,-6.2782832519063849e-23,-1.4715428037548065e-18,9.545890016636045e-08,-0.011585824892879197,-9.3815826727644026e-08,0.012657180030752705,9.545890016121532e-08,-0.013378103128153632,1.4137173372638142e-05
0.00035,-1.963334698712888e-22,-4.0443308639028351e-18,1.761361180660486e-07,-0.015733095834813055,-1.7309711473835785e-07,0.01718411779741193,1.7613611805906174e-07,-0.018166912538595811,1.9242261434492012e-05
0.00040000000000000002,-5.2621992621661625e-22,-9.5808323269020352e-18,2.9907139881602003e-07,-0.020501833452293027,-2.9389918832079184e-07,0.022387652991757791,2.9907139880691543e-07,-0.023673305456171887,2.5132747660110668e-05
0.00045000000000000004,-1.2556548201203364e-21,-2.0393481271054484e-17,4.7709402414572226e-07,-0.02588770773050816,-4.6882373560600954e-07,0.028262596258311706,4.7709402413422601e-07,-0.02989227460345921,3.180863204907654e-05
0.00050000000000000001,-2.7552123970195298e-21,-4.0081624496475211e-17,7.2491189877397996e-07,-0.031886424862099971,-7.123159438215567e-07,0.034803800606626918,7.2491189875981989e-07,-0.036818853427176487,3.9269914601376811e-05
0.00055000000000000003,-5.5902235725213445e-21,-7.3415536913994622e-17,1.0585327810046137e-06,-0.038493716671226308,-1.0400961054188177e-06,0.042006149052282629,1.0585327809875195e-06,-0.044448104220297317,4.7516595316989915e-05
0.00060000000000000006,-1.0563304465102711e-20,-1.2632643031054377e-16,1.4953316452717943e-06,-0.045705341859887248,-1.4692255892921529e-06,0.04986455607375264,1.4953316452514983e-06,-0.052775119522291608,5.6548674195991876e-05
