"time","density2_1.d","density2_2.d","density1_1.d","density1_2.d","simpleGenericOrifice.port_b.m_flow","simpleGenericOrifice.port_b.p","simpleGenericOrifice.port_b.h_outflow"
0,0.37862015164328311,0.37862015164328311,0.37561955656962082,0.37561955656962082,0,101325,3200000
0.000202,0.37250242531765754,0.37250167491801983,0.34630919463339199,0.34630849702239147,-0.0012692030912951266,101325,3200000
0.00040400000000000001,0.36658293166844363,0.36658139384871929,0.34630994975932516,0.34630849702239147,-0.0025384041380600128,101325,3200000
0.00060599999999999998,0.36106000565018559,0.36105750089880173,0.34631089941035886,0.34630849702239147,-0.0038076010957677118,101325,3200000
0.00080800000000000002,0.35613242368498566,0.3561281821466491,0.34631262155392062,0.34630849702239147,-0.0050767919198978642,101325,3200000
0.00101,0.35199816440660958,0.35199161409320301,0.34631494152860576,0.34630849702239147,-0.0063459745659399901,101325,3200000
0.001212,0.34885530845541385,0.3488459604697029,0.3463177769805641,0.34630849702239147,-0.007615146989396783,101325,3200000
0.0014140000000000001,0.3469020210853298,0.34688936904561152,0.34632112786621427,0.34630849702239147,-0.0088843071457874075,101325,3200000
0.001616,0.34632499413405121,0.34630849702239147,0.34632499413405121,0.34630849702239147,-0.010153452990650784,101325,3200000
0.001818,0.34632937572465111,0.34630849702239147,0.34632937572465111,0.34630849702239147,-0.011422582479548889,101325,3200000
0.0020200000000000001,0.3463342725706765,0.34630849702239147,0.3463342725706765,0.34630849702239147,-0.012691693568070048,101325,3200000
0.002222,0.34633968459688491,0.34630849702239147,0.34633968459688491,0.34630849702239147,-0.013960784211832224,101325,3200000
0.0024239999999999999,0.34634561172011485,0.34630849702239147,0.34634561172011485,0.34630849702239147,-0.015229852366486317,101325,3200000
0.0026259999999999999,0.34635205384930651,0.34630849702239147,0.34635205384930651,0.34630849702239147,-0.016498895987719454,101325,3200000
0.0028280000000000002,0.34635901088550047,0.34630849702239147,0.34635901088550047,0.34630849702239147,-0.01776791303125828,101325,3200000
0.0030300000000000001,0.34636648272184278,0.34630849702239147,0.34636648272184278,0.34630849702239147,-0.019036901452872259,101325,3200000
0.0032320000000000001,0.34637446924358883,0.34630849702239147,0.34637446924358883,0.34630849702239147,-0.020305859208376947,101325,3200000
0.003434,0.34638297032811033,0.34630849702239147,0.34638297032811044,0.34630849702239153,-0.021574784253637319,101325,3200000
0.0036359999999999999,0.3463919858448995,0.34630849702239147,0.34639198584489944,0.34630849702239136,-0.022843674544571025,101325,3200000
0.0038380000000000003,0.3464015156555772,0.34630849702239147,0.3464015156555772,0.34630849702239147,-0.02411252803715172,101325,3200000
0.0040400000000000002,0.34641155961389791,0.34630849702239147,0.34641155961389791,0.34630849702239147,-0.025381342687412309,101325,3200000
0.0042420000000000001,0.34642211756575697,0.34630849702239147,0.34642211756575697,0.34630849702239147,-0.026650116451448297,101325,3200000
