"Time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia.w","loadInertiaQS.w","transformer.l2sigma.inductor[1].i","loadInertiaQS.phi","loadInertia.phi","transformer.l2sigma.inductor[3].i","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imcQS.rotorCage.port_p.reference.gamma","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
2.0388999,-0.10134842,0.070009567,132.57733,139.1937,-0.0058408403,141.06508,137.05731,0.016978038,0.29573119,358.40915,0.39471847
2.039,-0.10268933,0.082932681,132.61301,139.22862,-0.005328096,141.07901,137.07057,0.016873598,0.29528156,358.41272,0.39143673
2.0390999,-0.10402758,0.095743202,132.64873,139.26349,-0.0048100939,141.09293,137.08383,0.016752506,0.29481885,358.41629,0.38775468
2.0392001,-0.10536328,0.10842865,132.68452,139.29828,-0.0042873458,141.10686,137.09709,0.016614882,0.29434311,358.41986,0.38367608
2.0393,-0.10669652,0.12097668,132.7204,139.33301,-0.0037603667,141.12079,137.11037,0.016460864,0.29385439,358.4234,0.37920499
2.0394001,-0.1080274,0.13337505,132.75635,139.36769,-0.0032296777,141.13472,137.12364,0.016290599,0.29335281,358.42694,0.3743459
2.0395,-0.109356,0.1456117,132.79236,139.4023,-0.0026958014,141.14867,137.13692,0.016104259,0.29283842,358.43048,0.36910367
2.0395999,-0.11068242,0.15767471,132.82848,139.43683,-0.0021592656,141.16261,137.15019,0.015902026,0.29231134,358.43402,0.36348355
2.0397,-0.11200675,0.16955233,132.86467,139.47131,-0.0016205994,141.17654,137.16348,0.015684102,0.29177165,358.43756,0.35749114
2.0397999,-0.11332907,0.18123297,132.90097,139.50572,-0.0010803343,141.19051,137.17677,0.015450697,0.29121941,358.44107,0.35113242
2.0399001,-0.11464947,0.19270529,132.93736,139.54007,-0.00053900358,141.20445,137.19006,0.015202047,0.29065475,358.44458,0.34441376
2.04,-0.11596803,0.20395811,132.97385,139.57436,2.8584675e-06,141.21841,137.20335,0.014938395,0.29007775,358.44809,0.33734185
2.0401001,-0.11728483,0.21498045,133.01045,139.60858,0.00054471724,141.23236,137.21666,0.014660001,0.28948849,358.45157,0.32992366
2.0402,-0.11859997,0.22576161,133.04716,139.64275,0.001086038,141.24632,137.22997,0.01436714,0.28888714,358.45508,0.32216662
2.0402999,-0.1199135,0.2362911,133.08398,139.67683,0.0016262863,141.2603,137.24327,0.014060101,0.28827375,358.45856,0.31407845
2.0404,-0.12122551,0.24655864,133.12093,139.71086,0.0021649294,141.27426,137.25658,0.013739186,0.28764844,358.46204,0.30566713
2.0404999,-0.12253607,0.25655428,133.15797,139.74483,0.0027014352,141.28824,137.2699,0.013404714,0.28701136,358.46552,0.2969411
2.0406001,-0.12384526,0.26626825,133.19516,139.77872,0.0032352749,141.30222,137.2832,0.013057013,0.28636256,358.46896,0.28790897
2.0407,-0.12515314,0.27569118,133.23245,139.81256,0.0037659211,141.31619,137.29652,0.012696427,0.2857022,358.47241,0.27857968
2.0408001,-0.12645978,0.28481382,133.26988,139.84633,0.0042928504,141.33017,137.30986,0.012323312,0.28503039,358.47586,0.26896256
2.0409,-0.12776524,0.29362735,133.30745,139.88004,0.0048155426,141.34416,137.32318,0.011938035,0.28434727,358.47931,0.25906709
2.0409999,-0.1290696,0.30212322,133.34514,139.91367,0.0053334823,141.35815,137.33652,0.011540978,0.28365296,358.48276,0.2489031
2.0411,-0.1303729,0.31029314,133.38297,139.94725,0.0058461577,141.37215,137.34985,0.011132532,0.28294757,358.48618,0.23848066
2.0411999,-0.13167521,0.31812921,133.42093,139.98076,0.0063530635,141.38614,137.36319,0.0107131,0.28223121,358.48959,0.2278101
2.0413001,-0.13297659,0.32562381,133.45903,140.01419,0.0068536992,141.40015,137.37654,0.010283096,0.28150406,358.49301,0.21690202
2.0414,-0.13427708,0.33276966,133.49727,140.04758,0.0073475703,141.41414,137.38989,0.0098429443,0.28076625,358.49643,0.20576718
2.0415001,-0.13557674,0.33955985,133.53564,140.08089,0.0078341905,141.42815,137.40324,0.0093930792,0.28001785,358.49985,0.19441666
2.0416,-0.13687561,0.3459878,133.57416,140.11414,0.0083130784,141.44215,137.4166,0.0089339446,0.27925909,358.50323,0.18286166
2.0416999,-0.13817374,0.35204726,133.61282,140.14732,0.0087837623,141.45618,137.42995,0.0084659941,0.27849004,358.50662,0.17111364
2.0418,-0.13947117,0.35773242,133.65163,140.18044,0.0092457766,141.47018,137.44331,0.0079896888,0.27771088,358.51001,0.15918423
2.0418999,-0.14076795,0.36303777,133.69057,140.21349,0.0096986666,141.48421,137.45668,0.0075054998,0.27692172,358.5134,0.14708526
2.0420001,-0.14206411,0.36795813,133.72966,140.24646,0.010141985,141.49823,137.47005,0.0070139035,0.27612272,358.51675,0.13482867
2.0421,-0.14335968,0.37248883,133.76891,140.27939,0.010575294,141.51225,137.48343,0.006515386,0.27531403,358.52011,0.12242663
2.0422001,-0.14465471,0.37662548,133.80829,140.31224,0.010998166,141.52629,137.49681,0.0060104392,0.27449581,358.52347,0.10989138
2.0423,-0.1459492,0.38036412,133.84781,140.34503,0.011410183,141.54033,137.51019,0.0054995613,0.27366817,358.52682,0.097235352
2.0423999,-0.1472432,0.38370112,133.88748,140.37775,0.011810941,141.55435,137.52357,0.0049832561,0.27283129,358.53018,0.084471054
2.0425,-0.14853673,0.38663337,133.92729,140.4104,0.012200042,141.56841,137.53697,0.004462034,0.27198532,358.53351,0.071611129
2.0425999,-0.1498298,0.38915798,133.96725,140.44299,0.012577102,141.58244,137.55037,0.0039364086,0.27113038,358.53683,0.058668297
2.0427001,-0.15112245,0.39127263,134.00735,140.47551,0.01294175,141.59648,137.56377,0.0034068984,0.27026665,358.54016,0.045655359
2.0427999,-0.15241469,0.39297533,134.04759,140.50797,0.013293626,141.61053,137.57716,0.002874027,0.26939428,358.54349,0.0325852
2.0429001,-0.15370652,0.39426446,134.08797,140.54036,0.013632381,141.62459,137.59058,0.0023383193,0.26851344,358.54678,0.019470742
2.043,-0.15499794,0.39513886,134.12849,140.57268,0.013957684,141.63864,137.60399,0.0018003043,0.26762423,358.55008,0.0063249655
2.0431001,-0.156289,0.39559776,134.16914,140.60493,0.014269211,141.65269,137.6174,0.0012605132,0.26672685,358.55341,-0.0068391217
2.0432,-0.15757966,0.39564079,134.20995,140.63712,0.014566657,141.66676,137.63081,0.00071947841,0.26582146,358.55667,-0.020008499
2.0432999,-0.15886995,0.39526799,134.25087,140.66925,0.014849726,141.68083,137.64424,0.00017773388,0.26490819,358.55997,-0.033170138
2.0434,-0.16015987,0.39447981,134.29192,140.70131,0.015118141,141.6949,137.65767,-0.00036418563,0.26398724,358.56323,-0.046311013
2.0434999,-0.16144939,0.39327714,134.33311,140.73329,0.015371635,141.70897,137.6711,-0.00090574543,0.26305869,358.56653,-0.059418123
2.0436001,-0.16273853,0.3916612,134.37442,140.76521,0.015609958,141.72304,137.68454,-0.001446411,0.26212278,358.56979,-0.072478503
2.0437,-0.16402727,0.38963372,134.41586,140.79707,0.015832877,141.73712,137.69797,-0.0019856489,0.26117963,358.57306,-0.08547923
2.0438001,-0.1653156,0.38719672,134.45743,140.82886,0.016040171,141.75121,137.71141,-0.0025229268,0.26022938,358.57629,-0.09840744
2.0439,-0.16660351,0.38435271,134.49911,140.86058,0.016231634,141.76529,137.72487,-0.0030577148,0.25927219,358.57956,-0.11125033
2.0439999,-0.16789097,0.38110456,134.54091,140.89224,0.016407078,141.77937,137.73831,-0.0035894846,0.25830826,358.58279,-0.12399521
2.0441,-0.16917796,0.37745556,134.58282,140.92383,0.016566331,141.79347,137.75177,-0.0041177119,0.25733772,358.58603,-0.13662946
2.0441999,-0.17046449,0.37340936,134.62485,140.95535,0.016709233,141.80756,137.76523,-0.0046418752,0.25636071,358.58923,-0.14914057
2.0443001,-0.1717505,0.36897007,134.66699,140.9868,0.016835645,141.82166,137.7787,-0.0051614572,0.25537741,358.59247,-0.16151614
2.0444,-0.17303596,0.36414206,134.70923,141.01819,0.016945444,141.83575,137.79216,-0.0056759454,0.25438794,358.59567,-0.17374396
2.0445001,-0.17432088,0.3589302,134.75157,141.0495,0.017038517,141.84987,137.80563,-0.0061848317,0.25339252,358.59891,-0.18581191
2.0446,-0.17560518,0.35333967,134.79401,141.08076,0.017114777,141.86397,137.81912,-0.0066876141,0.25239125,358.60211,-0.19770803
2.0446999,-0.17688885,0.34737611,134.83653,141.11194,0.017174145,141.87808,137.8326,-0.0071837963,0.25138429,358.60529,-0.20942053
2.0448,-0.17817186,0.34104538,134.87917,141.14307,0.017216565,141.8922,137.84608,-0.0076728887,0.25037181,358.60849,-0.22093783
2.0448999,-0.17945415,0.33435383,134.92188,141.17412,0.017241992,141.90631,137.85957,-0.008154409,0.24935398,358.61166,-0.23224853
2.0450001,-0.18073568,0.32730815,134.96466,141.20509,0.017250406,141.92043,137.87306,-0.0086278813,0.24833091,358.61484,-0.24334142
2.0451,-0.18201642,0.31991526,135.00754,141.23601,0.017241795,141.93456,137.88657,-0.0090928394,0.24730276,358.61801,-0.2542055
2.0452001,-0.18329629,0.31218255,135.05048,141.26686,0.017216166,141.94867,137.90007,-0.0095488224,0.2462697,358.62119,-0.26482999
2.0453,-0.18457529,0.30411774,135.09349,141.29764,0.017173547,141.9628,137.91357,-0.0099953832,0.24523185,358.62433,-0.27520439
2.0453999,-0.18585333,0.29572877,135.13658,141.32835,0.017113982,141.97693,137.92709,-0.010432079,0.2441894,358.6275,-0.2853184
2.0455,-0.18713036,0.28702399,135.17972,141.35899,0.017037526,141.99107,137.9406,-0.010858479,0.24314244,358.63065,-0.29516199
2.0455999,-0.18840633,0.27801207,135.22292,141.38957,0.016944254,142.0052,137.95412,-0.011274163,0.24209116,358.63379,-0.30472538
2.0457001,-0.1896812,0.26870191,135.26617,141.42007,0.016834261,142.01935,137.96765,-0.011678721,0.24103568,358.63693,-0.31399912
2.0458,-0.19095488,0.25910276,135.30948,141.45052,0.016707655,142.03349,137.98117,-0.012071753,0.23997615,358.64005,-0.32297397
2.0459001,-0.19222732,0.24922413,135.35283,141.4809,0.016564559,142.04764,137.99471,-0.012452871,0.23891272,358.64316,-0.33164105
2.046,-0.19349846,0.23907579,135.39621,141.5112,0.016405117,142.06178,138.00826,-0.012821699,0.23784551,358.6463,-0.33999172
2.0460999,-0.19476822,0.22866783,135.43964,141.54144,0.016229484,142.07594,138.02179,-0.013177875,0.23677465,358.64941,-0.34801769
2.0462,-0.19603655,0.21801053,135.48308,141.57161,0.016037835,142.09009,138.03534,-0.013521045,0.23570031,358.6525,-0.35571101
2.0462999,-0.19730335,0.20711447,135.52655,141.60172,0.015830357,142.10425,138.04889,-0.013850871,0.2346226,358.65561,-0.36306399
2.0464001,-0.19856858,0.19599041,135.57005,141.63174,0.015607257,142.11841,138.06244,-0.014167028,0.23354165,358.65869,-0.37006932
2.0465,-0.19983216,0.18464939,135.61356,141.66171,0.015368754,142.13258,138.076,-0.014469204,0.23245761,358.66177,-0.37672004
2.0466001,-0.20109399,0.17310263,135.65707,141.69162,0.015115083,142.14674,138.08957,-0.0147571,0.23137058,358.66486,-0.38300952
2.0467,-0.20235403,0.16136156,135.70061,141.72145,0.014846495,142.16092,138.10313,-0.015030432,0.23028071,358.66794,-0.38893145
2.0467999,-0.20361216,0.1494378,135.74413,141.75121,0.014563256,142.17509,138.1167,-0.015288932,0.22918813,358.67099,-0.39447996
2.0469,-0.20486833,0.13734315,135.78764,141.7809,0.014265644,142.18927,138.13028,-0.015532343,0.22809292,358.67407,-0.3996495
2.0469999,-0.20612246,0.12508957,135.83116,141.81053,0.013953953,142.20345,138.14386,-0.015760425,0.22699524,358.67712,-0.40443489
2.0471001,-0.20737445,0.11268921,135.87466,141.84009,0.013628491,142.21762,138.15744,-0.015972953,0.22589521,358.68018,-0.4088313
2.0472,-0.20862423,0.10015433,135.91814,141.86958,0.013289579,142.23181,138.17104,-0.016169718,0.22479293,358.68323,-0.41283438
2.0473001,-0.20987169,0.087497324,135.96159,141.899,0.012937551,142.246,138.18463,-0.016350525,0.2236885,358.68625,-0.41644004
2.0474,-0.21111678,0.074730724,136.00502,141.92836,0.012572755,142.26019,138.19823,-0.016515195,0.22258206,358.6893,-0.41964468
2.0474999,-0.21235938,0.061867163,136.04842,141.95764,0.012195552,142.27438,138.21184,-0.016663568,0.22147371,358.69232,-0.42244509
2.0476,-0.21359941,0.048919357,136.09177,141.98686,0.011806312,142.28859,138.22543,-0.016795496,0.22036356,358.69534,-0.42483836
2.0476999,-0.21483679,0.035900127,136.13509,142.01601,0.01140542,142.30278,138.23904,-0.016910847,0.21925169,358.69836,-0.42682204
2.0478001,-0.21607141,0.02282235,136.17834,142.04509,0.010993273,142.31699,138.25267,-0.01700951,0.21813825,358.70135,-0.42839417
2.0479,-0.2173032,0.0096989665,136.22156,142.07411,0.010570276,142.33119,138.26628,-0.017091386,0.2170233,358.70438,-0.42955303
2.0480001,-0.21853204,-0.0034570415,136.26471,142.10306,0.010136846,142.3454,138.27991,-0.017156396,0.21590695,358.70737,-0.4302974
2.0481,-0.21975787,-0.016632654,136.3078,142.13193,0.009693413,142.35962,138.29353,-0.017204473,0.21478929,358.71036,-0.43062648
2.0481999,-0.22098057,-0.029814834,136.35083,142.16074,0.0092404131,142.37383,138.30717,-0.017235573,0.21367042,358.71335,-0.43053985
2.0483,-0.22220005,-0.042990543,136.39378,142.18948,0.0087782936,142.38805,138.3208,-0.017249662,0.21255043,358.71634,-0.4300375
2.0483999,-0.22341621,-0.056146737,136.43666,142.21815,0.0083075101,142.40227,138.33446,-0.017246727,0.21142942,358.7193,-0.4291198
2.0485001,-0.22462897,-0.069270395,136.47945,142.24677,0.0078285281,142.41649,138.3481,-0.017226772,0.21030745,358.72226,-0.4277876
2.0486,-0.22583821,-0.08234854,136.52217,142.2753,0.0073418198,142.43071,138.36174,-0.017189818,0.20918462,358.72525,-0.42604211
2.0487001,-0.22704387,-0.095368214,136.56479,142.30377,0.0068478654,142.44495,138.3754,-0.017135898,0.20806099,358.72821,-0.42388493
2.0488,-0.22824581,-0.10831653,136.60732,142.33217,0.0063471529,142.45918,138.38905,-0.017065065,0.20693667,358.73114,-0.42131811
2.0488999,-0.22944395,-0.12118069,136.64975,142.3605,0.0058401758,142.47342,138.40273,-0.016977392,0.20581171,358.7341,-0.41834405
2.049,-0.23063819,-0.13394794,136.69209,142.38876,0.0053274347,142.48766,138.41638,-0.016872965,0.20468619,358.73703,-0.4149656
2.0490999,-0.23182845,-0.14660564,136.73431,142.41696,0.0048094359,142.50189,138.43005,-0.016751887,0.20356019,358.73996,-0.41118601
2.0492001,-0.2330146,-0.15914126,136.77643,142.44508,0.0042866901,142.51613,138.44374,-0.016614275,0.20243375,358.74289,-0.40700886
2.0493,-0.23419656,-0.17154238,136.81844,142.47314,0.0037597134,142.53038,138.45741,-0.016460266,0.20130697,358.74582,-0.40243819
2.0494001,-0.23537423,-0.18379672,136.86032,142.50113,0.0032290258,142.54463,138.4711,-0.016290015,0.20017987,358.74875,-0.3974784
2.0495,-0.23654751,-0.19589214,136.9021,142.52905,0.0026951509,142.55888,138.48479,-0.016103685,0.19905256,358.75165,-0.39213428
2.0495999,-0.23771632,-0.20781666,136.94374,142.55692,0.002158616,142.57314,138.49847,-0.015901463,0.19792505,358.75458,-0.38641095
2.0497,-0.23888052,-0.21955846,136.98526,142.5847,0.0016199502,142.58739,138.51218,-0.01568355,0.19679742,358.75748,-0.38031399
2.0497999,-0.24004005,-0.23110589,137.02664,142.61241,0.0010796851,142.60165,138.52588,-0.015450157,0.19566973,358.76038,-0.3738493
2.0499001,-0.2411948,-0.24244751,137.0679,142.64008,0.00053835392,142.61591,138.53958,-0.015201516,0.19454199,358.76324,-0.36702311
2.05,-0.24234466,-0.25357208,137.10901,142.66765,-3.508979e-06,142.63017,138.55328,-0.014937874,0.19341429,358.76614,-0.35984209
2.0501001,-0.24348956,-0.26446855,137.14998,142.69516,-0.00054536894,142.64444,138.567,-0.01465949,0.19228664,358.76901,-0.35231316
2.0502,-0.2446294,-0.27512613,137.19081,142.72261,-0.0010866913,142.65872,138.58072,-0.014366638,0.19115911,358.77188,-0.34444365
2.0502999,-0.24576406,-0.2855342,137.23151,142.74998,-0.0016269417,142.67299,138.59444,-0.014059608,0.19003172,358.77475,-0.33624125
2.0504,-0.24689347,-0.29568249,137.27203,142.7773,-0.0021655872,142.68727,138.60817,-0.013738702,0.18890452,358.77762,-0.32771385
2.0504999,-0.24801752,-0.30556089,137.31242,142.80453,-0.0027020958,142.70155,138.6219,-0.013404237,0.18777753,358.78049,-0.31886983
2.0506001,-0.24913613,-0.31515956,137.35266,142.83171,-0.0032359385,142.71584,138.63564,-0.013056545,0.18665078,358.78333,-0.30971774
2.0506999,-0.25024921,-0.32446903,137.39273,142.85883,-0.0037665884,142.73012,138.64937,-0.012695965,0.18552431,358.78619,-0.3002665
2.0508001,-0.25135666,-0.33347997,137.43265,142.88586,-0.0042935214,142.7444,138.6631,-0.012322857,0.18439816,358.78903,-0.29052535
2.0509,-0.25245839,-0.34218344,137.47241,142.91283,-0.0048162178,142.7587,138.67685,-0.011937588,0.18327232,358.79187,-0.28050375
2.0510001,-0.25355431,-0.3505708,137.51201,142.93973,-0.0053341622,142.77298,138.6906,-0.011540537,0.18214683,358.79468,-0.27021149
2.0511,-0.25464433,-0.3586337,137.55144,142.96657,-0.0058468427,142.78728,138.70436,-0.011132096,0.18102171,358.79752,-0.2596586
2.0511999,-0.25572836,-0.36636406,137.5907,142.99333,-0.0063537536,142.80157,138.71811,-0.010712669,0.17989698,358.80032,-0.24885534
2.0513,-0.25680634,-0.3737542,137.62979,143.02002,-0.0068543949,142.81587,138.73187,-0.01028267,0.17877263,358.80316,-0.2378123
2.0513999,-0.25787815,-0.38079676,137.66872,143.04666,-0.007348272,142.83018,138.74564,-0.0098425234,0.17764871,358.80597,-0.22654022
2.0515001,-0.25894374,-0.3874847,137.70747,143.07321,-0.0078348983,142.84448,138.75941,-0.009392662,0.17652521,358.80875,-0.2150501
2.0516,-0.260003,-0.39381135,137.74606,143.09972,-0.0083137928,142.8588,138.77318,-0.0089335311,0.17540213,358.81155,-0.2033532
2.0517001,-0.26105586,-0.39977032,137.78448,143.12614,-0.0087844832,142.87311,138.78696,-0.0084655834,0.17427948,358.81436,-0.19146091
2.0518,-0.26210222,-0.40535569,137.82272,143.1525,-0.0092465049,142.88742,138.80074,-0.0079892818,0.17315729,358.81714,-0.17938483
2.0518999,-0.26314202,-0.41056189,137.86078,143.17879,-0.0096994024,142.90173,138.81451,-0.0075050942,0.17203552,358.81992,-0.16713679
2.052,-0.26417521,-0.41538361,137.89867,143.205,-0.010142729,142.91606,138.82831,-0.0070135002,0.1709142,358.82269,-0.15472874
2.0520999,-0.26520169,-0.41981602,137.93639,143.23117,-0.010576045,142.93037,138.8421,-0.0065149842,0.16979331,358.82547,-0.14217283
2.0522001,-0.26622134,-0.42385468,137.97392,143.25725,-0.010998925,142.9447,138.8559,-0.0060100383,0.16867286,358.82825,-0.1294813
2.0523,-0.26723418,-0.42749548,138.01128,143.28328,-0.011410952,142.95903,138.86969,-0.0054991604,0.16755283,358.83099,-0.11666657
2.0524001,-0.26824006,-0.43073472,138.04846,143.30922,-0.011811716,142.97336,138.8835,-0.0049828556,0.16643322,358.83377,-0.10374117
2.0525,-0.26923898,-0.43356913,138.08548,143.33511,-0.012200827,142.98769,138.89731,-0.0044616326,0.165314,358.83652,-0.090717748
2.0525999,-0.2702308,-0.43599579,138.1223,143.36093,-0.012577896,143.00203,138.91112,-0.0039360062,0.16419519,358.83926,-0.077609032
2.0527,-0.2712155,-0.43801218,138.15895,143.38667,-0.012942553,143.01636,138.92493,-0.0034064951,0.16307677,358.84201,-0.064427845
2.0527999,-0.27219301,-0.43961623,138.19543,143.41235,-0.013294438,143.0307,138.93875,-0.0028736216,0.16195871,358.84473,-0.051187091
2.0529001,-0.27316326,-0.44080621,138.23172,143.43797,-0.013633203,143.04504,138.95258,-0.0023379119,0.16084099,358.84747,-0.037899721
2.053,-0.2741262,-0.44158089,138.26785,143.46352,-0.013958515,143.05939,138.9664,-0.0017998941,0.15972359,358.85019,-0.024578737
2.0531001,-0.27508175,-0.44193932,138.30379,143.489,-0.014270052,143.07373,138.98022,-0.0012600998,0.15860651,358.85291,-0.01123718
2.0532,-0.27602988,-0.44188109,138.33957,143.51442,-0.014567507,143.08809,138.99405,-0.00071906159,0.15748972,358.85562,0.0021118924
2.0532999,-0.27697054,-0.4414061,138.37517,143.53976,-0.014850586,143.10245,139.00789,-0.00017731305,0.15637319,358.85834,0.015455414
2.0534,-0.27790365,-0.44051471,138.41058,143.56503,-0.01511901,143.11679,139.02173,0.00036461093,0.15525688,358.86105,0.028780317
2.0534999,-0.27882919,-0.4392077,138.44585,143.59026,-0.015372514,143.13115,139.03557,0.00090617553,0.1541408,358.86374,0.042073555
2.0536001,-0.27974707,-0.4374862,138.48093,143.6154,-0.015610848,143.14551,139.04942,0.0014468464,0.1530249,358.86642,0.055322107
2.0537,-0.28065726,-0.43535182,138.51584,143.64047,-0.015833776,143.15988,139.06326,0.0019860899,0.15190916,358.86914,0.068513006
2.0538001,-0.28155977,-0.43280649,138.55058,143.66548,-0.01604108,143.17424,139.07712,0.0025233738,0.15079352,358.87183,0.081633314
2.0539,-0.28245446,-0.42985263,138.58516,143.69043,-0.016232552,143.18861,139.09097,0.0030581681,0.14967801,358.87448,0.094670191
2.0539999,-0.28334138,-0.42649302,138.61958,143.7153,-0.016408006,143.20299,139.10484,0.0035899449,0.14856254,358.87717,0.10761087
2.0541,-0.28422043,-0.42273086,138.65382,143.74011,-0.016567267,143.21735,139.1187,0.0041181794,0.14744709,358.87985,0.12044265
2.0541999,-0.28509158,-0.41856968,138.68791,143.76485,-0.016710181,143.23174,139.13257,0.0046423501,0.14633164,358.88251,0.13315298
2.0543001,-0.28595483,-0.4140135,138.72185,143.78954,-0.016836602,143.24611,139.14644,0.0051619401,0.14521615,358.88516,0.14572938
2.0544,-0.28681013,-0.40906668,138.75562,143.81413,-0.016946409,143.26048,139.16031,0.0056764367,0.14410058,358.88782,0.15815954
2.0545001,-0.28765744,-0.40373394,138.78923,143.83868,-0.017039493,143.27487,139.17419,0.0061853314,0.1429849,358.89047,0.17043127
2.0546,-0.28849676,-0.39802042,138.82269,143.86316,-0.017115761,143.28926,139.18806,0.0066881226,0.14186905,358.89313,0.18253255
2.0546999,-0.28932804,-0.39193159,138.856,143.88756,-0.017175138,143.30363,139.20195,0.0071843141,0.14075303,358.89575,0.1944515
2.0548,-0.29015124,-0.38547337,138.88916,143.91191,-0.017217567,143.31804,139.21584,0.0076734163,0.13963677,358.89841,0.20617643
2.0548999,-0.29096636,-0.37865198,138.92218,143.93619,-0.017243003,143.33243,139.22974,0.0081549464,0.13852024,358.90103,0.21769585
2.0550001,-0.29177341,-0.37147397,138.95505,143.96039,-0.017251424,143.34682,139.24362,0.0086284289,0.13740338,358.90366,0.22899845
2.0551,-0.29257232,-0.36394635,138.98776,143.98453,-0.017242823,143.36122,139.25752,0.0090933964,0.1362862,358.90628,0.24007317
2.0552001,-0.29336312,-0.35607633,139.02036,144.00861,-0.017217202,143.37561,139.27142,0.0095493905,0.1351686,358.90891,0.25090912
2.0553,-0.29414576,-0.3478716,139.05281,144.03262,-0.017174592,143.39001,139.28532,0.0099959616,0.13405058,358.9115,0.26149571
2.0553999,-0.29492024,-0.33934006,139.08513,144.05656,-0.017115032,143.40442,139.29924,0.010432669,0.13293207,358.91412,0.27182248
2.0555,-0.29568657,-0.33049002,139.11731,144.08044,-0.017038584,143.41882,139.31314,0.01085908,0.13181305,358.91672,0.28187937
2.0555999,-0.29644471,-0.32133007,139.14937,144.10425,-0.016945319,143.43324,139.32706,0.011274775,0.13069345,358.91931,0.29165646
2.0557001,-0.29719469,-0.31186908,139.18129,144.12801,-0.016835334,143.44765,139.34097,0.011679345,0.12957326,358.92191,0.30114421
2.0558,-0.2979365,-0.30211627,139.2131,144.15169,-0.016708734,143.46207,139.35489,0.012072388,0.12845242,358.9245,0.31033325
2.0559001,-0.29867011,-0.29208109,139.24478,144.17529,-0.016565643,143.47649,139.36882,0.012453519,0.12733088,358.92706,0.31921458
2.056,-0.29939556,-0.28177333,139.27635,144.19884,-0.016406208,143.49091,139.38275,0.01282236,0.12620862,358.92966,0.32777947
2.0560999,-0.30011284,-0.27120298,139.30782,144.22232,-0.016230579,143.50533,139.39667,0.013178547,0.12508558,358.93222,0.33601952
2.0562,-0.30082193,-0.26038036,139.33916,144.24574,-0.016038936,143.51974,139.4106,0.013521729,0.12396172,358.93478,0.34392664
2.0562999,-0.30152288,-0.24931599,139.37039,144.26909,-0.015831463,143.53416,139.42455,0.013851567,0.12283699,358.93735,0.35149306
2.0564001,-0.30221567,-0.23802064,139.40152,144.29237,-0.015608366,143.5486,139.43848,0.014167736,0.12171136,358.93991,0.35871136
2.0565,-0.30290031,-0.22650532,139.43256,144.3156,-0.015369867,143.56303,139.45242,0.014469924,0.12058478,358.94247,0.36557442
2.0566001,-0.30357686,-0.21478125,139.46349,144.33876,-0.0151162,143.57745,139.46637,0.014757833,0.11945722,358.94504,0.37207553
2.0567,-0.30424526,-0.20285985,139.49432,144.36185,-0.014847615,143.59189,139.48032,0.015031178,0.11832862,358.94757,0.37820825
2.0567999,-0.30490559,-0.19075274,139.52507,144.38487,-0.014564378,143.60634,139.49426,0.015289689,0.11719895,358.9501,0.38396659
2.0569,-0.30555788,-0.17847176,139.55573,144.40782,-0.014266768,143.62077,139.50822,0.015533113,0.11606817,358.95264,0.3893449
2.0569999,-0.30620208,-0.16602883,139.58629,144.43073,-0.013955079,143.63521,139.52217,0.015761208,0.11493623,358.95517,0.39433786
2.0571001,-0.30683824,-0.15343612,139.61678,144.45355,-0.013629618,143.64966,139.53613,0.015973747,0.11380311,358.9577,0.39894056
2.0572,-0.30746642,-0.14070593,139.64719,144.47632,-0.013290707,143.66411,139.55009,0.016170524,0.11266875,358.96024,0.40314847
2.0573001,-0.30808663,-0.12785065,139.67752,144.49901,-0.01293868,143.67856,139.56407,0.016351344,0.11153313,358.96274,0.40695748
2.0574,-0.30869889,-0.11488285,139.70778,144.52164,-0.012573884,143.69301,139.57803,0.016516026,0.11039619,358.96527,0.41036379
2.0574999,-0.30930322,-0.10181518,139.73798,144.5442,-0.01219668,143.70746,139.59201,0.01666441,0.10925791,358.96777,0.41336408
2.0576,-0.30989966,-0.088660412,139.7681,144.56671,-0.011807439,143.72191,139.60599,0.01679635,0.10811825,358.97028,0.41595536
2.0576999,-0.31048828,-0.075431377,139.79816,144.58916,-0.011406546,143.73637,139.61996,0.016911713,0.10697717,358.97278,0.41813514
2.0578001,-0.31106907,-0.062141012,139.82816,144.61153,-0.010994395,143.75082,139.63394,0.017010387,0.10583464,358.97528,0.41990116
2.0579,-0.31164205,-0.04880229,139.85809,144.63383,-0.010571396,143.76529,139.64793,0.017092275,0.10469063,358.97775,0.42125177
2.0580001,-0.31220731,-0.035428245,139.88799,144.65608,-0.010137964,143.77975,139.66191,0.017157296,0.10354509,358.98026,0.4221856
2.0581,-0.31276488,-0.022031942,139.91782,144.67827,-0.0096945269,143.79422,139.6759,0.017205384,0.10239801,358.98273,0.42270169
2.0581999,-0.3133148,-0.0086264815,139.94762,144.70038,-0.0092415232,143.8087,139.6899,0.017236494,0.10124934,358.9852,0.42279953
2.0583,-0.31385708,0.0047750403,139.97736,144.72244,-0.0087793991,143.82317,139.70389,0.017250592,0.10009907,358.98767,0.42247903
