"Time","junction1.port_2.C_outflow[1]","junction1.medium.p","junction1.medium.Xi[1]","junction1.medium.T"
0.01919,9.8994686e-05,100002.23,0.010118258,291.91223
0.019392001,9.8985809e-05,100002.23,0.010119517,291.91074
0.019594001,9.8976969e-05,100002.23,0.010120776,291.90921
0.019796001,9.8968172e-05,100002.23,0.010122034,291.90771
0.019997999,9.8959419e-05,100002.23,0.010123291,291.90619
0.020199999,9.895071e-05,100002.23,0.010124548,291.90469
0.020401999,9.8942037e-05,100002.23,0.010125806,291.9032
0.020603999,9.8933415e-05,100002.23,0.010127062,291.90167
0.020806,9.8924829e-05,100002.23,0.010128317,291.90018
0.021008,9.8916287e-05,100002.23,0.010129573,291.89868
0.02121,9.8907782e-05,100002.23,0.010130827,291.89716
0.021412,9.8899327e-05,100002.23,0.010132082,291.89566
0.021614,9.8890909e-05,100002.23,0.010133336,291.89417
0.021816,9.8882534e-05,100002.22,0.01013459,291.89267
0.022018,9.8874203e-05,100002.22,0.010135842,291.89114
0.022220001,9.8865916e-05,100002.22,0.010137095,291.88965
0.022422001,9.8857665e-05,100002.22,0.010138348,291.88815
0.022624001,9.8849458e-05,100002.22,0.010139599,291.88666
0.022825999,9.8841294e-05,100002.22,0.01014085,291.88516
0.023027999,9.8833174e-05,100002.22,0.010142101,291.88367
0.023229999,9.882509e-05,100002.22,0.010143352,291.88214
0.023432,9.881705e-05,100002.22,0.010144602,291.88065
0.023634,9.8809054e-05,100002.21,0.01014585,291.87915
0.023836,9.8801102e-05,100002.21,0.010147099,291.87766
0.024038,9.8793185e-05,100002.21,0.010148348,291.87616
0.02424,9.8785313e-05,100002.21,0.010149596,291.87466
0.024442,9.8777484e-05,100002.21,0.010150844,291.87317
0.024644,9.8769699e-05,100002.21,0.010152091,291.87167
0.024846001,9.876195e-05,100002.21,0.010153337,291.87018
0.025048001,9.8754244e-05,100002.21,0.010154583,291.86868
0.025250001,9.8746583e-05,100002.2,0.01015583,291.86719
0.025451999,9.8738965e-05,100002.2,0.010157075,291.86569
0.025653999,9.8731383e-05,100002.2,0.01015832,291.8642
0.025855999,9.8723845e-05,100002.2,0.010159564,291.86273
0.026058,9.8716351e-05,100002.2,0.010160808,291.86124
0.02626,9.8708901e-05,100002.2,0.010162052,291.85974
0.026462,9.8701486e-05,100002.2,0.010163295,291.85825
0.026664,9.8694116e-05,100002.2,0.010164537,291.85675
0.026866,9.8686782e-05,100002.2,0.010165779,291.85526
0.027068,9.8679498e-05,100002.2,0.010167021,291.85379
0.02727,9.8672252e-05,100002.2,0.010168262,291.85229
0.027472001,9.8665041e-05,100002.2,0.010169503,291.8508
0.027674001,9.8657882e-05,100002.2,0.010170744,291.8493
0.027876001,9.8650758e-05,100002.2,0.010171983,291.84784
0.028077999,9.8643672e-05,100002.2,0.010173223,291.84634
0.028279999,9.8636636e-05,100002.2,0.010174462,291.84485
0.028481999,9.8629636e-05,100002.2,0.0101757,291.84338
0.028684,9.8622673e-05,100002.19,0.010176938,291.84189
0.028886,9.8615761e-05,100002.19,0.010178176,291.84042
0.029088,9.8608885e-05,100002.19,0.010179413,291.83893
0.02929,9.8602046e-05,100002.19,0.010180649,291.83743
0.029492,9.8595257e-05,100002.19,0.010181886,291.83597
0.029694,9.8588505e-05,100002.19,0.010183122,291.83447
0.029896,9.858179e-05,100002.19,0.010184357,291.83301
0.030098001,9.8575125e-05,100002.19,0.010185592,291.83151
0.030300001,9.8568496e-05,100002.19,0.010186826,291.83005
0.030502001,9.8561904e-05,100002.18,0.01018806,291.82855
0.030703999,9.8555356e-05,100002.18,0.010189294,291.82709
0.030905999,9.8548851e-05,100002.18,0.010190527,291.82559
0.031107999,9.854239e-05,100002.18,0.010191759,291.82413
0.03131,9.8535966e-05,100002.18,0.010192991,291.82266
0.031512,9.8529585e-05,100002.18,0.010194223,291.82117
0.031714,9.852324e-05,100002.18,0.010195455,291.8197
0.031916,9.8516939e-05,100002.18,0.010196685,291.81821
0.032118,9.8510674e-05,100002.17,0.010197915,291.81674
0.03232,9.8504461e-05,100002.17,0.010199145,291.81528
0.032522,9.8498276e-05,100002.17,0.010200375,291.81381
0.032724001,9.8492143e-05,100002.17,0.010201604,291.81232
0.032926001,9.8486045e-05,100002.17,0.010202833,291.81085
0.033128001,9.8479984e-05,100002.17,0.010204061,291.80939
0.033330001,9.8473975e-05,100002.17,0.010205288,291.80792
0.033532001,9.8467994e-05,100002.17,0.010206515,291.80643
0.033734001,9.8462064e-05,100002.17,0.010207742,291.80496
0.033936001,9.845617e-05,100002.16,0.010208968,291.8035
0.034138002,9.8450313e-05,100002.16,0.010210194,291.80203
0.034340002,9.84445e-05,100002.16,0.010211419,291.80057
0.034542002,9.843873e-05,100002.16,0.010212644,291.7991
0.034743998,9.8432996e-05,100002.16,0.010213869,291.79764
0.034945998,9.8427307e-05,100002.16,0.010215093,291.79614
0.035147998,9.8421653e-05,100002.16,0.010216316,291.79468
0.035349999,9.8416043e-05,100002.16,0.01021754,291.79321
0.035551999,9.8410477e-05,100002.16,0.010218762,291.79175
0.035753999,9.8404947e-05,100002.16,0.010219985,291.79028
0.035955999,9.8399454e-05,100002.16,0.010221207,291.78882
0.036157999,9.8394004e-05,100002.16,0.010222428,291.78735
0.036359999,9.8388598e-05,100002.16,0.010223649,291.78589
0.036561999,9.8383229e-05,100002.16,0.010224869,291.78442
0.036764,9.8377903e-05,100002.16,0.010226089,291.78299
0.036966,9.8372613e-05,100002.16,0.010227309,291.78152
0.037168,9.8367367e-05,100002.16,0.010228528,291.78006
0.03737,9.8362158e-05,100002.15,0.010229746,291.77859
0.037572,9.8356992e-05,100002.15,0.010230964,291.77713
0.037774,9.8351862e-05,100002.15,0.010232182,291.77567
0.037976,9.8346776e-05,100002.15,0.010233399,291.7742
0.038178001,9.8341734e-05,100002.15,0.010234616,291.77277
0.038380001,9.8336721e-05,100002.15,0.010235832,291.7713
0.038582001,9.8331759e-05,100002.15,0.010237048,291.76984
0.038784001,9.8326833e-05,100002.15,0.010238264,291.76837
0.038986001,9.8321943e-05,100002.15,0.010239479,291.76694
0.039188001,9.8317098e-05,100002.14,0.010240694,291.76547
0.039390001,9.8312288e-05,100002.14,0.010241907,291.76401
0.039592002,9.8307522e-05,100002.14,0.010243122,291.76257
0.039794002,9.83028e-05,100002.14,0.010244334,291.76111
0.039995998,9.8298115e-05,100002.14,0.010245547,291.75964
0.040197998,9.8293465e-05,100002.14,0.010246759,291.75821
0.040399998,9.828886e-05,100002.14,0.010247971,291.75674
0.040601999,9.828429e-05,100002.14,0.010249183,291.75531
0.040803999,9.8279765e-05,100002.13,0.010250393,291.75385
0.041005999,9.8275275e-05,100002.13,0.010251604,291.75238
0.041207999,9.827083e-05,100002.13,0.010252814,291.75095
0.041409999,9.8266421e-05,100002.13,0.010254024,291.74948
0.041611999,9.8262048e-05,100002.13,0.010255233,291.74805
0.041813999,9.8257726e-05,100002.13,0.010256441,291.74658
0.042016,9.8253433e-05,100002.13,0.01025765,291.74515
0.042218,9.8249184e-05,100002.13,0.010258858,291.74371
0.04242,9.8244971e-05,100002.13,0.010260065,291.74225
0.042622,9.8240802e-05,100002.12,0.010261272,291.74081
0.042824,9.8236676e-05,100002.12,0.010262479,291.73935
0.043026,9.823258e-05,100002.12,0.010263685,291.73792
0.043228,9.8228527e-05,100002.12,0.01026489,291.73648
0.043430001,9.8224518e-05,100002.12,0.010266095,291.73502
0.043632001,9.8220546e-05,100002.12,0.010267301,291.73358
0.043834001,9.8216609e-05,100002.12,0.010268505,291.73215
0.044036001,9.8212717e-05,100002.12,0.010269708,291.73068
0.044238001,9.8208868e-05,100002.12,0.010270911,291.72925
0.044440001,9.8205048e-05,100002.12,0.010272115,291.72781
0.044642001,9.8201272e-05,100002.12,0.010273317,291.72638
0.044844002,9.8197539e-05,100002.12,0.010274519,291.72491
0.045046002,9.8193843e-05,100002.12,0.010275721,291.72348
0.045248002,9.8190183e-05,100002.12,0.010276921,291.72205
0.045449998,9.8186567e-05,100002.12,0.010278122,291.72061
0.045651998,9.8182987e-05,100002.12,0.010279322,291.71918
0.045853999,9.8179444e-05,100002.12,0.010280523,291.71774
0.046055999,9.8175944e-05,100002.11,0.010281721,291.71631
0.046257999,9.8172481e-05,100002.11,0.010282921,291.71484
0.046459999,9.8169061e-05,100002.11,0.010284118,291.71341
0.046661999,9.8165678e-05,100002.11,0.010285317,291.71198
0.046863999,9.8162331e-05,100002.11,0.010286515,291.71054
0.047065999,9.8159027e-05,100002.11,0.010287711,291.70911
0.047268,9.815576e-05,100002.11,0.010288908,291.70767
0.04747,9.8152537e-05,100002.11,0.010290104,291.70624
0.047672,9.8149343e-05,100002.1,0.0102913,291.7048
0.047874,9.81462e-05,100002.1,0.010292496,291.70337
0.048076,9.8143086e-05,100002.1,0.01029369,291.70197
0.048278,9.8140015e-05,100002.1,0.010294884,291.70053
0.04848,9.8136981e-05,100002.1,0.010296078,291.6991
0.048682,9.8133991e-05,100002.1,0.010297272,291.69766
0.048884001,9.8131037e-05,100002.1,0.010298465,291.69623
0.049086001,9.8128119e-05,100002.1,0.010299657,291.69479
0.049288001,9.8125238e-05,100002.1,0.01030085,291.69336
0.049490001,9.81224e-05,100002.09,0.010302042,291.69196
0.049692001,9.8119606e-05,100002.09,0.010303233,291.69052
0.049894001,9.8116841e-05,100002.09,0.010304424,291.68909
0.050096001,9.811412e-05,100002.09,0.010305614,291.68765
0.050298002,9.8111435e-05,100002.09,0.010306804,291.68625
0.050500002,9.8108794e-05,100002.09,0.010307994,291.68481
0.050701998,9.8106182e-05,100002.09,0.010309183,291.68338
0.050903998,9.8103621e-05,100002.09,0.010310371,291.68195
0.051105998,9.8101089e-05,100002.09,0.01031156,291.68054
0.051307999,9.8098601e-05,100002.09,0.010312747,291.67911
0.051509999,9.8096149e-05,100002.09,0.010313935,291.6777
0.051711999,9.8093733e-05,100002.09,0.010315121,291.67627
0.051913999,9.8091361e-05,100002.09,0.010316308,291.67484
0.052115999,9.8089018e-05,100002.09,0.010317493,291.67343
0.052317999,9.8086726e-05,100002.09,0.010318679,291.672
0.052519999,9.8084463e-05,100002.09,0.010319864,291.67059
0.052722,9.8082244e-05,100002.09,0.010321049,291.66916
0.052924,9.8080061e-05,100002.08,0.010322233,291.66776
0.053126,9.8077915e-05,100002.08,0.010323416,291.66632
0.053328,9.8075812e-05,100002.08,0.0103246,291.66492
0.05353,9.8073739e-05,100002.08,0.010325783,291.66348
0.053732,9.8071709e-05,100002.08,0.010326965,291.66208
0.053934,9.8069722e-05,100002.08,0.010328148,291.66064
0.054136001,9.8067765e-05,100002.08,0.010329328,291.65924
0.054338001,9.8065851e-05,100002.08,0.010330509,291.65784
0.054540001,9.8063974e-05,100002.07,0.01033169,291.6564
0.054742001,9.8062141e-05,100002.07,0.01033287,291.655
0.054944001,9.8060336e-05,100002.07,0.01033405,291.65359
0.055146001,9.8058576e-05,100002.07,0.010335229,291.65216
0.055348001,9.8056851e-05,100002.07,0.010336408,291.65076
0.055550002,9.8055163e-05,100002.07,0.010337587,291.64935
0.055752002,9.8053519e-05,100002.07,0.010338765,291.64792
0.055954002,9.8051903e-05,100002.07,0.010339942,291.64651
0.056155998,9.8050332e-05,100002.07,0.010341119,291.64511
0.056357998,9.8048797e-05,100002.06,0.010342296,291.64371
0.056559999,9.8047305e-05,100002.06,0.010343472,291.6423
0.056761999,9.8045843e-05,100002.06,0.010344648,291.64087
0.056963999,9.8044424e-05,100002.06,0.010345823,291.63947
0.057165999,9.8043041e-05,100002.06,0.010346998,291.63806
0.057367999,9.8041695e-05,100002.06,0.010348172,291.63666
0.057569999,9.8040393e-05,100002.06,0.010349346,291.63525
0.057771999,9.803912e-05,100002.06,0.01035052,291.63385
0.057974,9.803789e-05,100002.05,0.010351692,291.63245
0.058176,9.8036697e-05,100002.05,0.010352866,291.63104
0.058378,9.803554e-05,100002.05,0.010354037,291.62964
0.05858,9.8034427e-05,100002.05,0.010355209,291.62823
0.058782,9.8033343e-05,100002.05,0.010356381,291.62683
0.058984,9.8032302e-05,100002.05,0.010357551,291.62543
0.059186,9.8031298e-05,100002.05,0.010358722,291.62402
0.059388001,9.803033e-05,100002.05,0.010359892,291.62262
0.059590001,9.8029399e-05,100002.05,0.010361061,291.62122
0.059792001,9.8028504e-05,100002.05,0.01036223,291.61981
0.059994001,9.8027653e-05,100002.05,0.010363399,291.61841
0.060196001,9.8026831e-05,100002.05,0.010364567,291.617
0.060398001,9.8026052e-05,100002.05,0.010365735,291.6156
0.060600001,9.802531e-05,100002.05,0.010366903,291.61423
0.060802002,9.8024604e-05,100002.05,0.01036807,291.61282
0.061004002,9.8023942e-05,100002.05,0.010369236,291.61142
0.061206002,9.8023309e-05,100002.05,0.010370402,291.61002
0.061407998,9.802272e-05,100002.04,0.010371568,291.60861
0.061609998,9.8022159e-05,100002.04,0.010372733,291.60724
0.061811998,9.8021643e-05,100002.04,0.010373897,291.60583
0.062013999,9.8021163e-05,100002.04,0.010375061,291.60443
0.062215999,9.8020719e-05,100002.04,0.010376225,291.60303
0.062417999,9.8020311e-05,100002.04,0.010377388,291.60165
0.062619999,9.801994e-05,100002.04,0.010378552,291.60025
0.062821999,9.8019613e-05,100002.04,0.010379714,291.59885
0.063023999,9.8019314e-05,100002.04,0.010380876,291.59747
0.063225999,9.801906e-05,100002.03,0.010382038,291.59607
0.063428,9.8018842e-05,100002.03,0.010383199,291.5947
0.06363,9.8018652e-05,100002.03,0.010384359,291.59329
0.063832,9.8018507e-05,100002.03,0.01038552,291.59189
0.064034,9.8018398e-05,100002.03,0.010386679,291.59052
0.064236,9.8018332e-05,100002.03,0.010387839,291.58911
0.064438,9.8018296e-05,100002.03,0.010388997,291.58774
0.06464,9.8018296e-05,100002.03,0.010390156,291.58633
0.064842001,9.8018332e-05,100002.02,0.010391315,291.58496
0.065044001,9.8018412e-05,100002.02,0.010392472,291.58356
0.065246001,9.8018521e-05,100002.02,0.010393629,291.58218
0.065448001,9.8018674e-05,100002.02,0.010394786,291.58081
0.065650001,9.8018863e-05,100002.02,0.010395942,291.57941
0.065852001,9.8019082e-05,100002.02,0.010397098,291.57803
0.066054001,9.8019344e-05,100002.02,0.010398254,291.57663
0.066256002,9.8019642e-05,100002.02,0.010399409,291.57526
0.066458002,9.8019977e-05,100002.02,0.010400563,291.57388
0.066660002,9.8020348e-05,100002.02,0.010401717,291.57248
0.066862002,9.8020755e-05,100002.02,0.01040287,291.57111
0.067064002,9.8021199e-05,100002.02,0.010404024,291.56973
0.067266002,9.8021679e-05,100002.02,0.010405176,291.56836
0.067468002,9.8022196e-05,100002.02,0.010406329,291.56696
0.067670003,9.8022756e-05,100002.02,0.01040748,291.56558
0.067872003,9.8023345e-05,100002.02,0.010408632,291.56421
0.068074003,9.8023971e-05,100002.02,0.010409784,291.56284
0.068276003,9.8024633e-05,100002.01,0.010410934,291.56146
0.068478003,9.8025339e-05,100002.01,0.010412084,291.56006
0.068680003,9.8026074e-05,100002.01,0.010413233,291.55869
0.068882003,9.8026845e-05,100002.01,0.010414382,291.55731
0.069084004,9.802766e-05,100002.01,0.010415532,291.55594
0.069286004,9.8028504e-05,100002.01,0.01041668,291.55457
0.069487996,9.8029384e-05,100002.01,0.010417828,291.55319
0.069689997,9.8030308e-05,100002.01,0.010418976,291.55182
0.069891997,9.8031262e-05,100002.01,0.010420122,291.55045
0.070093997,9.8032251e-05,100002,0.01042127,291.54907
0.070295997,9.8033284e-05,100002,0.010422415,291.5477
0.070497997,9.8034347e-05,100002,0.010423562,291.54633
0.070699997,9.8035445e-05,100002,0.010424706,291.54495
0.070901997,9.8036588e-05,100002,0.010425852,291.54358
0.071103998,9.8037759e-05,100002,0.010426995,291.54221
0.071305998,9.8038967e-05,100002,0.01042814,291.54083
0.071507998,9.8040218e-05,100002,0.010429284,291.53946
0.071709998,9.8041499e-05,100002,0.010430426,291.53809
0.071911998,9.8042816e-05,100001.99,0.010431569,291.53671
0.072113998,9.8044169e-05,100001.99,0.010432711,291.53537
0.072315998,9.8045559e-05,100001.99,0.010433853,291.534
0.072517999,9.8046985e-05,100001.99,0.010434994,291.53262
0.072719999,9.8048455e-05,100001.99,0.010436135,291.53125
0.072921999,9.8049954e-05,100001.99,0.010437276,291.52988
0.073123999,9.8051481e-05,100001.99,0.010438416,291.52853
0.073325999,9.8053053e-05,100001.99,0.010439555,291.52716
0.073527999,9.8054661e-05,100001.98,0.010440694,291.52579
0.073729999,9.8056305e-05,100001.98,0.010441833,291.52441
0.073932,9.8057986e-05,100001.98,0.010442971,291.52307
0.074134,9.8059696e-05,100001.98,0.010444109,291.5217
0.074336,9.806145e-05,100001.98,0.010445246,291.52032
0.074538,9.8063232e-05,100001.98,0.010446384,291.51898
0.07474,9.8065058e-05,100001.98,0.010447521,291.51761
0.074942,9.8066914e-05,100001.98,0.010448656,291.51624
0.075144,9.8068806e-05,100001.98,0.010449792,291.51489
0.075346,9.8070741e-05,100001.98,0.010450928,291.51352
0.075548001,9.8072705e-05,100001.98,0.010452062,291.51218
0.075750001,9.8074706e-05,100001.98,0.010453196,291.5108
0.075952001,9.8076736e-05,100001.98,0.010454331,291.50946
0.076154001,9.807881e-05,100001.98,0.010455464,291.50809
0.076356001,9.808092e-05,100001.98,0.010456597,291.50674
0.076558001,9.8083059e-05,100001.98,0.01045773,291.50537
0.076760001,9.8085242e-05,100001.98,0.010458861,291.50403
0.076962002,9.8087454e-05,100001.97,0.010459993,291.50266
0.077164002,9.8089709e-05,100001.97,0.010461125,291.50131
0.077366002,9.8091994e-05,100001.97,0.010462255,291.49997
0.077568002,9.8094315e-05,100001.97,0.010463386,291.4986
0.077770002,9.8096665e-05,100001.97,0.010464516,291.49725
0.077972002,9.8099059e-05,100001.97,0.010465645,291.49588
0.078174002,9.8101489e-05,100001.97,0.010466775,291.49454
0.078376003,9.8103948e-05,100001.97,0.010467904,291.49319
0.078578003,9.8106451e-05,100001.97,0.010469032,291.49185
0.078780003,9.8108983e-05,100001.96,0.010470159,291.49048
0.078982003,9.8111552e-05,100001.96,0.010471287,291.48914
0.079184003,9.8114157e-05,100001.96,0.010472414,291.48779
0.079386003,9.811679e-05,100001.96,0.01047354,291.48645
0.079588003,9.8119468e-05,100001.96,0.010474666,291.48508
0.079790004,9.8122182e-05,100001.96,0.010475792,291.48373
0.079991996,9.8124925e-05,100001.96,0.010476917,291.48239
0.080193996,9.8127704e-05,100001.96,0.010478042,291.48105
0.080395997,9.813052e-05,100001.95,0.010479166,291.47971
0.080597997,9.8133372e-05,100001.95,0.01048029,291.47836
0.080799997,9.8136254e-05,100001.95,0.010481413,291.47699
0.081001997,9.8139179e-05,100001.95,0.010482537,291.47565
0.081203997,9.8142133e-05,100001.95,0.010483659,291.4743
0.081405997,9.8145123e-05,100001.95,0.010484781,291.47296
0.081607997,9.814815e-05,100001.95,0.010485902,291.47162
0.081809998,9.8151206e-05,100001.95,0.010487024,291.47028
0.082011998,9.8154305e-05,100001.95,0.010488145,291.46893
0.082213998,9.8157434e-05,100001.95,0.010489265,291.46759
0.082415998,9.8160599e-05,100001.95,0.010490385,291.46625
0.082617998,9.81638e-05,100001.95,0.010491505,291.4649
0.082819998,9.8167038e-05,100001.95,0.010492624,291.46356
0.083021998,9.8170305e-05,100001.95,0.010493742,291.46222
0.083223999,9.8173608e-05,100001.95,0.010494861,291.46088
0.083425999,9.8176948e-05,100001.95,0.010495978,291.45956
0.083627999,9.8180324e-05,100001.95,0.010497096,291.45822
0.083829999,9.8183737e-05,100001.94,0.010498213,291.45688
0.084031999,9.8187178e-05,100001.94,0.010499329,291.45554
0.084233999,9.8190656e-05,100001.94,0.010500445,291.45419
0.084435999,9.819417e-05,100001.94,0.010501561,291.45285
0.084638,9.8197721e-05,100001.94,0.010502676,291.45154
0.08484,9.8201301e-05,100001.94,0.010503791,291.4502
0.085042,9.8204917e-05,100001.94,0.010504905,291.44885
0.085244,9.8208569e-05,100001.94,0.010506019,291.44751
0.085446,9.8212258e-05,100001.94,0.010507133,291.4462
0.085648,9.8215976e-05,100001.93,0.010508246,291.44485
0.08585,9.8219738e-05,100001.93,0.010509358,291.44351
0.086052001,9.8223521e-05,100001.93,0.010510471,291.4422
0.086254001,9.8227349e-05,100001.93,0.010511582,291.44086
0.086456001,9.8231212e-05,100001.93,0.010512694,291.43951
0.086658001,9.8235105e-05,100001.93,0.010513804,291.4382
0.086860001,9.8239027e-05,100001.93,0.010514915,291.43686
0.087062001,9.8242992e-05,100001.93,0.010516024,291.43555
0.087264001,9.8246986e-05,100001.92,0.010517134,291.4342
0.087466002,9.8251017e-05,100001.92,0.010518244,291.43289
0.087668002,9.8255085e-05,100001.92,0.010519352,291.43155
0.087870002,9.8259181e-05,100001.92,0.01052046,291.43024
0.088072002,9.8263321e-05,100001.92,0.010521568,291.42889
0.088274002,9.8267483e-05,100001.92,0.010522676,291.42758
0.088476002,9.8271688e-05,100001.92,0.010523782,291.42624
0.088678002,9.8275923e-05,100001.92,0.010524889,291.42493
0.088880002,9.8280194e-05,100001.92,0.010525995,291.42358
0.089082003,9.8284501e-05,100001.91,0.0105271,291.42227
0.089284003,9.8288838e-05,100001.91,0.010528206,291.42093
0.089486003,9.8293211e-05,100001.91,0.01052931,291.41962
0.089688003,9.829762e-05,100001.91,0.010530415,291.4183
0.089890003,9.8302058e-05,100001.91,0.010531519,291.41696
0.090092003,9.8306533e-05,100001.91,0.010532622,291.41565
0.090294003,9.8311044e-05,100001.91,0.010533725,291.41434
0.090496004,9.8315584e-05,100001.91,0.010534828,291.41299
0.090697996,9.8320161e-05,100001.91,0.01053593,291.41168
0.090899996,9.8324774e-05,100001.91,0.010537032,291.41037
0.091101997,9.8329416e-05,100001.91,0.010538133,291.40906
0.091303997,9.8334094e-05,100001.91,0.010539234,291.40775
0.091505997,9.8338809e-05,100001.91,0.010540335,291.4064
