"Time","aimc.idq_rr[2]","loadInertia.w","powerSensor.flange_a.phi","aimc.idq_sr[1]","aimc.is[1]","aimc.idq_rr[1]","aimc.is[2]","aimc.idq_sr[2]","PI.x"
2.4546001,0.18571633,157.0419,385.47433,-6.0922775,-3.9972665,-0.16256826,8.3523169,-5.6724648,0.00032808399
2.4547,0.18571511,157.0419,385.49005,-6.0922346,-4.2257423,-0.16256967,8.3546839,-5.6725106,0.00032735532
2.4547999,0.18571387,157.0419,385.50577,-6.0921917,-4.450048,-0.16257107,8.3488064,-5.6725569,0.00032662635
2.4549,0.18571265,157.0419,385.52145,-6.0921488,-4.6699619,-0.16257247,8.3346891,-5.6726027,0.00032589797
2.4549999,0.18571141,157.0419,385.53717,-6.0921059,-4.8852668,-0.16257389,8.3123465,-5.6726489,0.00032517096
2.4551001,0.18571019,157.0419,385.55286,-6.0920634,-5.0957508,-0.16257529,8.2818003,-5.6726947,0.00032444615
2.4552,0.18570895,157.0419,385.56857,-6.0920205,-5.3012061,-0.16257669,8.2430811,-5.6727405,0.00032372438
2.4553001,0.18570773,157.0419,385.58429,-6.0919776,-5.5014296,-0.16257811,8.1962271,-5.6727867,0.00032300642
2.4554,0.1857065,157.0419,385.59998,-6.0919347,-5.6962237,-0.16257951,8.1412849,-5.6728325,0.00032229314
2.4554999,0.18570526,157.0419,385.61569,-6.0918922,-5.8853965,-0.16258091,8.0783072,-5.6728787,0.00032158534
2.4556,0.18570404,157.0419,385.63138,-6.0918493,-6.0687609,-0.16258232,8.0073586,-5.6729245,0.00032088385
2.4556999,0.1857028,157.0419,385.64709,-6.0918064,-6.2461367,-0.16258372,7.9285064,-5.6729703,0.00032018946
2.4558001,0.18570156,157.0419,385.66278,-6.0917635,-6.4173479,-0.16258514,7.8418303,-5.6730165,0.00031950301
2.4559,0.18570034,157.0419,385.6785,-6.0917206,-6.5822258,-0.16258654,7.7474151,-5.6730623,0.00031882536
2.4560001,0.18569911,157.0419,385.69421,-6.0916781,-6.7406082,-0.16258796,7.6453543,-5.6731081,0.00031815728
2.4561,0.18569787,157.0419,385.7099,-6.0916352,-6.8923383,-0.16258936,7.535748,-5.6731544,0.00031749959
2.4561999,0.18569663,157.0419,385.72562,-6.0915923,-7.0372663,-0.16259077,7.4187055,-5.6732001,0.00031684744
2.4563,0.18569539,157.0419,385.7413,-6.0915494,-7.1752496,-0.16259217,7.2943411,-5.6732464,0.00031613329
2.4563999,0.18569417,157.0419,385.75702,-6.091507,-7.3061519,-0.16259359,7.1627784,-5.6732922,0.00031542071
2.4565001,0.18569294,157.0419,385.77274,-6.091464,-7.4298434,-0.16259499,7.0241466,-5.6733379,0.00031471002
2.4566,0.1856917,157.0419,385.78842,-6.0914211,-7.5462031,-0.1625964,6.878583,-5.6733842,0.00031400149
2.4567001,0.18569046,157.0419,385.80414,-6.0913782,-7.6551151,-0.16259782,6.7262311,-5.67343,0.0003132954
2.4568,0.18568923,157.0419,385.81982,-6.0913353,-7.7564726,-0.16259922,6.5672412,-5.6734757,0.00031259211
2.4568999,0.18568799,157.0419,385.83554,-6.0912929,-7.8501759,-0.16260064,6.4017701,-5.673522,0.00031189187
2.457,0.18568675,157.0419,385.85126,-6.0912499,-7.9361315,-0.16260205,6.2299814,-5.6735678,0.00031119498
2.4570999,0.18568553,157.0419,385.86694,-6.091207,-8.0142555,-0.16260345,6.0520444,-5.673614,0.00031050175
2.4572001,0.18568429,157.0419,385.88266,-6.0911641,-8.0844698,-0.16260487,5.868135,-5.6736598,0.00030981249
2.4572999,0.18568306,157.0419,385.89835,-6.0911212,-8.1467056,-0.16260628,5.6784344,-5.6737056,0.00030912747
2.4574001,0.18568182,157.0419,385.91406,-6.0910788,-8.200902,-0.1626077,5.4831295,-5.6737518,0.00030844699
2.4575,0.18568058,157.0419,385.92978,-6.0910358,-8.2470055,-0.1626091,5.2824135,-5.6737976,0.00030777138
2.4576001,0.18567935,157.0419,385.94547,-6.0909929,-8.2849703,-0.16261052,5.0764847,-5.6738434,0.00030710091
2.4577,0.18567811,157.0419,385.96118,-6.09095,-8.3147583,-0.16261193,4.8655457,-5.6738896,0.00030643589
2.4577999,0.18567687,157.0419,385.97687,-6.0909071,-8.33634,-0.16261335,4.6498051,-5.6739354,0.0003057766
2.4579,0.18567564,157.0419,385.99258,-6.0908647,-8.3496952,-0.16261476,4.4294758,-5.6739812,0.00030512337
2.4579999,0.1856744,157.0419,386.0083,-6.0908217,-8.3548107,-0.16261618,4.2047749,-5.6740274,0.00030447645
2.4581001,0.18567316,157.0419,386.02399,-6.0907788,-8.3516808,-0.16261759,3.9759247,-5.6740732,0.00030383619
2.4582,0.18567193,157.0419,386.0397,-6.0907359,-8.3403091,-0.16261901,3.7431505,-5.6741195,0.00030320283
2.4583001,0.18567069,157.0419,386.05539,-6.090693,-8.3207064,-0.16262043,3.5066824,-5.6741652,0.00030251403
2.4584,0.18566945,157.0419,386.07111,-6.0906501,-8.2928915,-0.16262184,3.2667537,-5.674211,0.00030177072
2.4584999,0.18566823,157.0419,386.08682,-6.0906076,-8.2568932,-0.16262326,3.0236008,-5.6742573,0.00030102188
2.4586,0.18566699,157.0419,386.10251,-6.0905647,-8.2127457,-0.16262467,2.7774644,-5.6743031,0.00030026754
2.4586999,0.18566576,157.0419,386.11823,-6.0905218,-8.1604939,-0.16262609,2.5285866,-5.6743488,0.00029950772
2.4588001,0.18566452,157.0419,386.13391,-6.0904789,-8.1001883,-0.1626275,2.2772136,-5.6743951,0.00029874241
2.4589,0.18566328,157.0419,386.14963,-6.090436,-8.031889,-0.16262892,2.0235932,-5.6744409,0.00029797159
2.4590001,0.18566205,157.0419,386.16534,-6.0903935,-7.9556632,-0.16263035,1.7679758,-5.6744866,0.00029719528
2.4591,0.18566081,157.0419,386.18103,-6.0903506,-7.8715858,-0.16263177,1.5106136,-5.6745329,0.00029641346
2.4591999,0.18565959,157.0419,386.19675,-6.0903077,-7.7797408,-0.16263318,1.2517606,-5.6745787,0.00029562615
2.4593,0.18565835,157.0419,386.21243,-6.0902648,-7.6802173,-0.1626346,0.99167222,-5.6746244,0.00029483336
2.4593999,0.18565711,157.0419,386.22815,-6.0902219,-7.5731149,-0.16263601,0.73060524,-5.6746707,0.00029403504
2.4595001,0.18565588,157.0419,386.24384,-6.090179,-7.4585385,-0.16263744,0.46881723,-5.6747165,0.00029323125
2.4596,0.18565464,157.0419,386.25955,-6.0901365,-7.3366013,-0.16263886,0.20656654,-5.6747627,0.00029242196
2.4597001,0.1856534,157.0419,386.27527,-6.0900936,-7.2074242,-0.16264027,-0.055887993,-5.6748085,0.00029160717
2.4598,0.18565218,157.0419,386.29095,-6.0900507,-7.0711341,-0.1626417,-0.31828737,-5.6748543,0.00029078688
2.4598999,0.18565094,157.0419,386.30667,-6.0900078,-6.9278655,-0.16264312,-0.58037263,-5.6749005,0.00028996108
2.46,0.18564971,157.0419,386.32236,-6.0899649,-6.7777596,-0.16264454,-0.84188515,-5.6749463,0.00028912982
2.4600999,0.18564847,157.0419,386.33807,-6.089922,-6.6209655,-0.16264597,-1.1025668,-5.6749921,0.00028829303
2.4602001,0.18564723,157.0419,386.35379,-6.089879,-6.4576368,-0.16264738,-1.3621604,-5.6750383,0.00028745076
2.4603,0.185646,157.0419,386.36948,-6.0898366,-6.2879357,-0.16264881,-1.6204096,-5.6750841,0.00028660093
2.4604001,0.18564478,157.0419,386.38519,-6.0897937,-6.1120286,-0.16265023,-1.8770598,-5.6751299,0.00028561419
2.4605,0.18564354,157.0419,386.40088,-6.0897508,-5.93009,-0.16265164,-2.1318574,-5.6751761,0.00028460959
2.4605999,0.1856423,157.0419,386.4166,-6.0897079,-5.7422991,-0.16265307,-2.3845513,-5.6752219,0.00028358711
2.4607,0.18564108,157.0419,386.43231,-6.0896649,-5.5488415,-0.16265449,-2.6348917,-5.6752677,0.00028254674
2.4607999,0.18563984,157.0419,386.448,-6.089622,-5.3499074,-0.16265592,-2.882632,-5.6753139,0.00028148849
2.4609001,0.18563861,157.0419,386.46371,-6.0895796,-5.1456938,-0.16265734,-3.1275275,-5.6753597,0.00028041238
2.461,0.18563738,157.0419,386.4794,-6.0895367,-4.9364018,-0.16265875,-3.3693364,-5.6754055,0.00027931837
2.4611001,0.18563615,157.0419,386.49512,-6.0894938,-4.7222385,-0.16266018,-3.6078203,-5.6754518,0.00027820651
2.4612,0.18563493,157.0419,386.51083,-6.0894508,-4.5034146,-0.1626616,-3.8427434,-5.6754975,0.00027707676
2.4612999,0.18563369,157.0419,386.52652,-6.0894079,-4.2801466,-0.16266303,-4.0738745,-5.6755438,0.00027592914
2.4614,0.18563245,157.0419,386.54224,-6.089365,-4.0526547,-0.16266444,-4.3009849,-5.6755896,0.00027476365
2.4614999,0.18563123,157.0419,386.55792,-6.0893221,-3.8211632,-0.16266587,-4.5238509,-5.6756353,0.00027358026
2.4616001,0.18562999,157.0419,386.57364,-6.0892797,-3.5859008,-0.16266729,-4.7422523,-5.6756816,0.00027237899
2.4617,0.18562877,157.0419,386.58936,-6.0892367,-3.3470993,-0.16266872,-4.9559741,-5.6757274,0.00027115989
2.4618001,0.18562753,157.0419,386.60504,-6.0891938,-3.1049948,-0.16267015,-5.1648045,-5.6757731,0.00026992286
2.4619,0.18562631,157.0419,386.62076,-6.0891509,-2.8598258,-0.16267157,-5.3685379,-5.6758194,0.00026866799
2.4619999,0.18562508,157.0419,386.63644,-6.089108,-2.6118348,-0.162673,-5.5669732,-5.6758652,0.00026739523
2.4621,0.18562385,157.0419,386.65216,-6.0890651,-2.3612661,-0.16267441,-5.7599149,-5.6759109,0.00026610462
2.4621999,0.18562262,157.0419,386.66788,-6.0890222,-2.1083672,-0.16267584,-5.9471722,-5.6759572,0.00026479608
2.4623001,0.1856214,157.0419,386.68356,-6.0889792,-1.8533875,-0.16267727,-6.1285601,-5.676003,0.0002634697
2.4624,0.18562016,157.0419,386.69928,-6.0889368,-1.5965787,-0.16267869,-6.3038998,-5.6760488,0.00026208034
2.4625001,0.18561894,157.0419,386.71497,-6.0888939,-1.3381944,-0.16268012,-6.4730186,-5.676095,0.00026061875
2.4626,0.18561772,157.0419,386.73068,-6.088851,-1.0784893,-0.16268153,-6.6357489,-5.6761408,0.00025913047
2.4626999,0.18561648,157.0419,386.7464,-6.0888081,-0.81771994,-0.16268297,-6.7919307,-5.6761866,0.00025761544
2.4628,0.18561526,157.0419,386.76208,-6.0887651,-0.55614358,-0.16268438,-6.9414101,-5.6762328,0.00025607372
2.4628999,0.18561402,157.0419,386.7778,-6.0887222,-0.29401842,-0.16268581,-7.0840387,-5.6762786,0.00025450528
2.4630001,0.1856128,157.0419,386.79349,-6.0886793,-0.031603068,-0.16268723,-7.219676,-5.6763244,0.0002529101
2.4631,0.18561158,157.0419,386.8092,-6.0886369,0.23084347,-0.16268866,-7.3481889,-5.6763706,0.00025128823
2.4632001,0.18561035,157.0419,386.82492,-6.088594,0.4930622,-0.16269007,-7.4694495,-5.6764164,0.00024963965
2.4633,0.18560912,157.0419,386.84061,-6.088551,0.7547943,-0.1626915,-7.5833392,-5.6764627,0.00024796434
2.4633999,0.1856079,157.0419,386.85632,-6.0885081,1.0157815,-0.16269293,-7.6897449,-5.6765084,0.00024626232
2.4635,0.18560667,157.0419,386.87201,-6.0884652,1.2757664,-0.16269435,-7.7885613,-5.6765542,0.00024453358
2.4635999,0.18560545,157.0419,386.88773,-6.0884223,1.5344921,-0.16269578,-7.8796921,-5.6766005,0.00024277814
2.4637001,0.18560421,157.0419,386.90341,-6.0883794,1.7917035,-0.1626972,-7.9630461,-5.6766462,0.00024099597
2.4638,0.18560299,157.0419,386.91913,-6.0883365,2.0471466,-0.16269863,-8.0385418,-5.676692,0.00023918709
2.4639001,0.18560177,157.0419,386.93484,-6.088294,2.3005695,-0.16270004,-8.1061039,-5.6767383,0.0002373515
2.464,0.18560055,157.0419,386.95053,-6.0882511,2.551722,-0.16270147,-8.1656666,-5.676784,0.00023548919
2.4640999,0.18559933,157.0419,386.96625,-6.0882082,2.8003564,-0.1627029,-8.2171707,-5.6768298,0.00023360016
2.4642,0.18559811,157.0419,386.98193,-6.0881653,3.046227,-0.16270432,-8.2605658,-5.6768761,0.0002316841
2.4642999,0.18559687,157.0419,386.99765,-6.0881224,3.2890913,-0.16270575,-8.2958078,-5.6769218,0.00022969903
2.4644001,0.18559565,157.0419,387.01337,-6.0880795,3.5287099,-0.16270716,-8.3228636,-5.6769676,0.00022768286
2.4645,0.18559442,157.0419,387.02905,-6.0880365,3.7648461,-0.16270858,-8.3417063,-5.6770139,0.00022563562
2.4646001,0.1855932,157.0419,387.04477,-6.0879936,3.9972665,-0.16271001,-8.3523159,-5.6770597,0.00022355729
2.4647,0.18559198,157.0419,387.06046,-6.0879512,4.2257423,-0.16271143,-8.3546829,-5.6771054,0.00022144786
2.4647999,0.18559076,157.0419,387.07617,-6.0879083,4.450048,-0.16271286,-8.3488045,-5.6771517,0.00021930736
2.4649,0.18558954,157.0419,387.09189,-6.0878654,4.6699619,-0.16271427,-8.3346872,-5.6771975,0.00021713576
2.4649999,0.18558832,157.0419,387.10757,-6.0878224,4.8852668,-0.1627157,-8.3123446,-5.6772432,0.00021493307
2.4651,0.18558709,157.0419,387.12329,-6.0877795,5.0957508,-0.16271712,-8.2817984,-5.6772895,0.00021269931
2.4651999,0.18558587,157.0419,387.13898,-6.0877366,5.3012061,-0.16271853,-8.2430792,-5.6773353,0.00021043445
2.4653001,0.18558465,157.0419,387.15469,-6.0876937,5.5014291,-0.16271996,-8.1962252,-5.677381,0.0002081385
2.4654,0.18558343,157.0419,387.17041,-6.0876508,5.6962237,-0.16272138,-8.141283,-5.6774273,0.00020581146
2.4655001,0.18558221,157.0419,387.1861,-6.0876079,5.885396,-0.16272281,-8.0783062,-5.6774731,0.00020345334
2.4656,0.18558098,157.0419,387.20181,-6.0875654,6.0687609,-0.16272423,-8.0073566,-5.6775188,0.00020106413
2.4656999,0.18557976,157.0419,387.2175,-6.0875225,6.2461362,-0.16272564,-7.9285045,-5.6775651,0.00019864384
2.4658,0.18557854,157.0419,387.23322,-6.0874796,6.4173474,-0.16272707,-7.8418283,-5.6776109,0.00019619246
2.4658999,0.18557732,157.0419,387.24893,-6.0874367,6.5822253,-0.16272849,-7.7474132,-5.6776571,0.00019370999
2.4660001,0.18557611,157.0419,387.26462,-6.0873938,6.7406077,-0.1627299,-7.6453524,-5.6777029,0.00019119642
2.4661,0.18557489,157.0419,387.28033,-6.0873508,6.8923373,-0.16273133,-7.5357466,-5.6777487,0.00018866171
2.4662001,0.18557367,157.0419,387.29602,-6.0873079,7.0372658,-0.16273275,-7.4187036,-5.6777949,0.00018610619
2.4663,0.18557245,157.0419,387.31174,-6.087265,7.1752486,-0.16273417,-7.2943392,-5.6778407,0.00018352155
2.4663999,0.18557122,157.0419,387.32745,-6.0872221,7.3061509,-0.16273558,-7.1627765,-5.6778865,0.00018090779
2.4665,0.18557,157.0419,387.34314,-6.0871797,7.4298425,-0.162737,-7.0241446,-5.6779327,0.00017826492
2.4665999,0.18556878,157.0419,387.35886,-6.0871367,7.5462022,-0.16273843,-6.878581,-5.6779785,0.00017559293
2.4667001,0.18556756,157.0419,387.37454,-6.0870938,7.6551142,-0.16273984,-6.7262292,-5.6780243,0.00017289181
2.4668,0.18556634,157.0419,387.39026,-6.0870509,7.7564721,-0.16274126,-6.5672393,-5.6780705,0.00017016158
2.4669001,0.18556513,157.0419,387.40598,-6.087008,7.8501749,-0.16274267,-6.4017682,-5.6781163,0.00016740224
2.467,0.18556391,157.0419,387.42166,-6.0869651,7.9361305,-0.16274409,-6.2299795,-5.6781621,0.00016461375
2.4670999,0.18556269,157.0419,387.43738,-6.0869222,8.0142546,-0.16274551,-6.0520425,-5.6782084,0.00016179617
2.4672,0.18556146,157.0419,387.45306,-6.0868793,8.0844688,-0.16274692,-5.8681331,-5.6782541,0.00015894946
2.4672999,0.18556024,157.0419,387.46878,-6.0868368,8.1467047,-0.16274834,-5.678432,-5.6782999,0.00015607364
2.4674001,0.18555902,157.0419,387.48447,-6.0867939,8.200901,-0.16274975,-5.4831276,-5.6783462,0.00015316869
2.4675,0.18555781,157.0419,387.50018,-6.086751,8.2470045,-0.16275117,-5.2824116,-5.6783919,0.00015023463
2.4676001,0.18555659,157.0419,387.5159,-6.0867081,8.2849684,-0.16275258,-5.0764828,-5.6784377,0.00014727144
2.4677,0.18555537,157.0419,387.53159,-6.0866652,8.3147564,-0.162754,-4.8655438,-5.678484,0.00014427914
2.4677999,0.18555415,157.0419,387.5473,-6.0866222,8.336339,-0.16275541,-4.6498032,-5.6785297,0.00014125771
2.4679,0.18555294,157.0419,387.56299,-6.0865793,8.3496943,-0.16275683,-4.4294739,-5.6785755,0.00013821048
2.4679999,0.18555172,157.0419,387.5787,-6.0865364,8.3548098,-0.16275825,-4.2047729,-5.6786218,0.00013519684
2.4681001,0.1855505,157.0419,387.59442,-6.0864935,8.3516798,-0.16275966,-3.9759226,-5.6786675,0.00013216081
2.4682,0.18554927,157.0419,387.61011,-6.0864511,8.3403072,-0.16276108,-3.7431486,-5.6787133,0.00012910242
2.4683001,0.18554805,157.0419,387.62582,-6.0864081,8.3207045,-0.16276249,-3.5066805,-5.6787596,0.00012602165
2.4684,0.18554683,157.0419,387.64151,-6.0863652,8.2928905,-0.16276389,-3.2667518,-5.6788054,0.0001229185
2.4684999,0.18554562,157.0419,387.65723,-6.0863223,8.2568913,-0.16276531,-3.0235989,-5.6788511,0.00011979297
2.4686,0.1855444,157.0419,387.67294,-6.0862794,8.2127447,-0.16276672,-2.7774625,-5.6788974,0.00011664506
2.4686999,0.18554318,157.0419,387.68863,-6.0862365,8.1604929,-0.16276814,-2.5285847,-5.6789432,0.00011347478
2.4688001,0.18554196,157.0419,387.70435,-6.0861936,8.1001873,-0.16276954,-2.2772117,-5.6789889,0.00011028213
2.4689,0.18554074,157.0419,387.72003,-6.0861506,8.0318871,-0.16277096,-2.0235913,-5.6790352,0.00010706708
2.4690001,0.18553951,157.0419,387.73575,-6.0861077,7.9556618,-0.16277237,-1.767974,-5.679081,0.00010382968
2.4691,0.18553831,157.0419,387.75146,-6.0860653,7.8715844,-0.16277379,-1.5106118,-5.6791267,0.00010056989
2.4691999,0.18553708,157.0419,387.76715,-6.0860224,7.7797389,-0.16277519,-1.2517588,-5.679173,9.7287717e-05
2.4693,0.18553586,157.0419,387.78287,-6.0859795,7.6802158,-0.1627766,-0.99167049,-5.6792188,9.3983173e-05
2.4693999,0.18553464,157.0419,387.79855,-6.0859365,7.573113,-0.16277801,-0.73060352,-5.6792645,9.0656256e-05
2.4695001,0.18553342,157.0419,387.81427,-6.0858936,7.4585366,-0.16277942,-0.46881557,-5.6793103,8.7306958e-05
2.4696,0.1855322,157.0419,387.82999,-6.0858507,7.3365998,-0.16278084,-0.2065649,-5.6793566,8.393528e-05
2.4697001,0.18553099,157.0419,387.84567,-6.0858078,7.2074223,-0.16278224,0.055889603,-5.6794024,8.0541227e-05
2.4698,0.18552977,157.0419,387.86139,-6.0857649,7.0711322,-0.16278365,0.31828895,-5.6794481,7.7157245e-05
2.4698999,0.18552855,157.0419,387.87708,-6.085722,6.9278636,-0.16278505,0.58037418,-5.6794944,7.3781986e-05
2.47,0.18552732,157.0419,387.89279,-6.0856795,6.7777581,-0.16278647,0.84188664,-5.6795402,7.0393835e-05
2.4700999,0.1855261,157.0419,387.90851,-6.0856366,6.6209636,-0.16278787,1.1025683,-5.6795859,6.6993263e-05
2.4702001,0.18552488,157.0419,387.92419,-6.0855937,6.4576349,-0.16278929,1.3621619,-5.6796322,6.3580752e-05
2.4703,0.18552366,157.0419,387.93991,-6.0855508,6.2879338,-0.16279069,1.620411,-5.679678,6.0156774e-05
2.4704001,0.18552244,157.0419,387.9556,-6.0855079,6.1120272,-0.16279209,1.8770611,-5.6797237,5.6721798e-05
2.4705,0.18552123,157.0419,387.97131,-6.085465,5.9300885,-0.1627935,2.1318588,-5.67977,5.3276297e-05
2.4705999,0.18552001,157.0419,387.98703,-6.085422,5.7422972,-0.1627949,2.3845527,-5.6798158,4.9820748e-05
2.4707,0.18551879,157.0419,388.00272,-6.0853791,5.5488396,-0.1627963,2.6348932,-5.6798615,4.6355621e-05
2.4707999,0.18551756,157.0419,388.01843,-6.0853362,5.3499055,-0.16279772,2.8826332,-5.6799078,4.2881387e-05
2.4709001,0.18551634,157.0419,388.03412,-6.0852938,5.1456919,-0.16279912,3.1275287,-5.6799536,3.9398528e-05
2.471,0.18551512,157.0419,388.04984,-6.0852509,4.9364004,-0.16280052,3.3693376,-5.6799994,3.5907509e-05
2.4711001,0.1855139,157.0419,388.06555,-6.0852079,4.7222366,-0.16280194,3.6078212,-5.6800456,3.2408803e-05
2.4712,0.18551268,157.0419,388.08124,-6.085165,4.5034132,-0.16280334,3.8427446,-5.6800914,2.890289e-05
2.4712999,0.18551145,157.0419,388.09695,-6.0851221,4.2801452,-0.16280474,4.0738754,-5.6801372,2.5390236e-05
2.4714,0.18551023,157.0419,388.11264,-6.0850792,4.0526528,-0.16280614,4.3009858,-5.6801829,2.1871319e-05
2.4714999,0.18550901,157.0419,388.12836,-6.0850363,3.8211615,-0.16280754,4.5238519,-5.6802292,1.8346609e-05
2.4716001,0.18550779,157.0419,388.14404,-6.0849934,3.5858989,-0.16280894,4.7422533,-5.680275,1.4818953e-05
2.4717,0.18550657,157.0419,388.15976,-6.0849504,3.3470976,-0.16281036,4.9559751,-5.6803207,1.1310499e-05
2.4718001,0.18550535,157.0419,388.17548,-6.084908,3.1049931,-0.16281176,5.1648054,-5.680367,7.8018084e-06
2.4719,0.18550412,157.0419,388.19116,-6.0848651,2.8598242,-0.16281316,5.3685389,-5.6804128,4.2935653e-06
2.4719999,0.1855029,157.0419,388.20688,-6.0848222,2.6118331,-0.16281456,5.5669742,-5.6804585,7.8645348e-07
2.4721,0.18550168,157.0419,388.22256,-6.0847793,2.3612645,-0.16281596,5.7599154,-5.6805048,-2.7188426e-06
2.4721999,0.18550044,157.0419,388.23828,-6.0847363,2.1083655,-0.16281736,5.9471726,-5.6805506,-6.2216382e-06
2.4723001,0.18549922,157.0419,388.254,-6.0846934,1.8533858,-0.16281876,6.1285605,-5.6805964,-9.7212496e-06
2.4724,0.185498,157.0419,388.26968,-6.0846505,1.5965772,-0.16282016,6.3039002,-5.6806421,-1.3216992e-05
2.4725001,0.18549678,157.0419,388.2854,-6.0846076,1.3381928,-0.16282156,6.4730191,-5.6806884,-1.670818e-05
2.4726,0.18549556,157.0419,388.30109,-6.0845647,1.0784878,-0.16282296,6.6357493,-5.6807342,-2.0194131e-05
2.4727001,0.18549433,157.0419,388.3168,-6.0845222,0.81771845,-0.16282436,6.7919312,-5.6807799,-2.367416e-05
2.4728,0.18549311,157.0419,388.33252,-6.0844793,0.55614215,-0.16282576,6.9414101,-5.6808262,-2.7147582e-05
2.4728999,0.18549187,157.0419,388.34821,-6.0844364,0.29401699,-0.16282716,7.0840387,-5.680872,-3.0613712e-05
2.473,0.18549065,157.0419,388.36392,-6.0843935,0.031601656,-0.16282856,7.2196765,-5.6809177,-3.4071869e-05
2.4730999,0.18548943,157.0419,388.37961,-6.0843506,-0.23084486,-0.16282997,7.3481894,-5.6809635,-3.7521364e-05
2.4732001,0.18548821,157.0419,388.39532,-6.0843077,-0.49306354,-0.16283137,7.46945,-5.6810098,-4.0961517e-05
2.4733,0.18548697,157.0419,388.41104,-6.0842648,-0.75479561,-0.16283275,7.5833392,-5.6810555,-4.439164e-05
2.4734001,0.18548575,157.0419,388.42673,-6.0842218,-1.0157828,-0.16283415,7.6897449,-5.6811013,-4.7811052e-05
2.4735,0.18548453,157.0419,388.44244,-6.0841789,-1.2757676,-0.16283555,7.7885618,-5.6811476,-5.1217747e-05
2.4735999,0.18548329,157.0419,388.45813,-6.084136,-1.5344933,-0.16283695,7.8796921,-5.6811934,-5.4611279e-05
2.4737,0.18548207,157.0419,388.47385,-6.0840936,-1.7917047,-0.16283835,7.9630461,-5.6812391,-5.7991689e-05
2.4737999,0.18548085,157.0419,388.48956,-6.0840507,-2.0471478,-0.16283976,8.0385418,-5.6812849,-6.1358274e-05
2.4739001,0.18547961,157.0419,388.50525,-6.0840077,-2.3005707,-0.16284114,8.1061039,-5.6813312,-6.471033e-05
2.474,0.18547839,157.0419,388.52097,-6.0839648,-2.5517232,-0.16284254,8.1656666,-5.6813769,-6.8047157e-05
2.4741001,0.18547717,157.0419,388.53665,-6.0839219,-2.8003573,-0.16284394,8.2171707,-5.6814227,-7.1368057e-05
2.4742,0.18547593,157.0419,388.55237,-6.083879,-3.0462282,-0.16284534,8.2605658,-5.6814685,-7.4672316e-05
2.4742999,0.18547471,157.0419,388.56808,-6.0838361,-3.2890925,-0.16284673,8.2958078,-5.6815147,-7.7959245e-05
2.4744,0.18547347,157.0419,388.58377,-6.0837932,-3.5287108,-0.16284813,8.3228636,-5.6815605,-8.1228129e-05
2.4744999,0.18547225,157.0419,388.59949,-6.0837502,-3.7648468,-0.16284953,8.3417053,-5.6816063,-8.4478284e-05
2.4746001,0.18547101,157.0419,388.61517,-6.0837078,-3.9972675,-0.16285093,8.3523159,-5.6816525,-8.7708991e-05
2.4747,0.18546979,157.0419,388.63089,-6.0836649,-4.2257433,-0.16285232,8.3546829,-5.6816983,-9.0919551e-05
2.4748001,0.18546855,157.0419,388.64661,-6.083622,-4.4500489,-0.16285372,8.3488045,-5.6817441,-9.4109266e-05
2.4749,0.18546733,157.0419,388.66229,-6.0835791,-4.6699624,-0.16285512,8.3346872,-5.6817899,-9.7277436e-05
2.4749999,0.1854661,157.0419,388.67801,-6.0835361,-4.8852677,-0.1628565,8.3123446,-5.6818361,-0.00010042336
2.4751,0.18546486,157.0419,388.6937,-6.0834932,-5.0957518,-0.16285791,8.2817984,-5.6818819,-0.00010354632
2.4751999,0.18546364,157.0419,388.70941,-6.0834503,-5.3012066,-0.16285931,8.2430792,-5.6819277,-0.00010664563
2.4753001,0.1854624,157.0419,388.7251,-6.0834074,-5.50143,-0.16286069,8.1962252,-5.6819735,-0.00010972335
2.4754,0.18546118,157.0419,388.74081,-6.0833645,-5.6962242,-0.16286209,8.141283,-5.6820197,-0.00011279449
2.4755001,0.18545994,157.0419,388.75653,-6.0833216,-5.885397,-0.16286349,8.0783052,-5.6820655,-0.00011584317
2.4756,0.1854587,157.0419,388.77222,-6.0832787,-6.0687613,-0.16286488,8.0073557,-5.6821113,-0.00011886886
2.4756999,0.18545748,157.0419,388.78793,-6.0832362,-6.2461367,-0.16286628,7.9285045,-5.682157,-0.00012187104
2.4758,0.18545625,157.0419,388.80362,-6.0831933,-6.4173479,-0.16286767,7.8418279,-5.6822033,-0.00012484916
2.4758999,0.18545501,157.0419,388.81934,-6.0831504,-6.5822258,-0.16286907,7.7474132,-5.6822491,-0.00012780269
2.4760001,0.18545379,157.0419,388.83505,-6.0831075,-6.7406077,-0.16287047,7.6453519,-5.6822948,-0.0001307311
2.4761,0.18545255,157.0419,388.85074,-6.0830646,-6.8923378,-0.16287185,7.5357461,-5.6823406,-0.00013363388
2.4762001,0.18545131,157.0419,388.86646,-6.0830216,-7.0372663,-0.16287325,7.4187031,-5.6823869,-0.00013651045
2.4763,0.18545008,157.0419,388.88214,-6.0829787,-7.1752491,-0.16287464,7.2943392,-5.6824327,-0.0001393603
2.4763999,0.18544886,157.0419,388.89786,-6.0829358,-7.3061514,-0.16287604,7.162776,-5.6824784,-0.00014218291
2.4765,0.18544762,157.0419,388.91357,-6.0828929,-7.4298429,-0.16287744,7.0241446,-5.6825242,-0.00014497772
2.4765999,0.18544638,157.0419,388.92926,-6.08285,-7.5462027,-0.16287883,6.878581,-5.6825705,-0.00014774421
