"time","magneticPotentialDifferenceSensor.Phi","magneticFluxSensor.Phi","magneticPotentialDifferenceSensor.V_m"
0,0,0,0
0.00050000000000000001,0,9.9902646439101871e-08,0.0079500000000000005
0.001,0,1.9980529287820374e-07,0.015900000000000001
0.0015,0,2.997079393173056e-07,0.02385
0.002,0,3.9961058575640748e-07,0.031800000000000002
0.0025000000000000001,0,4.9951323219550937e-07,0.039750000000000001
0.0030000000000000001,0,5.994158786346112e-07,0.047699999999999999
0.0035000000000000001,0,6.9931852507371314e-07,0.055650000000000005
0.0040000000000000001,0,7.9922117151281497e-07,0.063600000000000004
0.0045000000000000005,0,8.9912381795191701e-07,0.071550000000000016
0.0050000000000000001,0,9.9902646439101874e-07,0.079500000000000001
0.0054999999999999997,0,1.0989291108301206e-06,0.08745
0.0060000000000000001,0,1.1988317572692224e-06,0.095399999999999999
0.0065000000000000006,0,1.2987344037083244e-06,0.10335000000000001
0.0070000000000000001,0,1.3986370501474263e-06,0.11130000000000001
0.0074999999999999997,0,1.4985396965865281e-06,0.11924999999999999
0.0080000000000000002,0,1.5984423430256299e-06,0.12720000000000001
0.0085000000000000006,0,1.698344989464732e-06,0.13515000000000002
0.0090000000000000011,0,1.798247635903834e-06,0.14310000000000003
0.0094999999999999998,0,1.8981502823429354e-06,0.15104999999999999
0.01,0,1.9980529287820375e-06,0.159
0.010500000000000001,0,2.0979555752211395e-06,0.16695000000000002
0.010999999999999999,0,2.1978582216602411e-06,0.1749
0.0115,0,2.2977608680993432e-06,0.18285000000000001
0.012,0,2.3976635145384448e-06,0.1908
0.012500000000000001,0,2.4975661609775468e-06,0.19875000000000001
0.013000000000000001,0,2.5974688074166489e-06,0.20670000000000002
0.0135,0,2.6973714538557505e-06,0.21465000000000001
0.014,0,2.7972741002948525e-06,0.22260000000000002
0.014500000000000001,0,2.8971767467339542e-06,0.23055
0.014999999999999999,0,2.9970793931730562e-06,0.23849999999999999
0.0155,0,3.0969820396121582e-06,0.24645
0.016,0,3.1968846860512599e-06,0.25440000000000002
0.016500000000000001,0,3.2967873324903619e-06,0.26235000000000003
0.017000000000000001,0,3.396689978929464e-06,0.27030000000000004
0.017500000000000002,0,3.496592625368566e-06,0.27825000000000005
0.018000000000000002,0,3.596495271807668e-06,0.28620000000000007
0.018499999999999999,0,3.6963979182467688e-06,0.29414999999999997
0.019,0,3.7963005646858709e-06,0.30209999999999998
0.0195,0,3.8962032111249729e-06,0.31004999999999999
0.02,0,3.9961058575640749e-06,0.318
0.020500000000000001,0,4.096008504003177e-06,0.32595000000000002
0.021000000000000001,0,4.195911150442279e-06,0.33390000000000003
0.021500000000000002,0,4.2958137968813811e-06,0.34185000000000004
0.021999999999999999,0,4.3957164433204823e-06,0.3498
0.022499999999999999,0,4.4956190897595843e-06,0.35775000000000001
0.023,0,4.5955217361986864e-06,0.36570000000000003
0.0235,0,4.6954243826377875e-06,0.37364999999999998
0.024,0,4.7953270290768896e-06,0.38159999999999999
0.024500000000000001,0,4.8952296755159916e-06,0.38955000000000001
0.025000000000000001,0,4.9951323219550937e-06,0.39750000000000002
0.025500000000000002,0,5.0950349683941957e-06,0.40545000000000003
0.026000000000000002,0,5.1949376148332978e-06,0.41340000000000005
0.026499999999999999,0,5.294840261272399e-06,0.42135
0.027,0,5.394742907711501e-06,0.42930000000000001
0.0275,0,5.494645554150603e-06,0.43725000000000003
0.028000000000000001,0,5.5945482005897051e-06,0.44520000000000004
0.028500000000000001,0,5.6944508470288071e-06,0.45315000000000005
0.029000000000000001,0,5.7943534934679083e-06,0.46110000000000001
0.029500000000000002,0,5.8942561399070104e-06,0.46905000000000002
0.029999999999999999,0,5.9941587863461124e-06,0.47699999999999998
0.030499999999999999,0,6.0940614327852145e-06,0.48494999999999999
0.031,0,6.1939640792243165e-06,0.4929
0.0315,0,6.2938667256634185e-06,0.50085000000000002
0.032000000000000001,0,6.3937693721025197e-06,0.50880000000000003
0.032500000000000001,0,6.4936720185416218e-06,0.51675000000000004
0.033000000000000002,0,6.5935746649807238e-06,0.52470000000000006
0.033500000000000002,0,6.6934773114198259e-06,0.53265000000000007
0.034000000000000002,0,6.7933799578589279e-06,0.54060000000000008
0.034500000000000003,0,6.89328260429803e-06,0.54855000000000009
0.035000000000000003,0,6.993185250737132e-06,0.55650000000000011
0.035500000000000004,0,7.093087897176234e-06,0.56445000000000012
0.036000000000000004,0,7.1929905436153361e-06,0.57240000000000013
0.036499999999999998,0,7.2928931900544356e-06,0.58034999999999992
0.036999999999999998,0,7.3927958364935376e-06,0.58829999999999993
0.037499999999999999,0,7.4926984829326397e-06,0.59624999999999995
0.037999999999999999,0,7.5926011293717417e-06,0.60419999999999996
0.0385,0,7.6925037758108438e-06,0.61214999999999997
0.039,0,7.7924064222499458e-06,0.62009999999999998
0.0395,0,7.8923090686890478e-06,0.62805
0.040000000000000001,0,7.9922117151281499e-06,0.63600000000000001
0.040500000000000001,0,8.0921143615672519e-06,0.64395000000000002
0.041000000000000002,0,8.192017008006354e-06,0.65190000000000003
0.041500000000000002,0,8.291919654445456e-06,0.65985000000000005
0.042000000000000003,0,8.3918223008845581e-06,0.66780000000000006
0.042500000000000003,0,8.4917249473236601e-06,0.67575000000000007
0.043000000000000003,0,8.5916275937627621e-06,0.68370000000000009
0.043500000000000004,0,8.6915302402018642e-06,0.6916500000000001
0.043999999999999997,0,8.7914328866409645e-06,0.6996
0.044499999999999998,0,8.8913355330800666e-06,0.70755000000000001
0.044999999999999998,0,8.9912381795191686e-06,0.71550000000000002
0.045499999999999999,0,9.0911408259582707e-06,0.72345000000000004
0.045999999999999999,0,9.1910434723973727e-06,0.73140000000000005
0.0465,0,9.2909461188364747e-06,0.73935000000000006
0.047,0,9.3908487652755751e-06,0.74729999999999996
0.047500000000000001,0,9.4907514117146771e-06,0.75524999999999998
0.048000000000000001,0,9.5906540581537792e-06,0.76319999999999999
0.048500000000000001,0,9.6905567045928812e-06,0.77115
0.049000000000000002,0,9.7904593510319833e-06,0.77910000000000001
0.049500000000000002,0,9.8903619974710853e-06,0.78705000000000003
0.050000000000000003,0,9.9902646439101874e-06,0.79500000000000004
0.050500000000000003,0,1.0090167290349289e-05,0.80295000000000005
0.051000000000000004,0,1.0190069936788391e-05,0.81090000000000007
0.051500000000000004,0,1.0289972583227493e-05,0.81885000000000008
0.052000000000000005,0,1.0389875229666596e-05,0.82680000000000009
0.052499999999999998,0,1.0489777876105696e-05,0.83474999999999999
0.052999999999999999,0,1.0589680522544798e-05,0.8427
0.053499999999999999,0,1.06895831689839e-05,0.85065000000000002
0.053999999999999999,0,1.0789485815423002e-05,0.85860000000000003
0.0545,0,1.0889388461862104e-05,0.86655000000000004
0.055,0,1.0989291108301206e-05,0.87450000000000006
0.055500000000000001,0,1.1089193754740308e-05,0.88245000000000007
0.056000000000000001,0,1.118909640117941e-05,0.89040000000000008
0.056500000000000002,0,1.1288999047618512e-05,0.89835000000000009
0.057000000000000002,0,1.1388901694057614e-05,0.90630000000000011
