"Time","h","rho","mu","cp","k"
0.0222,511070.59,34.624134,1.5984991e-05,1067.0371,0.021979641
0.022399999,511066.91,34.638515,1.5985117e-05,1067.0654,0.021979868
0.022600001,511063.22,34.652897,1.5985241e-05,1067.0938,0.021980098
0.0228,511059.53,34.667278,1.5985366e-05,1067.1221,0.021980327
0.023,511055.84,34.681664,1.5985492e-05,1067.1504,0.021980556
0.0232,511052.19,34.696045,1.5985615e-05,1067.1787,0.021980785
0.023399999,511048.5,34.71043,1.5985741e-05,1067.207,0.021981014
0.023600001,511044.81,34.724815,1.5985865e-05,1067.2355,0.021981243
0.023800001,511041.12,34.739204,1.598599e-05,1067.2638,0.021981472
0.024,511037.44,34.753593,1.5986116e-05,1067.2921,0.021981701
0.0242,511033.75,34.767982,1.5986239e-05,1067.3204,0.021981932
0.0244,511030.09,34.782372,1.5986365e-05,1067.3489,0.021982161
0.024599999,511026.41,34.796761,1.598649e-05,1067.3772,0.02198239
0.024800001,511022.72,34.811153,1.5986614e-05,1067.4056,0.02198262
0.025,511019.03,34.825546,1.598674e-05,1067.434,0.021982849
0.0252,511015.34,34.839939,1.5986865e-05,1067.4623,0.02198308
0.0254,511011.66,34.854336,1.5986989e-05,1067.4907,0.021983309
0.025599999,511007.97,34.868732,1.5987114e-05,1067.5192,0.021983538
0.025800001,511004.31,34.883129,1.598724e-05,1067.5475,0.021983769
0.026000001,511000.62,34.897526,1.5987365e-05,1067.5759,0.021983998
0.0262,510996.94,34.911922,1.5987489e-05,1067.6042,0.021984227
0.0264,510993.25,34.926323,1.5987614e-05,1067.6327,0.021984458
0.0266,510989.56,34.940723,1.598774e-05,1067.6611,0.021984687
0.026799999,510985.88,34.955128,1.5987865e-05,1067.6896,0.021984918
0.027000001,510982.19,34.969528,1.5987991e-05,1067.7179,0.021985147
0.0272,510978.5,34.983932,1.5988115e-05,1067.7463,0.021985378
0.0274,510974.81,34.998337,1.598824e-05,1067.7748,0.021985609
0.0276,510971.12,35.012741,1.5988366e-05,1067.8032,0.021985838
0.027799999,510967.44,35.027149,1.5988491e-05,1067.8317,0.021986069
0.028000001,510963.75,35.041557,1.5988617e-05,1067.8601,0.021986298
0.028200001,510960.06,35.055965,1.5988742e-05,1067.8885,0.021986529
0.0284,510956.38,35.070374,1.5988868e-05,1067.917,0.02198676
0.0286,510952.69,35.084785,1.5988993e-05,1067.9454,0.021986991
0.0288,510949,35.099197,1.5989119e-05,1067.9739,0.02198722
0.028999999,510945.31,35.113609,1.5989244e-05,1068.0023,0.021987451
0.029200001,510941.62,35.128021,1.598937e-05,1068.0308,0.021987682
0.0294,510937.94,35.142437,1.5989495e-05,1068.0592,0.021987913
0.0296,510934.25,35.156853,1.5989621e-05,1068.0878,0.021988144
0.0298,510930.56,35.171268,1.5989746e-05,1068.1162,0.021988375
0.029999999,510926.88,35.185684,1.5989872e-05,1068.1447,0.021988606
0.030200001,510923.19,35.200104,1.5989997e-05,1068.1732,0.021988837
0.030400001,510919.5,35.214523,1.5990123e-05,1068.2017,0.021989068
0.0306,510915.81,35.228943,1.5990248e-05,1068.2301,0.021989299
0.0308,510912.12,35.243362,1.5990374e-05,1068.2587,0.02198953
0.030999999,510908.44,35.257786,1.5990499e-05,1068.2871,0.021989761
0.031199999,510904.75,35.272209,1.5990625e-05,1068.3157,0.021989992
0.031399999,510901.06,35.286633,1.599075e-05,1068.3441,0.021990223
0.031599998,510897.38,35.30106,1.5990878e-05,1068.3727,0.021990454
0.031800002,510893.69,35.315483,1.5991003e-05,1068.4012,0.021990685
0.032000002,510890,35.32991,1.5991129e-05,1068.4297,0.021990918
0.032200001,510886.31,35.344341,1.5991254e-05,1068.4583,0.021991149
0.032400001,510882.62,35.358768,1.599138e-05,1068.4868,0.02199138
0.032600001,510878.94,35.373199,1.5991507e-05,1068.5153,0.021991611
0.0328,510875.25,35.38763,1.5991633e-05,1068.5438,0.021991843
0.033,510871.56,35.402061,1.5991758e-05,1068.5724,0.021992074
0.033199999,510867.84,35.416492,1.5991884e-05,1068.601,0.021992307
0.033399999,510864.16,35.430927,1.5992011e-05,1068.6295,0.021992538
0.033599999,510860.47,35.445362,1.5992136e-05,1068.6581,0.021992769
0.033799998,510856.78,35.459801,1.5992262e-05,1068.6865,0.021993002
0.034000002,510853.09,35.474236,1.5992389e-05,1068.7151,0.021993233
0.034200002,510849.41,35.488674,1.5992515e-05,1068.7437,0.021993466
0.034400001,510845.72,35.503113,1.599264e-05,1068.7723,0.021993697
0.034600001,510842.03,35.517551,1.5992768e-05,1068.8009,0.02199393
0.0348,510838.31,35.531994,1.5992893e-05,1068.8295,0.021994162
0.035,510834.62,35.546436,1.5993019e-05,1068.858,0.021994393
0.0352,510830.94,35.560879,1.5993146e-05,1068.8866,0.021994626
0.035399999,510827.25,35.575321,1.5993272e-05,1068.9152,0.021994859
0.035599999,510823.56,35.589767,1.5993399e-05,1068.9438,0.02199509
0.035799999,510819.84,35.60421,1.5993524e-05,1068.9724,0.021995323
0.035999998,510816.16,35.618656,1.599365e-05,1069.001,0.021995556
0.036200002,510812.47,35.633106,1.5993777e-05,1069.0297,0.021995788
0.036400001,510808.78,35.647552,1.5993903e-05,1069.0582,0.021996021
0.036600001,510805.09,35.662003,1.599403e-05,1069.0868,0.021996252
0.036800001,510801.38,35.676453,1.5994156e-05,1069.1155,0.021996485
0.037,510797.69,35.690907,1.5994283e-05,1069.144,0.021996718
0.0372,510794,35.70536,1.5994408e-05,1069.1727,0.021996951
0.0374,510790.31,35.71981,1.5994536e-05,1069.2013,0.021997184
0.037599999,510786.62,35.734268,1.5994663e-05,1069.23,0.021997416
0.037799999,510782.91,35.748722,1.5994789e-05,1069.2587,0.021997649
0.037999999,510779.22,35.76318,1.5994916e-05,1069.2872,0.021997882
0.038199998,510775.53,35.777637,1.5995041e-05,1069.3159,0.021998115
0.038400002,510771.84,35.792095,1.5995169e-05,1069.3446,0.02199835
0.038600001,510768.12,35.806553,1.5995296e-05,1069.3733,0.021998582
0.038800001,510764.44,35.821014,1.5995422e-05,1069.4019,0.021998815
0.039000001,510760.75,35.835476,1.5995549e-05,1069.4305,0.021999048
0.0392,510757.03,35.849937,1.5995676e-05,1069.4592,0.021999281
0.0394,510753.34,35.864403,1.5995802e-05,1069.4879,0.021999516
0.0396,510749.66,35.878864,1.5995929e-05,1069.5166,0.021999748
0.039799999,510745.97,35.89333,1.5996056e-05,1069.5453,0.021999981
0.039999999,510742.25,35.907799,1.5996182e-05,1069.574,0.022000216
0.040199999,510738.56,35.922264,1.5996309e-05,1069.6027,0.022000449
0.040399998,510734.88,35.936733,1.5996437e-05,1069.6313,0.022000682
0.040600002,510731.16,35.951202,1.5996564e-05,1069.66,0.022000916
0.040800001,510727.47,35.965672,1.5996689e-05,1069.6887,0.022001149
0.041000001,510723.78,35.980145,1.5996817e-05,1069.7175,0.022001384
0.041200001,510720.06,35.994617,1.5996944e-05,1069.7462,0.022001617
0.0414,510716.38,36.00909,1.5997071e-05,1069.7749,0.022001851
0.0416,510712.69,36.023563,1.5997199e-05,1069.8036,0.022002084
0.0418,510708.97,36.03804,1.5997326e-05,1069.8324,0.022002319
0.041999999,510705.28,36.052513,1.5997453e-05,1069.8611,0.022002554
0.042199999,510701.56,36.06699,1.5997579e-05,1069.8898,0.022002786
0.042399999,510697.88,36.08147,1.5997706e-05,1069.9186,0.022003021
0.042599998,510694.19,36.095947,1.5997834e-05,1069.9473,0.022003256
0.042800002,510690.47,36.110428,1.5997961e-05,1069.9761,0.02200349
0.043000001,510686.78,36.124908,1.5998088e-05,1070.0048,0.022003723
0.043200001,510683.06,36.139393,1.5998216e-05,1070.0336,0.022003958
0.043400001,510679.38,36.153877,1.5998343e-05,1070.0624,0.022004193
0.0436,510675.69,36.168358,1.599847e-05,1070.0911,0.022004427
0.0438,510671.97,36.182846,1.5998598e-05,1070.1199,0.022004662
0.044,510668.28,36.19733,1.5998725e-05,1070.1487,0.022004897
0.044199999,510664.56,36.211819,1.5998852e-05,1070.1774,0.022005131
0.044399999,510660.88,36.226307,1.599898e-05,1070.2062,0.022005366
0.044599999,510657.16,36.240795,1.5999107e-05,1070.235,0.022005601
0.044799998,510653.47,36.255283,1.5999234e-05,1070.2638,0.022005836
0.045000002,510649.78,36.269775,1.5999361e-05,1070.2926,0.02200607
0.045200001,510646.06,36.284267,1.5999489e-05,1070.3214,0.022006305
0.045400001,510642.38,36.298759,1.5999616e-05,1070.3501,0.02200654
0.045600001,510638.66,36.313255,1.5999745e-05,1070.3789,0.022006774
0.0458,510634.97,36.327751,1.5999873e-05,1070.4077,0.022007009
0.046,510631.25,36.342247,1.6e-05,1070.4366,0.022007244
0.0462,510627.56,36.356743,1.6000127e-05,1070.4655,0.02200748
0.046399999,510623.84,36.371239,1.6000255e-05,1070.4943,0.022007715
0.046599999,510620.16,36.385738,1.6000382e-05,1070.5231,0.02200795
0.046799999,510616.44,36.400238,1.6000511e-05,1070.5519,0.022008186
0.046999998,510612.75,36.414742,1.6000638e-05,1070.5807,0.022008421
0.047200002,510609.03,36.429241,1.6000766e-05,1070.6096,0.022008656
0.047400001,510605.34,36.443745,1.6000893e-05,1070.6384,0.022008892
0.047600001,510601.62,36.458248,1.6001022e-05,1070.6672,0.022009127
0.047800001,510597.91,36.472752,1.600115e-05,1070.6962,0.022009363
0.048,510594.22,36.487259,1.6001277e-05,1070.725,0.022009598
0.0482,510590.5,36.501766,1.6001404e-05,1070.7538,0.022009835
0.0484,510586.81,36.516273,1.6001533e-05,1070.7827,0.022010069
0.048599999,510583.09,36.530781,1.6001661e-05,1070.8115,0.022010306
0.048799999,510579.41,36.545292,1.6001788e-05,1070.8405,0.022010541
0.048999999,510575.69,36.559803,1.6001917e-05,1070.8694,0.022010777
0.049199998,510571.97,36.574314,1.6002045e-05,1070.8982,0.022011014
0.049400002,510568.28,36.588829,1.6002172e-05,1070.9271,0.022011248
0.049600001,510564.56,36.60334,1.6002301e-05,1070.9559,0.022011485
0.049800001,510560.88,36.617855,1.6002428e-05,1070.9849,0.022011722
0.050000001,510557.16,36.632374,1.6002557e-05,1071.0138,0.022011958
0.0502,510553.44,36.646889,1.6002685e-05,1071.0427,0.022012193
0.0504,510549.75,36.661407,1.6002814e-05,1071.0717,0.022012429
0.0506,510546.03,36.675926,1.6002941e-05,1071.1005,0.022012666
0.050799999,510542.34,36.690445,1.600307e-05,1071.1294,0.022012902
0.050999999,510538.62,36.704967,1.6003198e-05,1071.1583,0.022013139
0.051199999,510534.91,36.719486,1.6003327e-05,1071.1873,0.022013376
0.051399998,510531.22,36.734009,1.6003454e-05,1071.2162,0.022013612
0.051600002,510527.5,36.748535,1.6003583e-05,1071.2451,0.022013849
0.051800001,510523.78,36.763058,1.6003711e-05,1071.274,0.022014085
0.052000001,510520.09,36.777584,1.600384e-05,1071.303,0.022014322
0.052200001,510516.38,36.79211,1.6003967e-05,1071.332,0.022014558
0.0524,510512.66,36.806637,1.6004096e-05,1071.361,0.022014795
0.0526,510508.97,36.821167,1.6004225e-05,1071.3899,0.022015031
0.0528,510505.25,36.835697,1.6004353e-05,1071.4188,0.02201527
0.052999999,510501.53,36.850227,1.6004482e-05,1071.4478,0.022015506
0.053199999,510497.84,36.864758,1.6004609e-05,1071.4768,0.022015743
0.053399999,510494.12,36.879292,1.6004738e-05,1071.5057,0.02201598
0.053599998,510490.41,36.893826,1.6004868e-05,1071.5347,0.022016218
0.053800002,510486.69,36.90836,1.6004997e-05,1071.5637,0.022016454
0.054000001,510483,36.922897,1.6005124e-05,1071.5927,0.022016691
0.054200001,510479.28,36.937431,1.6005253e-05,1071.6217,0.022016929
0.054400001,510475.56,36.951969,1.6005382e-05,1071.6506,0.022017166
0.0546,510471.84,36.966507,1.600551e-05,1071.6797,0.022017403
0.0548,510468.16,36.981049,1.6005639e-05,1071.7087,0.022017641
0.055,510464.44,36.99559,1.6005768e-05,1071.7377,0.022017878
0.055199999,510460.72,37.010132,1.6005897e-05,1071.7667,0.022018116
0.055399999,510457,37.024673,1.6006026e-05,1071.7958,0.022018354
0.055599999,510453.31,37.039215,1.6006154e-05,1071.8247,0.022018591
0.055799998,510449.59,37.053761,1.6006283e-05,1071.8538,0.022018829
0.056000002,510445.88,37.068306,1.6006412e-05,1071.8828,0.022019066
0.056200001,510442.16,37.082855,1.6006541e-05,1071.9119,0.022019304
0.056400001,510438.44,37.097401,1.600667e-05,1071.9409,0.022019543
0.056600001,510434.75,37.11195,1.6006799e-05,1071.9698,0.022019781
0.0568,510431.03,37.126499,1.6006928e-05,1071.9989,0.022020018
0.057,510427.31,37.141048,1.6007058e-05,1072.028,0.022020256
0.0572,510423.59,37.155602,1.6007185e-05,1072.057,0.022020495
0.057399999,510419.88,37.170155,1.6007314e-05,1072.0861,0.022020733
0.057599999,510416.19,37.184708,1.6007443e-05,1072.1152,0.022020971
0.057799999,510412.47,37.199261,1.6007572e-05,1072.1443,0.02202121
0.057999998,510408.75,37.213818,1.6007702e-05,1072.1733,0.022021446
0.058200002,510405.03,37.228374,1.6007831e-05,1072.2024,0.022021685
0.058400001,510401.31,37.242931,1.600796e-05,1072.2314,0.022021923
0.058600001,510397.59,37.257492,1.6008089e-05,1072.2605,0.022022162
0.058800001,510393.88,37.272049,1.6008218e-05,1072.2897,0.0220224
0.059,510390.16,37.28661,1.6008349e-05,1072.3187,0.02202264
0.0592,510386.47,37.301174,1.6008478e-05,1072.3478,0.022022879
0.0594,510382.75,37.315735,1.6008607e-05,1072.377,0.022023117
0.059599999,510379.03,37.330299,1.6008737e-05,1072.406,0.022023356
0.059799999,510375.31,37.344864,1.6008866e-05,1072.4352,0.022023594
0.059999999,510371.59,37.359428,1.6008995e-05,1072.4642,0.022023832
0.060199998,510367.88,37.373997,1.6009124e-05,1072.4934,0.022024073
0.060400002,510364.16,37.388561,1.6009253e-05,1072.5225,0.022024311
0.060600001,510360.44,37.403133,1.6009384e-05,1072.5516,0.02202455
0.060800001,510356.72,37.417702,1.6009513e-05,1072.5808,0.02202479
0.061000001,510353,37.43227,1.6009642e-05,1072.6099,0.022025028
0.0612,510349.28,37.446842,1.6009772e-05,1072.639,0.022025267
0.0614,510345.56,37.461414,1.6009901e-05,1072.6682,0.022025507
0.0616,510341.88,37.47599,1.6010032e-05,1072.6974,0.022025745
0.061799999,510338.16,37.490562,1.6010161e-05,1072.7264,0.022025986
0.061999999,510334.44,37.505138,1.601029e-05,1072.7556,0.022026224
0.062199999,510330.72,37.519718,1.6010419e-05,1072.7848,0.022026464
0.062399998,510327,37.534294,1.601055e-05,1072.814,0.022026703
0.062600002,510323.28,37.548874,1.6010679e-05,1072.8431,0.022026943
0.062799998,510319.56,37.563454,1.6010808e-05,1072.8723,0.022027183
0.063000001,510315.84,37.578033,1.6010939e-05,1072.9015,0.022027422
0.063199997,510312.12,37.592613,1.6011069e-05,1072.9307,0.022027662
0.0634,510308.41,37.607197,1.6011198e-05,1072.9598,0.022027902
0.063600004,510304.69,37.62178,1.6011329e-05,1072.9891,0.022028141
0.0638,510300.97,37.636364,1.6011458e-05,1073.0183,0.022028381
0.064000003,510297.25,37.650951,1.6011589e-05,1073.0475,0.022028621
0.064199999,510293.53,37.665539,1.6011718e-05,1073.0767,0.022028862
0.064400002,510289.78,37.680126,1.6011849e-05,1073.1058,0.022029102
0.064599998,510286.06,37.694714,1.6011978e-05,1073.1351,0.022029342
0.064800002,510282.34,37.709305,1.6012107e-05,1073.1643,0.022029582
0.064999998,510278.62,37.723892,1.6012238e-05,1073.1936,0.022029821
0.065200001,510274.91,37.738487,1.6012367e-05,1073.2228,0.022030061
0.065399997,510271.19,37.753078,1.6012498e-05,1073.252,0.022030301
0.0656,510267.47,37.767673,1.6012629e-05,1073.2812,0.022030542
0.065800004,510263.75,37.782269,1.6012758e-05,1073.3105,0.022030784
0.066,510260.03,37.796864,1.6012889e-05,1073.3397,0.022031024
0.066200003,510256.31,37.811459,1.6013018e-05,1073.369,0.022031264
0.066399999,510252.59,37.826057,1.6013149e-05,1073.3982,0.022031505
0.066600002,510248.88,37.840656,1.6013279e-05,1073.4275,0.022031745
0.066799998,510245.16,37.855255,1.601341e-05,1073.4568,0.022031985
0.067000002,510241.41,37.869858,1.6013541e-05,1073.4861,0.022032227
0.067199998,510237.69,37.884457,1.601367e-05,1073.5153,0.022032468
0.067400001,510233.97,37.899059,1.6013801e-05,1073.5446,0.022032708
0.067599997,510230.25,37.913666,1.6013932e-05,1073.5739,0.02203295
0.0678,510226.53,37.928268,1.6014061e-05,1073.6031,0.02203319
0.068000004,510222.81,37.942875,1.6014192e-05,1073.6324,0.022033431
0.0682,510219.09,37.957481,1.6014323e-05,1073.6617,0.022033673
0.068400003,510215.34,37.972088,1.6014452e-05,1073.691,0.022033913
0.068599999,510211.62,37.986698,1.6014583e-05,1073.7203,0.022034155
0.068800002,510207.91,38.001308,1.6014714e-05,1073.7496,0.022034395
0.068999998,510204.19,38.015919,1.6014845e-05,1073.7789,0.022034638
0.069200002,510200.47,38.030529,1.6014974e-05,1073.8082,0.022034878
0.069399998,510196.72,38.045143,1.6015105e-05,1073.8375,0.02203512
0.069600001,510193,38.059757,1.6015236e-05,1073.8669,0.02203536
0.069799997,510189.28,38.074371,1.6015367e-05,1073.8962,0.022035602
0.07,510185.56,38.088985,1.6015498e-05,1073.9255,0.022035845
0.070200004,510181.84,38.103603,1.6015629e-05,1073.9548,0.022036087
0.0704,510178.09,38.118221,1.601576e-05,1073.9843,0.022036327
0.070600003,510174.38,38.132839,1.6015889e-05,1074.0135,0.022036569
0.070799999,510170.66,38.147461,1.601602e-05,1074.043,0.022036811
0.071000002,510166.94,38.162083,1.6016151e-05,1074.0723,0.022037053
0.071199998,510163.19,38.176704,1.6016282e-05,1074.1017,0.022037296
0.071400002,510159.47,38.191326,1.6016413e-05,1074.131,0.022037536
0.071599998,510155.75,38.205952,1.6016544e-05,1074.1604,0.022037778
0.071800001,510152.03,38.220573,1.6016675e-05,1074.1897,0.02203802
0.071999997,510148.28,38.235203,1.6016806e-05,1074.2191,0.022038262
0.0722,510144.56,38.249828,1.6016937e-05,1074.2485,0.022038504
0.072400004,510140.84,38.264458,1.6017068e-05,1074.2778,0.022038747
0.0726,510137.12,38.279083,1.6017199e-05,1074.3073,0.022038989
0.072800003,510133.38,38.293716,1.6017329e-05,1074.3367,0.022039233
0.072999999,510129.66,38.308346,1.601746e-05,1074.3661,0.022039475
0.073200002,510125.94,38.322979,1.6017591e-05,1074.3955,0.022039717
0.073399998,510122.19,38.337612,1.6017722e-05,1074.4248,0.022039959
0.073600002,510118.47,38.352245,1.6017853e-05,1074.4542,0.022040201
0.073799998,510114.75,38.366879,1.6017986e-05,1074.4836,0.022040443
0.074000001,510111,38.381516,1.6018117e-05,1074.5131,0.022040688
0.074199997,510107.28,38.396152,1.6018248e-05,1074.5425,0.02204093
0.0744,510103.56,38.410789,1.6018379e-05,1074.572,0.022041172
0.074600004,510099.81,38.42543,1.601851e-05,1074.6014,0.022041416
0.0748,510096.09,38.440071,1.6018641e-05,1074.6309,0.022041658
0.075000003,510092.38,38.454712,1.6018774e-05,1074.6603,0.022041902
0.075199999,510088.62,38.469353,1.6018905e-05,1074.6897,0.022042144
0.075400002,510084.91,38.483997,1.6019036e-05,1074.7191,0.022042386
0.075599998,510081.16,38.498642,1.6019167e-05,1074.7487,0.02204263
0.075800002,510077.44,38.513287,1.6019298e-05,1074.7781,0.022042874
0.075999998,510073.72,38.527931,1.601943e-05,1074.8075,0.022043116
0.076200001,510069.97,38.54258,1.6019561e-05,1074.837,0.02204336
0.076399997,510066.25,38.557228,1.6019692e-05,1074.8665,0.022043603
