"time","gasForce.f","gasForce.T","gasForce.V","gasForce.v_rel","gasForce.press"
0,-6563.4153718797979,433315.55555555562,0.56000000000000005,0.62831790239942797,835680.00000000012
0.00020000000000000001,-6558.7611136710229,433542.69912515656,0.56069114951073618,0.62831740629956245,835087.40143971797
0.00040000000000000002,-6554.1306611430073,433770.65890708036,0.56138229793005279,0.62831591800074937,834497.83391284919
0.00060000000000000006,-6549.5238348800922,433999.42799068912,0.56207344416653238,0.62831343750533886,833911.27457548247
0.00080000000000000004,-6544.9404557496919,434228.99942799268,0.56276458712876054,0.6283099648172481,833327.70061974844
0.001,-6540.3803449051948,434459.36623392883,0.56345572572532832,0.62830549994196083,832747.08927418943
0.0012000000000000001,-6535.8433237888685,434690.52138664492,0.5641468588648334,0.62830004288652785,832169.41780412907
0.0014,-6531.3292141347547,434922.45782778069,0.56483798545588249,0.62829359365956639,831594.66351204005
0.0016000000000000001,-6526.8378379715341,435155.1684627512,0.56552910440709203,0.62828615227126072,831022.80373791081
0.0018000000000000002,-6522.3690176253931,435388.64616103168,0.56622021462709105,0.6282777187333618,830453.81585960847
0.002,-6517.9225757228724,435622.88375644299,0.56691131502452208,0.62826829305918741,829887.67729324277
0.0022000000000000001,-6513.4983351936926,435857.87404743757,0.56760240450804345,0.62825787526362198,829324.36549352563
0.0024000000000000002,-6509.096119273604,436093.60979738791,0.56829348198633023,0.62824646536311657,828763.85795413365
0.0026000000000000003,-6504.7157515071667,436330.08373487409,0.56898454636807694,0.62823406337568899,828206.13220806257
0.0028,-6500.3570557505627,436567.28855397308,0.56967559656199873,0.62822066932092369,827651.16582798481
0.0030000000000000001,-6496.0198561743809,436805.21691454947,0.57036663147683275,0.62820628321997163,827098.93642660452
0.0032000000000000002,-6491.7039772663848,437043.86144254636,0.57105765002134068,0.62819090509555053,826549.42165700952
0.0034000000000000002,-6487.4092438342705,437283.21473027766,0.57174865110430995,0.62817453497194453,826002.59921302309
0.0036000000000000003,-6483.1354810084076,437523.26933672046,0.57243963363455541,0.62815717287500417,825458.44682955241
0.0038,-6478.8825142445812,437764.01778780966,0.57313059652092135,0.62813881883214684,824916.94228293758
0.0040000000000000001,-6474.6501693267019,438005.45257673261,0.57382153867228325,0.6281194728723557,824378.06339129724
0.0042000000000000006,-6470.438272369508,438247.56616422383,0.57451245899754888,0.62809913502618098,823841.78801487235
0.0044000000000000003,-6466.2466498212634,438490.35097886226,0.57520335640566089,0.62807780532573887,823308.0940563695
0.0045999999999999999,-6462.0751284664366,438733.79941736878,0.5758942298055979,0.62805548380471177,822776.95946130226
0.0048000000000000004,-6457.9235354283583,438977.9038449034,0.5765850781063766,0.62803217049834836,822248.36221832933
0.0050000000000000001,-6453.791698171879,439222.6565953648,0.57727590021705311,0.62800786544346376,821722.28035959345
0.0052000000000000006,-6449.6794445060114,439468.04997169058,0.57796669504672515,0.62798256867843871,821198.69196105702
0.0054000000000000003,-6445.5866025865325,439714.07624615566,0.57865746150453334,0.62795628024322037,820677.57514283387
0.0055999999999999999,-6441.5130009186259,439960.72766067652,0.57934819849966301,0.62792900017932185,820158.90806952608
0.0058000000000000005,-6437.4584683594567,440207.99642711127,0.58003890494134647,0.62790072852982193,819642.66895055107
0.0060000000000000001,-6433.4228341207618,440455.87472756265,0.58072957973886363,0.62787146533936555,819128.8360404718
0.0062000000000000006,-6429.405927771425,440704.35471468267,0.58142022180154496,0.62784121065416321,818617.38763932441
0.0064000000000000003,-6425.4075792400245,440953.42851197562,0.58211083003877218,0.62780996452199134,818108.30209294311
0.0066,-6421.427618817379,441203.08821410383,0.58280140335998076,0.62777772699219159,817601.55779328372
