"time","VGS.p.v","M1.D.i"
0,0,0
5.0000000000000003e-10,0,2.6250000693313819e-05
1.0000000000000001e-09,0,4.5000001386627632e-05
1.5000000000000002e-09,0,5.6250002079941449e-05
2.0000000000000001e-09,0,6.0000002773255253e-05
2.5000000000000001e-09,0,6.0000003466569061e-05
3.0000000000000004e-09,0,6.0000004159882875e-05
3.5000000000000003e-09,0,6.0000004853196676e-05
4.0000000000000002e-09,0,6.0000005546510484e-05
4.5000000000000006e-09,0,6.0000006239824299e-05
5.0000000000000001e-09,0,6.0000006933138106e-05
5.5000000000000004e-09,0,6.0000007626451914e-05
6.0000000000000008e-09,0,6.0000008319765729e-05
6.5000000000000003e-09,0,6.0000009013079537e-05
7.0000000000000006e-09,0,6.0000009706393344e-05
7.500000000000001e-09,0,6.0000010399707152e-05
8.0000000000000005e-09,0,6.0000011093020967e-05
8.5e-09,0,6.0000011786334775e-05
9.0000000000000012e-09,0,6.0000012479648582e-05
9.5000000000000007e-09,0,6.000001317296239e-05
1e-08,0,6.0000013866276198e-05
1.0500000000000001e-08,0,6.0000013866276198e-05
1.1000000000000001e-08,0,6.0000013866276198e-05
1.15e-08,0,6.0000013866276198e-05
1.2000000000000002e-08,0,6.0000013866276198e-05
1.2500000000000001e-08,0,6.0000013866276198e-05
1.3000000000000001e-08,0,6.0000013866276198e-05
1.35e-08,0,6.0000013866276198e-05
1.4000000000000001e-08,0,6.0000013866276198e-05
1.4500000000000001e-08,0,6.0000013866276198e-05
1.5000000000000002e-08,0,6.0000013866276198e-05
1.55e-08,0,6.0000013866276198e-05
1.6000000000000001e-08,0,6.0000013866276198e-05
1.6500000000000002e-08,0,6.0000013866276198e-05
1.7e-08,0,6.0000013866276198e-05
1.7500000000000001e-08,0,6.0000013866276198e-05
1.8000000000000002e-08,0,6.0000013866276198e-05
1.85e-08,0,6.0000013866276198e-05
1.9000000000000001e-08,0,6.0000013866276198e-05
1.9500000000000003e-08,0,6.0000013866276198e-05
2e-08,0,6.0000013866276198e-05
2.0500000000000002e-08,0,6.0000013866276198e-05
2.1000000000000003e-08,0,6.0000013866276198e-05
2.1500000000000001e-08,0,6.0000013866276198e-05
2.2000000000000002e-08,0,6.0000013866276198e-05
2.2500000000000003e-08,0,6.0000013866276198e-05
2.3000000000000001e-08,0,6.0000013866276198e-05
2.3500000000000002e-08,0,6.0000013866276198e-05
2.4000000000000003e-08,0,6.0000013866276198e-05
2.4500000000000001e-08,0,6.0000013866276198e-05
2.5000000000000002e-08,0,6.0000013866276198e-05
2.55e-08,0,6.0000013866276198e-05
2.6000000000000001e-08,0,6.0000013866276198e-05
2.6500000000000002e-08,0,6.0000013866276198e-05
2.7e-08,0,6.0000013866276198e-05
2.7500000000000001e-08,0,6.0000013866276198e-05
2.8000000000000003e-08,0,6.0000013866276198e-05
2.85e-08,0,6.0000013866276198e-05
2.9000000000000002e-08,0,6.0000013866276198e-05
2.9500000000000003e-08,0,6.0000013866276198e-05
3.0000000000000004e-08,0,6.0000013866276198e-05
3.0500000000000002e-08,0,6.0000013866276198e-05
3.1e-08,0,6.0000013866276198e-05
3.1500000000000004e-08,0,6.0000013866276198e-05
3.2000000000000002e-08,0,6.0000013866276198e-05
3.25e-08,0,6.0000013866276198e-05
3.3000000000000004e-08,0,6.0000013866276198e-05
3.3500000000000002e-08,0,6.0000013866276198e-05
3.4e-08,0,6.0000013866276198e-05
3.4500000000000005e-08,0,6.0000013866276198e-05
3.5000000000000002e-08,0,6.0000013866276198e-05
3.55e-08,0,6.0000013866276198e-05
3.6000000000000005e-08,0,6.0000013866276198e-05
3.6500000000000003e-08,0,6.0000013866276198e-05
3.7e-08,0,6.0000013866276198e-05
3.7500000000000005e-08,0,6.0000013866276198e-05
3.8000000000000003e-08,0,6.0000013866276198e-05
3.8500000000000001e-08,0,6.0000013866276198e-05
3.9000000000000005e-08,0,6.0000013866276198e-05
3.9500000000000003e-08,0,6.0000013866276198e-05
4.0000000000000001e-08,0,6.0000013866276198e-05
4.0500000000000005e-08,2.5000000000000222,0.00030375001386627926
4.1000000000000003e-08,5.0000000000000115,0.00073500001386627876
4.1000000000000003e-08,5,0.00073500001386627638
4.1500000000000001e-08,5,0.00073500001386627638
4.2000000000000006e-08,5,0.00073500001386627638
4.2500000000000003e-08,5,0.00073500001386627638
4.3000000000000001e-08,5,0.00073500001386627638
4.3500000000000006e-08,5,0.00073500001386627638
4.4000000000000004e-08,5,0.00073500001386627638
4.4500000000000001e-08,5,0.00073500001386627638
4.5000000000000006e-08,5,0.00073500001386627638
4.5500000000000004e-08,5,0.00073500001386627638
4.6000000000000002e-08,5,0.00073500001386627638
4.6500000000000006e-08,5,0.00073500001386627638
4.7000000000000004e-08,5,0.00073500001386627638
4.7500000000000002e-08,5,0.00073500001386627638
4.8000000000000006e-08,5,0.00073500001386627638
4.8500000000000004e-08,5,0.00073500001386627638
4.9000000000000002e-08,5,0.00073500001386627638
4.95e-08,5,0.00073500001386627638
5.0000000000000004e-08,5,0.00073500001386627638
5.0500000000000002e-08,5,0.00073500001386627638
5.1e-08,5,0.00073500001386627638
5.1e-08,5.000000000000008,0.000735000013866278
5.1500000000000005e-08,2.4999999999999876,0.00030375001386627454
5.2000000000000002e-08,0,6.0000013866276198e-05
5.25e-08,0,6.0000013866276198e-05
5.3000000000000005e-08,0,6.0000013866276198e-05
5.3500000000000003e-08,0,6.0000013866276198e-05
5.4e-08,0,6.0000013866276198e-05
5.4500000000000005e-08,0,6.0000013866276198e-05
5.5000000000000003e-08,0,6.0000013866276198e-05
5.5500000000000001e-08,0,6.0000013866276198e-05
5.6000000000000005e-08,0,6.0000013866276198e-05
5.6500000000000003e-08,0,6.0000013866276198e-05
5.7000000000000001e-08,0,6.0000013866276198e-05
5.7500000000000005e-08,0,6.0000013866276198e-05
5.8000000000000003e-08,0,6.0000013866276198e-05
5.8500000000000001e-08,0,6.0000013866276198e-05
5.9000000000000006e-08,0,6.0000013866276198e-05
5.9500000000000003e-08,0,6.0000013866276198e-05
6.0000000000000008e-08,0,6.0000013866276198e-05
