"Time","aimc.is[1]","aimc.is[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","transformer.l2sigma.inductor[2].i","transformer.l2sigma.inductor[3].i","loadInertia.phi","loadInertia.w"
2.0441999,391.14075,-322.43448,351.26303,225.97496,-321.48657,-245.14888,-0.012067357,-0.0046418752,137.76508,134.62479
2.0443001,396.29343,-314.92609,351.26675,227.69142,-321.35553,-246.70409,-0.011674187,-0.0051614572,137.77853,134.66693
2.0444,401.0675,-307.09476,351.26294,229.36832,-321.21725,-248.22043,-0.011269497,-0.0056759454,137.79201,134.70917
2.0445001,405.4585,-298.94885,351.25092,231.00577,-321.07111,-249.69804,-0.010853685,-0.0061848317,137.80548,134.75151
2.0446,409.46237,-290.49704,351.23004,232.60393,-320.9165,-251.1371,-0.010427162,-0.0066876141,137.81895,134.79395
2.0446999,413.07547,-281.74832,351.19968,234.16298,-320.75278,-252.53777,-0.0099903475,-0.0071837963,137.83243,134.83647
2.0448,416.29456,-272.71204,351.15918,235.68309,-320.57935,-253.90024,-0.009543675,-0.0076728887,137.84592,134.8791
2.0448999,419.11676,-263.39767,351.10791,237.16447,-320.39554,-255.22473,-0.009087584,-0.008154409,137.85941,134.92181
2.0450001,421.53967,-253.81512,351.04523,238.60735,-320.20081,-256.51147,-0.0086225234,-0.0086278813,137.87291,134.9646
2.0451,423.56125,-243.97446,350.97052,240.01196,-319.99457,-257.76071,-0.0081489542,-0.0090928385,137.8864,135.00748
2.0452001,425.17987,-233.886,350.88318,241.37856,-319.77621,-258.97275,-0.0076673427,-0.0095488224,137.8999,135.05042
2.0453,426.39438,-223.56036,350.78262,242.70743,-319.54517,-260.1478,-0.007178165,-0.0099953832,137.91341,135.09343
2.0453999,427.20395,-213.00835,350.66827,243.99887,-319.30087,-261.28622,-0.0066819023,-0.010432079,137.92693,135.13652
2.0455,427.60825,-202.24095,350.53952,245.25319,-319.04282,-262.38831,-0.0061790454,-0.010858478,137.94044,135.17966
2.0455999,427.6073,-191.26942,350.39581,246.47072,-318.77039,-263.45441,-0.0056700907,-0.011274163,137.95396,135.22285
2.0457001,427.20154,-180.10518,350.2366,247.65179,-318.48312,-264.48483,-0.005155541,-0.011678721,137.96748,135.26611
2.0458,426.39188,-168.75981,350.06134,248.7968,-318.18045,-265.47998,-0.0046359021,-0.012071752,137.98102,135.30942
2.0459001,425.1796,-157.24507,349.86951,249.90608,-317.86194,-266.44025,-0.0041116881,-0.012452871,137.99455,135.35277
2.046,423.56635,-145.57291,349.66058,250.98006,-317.52701,-267.36597,-0.0035834168,-0.012821699,138.00809,135.39615
2.0460999,421.55426,-133.75536,349.43405,252.01912,-317.17523,-268.2576,-0.0030516093,-0.013177875,138.02162,135.43956
2.0462,419.14581,-121.80463,349.18942,253.0237,-316.80612,-269.11557,-0.0025167894,-0.013521045,138.03517,135.48302
2.0462999,416.34393,-109.73302,348.92621,253.99423,-316.41922,-269.94028,-0.0019794856,-0.013850871,138.04872,135.52649
2.0464001,413.15192,-97.552963,348.64398,254.93117,-316.0141,-270.73218,-0.0014402283,-0.014167028,138.06227,135.56998
2.0465,409.57343,-85.276947,348.34222,255.83498,-315.5903,-271.49176,-0.00089954975,-0.014469204,138.07584,135.61349
2.0466001,405.61258,-72.917557,348.02057,256.70615,-315.14743,-272.21948,-0.00035798294,-0.0147571,138.0894,135.65701
2.0467,401.27383,-60.487442,347.67853,257.54514,-314.68512,-272.91583,0.00018393729,-0.015030432,138.10297,135.70053
2.0467999,396.56201,-47.999306,347.31577,258.35245,-314.20291,-273.5813,0.00072567596,-0.015288931,138.11655,135.74406
2.0469,391.48236,-35.465893,346.93179,259.12863,-313.70047,-274.21643,0.0012666987,-0.015532343,138.13011,135.78758
2.0469999,386.04044,-22.899961,346.52631,259.87421,-313.17746,-274.82172,0.0018064717,-0.015760424,138.14369,135.8311
2.0471001,380.24219,-10.314293,346.09891,260.58969,-312.63348,-275.39767,0.0023444621,-0.015972951,138.15729,135.87459
2.0472,374.09393,2.2783344,345.64926,261.27563,-312.06824,-275.94489,0.0028801388,-0.016169718,138.17087,135.91808
2.0473001,367.60229,14.865157,345.177,261.93262,-311.48141,-276.46387,0.0034129736,-0.016350525,138.18446,135.96153
2.0474,360.77429,27.433439,344.68185,262.56119,-310.87271,-276.95523,0.0039424403,-0.016515195,138.19806,136.00496
2.0474999,353.61722,39.970482,344.16348,263.16193,-310.24185,-277.41946,0.0044680163,-0.016663566,138.21167,136.04836
2.0476,346.1387,52.463646,343.62161,263.73541,-309.58853,-277.85721,0.0049891835,-0.016795496,138.22528,136.09171
2.0476999,338.34671,64.900345,343.05597,264.28226,-308.91254,-278.26904,0.0055054273,-0.016910847,138.23889,136.13501
2.0478001,330.24954,77.268089,342.46628,264.80307,-308.21362,-278.65552,0.0060162377,-0.01700951,138.2525,136.17828
2.0479,321.85571,89.554466,341.85233,265.29843,-307.49155,-279.01727,0.0065211114,-0.017091386,138.26613,136.2215
2.0480001,313.17407,101.74717,341.2139,265.76898,-306.74612,-279.35492,0.0070195496,-0.017156396,138.27974,136.26465
2.0481,304.21375,113.83402,340.55075,266.21533,-305.97714,-279.66907,0.0075110607,-0.017204473,138.29338,136.30774
2.0481999,294.98416,125.80296,339.86273,266.63812,-305.18445,-279.9603,0.0079951594,-0.017235572,138.30701,136.35075
2.0483,285.49496,137.64206,339.14966,267.03799,-304.36789,-280.22928,0.0084713679,-0.017249661,138.32065,136.39371
2.0483999,275.75604,149.33957,338.41135,267.41556,-303.52731,-280.47659,0.0089392178,-0.017246727,138.33429,136.43658
2.0485001,265.77753,160.88388,337.64767,267.77151,-302.6626,-280.70291,0.0093982443,-0.017226772,138.34793,136.47939
2.0486,255.56981,172.26358,336.85852,268.10645,-301.77362,-280.90887,0.0098479968,-0.017189816,138.36159,136.52209
2.0487001,245.14345,183.46744,336.04376,268.42105,-300.86029,-281.09509,0.010288031,-0.017135896,138.37523,136.56473
2.0488,234.50923,194.48441,335.20334,268.71597,-299.92255,-281.26224,0.010717913,-0.017065065,138.3889,136.60725
2.0488999,223.67815,205.30367,334.33713,268.99185,-298.9603,-281.41092,0.011137216,-0.016977392,138.40256,136.64969
2.049,212.66135,215.91463,333.44513,269.24939,-297.97354,-281.54181,0.01154553,-0.016872965,138.41623,136.69202
2.0490999,201.47017,226.30688,332.52725,269.48923,-296.96222,-281.65555,0.01194245,-0.016751885,138.4299,136.73425
2.0492001,190.11607,236.47034,331.58353,269.71204,-295.9263,-281.75281,0.012327584,-0.016614275,138.44357,136.77637
2.0493,178.61072,246.3951,330.61386,269.91849,-294.86581,-281.8342,0.012700553,-0.016460266,138.45724,136.81837
2.0494001,166.96585,256.07153,329.61835,270.10922,-293.78079,-281.90042,0.013060988,-0.016290013,138.47093,136.86026
2.0495,155.19336,265.49033,328.59695,270.28494,-292.67123,-281.95206,0.013408534,-0.016103685,138.48462,136.90202
2.0495999,143.30524,274.6424,327.54977,270.44629,-291.5372,-281.98981,0.013742847,-0.015901463,138.49832,136.94368
2.0497,131.31355,283.51895,326.47681,270.59393,-290.37875,-282.01434,0.014063599,-0.015683549,138.51201,136.98518
2.0497999,119.2305,292.11151,325.37814,270.72852,-289.19598,-282.02625,0.014370471,-0.015450155,138.52571,137.02658
2.0499001,107.06831,300.41193,324.25388,270.85077,-287.98898,-282.02618,0.014663163,-0.015201516,138.53941,137.06783
2.05,94.839272,308.41229,323.10413,270.96127,-286.75787,-282.01483,0.014941383,-0.014937874,138.55313,137.10895
