"time","integrator.y","der1.y","cosB.phi","cosBminus.phi","sinA.phi","sinAminus.phi"
0,0,0,0,0,0,0
2.5000000000000001e-05,1.8865546060739371e-07,0.015395160216486174,1.9635304074068661e-07,1.9635304074068661e-07,1.9635304074068661e-07,1.9635304074068661e-07
5.0000000000000002e-05,7.6985093069225092e-07,0.031102498089868889,7.8540217973825242e-07,7.8540217973825242e-07,7.8540217973825242e-07,7.8540217973825242e-07
7.5000000000000007e-05,1.7437452441568094e-06,0.046809959992826736,1.7671502241550971e-06,1.7671502241550971e-06,1.7671502241550971e-06,1.7671502241550971e-06
0.0001,3.1103383007721681e-06,0.062517766816562736,3.14159718421101e-06,3.14159718421101e-06,3.14159718421101e-06,3.14159718421101e-06
0.000125,4.8696304258968619e-06,0.078225623573245473,4.9087432376185019e-06,4.9087432376185019e-06,4.9087432376185019e-06,4.9087432376185019e-06
0.00015000000000000001,7.021621583513312e-06,0.093933534825081197,7.0685883508296847e-06,7.0685883508296847e-06,7.0685883508296847e-06,7.0685883508296847e-06
0.000175,9.5663117598977281e-06,0.10964150231410752,9.6211325110617986e-06,9.6211325110617986e-06,9.6211325110617986e-06,9.6211325110617986e-06
0.00020000000000000001,1.2503700955050119e-05,0.1253495265690204,1.2566375718314848e-05,1.2566375718314848e-05,1.2566375718314848e-05,1.2566375718314848e-05
0.00022500000000000002,1.5833789268435153e-05,0.14105750027232258,1.5904318018558823e-05,1.5904318018558823e-05,1.5904318018558823e-05,1.5904318018558823e-05
0.00025000000000000001,1.9556576669415162e-05,0.15676545646550219,1.9634959397633775e-05,1.9634959397633775e-05,1.9634959397633775e-05,1.9634959397633775e-05
0.00027500000000000002,2.3672063139294706e-05,0.17247341503765173,2.3758299846899177e-05,2.3758299846899177e-05,2.3758299846899177e-05,2.3758299846899177e-05
0.00030000000000000003,2.8180248678073801e-05,0.18818137634166551,2.8274339366355026e-05,2.8274339366355026e-05,2.8274339366355026e-05,2.8274339366355026e-05
0.00032500000000000004,3.3081133285752434e-05,0.20388934039655768,3.3183077956001311e-05,3.3183077956001311e-05,3.3183077956001311e-05,3.3183077956001311e-05
0.00035,3.8374716962330592e-05,0.2195973069084485,3.848451561583803e-05,3.848451561583803e-05,3.848451561583803e-05,3.848451561583803e-05
0.00037500000000000001,4.4060999707808304e-05,0.23530527618126015,4.4178652345865202e-05,4.4178652345865202e-05,4.4178652345865202e-05,4.4178652345865202e-05
0.00040000000000000002,5.0139981522185559e-05,0.25101324780909445,5.0265488146082821e-05,5.0265488146082821e-05,5.0265488146082821e-05,5.0265488146082821e-05
0.00042500000000000003,5.6611662433275453e-05,0.26672121481445987,5.6745023040792499e-05,5.6745023040792499e-05,5.6745023040792499e-05,5.6745023040792499e-05
0.00045000000000000004,6.347604243880441e-05,0.28242917822344538,6.3617257028007653e-05,6.3617257028007653e-05,6.3617257028007653e-05,6.3617257028007653e-05
0.000475,7.0733121523467398e-05,0.29813714185118223,7.0882190094355652e-05,7.0882190094355652e-05,7.0882190094355652e-05,7.0882190094355652e-05
0.00050000000000000001,7.8382899687264517e-05,0.31384510495430079,7.8539822239836468e-05,7.8539822239836468e-05,7.8539822239836468e-05,7.8539822239836468e-05
0.00052500000000000008,8.6425376930195701e-05,0.32955306845027998,8.6590153464450169e-05,8.6590153464450169e-05,8.6590153464450169e-05,8.6590153464450169e-05
0.00055000000000000003,9.4860553252260936e-05,0.34526103184382917,9.503318376819666e-05,9.503318376819666e-05,9.503318376819666e-05,9.503318376819666e-05
0.00057499999999999999,0.00010368842865346025,0.36096899504048718,0.00010386891315107596,0.00010386891315107596,0.00010386891315107596,0.00010386891315107596
0.00060000000000000006,0.00011290900313379363,0.37667695838578941,0.00011309734161308812,0.00011309734161308812,0.00011309734161308812,0.00011309734161308812
0.00062500000000000001,0.00012252227669326109,0.39238492181771933,0.00012271846915423311,0.00012271846915423311,0.00012271846915423311,0.00012271846915423311
0.00065000000000000008,0.00013252824933186267,0.40809288535405797,0.00013273229577451094,0.00013273229577451094,0.00013273229577451094,0.00013273229577451094
0.00067500000000000004,0.00014292692104959825,0.42380084869236706,0.00014313882147392158,0.00014313882147392158,0.00014313882147392158,0.00014313882147392158
0.00069999999999999999,0.00015371829184646793,0.43950881214435472,0.00015393804625246505,0.00015393804625246505,0.00015393804625246505,0.00015393804625246505
0.00072500000000000006,0.00016490236172247169,0.45521677535223426,0.00016512997011014139,0.00016512997011014139,0.00016512997011014139,0.00016512997011014139
0.00075000000000000002,0.0001764791306776095,0.47092473867064827,0.00017671459304695051,0.00017671459304695051,0.00017671459304695051,0.00017671459304695051
0.00077500000000000008,0.00018844859871188145,0.48663270188595459,0.00018869191506289251,0.00018869191506289251,0.00018869191506289251,0.00018869191506289251
0.00080000000000000004,0.00020081076582528738,0.50234066515856102,0.0002010619361579673,0.0002010619361579673,0.0002010619361579673,0.0002010619361579673
0.000825,0.00021356563202128208,0.51804862883026226,0.00021382465633562852,0.00021382465633562852,0.00021382465633562852,0.00021382465633562852
0.00085000000000000006,0.00022671319730888269,0.53375659192955904,0.00022698007560489124,0.00022698007560489124,0.00022698007560489124,0.00022698007560489124
0.00087500000000000002,0.00024025346167740177,0.54946455524818982,0.00024052819395507059,0.00024052819395507059,0.00024052819395507059,0.00024052819395507059
