"Time","source.i","load.v","load.i"
6.1999999e-05,-23.404409,0,-0
6.2999999e-05,-23.781851,0,-0
6.4e-05,-24.15929,0,-0
6.5e-05,-24.536728,0,-0
6.6000001e-05,-24.914162,0,-0
6.7000001e-05,-25.291594,0,-0
6.8000001e-05,-25.669024,0,-0
6.9000002e-05,-26.04645,0,-0
7.0000002e-05,-26.423876,0,-0
7.1000002e-05,-26.801296,0,-0
7.2000003e-05,-27.178717,0,-0
7.3000003e-05,-27.556131,0,-0
7.4000003e-05,-27.933546,0,-0
7.5000004e-05,-28.310957,0,-0
7.5999997e-05,-28.688366,0,-0
7.6999997e-05,-29.065771,0,-0
7.7999997e-05,-29.443172,0,-0
7.8999998e-05,-29.820572,0,-0
7.9999998e-05,-30.197969,0,-0
8.0999998e-05,-30.575363,0,-0
8.1999999e-05,-30.952753,0,-0
8.2999999e-05,-31.330141,0,-0
8.3999999e-05,-31.707525,0,-0
8.5e-05,-32.084908,0,-0
8.6e-05,-32.462284,0,-0
8.7e-05,-32.839661,0,-0
8.8000001e-05,-33.21703,0,-0
8.9000001e-05,-33.594398,0,-0
9.0000001e-05,-33.971764,0,-0
9.1000002e-05,-34.349129,0,-0
9.2000002e-05,-34.726486,0,-0
9.3000002e-05,-35.10384,0,-0
9.4000003e-05,-35.481194,0,-0
9.5000003e-05,-35.85854,0,-0
9.6000003e-05,-36.235886,0,-0
9.6999996e-05,-36.613224,0,-0
9.7999997e-05,-36.990562,0,-0
9.8999997e-05,-37.367897,0,-0
9.9999997e-05,-37.745224,0,-0
0.000101,-38.122551,0,-0
0.000102,-38.499874,0,-0
0.000103,-38.877193,0,-0
0.000104,-39.254509,0,-0
0.000105,-39.631821,0,-0
0.000106,-40.009125,0,-0
0.000107,-40.386429,0,-0
0.000108,-40.763729,0,-0
0.000109,-41.141022,0,-0
0.00011,-41.518314,0,-0
0.000111,-41.895599,0,-0
0.000112,-42.272884,0,-0
0.000113,-42.650162,0,-0
0.000114,-43.027435,0,-0
0.000115,-43.404705,0,-0
0.000116,-43.781971,0,-0
0.000117,-44.159233,0,-0
0.000118,-44.536491,0,-0
0.000119,-44.913746,0,-0
0.00012,-45.290993,0,-0
0.000121,-45.668236,0,-0
0.000122,-46.045475,0,-0
0.00012300001,-46.42271,0,-0
0.000124,-46.799942,0,-0
0.00012500001,-47.177166,0,-0
0.000126,-47.554386,0,-0
0.00012700001,-47.931602,0,-0
0.000128,-48.308815,0,-0
0.00012899999,-48.686024,0,-0
0.00013,-49.063225,0,-0
0.00013099999,-49.440422,0,-0
0.000132,-49.817612,0,-0
0.00013299999,-50.194801,0,-0
0.000134,-50.571983,0,-0
0.00013499999,-50.949162,0,-0
0.000136,-51.326332,0,-0
0.000137,-51.703499,0,-0
0.000138,-52.080662,0,-0
0.000139,-52.457821,0,-0
0.00014,-52.834972,0,-0
0.000141,-53.212116,0,-0
0.000142,-53.58926,0,-0
0.000143,-53.966396,0,-0
0.00014400001,-54.343525,0,-0
0.000145,-54.720654,0,-0
0.00014600001,-55.097771,0,-0
0.000147,-55.474888,0,-0
0.00014800001,-55.851997,0,-0
0.000149,-56.229099,0,-0
0.00015000001,-56.606197,0,-0
0.000151,-56.983288,0,-0
0.00015199999,-57.360378,0,-0
0.000153,-57.737457,0,-0
0.00015399999,-58.114532,0,-0
0.000155,-58.491604,0,-0
0.00015599999,-58.868668,0,-0
0.000157,-59.245724,0,-0
0.000158,-59.622776,0,-0
0.000159,-59.999825,0,-0
0.00016,-60.376865,0,-0
0.000161,-60.753899,0,-0
0.000162,-61.130928,0,-0
0.000163,-61.50795,0,-0
0.000164,-61.884968,0,-0
0.000165,-62.261978,0,-0
0.000166,-62.638981,0,-0
0.00016700001,-63.01598,0,-0
0.000168,-63.392971,0,-0
0.00016900001,-63.769955,0,-0
0.00017,-64.146935,0,-0
0.00017100001,-64.523911,0,-0
0.000172,-64.900871,0,-0
0.00017299999,-65.277832,0,-0
0.000174,-65.654785,0,-0
0.00017499999,-66.031738,0,-0
0.000176,-66.408676,0,-0
0.00017699999,-66.785614,0,-0
0.000178,-67.162537,0,-0
0.000179,-67.539459,0,-0
0.00018,-67.916374,0,-0
0.000181,-68.293282,0,-0
0.000182,-68.670181,0,-0
0.000183,-69.047073,0,-0
0.000184,-69.423965,0,-0
0.000185,-69.800842,0,-0
0.000186,-70.177719,0,-0
0.000187,-70.554581,0,-0
0.00018800001,-70.931442,0,-0
0.000189,-71.308296,0,-0
0.00019000001,-71.685143,0,-0
0.000191,-72.061981,0,-0
0.00019200001,-72.438812,0,-0
0.000193,-72.815636,0,-0
0.00019399999,-73.192451,3.1554436e-30,-6.1104904e-33
0.000195,-73.56926,0,-0
0.00019599999,-73.946068,-3.6734198e-40,8.8982452e-43
0.000197,-74.322861,2.7550649e-40,-7.1185962e-43
0.00019799999,-74.699646,1.8367099e-40,-3.5592981e-43
0.000199,-75.076431,2.8698593e-41,-7.8472714e-44
0.00019999999,-75.453201,-2.2958874e-41,5.6051939e-44
0.000201,-75.829964,-3.4438311e-41,1.1070258e-43
0.000202,-76.206726,-3.2798291e-28,8.0454228e-31
0.000203,-76.583473,-2.2958874e-41,6.7262326e-44
0.000204,-76.96022,1.1479437e-41,-2.8025969e-44
0.000205,-77.336952,1.7219156e-41,-4.4841551e-44
0.000206,-77.713684,-1.7219156e-41,4.4841551e-44
0.000207,-78.090401,1.1479437e-41,-3.3631163e-44
0.000208,-78.467117,5.7397185e-42,-1.1210388e-44
0.00020900001,-78.843819,-4.6967981e-27,1.1521248e-29
0.00021,-79.22052,0,-0
0.00021100001,-79.597206,-2.2958874e-41,5.6051939e-44
0.000212,-79.973885,4.5917748e-41,-1.1070258e-43
0.00021300001,-80.350563,2.2958874e-41,-5.6051939e-44
0.000214,-80.727226,0,-0
0.00021499999,-81.103882,4.3490456e-27,-1.0668209e-29
0.000216,-81.480537,3.5873241e-43,-1.4012985e-45
0.00021699999,-81.857178,-8.6095778e-42,2.2420775e-44
0.000218,-82.23381,0,-5.6051939e-45
0.00021899999,-82.610435,-4.3047889e-42,1.1210388e-44
0.00022,-82.987053,0,-0
0.00022099999,-83.363663,1.4349296e-42,-5.6051939e-45
0.000222,-83.740257,-1.7219156e-41,4.4841551e-44
0.000223,-84.116852,0,2.2420775e-44
0.000224,-84.493439,4.2561596e-27,-1.0440362e-29
0.000225,-84.87001,0,-2.8025969e-45
0.000226,-85.246582,-2.8698593e-42,8.4077908e-45
0.000227,-85.623138,-4.4841551e-43,1.4012985e-45
0.000228,-85.999687,-5.7397185e-42,2.2420775e-44
0.000229,-86.376236,0,-0
0.00023000001,-86.752769,1.1479437e-41,-3.3631163e-44
0.000231,-87.129288,-1.8295926e-27,4.4879919e-30
0.00023200001,-87.505806,4.1741387e-28,-1.0239165e-30
0.000233,-87.882317,1.8088171e-26,-4.4370293e-29
0.00023400001,-88.258812,2.2958874e-41,-5.6051939e-44
0.000235,-88.635307,-3.7335207e-27,9.1583288e-30
0.00023600001,-89.011787,3.6054333e-28,-8.8441289e-31
0.000237,-89.38826,5.7397185e-42,-2.2420775e-44
0.00023799999,-89.764725,-5.7397185e-42,1.6815582e-44
0.000239,-90.141174,-2.8698593e-42,7.0064923e-45
0.00023999999,-90.517624,-1.3256259e-26,3.2517609e-29
0.000241,-90.894058,7.4998716e-28,-1.8397186e-30
0.00024199999,-91.270493,0,-2.8025969e-45
0.000243,-91.646912,1.1479437e-41,-2.8025969e-44
0.000244,-92.023323,1.0558006e-27,-2.5898794e-30
0.000245,-92.399719,-1.4349296e-42,5.6051939e-45
0.00024600001,-92.776115,7.1746481e-42,-1.6815582e-44
0.00024699999,-93.152496,1.793662e-43,-0
0.000248,-93.52887,1.4349296e-42,-5.6051939e-45
0.000249,-93.905235,1.4349296e-42,-2.8025969e-45
0.00025000001,-94.281586,1.27877e-26,-3.1368235e-29
0.00025099999,-94.657936,1.4349296e-42,-5.6051939e-45
0.000252,-95.034271,6.1184487e-27,-1.5008558e-29
0.00025300001,-95.410599,-6.2583999e-27,1.5351858e-29
0.00025400001,-95.786919,4.3047889e-42,-1.2611686e-44
0.00025499999,-96.163223,-4.3437093e-27,1.0655121e-29
0.000256,-96.539528,9.801579e-27,-2.4043278e-29
0.00025700001,-96.915817,0,-0
0.00025799999,-97.292091,-5.4648563e-27,1.3405297e-29
0.00025899999,-97.668365,1.0680551e-26,-2.6199397e-29
0.00026,-98.044624,-5.9405694e-29,1.4572237e-31
0.00026100001,-98.420876,4.2794549e-27,-1.0497504e-29
0.00026199999,-98.797119,7.3334097e-27,-1.7988858e-29
0.00026299999,-99.173347,0,-0
0.000264,-99.549568,-1.4470621e-26,3.5496445e-29
0.00026500001,-99.925781,-1.4344414e-26,3.5186854e-29
0.00026599999,-100.30198,7.0244404e-27,-1.7230957e-29
0.000267,-100.67818,-5.1333205e-27,1.2592038e-29
0.000268,-101.05436,-6.4542812e-27,1.5832355e-29
0.00026900001,-101.43053,3.3320252e-27,-8.1734594e-30
0.00026999999,-101.80669,3.0143879e-27,-7.3942951e-30
0.000271,-102.18285,-6.8485144e-28,1.6799417e-30
0.000272,-102.55898,-7.314155e-27,1.7941626e-29
0.00027300001,-102.93512,2.5804693e-26,-6.3298926e-29
0.00027399999,-103.31124,-1.2543264e-26,3.0768636e-29
0.000275,-103.68735,2.5849123e-27,-6.3407918e-30
0.00027600001,-104.06345,2.5225642e-27,-6.18785e-30
0.00027700001,-104.43954,-8.1550869e-27,2.0004433e-29
0.00027799999,-104.81562,3.6124845e-27,-8.8614271e-30
0.000279,-105.1917,-1.3275583e-26,3.2565017e-29
0.00028000001,-105.56776,-1.1732389e-26,2.8779559e-29
0.00028099999,-105.9438,7.2213876e-27,-1.7714069e-29
0.00028199999,-106.31984,-3.3954349e-27,8.3290038e-30
0.000283,-106.69587,-3.0949831e-28,7.5919952e-31
0.00028400001,-107.07189,-6.0295821e-27,1.4790569e-29
0.00028499999,-107.4479,-1.1157883e-26,2.7370293e-29
0.00028599999,-107.82389,6.5753174e-27,-1.6129257e-29
0.000287,-108.19988,3.4874755e-27,-8.5547792e-30
0.00028800001,-108.57585,-4.2927079e-27,1.0530015e-29
0.00028899999,-108.95182,-7.7120976e-28,1.891777e-30
0.00029,-109.32777,-4.6461812e-27,1.1397084e-29
0.000291,-109.70372,5.3191643e-28,-1.3047911e-30
0.00029200001,-110.07965,1.1904742e-26,-2.920234e-29
0.00029299999,-110.45557,-5.8614865e-27,1.437823e-29
0.000294,-110.83148,-2.0491744e-27,5.0266271e-30
0.00029500001,-111.20738,4.1959631e-27,-1.02927e-29
0.00029600001,-111.58327,-3.1994328e-27,7.8482104e-30
0.00029699999,-111.95914,4.371777e-27,-1.0723971e-29
0.000298,-112.33501,-3.4670649e-27,8.5047118e-30
0.00029900001,-112.71087,9.2057217e-28,-2.2581641e-30
0.00030000001,-113.08672,-4.8277902e-27,1.1842572e-29
0.00030099999,-113.46255,1.8441598e-27,-4.5237251e-30
0.000302,-113.83837,4.5770395e-27,-1.1227482e-29
0.00030300001,-114.21418,3.8250945e-27,-9.3829592e-30
0.00030399999,-114.58998,8.9892503e-27,-2.2050635e-29
0.00030499999,-114.96577,-6.2056983e-27,1.5222582e-29
0.000306,-115.34155,9.5291015e-27,-2.3374891e-29
0.00030700001,-115.71731,-8.6954042e-28,2.1329825e-30
0.00030799999,-116.09306,1.27636e-26,-3.1309118e-29
0.000309,-116.46881,-6.5273078e-28,1.6011484e-30
0.00031,-116.84454,5.4275325e-27,-1.331374e-29
0.00031100001,-117.22026,-8.9704492e-28,2.2004515e-30
0.00031199999,-117.59597,6.1239888e-27,-1.5022148e-29
0.000313,-117.97166,2.448973e-27,-6.0073321e-30
0.000314,-118.34735,-1.9800409e-27,4.8570415e-30
0.00031500001,-118.72302,2.4338474e-27,-5.970229e-30
0.00031599999,-119.09869,5.2730806e-28,-1.2934876e-30
0.000317,-119.47433,3.1272883e-27,-7.6712393e-30
0.00031800001,-119.84997,-7.3582234e-28,1.8049725e-30
0.00031900001,-120.22559,-5.0560715e-27,1.2402546e-29
0.00031999999,-120.60121,-4.0846393e-27,1.0019623e-29
0.000321,-120.97681,-1.3996765e-27,3.4334072e-30
0.00032200001,-121.3524,3.9366193e-27,-9.6565292e-30
0.00032299999,-121.72798,3.1770699e-27,-7.7933545e-30
0.00032399999,-122.10355,-1.0019426e-26,2.4577659e-29
0.000325,-122.4791,2.6560095e-27,-6.515193e-30
0.00032600001,-122.85464,1.6869612e-26,-4.1381169e-29
0.00032699999,-123.23018,-2.6880978e-27,6.5939049e-30
0.00032799999,-123.60569,-3.6179376e-27,8.8748018e-30
0.000329,-123.9812,-4.0411387e-27,9.9129164e-30
0.00033000001,-124.35669,-2.0621238e-27,5.0583911e-30
0.00033099999,-124.73218,1.0869171e-27,-2.6662076e-30
0.000332,-125.10764,-2.5022533e-27,6.1380286e-30
0.000333,-125.4831,-2.837961e-27,6.9615198e-30
0.00033400001,-125.85854,4.5392709e-27,-1.1134835e-29
0.00033499999,-126.23398,-5.1194215e-27,1.2557943e-29
0.000336,-126.6094,-1.3045756e-27,3.2001248e-30
0.000337,-126.9848,-1.3762506e-26,3.3759436e-29
0.00033800001,-127.3602,-9.4516861e-27,2.3184992e-29
0.00033899999,-127.73558,-2.9671967e-27,7.2785354e-30
0.00034,-128.11095,-1.894743e-27,4.647805e-30
0.00034100001,-128.4863,-3.388884e-27,8.3129343e-30
0.00034200001,-128.86165,4.0743535e-29,-9.9943915e-32
0.00034299999,-129.23698,2.1850265e-28,-5.3598715e-31
0.000344,-129.61229,2.5180367e-27,-6.1767455e-30
0.00034500001,-129.98761,-3.8126403e-28,9.3524108e-31
0.00034599999,-130.3629,-8.1856368e-27,2.0079372e-29
0.00034699999,-130.73817,3.1100847e-27,-7.6290396e-30
0.000348,-131.11345,1.7973474e-27,-4.4088941e-30
0.00034900001,-131.48869,3.8679853e-27,-9.4881699e-30
0.00034999999,-131.86394,-2.7456735e-27,6.7351388e-30
0.000351,-132.23917,4.8358187e-27,-1.1862266e-29
0.000352,-132.61438,-3.5372284e-27,8.676823e-30
0.00035300001,-132.98958,6.3587851e-28,-1.5598105e-30
0.00035399999,-133.36478,3.1806818e-27,-7.8022138e-30
0.000355,-133.73994,4.6977903e-27,-1.1523683e-29
0.000356,-134.11511,-1.1639581e-26,2.8551899e-29
0.00035700001,-134.49026,-4.6109891e-27,1.1310759e-29
0.00035799999,-134.86539,-7.1753775e-28,1.76012e-30
0.000359,-135.24051,2.573105e-27,-6.3118284e-30
0.00036000001,-135.61563,-2.619834e-27,6.4264536e-30
0.00036100001,-135.99072,6.6998488e-27,-1.6434732e-29
0.00036199999,-136.3658,-1.9071467e-27,4.6782324e-30
0.000363,-136.74088,4.3447554e-28,-1.0657688e-30
0.00036400001,-137.11592,3.4147296e-27,-8.3763335e-30
0.00036500001,-137.49097,7.0764421e-27,-1.7358516e-29
0.00036599999,-137.866,-1.8682252e-27,4.5827574e-30
0.000367,-138.24101,-2.8263659e-27,6.9330777e-30
0.00036800001,-138.61601,-1.8172489e-26,4.4577126e-29
0.00036899999,-138.991,-2.1970758e-27,5.3894279e-30
0.00036999999,-139.36598,-4.4459507e-27,1.090592e-29
0.000371,-139.74094,-1.1094585e-27,2.7215025e-30
0.00037200001,-140.11588,-3.5214173e-27,8.6380388e-30
0.00037299999,-140.49081,2.0966292e-27,-5.1430327e-30
0.000374,-140.86574,-2.0648765e-27,5.0651431e-30
0.000375,-141.24063,2.5959377e-27,-6.3678368e-30
0.00037600001,-141.61552,1.9999434e-27,-4.9058627e-30
0.00037699999,-141.9904,-6.7899055e-28,1.6655642e-30
0.000378,-142.36526,3.7891901e-29,-9.2948525e-32
0.000379,-142.74011,-1.3699124e-27,3.360396e-30
0.00038000001,-143.11494,3.8504243e-27,-9.445093e-30
0.00038099999,-143.48978,-2.3881429e-27,5.8581158e-30
0.000382,-143.86458,-2.7830477e-27,6.8268175e-30
0.00038300001,-144.23936,6.9719804e-27,-1.7102271e-29
0.00038400001,-144.61415,-6.7455457e-27,1.6546827e-29
0.00038499999,-144.98891,-1.7399236e-27,4.2680334e-30
0.000386,-145.36366,2.5465019e-27,-6.2465706e-30
0.00038700001,-145.73839,10.47355,0.052367747
0.00038799999,-146.11311,59.706806,0.29853404
0.00038899999,-146.48782,144.79979,0.72399896
0.00039,-146.86252,229.89276,1.1494638
0.00039100001,-147.23718,314.98572,1.5749285
0.00039199999,-147.61185,400.07861,2.0003932
0.00039299999,-147.9865,485.17151,2.4258575
0.000394,-148.36113,570.26434,2.8513217
0.00039500001,-148.73575,655.35712,3.2767856
0.00039599999,-149.11035,740.44983,3.7022491
0.000397,-149.48494,825.54242,4.1277122
0.000398,-149.85951,910.63501,4.553175
0.00039900001,-150.23409,995.72748,4.9786372
0.00039999999,-150.60863,1080.8198,5.404099
0.000401,-150.98315,1165.9121,5.8295603
0.00040200001,-151.35767,1251.0043,6.2550211
0.00040300001,-151.73216,1336.0962,6.6804814
0.00040399999,-152.10666,1421.1881,7.1059408
0.000405,-152.48112,1506.2799,7.5313993
0.00040600001,-152.85558,1591.3715,7.9568572
0.00040700001,-153.23003,1676.4629,8.3823147
0.00040799999,-153.60445,1761.5542,8.8077707
0.000409,-153.97885,1846.6453,9.2332268
0.00041000001,-154.35326,1931.7362,9.6586809
0.00041099999,-154.72763,2016.8269,10.084135
0.00041199999,-155.10199,2101.9175,10.509587
0.000413,-155.47635,2187.0078,10.93504
0.00041400001,-155.85068,2272.0979,11.36049
0.00041499999,-156.22499,2357.1877,11.785939
0.000416,-156.5993,2442.2773,12.211388
0.000417,-156.97359,2527.3669,12.636834
0.00041800001,-157.34785,2612.4561,13.06228
0.00041899999,-157.72211,2697.5449,13.487724
0.00042,-158.09636,2782.6335,13.913168
0.000421,-158.47058,2867.7219,14.33861
0.00042200001,-158.84479,2952.8101,14.76405
0.00042299999,-159.21898,3037.8977,15.189489
0.000424,-159.59315,3122.9854,15.614926
0.00042500001,-159.96732,3208.0725,16.040361
0.00042600001,-160.34146,3293.1594,16.465797
0.00042699999,-160.71559,3378.2458,16.89123
0.000428,-161.08971,3463.332,17.31666
0.00042900001,-161.46381,3548.418,17.74209
0.00042999999,-161.83789,3633.5034,18.167517
0.00043099999,-162.21196,3718.5886,18.592943
0.000432,-162.58601,3803.6733,19.018368
0.00043300001,-162.96005,3888.7578,19.443789
0.00043399999,-163.33406,3973.8418,19.869209
0.00043499999,-163.70807,4058.9255,20.294628
0.000436,-164.08206,4144.0088,20.720043
0.00043700001,-164.45602,4229.0913,21.145458
0.00043799999,-164.82999,4314.1738,21.570869
0.000439,-165.20392,4399.2559,21.996279
0.00044,-165.57784,4484.3374,22.421688
0.00044100001,-165.95175,4569.4185,22.847094
0.00044199999,-166.32564,4654.499,23.272495
0.000443,-166.69951,4739.5796,23.697897
0.000444,-167.07336,4824.6592,24.123295
0.00044500001,-167.4472,4909.7383,24.548693
0.00044599999,-167.82103,4994.8174,24.974085
0.000447,-168.19482,5079.8955,25.399477
0.00044800001,-168.56862,5164.9731,25.824865
0.00044900001,-168.9424,5250.0503,26.250252
0.00044999999,-169.31615,5335.1274,26.675636
0.000451,-169.6899,5420.2036,27.101017
0.00045200001,-170.06361,5505.2793,27.526396
0.00045299999,-170.43732,5590.354,27.951771
0.00045399999,-170.811,5675.4287,28.377144
0.000455,-171.18468,5760.5029,28.802515
0.00045600001,-171.55833,5845.5762,29.227882
0.00045699999,-171.93198,5930.6494,29.653246
0.00045799999,-172.3056,6015.7217,30.078608
0.000459,-172.6792,6100.793,30.503965
0.00046000001,-173.0528,6185.8643,30.929321
0.00046099999,-173.42636,6270.9346,31.354673
0.000462,-173.79991,6356.0049,31.780024
0.000463,-174.17345,6441.0737,32.205368
0.00046400001,-174.54697,6526.1426,32.630714
0.00046499999,-174.92047,6611.2104,33.056053
0.000466,-175.29396,6696.2778,33.481388
0.00046700001,-175.66742,6781.3442,33.906723
0.00046800001,-176.04088,6866.4106,34.33205
0.00046899999,-176.41431,6951.4756,34.757378
0.00047,-176.78772,7036.5405,35.182701
0.00047100001,-177.16112,7121.6045,35.608021
0.00047200001,-177.5345,7206.6675,36.033337
0.00047299999,-177.90787,7291.73,36.458649
0.000474,-178.2812,7376.792,36.883961
0.00047500001,-178.65454,7461.853,37.309265
0.00047599999,-179.02785,7546.9131,37.734566
0.00047699999,-179.40114,7631.9727,38.159863
0.000478,-179.77441,7717.0317,38.585159
0.00047900001,-180.14767,7802.0898,39.010448
0.00047999999,-180.5209,7887.147,39.435734
0.000481,-180.89413,7972.2036,39.861019
0.000482,-181.26733,8057.2593,40.286297
0.00048300001,-181.64052,8142.314,40.711571
0.00048399999,-182.01369,8227.3682,41.136841
0.000485,-182.38684,8312.4219,41.562107
0.000486,-182.75996,8397.4736,41.98737
0.00048700001,-183.13309,8482.5254,42.412628
0.00048799999,-183.50618,8567.5762,42.837883
0.000489,-183.87926,8652.627,43.263134
0.00049000001,-184.25232,8737.6758,43.688377
0.00049100001,-184.62535,8822.7236,44.113621
0.00049200002,-184.99838,8907.7715,44.538857
0.00049300003,-185.37138,8992.8184,44.964088
0.00049399998,-185.74437,9077.8633,45.389317
0.00049499999,-186.11734,9162.9082,45.814541
0.00049599999,-186.49028,9247.9521,46.239761
0.000497,-186.86322,9332.9951,46.664974
0.00049800001,-187.23613,9418.0371,47.090183
0.00049900002,-187.60902,9503.0781,47.515388
0.00050000002,-187.9819,9588.1182,47.94059
0.00050099997,-188.35475,9673.1572,48.365788
0.00050199998,-188.7276,9758.1953,48.790977
0.00050299999,-189.10042,9843.2324,49.216164
0.000504,-189.47322,9928.2695,49.641346
0.000505,-189.84601,10013.305,50.066521
0.00050600001,-190.21877,10098.339,50.491695
0.00050700002,-190.59151,10183.372,50.916862
0.00050800003,-190.96423,10268.404,51.342022
0.00050899998,-191.33694,10353.436,51.767178
0.00050999998,-191.70963,10438.466,52.192329
0.00051099999,-192.08231,10523.495,52.617477
0.000512,-192.45496,10608.523,53.042618
0.00051300001,-192.82759,10693.551,53.467754
0.00051400001,-193.2002,10778.577,53.892883
0.00051500002,-193.57278,10863.602,54.318008
0.00051599997,-193.94536,10948.626,54.74313
0.00051699998,-194.31792,11033.648,55.168243
0.00051799999,-194.69046,11118.671,55.593353
0.00051899999,-195.06297,11203.691,56.018456
0.00052,-195.43547,11288.711,56.443554
0.00052100001,-195.80795,11373.729,56.868649
0.00052200002,-196.1804,11458.747,57.293736
0.00052300002,-196.55286,11543.763,57.718815
0.00052399997,-196.92526,11628.778,58.14389
0.00052499998,-197.29767,11713.792,58.568962
0.00052599999,-197.67006,11798.805,58.994026
0.000527,-198.04242,11883.816,59.419083
0.000528,-198.41475,11968.827,59.844135
0.00052900001,-198.78708,12053.836,60.26918
0.00053000002,-199.15938,12138.845,60.694221
0.00053100003,-199.53166,12223.852,61.119255
0.00053199998,-199.90393,12308.857,61.544285
0.00053299998,-200.27617,12393.861,61.969307
0.00053399999,-200.64839,12478.864,62.394325
0.000535,-201.0206,12563.867,62.819332
0.00053600001,-201.39279,12648.867,63.244339
0.00053700001,-201.76495,12733.867,63.669334
0.00053800002,-202.1371,12818.865,64.09433
0.00053899997,-202.50922,12903.862,64.51931
0.00053999998,-202.88133,12988.858,64.94429
0.00054099999,-203.25342,13073.853,65.369263
0.00054199999,-203.62547,13158.846,65.794228
0.000543,-203.99753,13243.838,66.219185
0.00054400001,-204.36955,13328.828,66.644142
0.00054500002,-204.74155,13413.817,67.069084
0.00054600002,-205.11354,13498.806,67.494026
0.00054699997,-205.4855,13583.792,67.918961
0.00054799998,-205.85744,13668.777,68.343887
0.00054899999,-206.22937,13753.761,68.768806
0.00055,-206.60127,13838.743,69.193718
0.000551,-206.97316,13923.725,69.618622
0.00055200001,-207.34502,14008.704,70.043526
0.00055300002,-207.71686,14093.683,70.468414
0.00055400003,-208.08868,14178.66,70.893303
0.00055499998,-208.46048,14263.636,71.318176
0.00055599998,-208.83226,14348.609,71.74305
0.00055699999,-209.20403,14433.583,72.167915
0.000558,-209.57576,14518.554,72.592766
0.00055900001,-209.94748,14603.523,73.017616
0.00056000001,-210.31917,14688.492,73.442459
0.00056100002,-210.69086,14773.459,73.867294
0.00056199997,-211.0625,14858.425,74.292122
0.00056299998,-211.43414,14943.389,74.716949
0.00056399999,-211.80576,15028.352,75.141762
0.00056499999,-212.17735,15113.312,75.566566
0.000566,-212.54892,15198.272,75.991364
0.00056700001,-212.92047,15283.23,76.416153
0.00056800002,-213.29201,15368.188,76.840935
0.00056900003,-213.66351,15453.143,77.265717
0.00056999997,-214.035,15538.097,77.690483
0.00057099998,-214.40646,15623.049,78.115242
0.00057199999,-214.77791,15707.999,78.539993
0.000573,-215.14934,15792.948,78.964737
0.00057400001,-215.52074,15877.896,79.389473
0.00057500001,-215.89212,15962.841,79.814209
0.00057600002,-216.26349,16047.785,80.23893
0.00057700003,-216.63483,16132.729,80.663643
0.00057799998,-217.00615,16217.669,81.088348
0.00057899999,-217.37744,16302.608,81.513046
0.00057999999,-217.74872,16387.547,81.937737
0.000581,-218.11996,16472.482,82.362419
0.00058200001,-218.4912,16557.418,82.787086
0.00058300002,-218.86241,16642.352,83.211754
0.00058400002,-219.2336,16727.281,83.636414
0.00058499997,-219.60477,16812.213,84.061058
0.00058599998,-219.97592,16897.141,84.485703
