"Time","greaterThreshold.y","greaterEqualThreshold.y","lessThreshold.y","lessEqualThreshold.y","ramp.y"
0.18000001,1,1,1,1,1
0.1802,1,1,1,1,1
0.1804,1,1,1,1,1
0.1806,1,1,1,1,1
0.18080001,1,1,1,1,1
0.18099999,1,1,1,1,1
0.1812,1,1,1,1,1
0.1814,1,1,1,1,1
0.1816,1,1,1,1,1
0.18179999,1,1,1,1,1
0.182,1,1,1,1,1
0.1822,1,1,1,1,1
0.1824,1,1,1,1,1
0.18260001,1,1,1,1,1
0.18279999,1,1,1,1,1
0.183,1,1,1,1,1
0.1832,1,1,1,1,1
0.18340001,1,1,1,1,1
0.18359999,1,1,1,1,1
0.1838,1,1,1,1,1
0.184,1,1,1,1,1
0.1842,1,1,1,1,1
0.18440001,1,1,1,1,1
0.1846,1,1,1,1,1
0.1848,1,1,1,1,1
0.185,1,1,1,1,1
0.18520001,1,1,1,1,1
0.18539999,1,1,1,1,1
0.1856,1,1,1,1,1
0.1858,1,1,1,1,1
0.186,1,1,1,1,1
0.18619999,1,1,1,1,1
0.1864,1,1,1,1,1
0.1866,1,1,1,1,1
0.1868,1,1,1,1,1
0.18700001,1,1,1,1,1
0.18719999,1,1,1,1,1
0.1874,1,1,1,1,1
0.1876,1,1,1,1,1
0.18780001,1,1,1,1,1
0.18799999,1,1,1,1,1
0.1882,1,1,1,1,1
0.1884,1,1,1,1,1
0.1886,1,1,1,1,1
0.18880001,1,1,1,1,1
0.189,1,1,1,1,1
0.1892,1,1,1,1,1
0.1894,1,1,1,1,1
0.18960001,1,1,1,1,1
0.18979999,1,1,1,1,1
0.19,1,1,1,1,1
0.1902,1,1,1,1,1
0.1904,1,1,1,1,1
0.19059999,1,1,1,1,1
0.1908,1,1,1,1,1
0.191,1,1,1,1,1
0.1912,1,1,1,1,1
0.19140001,1,1,1,1,1
0.19159999,1,1,1,1,1
0.1918,1,1,1,1,1
0.192,1,1,1,1,1
0.19220001,1,1,1,1,1
0.19239999,1,1,1,1,1
0.1926,1,1,1,1,1
0.1928,1,1,1,1,1
0.193,1,1,1,1,1
0.19320001,1,1,1,1,1
0.1934,1,1,1,1,1
0.1936,1,1,1,1,1
0.1938,1,1,1,1,1
0.19400001,1,1,1,1,1
0.19419999,1,1,1,1,1
0.1944,1,1,1,1,1
0.1946,1,1,1,1,1
0.1948,1,1,1,1,1
0.19499999,1,1,1,1,1
0.1952,1,1,1,1,1
0.1954,1,1,1,1,1
0.1956,1,1,1,1,1
0.19580001,1,1,1,1,1
0.19599999,1,1,1,1,1
0.1962,1,1,1,1,1
0.1964,1,1,1,1,1
0.19660001,1,1,1,1,1
0.19679999,1,1,1,1,1
0.197,1,1,1,1,1
0.1972,1,1,1,1,1
0.1974,1,1,1,1,1
0.19760001,1,1,1,1,1
0.1978,1,1,1,1,1
0.198,1,1,1,1,1
0.1982,1,1,1,1,1
0.19840001,1,1,1,1,1
0.19859999,1,1,1,1,1
0.1988,1,1,1,1,1
0.199,1,1,1,1,1
0.1992,1,1,1,1,1
0.19939999,1,1,1,1,1
0.1996,1,1,1,1,1
0.1998,1,1,1,1,1
0.2,1,1,1,1,1
0.20020001,1,1,1,1,1
0.20039999,1,1,1,1,1
0.2006,1,1,1,1,1
0.2008,1,1,1,1,1
0.20100001,1,1,1,1,1
0.20119999,1,1,1,1,1
0.2014,1,1,1,1,1
0.2016,1,1,1,1,1
0.2018,1,1,1,1,1
0.20200001,1,1,1,1,1
0.2022,1,1,1,1,1
0.2024,1,1,1,1,1
0.2026,1,1,1,1,1
0.20280001,1,1,1,1,1
0.20299999,1,1,1,1,1
0.2032,1,1,1,1,1
0.2034,1,1,1,1,1
0.2036,1,1,1,1,1
0.20379999,1,1,1,1,1
0.204,1,1,1,1,1
0.2042,1,1,1,1,1
0.2044,1,1,1,1,1
0.20460001,1,1,1,1,1
0.20479999,1,1,1,1,1
0.205,1,1,1,1,1
0.2052,1,1,1,1,1
0.2054,1,1,1,1,1
0.20559999,1,1,1,1,1
0.2058,1,1,1,1,1
0.206,1,1,1,1,1
0.2062,1,1,1,1,1
0.20640001,1,1,1,1,1
0.2066,1,1,1,1,1
0.2068,1,1,1,1,1
0.207,1,1,1,1,1
0.20720001,1,1,1,1,1
0.20739999,1,1,1,1,1
0.2076,1,1,1,1,1
0.2078,1,1,1,1,1
0.208,1,1,1,1,1
0.20819999,1,1,1,1,1
0.2084,1,1,1,1,1
0.2086,1,1,1,1,1
0.2088,1,1,1,1,1
0.20900001,1,1,1,1,1
0.20919999,1,1,1,1,1
0.2094,1,1,1,1,1
0.2096,1,1,1,1,1
0.2098,1,1,1,1,1
0.20999999,1,1,1,1,1
0.2102,1,1,1,1,1
0.2104,1,1,1,1,1
0.2106,1,1,1,1,1
0.21080001,1,1,1,1,1
0.211,1,1,1,1,1
0.2112,1,1,1,1,1
0.2114,1,1,1,1,1
0.21160001,1,1,1,1,1
0.21179999,1,1,1,1,1
0.212,1,1,1,1,1
0.2122,1,1,1,1,1
0.2124,1,1,1,1,1
0.21259999,1,1,1,1,1
0.2128,1,1,1,1,1
0.213,1,1,1,1,1
0.2132,1,1,1,1,1
0.21340001,1,1,1,1,1
0.21359999,1,1,1,1,1
0.2138,1,1,1,1,1
0.214,1,1,1,1,1
0.2142,1,1,1,1,1
0.21439999,1,1,1,1,1
0.2146,1,1,1,1,1
0.2148,1,1,1,1,1
0.215,1,1,1,1,1
0.21520001,1,1,1,1,1
0.2154,1,1,1,1,1
0.2156,1,1,1,1,1
0.2158,1,1,1,1,1
0.21600001,1,1,1,1,1
0.21619999,1,1,1,1,1
0.2164,1,1,1,1,1
0.2166,1,1,1,1,1
0.2168,1,1,1,1,1
0.21699999,1,1,1,1,1
0.2172,1,1,1,1,1
0.2174,1,1,1,1,1
0.2176,1,1,1,1,1
0.21780001,1,1,1,1,1
0.21799999,1,1,1,1,1
0.2182,1,1,1,1,1
0.2184,1,1,1,1,1
0.2186,1,1,1,1,1
0.21879999,1,1,1,1,1
0.219,1,1,1,1,1
0.2192,1,1,1,1,1
0.2194,1,1,1,1,1
0.21960001,1,1,1,1,1
0.2198,1,1,1,1,1
0.22,1,1,1,1,1
0.2202,1,1,1,1,1
0.22040001,1,1,1,1,1
0.22059999,1,1,1,1,1
0.2208,1,1,1,1,1
0.221,1,1,1,1,1
0.2212,1,1,1,1,1
0.22139999,1,1,1,1,1
0.2216,1,1,1,1,1
0.2218,1,1,1,1,1
0.222,1,1,1,1,1
0.22220001,1,1,1,1,1
0.22239999,1,1,1,1,1
0.2226,1,1,1,1,1
0.2228,1,1,1,1,1
0.223,1,1,1,1,1
0.22319999,1,1,1,1,1
0.2234,1,1,1,1,1
0.2236,1,1,1,1,1
0.2238,1,1,1,1,1
0.22400001,1,1,1,1,1
0.2242,1,1,1,1,1
0.2244,1,1,1,1,1
0.2246,1,1,1,1,1
0.22480001,1,1,1,1,1
0.22499999,1,1,1,1,1
0.2252,1,1,1,1,1
0.2254,1,1,1,1,1
0.2256,1,1,1,1,1
0.22579999,1,1,1,1,1
0.226,1,1,1,1,1
0.2262,1,1,1,1,1
0.2264,1,1,1,1,1
0.22660001,1,1,1,1,1
0.22679999,1,1,1,1,1
0.227,1,1,1,1,1
0.2272,1,1,1,1,1
0.2274,1,1,1,1,1
0.22759999,1,1,1,1,1
0.2278,1,1,1,1,1
0.228,1,1,1,1,1
0.2282,1,1,1,1,1
0.22840001,1,1,1,1,1
0.2286,1,1,1,1,1
0.2288,1,1,1,1,1
0.229,1,1,1,1,1
0.22920001,1,1,1,1,1
0.22939999,1,1,1,1,1
0.2296,1,1,1,1,1
0.2298,1,1,1,1,1
0.23,1,1,1,1,1
0.23019999,1,1,1,1,1
0.2304,1,1,1,1,1
0.2306,1,1,1,1,1
0.2308,1,1,1,1,1
0.23100001,1,1,1,1,1
0.23119999,1,1,1,1,1
0.2314,1,1,1,1,1
0.2316,1,1,1,1,1
0.2318,1,1,1,1,1
0.23199999,1,1,1,1,1
0.2322,1,1,1,1,1
0.2324,1,1,1,1,1
0.2326,1,1,1,1,1
0.23280001,1,1,1,1,1
0.233,1,1,1,1,1
0.2332,1,1,1,1,1
0.2334,1,1,1,1,1
0.23360001,1,1,1,1,1
0.23379999,1,1,1,1,1
0.234,1,1,1,1,1
0.2342,1,1,1,1,1
0.2344,1,1,1,1,1
0.23459999,1,1,1,1,1
0.2348,1,1,1,1,1
0.235,1,1,1,1,1
0.2352,1,1,1,1,1
0.23540001,1,1,1,1,1
0.23559999,1,1,1,1,1
0.2358,1,1,1,1,1
0.236,1,1,1,1,1
0.2362,1,1,1,1,1
0.23639999,1,1,1,1,1
0.2366,1,1,1,1,1
0.2368,1,1,1,1,1
0.237,1,1,1,1,1
0.23720001,1,1,1,1,1
0.2374,1,1,1,1,1
0.2376,1,1,1,1,1
0.2378,1,1,1,1,1
0.23800001,1,1,1,1,1
0.23819999,1,1,1,1,1
0.2384,1,1,1,1,1
0.2386,1,1,1,1,1
0.2388,1,1,1,1,1
0.23899999,1,1,1,1,1
0.2392,1,1,1,1,1
0.2394,1,1,1,1,1
0.2396,1,1,1,1,1
0.23980001,1,1,1,1,1
0.23999999,1,1,1,1,1
0.2402,1,1,1,1,1
0.2404,1,1,1,1,1
0.2406,1,1,1,1,1
0.24079999,1,1,1,1,1
0.241,1,1,1,1,1
0.2412,1,1,1,1,1
0.2414,1,1,1,1,1
0.24160001,1,1,1,1,1
0.2418,1,1,1,1,1
0.242,1,1,1,1,1
0.2422,1,1,1,1,1
0.24240001,1,1,1,1,1
0.24259999,1,1,1,1,1
0.2428,1,1,1,1,1
0.243,1,1,1,1,1
0.2432,1,1,1,1,1
0.24339999,1,1,1,1,1
0.2436,1,1,1,1,1
0.2438,1,1,1,1,1
0.244,1,1,1,1,1
0.24420001,1,1,1,1,1
0.24439999,1,1,1,1,1
0.2446,1,1,1,1,1
0.2448,1,1,1,1,1
0.245,1,1,1,1,1
0.24519999,1,1,1,1,1
0.2454,1,1,1,1,1
0.2456,1,1,1,1,1
0.2458,1,1,1,1,1
0.24600001,1,1,1,1,1
0.2462,1,1,1,1,1
0.2464,1,1,1,1,1
0.2466,1,1,1,1,1
0.24680001,1,1,1,1,1
0.24699999,1,1,1,1,1
0.2472,1,1,1,1,1
0.2474,1,1,1,1,1
0.2476,1,1,1,1,1
0.24779999,1,1,1,1,1
0.248,1,1,1,1,1
0.2482,1,1,1,1,1
0.2484,1,1,1,1,1
0.24860001,1,1,1,1,1
0.24879999,1,1,1,1,1
0.249,1,1,1,1,1
0.2492,1,1,1,1,1
0.2494,1,1,1,1,1
0.24959999,1,1,1,1,1
0.2498,1,1,1,1,1
0.25,1,1,1,1,1
0.2502,1,1,1,1,1
0.25040001,1,1,1,1,1
0.25060001,1,1,1,1,1
0.25080001,1,1,1,1,1
0.25099999,1,1,1,1,1
0.25119999,1,1,1,1,1
0.25139999,1,1,1,1,1
0.2516,1,1,1,1,1
0.2518,1,1,1,1,1
0.252,1,1,1,1,1
0.25220001,1,1,1,1,1
0.25240001,1,1,1,1,1
0.25260001,1,1,1,1,1
0.25279999,1,1,1,1,1
0.25299999,1,1,1,1,1
0.25319999,1,1,1,1,1
0.2534,1,1,1,1,1
0.2536,1,1,1,1,1
0.2538,1,1,1,1,1
0.25400001,1,1,1,1,1
0.25420001,1,1,1,1,1
0.25440001,1,1,1,1,1
0.25459999,1,1,1,1,1
0.25479999,1,1,1,1,1
0.255,1,1,1,1,1
0.2552,1,1,1,1,1
0.2554,1,1,1,1,1
0.25560001,1,1,1,1,1
0.25580001,1,1,1,1,1
0.25600001,1,1,1,1,1
0.25619999,1,1,1,1,1
0.25639999,1,1,1,1,1
0.25659999,1,1,1,1,1
0.2568,1,1,1,1,1
0.257,1,1,1,1,1
0.2572,1,1,1,1,1
0.25740001,1,1,1,1,1
0.25760001,1,1,1,1,1
0.25780001,1,1,1,1,1
0.25799999,1,1,1,1,1
0.25819999,1,1,1,1,1
0.25839999,1,1,1,1,1
0.2586,1,1,1,1,1
0.2588,1,1,1,1,1
0.259,1,1,1,1,1
0.25920001,1,1,1,1,1
0.25940001,1,1,1,1,1
0.25960001,1,1,1,1,1
0.25979999,1,1,1,1,1
0.25999999,1,1,1,1,1
0.26019999,1,1,1,1,1
0.2604,1,1,1,1,1
0.2606,1,1,1,1,1
0.2608,1,1,1,1,1
0.26100001,1,1,1,1,1
0.26120001,1,1,1,1,1
0.26140001,1,1,1,1,1
0.26159999,1,1,1,1,1
0.26179999,1,1,1,1,1
0.26199999,1,1,1,1,1
0.2622,1,1,1,1,1
0.2624,1,1,1,1,1
0.2626,1,1,1,1,1
0.26280001,1,1,1,1,1
0.26300001,1,1,1,1,1
0.26320001,1,1,1,1,1
0.26339999,1,1,1,1,1
0.26359999,1,1,1,1,1
0.2638,1,1,1,1,1
0.264,1,1,1,1,1
0.2642,1,1,1,1,1
0.26440001,1,1,1,1,1
0.26460001,1,1,1,1,1
0.26480001,1,1,1,1,1
0.26499999,1,1,1,1,1
0.26519999,1,1,1,1,1
0.26539999,1,1,1,1,1
0.2656,1,1,1,1,1
0.2658,1,1,1,1,1
0.266,1,1,1,1,1
0.26620001,1,1,1,1,1
0.26640001,1,1,1,1,1
0.26660001,1,1,1,1,1
0.26679999,1,1,1,1,1
0.26699999,1,1,1,1,1
0.26719999,1,1,1,1,1
0.2674,1,1,1,1,1
0.2676,1,1,1,1,1
0.2678,1,1,1,1,1
0.26800001,1,1,1,1,1
0.26820001,1,1,1,1,1
0.26840001,1,1,1,1,1
0.26859999,1,1,1,1,1
0.26879999,1,1,1,1,1
0.26899999,1,1,1,1,1
0.2692,1,1,1,1,1
0.2694,1,1,1,1,1
0.2696,1,1,1,1,1
0.26980001,1,1,1,1,1
0.27000001,1,1,1,1,1
0.27020001,1,1,1,1,1
0.27039999,1,1,1,1,1
0.27059999,1,1,1,1,1
0.27079999,1,1,1,1,1
0.271,1,1,1,1,1
0.2712,1,1,1,1,1
0.2714,1,1,1,1,1
0.27160001,1,1,1,1,1
0.27180001,1,1,1,1,1
0.27200001,1,1,1,1,1
0.27219999,1,1,1,1,1
0.27239999,1,1,1,1,1
0.2726,1,1,1,1,1
0.2728,1,1,1,1,1
0.273,1,1,1,1,1
0.27320001,1,1,1,1,1
0.27340001,1,1,1,1,1
0.27360001,1,1,1,1,1
0.27379999,1,1,1,1,1
0.27399999,1,1,1,1,1
0.27419999,1,1,1,1,1
0.2744,1,1,1,1,1
0.2746,1,1,1,1,1
0.2748,1,1,1,1,1
0.27500001,1,1,1,1,1
0.27520001,1,1,1,1,1
0.27540001,1,1,1,1,1
0.27559999,1,1,1,1,1
0.27579999,1,1,1,1,1
0.27599999,1,1,1,1,1
0.2762,1,1,1,1,1
0.2764,1,1,1,1,1
0.2766,1,1,1,1,1
0.27680001,1,1,1,1,1
0.27700001,1,1,1,1,1
0.27720001,1,1,1,1,1
0.27739999,1,1,1,1,1
0.27759999,1,1,1,1,1
0.27779999,1,1,1,1,1
0.278,1,1,1,1,1
0.2782,1,1,1,1,1
0.2784,1,1,1,1,1
0.27860001,1,1,1,1,1
0.27880001,1,1,1,1,1
0.27900001,1,1,1,1,1
0.27919999,1,1,1,1,1
0.27939999,1,1,1,1,1
0.27959999,1,1,1,1,1
0.2798,1,1,1,1,1
0.28,1,1,1,1,1
0.2802,1,1,1,1,1
0.28040001,1,1,1,1,1
0.28060001,1,1,1,1,1
0.28080001,1,1,1,1,1
0.28099999,1,1,1,1,1
0.28119999,1,1,1,1,1
0.2814,1,1,1,1,1
0.2816,1,1,1,1,1
0.2818,1,1,1,1,1
0.28200001,1,1,1,1,1
0.28220001,1,1,1,1,1
0.28240001,1,1,1,1,1
0.28259999,1,1,1,1,1
0.28279999,1,1,1,1,1
0.28299999,1,1,1,1,1
0.2832,1,1,1,1,1
0.2834,1,1,1,1,1
0.2836,1,1,1,1,1
0.28380001,1,1,1,1,1
0.28400001,1,1,1,1,1
0.28420001,1,1,1,1,1
0.28439999,1,1,1,1,1
0.28459999,1,1,1,1,1
0.28479999,1,1,1,1,1
0.285,1,1,1,1,1
0.2852,1,1,1,1,1
0.2854,1,1,1,1,1
0.28560001,1,1,1,1,1
0.28580001,1,1,1,1,1
0.28600001,1,1,1,1,1
0.28619999,1,1,1,1,1
0.28639999,1,1,1,1,1
0.28659999,1,1,1,1,1
0.2868,1,1,1,1,1
0.287,1,1,1,1,1
0.2872,1,1,1,1,1
0.28740001,1,1,1,1,1
0.28760001,1,1,1,1,1
0.28780001,1,1,1,1,1
0.28799999,1,1,1,1,1
0.28819999,1,1,1,1,1
0.28839999,1,1,1,1,1
0.2886,1,1,1,1,1
0.2888,1,1,1,1,1
0.289,1,1,1,1,1
0.28920001,1,1,1,1,1
0.28940001,1,1,1,1,1
0.28960001,1,1,1,1,1
0.28979999,1,1,1,1,1
0.28999999,1,1,1,1,1
0.2902,1,1,1,1,1
0.2904,1,1,1,1,1
0.2906,1,1,1,1,1
0.29080001,1,1,1,1,1
0.29100001,1,1,1,1,1
0.29120001,1,1,1,1,1
0.29139999,1,1,1,1,1
0.29159999,1,1,1,1,1
0.29179999,1,1,1,1,1
0.292,1,1,1,1,1
0.2922,1,1,1,1,1
0.2924,1,1,1,1,1
0.29260001,1,1,1,1,1
0.29280001,1,1,1,1,1
0.29300001,1,1,1,1,1
0.29319999,1,1,1,1,1
0.29339999,1,1,1,1,1
0.29359999,1,1,1,1,1
0.2938,1,1,1,1,1
0.294,1,1,1,1,1
0.2942,1,1,1,1,1
0.29440001,1,1,1,1,1
0.29460001,1,1,1,1,1
0.29480001,1,1,1,1,1
0.29499999,1,1,1,1,1
0.29519999,1,1,1,1,1
0.29539999,1,1,1,1,1
0.2956,1,1,1,1,1
0.2958,1,1,1,1,1
0.296,1,1,1,1,1
0.29620001,1,1,1,1,1
0.29640001,1,1,1,1,1
0.29660001,1,1,1,1,1
0.29679999,1,1,1,1,1
0.29699999,1,1,1,1,1
0.29719999,1,1,1,1,1
0.2974,1,1,1,1,1
0.2976,1,1,1,1,1
0.2978,1,1,1,1,1
0.29800001,1,1,1,1,1
0.29820001,1,1,1,1,1
0.29840001,1,1,1,1,1
0.29859999,1,1,1,1,1
0.29879999,1,1,1,1,1
0.29899999,1,1,1,1,1
0.2992,1,1,1,1,1
0.2994,1,1,1,1,1
0.29960001,1,1,1,1,1
0.29980001,1,1,1,1,1
0.30000001,1,1,1,1,1
0.30019999,1,1,1,1,0.99900001
0.30039999,1,1,1,1,0.99800003
0.30059999,1,1,1,1,0.99699998
0.3008,1,1,1,1,0.99599999
0.301,1,1,1,1,0.995
0.3012,1,1,1,1,0.99400002
0.30140001,1,1,1,1,0.99299997
0.30160001,1,1,1,1,0.99199998
0.30180001,1,1,1,1,0.991
0.30199999,1,1,1,1,0.99000001
0.30219999,1,1,1,1,0.98900002
0.30239999,1,1,1,1,0.98799998
0.3026,1,1,1,1,0.98699999
0.3028,1,1,1,1,0.986
0.303,1,1,1,1,0.98500001
0.30320001,1,1,1,1,0.98400003
0.30340001,1,1,1,1,0.98299998
0.30360001,1,1,1,1,0.98199999
0.30379999,1,1,1,1,0.98100001
0.30399999,1,1,1,1,0.98000002
0.30419999,1,1,1,1,0.97899997
0.3044,1,1,1,1,0.97799999
0.3046,1,1,1,1,0.977
0.3048,1,1,1,1,0.97600001
0.30500001,1,1,1,1,0.97500002
0.30520001,1,1,1,1,0.97399998
0.30540001,1,1,1,1,0.97299999
0.30559999,1,1,1,1,0.972
0.30579999,1,1,1,1,0.97100002
0.30599999,1,1,1,1,0.97000003
0.3062,1,1,1,1,0.96899998
0.3064,1,1,1,1,0.96799999
0.3066,1,1,1,1,0.96700001
0.30680001,1,1,1,1,0.96600002
0.30700001,1,1,1,1,0.96499997
0.30720001,1,1,1,1,0.96399999
0.30739999,1,1,1,1,0.963
0.30759999,1,1,1,1,0.96200001
0.30779999,1,1,1,1,0.96100003
0.308,1,1,1,1,0.95999998
0.3082,1,1,1,1,0.95899999
0.30840001,1,1,1,1,0.958
0.30860001,1,1,1,1,0.95700002
0.30880001,1,1,1,1,0.95599997
0.30899999,1,1,1,1,0.95499998
0.30919999,1,1,1,1,0.954
0.30939999,1,1,1,1,0.95300001
0.3096,1,1,1,1,0.95200002
0.3098,1,1,1,1,0.95099998
0.31,1,1,1,1,0.94999999
0.31020001,1,1,1,1,0.949
0.31040001,1,1,1,1,0.94800001
0.31060001,1,1,1,1,0.94700003
0.31079999,1,1,1,1,0.94599998
0.31099999,1,1,1,1,0.94499999
0.31119999,1,1,1,1,0.94400001
0.3114,1,1,1,1,0.94300002
0.3116,1,1,1,1,0.94199997
0.3118,1,1,1,1,0.94099998
0.31200001,1,1,1,1,0.94
0.31220001,1,1,1,1,0.93900001
0.31240001,1,1,1,1,0.93800002
0.31259999,1,1,1,1,0.93699998
0.31279999,1,1,1,1,0.93599999
0.31299999,1,1,1,1,0.935
0.3132,1,1,1,1,0.93400002
0.3134,1,1,1,1,0.93300003
0.3136,1,1,1,1,0.93199998
0.31380001,1,1,1,1,0.93099999
0.31400001,1,1,1,1,0.93000001
0.31420001,1,1,1,1,0.92900002
0.31439999,1,1,1,1,0.92799997
0.31459999,1,1,1,1,0.92699999
0.31479999,1,1,1,1,0.926
0.315,1,1,1,1,0.92500001
0.3152,1,1,1,1,0.92400002
0.3154,1,1,1,1,0.92299998
0.31560001,1,1,1,1,0.92199999
0.31580001,1,1,1,1,0.921
0.31600001,1,1,1,1,0.92000002
0.31619999,1,1,1,1,0.91900003
0.31639999,1,1,1,1,0.91799998
0.31659999,1,1,1,1,0.917
0.3168,1,1,1,1,0.91600001
0.317,1,1,1,1,0.91500002
0.31720001,1,1,1,1,0.91399997
0.31740001,1,1,1,1,0.91299999
0.31760001,1,1,1,1,0.912
0.31779999,1,1,1,1,0.91100001
0.31799999,1,1,1,1,0.91000003
0.31819999,1,1,1,1,0.90899998
0.3184,1,1,1,1,0.90799999
0.3186,1,1,1,1,0.90700001
0.3188,1,1,1,1,0.90600002
0.31900001,1,1,1,1,0.90499997
0.31920001,1,1,1,1,0.90399998
0.31940001,1,1,1,1,0.903
0.31959999,1,1,1,1,0.90200001
0.31979999,1,1,1,1,0.90100002
0.31999999,1,1,1,1,0.89999998
0.3202,1,1,1,1,0.89899999
0.3204,1,1,1,1,0.898
0.3206,1,1,1,1,0.89700001
0.32080001,1,1,1,1,0.89600003
0.32100001,1,1,1,1,0.89499998
0.32120001,1,1,1,1,0.89399999
0.32139999,1,1,1,1,0.89300001
0.32159999,1,1,1,1,0.89200002
0.32179999,1,1,1,1,0.89099997
0.322,1,1,1,1,0.88999999
0.3222,1,1,1,1,0.889
0.3224,1,1,1,1,0.88800001
0.32260001,1,1,1,1,0.88700002
0.32280001,1,1,1,1,0.88599998
0.32300001,1,1,1,1,0.88499999
0.32319999,1,1,1,1,0.884
0.32339999,1,1,1,1,0.88300002
0.32359999,1,1,1,1,0.88200003
0.3238,1,1,1,1,0.88099998
0.324,1,1,1,1,0.88
0.3242,1,1,1,1,0.87900001
0.32440001,1,1,1,1,0.87800002
0.32460001,1,1,1,1,0.87699997
0.32480001,1,1,1,1,0.87599999
0.32499999,1,1,1,1,0.875
0.32519999,1,1,1,1,0.87400001
0.32539999,1,1,1,1,0.87300003
0.3256,1,1,1,1,0.87199998
0.3258,1,1,1,1,0.87099999
0.32600001,1,1,1,1,0.87
0.32620001,1,1,1,1,0.86900002
0.32640001,1,1,1,1,0.86799997
0.32659999,1,1,1,1,0.86699998
0.32679999,1,1,1,1,0.866
0.32699999,1,1,1,1,0.86500001
0.3272,1,1,1,1,0.86400002
0.3274,1,1,1,1,0.86299998
0.3276,1,1,1,1,0.86199999
0.32780001,1,1,1,1,0.861
0.32800001,1,1,1,1,0.86000001
0.32820001,1,1,1,1,0.85900003
0.32839999,1,1,1,1,0.85799998
0.32859999,1,1,1,1,0.85699999
0.32879999,1,1,1,1,0.85600001
0.329,1,1,1,1,0.85500002
0.3292,1,1,1,1,0.85399997
0.3294,1,1,1,1,0.85299999
0.32960001,1,1,1,1,0.852
0.32980001,1,1,1,1,0.85100001
0.33000001,1,1,1,1,0.85000002
0.33019999,1,1,1,1,0.84899998
0.33039999,1,1,1,1,0.84799999
0.33059999,1,1,1,1,0.847
0.3308,1,1,1,1,0.84600002
0.331,1,1,1,1,0.84500003
0.3312,1,1,1,1,0.84399998
0.33140001,1,1,1,1,0.84299999
0.33160001,1,1,1,1,0.84200001
0.33180001,1,1,1,1,0.84100002
0.33199999,1,1,1,1,0.83999997
0.33219999,1,1,1,1,0.83899999
0.33239999,1,1,1,1,0.838
0.3326,1,1,1,1,0.83700001
0.3328,1,1,1,1,0.83600003
0.333,1,1,1,1,0.83499998
0.33320001,1,1,1,1,0.83399999
0.33340001,1,1,1,1,0.833
0.33360001,1,1,1,1,0.83200002
0.33379999,1,1,1,1,0.83099997
0.33399999,1,1,1,1,0.82999998
0.33419999,1,1,1,1,0.829
0.3344,1,1,1,1,0.82800001
0.3346,1,1,1,1,0.82700002
0.3348,1,1,1,1,0.82599998
0.33500001,1,1,1,1,0.82499999
0.33520001,1,1,1,1,0.824
0.33539999,1,1,1,1,0.82300001
0.33559999,1,1,1,1,0.82200003
0.33579999,1,1,1,1,0.82099998
0.336,1,1,1,1,0.81999999
0.3362,1,1,1,1,0.81900001
0.3364,1,1,1,1,0.81800002
0.33660001,1,1,1,1,0.81699997
0.33680001,1,1,1,1,0.81599998
0.33700001,1,1,1,1,0.815
0.33719999,1,1,1,1,0.81400001
0.33739999,1,1,1,1,0.81300002
0.33759999,1,1,1,1,0.81199998
0.3378,1,1,1,1,0.81099999
0.338,1,1,1,1,0.81
0.3382,1,1,1,1,0.80900002
0.33840001,1,1,1,1,0.80800003
0.33860001,1,1,1,1,0.80699998
0.33880001,1,1,1,1,0.80599999
0.33899999,1,1,1,1,0.80500001
0.33919999,1,1,1,1,0.80400002
0.33939999,1,1,1,1,0.80299997
0.3396,1,1,1,1,0.80199999
0.3398,1,1,1,1,0.801
0.34,1,1,1,1,0.80000001
0.34020001,1,1,1,1,0.79900002
0.34040001,1,1,1,1,0.79799998
0.34060001,1,1,1,1,0.79699999
0.34079999,1,1,1,1,0.796
0.34099999,1,1,1,1,0.79500002
0.34119999,1,1,1,1,0.79400003
0.3414,1,1,1,1,0.79299998
0.3416,1,1,1,1,0.792
0.3418,1,1,1,1,0.79100001
0.34200001,1,1,1,1,0.79000002
0.34220001,1,1,1,1,0.78899997
0.34240001,1,1,1,1,0.78799999
0.34259999,1,1,1,1,0.787
0.34279999,1,1,1,1,0.78600001
0.34299999,1,1,1,1,0.78500003
0.3432,1,1,1,1,0.78399998
0.3434,1,1,1,1,0.78299999
0.3436,1,1,1,1,0.78200001
0.34380001,1,1,1,1,0.78100002
0.34400001,1,1,1,1,0.77999997
0.34419999,1,1,1,1,0.77899998
0.34439999,1,1,1,1,0.778
0.34459999,1,1,1,1,0.77700001
0.3448,1,1,1,1,0.77600002
0.345,1,1,1,1,0.77499998
0.3452,1,1,1,1,0.77399999
0.34540001,1,1,1,1,0.773
0.34560001,1,1,1,1,0.77200001
0.34580001,1,1,1,1,0.77100003
0.34599999,1,1,1,1,0.76999998
0.34619999,1,1,1,1,0.76899999
0.34639999,1,1,1,1,0.76800001
0.3466,1,1,1,1,0.76700002
0.3468,1,1,1,1,0.76599997
0.347,1,1,1,1,0.76499999
0.34720001,1,1,1,1,0.764
0.34740001,1,1,1,1,0.76300001
0.34760001,1,1,1,1,0.76200002
0.34779999,1,1,1,1,0.76099998
0.34799999,1,1,1,1,0.75999999
0.34819999,1,1,1,1,0.759
0.3484,1,1,1,1,0.75800002
0.3486,1,1,1,1,0.75700003
0.3488,1,1,1,1,0.75599998
