"time","vehicle.s","vehicle.v","vehicle1.s","vehicle1.v","trailer.s","trailer.v"
0,0,0,0,0,0,0
0.0050000000000000001,0,0,0,0,0,0
0.01,0,0,0,0,0,0
0.014999999999999999,0,0,0,0,0,0
0.02,0,0,0,0,0,0
0.025000000000000001,0,0,0,0,0,0
0.029999999999999999,0,0,0,0,0,0
0.035000000000000003,0,0,0,0,0,0
0.040000000000000001,0,0,0,0,0,0
0.044999999999999998,0,0,0,0,0,0
0.050000000000000003,0,0,0,0,0,0
0.055,0,0,0,0,0,0
0.059999999999999998,0,0,0,0,0,0
0.065000000000000002,0,0,0,0,0,0
0.070000000000000007,0,0,0,0,0,0
0.074999999999999997,0,0,0,0,0,0
0.080000000000000002,0,0,0,0,0,0
0.085000000000000006,0,0,0,0,0,0
0.089999999999999997,0,0,0,0,0,0
0.095000000000000001,0,0,0,0,0,0
0.10000000000000001,0,0,0,0,0,0
0.105,0,0,0,0,0,0
0.11,0,0,0,0,0,0
0.115,0,0,0,0,0,0
0.12,0,0,0,0,0,0
0.125,0,0,0,0,0,0
0.13,0,0,0,0,0,0
0.13500000000000001,0,0,0,0,0,0
0.14000000000000001,0,0,0,0,0,0
0.14499999999999999,0,0,0,0,0,0
0.14999999999999999,0,0,0,0,0,0
0.155,0,0,0,0,0,0
0.16,0,0,0,0,0,0
0.16500000000000001,0,0,0,0,0,0
0.17000000000000001,0,0,0,0,0,0
0.17500000000000002,0,0,0,0,0,0
0.17999999999999999,0,0,0,0,0,0
0.185,0,0,0,0,0,0
0.19,0,0,0,0,0,0
0.19500000000000001,0,0,0,0,0,0
0.20000000000000001,0,0,0,0,0,0
0.20500000000000002,0,0,0,0,0,0
0.20999999999999999,0,0,0,0,0,0
0.215,0,0,0,0,0,0
0.22,0,0,0,0,0,0
0.22500000000000001,0,0,0,0,0,0
0.23000000000000001,0,0,0,0,0,0
0.23500000000000001,0,0,0,0,0,0
0.23999999999999999,0,0,0,0,0,0
0.245,0,0,0,0,0,0
0.25,0,0,0,0,0,0
0.255,0,0,0,0,0,0
0.26000000000000001,0,0,0,0,0,0
0.26500000000000001,0,0,0,0,0,0
0.27000000000000002,0,0,0,0,0,0
0.27500000000000002,0,0,0,0,0,0
0.28000000000000003,0,0,0,0,0,0
0.28500000000000003,0,0,0,0,0,0
0.28999999999999998,0,0,0,0,0,0
0.29499999999999998,0,0,0,0,0,0
0.29999999999999999,0,0,0,0,0,0
0.30499999999999999,0,0,0,0,0,0
0.31,0,0,0,0,0,0
0.315,0,0,0,0,0,0
0.32000000000000001,0,0,0,0,0,0
0.32500000000000001,0,0,0,0,0,0
0.33000000000000002,0,0,0,0,0,0
0.33500000000000002,0,0,0,0,0,0
0.34000000000000002,0,0,0,0,0,0
0.34500000000000003,0,0,0,0,0,0
0.35000000000000003,0,0,0,0,0,0
0.35499999999999998,0,0,0,0,0,0
0.35999999999999999,0,0,0,0,0,0
0.36499999999999999,0,0,0,0,0,0
0.37,0,0,0,0,0,0
0.375,0,0,0,0,0,0
0.38,0,0,0,0,0,0
0.38500000000000001,0,0,0,0,0,0
0.39000000000000001,0,0,0,0,0,0
0.39500000000000002,0,0,0,0,0,0
0.40000000000000002,0,0,0,0,0,0
0.40500000000000003,0,0,0,0,0,0
0.41000000000000003,0,0,0,0,0,0
0.41500000000000004,0,0,0,0,0,0
0.41999999999999998,0,0,0,0,0,0
0.42499999999999999,0,0,0,0,0,0
0.42999999999999999,0,0,0,0,0,0
0.435,0,0,0,0,0,0
0.44,0,0,0,0,0,0
0.44500000000000001,0,0,0,0,0,0
0.45000000000000001,0,0,0,0,0,0
0.45500000000000002,0,0,0,0,0,0
0.46000000000000002,0,0,0,0,0,0
0.46500000000000002,0,0,0,0,0,0
0.47000000000000003,0,0,0,0,0,0
0.47500000000000003,0,0,0,0,0,0
0.47999999999999998,0,0,0,0,0,0
0.48499999999999999,0,0,0,0,0,0
0.48999999999999999,0,0,0,0,0,0
0.495,0,0,0,0,0,0
0.5,0,0,0,0,0,0
0.505,0,0,0,0,0,0
0.51000000000000001,0,0,0,0,0,0
0.51500000000000001,0,0,0,0,0,0
0.52000000000000002,0,0,0,0,0,0
0.52500000000000002,0,0,0,0,0,0
0.53000000000000003,0,0,0,0,0,0
0.53500000000000003,0,0,0,0,0,0
0.54000000000000004,0,0,0,0,0,0
0.54500000000000004,0,0,0,0,0,0
0.55000000000000004,0,0,0,0,0,0
0.55500000000000005,0,0,0,0,0,0
0.56000000000000005,0,0,0,0,0,0
0.56500000000000006,0,0,0,0,0,0
0.57000000000000006,0,0,0,0,0,0
0.57500000000000007,0,0,0,0,0,0
0.57999999999999996,0,0,0,0,0,0
0.58499999999999996,0,0,0,0,0,0
0.58999999999999997,0,0,0,0,0,0
0.59499999999999997,0,0,0,0,0,0
0.59999999999999998,0,0,0,0,0,0
0.60499999999999998,0,0,0,0,0,0
0.60999999999999999,0,0,0,0,0,0
0.61499999999999999,0,0,0,0,0,0
0.62,0,0,0,0,0,0
0.625,0,0,0,0,0,0
0.63,0,0,0,0,0,0
0.63500000000000001,0,0,0,0,0,0
0.64000000000000001,0,0,0,0,0,0
0.64500000000000002,0,0,0,0,0,0
0.65000000000000002,0,0,0,0,0,0
0.65500000000000003,0,0,0,0,0,0
0.66000000000000003,0,0,0,0,0,0
0.66500000000000004,0,0,0,0,0,0
0.67000000000000004,0,0,0,0,0,0
0.67500000000000004,0,0,0,0,0,0
0.68000000000000005,0,0,0,0,0,0
0.68500000000000005,0,0,0,0,0,0
0.69000000000000006,0,0,0,0,0,0
0.69500000000000006,0,0,0,0,0,0
0.70000000000000007,0,0,0,0,0,0
0.70499999999999996,0,0,0,0,0,0
0.70999999999999996,0,0,0,0,0,0
